country_iso3,country_name,year,value,unit,variant_code,variant_label,source_dataset,original_period_label,computed,notes
IRN,Iran,1967,2.0307,constant 2015 US$ (computed),sight_deposits.USD_REAL_2015,"Sight Deposits (computed, real 2015 US$)",wb1971-table6.5-bank-deposits-private-sector,1966/67,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1967=75.75000007575, rebased CPI_1967=0.055)"
IRN,Iran,1968,42.9,billion rials,sight_deposits,Sight Deposits,wb1971-table6.5-bank-deposits-private-sector,1967/68,false,
IRN,Iran,1968,0.5663,current US$ (computed),sight_deposits.USD_NOMINAL,"Sight Deposits (computed, nominal US$)",wb1971-table6.5-bank-deposits-private-sector,1967/68,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1968=75.75000007575, rebased CPI_1968=0.0554)"
IRN,Iran,1968,2.3003,constant 2015 US$ (computed),sight_deposits.USD_REAL_2015,"Sight Deposits (computed, real 2015 US$)",wb1971-table6.5-bank-deposits-private-sector,1967/68,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1968=75.75000007575, rebased CPI_1968=0.0554)"
IRN,Iran,1969,49.7,billion rials,sight_deposits,Sight Deposits,wb1971-table6.5-bank-deposits-private-sector,1968/69,false,
IRN,Iran,1969,0.6561,current US$ (computed),sight_deposits.USD_NOMINAL,"Sight Deposits (computed, nominal US$)",wb1971-table6.5-bank-deposits-private-sector,1968/69,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1969=75.75000007575, rebased CPI_1969=0.0573)"
IRN,Iran,1969,2.5765,constant 2015 US$ (computed),sight_deposits.USD_REAL_2015,"Sight Deposits (computed, real 2015 US$)",wb1971-table6.5-bank-deposits-private-sector,1968/69,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1969=75.75000007575, rebased CPI_1969=0.0573)"
IRN,Iran,1970,52.2,billion rials,sight_deposits,Sight Deposits,wb1971-table6.5-bank-deposits-private-sector,1969/70,false,
IRN,Iran,1970,0.6891,current US$ (computed),sight_deposits.USD_NOMINAL,"Sight Deposits (computed, nominal US$)",wb1971-table6.5-bank-deposits-private-sector,1969/70,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1970=75.75000007575, rebased CPI_1970=0.0583)"
IRN,Iran,1970,2.6597,constant 2015 US$ (computed),sight_deposits.USD_REAL_2015,"Sight Deposits (computed, real 2015 US$)",wb1971-table6.5-bank-deposits-private-sector,1969/70,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1970=75.75000007575, rebased CPI_1970=0.0583)"
IRN,Iran,1969,51.9,billion rials,sight_deposits,Sight Deposits,wb1971-table6.5-bank-deposits-private-sector,Sept1968-Aug1969,false,
IRN,Iran,1969,0.6851,current US$ (computed),sight_deposits.USD_NOMINAL,"Sight Deposits (computed, nominal US$)",wb1971-table6.5-bank-deposits-private-sector,Sept1968-Aug1969,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1969=75.75000007575, rebased CPI_1969=0.0573)"
IRN,Iran,1969,2.6905,constant 2015 US$ (computed),sight_deposits.USD_REAL_2015,"Sight Deposits (computed, real 2015 US$)",wb1971-table6.5-bank-deposits-private-sector,Sept1968-Aug1969,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1969=75.75000007575, rebased CPI_1969=0.0573)"
IRN,Iran,1970,52.3,billion rials,sight_deposits,Sight Deposits,wb1971-table6.5-bank-deposits-private-sector,Sept1969-Aug1970,false,
IRN,Iran,1970,0.6904,current US$ (computed),sight_deposits.USD_NOMINAL,"Sight Deposits (computed, nominal US$)",wb1971-table6.5-bank-deposits-private-sector,Sept1969-Aug1970,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1970=75.75000007575, rebased CPI_1970=0.0583)"
IRN,Iran,1970,2.6648,constant 2015 US$ (computed),sight_deposits.USD_REAL_2015,"Sight Deposits (computed, real 2015 US$)",wb1971-table6.5-bank-deposits-private-sector,Sept1969-Aug1970,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1970=75.75000007575, rebased CPI_1970=0.0583)"
IRN,Iran,1964,14.7,billion rials,saving_deposits,Saving Deposits,wb1971-table6.5-bank-deposits-private-sector,1963/64,false,
IRN,Iran,1964,0.1941,current US$ (computed),saving_deposits.USD_NOMINAL,"Saving Deposits (computed, nominal US$)",wb1971-table6.5-bank-deposits-private-sector,1963/64,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1964=75.75000007575, rebased CPI_1964=0.0532)"
IRN,Iran,1964,0.8208,constant 2015 US$ (computed),saving_deposits.USD_REAL_2015,"Saving Deposits (computed, real 2015 US$)",wb1971-table6.5-bank-deposits-private-sector,1963/64,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1964=75.75000007575, rebased CPI_1964=0.0532)"
IRN,Iran,1965,20.6,billion rials,saving_deposits,Saving Deposits,wb1971-table6.5-bank-deposits-private-sector,1964/65,false,
IRN,Iran,1965,0.2719,current US$ (computed),saving_deposits.USD_NOMINAL,"Saving Deposits (computed, nominal US$)",wb1971-table6.5-bank-deposits-private-sector,1964/65,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1965=75.75000007575, rebased CPI_1965=0.0543)"
IRN,Iran,1965,1.1269,constant 2015 US$ (computed),saving_deposits.USD_REAL_2015,"Saving Deposits (computed, real 2015 US$)",wb1971-table6.5-bank-deposits-private-sector,1964/65,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1965=75.75000007575, rebased CPI_1965=0.0543)"
IRN,Iran,1966,24.4,billion rials,saving_deposits,Saving Deposits,wb1971-table6.5-bank-deposits-private-sector,1965/66,false,
IRN,Iran,1966,0.3221,current US$ (computed),saving_deposits.USD_NOMINAL,"Saving Deposits (computed, nominal US$)",wb1971-table6.5-bank-deposits-private-sector,1965/66,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1966=75.75000007575, rebased CPI_1966=0.0541)"
IRN,Iran,1966,1.3397,constant 2015 US$ (computed),saving_deposits.USD_REAL_2015,"Saving Deposits (computed, real 2015 US$)",wb1971-table6.5-bank-deposits-private-sector,1965/66,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1966=75.75000007575, rebased CPI_1966=0.0541)"
IRN,Iran,1967,28.6,billion rials,saving_deposits,Saving Deposits,wb1971-table6.5-bank-deposits-private-sector,1966/67,false,
IRN,Iran,1967,0.3776,current US$ (computed),saving_deposits.USD_NOMINAL,"Saving Deposits (computed, nominal US$)",wb1971-table6.5-bank-deposits-private-sector,1966/67,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1967=75.75000007575, rebased CPI_1967=0.055)"
IRN,Iran,1967,1.5447,constant 2015 US$ (computed),saving_deposits.USD_REAL_2015,"Saving Deposits (computed, real 2015 US$)",wb1971-table6.5-bank-deposits-private-sector,1966/67,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1967=75.75000007575, rebased CPI_1967=0.055)"
IRN,Iran,1968,34.8,billion rials,saving_deposits,Saving Deposits,wb1971-table6.5-bank-deposits-private-sector,1967/68,false,
IRN,Iran,1968,0.4594,current US$ (computed),saving_deposits.USD_NOMINAL,"Saving Deposits (computed, nominal US$)",wb1971-table6.5-bank-deposits-private-sector,1967/68,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1968=75.75000007575, rebased CPI_1968=0.0554)"
IRN,Iran,1968,1.8659,constant 2015 US$ (computed),saving_deposits.USD_REAL_2015,"Saving Deposits (computed, real 2015 US$)",wb1971-table6.5-bank-deposits-private-sector,1967/68,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1968=75.75000007575, rebased CPI_1968=0.0554)"
IRN,Iran,1969,44.1,billion rials,saving_deposits,Saving Deposits,wb1971-table6.5-bank-deposits-private-sector,1968/69,false,
IRN,Iran,1969,0.5822,current US$ (computed),saving_deposits.USD_NOMINAL,"Saving Deposits (computed, nominal US$)",wb1971-table6.5-bank-deposits-private-sector,1968/69,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1969=75.75000007575, rebased CPI_1969=0.0573)"
IRN,Iran,1969,2.2862,constant 2015 US$ (computed),saving_deposits.USD_REAL_2015,"Saving Deposits (computed, real 2015 US$)",wb1971-table6.5-bank-deposits-private-sector,1968/69,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1969=75.75000007575, rebased CPI_1969=0.0573)"
IRN,Iran,1970,54.6,billion rials,saving_deposits,Saving Deposits,wb1971-table6.5-bank-deposits-private-sector,1969/70,false,
IRN,Iran,1970,0.7208,current US$ (computed),saving_deposits.USD_NOMINAL,"Saving Deposits (computed, nominal US$)",wb1971-table6.5-bank-deposits-private-sector,1969/70,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1970=75.75000007575, rebased CPI_1970=0.0583)"
IRN,Iran,1970,2.782,constant 2015 US$ (computed),saving_deposits.USD_REAL_2015,"Saving Deposits (computed, real 2015 US$)",wb1971-table6.5-bank-deposits-private-sector,1969/70,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1970=75.75000007575, rebased CPI_1970=0.0583)"
IRN,Iran,1969,48.7,billion rials,saving_deposits,Saving Deposits,wb1971-table6.5-bank-deposits-private-sector,Sept1968-Aug1969,false,
IRN,Iran,1969,0.6429,current US$ (computed),saving_deposits.USD_NOMINAL,"Saving Deposits (computed, nominal US$)",wb1971-table6.5-bank-deposits-private-sector,Sept1968-Aug1969,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1969=75.75000007575, rebased CPI_1969=0.0573)"
IRN,Iran,1969,2.5247,constant 2015 US$ (computed),saving_deposits.USD_REAL_2015,"Saving Deposits (computed, real 2015 US$)",wb1971-table6.5-bank-deposits-private-sector,Sept1968-Aug1969,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1969=75.75000007575, rebased CPI_1969=0.0573)"
IRN,Iran,1970,58.9,billion rials,saving_deposits,Saving Deposits,wb1971-table6.5-bank-deposits-private-sector,Sept1969-Aug1970,false,
IRN,Iran,1970,0.7776,current US$ (computed),saving_deposits.USD_NOMINAL,"Saving Deposits (computed, nominal US$)",wb1971-table6.5-bank-deposits-private-sector,Sept1969-Aug1970,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1970=75.75000007575, rebased CPI_1970=0.0583)"
IRN,Iran,1970,3.0011,constant 2015 US$ (computed),saving_deposits.USD_REAL_2015,"Saving Deposits (computed, real 2015 US$)",wb1971-table6.5-bank-deposits-private-sector,Sept1969-Aug1970,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1970=75.75000007575, rebased CPI_1970=0.0583)"
IRN,Iran,1964,13.1,billion rials,time_deposits,Time Deposits,wb1971-table6.5-bank-deposits-private-sector,1963/64,false,
IRN,Iran,1964,0.1729,current US$ (computed),time_deposits.USD_NOMINAL,"Time Deposits (computed, nominal US$)",wb1971-table6.5-bank-deposits-private-sector,1963/64,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1964=75.75000007575, rebased CPI_1964=0.0532)"
IRN,Iran,1964,0.7315,constant 2015 US$ (computed),time_deposits.USD_REAL_2015,"Time Deposits (computed, real 2015 US$)",wb1971-table6.5-bank-deposits-private-sector,1963/64,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1964=75.75000007575, rebased CPI_1964=0.0532)"
IRN,Iran,1965,14.7,billion rials,time_deposits,Time Deposits,wb1971-table6.5-bank-deposits-private-sector,1964/65,false,
IRN,Iran,1965,0.1941,current US$ (computed),time_deposits.USD_NOMINAL,"Time Deposits (computed, nominal US$)",wb1971-table6.5-bank-deposits-private-sector,1964/65,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1965=75.75000007575, rebased CPI_1965=0.0543)"
IRN,Iran,1965,0.8042,constant 2015 US$ (computed),time_deposits.USD_REAL_2015,"Time Deposits (computed, real 2015 US$)",wb1971-table6.5-bank-deposits-private-sector,1964/65,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1965=75.75000007575, rebased CPI_1965=0.0543)"
IRN,Iran,1966,16.7,billion rials,time_deposits,Time Deposits,wb1971-table6.5-bank-deposits-private-sector,1965/66,false,
IRN,Iran,1966,0.2205,current US$ (computed),time_deposits.USD_NOMINAL,"Time Deposits (computed, nominal US$)",wb1971-table6.5-bank-deposits-private-sector,1965/66,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1966=75.75000007575, rebased CPI_1966=0.0541)"
IRN,Iran,1966,0.917,constant 2015 US$ (computed),time_deposits.USD_REAL_2015,"Time Deposits (computed, real 2015 US$)",wb1971-table6.5-bank-deposits-private-sector,1965/66,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1966=75.75000007575, rebased CPI_1966=0.0541)"
IRN,Iran,1967,20.3,billion rials,time_deposits,Time Deposits,wb1971-table6.5-bank-deposits-private-sector,1966/67,false,
IRN,Iran,1967,0.268,current US$ (computed),time_deposits.USD_NOMINAL,"Time Deposits (computed, nominal US$)",wb1971-table6.5-bank-deposits-private-sector,1966/67,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1967=75.75000007575, rebased CPI_1967=0.055)"
IRN,Iran,1967,1.0964,constant 2015 US$ (computed),time_deposits.USD_REAL_2015,"Time Deposits (computed, real 2015 US$)",wb1971-table6.5-bank-deposits-private-sector,1966/67,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1967=75.75000007575, rebased CPI_1967=0.055)"
IRN,Iran,1968,25.0,billion rials,time_deposits,Time Deposits,wb1971-table6.5-bank-deposits-private-sector,1967/68,false,
IRN,Iran,1968,0.33,current US$ (computed),time_deposits.USD_NOMINAL,"Time Deposits (computed, nominal US$)",wb1971-table6.5-bank-deposits-private-sector,1967/68,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1968=75.75000007575, rebased CPI_1968=0.0554)"
IRN,Iran,1968,1.3405,constant 2015 US$ (computed),time_deposits.USD_REAL_2015,"Time Deposits (computed, real 2015 US$)",wb1971-table6.5-bank-deposits-private-sector,1967/68,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1968=75.75000007575, rebased CPI_1968=0.0554)"
IRN,Iran,1969,31.7,billion rials,time_deposits,Time Deposits,wb1971-table6.5-bank-deposits-private-sector,1968/69,false,
IRN,Iran,1969,0.4185,current US$ (computed),time_deposits.USD_NOMINAL,"Time Deposits (computed, nominal US$)",wb1971-table6.5-bank-deposits-private-sector,1968/69,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1969=75.75000007575, rebased CPI_1969=0.0573)"
IRN,Iran,1969,1.6434,constant 2015 US$ (computed),time_deposits.USD_REAL_2015,"Time Deposits (computed, real 2015 US$)",wb1971-table6.5-bank-deposits-private-sector,1968/69,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1969=75.75000007575, rebased CPI_1969=0.0573)"
IRN,Iran,1970,45.0,billion rials,time_deposits,Time Deposits,wb1971-table6.5-bank-deposits-private-sector,1969/70,false,
IRN,Iran,1970,0.5941,current US$ (computed),time_deposits.USD_NOMINAL,"Time Deposits (computed, nominal US$)",wb1971-table6.5-bank-deposits-private-sector,1969/70,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1970=75.75000007575, rebased CPI_1970=0.0583)"
IRN,Iran,1970,2.2928,constant 2015 US$ (computed),time_deposits.USD_REAL_2015,"Time Deposits (computed, real 2015 US$)",wb1971-table6.5-bank-deposits-private-sector,1969/70,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1970=75.75000007575, rebased CPI_1970=0.0583)"
IRN,Iran,1969,36.9,billion rials,time_deposits,Time Deposits,wb1971-table6.5-bank-deposits-private-sector,Sept1968-Aug1969,false,
IRN,Iran,1969,0.4871,current US$ (computed),time_deposits.USD_NOMINAL,"Time Deposits (computed, nominal US$)",wb1971-table6.5-bank-deposits-private-sector,Sept1968-Aug1969,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1969=75.75000007575, rebased CPI_1969=0.0573)"
IRN,Iran,1969,1.9129,constant 2015 US$ (computed),time_deposits.USD_REAL_2015,"Time Deposits (computed, real 2015 US$)",wb1971-table6.5-bank-deposits-private-sector,Sept1968-Aug1969,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1969=75.75000007575, rebased CPI_1969=0.0573)"
IRN,Iran,1970,52.5,billion rials,time_deposits,Time Deposits,wb1971-table6.5-bank-deposits-private-sector,Sept1969-Aug1970,false,
IRN,Iran,1970,0.6931,current US$ (computed),time_deposits.USD_NOMINAL,"Time Deposits (computed, nominal US$)",wb1971-table6.5-bank-deposits-private-sector,Sept1969-Aug1970,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1970=75.75000007575, rebased CPI_1970=0.0583)"
IRN,Iran,1970,2.675,constant 2015 US$ (computed),time_deposits.USD_REAL_2015,"Time Deposits (computed, real 2015 US$)",wb1971-table6.5-bank-deposits-private-sector,Sept1969-Aug1970,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1970=75.75000007575, rebased CPI_1970=0.0583)"
IRN,Iran,1964,52.5,billion rials,total,Total,wb1971-table6.5-bank-deposits-private-sector,1963/64,false,
IRN,Iran,1964,0.6931,current US$ (computed),total.USD_NOMINAL,"Total (computed, nominal US$)",wb1971-table6.5-bank-deposits-private-sector,1963/64,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1964=75.75000007575, rebased CPI_1964=0.0532)"
IRN,Iran,1964,2.9314,constant 2015 US$ (computed),total.USD_REAL_2015,"Total (computed, real 2015 US$)",wb1971-table6.5-bank-deposits-private-sector,1963/64,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1964=75.75000007575, rebased CPI_1964=0.0532)"
IRN,Iran,1965,63.5,billion rials,total,Total,wb1971-table6.5-bank-deposits-private-sector,1964/65,false,
IRN,Iran,1965,0.8383,current US$ (computed),total.USD_NOMINAL,"Total (computed, nominal US$)",wb1971-table6.5-bank-deposits-private-sector,1964/65,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1965=75.75000007575, rebased CPI_1965=0.0543)"
IRN,Iran,1965,3.4738,constant 2015 US$ (computed),total.USD_REAL_2015,"Total (computed, real 2015 US$)",wb1971-table6.5-bank-deposits-private-sector,1964/65,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1965=75.75000007575, rebased CPI_1965=0.0543)"
IRN,Iran,1966,73.8,billion rials,total,Total,wb1971-table6.5-bank-deposits-private-sector,1965/66,false,
IRN,Iran,1966,0.9743,current US$ (computed),total.USD_NOMINAL,"Total (computed, nominal US$)",wb1971-table6.5-bank-deposits-private-sector,1965/66,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1966=75.75000007575, rebased CPI_1966=0.0541)"
IRN,Iran,1966,4.0522,constant 2015 US$ (computed),total.USD_REAL_2015,"Total (computed, real 2015 US$)",wb1971-table6.5-bank-deposits-private-sector,1965/66,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1966=75.75000007575, rebased CPI_1966=0.0541)"
IRN,Iran,1967,86.5,billion rials,total,Total,wb1971-table6.5-bank-deposits-private-sector,1966/67,false,
IRN,Iran,1967,1.1419,current US$ (computed),total.USD_NOMINAL,"Total (computed, nominal US$)",wb1971-table6.5-bank-deposits-private-sector,1966/67,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1967=75.75000007575, rebased CPI_1967=0.055)"
IRN,Iran,1967,4.6718,constant 2015 US$ (computed),total.USD_REAL_2015,"Total (computed, real 2015 US$)",wb1971-table6.5-bank-deposits-private-sector,1966/67,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1967=75.75000007575, rebased CPI_1967=0.055)"
IRN,Iran,1968,102.7,billion rials,total,Total,wb1971-table6.5-bank-deposits-private-sector,1967/68,false,
IRN,Iran,1968,1.3558,current US$ (computed),total.USD_NOMINAL,"Total (computed, nominal US$)",wb1971-table6.5-bank-deposits-private-sector,1967/68,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1968=75.75000007575, rebased CPI_1968=0.0554)"
IRN,Iran,1968,5.5067,constant 2015 US$ (computed),total.USD_REAL_2015,"Total (computed, real 2015 US$)",wb1971-table6.5-bank-deposits-private-sector,1967/68,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1968=75.75000007575, rebased CPI_1968=0.0554)"
IRN,Iran,1969,125.5,billion rials,total,Total,wb1971-table6.5-bank-deposits-private-sector,1968/69,false,
IRN,Iran,1969,1.6568,current US$ (computed),total.USD_NOMINAL,"Total (computed, nominal US$)",wb1971-table6.5-bank-deposits-private-sector,1968/69,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1969=75.75000007575, rebased CPI_1969=0.0573)"
IRN,Iran,1969,6.506,constant 2015 US$ (computed),total.USD_REAL_2015,"Total (computed, real 2015 US$)",wb1971-table6.5-bank-deposits-private-sector,1968/69,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1969=75.75000007575, rebased CPI_1969=0.0573)"
IRN,Iran,1970,151.8,billion rials,total,Total,wb1971-table6.5-bank-deposits-private-sector,1969/70,false,
IRN,Iran,1970,2.004,current US$ (computed),total.USD_NOMINAL,"Total (computed, nominal US$)",wb1971-table6.5-bank-deposits-private-sector,1969/70,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1970=75.75000007575, rebased CPI_1970=0.0583)"
IRN,Iran,1970,7.7345,constant 2015 US$ (computed),total.USD_REAL_2015,"Total (computed, real 2015 US$)",wb1971-table6.5-bank-deposits-private-sector,1969/70,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1970=75.75000007575, rebased CPI_1970=0.0583)"
IRN,Iran,1969,137.5,billion rials,total,Total,wb1971-table6.5-bank-deposits-private-sector,Sept1968-Aug1969,false,
IRN,Iran,1969,1.8152,current US$ (computed),total.USD_NOMINAL,"Total (computed, nominal US$)",wb1971-table6.5-bank-deposits-private-sector,Sept1968-Aug1969,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1969=75.75000007575, rebased CPI_1969=0.0573)"
IRN,Iran,1969,7.1281,constant 2015 US$ (computed),total.USD_REAL_2015,"Total (computed, real 2015 US$)",wb1971-table6.5-bank-deposits-private-sector,Sept1968-Aug1969,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1969=75.75000007575, rebased CPI_1969=0.0573)"
IRN,Iran,1970,163.7,billion rials,total,Total,wb1971-table6.5-bank-deposits-private-sector,Sept1969-Aug1970,false,
IRN,Iran,1970,2.1611,current US$ (computed),total.USD_NOMINAL,"Total (computed, nominal US$)",wb1971-table6.5-bank-deposits-private-sector,Sept1969-Aug1970,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1970=75.75000007575, rebased CPI_1970=0.0583)"
IRN,Iran,1970,8.3408,constant 2015 US$ (computed),total.USD_REAL_2015,"Total (computed, real 2015 US$)",wb1971-table6.5-bank-deposits-private-sector,Sept1969-Aug1970,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1970=75.75000007575, rebased CPI_1970=0.0583)"
IRN,Iran,1964,47.0,percent of total deposits,sight_deposits,Sight Deposits,wb1971-table6.5-bank-deposits-private-sector,1963/64,,
IRN,Iran,1965,44.4,percent of total deposits,sight_deposits,Sight Deposits,wb1971-table6.5-bank-deposits-private-sector,1964/65,,
IRN,Iran,1966,44.3,percent of total deposits,sight_deposits,Sight Deposits,wb1971-table6.5-bank-deposits-private-sector,1965/66,,
IRN,Iran,1967,43.4,percent of total deposits,sight_deposits,Sight Deposits,wb1971-table6.5-bank-deposits-private-sector,1966/67,,
IRN,Iran,1968,41.8,percent of total deposits,sight_deposits,Sight Deposits,wb1971-table6.5-bank-deposits-private-sector,1967/68,,
IRN,Iran,1969,39.6,percent of total deposits,sight_deposits,Sight Deposits,wb1971-table6.5-bank-deposits-private-sector,1968/69,,
IRN,Iran,1970,34.4,percent of total deposits,sight_deposits,Sight Deposits,wb1971-table6.5-bank-deposits-private-sector,1969/70,,
IRN,Iran,1969,37.7,percent of total deposits,sight_deposits,Sight Deposits,wb1971-table6.5-bank-deposits-private-sector,Sept1968-Aug1969,,
IRN,Iran,1970,31.9,percent of total deposits,sight_deposits,Sight Deposits,wb1971-table6.5-bank-deposits-private-sector,Sept1969-Aug1970,,
IRN,Iran,1964,28.0,percent of total deposits,saving_deposits,Saving Deposits,wb1971-table6.5-bank-deposits-private-sector,1963/64,,
IRN,Iran,1965,32.4,percent of total deposits,saving_deposits,Saving Deposits,wb1971-table6.5-bank-deposits-private-sector,1964/65,,
IRN,Iran,1966,33.1,percent of total deposits,saving_deposits,Saving Deposits,wb1971-table6.5-bank-deposits-private-sector,1965/66,,
IRN,Iran,1967,33.1,percent of total deposits,saving_deposits,Saving Deposits,wb1971-table6.5-bank-deposits-private-sector,1966/67,,
IRN,Iran,1968,33.9,percent of total deposits,saving_deposits,Saving Deposits,wb1971-table6.5-bank-deposits-private-sector,1967/68,,
IRN,Iran,1969,35.1,percent of total deposits,saving_deposits,Saving Deposits,wb1971-table6.5-bank-deposits-private-sector,1968/69,,
IRN,Iran,1970,36.0,percent of total deposits,saving_deposits,Saving Deposits,wb1971-table6.5-bank-deposits-private-sector,1969/70,,
IRN,Iran,1969,35.4,percent of total deposits,saving_deposits,Saving Deposits,wb1971-table6.5-bank-deposits-private-sector,Sept1968-Aug1969,,
