country_iso3,indicator_id,year,value,unit,source_dataset,original_period_label,source_report_file
IRN,natural_gas_production__associated_gas,2016,97,million cubic meters per day (average),sci-amar-yearbook-1399-ch7-table7.7,1395,sci_yearbook_1399_ch7.pdf
IRN,natural_gas_production__associated_gas,2017,102,million cubic meters per day (average),sci-amar-yearbook-1399-ch7-table7.7,1396,sci_yearbook_1399_ch7.pdf
IRN,natural_gas_production__cap_gas,2001,51,million cubic meters per day (average),sci-amar-yearbook-1399-ch7-table7.7,1380,sci_yearbook_1399_ch7.pdf
IRN,natural_gas_production__cap_gas,2006,34,million cubic meters per day (average),sci-amar-yearbook-1399-ch7-table7.7,1385,sci_yearbook_1399_ch7.pdf
IRN,natural_gas_production__cap_gas,2011,30,million cubic meters per day (average),sci-amar-yearbook-1399-ch7-table7.7,1390,sci_yearbook_1399_ch7.pdf
IRN,natural_gas_production__cap_gas,2015,29,million cubic meters per day (average),sci-amar-yearbook-1399-ch7-table7.7,1394,sci_yearbook_1399_ch7.pdf
IRN,natural_gas_production__cap_gas,2016,28,million cubic meters per day (average),sci-amar-yearbook-1399-ch7-table7.7,1395,sci_yearbook_1399_ch7.pdf
IRN,natural_gas_production__cap_gas,2017,28,million cubic meters per day (average),sci-amar-yearbook-1399-ch7-table7.7,1396,sci_yearbook_1399_ch7.pdf
IRN,natural_gas_production__independent_gas_fields,2001,172,million cubic meters per day (average),sci-amar-yearbook-1399-ch7-table7.7,1380,sci_yearbook_1399_ch7.pdf
IRN,natural_gas_production__independent_gas_fields,2006,333,million cubic meters per day (average),sci-amar-yearbook-1399-ch7-table7.7,1385,sci_yearbook_1399_ch7.pdf
IRN,natural_gas_production__independent_gas_fields,2011,497,million cubic meters per day (average),sci-amar-yearbook-1399-ch7-table7.7,1390,sci_yearbook_1399_ch7.pdf
IRN,natural_gas_production__independent_gas_fields,2015,609,million cubic meters per day (average),sci-amar-yearbook-1399-ch7-table7.7,1394,sci_yearbook_1399_ch7.pdf
IRN,natural_gas_production__independent_gas_fields,2016,655,million cubic meters per day (average),sci-amar-yearbook-1399-ch7-table7.7,1395,sci_yearbook_1399_ch7.pdf
IRN,natural_gas_production__independent_gas_fields,2017,715,million cubic meters per day (average),sci-amar-yearbook-1399-ch7-table7.7,1396,sci_yearbook_1399_ch7.pdf
