country_iso3,indicator_id,year,value,unit,source_dataset,original_period_label,source_report_file
IRN,oil_product_domestic_consumption__gas_oil,2001,362.0,thousand barrels per day,cbi-annual-review,2001/02,cbi_annual_review_1384_2005-06.txt
IRN,oil_product_domestic_consumption__gas_oil,2002,343.0,thousand barrels per day,cbi-annual-review,2002/03,cbi_annual_review_1385_2006-07.txt
IRN,oil_product_domestic_consumption__gas_oil,2003,359.0,thousand barrels per day,cbi-annual-review,2003/04,cbi_annual_review_1386_2007-08.txt
IRN,oil_product_domestic_consumption__gas_oil,2004,348.0,thousand barrels per day,cbi-annual-review,2004/05,cbi_annual_review_1387_2008-09.txt
IRN,oil_product_domestic_consumption__gas_oil,2005,417.0,thousand barrels per day,cbi-annual-review,2005/06,cbi_annual_review_1388_2009-10.txt
IRN,oil_product_domestic_consumption__gas_oil,2006,500.0,thousand barrels per day,cbi-annual-review,2006/07,cbi_annual_review_1389_2010-11.txt
IRN,oil_product_domestic_consumption__gas_oil,2007,525.0,thousand barrels per day,cbi-annual-review,2007/08,cbi_annual_review_1390_2011-12.txt
IRN,oil_product_domestic_consumption__gas_oil,2008,541.0,thousand barrels per day,cbi-annual-review,2008/09,cbi_annual_review_1391_2012-13.txt
IRN,oil_product_domestic_consumption__gas_oil,2009,489.0,thousand barrels per day,cbi-annual-review,2009/10,cbi_annual_review_1392_2013-14.txt
IRN,oil_product_domestic_consumption__gas_oil,2010,497.0,thousand barrels per day,cbi-annual-review,2010/11,cbi_annual_review_1393_2014-15.txt
IRN,oil_product_domestic_consumption__gas_oil,2011,507.0,thousand barrels per day,cbi-annual-review,2011/12,cbi_annual_review_1394_2015-16.txt
IRN,oil_product_domestic_consumption__gas_oil,2012,570.0,thousand barrels per day,cbi-annual-review,2012/13,cbi_annual_review_1395_2016-17.txt
IRN,oil_product_domestic_consumption__gas_oil,2013,576.0,thousand barrels per day,cbi-annual-review,2013/14,cbi_annual_review_1396_2016-17.txt
IRN,oil_product_domestic_consumption__gas_oil,2014,529.0,thousand barrels per day,cbi-annual-review,2014/15,cbi_annual_review_1396_2016-17.txt
IRN,oil_product_domestic_consumption__gas_oil,2015,548.0,thousand barrels per day,cbi-annual-review,2015/16,cbi_annual_review_1398_2019-20.txt
IRN,oil_product_domestic_consumption__gas_oil,2016,485.0,thousand barrels per day,cbi-annual-review,2016/17,cbi_annual_review_1399_2020-21.txt
IRN,oil_product_domestic_consumption__gas_oil,2017,502.0,thousand barrels per day,cbi-annual-review,2017/18,cbi_annual_review_1400_2021-22.txt
IRN,oil_product_domestic_consumption__gasoline,1996,201.0,thousand barrels per day,cbi-annual-review,1996/97,cbi_annual_review_1379_2000-01.txt
IRN,oil_product_domestic_consumption__gasoline,1997,220.0,thousand barrels per day,cbi-annual-review,1997/98,cbi_annual_review_1379_2000-01.txt
IRN,oil_product_domestic_consumption__gasoline,1998,212.0,thousand barrels per day,cbi-annual-review,1998/99,cbi_annual_review_1381_2002-03.txt
IRN,oil_product_domestic_consumption__gasoline,1999,212.0,thousand barrels per day,cbi-annual-review,1999/00,cbi_annual_review_1382_2003-04.txt
IRN,oil_product_domestic_consumption__gasoline,2000,202.0,thousand barrels per day,cbi-annual-review,2000/01,cbi_annual_review_1383_2004-05.txt
IRN,oil_product_domestic_consumption__gasoline,2001,226.0,thousand barrels per day,cbi-annual-review,2001/02,cbi_annual_review_1384_2005-06.txt
IRN,oil_product_domestic_consumption__gasoline,2002,237.0,thousand barrels per day,cbi-annual-review,2002/03,cbi_annual_review_1385_2006-07.txt
IRN,oil_product_domestic_consumption__gasoline,2003,276.0,thousand barrels per day,cbi-annual-review,2003/04,cbi_annual_review_1386_2007-08.txt
IRN,oil_product_domestic_consumption__gasoline,2004,335.0,thousand barrels per day,cbi-annual-review,2004/05,cbi_annual_review_1387_2008-09.txt
IRN,oil_product_domestic_consumption__gasoline,2005,373.0,thousand barrels per day,cbi-annual-review,2005/06,cbi_annual_review_1388_2009-10.txt
IRN,oil_product_domestic_consumption__gasoline,2006,422.0,thousand barrels per day,cbi-annual-review,2006/07,cbi_annual_review_1389_2010-11.txt
IRN,oil_product_domestic_consumption__gasoline,2007,362.0,thousand barrels per day,cbi-annual-review,2007/08,cbi_annual_review_1390_2011-12.txt
IRN,oil_product_domestic_consumption__gasoline,2008,412.0,thousand barrels per day,cbi-annual-review,2008/09,cbi_annual_review_1391_2012-13.txt
IRN,oil_product_domestic_consumption__gasoline,2009,402.0,thousand barrels per day,cbi-annual-review,2009/10,cbi_annual_review_1392_2013-14.txt
IRN,oil_product_domestic_consumption__gasoline,2010,331.0,thousand barrels per day,cbi-annual-review,2010/11,cbi_annual_review_1393_2014-15.txt
IRN,oil_product_domestic_consumption__gasoline,2011,360.0,thousand barrels per day,cbi-annual-review,2011/12,cbi_annual_review_1394_2015-16.txt
IRN,oil_product_domestic_consumption__gasoline,2012,448.0,thousand barrels per day,cbi-annual-review,2012/13,cbi_annual_review_1395_2016-17.txt
IRN,oil_product_domestic_consumption__gasoline,2013,465.0,thousand barrels per day,cbi-annual-review,2013/14,cbi_annual_review_1396_2016-17.txt
IRN,oil_product_domestic_consumption__gasoline,2014,433.0,thousand barrels per day,cbi-annual-review,2014/15,cbi_annual_review_1396_2016-17.txt
IRN,oil_product_domestic_consumption__gasoline,2015,463.0,thousand barrels per day,cbi-annual-review,2015/16,cbi_annual_review_1398_2019-20.txt
IRN,oil_product_domestic_consumption__gasoline,2016,444.0,thousand barrels per day,cbi-annual-review,2016/17,cbi_annual_review_1399_2020-21.txt
IRN,oil_product_domestic_consumption__gasoline,2017,591.0,thousand barrels per day,cbi-annual-review,2017/18,cbi_annual_review_1400_2021-22.txt
IRN,oil_product_domestic_consumption__kerosene,1996,187.0,thousand barrels per day,cbi-annual-review,1996/97,cbi_annual_review_1379_2000-01.txt
IRN,oil_product_domestic_consumption__kerosene,1997,183.0,thousand barrels per day,cbi-annual-review,1997/98,cbi_annual_review_1379_2000-01.txt
IRN,oil_product_domestic_consumption__kerosene,1998,173.0,thousand barrels per day,cbi-annual-review,1998/99,cbi_annual_review_1381_2002-03.txt
IRN,oil_product_domestic_consumption__kerosene,1999,157.0,thousand barrels per day,cbi-annual-review,1999/00,cbi_annual_review_1382_2003-04.txt
IRN,oil_product_domestic_consumption__kerosene,2000,151.0,thousand barrels per day,cbi-annual-review,2000/01,cbi_annual_review_1383_2004-05.txt
IRN,oil_product_domestic_consumption__kerosene,2001,161.0,thousand barrels per day,cbi-annual-review,2001/02,cbi_annual_review_1384_2005-06.txt
IRN,oil_product_domestic_consumption__kerosene,2002,149.0,thousand barrels per day,cbi-annual-review,2002/03,cbi_annual_review_1384_2005-06.txt
IRN,oil_product_domestic_consumption__kerosene,2003,154.0,thousand barrels per day,cbi-annual-review,2003/04,cbi_annual_review_1386_2007-08.txt
IRN,oil_product_domestic_consumption__kerosene,2004,174.0,thousand barrels per day,cbi-annual-review,2004/05,cbi_annual_review_1387_2008-09.txt
IRN,oil_product_domestic_consumption__kerosene,2005,169.0,thousand barrels per day,cbi-annual-review,2005/06,cbi_annual_review_1388_2009-10.txt
IRN,oil_product_domestic_consumption__kerosene,2006,142.0,thousand barrels per day,cbi-annual-review,2006/07,cbi_annual_review_1389_2010-11.txt
IRN,oil_product_domestic_consumption__kerosene,2007,146.0,thousand barrels per day,cbi-annual-review,2007/08,cbi_annual_review_1390_2011-12.txt
IRN,oil_product_domestic_consumption__kerosene,2008,156.0,thousand barrels per day,cbi-annual-review,2008/09,cbi_annual_review_1391_2012-13.txt
IRN,oil_product_domestic_consumption__kerosene,2009,136.0,thousand barrels per day,cbi-annual-review,2009/10,cbi_annual_review_1392_2013-14.txt
IRN,oil_product_domestic_consumption__kerosene,2010,136.0,thousand barrels per day,cbi-annual-review,2010/11,cbi_annual_review_1393_2014-15.txt
IRN,oil_product_domestic_consumption__kerosene,2011,125.0,thousand barrels per day,cbi-annual-review,2011/12,cbi_annual_review_1394_2015-16.txt
IRN,oil_product_domestic_consumption__kerosene,2012,147.0,thousand barrels per day,cbi-annual-review,2012/13,cbi_annual_review_1395_2016-17.txt
IRN,oil_product_domestic_consumption__kerosene,2013,149.0,thousand barrels per day,cbi-annual-review,2013/14,cbi_annual_review_1396_2016-17.txt
IRN,oil_product_domestic_consumption__kerosene,2014,136.0,thousand barrels per day,cbi-annual-review,2014/15,cbi_annual_review_1396_2016-17.txt
IRN,oil_product_domestic_consumption__kerosene,2015,126.0,thousand barrels per day,cbi-annual-review,2015/16,cbi_annual_review_1398_2019-20.txt
IRN,oil_product_domestic_consumption__kerosene,2016,130.0,thousand barrels per day,cbi-annual-review,2016/17,cbi_annual_review_1399_2020-21.txt
IRN,oil_product_domestic_consumption__kerosene,2017,107.0,thousand barrels per day,cbi-annual-review,2017/18,cbi_annual_review_1400_2021-22.txt
IRN,oil_product_domestic_consumption__lpg,1996,55.0,thousand barrels per day,cbi-annual-review,1996/97,cbi_annual_review_1379_2000-01.txt
IRN,oil_product_domestic_consumption__lpg,1997,58.0,thousand barrels per day,cbi-annual-review,1997/98,cbi_annual_review_1379_2000-01.txt
IRN,oil_product_domestic_consumption__lpg,1998,44.0,thousand barrels per day,cbi-annual-review,1998/99,cbi_annual_review_1381_2002-03.txt
IRN,oil_product_domestic_consumption__lpg,1999,43.0,thousand barrels per day,cbi-annual-review,1999/00,cbi_annual_review_1382_2003-04.txt
IRN,oil_product_domestic_consumption__lpg,2000,42.0,thousand barrels per day,cbi-annual-review,2000/01,cbi_annual_review_1383_2004-05.txt
IRN,oil_product_domestic_consumption__lpg,2001,52.0,thousand barrels per day,cbi-annual-review,2001/02,cbi_annual_review_1384_2005-06.txt
IRN,oil_product_domestic_consumption__lpg,2002,54.0,thousand barrels per day,cbi-annual-review,2002/03,cbi_annual_review_1385_2006-07.txt
IRN,oil_product_domestic_consumption__lpg,2003,77.0,thousand barrels per day,cbi-annual-review,2003/04,cbi_annual_review_1383_2004-05.txt
IRN,oil_product_domestic_consumption__lpg,2004,54.0,thousand barrels per day,cbi-annual-review,2004/05,cbi_annual_review_1387_2008-09.txt
IRN,oil_product_domestic_consumption__lpg,2005,64.0,thousand barrels per day,cbi-annual-review,2005/06,cbi_annual_review_1388_2009-10.txt
IRN,oil_product_domestic_consumption__lpg,2006,43.0,thousand barrels per day,cbi-annual-review,2006/07,cbi_annual_review_1389_2010-11.txt
IRN,oil_product_domestic_consumption__lpg,2007,59.0,thousand barrels per day,cbi-annual-review,2007/08,cbi_annual_review_1390_2011-12.txt
IRN,oil_product_domestic_consumption__lpg,2008,44.0,thousand barrels per day,cbi-annual-review,2008/09,cbi_annual_review_1391_2012-13.txt
IRN,oil_product_domestic_consumption__lpg,2009,29.0,thousand barrels per day,cbi-annual-review,2009/10,cbi_annual_review_1392_2013-14.txt
IRN,oil_product_domestic_consumption__lpg,2010,36.0,thousand barrels per day,cbi-annual-review,2010/11,cbi_annual_review_1393_2014-15.txt
IRN,oil_product_domestic_consumption__lpg,2011,47.0,thousand barrels per day,cbi-annual-review,2011/12,cbi_annual_review_1394_2015-16.txt
IRN,oil_product_domestic_consumption__lpg,2012,56.0,thousand barrels per day,cbi-annual-review,2012/13,cbi_annual_review_1395_2016-17.txt
IRN,oil_product_domestic_consumption__lpg,2013,53.0,thousand barrels per day,cbi-annual-review,2013/14,cbi_annual_review_1396_2016-17.txt
IRN,oil_product_domestic_consumption__lpg,2014,32.0,thousand barrels per day,cbi-annual-review,2014/15,cbi_annual_review_1396_2016-17.txt
IRN,oil_product_domestic_consumption__lpg,2015,25.0,thousand barrels per day,cbi-annual-review,2015/16,cbi_annual_review_1398_2019-20.txt
IRN,oil_product_domestic_consumption__lpg,2016,32.0,thousand barrels per day,cbi-annual-review,2016/17,cbi_annual_review_1399_2020-21.txt
IRN,oil_product_domestic_consumption__lpg,2017,36.0,thousand barrels per day,cbi-annual-review,2017/18,cbi_annual_review_1400_2021-22.txt
IRN,oil_product_domestic_consumption__other,1996,59.0,thousand barrels per day,cbi-annual-review,1996/97,cbi_annual_review_1379_2000-01.txt
IRN,oil_product_domestic_consumption__other,1997,65.0,thousand barrels per day,cbi-annual-review,1997/98,cbi_annual_review_1379_2000-01.txt
IRN,oil_product_domestic_consumption__other,1998,135.0,thousand barrels per day,cbi-annual-review,1998/99,cbi_annual_review_1381_2002-03.txt
IRN,oil_product_domestic_consumption__other,1999,130.0,thousand barrels per day,cbi-annual-review,1999/00,cbi_annual_review_1382_2003-04.txt
IRN,oil_product_domestic_consumption__other,2000,125.0,thousand barrels per day,cbi-annual-review,2000/01,cbi_annual_review_1383_2004-05.txt
IRN,oil_product_domestic_consumption__other,2001,123.0,thousand barrels per day,cbi-annual-review,2001/02,cbi_annual_review_1384_2005-06.txt
IRN,oil_product_domestic_consumption__other,2002,115.0,thousand barrels per day,cbi-annual-review,2002/03,cbi_annual_review_1385_2006-07.txt
IRN,oil_product_domestic_consumption__other,2003,132.0,thousand barrels per day,cbi-annual-review,2003/04,cbi_annual_review_1383_2004-05.txt
IRN,oil_product_domestic_consumption__other,2004,127.0,thousand barrels per day,cbi-annual-review,2004/05,cbi_annual_review_1387_2008-09.txt
IRN,oil_product_domestic_consumption__other,2005,153.0,thousand barrels per day,cbi-annual-review,2005/06,cbi_annual_review_1388_2009-10.txt
IRN,oil_product_domestic_consumption__other,2006,143.0,thousand barrels per day,cbi-annual-review,2006/07,cbi_annual_review_1389_2010-11.txt
IRN,oil_product_domestic_consumption__other,2007,142.0,thousand barrels per day,cbi-annual-review,2007/08,cbi_annual_review_1390_2011-12.txt
IRN,oil_product_domestic_consumption__other,2008,96.0,thousand barrels per day,cbi-annual-review,2008/09,cbi_annual_review_1391_2012-13.txt
IRN,oil_product_domestic_consumption__other,2009,102.0,thousand barrels per day,cbi-annual-review,2009/10,cbi_annual_review_1392_2013-14.txt
IRN,oil_product_domestic_consumption__other,2010,111.0,thousand barrels per day,cbi-annual-review,2010/11,cbi_annual_review_1393_2014-15.txt
IRN,oil_product_domestic_consumption__other,2011,81.0,thousand barrels per day,cbi-annual-review,2011/12,cbi_annual_review_1394_2015-16.txt
IRN,oil_product_domestic_consumption__other,2012,65.0,thousand barrels per day,cbi-annual-review,2012/13,cbi_annual_review_1395_2016-17.txt
IRN,oil_product_domestic_consumption__other,2013,59.0,thousand barrels per day,cbi-annual-review,2013/14,cbi_annual_review_1396_2016-17.txt
IRN,oil_product_domestic_consumption__other,2014,50.0,thousand barrels per day,cbi-annual-review,2014/15,cbi_annual_review_1396_2016-17.txt
IRN,oil_product_domestic_consumption__other,2015,57.0,thousand barrels per day,cbi-annual-review,2015/16,cbi_annual_review_1398_2019-20.txt
IRN,oil_product_domestic_consumption__other,2016,73.0,thousand barrels per day,cbi-annual-review,2016/17,cbi_annual_review_1399_2020-21.txt
IRN,oil_product_domestic_consumption__other,2017,105.0,thousand barrels per day,cbi-annual-review,2017/18,cbi_annual_review_1400_2021-22.txt
IRN,oil_product_domestic_consumption__total,1996,1155.0,thousand barrels per day,cbi-annual-review,1996/97,cbi_annual_review_1379_2000-01.txt
IRN,oil_product_domestic_consumption__total,1997,1161.0,thousand barrels per day,cbi-annual-review,1997/98,cbi_annual_review_1379_2000-01.txt
IRN,oil_product_domestic_consumption__total,1998,1250.0,thousand barrels per day,cbi-annual-review,1998/99,cbi_annual_review_1381_2002-03.txt
IRN,oil_product_domestic_consumption__total,1999,1131.0,thousand barrels per day,cbi-annual-review,1999/00,cbi_annual_review_1382_2003-04.txt
IRN,oil_product_domestic_consumption__total,2000,1099.0,thousand barrels per day,cbi-annual-review,2000/01,cbi_annual_review_1383_2004-05.txt
IRN,oil_product_domestic_consumption__total,2001,1132.0,thousand barrels per day,cbi-annual-review,2001/02,cbi_annual_review_1384_2005-06.txt
IRN,oil_product_domestic_consumption__total,2002,1049.0,thousand barrels per day,cbi-annual-review,2002/03,cbi_annual_review_1385_2006-07.txt
IRN,oil_product_domestic_consumption__total,2003,1143.0,thousand barrels per day,cbi-annual-review,2003/04,cbi_annual_review_1383_2004-05.txt
IRN,oil_product_domestic_consumption__total,2004,1216.0,thousand barrels per day,cbi-annual-review,2004/05,cbi_annual_review_1387_2008-09.txt
IRN,oil_product_domestic_consumption__total,2005,1394.0,thousand barrels per day,cbi-annual-review,2005/06,cbi_annual_review_1388_2009-10.txt
IRN,oil_product_domestic_consumption__total,2006,1492.0,thousand barrels per day,cbi-annual-review,2006/07,cbi_annual_review_1389_2010-11.txt
IRN,oil_product_domestic_consumption__total,2007,1531.0,thousand barrels per day,cbi-annual-review,2007/08,cbi_annual_review_1390_2011-12.txt
IRN,oil_product_domestic_consumption__total,2008,1617.0,thousand barrels per day,cbi-annual-review,2008/09,cbi_annual_review_1391_2012-13.txt
IRN,oil_product_domestic_consumption__total,2009,1511.0,thousand barrels per day,cbi-annual-review,2009/10,cbi_annual_review_1392_2013-14.txt
IRN,oil_product_domestic_consumption__total,2010,1468.0,thousand barrels per day,cbi-annual-review,2010/11,cbi_annual_review_1393_2014-15.txt
IRN,oil_product_domestic_consumption__total,2011,1463.0,thousand barrels per day,cbi-annual-review,2011/12,cbi_annual_review_1394_2015-16.txt
IRN,oil_product_domestic_consumption__total,2012,1692.0,thousand barrels per day,cbi-annual-review,2012/13,cbi_annual_review_1395_2016-17.txt
IRN,oil_product_domestic_consumption__total,2013,1731.0,thousand barrels per day,cbi-annual-review,2013/14,cbi_annual_review_1396_2016-17.txt
IRN,oil_product_domestic_consumption__total,2014,1558.0,thousand barrels per day,cbi-annual-review,2014/15,cbi_annual_review_1396_2016-17.txt
IRN,oil_product_domestic_consumption__total,2015,1545.0,thousand barrels per day,cbi-annual-review,2015/16,cbi_annual_review_1398_2019-20.txt
IRN,oil_product_domestic_consumption__total,2016,1503.0,thousand barrels per day,cbi-annual-review,2016/17,cbi_annual_review_1399_2020-21.txt
IRN,oil_product_domestic_consumption__total,2017,1506.0,thousand barrels per day,cbi-annual-review,2017/18,cbi_annual_review_1400_2021-22.txt
