country_iso3,category,commodity,unit,year,value,flag,source_yearbook_edition
ARG,INDUSTRIAL MINERALS,"Boron, materials, crude","Metric tons, gross weight",2012,479412,,MYB3-2016
ARG,INDUSTRIAL MINERALS,"Boron, materials, crude","Metric tons, gross weight",2013,424811,r,MYB3-2016
ARG,INDUSTRIAL MINERALS,"Boron, materials, crude","Metric tons, gross weight",2014,395058,r,MYB3-2016
ARG,INDUSTRIAL MINERALS,"Boron, materials, crude","Metric tons, gross weight",2015,248683,r,MYB3-2016
ARG,INDUSTRIAL MINERALS,"Boron, materials, crude","Metric tons, gross weight",2016,148390,,MYB3-2016
ARG,INDUSTRIAL MINERALS,Celestite,"Metric tons, gross weight",2014,700,,MYB3-2017-18
ARG,INDUSTRIAL MINERALS,Celestite,"Metric tons, gross weight",2015,700,e,MYB3-2017-18
ARG,INDUSTRIAL MINERALS,Celestite,"Metric tons, gross weight",2016,700,e,MYB3-2017-18
ARG,INDUSTRIAL MINERALS,Celestite,"Metric tons, gross weight",2017,700,e,MYB3-2017-18
ARG,INDUSTRIAL MINERALS,Celestite,"Metric tons, gross weight",2018,700,e,MYB3-2017-18
ARG,INDUSTRIAL MINERALS,"Cement, hydraulic",thousand metric tons,2012,10716,,MYB3-2016
ARG,INDUSTRIAL MINERALS,"Cement, hydraulic",thousand metric tons,2013,11892,,MYB3-2016
ARG,INDUSTRIAL MINERALS,"Cement, hydraulic",thousand metric tons,2014,11408,,MYB3-2017-18
ARG,INDUSTRIAL MINERALS,"Cement, hydraulic",thousand metric tons,2015,12193,,MYB3-2019
ARG,INDUSTRIAL MINERALS,"Cement, hydraulic",thousand metric tons,2016,10899,,MYB3-2019
ARG,INDUSTRIAL MINERALS,"Cement, hydraulic",thousand metric tons,2017,11960,,MYB3-2020-21
ARG,INDUSTRIAL MINERALS,"Cement, hydraulic",thousand metric tons,2018,11842,,MYB3-2020-21
ARG,INDUSTRIAL MINERALS,"Cement, hydraulic",thousand metric tons,2019,11082,,MYB3-2020-21
ARG,INDUSTRIAL MINERALS,"Cement, hydraulic",thousand metric tons,2020,9871,,MYB3-2020-21
ARG,INDUSTRIAL MINERALS,"Cement, hydraulic",thousand metric tons,2021,12126,,MYB3-2020-21
ARG,INDUSTRIAL MINERALS,"Clay and shale, Bentonite","Metric tons, gross weight",2012,191795,,MYB3-2016
ARG,INDUSTRIAL MINERALS,"Clay and shale, Bentonite","Metric tons, gross weight",2013,262899,,MYB3-2016
ARG,INDUSTRIAL MINERALS,"Clay and shale, Bentonite","Metric tons, gross weight",2014,280407,r,MYB3-2016
ARG,INDUSTRIAL MINERALS,"Clay and shale, Bentonite","Metric tons, gross weight",2015,229715,r,MYB3-2016
ARG,INDUSTRIAL MINERALS,"Clay and shale, Bentonite","Metric tons, gross weight",2016,145723,,MYB3-2016
ARG,INDUSTRIAL MINERALS,"Clay and shale, Common clay","Metric tons, gross weight",2012,8296690,,MYB3-2016
ARG,INDUSTRIAL MINERALS,"Clay and shale, Common clay","Metric tons, gross weight",2013,8952465,r,MYB3-2016
ARG,INDUSTRIAL MINERALS,"Clay and shale, Common clay","Metric tons, gross weight",2014,9058397,r,MYB3-2016
ARG,INDUSTRIAL MINERALS,"Clay and shale, Common clay","Metric tons, gross weight",2015,9377879,r,MYB3-2016
ARG,INDUSTRIAL MINERALS,"Clay and shale, Common clay","Metric tons, gross weight",2016,9355023,,MYB3-2016
ARG,INDUSTRIAL MINERALS,"Clay and shale, Kaolin","Metric tons, gross weight",2012,66574,,MYB3-2016
ARG,INDUSTRIAL MINERALS,"Clay and shale, Kaolin","Metric tons, gross weight",2013,77245,r,MYB3-2016
ARG,INDUSTRIAL MINERALS,"Clay and shale, Kaolin","Metric tons, gross weight",2014,45892,r,MYB3-2016
ARG,INDUSTRIAL MINERALS,"Clay and shale, Kaolin","Metric tons, gross weight",2015,62214,r,MYB3-2016
ARG,INDUSTRIAL MINERALS,"Clay and shale, Kaolin","Metric tons, gross weight",2016,26198,,MYB3-2016
ARG,INDUSTRIAL MINERALS,"Clay, Bentonite","Metric tons, gross weight",2014,280407,,MYB3-2017-18
ARG,INDUSTRIAL MINERALS,"Clay, Bentonite","Metric tons, gross weight",2015,229715,,MYB3-2019
ARG,INDUSTRIAL MINERALS,"Clay, Bentonite","Metric tons, gross weight",2016,145723,,MYB3-2019
ARG,INDUSTRIAL MINERALS,"Clay, Bentonite","Metric tons, gross weight",2017,121735,,MYB3-2020-21
ARG,INDUSTRIAL MINERALS,"Clay, Bentonite","Metric tons, gross weight",2018,184969,,MYB3-2020-21
ARG,INDUSTRIAL MINERALS,"Clay, Bentonite","Metric tons, gross weight",2019,113390,,MYB3-2020-21
ARG,INDUSTRIAL MINERALS,"Clay, Bentonite","Metric tons, gross weight",2020,46288,,MYB3-2020-21
ARG,INDUSTRIAL MINERALS,"Clay, Bentonite","Metric tons, gross weight",2021,46000,e,MYB3-2020-21
ARG,INDUSTRIAL MINERALS,"Clay, Common clay","Metric tons, gross weight",2014,9058397,,MYB3-2017-18
ARG,INDUSTRIAL MINERALS,"Clay, Common clay","Metric tons, gross weight",2015,9489529,,MYB3-2019
ARG,INDUSTRIAL MINERALS,"Clay, Common clay","Metric tons, gross weight",2016,9209313,,MYB3-2019
ARG,INDUSTRIAL MINERALS,"Clay, Common clay","Metric tons, gross weight",2017,6726653,,MYB3-2020-21
ARG,INDUSTRIAL MINERALS,"Clay, Common clay","Metric tons, gross weight",2018,5486139,,MYB3-2020-21
ARG,INDUSTRIAL MINERALS,"Clay, Common clay","Metric tons, gross weight",2019,1526632,r,MYB3-2020-21
ARG,INDUSTRIAL MINERALS,"Clay, Common clay","Metric tons, gross weight",2020,1532014,,MYB3-2020-21
ARG,INDUSTRIAL MINERALS,"Clay, Common clay","Metric tons, gross weight",2021,1600000,e,MYB3-2020-21
ARG,INDUSTRIAL MINERALS,"Clay, Kaolin","Metric tons, gross weight",2014,45892,,MYB3-2017-18
ARG,INDUSTRIAL MINERALS,"Clay, Kaolin","Metric tons, gross weight",2015,55488,r,MYB3-2019
ARG,INDUSTRIAL MINERALS,"Clay, Kaolin","Metric tons, gross weight",2016,26198,,MYB3-2019
ARG,INDUSTRIAL MINERALS,"Clay, Kaolin","Metric tons, gross weight",2017,19940,,MYB3-2020-21
ARG,INDUSTRIAL MINERALS,"Clay, Kaolin","Metric tons, gross weight",2018,17000,,MYB3-2020-21
ARG,INDUSTRIAL MINERALS,"Clay, Kaolin","Metric tons, gross weight",2019,11853,,MYB3-2020-21
ARG,INDUSTRIAL MINERALS,"Clay, Kaolin","Metric tons, gross weight",2020,20628,,MYB3-2020-21
ARG,INDUSTRIAL MINERALS,"Clay, Kaolin","Metric tons, gross weight",2021,21000,e,MYB3-2020-21
ARG,INDUSTRIAL MINERALS,Diatomite,"Metric tons, gross weight",2014,52039,,MYB3-2017-18
ARG,INDUSTRIAL MINERALS,Diatomite,"Metric tons, gross weight",2015,60951,,MYB3-2019
ARG,INDUSTRIAL MINERALS,Diatomite,"Metric tons, gross weight",2016,57113,,MYB3-2019
ARG,INDUSTRIAL MINERALS,Diatomite,"Metric tons, gross weight",2017,70419,,MYB3-2020-21
ARG,INDUSTRIAL MINERALS,Diatomite,"Metric tons, gross weight",2018,72419,,MYB3-2020-21
ARG,INDUSTRIAL MINERALS,Diatomite,"Metric tons, gross weight",2019,94610,r,MYB3-2020-21
ARG,INDUSTRIAL MINERALS,Diatomite,"Metric tons, gross weight",2020,98575,,MYB3-2020-21
ARG,INDUSTRIAL MINERALS,Diatomite,"Metric tons, gross weight",2021,100000,e,MYB3-2020-21
ARG,INDUSTRIAL MINERALS,"Diatomite, mine","Metric tons, gross weight",2012,278126,,MYB3-2016
ARG,INDUSTRIAL MINERALS,"Diatomite, mine","Metric tons, gross weight",2013,56312,r,MYB3-2016
ARG,INDUSTRIAL MINERALS,"Diatomite, mine","Metric tons, gross weight",2014,52039,r,MYB3-2016
ARG,INDUSTRIAL MINERALS,"Diatomite, mine","Metric tons, gross weight",2015,60951,r,MYB3-2016
ARG,INDUSTRIAL MINERALS,"Diatomite, mine","Metric tons, gross weight",2016,57113,,MYB3-2016
ARG,INDUSTRIAL MINERALS,Feldspar,"Metric tons, gross weight",2015,186974,,MYB3-2019
ARG,INDUSTRIAL MINERALS,Feldspar,"Metric tons, gross weight",2016,155217,,MYB3-2019
ARG,INDUSTRIAL MINERALS,Feldspar,"Metric tons, gross weight",2017,88465,,MYB3-2020-21
ARG,INDUSTRIAL MINERALS,Feldspar,"Metric tons, gross weight",2018,56500,,MYB3-2020-21
ARG,INDUSTRIAL MINERALS,Feldspar,"Metric tons, gross weight",2019,50000,r,MYB3-2020-21
ARG,INDUSTRIAL MINERALS,Feldspar,"Metric tons, gross weight",2020,32000,,MYB3-2020-21
ARG,INDUSTRIAL MINERALS,Feldspar,"Metric tons, gross weight",2021,90000,e,MYB3-2020-21
ARG,INDUSTRIAL MINERALS,"Feldspar, mine","Metric tons, gross weight",2012,273896,,MYB3-2016
ARG,INDUSTRIAL MINERALS,"Feldspar, mine","Metric tons, gross weight",2013,219666,r,MYB3-2016
ARG,INDUSTRIAL MINERALS,"Feldspar, mine","Metric tons, gross weight",2014,162854,,MYB3-2017-18
ARG,INDUSTRIAL MINERALS,"Feldspar, mine","Metric tons, gross weight",2015,186974,,MYB3-2017-18
ARG,INDUSTRIAL MINERALS,"Feldspar, mine","Metric tons, gross weight",2016,155217,,MYB3-2017-18
ARG,INDUSTRIAL MINERALS,"Feldspar, mine","Metric tons, gross weight",2017,88465,,MYB3-2017-18
ARG,INDUSTRIAL MINERALS,"Feldspar, mine","Metric tons, gross weight",2018,56500,,MYB3-2017-18
ARG,INDUSTRIAL MINERALS,Fluorspar,"Metric tons, gross weight",2014,39433,,MYB3-2017-18
ARG,INDUSTRIAL MINERALS,Fluorspar,"Metric tons, gross weight",2015,65282,,MYB3-2019
ARG,INDUSTRIAL MINERALS,Fluorspar,"Metric tons, gross weight",2016,14222,,MYB3-2019
ARG,INDUSTRIAL MINERALS,Fluorspar,"Metric tons, gross weight",2017,13696,,MYB3-2020-21
ARG,INDUSTRIAL MINERALS,Fluorspar,"Metric tons, gross weight",2018,7924,,MYB3-2020-21
ARG,INDUSTRIAL MINERALS,Fluorspar,"Metric tons, gross weight",2019,1500,r,MYB3-2020-21
ARG,INDUSTRIAL MINERALS,Fluorspar,"Metric tons, gross weight",2020,1500,e,MYB3-2020-21
ARG,INDUSTRIAL MINERALS,Fluorspar,"Metric tons, gross weight",2021,1500,e,MYB3-2020-21
ARG,INDUSTRIAL MINERALS,"Fluorspar, mine","Metric tons, gross weight",2012,35874,,MYB3-2016
ARG,INDUSTRIAL MINERALS,"Fluorspar, mine","Metric tons, gross weight",2013,38601,r,MYB3-2016
ARG,INDUSTRIAL MINERALS,"Fluorspar, mine","Metric tons, gross weight",2014,39433,r,MYB3-2016
ARG,INDUSTRIAL MINERALS,"Fluorspar, mine","Metric tons, gross weight",2015,65282,r,MYB3-2016
ARG,INDUSTRIAL MINERALS,"Fluorspar, mine","Metric tons, gross weight",2016,14222,,MYB3-2016
ARG,INDUSTRIAL MINERALS,"Gemstones, Other, unspecified",kilograms,2012,11916,,MYB3-2016
ARG,INDUSTRIAL MINERALS,"Gemstones, Other, unspecified",kilograms,2013,8700,,MYB3-2016
ARG,INDUSTRIAL MINERALS,"Gemstones, Other, unspecified",kilograms,2014,7330,,MYB3-2017-18
ARG,INDUSTRIAL MINERALS,"Gemstones, Other, unspecified",kilograms,2015,11781,,MYB3-2019
ARG,INDUSTRIAL MINERALS,"Gemstones, Other, unspecified",kilograms,2016,15863,,MYB3-2019
ARG,INDUSTRIAL MINERALS,"Gemstones, Other, unspecified",kilograms,2017,5548,,MYB3-2020-21
ARG,INDUSTRIAL MINERALS,"Gemstones, Other, unspecified",kilograms,2018,5000,e,MYB3-2020-21
ARG,INDUSTRIAL MINERALS,"Gemstones, Other, unspecified",kilograms,2019,5000,e,MYB3-2020-21
ARG,INDUSTRIAL MINERALS,"Gemstones, Other, unspecified",kilograms,2020,5000,e,MYB3-2020-21
ARG,INDUSTRIAL MINERALS,"Gemstones, Other, unspecified",kilograms,2021,5000,e,MYB3-2020-21
ARG,INDUSTRIAL MINERALS,"Gemstones, Rhodochrosite",kilograms,2012,87243,,MYB3-2016
ARG,INDUSTRIAL MINERALS,"Gemstones, Rhodochrosite",kilograms,2013,65432,,MYB3-2016
ARG,INDUSTRIAL MINERALS,"Gemstones, Rhodochrosite",kilograms,2014,58889,,MYB3-2017-18
ARG,INDUSTRIAL MINERALS,"Gemstones, Rhodochrosite",kilograms,2015,79405,,MYB3-2019
ARG,INDUSTRIAL MINERALS,"Gemstones, Rhodochrosite",kilograms,2016,48152,,MYB3-2019
ARG,INDUSTRIAL MINERALS,"Gemstones, Rhodochrosite",kilograms,2017,15443,,MYB3-2020-21
ARG,INDUSTRIAL MINERALS,"Gemstones, Rhodochrosite",kilograms,2018,22534,,MYB3-2020-21
ARG,INDUSTRIAL MINERALS,"Gemstones, Rhodochrosite",kilograms,2019,127152,,MYB3-2020-21
ARG,INDUSTRIAL MINERALS,"Gemstones, Rhodochrosite",kilograms,2020,120000,e,MYB3-2020-21
ARG,INDUSTRIAL MINERALS,"Gemstones, Rhodochrosite",kilograms,2021,120000,e,MYB3-2020-21
ARG,INDUSTRIAL MINERALS,"Gypsum, crude",kilograms,2012,1432517,,MYB3-2016
ARG,INDUSTRIAL MINERALS,"Gypsum, crude",kilograms,2013,1585942,r,MYB3-2016
ARG,INDUSTRIAL MINERALS,"Gypsum, crude",kilograms,2014,1560960,r,MYB3-2016
ARG,INDUSTRIAL MINERALS,"Gypsum, crude",kilograms,2015,1314655,r,MYB3-2016
ARG,INDUSTRIAL MINERALS,"Gypsum, crude",kilograms,2016,1558390,,MYB3-2016
ARG,INDUSTRIAL MINERALS,"Gypsum, mine","Metric tons, gross weight",2014,1560960,,MYB3-2017-18
ARG,INDUSTRIAL MINERALS,"Gypsum, mine","Metric tons, gross weight",2015,1314655,,MYB3-2019
ARG,INDUSTRIAL MINERALS,"Gypsum, mine","Metric tons, gross weight",2016,1558390,,MYB3-2019
ARG,INDUSTRIAL MINERALS,"Gypsum, mine","Metric tons, gross weight",2017,1275608,,MYB3-2020-21
ARG,INDUSTRIAL MINERALS,"Gypsum, mine","Metric tons, gross weight",2018,897217,,MYB3-2020-21
ARG,INDUSTRIAL MINERALS,"Gypsum, mine","Metric tons, gross weight",2019,761016,r,MYB3-2020-21
ARG,INDUSTRIAL MINERALS,"Gypsum, mine","Metric tons, gross weight",2020,499092,,MYB3-2020-21
ARG,INDUSTRIAL MINERALS,"Gypsum, mine","Metric tons, gross weight",2021,500000,e,MYB3-2020-21
ARG,INDUSTRIAL MINERALS,"Lithium, Carbonate","Metric tons, gross weight",2017,26559,,MYB3-2020-21
ARG,INDUSTRIAL MINERALS,"Lithium, Carbonate","Metric tons, gross weight",2018,29707,,MYB3-2020-21
ARG,INDUSTRIAL MINERALS,"Lithium, Carbonate","Metric tons, gross weight",2019,29994,,MYB3-2020-21
ARG,INDUSTRIAL MINERALS,"Lithium, Carbonate","Metric tons, gross weight",2020,26911,,MYB3-2020-21
ARG,INDUSTRIAL MINERALS,"Lithium, Carbonate","Metric tons, gross weight",2021,28520,,MYB3-2020-21
ARG,INDUSTRIAL MINERALS,"Lithium, Chloride","Metric tons, gross weight",2017,4501,,MYB3-2020-21
ARG,INDUSTRIAL MINERALS,"Lithium, Chloride","Metric tons, gross weight",2018,5005,,MYB3-2020-21
ARG,INDUSTRIAL MINERALS,"Lithium, Chloride","Metric tons, gross weight",2019,4284,,MYB3-2020-21
ARG,INDUSTRIAL MINERALS,"Lithium, Chloride","Metric tons, gross weight",2020,4836,,MYB3-2020-21
ARG,INDUSTRIAL MINERALS,"Lithium, Chloride","Metric tons, gross weight",2021,3723,,MYB3-2020-21
ARG,INDUSTRIAL MINERALS,"Lithium, Lithium carbonate","Metric tons, gross weight",2012,10535,,MYB3-2016
ARG,INDUSTRIAL MINERALS,"Lithium, Lithium carbonate","Metric tons, gross weight",2013,9248,,MYB3-2016
ARG,INDUSTRIAL MINERALS,"Lithium, Lithium carbonate","Metric tons, gross weight",2014,11698,,MYB3-2017-18
ARG,INDUSTRIAL MINERALS,"Lithium, Lithium carbonate","Metric tons, gross weight",2015,21111,,MYB3-2019
ARG,INDUSTRIAL MINERALS,"Lithium, Lithium carbonate","Metric tons, gross weight",2016,24409,,MYB3-2019
ARG,INDUSTRIAL MINERALS,"Lithium, Lithium carbonate","Metric tons, gross weight",2017,26559,,MYB3-2019
ARG,INDUSTRIAL MINERALS,"Lithium, Lithium carbonate","Metric tons, gross weight",2018,29707,,MYB3-2019
ARG,INDUSTRIAL MINERALS,"Lithium, Lithium carbonate","Metric tons, gross weight",2019,29994,,MYB3-2019
ARG,INDUSTRIAL MINERALS,"Lithium, Lithium chloride","Metric tons, gross weight",2012,4297,,MYB3-2016
ARG,INDUSTRIAL MINERALS,"Lithium, Lithium chloride","Metric tons, gross weight",2013,5156,,MYB3-2016
ARG,INDUSTRIAL MINERALS,"Lithium, Lithium chloride","Metric tons, gross weight",2014,7370,,MYB3-2017-18
ARG,INDUSTRIAL MINERALS,"Lithium, Lithium chloride","Metric tons, gross weight",2015,5848,,MYB3-2017-18
ARG,INDUSTRIAL MINERALS,"Lithium, Lithium chloride","Metric tons, gross weight",2016,6468,,MYB3-2017-18
ARG,INDUSTRIAL MINERALS,"Lithium, Lithium chloride","Metric tons, gross weight",2017,4501,,MYB3-2017-18
ARG,INDUSTRIAL MINERALS,"Lithium, Lithium chloride","Metric tons, gross weight",2018,5005,,MYB3-2017-18
ARG,INDUSTRIAL MINERALS,"Lithium, Lithium, chloride","Metric tons, gross weight",2015,5848,,MYB3-2019
ARG,INDUSTRIAL MINERALS,"Lithium, Lithium, chloride","Metric tons, gross weight",2016,6468,,MYB3-2019
ARG,INDUSTRIAL MINERALS,"Lithium, Lithium, chloride","Metric tons, gross weight",2017,4501,,MYB3-2019
ARG,INDUSTRIAL MINERALS,"Lithium, Lithium, chloride","Metric tons, gross weight",2018,5005,,MYB3-2019
ARG,INDUSTRIAL MINERALS,"Lithium, Lithium, chloride","Metric tons, gross weight",2019,4284,,MYB3-2019
ARG,INDUSTRIAL MINERALS,Mica,"Metric tons, gross weight",2012,800,"r, e",MYB3-2016
ARG,INDUSTRIAL MINERALS,Mica,"Metric tons, gross weight",2013,871,r,MYB3-2016
ARG,INDUSTRIAL MINERALS,Mica,"Metric tons, gross weight",2014,575,,MYB3-2017-18
ARG,INDUSTRIAL MINERALS,Mica,"Metric tons, gross weight",2015,583,,MYB3-2019
ARG,INDUSTRIAL MINERALS,Mica,"Metric tons, gross weight",2016,564,,MYB3-2019
ARG,INDUSTRIAL MINERALS,Mica,"Metric tons, gross weight",2017,189,,MYB3-2020-21
ARG,INDUSTRIAL MINERALS,Mica,"Metric tons, gross weight",2018,120,,MYB3-2020-21
ARG,INDUSTRIAL MINERALS,Mica,"Metric tons, gross weight",2019,120,e,MYB3-2020-21
ARG,INDUSTRIAL MINERALS,Mica,"Metric tons, gross weight",2020,100,e,MYB3-2020-21
ARG,INDUSTRIAL MINERALS,Mica,"Metric tons, gross weight",2021,100,e,MYB3-2020-21
ARG,INDUSTRIAL MINERALS,Perlite,"Metric tons, gross weight",2012,24663,,MYB3-2016
ARG,INDUSTRIAL MINERALS,Perlite,"Metric tons, gross weight",2013,27737,r,MYB3-2016
ARG,INDUSTRIAL MINERALS,Perlite,"Metric tons, gross weight",2014,22680,,MYB3-2017-18
ARG,INDUSTRIAL MINERALS,Perlite,"Metric tons, gross weight",2015,23282,,MYB3-2019
ARG,INDUSTRIAL MINERALS,Perlite,"Metric tons, gross weight",2016,17905,,MYB3-2019
ARG,INDUSTRIAL MINERALS,Perlite,"Metric tons, gross weight",2017,19924,,MYB3-2020-21
ARG,INDUSTRIAL MINERALS,Perlite,"Metric tons, gross weight",2018,18794,,MYB3-2020-21
ARG,INDUSTRIAL MINERALS,Perlite,"Metric tons, gross weight",2019,19000,e,MYB3-2020-21
ARG,INDUSTRIAL MINERALS,Perlite,"Metric tons, gross weight",2020,18000,e,MYB3-2020-21
ARG,INDUSTRIAL MINERALS,Perlite,"Metric tons, gross weight",2021,18000,e,MYB3-2020-21
ARG,INDUSTRIAL MINERALS,Pozzolan,"Metric tons, gross weight",2012,3961,,MYB3-2016
ARG,INDUSTRIAL MINERALS,Pozzolan,"Metric tons, gross weight",2013,3244,,MYB3-2016
ARG,INDUSTRIAL MINERALS,Pozzolan,"Metric tons, gross weight",2014,4900,e,MYB3-2016
ARG,INDUSTRIAL MINERALS,Pozzolan,"Metric tons, gross weight",2015,4900,e,MYB3-2016
ARG,INDUSTRIAL MINERALS,Pozzolan,"Metric tons, gross weight",2016,4000,e,MYB3-2016
ARG,INDUSTRIAL MINERALS,Pumice,"Metric tons, gross weight",2012,6252,,MYB3-2016
ARG,INDUSTRIAL MINERALS,Pumice,"Metric tons, gross weight",2013,7320,,MYB3-2016
ARG,INDUSTRIAL MINERALS,Pumice,"Metric tons, gross weight",2014,7320,,MYB3-2016
ARG,INDUSTRIAL MINERALS,Pumice,"Metric tons, gross weight",2015,7110,r,MYB3-2016
ARG,INDUSTRIAL MINERALS,Pumice,"Metric tons, gross weight",2016,7000,,MYB3-2016
ARG,INDUSTRIAL MINERALS,Pumice and related materials,"Metric tons, gross weight",2014,7320,,MYB3-2017-18
ARG,INDUSTRIAL MINERALS,Pumice and related materials,"Metric tons, gross weight",2015,7110,,MYB3-2019
ARG,INDUSTRIAL MINERALS,Pumice and related materials,"Metric tons, gross weight",2016,7000,,MYB3-2019
ARG,INDUSTRIAL MINERALS,Pumice and related materials,"Metric tons, gross weight",2017,7000,e,MYB3-2020-21
ARG,INDUSTRIAL MINERALS,Pumice and related materials,"Metric tons, gross weight",2018,2310,,MYB3-2020-21
ARG,INDUSTRIAL MINERALS,Pumice and related materials,"Metric tons, gross weight",2019,2300,e,MYB3-2020-21
ARG,INDUSTRIAL MINERALS,Pumice and related materials,"Metric tons, gross weight",2020,2300,e,MYB3-2020-21
ARG,INDUSTRIAL MINERALS,Pumice and related materials,"Metric tons, gross weight",2021,2300,e,MYB3-2020-21
ARG,INDUSTRIAL MINERALS,"Salt, common","Metric tons, gross weight",2012,1843975,,MYB3-2016
ARG,INDUSTRIAL MINERALS,"Salt, common","Metric tons, gross weight",2013,1669323,r,MYB3-2016
ARG,INDUSTRIAL MINERALS,"Salt, common","Metric tons, gross weight",2014,1537478,,MYB3-2017-18
ARG,INDUSTRIAL MINERALS,"Salt, common","Metric tons, gross weight",2015,1400762,,MYB3-2019
ARG,INDUSTRIAL MINERALS,"Salt, common","Metric tons, gross weight",2016,1812191,,MYB3-2019
ARG,INDUSTRIAL MINERALS,"Salt, common","Metric tons, gross weight",2017,1461065,,MYB3-2020-21
ARG,INDUSTRIAL MINERALS,"Salt, common","Metric tons, gross weight",2018,1405893,,MYB3-2020-21
ARG,INDUSTRIAL MINERALS,"Salt, common","Metric tons, gross weight",2019,1412251,r,MYB3-2020-21
ARG,INDUSTRIAL MINERALS,"Salt, common","Metric tons, gross weight",2020,1256963,,MYB3-2020-21
ARG,INDUSTRIAL MINERALS,"Salt, common","Metric tons, gross weight",2021,1300000,e,MYB3-2020-21
ARG,INDUSTRIAL MINERALS,"Sand and gravel, industrial, silica","Metric tons, gross weight",2015,673253,,MYB3-2019
ARG,INDUSTRIAL MINERALS,"Sand and gravel, industrial, silica","Metric tons, gross weight",2016,1098056,,MYB3-2019
ARG,INDUSTRIAL MINERALS,"Sand and gravel, industrial, silica","Metric tons, gross weight",2017,1136740,r,MYB3-2020-21
ARG,INDUSTRIAL MINERALS,"Sand and gravel, industrial, silica","Metric tons, gross weight",2018,1599755,,MYB3-2020-21
ARG,INDUSTRIAL MINERALS,"Sand and gravel, industrial, silica","Metric tons, gross weight",2019,3942180,r,MYB3-2020-21
ARG,INDUSTRIAL MINERALS,"Sand and gravel, industrial, silica","Metric tons, gross weight",2020,2435345,,MYB3-2020-21
ARG,INDUSTRIAL MINERALS,"Sand and gravel, industrial, silica","Metric tons, gross weight",2021,3600000,e,MYB3-2020-21
ARG,INDUSTRIAL MINERALS,"Silica, mine","Metric tons, gross weight",2014,658673,,MYB3-2017-18
ARG,INDUSTRIAL MINERALS,"Silica, mine","Metric tons, gross weight",2015,673253,,MYB3-2017-18
ARG,INDUSTRIAL MINERALS,"Silica, mine","Metric tons, gross weight",2016,1098056,,MYB3-2017-18
ARG,INDUSTRIAL MINERALS,"Silica, mine","Metric tons, gross weight",2017,949313,,MYB3-2017-18
ARG,INDUSTRIAL MINERALS,"Silica, mine","Metric tons, gross weight",2018,950000,e,MYB3-2017-18
ARG,INDUSTRIAL MINERALS,"Stone, crushed, Basalt","Metric tons, gross weight",2012,3147922,,MYB3-2016
ARG,INDUSTRIAL MINERALS,"Stone, crushed, Basalt","Metric tons, gross weight",2013,1765902,,MYB3-2016
ARG,INDUSTRIAL MINERALS,"Stone, crushed, Basalt","Metric tons, gross weight",2014,1826751,,MYB3-2016
ARG,INDUSTRIAL MINERALS,"Stone, crushed, Basalt","Metric tons, gross weight",2015,2120290,r,MYB3-2016
ARG,INDUSTRIAL MINERALS,"Stone, crushed, Basalt","Metric tons, gross weight",2016,1639955,,MYB3-2016
ARG,INDUSTRIAL MINERALS,"Stone, crushed, Dolomite, calcareous","Metric tons, gross weight",2012,1560949,,MYB3-2016
