country_iso3,indicator_id,year,value,unit,source_dataset,source_commodity_label,source_unit,flag
ARG,energy__natural_gas_production_marketed,2020,45096.0,million cubic meters,usgs-minerals-yearbook/MYB3-2020-21,Natural gas,million cubic meters,
ARG,energy__natural_gas_production_marketed,2021,45293.0,million cubic meters,usgs-minerals-yearbook/MYB3-2020-21,Natural gas,million cubic meters,
ESP,energy__natural_gas_production_marketed,2014,26.214,million cubic meters,usgs-minerals-yearbook/MYB3-2017-18,Natural gas,thousand cubic meters,
ESP,energy__natural_gas_production_marketed,2015,11.59,million cubic meters,usgs-minerals-yearbook/MYB3-2019,Natural gas,thousand cubic meters,
ESP,energy__natural_gas_production_marketed,2016,8.045,million cubic meters,usgs-minerals-yearbook/MYB3-2019,Natural gas,thousand cubic meters,
ESP,energy__natural_gas_production_marketed,2017,13.162,million cubic meters,usgs-minerals-yearbook/MYB3-2020-21,Natural gas,thousand cubic meters,
ESP,energy__natural_gas_production_marketed,2018,93.061,million cubic meters,usgs-minerals-yearbook/MYB3-2022,Natural gas,thousand cubic meters,
ESP,energy__natural_gas_production_marketed,2019,131.294,million cubic meters,usgs-minerals-yearbook/MYB3-2022,Natural gas,thousand cubic meters,
ESP,energy__natural_gas_production_marketed,2020,47.321,million cubic meters,usgs-minerals-yearbook/MYB3-2022,Natural gas,thousand cubic meters,
ESP,energy__natural_gas_production_marketed,2021,38.0,million cubic meters,usgs-minerals-yearbook/MYB3-2022,Natural gas,thousand cubic meters,r
ESP,energy__natural_gas_production_marketed,2022,33.0,million cubic meters,usgs-minerals-yearbook/MYB3-2022,Natural gas,thousand cubic meters,e
IRN,energy__natural_gas_production_marketed,2014,212796.0,million cubic meters,usgs-minerals-yearbook/MYB3-2017-18,"Natural gas, dry basis",million cubic meters,
IRN,energy__natural_gas_production_marketed,2015,226673.0,million cubic meters,usgs-minerals-yearbook/MYB3-2019,"Natural gas, dry basis",million cubic meters,
IRN,energy__natural_gas_production_marketed,2016,226905.0,million cubic meters,usgs-minerals-yearbook/MYB3-2019,"Natural gas, dry basis",million cubic meters,
IRN,energy__natural_gas_production_marketed,2017,238003.0,million cubic meters,usgs-minerals-yearbook/MYB3-2020-21,"Natural gas, dry basis",million cubic meters,
IRN,energy__natural_gas_production_marketed,2018,233060.0,million cubic meters,usgs-minerals-yearbook/MYB3-2022,"Natural gas, dry basis",million cubic meters,
IRN,energy__natural_gas_production_marketed,2019,241730.0,million cubic meters,usgs-minerals-yearbook/MYB3-2023,"Natural gas, dry basis",million cubic meters,
IRN,energy__natural_gas_production_marketed,2020,249630.0,million cubic meters,usgs-minerals-yearbook/MYB3-2023,"Natural gas, dry basis",million cubic meters,
IRN,energy__natural_gas_production_marketed,2021,257119.0,million cubic meters,usgs-minerals-yearbook/MYB3-2023,"Natural gas, dry basis",million cubic meters,
IRN,energy__natural_gas_production_marketed,2022,262261.0,million cubic meters,usgs-minerals-yearbook/MYB3-2023,"Natural gas, dry basis",million cubic meters,
IRN,energy__natural_gas_production_marketed,2023,275000.0,million cubic meters,usgs-minerals-yearbook/MYB3-2023,"Natural gas, dry basis",million cubic meters,
IRQ,energy__natural_gas_production_marketed,2014,7927.0,million cubic meters,usgs-minerals-yearbook/MYB3-2017-18,"Natural gas, marketable",million cubic meters,
IRQ,energy__natural_gas_production_marketed,2015,7685.0,million cubic meters,usgs-minerals-yearbook/MYB3-2019,"Natural gas, marketable",million cubic meters,
IRQ,energy__natural_gas_production_marketed,2016,10416.0,million cubic meters,usgs-minerals-yearbook/MYB3-2019,"Natural gas, marketable",million cubic meters,
IRQ,energy__natural_gas_production_marketed,2017,10650.0,million cubic meters,usgs-minerals-yearbook/MYB3-2020-21,"Natural gas, marketable",million cubic meters,
IRQ,energy__natural_gas_production_marketed,2018,10600.0,million cubic meters,usgs-minerals-yearbook/MYB3-2022,"Natural gas, marketable",millions cubic meters,r
IRQ,energy__natural_gas_production_marketed,2019,11000.0,million cubic meters,usgs-minerals-yearbook/MYB3-2023,"Natural gas, marketable",millions cubic meters,
IRQ,energy__natural_gas_production_marketed,2020,7000.0,million cubic meters,usgs-minerals-yearbook/MYB3-2023,"Natural gas, marketable",millions cubic meters,
IRQ,energy__natural_gas_production_marketed,2021,9100.0,million cubic meters,usgs-minerals-yearbook/MYB3-2023,"Natural gas, marketable",millions cubic meters,
IRQ,energy__natural_gas_production_marketed,2022,9300.0,million cubic meters,usgs-minerals-yearbook/MYB3-2023,"Natural gas, marketable",millions cubic meters,r
IRQ,energy__natural_gas_production_marketed,2023,9900.0,million cubic meters,usgs-minerals-yearbook/MYB3-2023,"Natural gas, marketable",millions cubic meters,
ITA,energy__natural_gas_production_marketed,2014,6859.0,million cubic meters,usgs-minerals-yearbook/MYB3-2017-18,Natural gas,million cubic meters,r
ITA,energy__natural_gas_production_marketed,2015,6497.0,million cubic meters,usgs-minerals-yearbook/MYB3-2019,Natural gas,million cubic meters,
ITA,energy__natural_gas_production_marketed,2016,5550.0,million cubic meters,usgs-minerals-yearbook/MYB3-2019,Natural gas,million cubic meters,
ITA,energy__natural_gas_production_marketed,2017,5314.0,million cubic meters,usgs-minerals-yearbook/MYB3-2019,Natural gas,million cubic meters,
ITA,energy__natural_gas_production_marketed,2018,5190.0,million cubic meters,usgs-minerals-yearbook/MYB3-2022,Natural gas,million cubic meters,
ITA,energy__natural_gas_production_marketed,2019,4620.0,million cubic meters,usgs-minerals-yearbook/MYB3-2022,Natural gas,million cubic meters,
ITA,energy__natural_gas_production_marketed,2020,3910.0,million cubic meters,usgs-minerals-yearbook/MYB3-2022,Natural gas,million cubic meters,
ITA,energy__natural_gas_production_marketed,2021,3180.0,million cubic meters,usgs-minerals-yearbook/MYB3-2022,Natural gas,million cubic meters,
ITA,energy__natural_gas_production_marketed,2022,3160.0,million cubic meters,usgs-minerals-yearbook/MYB3-2022,Natural gas,million cubic meters,
KOR,energy__natural_gas_production_marketed,2017,355.0,million cubic meters,usgs-minerals-yearbook/MYB3-2020-21,"Natural gas, marketable",million cubic meters,
KOR,energy__natural_gas_production_marketed,2018,318.0,million cubic meters,usgs-minerals-yearbook/MYB3-2020-21,"Natural gas, marketable",million cubic meters,
KOR,energy__natural_gas_production_marketed,2019,269.0,million cubic meters,usgs-minerals-yearbook/MYB3-2020-21,"Natural gas, marketable",million cubic meters,
KOR,energy__natural_gas_production_marketed,2020,193.0,million cubic meters,usgs-minerals-yearbook/MYB3-2020-21,"Natural gas, marketable",million cubic meters,
KOR,energy__natural_gas_production_marketed,2021,57.0,million cubic meters,usgs-minerals-yearbook/MYB3-2020-21,"Natural gas, marketable",million cubic meters,
RUS,energy__natural_gas_production_marketed,2014,643000.0,million cubic meters,usgs-minerals-yearbook/MYB3-2017-18,"Natural gas, marketable",million cubic meters,
RUS,energy__natural_gas_production_marketed,2015,633551.0,million cubic meters,usgs-minerals-yearbook/MYB3-2019,"Natural gas, marketable",million cubic meters,
RUS,energy__natural_gas_production_marketed,2016,640784.0,million cubic meters,usgs-minerals-yearbook/MYB3-2019,"Natural gas, marketable",million cubic meters,
RUS,energy__natural_gas_production_marketed,2017,691488.0,million cubic meters,usgs-minerals-yearbook/MYB3-2020-21,"Natural gas, marketable",million cubic meters,
RUS,energy__natural_gas_production_marketed,2018,726008.0,million cubic meters,usgs-minerals-yearbook/MYB3-2022,"Natural gas, marketable",million cubic meters,
RUS,energy__natural_gas_production_marketed,2019,739424.0,million cubic meters,usgs-minerals-yearbook/MYB3-2022,"Natural gas, marketable",million cubic meters,
RUS,energy__natural_gas_production_marketed,2020,694485.0,million cubic meters,usgs-minerals-yearbook/MYB3-2022,"Natural gas, marketable",million cubic meters,
RUS,energy__natural_gas_production_marketed,2021,762300.0,million cubic meters,usgs-minerals-yearbook/MYB3-2022,"Natural gas, marketable",million cubic meters,
RUS,energy__natural_gas_production_marketed,2022,673800.0,million cubic meters,usgs-minerals-yearbook/MYB3-2022,"Natural gas, marketable",million cubic meters,
SAU,energy__natural_gas_production_marketed,2014,97300.0,million cubic meters,usgs-minerals-yearbook/MYB3-2017-18,"Natural gas, Dry basis",million cubic meters,r
SAU,energy__natural_gas_production_marketed,2015,99200.0,million cubic meters,usgs-minerals-yearbook/MYB3-2019,"Natural gas, Dry basis",million cubic meters,
SAU,energy__natural_gas_production_marketed,2016,105300.0,million cubic meters,usgs-minerals-yearbook/MYB3-2019,"Natural gas, Dry basis",million cubic meters,
SAU,energy__natural_gas_production_marketed,2017,90300.0,million cubic meters,usgs-minerals-yearbook/MYB3-2020-21,"Natural gas, Dry basis",million cubic meters,
SAU,energy__natural_gas_production_marketed,2019,111200.0,million cubic meters,usgs-minerals-yearbook/MYB3-2023,"Natural gas, dry basis",million cubic meters,
SAU,energy__natural_gas_production_marketed,2020,103500.0,million cubic meters,usgs-minerals-yearbook/MYB3-2023,"Natural gas, dry basis",million cubic meters,
SAU,energy__natural_gas_production_marketed,2021,104806.0,million cubic meters,usgs-minerals-yearbook/MYB3-2023,"Natural gas, dry basis",million cubic meters,
SAU,energy__natural_gas_production_marketed,2022,109800.0,million cubic meters,usgs-minerals-yearbook/MYB3-2023,"Natural gas, dry basis",million cubic meters,
SAU,energy__natural_gas_production_marketed,2023,110348.0,million cubic meters,usgs-minerals-yearbook/MYB3-2023,"Natural gas, dry basis",million cubic meters,
TUR,energy__natural_gas_production_marketed,2014,502.0,million cubic meters,usgs-minerals-yearbook/MYB3-2017-18,Natural gas,million cubic meters,
TUR,energy__natural_gas_production_marketed,2015,399.0,million cubic meters,usgs-minerals-yearbook/MYB3-2019,Natural gas,million cubic meters,
TUR,energy__natural_gas_production_marketed,2016,382.0,million cubic meters,usgs-minerals-yearbook/MYB3-2019,Natural gas,million cubic meters,
TUR,energy__natural_gas_production_marketed,2017,354.0,million cubic meters,usgs-minerals-yearbook/MYB3-2020-21,Natural gas,million cubic meters,
TUR,energy__natural_gas_production_marketed,2018,436.0,million cubic meters,usgs-minerals-yearbook/MYB3-2022,Natural gas,million cubic meters,
TUR,energy__natural_gas_production_marketed,2019,483.0,million cubic meters,usgs-minerals-yearbook/MYB3-2022,Natural gas,million cubic meters,
TUR,energy__natural_gas_production_marketed,2020,441.0,million cubic meters,usgs-minerals-yearbook/MYB3-2022,Natural gas,million cubic meters,
TUR,energy__natural_gas_production_marketed,2021,394.0,million cubic meters,usgs-minerals-yearbook/MYB3-2022,Natural gas,million cubic meters,
TUR,energy__natural_gas_production_marketed,2022,380.0,million cubic meters,usgs-minerals-yearbook/MYB3-2022,Natural gas,million cubic meters,
VEN,energy__natural_gas_production_marketed,2014,21878.0,million cubic meters,usgs-minerals-yearbook/MYB3-2017-18,"Natural gas, Marketable",million cubic meters,
VEN,energy__natural_gas_production_marketed,2015,25943.0,million cubic meters,usgs-minerals-yearbook/MYB3-2019,"Natural gas, Marketable",million cubic meters,
VEN,energy__natural_gas_production_marketed,2016,27400.0,million cubic meters,usgs-minerals-yearbook/MYB3-2019,"Natural gas, Marketable",million cubic meters,e
VEN,energy__natural_gas_production_marketed,2017,12400.0,million cubic meters,usgs-minerals-yearbook/MYB3-2020-21,"Natural gas, Marketable",million cubic meters,r
VEN,energy__natural_gas_production_marketed,2018,10100.0,million cubic meters,usgs-minerals-yearbook/MYB3-2022,"Natural gas, Marketable",million cubic meters,
VEN,energy__natural_gas_production_marketed,2019,8200.0,million cubic meters,usgs-minerals-yearbook/MYB3-2022,"Natural gas, Marketable",million cubic meters,
VEN,energy__natural_gas_production_marketed,2020,6900.0,million cubic meters,usgs-minerals-yearbook/MYB3-2022,"Natural gas, Marketable",million cubic meters,
VEN,energy__natural_gas_production_marketed,2021,8992.0,million cubic meters,usgs-minerals-yearbook/MYB3-2022,"Natural gas, Marketable",million cubic meters,r
VEN,energy__natural_gas_production_marketed,2022,9344.0,million cubic meters,usgs-minerals-yearbook/MYB3-2022,"Natural gas, Marketable",million cubic meters,
ARG,mining__aluminum_primary_production,2012,390370.0,metric tons,usgs-minerals-yearbook/MYB3-2016,"Aluminum, metal, primary","Metric tons, gross weight",r
ARG,mining__aluminum_primary_production,2013,439690.0,metric tons,usgs-minerals-yearbook/MYB3-2016,"Aluminum, metal, primary","Metric tons, gross weight",r
ARG,mining__aluminum_primary_production,2014,441597.0,metric tons,usgs-minerals-yearbook/MYB3-2017-18,"Aluminum, metal, primary","Metric tons, gross weight",
ARG,mining__aluminum_primary_production,2015,433478.0,metric tons,usgs-minerals-yearbook/MYB3-2019,"Aluminum, primary","Metric tons, gross weight",
ARG,mining__aluminum_primary_production,2016,412283.0,metric tons,usgs-minerals-yearbook/MYB3-2019,"Aluminum, primary","Metric tons, gross weight",
ARG,mining__aluminum_primary_production,2017,403192.0,metric tons,usgs-minerals-yearbook/MYB3-2020-21,"Aluminum, primary","Metric tons, gross weight",
ARG,mining__aluminum_primary_production,2018,419435.0,metric tons,usgs-minerals-yearbook/MYB3-2020-21,"Aluminum, primary","Metric tons, gross weight",
ARG,mining__aluminum_primary_production,2019,426886.0,metric tons,usgs-minerals-yearbook/MYB3-2020-21,"Aluminum, primary","Metric tons, gross weight",
ARG,mining__aluminum_primary_production,2020,376875.0,metric tons,usgs-minerals-yearbook/MYB3-2020-21,"Aluminum, primary","Metric tons, gross weight",
ARG,mining__aluminum_primary_production,2021,400000.0,metric tons,usgs-minerals-yearbook/MYB3-2020-21,"Aluminum, primary","Metric tons, gross weight",e
ESP,mining__aluminum_primary_production,2014,350000.0,metric tons,usgs-minerals-yearbook/MYB3-2017-18,"Aluminum, Metal, primarye","Metric tons, gross weight",
ESP,mining__aluminum_primary_production,2015,350000.0,metric tons,usgs-minerals-yearbook/MYB3-2019,"Aluminum, Metal, primarye","Metric tons, gross weight",
ESP,mining__aluminum_primary_production,2016,350000.0,metric tons,usgs-minerals-yearbook/MYB3-2019,"Aluminum, Metal, primarye","Metric tons, gross weight",
ESP,mining__aluminum_primary_production,2017,350000.0,metric tons,usgs-minerals-yearbook/MYB3-2020-21,"Aluminum, Metal, primarye","Metric tons, gross weight",
ESP,mining__aluminum_primary_production,2018,350000.0,metric tons,usgs-minerals-yearbook/MYB3-2022,"Aluminum, Metal, primary","Metric tons, gross weight",
ESP,mining__aluminum_primary_production,2019,220000.0,metric tons,usgs-minerals-yearbook/MYB3-2022,"Aluminum, Metal, primary","Metric tons, gross weight",
ESP,mining__aluminum_primary_production,2020,200000.0,metric tons,usgs-minerals-yearbook/MYB3-2022,"Aluminum, Metal, primary","Metric tons, gross weight",
ESP,mining__aluminum_primary_production,2021,200000.0,metric tons,usgs-minerals-yearbook/MYB3-2022,"Aluminum, Metal, primary","Metric tons, gross weight",
IRN,mining__aluminum_primary_production,2014,355000.0,metric tons,usgs-minerals-yearbook/MYB3-2017-18,"Aluminum, Metal, primary","Metric tons, gross weight",
IRN,mining__aluminum_primary_production,2015,355000.0,metric tons,usgs-minerals-yearbook/MYB3-2019,"Aluminum, Metal, primary","Metric tons, gross weight",
IRN,mining__aluminum_primary_production,2016,341000.0,metric tons,usgs-minerals-yearbook/MYB3-2019,"Aluminum, Metal, primary","Metric tons, gross weight","r, e"
IRN,mining__aluminum_primary_production,2017,338000.0,metric tons,usgs-minerals-yearbook/MYB3-2020-21,"Aluminum, Metal, primarye","Metric tons, gross weight",
IRN,mining__aluminum_primary_production,2018,305000.0,metric tons,usgs-minerals-yearbook/MYB3-2022,"Aluminum, Metal, primary","Metric tons, gross weight",e
IRN,mining__aluminum_primary_production,2019,258000.0,metric tons,usgs-minerals-yearbook/MYB3-2023,"Aluminum, Metal, primary","Metric tons, gross weight",e
IRN,mining__aluminum_primary_production,2020,425000.0,metric tons,usgs-minerals-yearbook/MYB3-2023,"Aluminum, Metal, primary","Metric tons, gross weight",e
IRN,mining__aluminum_primary_production,2021,559647.0,metric tons,usgs-minerals-yearbook/MYB3-2023,"Aluminum, Metal, primary","Metric tons, gross weight",
IRN,mining__aluminum_primary_production,2022,632166.0,metric tons,usgs-minerals-yearbook/MYB3-2023,"Aluminum, Metal, primary","Metric tons, gross weight",
IRN,mining__aluminum_primary_production,2023,635597.0,metric tons,usgs-minerals-yearbook/MYB3-2023,"Aluminum, Metal, primary","Metric tons, gross weight",
RUS,mining__aluminum_primary_production,2014,3300000.0,metric tons,usgs-minerals-yearbook/MYB3-2017-18,"Aluminum, Metal, primary",thousand metric tons,
RUS,mining__aluminum_primary_production,2015,3529000.0,metric tons,usgs-minerals-yearbook/MYB3-2019,"Aluminum, Metal, primary",thousand metric tons,
RUS,mining__aluminum_primary_production,2016,3561000.0,metric tons,usgs-minerals-yearbook/MYB3-2019,"Aluminum, Metal, primary",thousand metric tons,
RUS,mining__aluminum_primary_production,2017,3583000.0,metric tons,usgs-minerals-yearbook/MYB3-2020-21,"Aluminum, Metal, primary",thousand metric tons,
RUS,mining__aluminum_primary_production,2018,3627000.0,metric tons,usgs-minerals-yearbook/MYB3-2022,"Aluminum, Metal, primary",thousand metric tons,
RUS,mining__aluminum_primary_production,2019,3637000.0,metric tons,usgs-minerals-yearbook/MYB3-2022,"Aluminum, Metal, primary",thousand metric tons,
RUS,mining__aluminum_primary_production,2020,3639000.0,metric tons,usgs-minerals-yearbook/MYB3-2022,"Aluminum, Metal, primary",thousand metric tons,
RUS,mining__aluminum_primary_production,2021,3640000.0,metric tons,usgs-minerals-yearbook/MYB3-2022,"Aluminum, Metal, primary",thousand metric tons,
RUS,mining__aluminum_primary_production,2022,3715000.0,metric tons,usgs-minerals-yearbook/MYB3-2022,"Aluminum, Metal, primary",thousand metric tons,
SAU,mining__aluminum_primary_production,2014,662000.0,metric tons,usgs-minerals-yearbook/MYB3-2017-18,"Aluminum, Metal, Primary","Thousand metric tons, gross weight",
SAU,mining__aluminum_primary_production,2015,682000.0,metric tons,usgs-minerals-yearbook/MYB3-2019,"Aluminum, Metal, Primary","Thousand metric tons, gross weight",
SAU,mining__aluminum_primary_production,2016,740000.0,metric tons,usgs-minerals-yearbook/MYB3-2019,"Aluminum, Metal, Primary","Thousand metric tons, gross weight",
SAU,mining__aluminum_primary_production,2017,786000.0,metric tons,usgs-minerals-yearbook/MYB3-2020-21,"Aluminum, Metal, Primary","Thousand metric tons, gross weight",
SAU,mining__aluminum_primary_production,2018,776000.0,metric tons,usgs-minerals-yearbook/MYB3-2022,"Aluminum, Metals, Primary","Thousand metric tons, gross weight",
SAU,mining__aluminum_primary_production,2019,776000.0,metric tons,usgs-minerals-yearbook/MYB3-2023,"Aluminum, Metals, Primary","Thousand metric tons, gross weight",
SAU,mining__aluminum_primary_production,2020,796000.0,metric tons,usgs-minerals-yearbook/MYB3-2023,"Aluminum, Metals, Primary","Thousand metric tons, gross weight",
SAU,mining__aluminum_primary_production,2021,805000.0,metric tons,usgs-minerals-yearbook/MYB3-2023,"Aluminum, Metals, Primary","Thousand metric tons, gross weight",r
SAU,mining__aluminum_primary_production,2022,776000.0,metric tons,usgs-minerals-yearbook/MYB3-2023,"Aluminum, Metals, Primary","Thousand metric tons, gross weight",r
SAU,mining__aluminum_primary_production,2023,730000.0,metric tons,usgs-minerals-yearbook/MYB3-2023,"Aluminum, Metals, Primary","Thousand metric tons, gross weight",e
TUR,mining__aluminum_primary_production,2012,43700.0,metric tons,usgs-minerals-yearbook/MYB3-2016,"Aluminum, Metal, primary","Metric tons, gross weight",r
TUR,mining__aluminum_primary_production,2013,32200.0,metric tons,usgs-minerals-yearbook/MYB3-2016,"Aluminum, Metal, primary","Metric tons, gross weight",r
TUR,mining__aluminum_primary_production,2014,30400.0,metric tons,usgs-minerals-yearbook/MYB3-2017-18,"Aluminum, Metal, primary","Metric tons, gross weight",
TUR,mining__aluminum_primary_production,2015,45900.0,metric tons,usgs-minerals-yearbook/MYB3-2019,"Aluminum, Metal, primary","Metric tons, gross weight",
TUR,mining__aluminum_primary_production,2016,78800.0,metric tons,usgs-minerals-yearbook/MYB3-2019,"Aluminum, Metal, primary","Metric tons, gross weight",
TUR,mining__aluminum_primary_production,2017,85000.0,metric tons,usgs-minerals-yearbook/MYB3-2020-21,"Aluminum, Metal, primarye","Metric tons, gross weight",r
TUR,mining__aluminum_primary_production,2018,73000.0,metric tons,usgs-minerals-yearbook/MYB3-2022,"Aluminum, Metal, primarye","Metric tons, gross weight",
TUR,mining__aluminum_primary_production,2019,78000.0,metric tons,usgs-minerals-yearbook/MYB3-2022,"Aluminum, Metal, primarye","Metric tons, gross weight",
TUR,mining__aluminum_primary_production,2020,80000.0,metric tons,usgs-minerals-yearbook/MYB3-2022,"Aluminum, Metal, primarye","Metric tons, gross weight",
TUR,mining__aluminum_primary_production,2021,79000.0,metric tons,usgs-minerals-yearbook/MYB3-2022,"Aluminum, Metal, primarye","Metric tons, gross weight",
TUR,mining__aluminum_primary_production,2022,80000.0,metric tons,usgs-minerals-yearbook/MYB3-2022,"Aluminum, Metal, primarye","Metric tons, gross weight",
VEN,mining__aluminum_primary_production,2014,138000.0,metric tons,usgs-minerals-yearbook/MYB3-2017-18,"Aluminum, Metal, primary",thousand metric tons,
VEN,mining__aluminum_primary_production,2015,119000.0,metric tons,usgs-minerals-yearbook/MYB3-2019,"Aluminum, Metal, primary",thousand metric tons,
VEN,mining__aluminum_primary_production,2016,147000.0,metric tons,usgs-minerals-yearbook/MYB3-2019,"Aluminum, Metal, primary",thousand metric tons,
VEN,mining__aluminum_primary_production,2017,144000.0,metric tons,usgs-minerals-yearbook/MYB3-2020-21,"Aluminum, Metal, primary",thousand metric tons,
VEN,mining__aluminum_primary_production,2018,86000.0,metric tons,usgs-minerals-yearbook/MYB3-2022,"Aluminum, Aluminum, metal, primary",thousand metric tons,
VEN,mining__aluminum_primary_production,2019,8000.0,metric tons,usgs-minerals-yearbook/MYB3-2022,"Aluminum, Aluminum, metal, primary",thousand metric tons,e
VEN,mining__aluminum_primary_production,2020,20000.0,metric tons,usgs-minerals-yearbook/MYB3-2022,"Aluminum, Aluminum, metal, primary",thousand metric tons,e
VEN,mining__aluminum_primary_production,2021,20000.0,metric tons,usgs-minerals-yearbook/MYB3-2022,"Aluminum, Aluminum, metal, primary",thousand metric tons,e
VEN,mining__aluminum_primary_production,2022,47000.0,metric tons,usgs-minerals-yearbook/MYB3-2022,"Aluminum, Aluminum, metal, primary",thousand metric tons,e
ARG,mining__barite_production,2012,9416.0,metric tons,usgs-minerals-yearbook/MYB3-2016,Barite,"Metric tons, gross weight",
ARG,mining__barite_production,2013,26792.0,metric tons,usgs-minerals-yearbook/MYB3-2016,Barite,"Metric tons, gross weight",
ARG,mining__barite_production,2014,16265.0,metric tons,usgs-minerals-yearbook/MYB3-2017-18,Barite,"Metric tons, gross weight",
ARG,mining__barite_production,2015,12917.0,metric tons,usgs-minerals-yearbook/MYB3-2019,Barite,"Metric tons, gross weight",
ARG,mining__barite_production,2016,12389.0,metric tons,usgs-minerals-yearbook/MYB3-2019,Barite,"Metric tons, gross weight",
ARG,mining__barite_production,2017,5977.0,metric tons,usgs-minerals-yearbook/MYB3-2020-21,Barite,"Metric tons, gross weight",
ARG,mining__barite_production,2018,7225.0,metric tons,usgs-minerals-yearbook/MYB3-2020-21,Barite,"Metric tons, gross weight",
ARG,mining__barite_production,2019,3898.0,metric tons,usgs-minerals-yearbook/MYB3-2020-21,Barite,"Metric tons, gross weight",
ARG,mining__barite_production,2020,4000.0,metric tons,usgs-minerals-yearbook/MYB3-2020-21,Barite,"Metric tons, gross weight",e
ARG,mining__barite_production,2021,4000.0,metric tons,usgs-minerals-yearbook/MYB3-2020-21,Barite,"Metric tons, gross weight",e
IRN,mining__barite_production,2014,440741.0,metric tons,usgs-minerals-yearbook/MYB3-2017-18,Barite,"Metric tons, gross weight",
IRN,mining__barite_production,2015,340318.0,metric tons,usgs-minerals-yearbook/MYB3-2019,Barite,"Metric tons, gross weight",
IRN,mining__barite_production,2016,399750.0,metric tons,usgs-minerals-yearbook/MYB3-2019,Barite,"Metric tons, gross weight",
IRN,mining__barite_production,2017,239132.0,metric tons,usgs-minerals-yearbook/MYB3-2020-21,Barite,"Metric tons, gross weight",
