country_iso3,country_name,indicator_id,indicator_label,fred_series_id,year,date,value,unit,source_dataset
IRN,Iran,GFDD.DI.01,Private Credit by Deposit Money Banks to GDP,DDDI01IRA156NWDB,2013,2013-01-01,46.930690000000006,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.01,Private Credit by Deposit Money Banks to GDP,DDDI01IRA156NWDB,2014,2014-01-01,49.586779999999997,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.01,Private Credit by Deposit Money Banks to GDP,DDDI01IRA156NWDB,2015,2015-01-01,56.833329999999997,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.01,Private Credit by Deposit Money Banks to GDP,DDDI01IRA156NWDB,2016,2016-01-01,64.370369999999994,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.04,Deposit Money Bank Assets to Deposit Money Bank Assets and Central Bank Assets,DDDI04IRA156NWDB,1961,1961-01-01,75.863159999999993,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.04,Deposit Money Bank Assets to Deposit Money Bank Assets and Central Bank Assets,DDDI04IRA156NWDB,1962,1962-01-01,69.856319999999997,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.04,Deposit Money Bank Assets to Deposit Money Bank Assets and Central Bank Assets,DDDI04IRA156NWDB,1963,1963-01-01,71.320409999999995,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.04,Deposit Money Bank Assets to Deposit Money Bank Assets and Central Bank Assets,DDDI04IRA156NWDB,1964,1964-01-01,69.967269999999999,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.04,Deposit Money Bank Assets to Deposit Money Bank Assets and Central Bank Assets,DDDI04IRA156NWDB,1965,1965-01-01,68.681419999999989,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.04,Deposit Money Bank Assets to Deposit Money Bank Assets and Central Bank Assets,DDDI04IRA156NWDB,1966,1966-01-01,68.302930000000003,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.04,Deposit Money Bank Assets to Deposit Money Bank Assets and Central Bank Assets,DDDI04IRA156NWDB,1967,1967-01-01,66.137730000000005,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.04,Deposit Money Bank Assets to Deposit Money Bank Assets and Central Bank Assets,DDDI04IRA156NWDB,1968,1968-01-01,66.724299999999999,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.04,Deposit Money Bank Assets to Deposit Money Bank Assets and Central Bank Assets,DDDI04IRA156NWDB,1969,1969-01-01,65.376180000000005,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.04,Deposit Money Bank Assets to Deposit Money Bank Assets and Central Bank Assets,DDDI04IRA156NWDB,1970,1970-01-01,60.378250000000001,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.04,Deposit Money Bank Assets to Deposit Money Bank Assets and Central Bank Assets,DDDI04IRA156NWDB,1971,1971-01-01,60.535110000000003,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.04,Deposit Money Bank Assets to Deposit Money Bank Assets and Central Bank Assets,DDDI04IRA156NWDB,1972,1972-01-01,65.591619999999992,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.04,Deposit Money Bank Assets to Deposit Money Bank Assets and Central Bank Assets,DDDI04IRA156NWDB,1973,1973-01-01,65.863819999999990,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.04,Deposit Money Bank Assets to Deposit Money Bank Assets and Central Bank Assets,DDDI04IRA156NWDB,1974,1974-01-01,81.993510000000001,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.04,Deposit Money Bank Assets to Deposit Money Bank Assets and Central Bank Assets,DDDI04IRA156NWDB,1975,1975-01-01,85.048270000000002,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.04,Deposit Money Bank Assets to Deposit Money Bank Assets and Central Bank Assets,DDDI04IRA156NWDB,1976,1976-01-01,92.651409999999998,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.04,Deposit Money Bank Assets to Deposit Money Bank Assets and Central Bank Assets,DDDI04IRA156NWDB,1977,1977-01-01,89.939970000000002,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.04,Deposit Money Bank Assets to Deposit Money Bank Assets and Central Bank Assets,DDDI04IRA156NWDB,1978,1978-01-01,89.939970000000002,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.04,Deposit Money Bank Assets to Deposit Money Bank Assets and Central Bank Assets,DDDI04IRA156NWDB,1979,1979-01-01,81.530869999999993,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.04,Deposit Money Bank Assets to Deposit Money Bank Assets and Central Bank Assets,DDDI04IRA156NWDB,1980,1980-01-01,60.453930000000007,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.04,Deposit Money Bank Assets to Deposit Money Bank Assets and Central Bank Assets,DDDI04IRA156NWDB,1981,1981-01-01,46.852040000000002,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.04,Deposit Money Bank Assets to Deposit Money Bank Assets and Central Bank Assets,DDDI04IRA156NWDB,1982,1982-01-01,42.524050000000003,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.04,Deposit Money Bank Assets to Deposit Money Bank Assets and Central Bank Assets,DDDI04IRA156NWDB,1983,1983-01-01,49.238930000000003,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.04,Deposit Money Bank Assets to Deposit Money Bank Assets and Central Bank Assets,DDDI04IRA156NWDB,1984,1984-01-01,49.238930000000003,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.04,Deposit Money Bank Assets to Deposit Money Bank Assets and Central Bank Assets,DDDI04IRA156NWDB,1985,1985-01-01,49.238930000000003,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.04,Deposit Money Bank Assets to Deposit Money Bank Assets and Central Bank Assets,DDDI04IRA156NWDB,1986,1986-01-01,43.486969999999999,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.04,Deposit Money Bank Assets to Deposit Money Bank Assets and Central Bank Assets,DDDI04IRA156NWDB,1987,1987-01-01,40.161729999999999,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.04,Deposit Money Bank Assets to Deposit Money Bank Assets and Central Bank Assets,DDDI04IRA156NWDB,1988,1988-01-01,36.819640000000000,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.04,Deposit Money Bank Assets to Deposit Money Bank Assets and Central Bank Assets,DDDI04IRA156NWDB,1989,1989-01-01,38.649889999999999,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.04,Deposit Money Bank Assets to Deposit Money Bank Assets and Central Bank Assets,DDDI04IRA156NWDB,1990,1990-01-01,44.008020000000002,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.04,Deposit Money Bank Assets to Deposit Money Bank Assets and Central Bank Assets,DDDI04IRA156NWDB,1991,1991-01-01,48.427340000000001,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.04,Deposit Money Bank Assets to Deposit Money Bank Assets and Central Bank Assets,DDDI04IRA156NWDB,1992,1992-01-01,55.139030000000005,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.04,Deposit Money Bank Assets to Deposit Money Bank Assets and Central Bank Assets,DDDI04IRA156NWDB,1993,1993-01-01,59.353490000000001,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.04,Deposit Money Bank Assets to Deposit Money Bank Assets and Central Bank Assets,DDDI04IRA156NWDB,1994,1994-01-01,50.524799999999999,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.04,Deposit Money Bank Assets to Deposit Money Bank Assets and Central Bank Assets,DDDI04IRA156NWDB,1995,1995-01-01,51.569519999999997,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.04,Deposit Money Bank Assets to Deposit Money Bank Assets and Central Bank Assets,DDDI04IRA156NWDB,1996,1996-01-01,50.237670000000001,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.04,Deposit Money Bank Assets to Deposit Money Bank Assets and Central Bank Assets,DDDI04IRA156NWDB,1997,1997-01-01,56.068550000000002,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.04,Deposit Money Bank Assets to Deposit Money Bank Assets and Central Bank Assets,DDDI04IRA156NWDB,1998,1998-01-01,54.052700000000002,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.04,Deposit Money Bank Assets to Deposit Money Bank Assets and Central Bank Assets,DDDI04IRA156NWDB,1999,1999-01-01,60.154559999999996,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.04,Deposit Money Bank Assets to Deposit Money Bank Assets and Central Bank Assets,DDDI04IRA156NWDB,2000,2000-01-01,74.078909999999993,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.04,Deposit Money Bank Assets to Deposit Money Bank Assets and Central Bank Assets,DDDI04IRA156NWDB,2001,2001-01-01,78.065280000000001,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.04,Deposit Money Bank Assets to Deposit Money Bank Assets and Central Bank Assets,DDDI04IRA156NWDB,2002,2002-01-01,75.236419999999995,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.04,Deposit Money Bank Assets to Deposit Money Bank Assets and Central Bank Assets,DDDI04IRA156NWDB,2003,2003-01-01,79.453690000000023,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.04,Deposit Money Bank Assets to Deposit Money Bank Assets and Central Bank Assets,DDDI04IRA156NWDB,2004,2004-01-01,84.905900000000003,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.04,Deposit Money Bank Assets to Deposit Money Bank Assets and Central Bank Assets,DDDI04IRA156NWDB,2005,2005-01-01,88.703119999999998,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.04,Deposit Money Bank Assets to Deposit Money Bank Assets and Central Bank Assets,DDDI04IRA156NWDB,2006,2006-01-01,91.214939999999999,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.04,Deposit Money Bank Assets to Deposit Money Bank Assets and Central Bank Assets,DDDI04IRA156NWDB,2007,2007-01-01,93.801240000000007,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.04,Deposit Money Bank Assets to Deposit Money Bank Assets and Central Bank Assets,DDDI04IRA156NWDB,2008,2008-01-01,94.832049999999995,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.04,Deposit Money Bank Assets to Deposit Money Bank Assets and Central Bank Assets,DDDI04IRA156NWDB,2009,2009-01-01,95.919929999999994,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.04,Deposit Money Bank Assets to Deposit Money Bank Assets and Central Bank Assets,DDDI04IRA156NWDB,2010,2010-01-01,94.632080000000002,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.04,Deposit Money Bank Assets to Deposit Money Bank Assets and Central Bank Assets,DDDI04IRA156NWDB,2011,2011-01-01,96.022959999999998,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.04,Deposit Money Bank Assets to Deposit Money Bank Assets and Central Bank Assets,DDDI04IRA156NWDB,2012,2012-01-01,96.134259999999998,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.04,Deposit Money Bank Assets to Deposit Money Bank Assets and Central Bank Assets,DDDI04IRA156NWDB,2013,2013-01-01,97.004829999999998,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.04,Deposit Money Bank Assets to Deposit Money Bank Assets and Central Bank Assets,DDDI04IRA156NWDB,2014,2014-01-01,97.297600000000003,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.04,Deposit Money Bank Assets to Deposit Money Bank Assets and Central Bank Assets,DDDI04IRA156NWDB,2015,2015-01-01,96.763559999999998,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.04,Deposit Money Bank Assets to Deposit Money Bank Assets and Central Bank Assets,DDDI04IRA156NWDB,2016,2016-01-01,96.616969999999995,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.05,Liquid Liabilities to GDP,DDDI05IRA156NWDB,1960,1960-01-01,16.369870000000002,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.05,Liquid Liabilities to GDP,DDDI05IRA156NWDB,1961,1961-01-01,17.039349999999999,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.05,Liquid Liabilities to GDP,DDDI05IRA156NWDB,1962,1962-01-01,20.692599999999999,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.05,Liquid Liabilities to GDP,DDDI05IRA156NWDB,1963,1963-01-01,23.522570000000002,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.05,Liquid Liabilities to GDP,DDDI05IRA156NWDB,1964,1964-01-01,25.019430000000000,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.05,Liquid Liabilities to GDP,DDDI05IRA156NWDB,1965,1965-01-01,24.905899999999999,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.05,Liquid Liabilities to GDP,DDDI05IRA156NWDB,1966,1966-01-01,26.406770000000002,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.05,Liquid Liabilities to GDP,DDDI05IRA156NWDB,1967,1967-01-01,28.036750000000001,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.05,Liquid Liabilities to GDP,DDDI05IRA156NWDB,1968,1968-01-01,28.635710000000000,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.05,Liquid Liabilities to GDP,DDDI05IRA156NWDB,1969,1969-01-01,29.871050000000000,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.05,Liquid Liabilities to GDP,DDDI05IRA156NWDB,1970,1970-01-01,31.417380000000001,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.05,Liquid Liabilities to GDP,DDDI05IRA156NWDB,1971,1971-01-01,30.978169999999999,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.05,Liquid Liabilities to GDP,DDDI05IRA156NWDB,1972,1972-01-01,33.543050000000001,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.05,Liquid Liabilities to GDP,DDDI05IRA156NWDB,1973,1973-01-01,30.499479999999998,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.05,Liquid Liabilities to GDP,DDDI05IRA156NWDB,1974,1974-01-01,26.430050000000001,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.05,Liquid Liabilities to GDP,DDDI05IRA156NWDB,1975,1975-01-01,31.340650000000000,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.05,Liquid Liabilities to GDP,DDDI05IRA156NWDB,1976,1976-01-01,33.006409999999995,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.05,Liquid Liabilities to GDP,DDDI05IRA156NWDB,1977,1977-01-01,35.047870000000003,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.05,Liquid Liabilities to GDP,DDDI05IRA156NWDB,1978,1978-01-01,42.768419999999999,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.05,Liquid Liabilities to GDP,DDDI05IRA156NWDB,1979,1979-01-01,51.937350000000002,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.05,Liquid Liabilities to GDP,DDDI05IRA156NWDB,1980,1980-01-01,62.607089999999999,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.05,Liquid Liabilities to GDP,DDDI05IRA156NWDB,1981,1981-01-01,61.387659999999997,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.05,Liquid Liabilities to GDP,DDDI05IRA156NWDB,1982,1982-01-01,58.041910000000001,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.05,Liquid Liabilities to GDP,DDDI05IRA156NWDB,1983,1983-01-01,53.981040000000000,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.05,Liquid Liabilities to GDP,DDDI05IRA156NWDB,1984,1984-01-01,53.981040000000000,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.05,Liquid Liabilities to GDP,DDDI05IRA156NWDB,1985,1985-01-01,53.981040000000000,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.05,Liquid Liabilities to GDP,DDDI05IRA156NWDB,1986,1986-01-01,64.520040000000009,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.05,Liquid Liabilities to GDP,DDDI05IRA156NWDB,1987,1987-01-01,62.813000000000002,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.05,Liquid Liabilities to GDP,DDDI05IRA156NWDB,1988,1988-01-01,66.637880000000010,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.05,Liquid Liabilities to GDP,DDDI05IRA156NWDB,1989,1989-01-01,65.684069999999991,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.05,Liquid Liabilities to GDP,DDDI05IRA156NWDB,1990,1990-01-01,55.577580000000005,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.05,Liquid Liabilities to GDP,DDDI05IRA156NWDB,1991,1991-01-01,49.391060000000003,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.05,Liquid Liabilities to GDP,DDDI05IRA156NWDB,1992,1992-01-01,45.794110000000003,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.05,Liquid Liabilities to GDP,DDDI05IRA156NWDB,1993,1993-01-01,40.516750000000002,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.05,Liquid Liabilities to GDP,DDDI05IRA156NWDB,1994,1994-01-01,41.050190000000001,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.05,Liquid Liabilities to GDP,DDDI05IRA156NWDB,1995,1995-01-01,38.117420000000003,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.05,Liquid Liabilities to GDP,DDDI05IRA156NWDB,1996,1996-01-01,37.006999999999998,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.05,Liquid Liabilities to GDP,DDDI05IRA156NWDB,1997,1997-01-01,39.749450000000003,percent,worldbank-gfdd-via-fred
IRN,Iran,GFDD.DI.05,Liquid Liabilities to GDP,DDDI05IRA156NWDB,1998,1998-01-01,43.415070000000000,percent,worldbank-gfdd-via-fred
