country_iso3,indicator_id,item,element,crop_slug,year,value,unit,source_dataset,source_edition,source_column,notes
IRN,barley__area_harvested,Barley,Area harvested,barley,2015,1760000.0,ha,cbi-annual-review-crop-table,cbi_annual_review_1395_2016-17,current,
IRN,barley__production,Barley,Production,barley,2015,3724000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1395_2016-17,current,
IRN,barley__area_harvested,Barley,Area harvested,barley,2016,1473000.0,ha,cbi-annual-review-crop-table,cbi_annual_review_1396_2016-17,current,
IRN,barley__production,Barley,Production,barley,2016,2974000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1396_2016-17,current,
IRN,barley__area_harvested,Barley,Area harvested,barley,2017,1454000.0,ha,cbi-annual-review-crop-table,cbi_annual_review_1397_2018-19,current,
IRN,barley__production,Barley,Production,barley,2017,3102000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1397_2018-19,current,
IRN,barley__area_harvested,Barley,Area harvested,barley,2018,1547000.0,ha,cbi-annual-review-crop-table,cbi_annual_review_1398_2019-20,current,
IRN,barley__production,Barley,Production,barley,2018,3514000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1398_2019-20,current,
IRN,barley__area_harvested,Barley,Area harvested,barley,2019,1665000.0,ha,cbi-annual-review-crop-table,cbi_annual_review_1399_2020-21,current,
IRN,barley__production,Barley,Production,barley,2019,3875000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1399_2020-21,current,
IRN,barley__area_harvested,Barley,Area harvested,barley,2020,1440000.0,ha,cbi-annual-review-crop-table,cbi_annual_review_1400_2021-22,current,
IRN,barley__production,Barley,Production,barley,2020,2479000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1400_2021-22,current,
IRN,barley__area_harvested,Barley,Area harvested,barley,2021,1685000.0,ha,cbi-annual-review-crop-table,cbi_annual_review_1401_2022-23,current,
IRN,barley__production,Barley,Production,barley,2021,3177000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1401_2022-23,current,
IRN,citrus_fruits__area_harvested,"Citrus fruit, total",Area harvested,citrus_fruits,2010,289000.0,ha,cbi-annual-review-crop-table,cbi_annual_review_1390_2011-12,prior,
IRN,citrus_fruits__production,"Citrus fruit, total",Production,citrus_fruits,2010,4559000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1390_2011-12,prior,
IRN,citrus_fruits__production,"Citrus fruit, total",Production,citrus_fruits,2011,4986000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1390_2011-12,current,
IRN,citrus_fruits__production,"Citrus fruit, total",Production,citrus_fruits,2012,4075000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1392_2013-14,prior,"Value revised across editions: cbi_annual_review_1392_2013-14[prior]=areaNone,prod4075.0; cbi_annual_review_1393_2014-15[prior]=area238.0,prod4293.0"
IRN,citrus_fruits__production,"Citrus fruit, total",Production,citrus_fruits,2013,4340000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1392_2013-14,current,"Value revised across editions: cbi_annual_review_1392_2013-14[current]=areaNone,prod4340.0; cbi_annual_review_1393_2014-15[current]=area241.0,prod3800.0; cbi_annual_review_1394_2015-16[prior]=area241.0,prod3800.0"
IRN,citrus_fruits__area_harvested,"Citrus fruit, total",Area harvested,citrus_fruits,2014,247000.0,ha,cbi-annual-review-crop-table,cbi_annual_review_1394_2015-16,current,
IRN,citrus_fruits__production,"Citrus fruit, total",Production,citrus_fruits,2014,4345000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1394_2015-16,current,
IRN,citrus_fruits__area_harvested,"Citrus fruit, total",Area harvested,citrus_fruits,2015,257000.0,ha,cbi-annual-review-crop-table,cbi_annual_review_1395_2016-17,current,
IRN,citrus_fruits__production,"Citrus fruit, total",Production,citrus_fruits,2015,5073000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1395_2016-17,current,
IRN,citrus_fruits__area_harvested,"Citrus fruit, total",Area harvested,citrus_fruits,2016,257000.0,ha,cbi-annual-review-crop-table,cbi_annual_review_1396_2016-17,current,
IRN,citrus_fruits__production,"Citrus fruit, total",Production,citrus_fruits,2016,5114000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1396_2016-17,current,
IRN,citrus_fruits__area_harvested,"Citrus fruit, total",Area harvested,citrus_fruits,2017,260000.0,ha,cbi-annual-review-crop-table,cbi_annual_review_1397_2018-19,current,
IRN,citrus_fruits__production,"Citrus fruit, total",Production,citrus_fruits,2017,5342000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1397_2018-19,current,
IRN,citrus_fruits__area_harvested,"Citrus fruit, total",Area harvested,citrus_fruits,2018,259000.0,ha,cbi-annual-review-crop-table,cbi_annual_review_1398_2019-20,current,
IRN,citrus_fruits__production,"Citrus fruit, total",Production,citrus_fruits,2018,5613000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1398_2019-20,current,
IRN,citrus_fruits__area_harvested,"Citrus fruit, total",Area harvested,citrus_fruits,2019,256000.0,ha,cbi-annual-review-crop-table,cbi_annual_review_1399_2020-21,current,
IRN,citrus_fruits__production,"Citrus fruit, total",Production,citrus_fruits,2019,5603000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1399_2020-21,current,
IRN,citrus_fruits__area_harvested,"Citrus fruit, total",Area harvested,citrus_fruits,2020,243000.0,ha,cbi-annual-review-crop-table,cbi_annual_review_1400_2021-22,current,
IRN,citrus_fruits__production,"Citrus fruit, total",Production,citrus_fruits,2020,5316000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1400_2021-22,current,
IRN,citrus_fruits__area_harvested,"Citrus fruit, total",Area harvested,citrus_fruits,2021,266000.0,ha,cbi-annual-review-crop-table,cbi_annual_review_1401_2022-23,current,
IRN,citrus_fruits__production,"Citrus fruit, total",Production,citrus_fruits,2021,5976000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1401_2022-23,current,
IRN,corn_maize__area_harvested,Maize (corn),Area harvested,corn_maize,2004,274000.0,ha,cbi-annual-review-crop-table,cbi_annual_review_1384_2005-06,prior,
IRN,corn_maize__production,Maize (corn),Production,corn_maize,2004,1926000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1384_2005-06,prior,
IRN,corn_maize__production,Maize (corn),Production,corn_maize,2005,2200000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1384_2005-06,current,"Value revised across editions: cbi_annual_review_1384_2005-06[current]=areaNone,prod2200.0; cbi_annual_review_1385_2006-07[prior]=area276.0,prod1995.0"
IRN,corn_maize__area_harvested,Maize (corn),Area harvested,corn_maize,2006,292000.0,ha,cbi-annual-review-crop-table,cbi_annual_review_1385_2006-07,current,
IRN,corn_maize__production,Maize (corn),Production,corn_maize,2006,2166000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1385_2006-07,current,
IRN,corn_maize__production,Maize (corn),Production,corn_maize,2007,2619000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1386_2007-08,current,"Value revised across editions: cbi_annual_review_1386_2007-08[current]=areaNone,prod2619.0; cbi_annual_review_1387_2008-09[prior]=area307.0,prod2361.3"
IRN,corn_maize__area_harvested,Maize (corn),Area harvested,corn_maize,2008,239700.0,ha,cbi-annual-review-crop-table,cbi_annual_review_1387_2008-09,current,"Value revised across editions: cbi_annual_review_1387_2008-09[current]=area239.7,prod1763.5; cbi_annual_review_1388_2009-10[prior]=area242.7,prod1777.5; cbi_annual_review_1389_2010-11[prior]=area226.0,prod1643.0"
IRN,corn_maize__production,Maize (corn),Production,corn_maize,2008,1763500.0,t,cbi-annual-review-crop-table,cbi_annual_review_1387_2008-09,current,"Value revised across editions: cbi_annual_review_1387_2008-09[current]=area239.7,prod1763.5; cbi_annual_review_1388_2009-10[prior]=area242.7,prod1777.5; cbi_annual_review_1389_2010-11[prior]=area226.0,prod1643.0"
IRN,corn_maize__production,Maize (corn),Production,corn_maize,2009,1643000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1388_2009-10,current,"Value revised across editions: cbi_annual_review_1388_2009-10[current]=areaNone,prod1643.0; cbi_annual_review_1389_2010-11[current]=area240.0,prod2145.0"
IRN,corn_maize__area_harvested,Maize (corn),Area harvested,corn_maize,2010,240000.0,ha,cbi-annual-review-crop-table,cbi_annual_review_1390_2011-12,prior,
IRN,corn_maize__production,Maize (corn),Production,corn_maize,2010,2145000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1390_2011-12,prior,
IRN,corn_maize__production,Maize (corn),Production,corn_maize,2011,2390000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1390_2011-12,current,"Value revised across editions: cbi_annual_review_1390_2011-12[current]=areaNone,prod2390.0; cbi_annual_review_1391_2012-13[prior]=area265.0,prod1907.0"
IRN,corn_maize__area_harvested,Maize (corn),Area harvested,corn_maize,2012,282000.0,ha,cbi-annual-review-crop-table,cbi_annual_review_1391_2012-13,current,"Value revised across editions: cbi_annual_review_1391_2012-13[current]=area282.0,prod2054.0; cbi_annual_review_1392_2013-14[prior]=area282.0,prod1798.0; cbi_annual_review_1393_2014-15[prior]=area290.0,prod1852.0"
IRN,corn_maize__production,Maize (corn),Production,corn_maize,2012,2054000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1391_2012-13,current,"Value revised across editions: cbi_annual_review_1391_2012-13[current]=area282.0,prod2054.0; cbi_annual_review_1392_2013-14[prior]=area282.0,prod1798.0; cbi_annual_review_1393_2014-15[prior]=area290.0,prod1852.0"
IRN,corn_maize__area_harvested,Maize (corn),Area harvested,corn_maize,2013,290000.0,ha,cbi-annual-review-crop-table,cbi_annual_review_1392_2013-14,current,"Value revised across editions: cbi_annual_review_1392_2013-14[current]=area290.0,prod1852.0; cbi_annual_review_1393_2014-15[current]=area234.0,prod1659.0; cbi_annual_review_1394_2015-16[prior]=area234.0,prod1659.0"
IRN,corn_maize__production,Maize (corn),Production,corn_maize,2013,1852000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1392_2013-14,current,"Value revised across editions: cbi_annual_review_1392_2013-14[current]=area290.0,prod1852.0; cbi_annual_review_1393_2014-15[current]=area234.0,prod1659.0; cbi_annual_review_1394_2015-16[prior]=area234.0,prod1659.0"
IRN,corn_maize__area_harvested,Maize (corn),Area harvested,corn_maize,2014,166000.0,ha,cbi-annual-review-crop-table,cbi_annual_review_1394_2015-16,current,
IRN,corn_maize__production,Maize (corn),Production,corn_maize,2014,1169000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1394_2015-16,current,
IRN,corn_maize__area_harvested,Maize (corn),Area harvested,corn_maize,2015,159000.0,ha,cbi-annual-review-crop-table,cbi_annual_review_1395_2016-17,current,
IRN,corn_maize__production,Maize (corn),Production,corn_maize,2015,1171000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1395_2016-17,current,
IRN,corn_maize__area_harvested,Maize (corn),Area harvested,corn_maize,2016,139000.0,ha,cbi-annual-review-crop-table,cbi_annual_review_1396_2016-17,current,
IRN,corn_maize__production,Maize (corn),Production,corn_maize,2016,1069000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1396_2016-17,current,
IRN,corn_maize__area_harvested,Maize (corn),Area harvested,corn_maize,2017,127000.0,ha,cbi-annual-review-crop-table,cbi_annual_review_1397_2018-19,current,
IRN,corn_maize__production,Maize (corn),Production,corn_maize,2017,946000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1397_2018-19,current,
IRN,corn_maize__area_harvested,Maize (corn),Area harvested,corn_maize,2018,138000.0,ha,cbi-annual-review-crop-table,cbi_annual_review_1398_2019-20,current,
IRN,corn_maize__production,Maize (corn),Production,corn_maize,2018,1101000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1398_2019-20,current,
IRN,corn_maize__area_harvested,Maize (corn),Area harvested,corn_maize,2019,133000.0,ha,cbi-annual-review-crop-table,cbi_annual_review_1399_2020-21,current,
IRN,corn_maize__production,Maize (corn),Production,corn_maize,2019,1089000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1399_2020-21,current,
IRN,corn_maize__area_harvested,Maize (corn),Area harvested,corn_maize,2020,90000.0,ha,cbi-annual-review-crop-table,cbi_annual_review_1400_2021-22,current,
IRN,corn_maize__production,Maize (corn),Production,corn_maize,2020,668000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1400_2021-22,current,
IRN,corn_maize__area_harvested,Maize (corn),Area harvested,corn_maize,2021,159000.0,ha,cbi-annual-review-crop-table,cbi_annual_review_1401_2022-23,current,
IRN,corn_maize__production,Maize (corn),Production,corn_maize,2021,1136000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1401_2022-23,current,
IRN,cotton__area_harvested,Cotton (seed cotton basis),Area harvested,cotton,1999,216000.0,ha,cbi-annual-review-crop-table,cbi_annual_review_1379_2000-01,prior,
IRN,cotton__production,Cotton (seed cotton basis),Production,cotton,1999,441000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1379_2000-01,prior,
IRN,cotton__area_harvested,Cotton (seed cotton basis),Area harvested,cotton,2000,246000.0,ha,cbi-annual-review-crop-table,cbi_annual_review_1379_2000-01,current,
IRN,cotton__production,Cotton (seed cotton basis),Production,cotton,2000,497000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1379_2000-01,current,
IRN,cotton__area_harvested,Cotton (seed cotton basis),Area harvested,cotton,2001,199000.0,ha,cbi-annual-review-crop-table,cbi_annual_review_1380_2001-02,current,
IRN,cotton__production,Cotton (seed cotton basis),Production,cotton,2001,412000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1380_2001-02,current,
IRN,cotton__area_harvested,Cotton (seed cotton basis),Area harvested,cotton,2002,151000.0,ha,cbi-annual-review-crop-table,cbi_annual_review_1381_2002-03,current,
IRN,cotton__production,Cotton (seed cotton basis),Production,cotton,2002,345000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1381_2002-03,current,
IRN,cotton__production,Cotton (seed cotton basis),Production,cotton,2003,300000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1382_2003-04,current,"Value revised across editions: cbi_annual_review_1382_2003-04[current]=areaNone,prod300.0; cbi_annual_review_1383_2004-05[prior]=area140.0,prod352.0"
IRN,cotton__production,Cotton (seed cotton basis),Production,cotton,2004,430000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1383_2004-05,current,"Value revised across editions: cbi_annual_review_1383_2004-05[current]=areaNone,prod430.0; cbi_annual_review_1384_2005-06[prior]=area167.0,prod420.0"
IRN,cotton__production,Cotton (seed cotton basis),Production,cotton,2005,400000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1384_2005-06,current,"Value revised across editions: cbi_annual_review_1384_2005-06[current]=areaNone,prod400.0; cbi_annual_review_1385_2006-07[prior]=area160.0,prod363.0"
IRN,cotton__area_harvested,Cotton (seed cotton basis),Area harvested,cotton,2006,117000.0,ha,cbi-annual-review-crop-table,cbi_annual_review_1385_2006-07,current,
IRN,cotton__production,Cotton (seed cotton basis),Production,cotton,2006,284000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1385_2006-07,current,
IRN,cotton__production,Cotton (seed cotton basis),Production,cotton,2007,270000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1386_2007-08,current,"Value revised across editions: cbi_annual_review_1386_2007-08[current]=areaNone,prod270.0; cbi_annual_review_1387_2008-09[prior]=area124.5,prod313.0"
IRN,cotton__area_harvested,Cotton (seed cotton basis),Area harvested,cotton,2008,123900.0,ha,cbi-annual-review-crop-table,cbi_annual_review_1387_2008-09,current,"Value revised across editions: cbi_annual_review_1387_2008-09[current]=area123.9,prod294.1; cbi_annual_review_1388_2009-10[prior]=area124.4,prod295.7; cbi_annual_review_1389_2010-11[prior]=area105.0,prod254.0"
IRN,cotton__production,Cotton (seed cotton basis),Production,cotton,2008,294100.0,t,cbi-annual-review-crop-table,cbi_annual_review_1387_2008-09,current,"Value revised across editions: cbi_annual_review_1387_2008-09[current]=area123.9,prod294.1; cbi_annual_review_1388_2009-10[prior]=area124.4,prod295.7; cbi_annual_review_1389_2010-11[prior]=area105.0,prod254.0"
IRN,cotton__production,Cotton (seed cotton basis),Production,cotton,2009,254000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1388_2009-10,current,"Value revised across editions: cbi_annual_review_1388_2009-10[current]=areaNone,prod254.0; cbi_annual_review_1389_2010-11[current]=area91.0,prod167.0"
IRN,cotton__area_harvested,Cotton (seed cotton basis),Area harvested,cotton,2010,91000.0,ha,cbi-annual-review-crop-table,cbi_annual_review_1390_2011-12,prior,
IRN,cotton__production,Cotton (seed cotton basis),Production,cotton,2010,167000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1390_2011-12,prior,
IRN,cotton__production,Cotton (seed cotton basis),Production,cotton,2011,357000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1390_2011-12,current,"Value revised across editions: cbi_annual_review_1390_2011-12[current]=areaNone,prod357.0; cbi_annual_review_1391_2012-13[prior]=area117.0,prod271.0"
IRN,cotton__area_harvested,Cotton (seed cotton basis),Area harvested,cotton,2012,123000.0,ha,cbi-annual-review-crop-table,cbi_annual_review_1391_2012-13,current,"Value revised across editions: cbi_annual_review_1391_2012-13[current]=area123.0,prod337.0; cbi_annual_review_1392_2013-14[prior]=area91.0,prod210.0; cbi_annual_review_1393_2014-15[prior]=area81.0,prod190.0"
IRN,cotton__production,Cotton (seed cotton basis),Production,cotton,2012,337000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1391_2012-13,current,"Value revised across editions: cbi_annual_review_1391_2012-13[current]=area123.0,prod337.0; cbi_annual_review_1392_2013-14[prior]=area91.0,prod210.0; cbi_annual_review_1393_2014-15[prior]=area81.0,prod190.0"
IRN,cotton__area_harvested,Cotton (seed cotton basis),Area harvested,cotton,2013,81000.0,ha,cbi-annual-review-crop-table,cbi_annual_review_1392_2013-14,current,"Value revised across editions: cbi_annual_review_1392_2013-14[current]=area81.0,prod190.0; cbi_annual_review_1393_2014-15[current]=area85.0,prod184.0; cbi_annual_review_1394_2015-16[prior]=area85.0,prod184.0"
IRN,cotton__production,Cotton (seed cotton basis),Production,cotton,2013,190000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1392_2013-14,current,"Value revised across editions: cbi_annual_review_1392_2013-14[current]=area81.0,prod190.0; cbi_annual_review_1393_2014-15[current]=area85.0,prod184.0; cbi_annual_review_1394_2015-16[prior]=area85.0,prod184.0"
IRN,cotton__area_harvested,Cotton (seed cotton basis),Area harvested,cotton,2014,72000.0,ha,cbi-annual-review-crop-table,cbi_annual_review_1394_2015-16,current,
