chart_id,title,category,primary_source,alt_sources,underlying_codes,status,extends_chart_id,time_range,notes
iran_aluminum_production_1973_1980,Primary Aluminum (Ingot) Production,Mining & Minerals Production,usgs_iran_mineral_production_1961_1980.csv (rows: commodity contains 'Aluminum'),"imidro_capacity_growth_since_2002.csv (aluminium billet capacity 216,000t 2002/03 -> 770,000t 2021/22)",iran_mining_series/usgs_iran_mineral_production_1961_1980.csv,new,,"1973-1980 (+ 2002/03, 2021/22 capacity bridge)","Arak/Iralco smelter (82.5% IDRO / 12.5% Reynolds US / 5% Pakistan Govt per usgs_iran_commodity_narrative_highlights) -- output peaks 51,000t in 1975 then declines to 10,000t by 1980."
iran_lead_production_by_stage_1961_1980,Lead Production — Mine Output & Smelter/Ingot Output,Mining & Minerals Production,usgs_iran_mineral_production_1961_1980.csv (rows: commodity contains 'Lead'),bgs_wms_iran_crosscheck_1970_1974.csv (Lead mine output),iran_mining_series/usgs_iran_mineral_production_1961_1980.csv,new,,"1961-1980 (gaps 1966/67, 1971/72; smelter/ingot series ends 1970, no later data found)","BGS and USGS closely AGREE for lead mine output (1970: both 22,940t exactly) -- a reassuring cross-validation, unlike the chromite disagreement in the same BGS crosscheck file. Smelter/ingot output has no data past 1970 in this project's holdings -- real gap."
iran_manganese_ore_production_1961_1980,Manganese Ore Production,Mining & Minerals Production,usgs_iran_mineral_production_1961_1980.csv (rows: commodity contains 'Manganese'),,iran_mining_series/usgs_iran_mineral_production_1961_1980.csv,new,,"1961-1980 (gaps 1966/67, 1971/72)",
iran_zinc_production_1961_1980,"Zinc Production (Mine Output, Metal Content)",Mining & Minerals Production,usgs_iran_mineral_production_1961_1980.csv (rows: commodity contains 'Zinc'),,iran_mining_series/usgs_iran_mineral_production_1961_1980.csv,new,,"1961-1980 (gaps 1966/67, 1971/72)","BGS's Zinc production table was checked and has NO Iran row for 1970-74 (confirmed absence, see mining series README)."
iran_barite_production_1961_1980,Barite Production,Mining & Minerals Production,usgs_iran_mineral_production_1961_1980.csv (rows: commodity=Barite),,iran_mining_series/usgs_iran_mineral_production_1961_1980.csv,new,,"1961-1980 (gaps 1966/67, 1971/72)",
iran_gypsum_production_1968_1980,Gypsum Production,Mining & Minerals Production,usgs_iran_mineral_production_1961_1980.csv (rows: commodity=Gypsum),,iran_mining_series/usgs_iran_mineral_production_1961_1980.csv,new,,1968-1980,"No earlier data in this project's holdings (1961-65 volume's Iran chapter did not report gypsum) -- real gap, not omitted."
iran_salt_production_1961_1980,Salt (Rock) Production,Mining & Minerals Production,usgs_iran_mineral_production_1961_1980.csv (rows: commodity=Salt (rock)),,iran_mining_series/usgs_iran_mineral_production_1961_1980.csv,new,,"1961-1980 (gaps 1966/67, 1971/72)",
iran_sulfur_production_1961_1980,Sulfur Production (Refined + Elemental Byproduct),Mining & Minerals Production,usgs_iran_mineral_production_1961_1980.csv (rows: commodity contains 'Sulfur'),,iran_mining_series/usgs_iran_mineral_production_1961_1980.csv,new,,"1961-1980 (gaps 1966/67, 1971/72)","Source terminology shifts mid-series (see mining series README) -- preserved as printed per row, not force-normalized."
iran_coal_production_1961_1980,Coal Production (Non-Oil),Mining & Minerals Production,usgs_iran_mineral_production_1961_1980.csv (rows: commodity=Coal),,iran_mining_series/usgs_iran_mineral_production_1961_1980.csv,new,,"1961-1980 (gaps 1966/67, 1971/72)",Non-oil coal specifically -- crude/refined petroleum are covered by other datasets already in this project (deliberately excluded from this source per its own manifest).
iran_coke_production_1961_1980,Coke Production,Mining & Minerals Production,usgs_iran_mineral_production_1961_1980.csv (rows: commodity=Coke),,iran_mining_series/usgs_iran_mineral_production_1961_1980.csv,new,,"1961-1980 (gaps 1966/67, 1971/72)",
iran_cement_production_1954_1980,Cement (Hydraulic) Production,Mining & Minerals Production,pahlavi-era-primary-extraction:wb1960-industrial-production-1954-1959 + usgs-minerals-yearbook,,"pahlavi_industry_series/industrial_production_1954_1959.csv (commodity=Cement) + iran_mining_series/usgs_iran_mineral_production_1961_1980.csv (commodity=Cement, hydraulic)",new,,"1954/55-1958/59 spliced to 1961-1980 (gaps 1959/60-1960/61, 1966/67, 1971/72)","SPLICE: the Pahlavi-era industrial-production table's Cement row (65.0 -> 410.1 thousand metric tons, 1954/55-1958/59) and the USGS mining series' Cement row (745 -> 9,000 thousand metric tons, 1961-1980) are the SAME commodity in the SAME unit (thousand metric tons) and join into one plausible continuous growth trajectory (410 in 1958/59 -> 745 by 1961 is a reasonable 2-3 year gap-adjusted growth rate). Documented here as the join; both underlying files kept as separate raw sources, never merged/edited in data/raw/."
iran_sar_cheshmeh_copper_project_narrative_1965_2022,Sar Cheshmeh Copper Project — Development Narrative & Modern Production,Mining & Minerals Production,usgs-minerals-yearbook (narrative) + imidro-iran (modern production),,usgs_iran_commodity_narrative_highlights_1965_1980.csv (4 Sar Cheshmeh rows) + imidro_sarcheshmeh_monthly_production_snapshot_2021_22.csv,new,,1965 (pre-discovery exploration) - 2021/22 (modern monthly snapshot),"Qualitative narrative (1970 formal $330M approval -> 1975 construction 15% complete -> 1980 stalled by revolution, output redirected to domestic market) bridged to a modern quantitative production snapshot (concentrate/anode/cathode/molybdenum/gold-silver byproduct tonnage, 2021/22). No continuous annual series exists in this project's holdings for the intervening 1981-2020 period -- a real, large gap, logged not papered over. Task brief referenced a standalone 'Sar Cheshmeh narrative dataset' that does not exist as its own raw folder -- this chart entry IS that material, assembled from the two sources that actually contain it (see iran_mining_series/README.md)."
iran_new_mineral_reserves_valuation_2014_2021,Newly Discovered Mineral Reserves — Valuation by Commodity (IMIDRO),Mining & Minerals Production,imidro-iran:annual-report-2021-22-extraction,,imidro_new_mineral_reserves_value_2014_2021.csv,new,,cumulative 2014/15-2021/22,"Valuation (quantity x assumed unit price), not a production or reserves-in-the-ground series -- distinct concept from the production charts above, flagged in README to avoid conflation. $27.8B cumulative total, dominated by copper ($16.6B) and iron ore ($5.86B)."
iran_mining_capacity_growth_since_2002,Steel/Copper/Aluminum Production CAPACITY Growth Since IMIDRO's Founding (2002-2021),Mining & Minerals Production,imidro-iran:annual-report-2021-22-extraction,,imidro_capacity_growth_since_2002.csv,new,,2002/03 vs 2021/22 (two-point comparison),"Installed CAPACITY (steel 8->43.5M t/yr, copper cathode 190k->450k t/yr, aluminium billet 216k->770k t/yr), not actual annual output -- cross-referenced as a bridge point in the corresponding ACTUAL-production chart entries above (crude steel, aluminum) but kept as its own chart since capacity and output are different metrics that should not be silently merged into one series."
iran_processed_tea_output_pahlavi_era,"Processed Tea Output (Manufacturing, not Raw Leaf)",Industry / Light Manufacturing,pahlavi-era-primary-extraction:wb1960-industrial-production-1954-1959,specialty_goods_series/tea_1895_1984.csv (not yet registry-staged),pahlavi_industry_series/industrial_production_1954_1959.csv (commodity=Tea),new,,1954/55-1958/59,"This is PROCESSED/manufactured tea output (1000 metric tons), a distinct concept from FAOSTAT's 'Tea leaves — Production' (faostat__Tea leaves__production, raw agricultural leaf) and from this project's already-existing (but not yet registry-staged) hand-curated specialty_goods_series/tea_1895_1984.csv, which covers the same processed-tea-industry topic across a wider 1895-1984 span -- likely splices with that file once BOTH are staged together in a future registry pass; noted here so that future pass doesn't create a duplicate chart_id."
iran_processed_sugar_output_pahlavi_era,Processed (Refined) Sugar Output,Industry / Light Manufacturing,pahlavi-era-primary-extraction:wb1960-industrial-production-1954-1959,specialty_goods_series/sugar_1890_2000.csv (not yet registry-staged),pahlavi_industry_series/industrial_production_1954_1959.csv (commodity=Sugar),new,,1954/55-1958/59,"Refined sugar output (1000 metric tons), distinct from FAOSTAT's raw sugar-cane/beet production charts. Same cross-reference note as the tea chart above applies to specialty_goods_series/sugar_1890_2000.csv."
iran_textile_cloth_output_by_fiber_1954_1959,"Textile Cloth Output by Fiber Type (Cotton, Woolen, Jute, Silk)",Industry / Light Manufacturing,pahlavi-era-primary-extraction:wb1960-industrial-production-1954-1959,,"pahlavi_industry_series/industrial_production_1954_1959.csv (commodity in {Cotton cloth, Woolen cloth, Jute cloth, Silk cloth})",new,,1954/55-1958/59,"Physical cloth output in million metres -- a different metric from iran_automotive_textile_series/textile_sector_pahlavi_to_2002.csv's spindle-count/employment/cotton-tonnage series, but the same broad topic; cross-reference both when charting the textile sector. Cotton cloth output nearly doubled 1957/58-1958/59 alone (63.0 -> 107.0 million metres)."
iran_cigarette_production_1954_1959,Cigarette Production,Industry / Light Manufacturing,pahlavi-era-primary-extraction:wb1960-industrial-production-1954-1959,"specialty_goods_series/tobacco_monopoly_1890_1995.csv (not yet registry-staged, covers tobacco LEAF/cultivation, not manufactured cigarettes)",pahlavi_industry_series/industrial_production_1954_1959.csv (commodity=Cigarettes),new,,1954/55-1958/59,Manufactured cigarette output (million units) under the Dokhaniyat state tobacco monopoly -- distinct product stage from the existing tobacco-leaf-cultivation figures in specialty_goods_series.
iran_misc_light_manufacturing_output_1954_1959,"Miscellaneous Light Manufacturing Output (Matches, Soap, Rubber Shoes, Glass, Soft Drinks)",Industry / Light Manufacturing,pahlavi-era-primary-extraction:wb1960-industrial-production-1954-1959,,"pahlavi_industry_series/industrial_production_1954_1959.csv (commodity in {Matches, Soap, Rubber shoes, Glass, Soft drinks})",new,,1954/55-1958/59,"5 minor commodities bundled into one chart entry rather than 5 separate entries, given their thin 5-year single-table snapshot nature -- rubber shoes shows the most dramatic growth (0.6 -> 8.2 million pairs, +1,267%) reflecting early import-substitution success in that specific product."
iran_industry_import_dependence_1970,"Industrial Import Dependence — Share of Imported Inputs in Sales Value, by Product",Industry / Light Manufacturing,pahlavi-era-primary-extraction:wb1970-industry-import-dependence,,pahlavi_industry_series/industry_import_dependence_1970.csv,new,,circa 1969-1970 (single cross-section),33 products across 5 categories -- a rare pre-revolution import-substitution-progress snapshot with no equivalent anywhere else in this project's holdings.
iran_isfahan_steel_mill_idro_capital_goods_narrative_1972,Isfahan Steel Mill (Aryamehr/NISC) & IDRO Capital-Goods Plants — Construction & Financing Narrative,Industry / Heavy Manufacturing,pahlavi-era-primary-extraction:wb1972industrial-isfahan-steel-and-idro-capital-goods,"usgs-minerals-yearbook (commodity-narrative-highlights, corroborating capacity figures)",pahlavi_industry_series/isfahan_steel_idro_capital_goods_1972.csv,new,,1972 report describing construction staged through the late 1970s,"QUALITATIVE/narrative, not a numeric time series -- not directly chartable, included in the registry as documentary context for the numeric Isfahan/steel figures in iran_crude_steel_production_1973_1980 and iran_pig_iron_production_1973_1980 above. Covers USSR barter financing, 3-stage capacity plan, and IDRO's 4 capital-goods plants (Arak aluminum/Reynolds, Arak heavy engineering, Tabriz machine tools/Czechoslovakia, Tabriz agricultural equipment/Romania)."
iran_gasoline_consumption_1955_1972,National Gasoline Consumption,Energy / Transport,pahlavi-era-primary-extraction:wb1962-gasoline-consumption-1955-1962,pahlavi-era-primary-extraction:wb1974-vehicle-registration-gasoline-1962-1972,pahlavi_industry_series/gasoline_consumption_1955_1962.csv + pahlavi_industry_series/vehicle_registration_gasoline_1962_1972.csv (metric=gasoline_consumption),new,,"1955/56-1972 (continuous, unit changes mid-series)","SPLICE: two files join at 1962 (first file ends 1961/62 at 645.0 million liters; second file begins 1962 at 4.22 million barrels -- UNIT CHANGES from liters to barrels between the two sources, not a data error; approximate conversion 1 barrel = 158.99 liters implies ~671 million liters for 1962, consistent with continued growth from 645.0 in 1961/62). No existing WDI chart_id covers gasoline consumption specifically (wdi__EG.USE.PCAP.KG.OE is total energy use per capita in oil-equivalent, a different and broader concept)."
iran_railways_freight_traffic_1953_1961,"Railways, Goods Transported (Freight Traffic)",Infrastructure (Transport),pahlavi-era-primary-extraction:wb1962-railways-freight-passenger-traffic-1953-1961,wdi,"pahlavi_industry_series/railways_freight_passenger_traffic_1953_1961.csv (freight_1000_tons, freight_million_ton_km)",extends,wdi__IS.RRS.GOOD.MT,"1953/54-1960/61 (WDI Iran coverage for the same indicator only starts 1995 -- 34-year gap, no connecting data found)","SAME unit as WDI's IS.RRS.GOOD.MT.K6 (million ton-km) -- genuine splice candidate, though with a large undocumented gap between this table's 1960/61 endpoint (2,145 million ton-km) and WDI's 1995 start. Also includes freight tonnage (1000 tons) which WDI does not track at all -- that column is additive beyond the pure time-extension."
iran_railways_passenger_traffic_1953_1961,"Railways, Passengers Carried (Passenger Traffic)",Infrastructure (Transport),pahlavi-era-primary-extraction:wb1962-railways-freight-passenger-traffic-1953-1961,wdi,"pahlavi_industry_series/railways_freight_passenger_traffic_1953_1961.csv (passengers_million, passenger_km_million)",extends,wdi__IS.RRS.PASG,"1953/54-1960/61 (WDI Iran coverage for the same indicator only starts 1995 -- 34-year gap, no connecting data found)","SAME unit as WDI's IS.RRS.PASG.KM (million passenger-km) -- genuine splice candidate, same 34-year gap caveat as the freight chart above. Shows a striking pre-WDI-era jump: passenger-km more than doubled from 443M (1956/57) to 995M (1957/58) then nearly doubled again to 1,961M by 1959/60."
iran_railways_income_expense_1953_1961,Iranian State Railways — Income & Expense Account,Infrastructure (Transport) / Government Finance,pahlavi-era-primary-extraction:wb1962-railways-income-expense-1953-1961,,pahlavi_industry_series/railways_income_expense_1953_1961.csv,new,,1953/54-1960/61,"Financial (revenue/expense/operating-balance, million rials), not physical-traffic -- a different concept from the two traffic-extends charts above and from anything WDI tracks for railways (WDI has no railway-agency financial-performance indicator). Operating margin compresses from ~35% to ~26% of revenue across the period as expenses outgrow revenue growth."
iran_vehicle_registration_by_type_1955_1972,"Road Vehicle Registration by Type (Cars, Buses, Trucks, Motorcycles)",Infrastructure (Transport),pahlavi-era-primary-extraction:wb1962-road-vehicle-registration-1955-1961,pahlavi-era-primary-extraction:wb1974-vehicle-registration-gasoline-1962-1972,pahlavi_industry_series/road_vehicle_registration_1955_56_vs_1960_61.csv + pahlavi_industry_series/vehicle_registration_gasoline_1962_1972.csv (vehicle-count metrics),new,,"1955/56, 1960/61, then continuous 1962-1972","SPLICE: two-point comparison (1955/56: 64,123 total; 1960/61: 148,375 total) joins cleanly into the continuous annual series (1962: 149,900 total -- consistent with the 1960/61 endpoint). No existing WDI chart_id covers Iran vehicle registration/fleet counts at all (confirmed: wdi__IS.VEH.NVEH.P3/PCAR.P3/TOTL.P3 all have ZERO Iran observations in this project's harmonized WDI data -- genuinely new topic, not an extends case, despite the conceptual similarity to a 'vehicles per capita' indicator WDI does define elsewhere."
iran_automotive_national_vehicle_production_1970_2018,National Motor Vehicle Production (incl. Paykan/Iran Khodro Milestones),Industry / Automotive,iran-automotive-industry:khodro-paykan-production-history,pahlavi-era-primary-extraction:wb1972industrial-isfahan-steel-and-idro-capital-goods (Paykan price-competitiveness cross-reference),iran_automotive_textile_series/automotive_paykan_national_production_1967_2018.csv,new,,1970-2005 (production counts) + milestone events to 2018,"PRODUCTION (manufacturing output), distinct from the vehicle REGISTRATION/fleet-count chart above (iran_vehicle_registration_by_type_1955_1972) -- a stock-vs-flow distinction, kept as separate charts. Shows the Iran-Iraq War-era collapse (1990: 44,665 vs 1980: 161,000) and post-war recovery to 817,200 by 2005. Mostly secondary-sourced (Wikipedia) -- see automotive/textile series README caveats for the one flagged unresolved discrepancy (1979 Paykan-only estimate vs 1980 industry-wide total, not directly comparable)."
iran_textile_sector_capacity_employment_1923_2002,"Textile Sector Capacity, Employment & Cotton Production",Industry / Textiles,iran-textile-industry:pahlavi-era-textile-sector-overview,pahlavi-era-primary-extraction:wb1972industrial-isfahan-steel-and-idro-capital-goods (1972 price-competitiveness cross-reference),iran_automotive_textile_series/textile_sector_pahlavi_to_2002.csv,new,,1923-2002,"Spindle/loom counts, factory counts, sector employment, and raw cotton production (metric tons) -- a capacity/input-side view of the textile sector, distinct from the physical cloth-OUTPUT-in-metres chart (iran_textile_cloth_output_by_fiber_1954_1959) above; the two should be read together, not conflated. Mostly secondary-sourced (Encyclopaedia Iranica via a working mirror, canonical iranicaonline.org domain blocks direct fetch) -- see automotive/textile series README caveats."
