chart_id,title,category,primary_source,alt_sources,underlying_codes,status,extends_chart_id,time_range,notes
iran_census__tehran_city_population_growth_1956_1972,"Tehran City Population, Household Size & National Primacy Share (1956-1972)",Demographics & Population,world-bank-archives-iran,,iran_census_demographics_series/wb_archives_population_demographic_citations_1956_1982.csv (metrics containing 'Tehran'),new,,1956-1972,"City-level data for Tehran specifically (population, annual growth rate 6.6%/yr 1956-1966, national population share, households, persons/household, city-size-tier breakdown of the urban hierarchy). WDI has no sub-national/city-level population series for Iran at all -- this is a genuinely new granularity, not an extension of the national urbanization chart."
iran_census__wb_archives_labor_force_by_sex_1956_1972,Economically Active Population & Labor Force Participation by Sex (1956-1972),Labor & Employment,world-bank-archives-iran,,"iran_census_demographics_series/wb_archives_population_demographic_citations_1956_1982.csv (metrics: active population by sex, labor force participation rate by sex, unemployment rate by sex)",extends,wdi__SL.TLF.CACT,1956-1972,"Male/female labor force participation rate (age 10+) and unemployment rate at 1956 and 1966 censuses plus a 1972 Plan Organization projection. WDI's SL.TLF.CACT family for Iran only starts 1990 -- this adds 34 years of pre-WDI depth. Complements (does not duplicate) iran_disasters_regional_series/employed_population_by_gender_1966_2011.csv (staged separately below), which starts a decade later at 1966; this row's 1956 data point is the earliest labor-force-by-sex figure in the whole project. The 1956/1966 sectoral (agriculture/industry/services) breakdown recorded alongside these same rows is NOT separately registered here -- it duplicates, at coarser 2-year resolution, the fuller 1956-2011 annual series staged as iran_disasters__employed_persons_by_sector_1956_2011 below; noted there as a cross-validation source instead of a standalone chart."
iran_census__population_growth_national_province_2006_2011,"Population & Average Annual Growth Rate, National + by Province (2006 vs. 2011 Census)",Demographics & Population,sci-iran-census,,iran_census_demographics_series/national_and_provincial_summary_2011_census.csv (Table 1 - Population Changes; Table 9 - Population & Growth by Province),extends,wdi__SP.POP,2006-2011,National 2006/2011 population + growth rate (Table 1) and the same broken out for all 31 provinces (Table 9). WDI's SP.POP.TOTL has no provincial breakdown at all for Iran -- province-level granularity is the genuine value-add here; the national totals themselves duplicate WDI's existing 2006/2011 coverage.
iran_census__urban_rural_household_indicators_2011,Household Size & Sex Share by Urban/Rural Residence (2011 Census),Demographics & Population,sci-iran-census,,iran_census_demographics_series/national_and_provincial_summary_2011_census.csv (Table 2 - Population Indicators by Urban/Rural),new,,2011,Average household size and male/female share of population split by urban/rural residence. WDI carries no household-size indicator for Iran at all.
iran_census__population_by_religion_2011,Population by Religion (2011 Census),Demographics & Population,sci-iran-census,,iran_census_demographics_series/national_and_provincial_summary_2011_census.csv (Table 3 - Population by Religion),new,,2011,"Muslim/Christian/Jewish/Zoroastrian/other/undeclared counts, the only religion-disaggregated population breakdown anywhere in this project. No WDI or FAOSTAT equivalent exists."
iran_census__population_by_nationality_citizenship_2006_2016,"Population by Citizenship/Nationality (Iranian vs. Afghan/Iraqi/Pakistani/Turkish/Other), 2006-2016",Migration,sci-iran-census,,"iran_census_demographics_series/national_and_provincial_summary_2011_census.csv (Table 4 - Population by Citizenship) + national_summary_2016_census.csv (Population by nationality, 2006-2016 table)",new,,2006-2016,"Two census bulletins' citizenship/nationality breakdown combined into one chart concept (same underlying question, 2011 cross-section + 2006-2016 trend). Distinct from wdi__SM.POP (net migration / migrant stock, a single aggregate flow number) -- this gives the actual resident-population breakdown by nationality, which WDI does not carry for Iran."
iran_census__population_age_structure_2011,"Population by 5-Year Age Group, National Cross-Section (2011 Census)",Demographics & Population,sci-iran-census,,"iran_census_demographics_series/national_and_provincial_summary_2011_census.csv (Table 5 - Population by Age Group, 18 bands)",extends,wdi__SP.POP,2011,"18 five-year age bands, both-sexes total, single cross-section. WDI carries the same concept as many separate single-band indicators (SP.POP.0004.MA/FE.5Y etc., each its own chart_id) -- no single WDI chart_id bundles the full age pyramid the way this census table does, so this is registered as one extension of the broad population chart rather than 18 separate rows."
iran_census__housing_tenure_type_2006_2016,"Housing Tenure Type, National (2006-2016)",Demographics & Population,sci-iran-census,,"iran_census_demographics_series/national_and_provincial_summary_2011_census.csv (Table 6 - Housing Tenure Type) + national_summary_2016_census.csv (Household tenure type, 2006-2016 table)",new,,2006-2016,"Owned/rented/free-of-charge/in-lieu-of-services/other tenure shares, combined across both census bulletins into one chart concept. No WDI housing-tenure indicator exists for Iran."
iran_census__population_density_by_province_2011,Population Density by Province (2011 Census),Environment,sci-iran-census,,iran_census_demographics_series/national_and_provincial_summary_2011_census.csv (Table 13 - Population Density by Province),extends,wdi__EN.POP,2011,Land area and population density (persons/km2) for all 31 provinces. WDI's EN.POP.DNST is a single national figure -- province-level density is new granularity extending that concept.
iran_census__sex_ratio_by_province_2011,Sex Ratio (Males per 100 Females) by Province (2011 Census),Demographics & Population,sci-iran-census,,iran_census_demographics_series/national_and_provincial_summary_2011_census.csv (Table 14 - Sex Ratio by Province),new,,2011,"General population sex ratio by province. Distinct from wdi__SP.POP.BRTH (sex ratio AT BIRTH, a different demographic concept) -- no WDI indicator gives general population sex ratio by province for Iran."
iran_census__urbanization_rate_by_province_2011,Urbanization Rate by Province (2011 Census),Demographics & Population,sci-iran-census,,iran_census_demographics_series/national_and_provincial_summary_2011_census.csv (Table 15 - Urbanization Rate by Province),extends,wdi__SP.URB.TOTL.IN,2011,Province-level urbanization rate. WDI's SP.URB.TOTL.IN.ZS is national only -- province breakdown is the value-add.
iran_census__household_size_by_province_2011,Average Household Size by Province (2011 Census),Demographics & Population,sci-iran-census,,iran_census_demographics_series/national_and_provincial_summary_2011_census.csv (Table 18 - Average Household Size by Province),new,,2011,"Province-level average household size, 31 provinces. No WDI equivalent (WDI has no household-size indicator for Iran at any granularity)."
iran_census__population_household_trends_1986_2016,"Population, Household & Sex-Ratio Trends, National (1986-2016) + Increase by Intercensal Period",Demographics & Population,sci-iran-census,,iran_census_demographics_series/national_summary_2016_census.csv (Population & household trends 1986-2016 table; Population increase by period 1956-2016 table),extends,wdi__SP.POP,1956-2016,"National population/household/sex-ratio trend across 5 census years, plus absolute and annualized population increase for each intercensal period back to 1956. WDI's SP.POP.TOTL already covers 1960 onward at national level; the households/sex-ratio companion series and the pre-1960-anchored 1956 intercensal-increase figure are the genuine additions."
iran_census__household_development_by_residence_1976_2016,Households & Average Household Size by Urban/Rural Residence (1976-2016),Demographics & Population,sci-iran-census,,iran_census_demographics_series/national_summary_2016_census.csv (Household development by residence 1976-2016 table),new,,1976-2016,Longitudinal urban/rural household-count and household-size trend. No WDI household-size indicator exists for Iran.
iran_census__population_age_structure_broad_1986_2016,"Population Age Structure, Broad Groups (0-14 / 15-29 / 30-64 / 65+), 1986-2016",Demographics & Population,sci-iran-census,,"iran_census_demographics_series/national_summary_2016_census.csv (Population age structure, major groups, 1986-2016 table)",extends,wdi__SP.POP.0014,1986-2016,"% share in each of 4 broad age bands across 5 census years. Closely parallels WDI's broad-band age-share indicators (SP.POP.0014.TO.ZS, SP.POP.1564.TO.ZS, SP.POP.65UP.TO.ZS -- WDI splits 15-64 as one band, this table splits it into 15-29/30-64), which WDI already covers annually for these years; the value-add is the census-anchored cross-check at exact census years plus the 15-29/30-64 sub-split WDI doesn't carry."
iran_census__mean_median_age_by_residence_2006_2016,Mean & Median Age of Population by Urban/Rural Residence (2006-2016),Demographics & Population,sci-iran-census,,iran_census_demographics_series/national_summary_2016_census.csv (Mean age of population by residence table; Median age of population by residence table),new,,2006-2016,"No WDI mean-age or median-age indicator exists for Iran at all (WDI carries age-band shares, not a single summary mean/median-age statistic), let alone split by residence."
iran_census__marital_status_2006_2016,Population Aged 10+ by Marital Status and Sex (2006-2016),Demographics & Population,sci-iran-census,,"iran_census_demographics_series/national_summary_2016_census.csv (Population aged 10+ by marital status, 2006-2016 table)",new,,2006-2016,Married/never-married/widowed/divorced/unstated shares by sex across 3 census years. No WDI marital-status indicator exists for Iran.
iran_census__literacy_rate_2006_2016,"Literacy Rate by Province and by Age Cohort (6+ and 10-49), 2006-2016",Education,sci-iran-census,,"iran_census_demographics_series/national_summary_2016_census.csv (Literacy rate (age 6+) by province, 2006-2016 table; Literacy rate (age 10-49), 2006-2016 table)",extends,wdi__SE.ADT.LITR,2006-2016,"WDI's SE.ADT.LITR.ZS for Iran runs 1976-2023 at national level only -- these census tables add province-level detail (absent from WDI entirely) and an age-10-49 cohort variant, both new granularity even though the national headline years overlap WDI's existing coverage."
iran_census__provincial_growth_rate_2011_2016,Average Annual Population Growth Rate by Province (2011-2016),Demographics & Population,sci-iran-census,,"iran_census_demographics_series/national_summary_2016_census.csv (Average annual growth rate by province, 2011-2016 table)",extends,wdi__SP.POP,2011-2016,"Province-level growth rate for the 2011-2016 intercensal period, complementing the iran_census__population_growth_national_province_2006_2011 row above (2006-2011 period) with the following intercensal window from the same bulletin series."
iran_census__provincial_population_1956_1972,"Provincial Population, 1956 & 1966 Censuses + 1967-1972 Intercensal Estimates",Demographics & Population,world-bank-archives-iran,,iran_census_demographics_series/provincial_population_1956_1972.csv,extends,wdi__SP.POP,1956-1972,"Province/governorate-level population, reshaped wide-to-long from WB 1974 Statistical Appendix Table 1.1. WDI has no province breakdown ever for Iran, and the 1956/1966/1967 points predate WDI's 1960 start -- genuine pre-WDI, sub-national depth extension. Source footnote: province totals don't sum exactly to the national total (independent province-by-province projection basis), preserved as printed."
iran_census__provincial_age_sex_residence_2011,Population by Province x 5-Year Age Group x Sex x Residence (2011 Census),Demographics & Population,sci-iran-census,,iran_census_demographics_series/provincial_age_sex_residence_2011_census.csv,extends,wdi__SP.POP,2011,"7,548-row full cross-tabulation (31 provinces x age bands x sex x Total/Urban/Rural/Unsettled residence), extracted from 31 separate provincial source files. Sums reconcile exactly to the national 75,149,669 total. This is the single most granular demographic cross-section in the whole project; WDI has no province-level data for Iran at any granularity, so this is a major extension of the population chart family rather than any single existing WDI chart_id."
iran_census__provincial_age_sex_2016,Population by Province x 5-Year Age Group x Sex (2016 Census),Demographics & Population,sci-iran-census,,iran_census_demographics_series/provincial_age_sex_2016_census.csv,extends,wdi__SP.POP,2016,"1,440-row province x age-band x sex cross-tabulation, the 2016-census companion to the 2011 file above (no residence/urban-rural split at this vintage). Includes the corrected Kerman/Kermanshah mislabeling fix documented in this folder's README (raw source itself labeled both provinces' rows 'Kermanshah'; fixed on the way in per bookkeeping.md, raw file left untouched)."
iran_census__provincial_population_households_2016,"Population & Households by Province, incl. Urban/Rural/Unsettled Split (2016 Census)",Demographics & Population,sci-iran-census,,iran_census_demographics_series/provincial_population_households_2016_census.csv,extends,wdi__SP.POP,2016,"National + 31-province population, households, sex split, and urban/settled-rural/unsettled breakdown. Sums reconcile exactly to national totals (79,926,270 persons; 24,196,035 households). Deliberately excludes ~1,800 rows of shahrestan (sub-province) detail present in the raw file (kept for a future deeper pass, per README)."
pahlavi_hh__expenditure_shares_by_category_1965_1971,"Household Expenditure Composition, % Shares by Category, Urban & Rural (1965-1971)",Household Consumption & Expenditure,pahlavi-era-primary-extraction,,pahlavi_household_consumption_series/expenditure_composition_shares_1965_1971.csv,new,,1965-1971,"World Bank 1974 Statistical Appendix Table 9.2: food/tobacco, housing, clothing, education, recreation, etc. as % of total household expenditure, urban vs. rural, plus households-surveyed sample sizes. No WDI, FAOSTAT, or WID.world equivalent -- pre-HEIS-microdata-era household budget survey detail unique to this project."
pahlavi_hh__expenditure_levels_rials_1965_1971,"Household Expenditure Levels, Rials/Month/Household by Category (1965-1971)",Household Consumption & Expenditure,pahlavi-era-primary-extraction,,pahlavi_household_consumption_series/expenditure_levels_rials_1965_1971.csv,new,,1965-1971,"Companion table to the shares file above (WB 1974 Table 9.1), same survey, absolute rial values instead of %. Note: 1965-1967 urban figures are Bank Markazi Iran (BMI) data rather than SCI data, a methodological break flagged in the source's own footnote and carried into the file's notes column."
pahlavi_hh__expenditure_distribution_by_bracket_1971,"Households by Monthly Expenditure Bracket, Urban/Rural/Total (1971)",Household Consumption & Expenditure,pahlavi-era-primary-extraction,,pahlavi_household_consumption_series/expenditure_distribution_by_bracket_1971.csv,new,,1971,"% of households in each expenditure bracket (Rls <2,000 to 30,000+), a household-level inequality proxy. Distinct from data/processed/inequality_wid_world.csv's top-income-share series per this folder's own README (different unit of analysis: household expenditure brackets vs. individual/adult pre-tax income shares) -- not an extension of any wid__ chart_id. Source itself labels this 'Mission estimates' (WB mission's own tabulation from SCI survey microdata, once removed from a directly-published SCI table)."
pahlavi_hh__dairy_consumption_supply_1972_1977,"Dairy Product Consumption (High/Low-Value Split, Fat-Equivalent Basis) & Livestock Supply (1972, 1977p)",Household Consumption & Expenditure,pahlavi-era-primary-extraction,,pahlavi_household_consumption_series/dairy_consumption_supply_1972_1977.csv,new,,1972-1977,"High-value (fresh milk, urban yogurt, cream, powdered milk) vs. low-value (rural yogurt, cheese, butter, butter-oil) dairy products on a common fat-equivalent basis, plus livestock head counts (cow/goat/sheep/buffalo) on the supply side. Loosely related to faostat__Milk - Excluding Butter__consumption and 'faostat__Butter, Ghee__consumption' but not set as extends_chart_id -- FAOSTAT has no fat-equivalent unit conversion, no high/low-value product split, and no supply-side livestock-head data bundled with consumption the way this WB table does; a genuinely different chart structure, not a unit-variant of the same series. 1977 values are the source's own 1974-report projections, not realized outcomes (see file's own notes column) -- do not chart as historical fact."
pahlavi_hh__food_demand_actual_projected_1972_1982,"Food Demand, Actual (1972) & Projected Low/High Scenarios (1977, 1982), by Commodity",Household Consumption & Expenditure,pahlavi-era-primary-extraction,,pahlavi_household_consumption_series/food_demand_actual_and_projected_1972_1982.csv,new,,1972-1982,"Rural/urban/total demand for wheat, red/white meat, rice, sugar, vegetable oil, eggs, pulses, dairy, and feedgrains. Only the 1972 column is actual demand; 1977/1982 are explicit 1974-vintage World Bank mission forecasts under stated expenditure/population-growth assumptions (recorded per-row) -- the chart concept itself (a demand-projection SCENARIO table, not an observed-outcome series) is what's new, distinct from FAOSTAT's per-commodity actual-consumption charts even though the same commodities appear in both; not registered as 'extends' any single faostat__*__consumption chart_id since the scenario/forecast structure doesn't map onto a continuation of an actual observed time series. Directly complements FAOSTAT FBS (starts 1961, no Iran-specific demand-projection scenarios)."
pahlavi_hh__wheat_consumption_index_1955_1958,"Wheat Per-Capita Consumption Index (1954/5=100), Solar Years 1955/56-1957/58",Household Consumption & Expenditure,pahlavi-era-primary-extraction,,pahlavi_household_consumption_series/per_capita_consumption_index_1955_1958.csv (item=wheat),extends,faostat__Wheat and products__consumption,1955-1958,"Earliest per-capita wheat consumption figure in this project, 3-6 years before FAOSTAT FBSH starts (1961). Index number (1954/5=100), not an absolute quantity -- unit differs from FAOSTAT's kg/capita/yr, but the underlying question (per-capita wheat consumption trend) is the same chart concept, so registered as a pre-1961 depth extension rather than a new chart."
pahlavi_hh__sugar_consumption_index_1955_1958,"Sugar Per-Capita Consumption Index (1954/5=100), Solar Years 1955/56-1957/58",Household Consumption & Expenditure,pahlavi-era-primary-extraction,,pahlavi_household_consumption_series/per_capita_consumption_index_1955_1958.csv (item=sugar),extends,faostat__Sugar & Sweeteners__consumption,1955-1958,"Same index methodology as the wheat row above, applied to sugar. Matched to the general 'Sugar & Sweeteners' FAOSTAT consumption chart as the closest concept -- FAOSTAT actually carries four separate sugar-related consumption chart_ids (Sugar & Sweeteners / Sugar (Raw Equivalent) / Sugar Crops / Sugar cane); this pre-1961 index doesn't specify refined vs. raw vs. crop-equivalent, so the match is approximate -- flagged for a future agent to refine if the specific FAOSTAT sugar sub-chart matters."
pahlavi_hh__tea_consumption_index_1955_1958,"Tea Per-Capita Consumption Index (1954/5=100), Solar Years 1955/56-1957/58",Household Consumption & Expenditure,pahlavi-era-primary-extraction,,pahlavi_household_consumption_series/per_capita_consumption_index_1955_1958.csv (item=tea),extends,faostat__Tea (including mate)__consumption,1955-1958,"Same index methodology as the wheat row above, applied to tea."
pahlavi_hh__nonfood_consumption_index_1955_1958,"Non-Food & Aggregate Per-Capita Consumption Index (Tobacco, Textiles, Cement, Electricity, Kerosene, Agricultural Products), 1955-1958",Household Consumption & Expenditure,pahlavi-era-primary-extraction,,"pahlavi_household_consumption_series/per_capita_consumption_index_1955_1958.csv (item in {tobacco, textiles, cement, electricity, kerosene, agricultural_products})",new,,1955-1958,"Remaining 6 items from the same 1955-1958 index table that have no FAOSTAT food-consumption counterpart (tobacco is non-food; textiles/cement/electricity/kerosene are industrial & energy usage indices; 'agricultural_products' is an aggregate index, not a single commodity). Bundled as one chart-registry row since they share the same source table and index methodology (1954/5=100) rather than being genuinely separable time series in their own right at this sparse 3-year depth."
iran_disasters__significant_earthquakes_1956_2023,"Significant Earthquakes: Location, Magnitude, Deaths, Injuries, Housing & Economic Damage (1956-2023)",Natural Disasters,noaa-ncei,,iran_disasters_regional_series/significant_earthquakes_1956_2023.csv,new,,1956-2023,"36 quantified-damage events from NOAA NCEI's Significant Earthquake Database, including all 5 well-known major Iranian earthquakes (Buin Zahra 1962, Tabas 1978, Manjil-Rudbar 1990, Bam 2003, Kermanshah 2017). No natural-disaster chart concept exists anywhere in CHART_REGISTRY.csv -- entirely new topic for the project."
iran_disasters__gold_price_divorce_rate_descriptive_stats_1980_2014,"Divorce Rate, Real Gold-Coin Price & Related Covariates: Descriptive Statistics (1980-2014)",Social Statistics (Marriage & Vital Registration),farzanegan-gholipour-2018,,iran_disasters_regional_series/gold_price_divorce_rate_study.csv,new,,1980-2014,"AMBIGUOUS / flagged: this is NOT a year-by-year time series -- it's an econometric study's descriptive statistics (mean/min/max/std-dev) for divorce rate, real gold-coin price, female literacy, social globalization index, and GDP-per-capita growth, plus one narrative fact (marriage age rising 24->27, 1986-2011). Registered as its own row because it's the only source in the project linking gold price to divorce rate, but it cannot be charted as a conventional line/bar time series without the underlying Figure 1 data (not text-extractable per this folder's own README) -- a future agent may want to treat this as a footnote/citation rather than a first-class chart."
iran_disasters__mean_age_at_first_marriage_1966_2006,"Mean Age at First Marriage by Sex, Urban/Rural/Total (6 Census Years, 1966-2006)",Social Statistics (Marriage & Vital Registration),iran-data-portal,,iran_disasters_regional_series/mean_age_at_first_marriage_1966_2006.csv,new,,1966-2006,"Hajnal's-method mean age at first marriage. No WDI indicator for age-at-marriage exists for Iran. Thematically related to iran_census__marriage_migration_patterns_1956_1991 (staged above, narrower 1956/1991 data points from Encyclopaedia Iranica) -- these two rows should be cross-referenced/considered for a future merge but are kept separate here since they come from different primary sources and cover different year sets."
iran_disasters__registered_marriages_divorces_1991_2006,"Registered Marriages & Divorces, National Annual (1991-2006) + All Provinces (2006)",Social Statistics (Marriage & Vital Registration),iran-data-portal,,iran_disasters_regional_series/registered_marriages_divorces_1991_2006.csv,new,,1991-2006,"Civil Registration Organization data via Iran Data Portal. No WDI marriage/divorce indicator exists for any country in this project's WDI extract. Several years carry a 'Revised figures' footnote flag (1991, 2001, 2005) preserved but not resolved, per the source."
iran_disasters__registered_births_by_sex_1991_2006,"Registered Births by Sex, National Annual (1991-2006) + All Provinces (2006)",Demographics & Population,iran-data-portal,,iran_disasters_regional_series/registered_births_by_sex_1991_2006.csv,new,,1991-2006,"Civil-registration birth counts by sex, distinct from wdi__SP.DYN.CBRT (a crude birth RATE per 1,000 population, not a sex-disaggregated administrative count) -- not registered as an extension of that chart since the unit and data-generating process differ (registration counts vs. modeled/survey rate)."
iran_disasters__settled_unsettled_population_by_province_2006,Settled-Urban / Settled-Rural / Unsettled Population & Households by Province (2006 Census),Demographics & Population,iran-data-portal,,iran_disasters_regional_series/settled_unsettled_population_by_province_2006.csv,extends,wdi__SP.POP,2006,"All 30 provinces + national, sums reconcile exactly to the national 2006 total (70,495,782), independently cross-checked against iran_census_demographics_series/national_and_provincial_summary_2011_census.csv Table 1. WDI has no province or settlement-type breakdown for Iran."
iran_disasters__labor_force_participation_rate_urban_rural_2005_2014,"Labor Force Participation Rate by Sex, Urban/Rural/Total, Annual (2005-2014)",Labor & Employment,iran-data-portal,,iran_disasters_regional_series/labor_force_participation_rate_2005_2014.csv,extends,wdi__SL.TLF.CACT,2005-2014,"WDI's SL.TLF.CACT family for Iran starts 1990 and gives no urban/rural split at all -- this national-estimate series (from SCI, not modeled ILO estimates) adds the urban/rural breakdown WDI never carries, for years that otherwise overlap WDI's own coverage."
iran_disasters__employed_by_occupation_gender_2005_2013,"Employed Persons by Occupation Category x Sex x Urban/Rural/Total, Annual (2005-2013)",Labor & Employment,iran-data-portal,,iran_disasters_regional_series/labor_force_by_occupation_and_gender_2005_2013.csv,new,,2005-2013,"891 rows: 11 occupation categories (not economic sectors) x sex x residence, annual. WDI has no occupation-level employment breakdown for Iran (its SL.* indicators are sector- or aggregate-level, never occupation-level) -- genuinely new granularity."
