chart_id,title,category,primary_source,alt_sources,underlying_codes,status,extends_chart_id,time_range,notes
iran_census1996__school_enrollment_by_age_group,"School Enrollment (% in Education) by Age Group x Sex x Urban/Rural/Non-Resident, 1996 Census",Education,sci-amar-via-iran-census-historical,,iran_census_demographics_series/census1996_school_enrollment_by_age_group.csv,new,,1375 SH (1996),No existing Iran chart for school-enrollment-by-age-band at this granularity; complements WDI's aggregate gross/net enrollment ratios for Iran with a 1996 age x sex x residence cross-tabulation.
iran_census1996__activity_status_by_residence_sex,"Population by Activity/Employment Status (Employed/Unemployed/Student/Homemaker/Other), 1996 Census",Labor & Employment,sci-amar-via-iran-census-historical,,iran_census_demographics_series/census1996_activity_status_by_residence_sex.csv,new,,1375 SH (1996),"Distinct concept from labor-force PARTICIPATION rate (iran_disasters__labor_force_participation_rate_urban_rural_2005_2014) -- this is the full activity-status distribution (including student/homemaker/other categories) for the whole population, not just the labor-force-eligible share. Hierarchical sub-categories flagged in notes (do not double-count when summing)."
iran_unctad_maritime__facts_snapshot_2024,"Maritime & Trade Facts Snapshot: Fleet, Ports, Seafarers (2024)",Maritime & Shipping,unctad-maritime,,unctad_maritime_series/iran_maritime_snapshot_2024.csv,new,,2024,"First Iran-specific UNCTAD Maritime Country Profile extraction in this project (10 comparator-country profiles already downloaded but unextracted, noted as future work in the file's own README)."
iran_unctad_maritime__merchandise_trade_2005_2024,"Merchandise Exports, Imports & Trade Balance (UNCTAD, 2005-2024 selected years)",Trade (Goods),unctad-maritime,,unctad_maritime_series/iran_merchandise_trade_2005_2024.csv,new,,"2005, 2010, 2015, 2024","UNCTAD's own compiled merchandise trade series for Iran; sparse selected years as published in the Maritime Country Profile (not a project-imposed subsample). Likely conceptually overlaps WDI's own trade-value indicators for Iran -- kept as new pending a future cross-source dedup pass, since it arrives bundled with the maritime-specific tables in the same source document at effectively zero extra fetch cost."
iran_unctad_maritime__transport_services_trade_2005_2024,"Trade in Transport Services: Export Share by Category & Values (UNCTAD, 2005-2024 selected years)",Maritime & Shipping,unctad-maritime,,unctad_maritime_series/iran_transport_services_trade_2005_2024.csv,new,,"2005, 2010, 2015 (2024 mostly unavailable)","No existing Iran chart for transport-services trade breakdown (distinct from merchandise trade); 2024 column mostly blank in the source itself (not publishable), not an extraction gap."
iran_unctad_maritime__national_fleet_by_type_2005_2024,"National-Flag Merchant Fleet Carrying Capacity by Ship Type (UNCTAD/Clarksons, 2005-2024 selected years)",Maritime & Shipping,unctad-maritime,,unctad_maritime_series/iran_national_fleet_by_type_2005_2024.csv,new,,"2005, 2010, 2015, 2024","Oil tankers, bulk carriers, general cargo, container ships by DWT -- no existing Iran fleet-composition chart in this project; directly relevant given Iran's sanctions-era reliance on its own tanker fleet for oil exports."
bgs_extend__iran_chromite_production_1961_1980,BGS World Mineral Statistics 1970-74 cross-check: Chrome Ore (Chromite),Mining & Minerals Production,bgs-world-mineral-statistics,usgs-minerals-yearbook,iran_mining_series/bgs_wms_iran_crosscheck_1970_1974.csv (commodity='Chrome Ore'),extends,iran_chromite_production_1961_1980,1970-1974,"220000/200000/140000/140000/140000 t (1970-74, all marked estimated). Independent BGS 1970-74 cross-check against USGS. GENUINE UNRESOLVED DISAGREEMENT with USGS on 1970/1974 values (BGS ~1.8x higher some years) -- investigated for a reconciling footnote this round, none found; both sources flag their own Iran chromite figures as estimates for every year, which explains but does not resolve the divergence. Both numbers preserved, not resolved to a winner."
bgs_extend__iran_lead_production_by_stage_1961_1980,"BGS World Mineral Statistics 1970-74 cross-check: Lead (mine output, metal content)",Mining & Minerals Production,bgs-world-mineral-statistics,usgs-minerals-yearbook,iran_mining_series/bgs_wms_iran_crosscheck_1970_1974.csv (commodity='Lead'),extends,iran_lead_production_by_stage_1961_1980,1970-1974,"22940/29937/30000/32000/42000 t (1970-74). Independent BGS cross-check -- closely agrees with USGS for all 5 years (1970 matches exactly: 22,940 t both sources), a reassuring cross-validation."
bgs_extend__iran_barite_production_1961_1980,BGS World Mineral Statistics 1970-74 cross-check: Barium Minerals (Barite),Mining & Minerals Production,bgs-world-mineral-statistics,usgs-minerals-yearbook,iran_mining_series/bgs_wms_iran_crosscheck_1970_1974.csv (commodity='Barium Minerals'),extends,iran_barite_production_1961_1980,1970-1974,60219/60000/80000/80000/115000 t (1970-74). NEW 1970-74 data point (barite not present in the existing USGS-derived Iran mineral file's raw extraction) -- BGS is the only source for these specific years in this project.
bgs_extend__iran_coal_production_1961_1980,BGS World Mineral Statistics 1970-74 cross-check: Coal (bituminous),Mining & Minerals Production,bgs-world-mineral-statistics,usgs-minerals-yearbook,iran_mining_series/bgs_wms_iran_crosscheck_1970_1974.csv (commodity='Coal'),extends,iran_coal_production_1961_1980,1970-1974,"323000/400000/1000000/1000000/1200000 t (1970-74). NEW 1970-74 data point -- coal not present in the existing USGS-derived Iran mineral file's raw extraction. Shows a striking ~3.7x jump from 1971 (400,000t) to 1972 (1,000,000t)."
bgs_extend__iran_gypsum_production_1968_1980,BGS World Mineral Statistics 1970-74 cross-check: Gypsum,Mining & Minerals Production,bgs-world-mineral-statistics,usgs-minerals-yearbook,iran_mining_series/bgs_wms_iran_crosscheck_1970_1974.csv (commodity='Gypsum'),extends,iran_gypsum_production_1968_1980,1970-1974,"2,099,980/2,250,000/2,400,000/2,400,000/2,400,000 t (1970-74). Independent BGS cross-check against the existing 1968-1980 USGS-derived gypsum series -- see iran_mining_series/README.md for direct year-by-year comparison."
bgs_extend__iran_manganese_ore_production_1961_1980,"BGS World Mineral Statistics 1970-74 cross-check: Manganese Ore (gross weight, ~34% Mn)",Mining & Minerals Production,bgs-world-mineral-statistics,usgs-minerals-yearbook,iran_mining_series/bgs_wms_iran_crosscheck_1970_1974.csv (commodity='Manganese Ore'),extends,iran_manganese_ore_production_1961_1980,1970-1974,9100/12300/9700/22000/30000 t (1970-74). NEW 1970-74 data point -- manganese not present in the existing USGS-derived Iran mineral file's raw extraction.
bgs_extend__iran_salt_production_1961_1980,BGS World Mineral Statistics 1970-74 cross-check: Salt,Mining & Minerals Production,bgs-world-mineral-statistics,usgs-minerals-yearbook,iran_mining_series/bgs_wms_iran_crosscheck_1970_1974.csv (commodity='Salt'),extends,iran_salt_production_1961_1980,1970-1974,350000/390000/400000/350000/400000 t (1970-74). NEW 1970-74 data point -- salt not present in the existing USGS-derived Iran mineral file's raw extraction.
bgs_extend__iran_sulfur_production_1961_1980,"BGS World Mineral Statistics 1970-74 cross-check: Sulphur (recovered/byproduct + mined ore, two sub-lines)",Mining & Minerals Production,bgs-world-mineral-statistics,usgs-minerals-yearbook,iran_mining_series/bgs_wms_iran_crosscheck_1970_1974.csv (commodity='Sulphur'),extends,iran_sulfur_production_1961_1980,1970-1974,"Recovered: 412/495/666/595/~600 kt S; Ore: 1/2/3/3/(blank) kt S (1970-74). Independent BGS cross-check, conceptually comparable to (but not year-overlapping with) the existing USGS 'Sulfur total (native + byproduct of petroleum/gas)' 1976-80 rows -- see iran_mining_series/README.md caveats on the naming/methodology shift."
iran_opec__facts_snapshot_2024,"OPEC Facts & Figures Snapshot: Population, GDP, Trade, Energy (2024)",Macro / National Accounts,opec-asb,,opec_asb_2025_series/iran_opec_facts_2024_snapshot.csv,new,,2024,21-metric single-year cross-section from OPEC's flagship annual bulletin -- brings this project's Iran macro/energy snapshot up to the most current available year (2024) in one document.
iran_opec__macro_aggregates_2020_2024,"OPEC-Reported Macro Aggregates: Population, GDP, Growth, Trade, Current Account (2020-2024)",Macro / National Accounts,opec-asb,,opec_asb_2025_series/iran_opec_macro_2020_2024.csv,new,,2020-2024,Likely conceptually overlaps WDI's own population/GDP/trade indicators for Iran -- kept as new (arrived at zero extra fetch cost bundled with the oil/gas tables from the same document) pending a future cross-source dedup pass; the OPEC-specific value here is the isolated petroleum-export-value line and internal consistency with the reserves/production tables in this same source.
iran_opec__oil_reserves_production_2020_2024,"Proven Crude Oil Reserves & Production (OPEC, 2020-2024)",Energy,opec-asb,,opec_asb_2025_series/iran_opec_oil_reserves_production_2020_2024.csv,extends,owid__oil_production_volume,2020-2024,"Reserves figure (208,600 million barrels, flat all 5 years) is likely genuinely new to this project; production figures extend/corroborate OWID's oil-production-by-country series with OPEC's own more current and authoritative numbers."
iran_opec__crude_production_historical_1980_2024,"Crude Oil Production, Sparse Historical Anchors (1980/1990/2000/2010) Bridged to Present (2023/2024)",Energy,opec-asb,,opec_asb_2025_series/iran_opec_crude_production_historical_1980_2024.csv,extends,owid__oil_production_volume,"1980, 1990, 2000, 2010, 2023, 2024","The single most valuable OPEC find this round: a long-run bridge (1980-2024) for Iran's crude output in exactly the sparse-anchor format OPEC itself publishes, directly extending this project's Pahlavi-era oil series to the present day."
iran_opec__natural_gas_2020_2024,"Natural Gas Reserves, Production, Exports, Imports & Demand (OPEC, 2020-2024)",Energy,opec-asb,,opec_asb_2025_series/iran_opec_natural_gas_2020_2024.csv,new,,2020-2024,"Full natural-gas balance for Iran (reserves flat at 33,988 bcm; marketed production, exports, imports near-zero, and domestic demand) -- no existing comparably complete Iran gas-balance chart in this project."
iran_opec__heavy_crude_spot_price_2020_2024,"Iran Heavy Crude Oil Spot Price, OPEC Reference Basket Component (2020-2024 annual average)",Energy,opec-asb,,opec_asb_2025_series/iran_heavy_crude_spot_price_2020_2024.csv,new,,2020-2024,Iran's specific representative crude stream price within the ORB -- distinct from generic Brent/WTI benchmark series that may already exist elsewhere in this project.
iran_giews__cereal_production_estimates_2010_2025,"GIEWS Wheat/Rice/Total-Cereal Production Estimates, as Reported Over Time (2010-2025)",Agriculture Production,fao-giews,,fao_giews_iran_series/cereal_production_estimates_2010_2025.csv,extends,faostat__Wheat__production,2010-2025 (uneven years),"Independent FAO-GIEWS-analyst-assessed cereal production series (in-season forecasts and revisions, cited to satellite crop-monitoring + ministry announcements), complementing FAOSTAT's own official production numbers (data/processed/agriculture_qcl_production.csv, same FAO parent organization but a different, non-narrative statistical division) with a narrative/policy-context layer and higher-frequency in-season revisions not present in FAOSTAT's single annual figure."
iran_giews__cereal_import_requirements_2010_2027,"GIEWS Cereal Import Requirement Forecasts by Marketing Year, incl. Maize/Wheat/Barley/Rice Split (2010/11-2026/27)",Trade (Imports),fao-giews,,fao_giews_iran_series/cereal_import_requirements_2010_2027.csv,new,,2010/11-2026/27,No existing Iran chart for cereal-import forecasts by grain type; several years show a genuine large within-year forecast revision (flagged per-row) as the domestic harvest outlook became clearer mid-season -- do not average or pick one arbitrarily.
iran_giews__food_price_fx_context_2012_2026,GIEWS-Reported Food-Price Inflation & Dual-Tier (Subsidized/Market) Exchange Rate (2012-2026),Exchange Rates (Parallel/Black Market),fao-giews,,fao_giews_iran_series/food_price_fx_context_2012_2026.csv,extends,iran_fx__usd_irr_parallel_rate_daily_2011_2026,2012-2026,"Independent secondary read on Iran's FX/inflation trajectory sourced from FAO GIEWS analysts (citing Iran's Central Bank), alongside the project's existing TGJU-sourced daily parallel-rate series -- the two are NOT identical concepts (GIEWS reports periodic point-in-time market-rate mentions plus food-specific inflation, not a continuous daily series), so treat as a corroborating secondary source rather than a duplicate; a future pass could formally cross-validate specific overlapping dates (e.g. this file's April-2026 market rate of IRR 1,317,000/USD against the daily series' own value for that date)."
iran_giews__wheat_guaranteed_purchase_price_2013_2026,"Government-Guaranteed Wheat Procurement Price, Common & Durum (2013-2026)",Government Finance,fao-giews,,fao_giews_iran_series/wheat_guaranteed_purchase_price_2013_2026.csv,new,,2013-2026,"Direct farm-gate policy-price series (distinct from retail/market prices) -- shows the price trajectory from IRR 8,000/kg (2013) to the equivalent of IRR 496,500/kg (2026, +140% YoY alone), a striking data point for Iran's agricultural-subsidy and currency-depreciation story. One toman-to-rial unit conversion performed and flagged (see file's own notes)."
