chart_id,title,category,primary_source,alt_sources,underlying_codes,status,extends_chart_id,time_range,notes
pahlavi__tea_production_1950_1958,Tea — Production (pre-1961 extension),Agriculture Production,pahlavi-era-primary-extraction,,wb1960-table5-agricultural-production,extends,faostat__Tea leaves__production,1950-1958,"Reasonable match, magnitude/trend consistent (7k t 1958 -> 10.9k t FAOSTAT 1961, ~56% growth over 3 yrs plausible for Iran's then-rapidly-expanding tea sector) though WB doesn't specify green-leaf vs made-tea basis."
pahlavi__tobacco_production_1950_1958,Unmanufactured Tobacco — Production (pre-1961 extension),Agriculture Production,pahlavi-era-primary-extraction,,wb1960-table5-agricultural-production,extends,faostat__Unmanufactured tobacco__production,1950-1958,"Clean match, raw leaf tobacco both sides."
pahlavi__cotton_lint_production_1950_1958,Cotton (lint) — Production (pre-1961 extension),Agriculture Production,pahlavi-era-primary-extraction,,wb1960-table5-agricultural-production,extends,"faostat__Cotton lint, ginned__production",1950-1958,"JUDGMENT CALL: WB 'Cotton' magnitude (70k t in 1958) and growth trend match FAOSTAT's Cotton lint (115.6k t in 1961) far better than Seed cotton (376k t in 1961, would require an implausible 5x jump in 3 years) -- classified as lint, not seed cotton, on that basis."
pahlavi__wool_production_1950_1958,"Wool (shorn, greasy) — Production (pre-1961 extension)",Agriculture Production,pahlavi-era-primary-extraction,,wb1960-table5-agricultural-production,extends,"faostat__Shorn wool, greasy, including fleece-washed shorn wool__production",1950-1958,Clean match.
pahlavi__cotton_seed_production_1950_1958,Cotton Seed — Production (pre-1961 extension),Agriculture Production,pahlavi-era-primary-extraction,,wb1960-table5-agricultural-production,extends,faostat__Cotton seed__production,1950-1958,Exact name match.
pahlavi__pulses_production_1950_1958,"Pulses, Total — Production (pre-1961 extension)",Agriculture Production,pahlavi-era-primary-extraction,,wb1960-table5-agricultural-production,extends,"faostat__Pulses, Total__production",1950-1958,"Clean match, magnitude consistent (140k t 1958 vs 160k t FAOSTAT 1961)."
pahlavi__vegetable_oils_production_1950_1958,Vegetable/Edible Oils — Production (pre-1961 extension),Agriculture Production,pahlavi-era-primary-extraction,,wb1960-table5-agricultural-production,extends,"faostat__Oilcrops, Oil Equivalent__production",1950-1958,"JUDGMENT CALL: no generic 'Vegetable Oils' aggregate exists under FAOSTAT QCL production for Iran (only individual named oils); FAOSTAT's oilseed-conversion aggregate 'Oilcrops, Oil Equivalent' is the closest existing concept and its magnitude/trend is plausible (22k t 1958 -> 50k t FAOSTAT 1961), but this is a conversion-factor aggregate vs. WB's directly reported oil output -- definitional difference, not reconciled."
pahlavi__cost_of_living_index_1955_1959,"Bank Melli Cost-of-Living Index, 7 Cities (pre-1960 extension)",Prices & Inflation,pahlavi-era-primary-extraction,,wb1960-table9-cost-of-living-index,extends,wdi__FP.CPI,1955-1959,"WDI's Iran CPI starts exactly in 1960, the year immediately after this index ends -- but different base year (Dec1955=100 vs WDI's 2010=100) and near-certainly different basket methodology (Bank Melli 7-major-city basket vs. WDI's national CPI construction). Present as two separate labeled segments, never rescaled/spliced into one continuous index."
pahlavi__other_grains_production_1950_1958,"Other Grains — Production, 1950-1958",Agriculture Production,pahlavi-era-primary-extraction,,wb1960-table5-agricultural-production,new,,1950-1958,WB-defined residual grain category (excludes wheat/barley/rice); no single FAOSTAT item matches this specific aggregation.
pahlavi__vegetables_melons_production_1950_1958,"Vegetables & Melons (combined) — Production, 1950-1958",Agriculture Production,pahlavi-era-primary-extraction,,wb1960-table5-agricultural-production,new,,1950-1958,"WB combines vegetables and melons into one row; FAOSTAT tracks 'Vegetables Primary', 'Cantaloupes and other melons', and 'Watermelons' as separate items -- no combined equivalent."
pahlavi__fresh_fruits_noncitrus_production_1950_1958,"Fresh Fruits (non-citrus) & Berries — Production, 1950-1958",Agriculture Production,pahlavi-era-primary-extraction,,wb1960-table5-agricultural-production,new,,1950-1958,FAOSTAT's 'Fruit Primary' aggregate includes citrus; no non-citrus-only fruit aggregate exists to match.
pahlavi__dried_apricots_production_1950_1958,"Dried Apricots — Production, 1950-1958",Agriculture Production,pahlavi-era-primary-extraction,,wb1960-table5-agricultural-production,new,,1950-1958,FAOSTAT tracks fresh 'Apricots' production only for Iran (checked QCL/FBS/price files); no dried/processed apricot production series exists to extend.
pahlavi__raisins_production_1950_1958,"Raisins — Production, 1950-1958",Agriculture Production,pahlavi-era-primary-extraction,,wb1960-table5-agricultural-production,new,,1950-1958,FAOSTAT tracks fresh 'Grapes' production only for Iran; no dried-grape/raisin production series exists to extend (checked QCL/FBS/price files).
pahlavi__other_dried_fruits_production_1950_1958,"Other Dried Fruits — Production, 1950-1958",Agriculture Production,pahlavi-era-primary-extraction,,wb1960-table5-agricultural-production,new,,1950-1958,WB residual dried-fruit category; no FAOSTAT equivalent.
pahlavi__animal_fats_production_1950_1958,"Animal Fats (aggregate) — Production, 1950-1958",Agriculture Production,pahlavi-era-primary-extraction,,wb1960-table5-agricultural-production,new,,1950-1958,"FAOSTAT only tracks unrendered fat per species (buffalo/cattle/camel/goat/sheep/pig) for Iran, no single cross-species 'Animal Fats' aggregate to match."
pahlavi__crop_land_production_value_1960,"Crop Area, Production & Gross Value by Commodity, 1960",Agriculture Production,pahlavi-era-primary-extraction,,wb1962-agriculturetable1-crop-land-production-value,new,,1960,"Primary new contribution is the GROSS VALUE IN RIALS dimension (no registry chart tracks Iran agricultural output value in local currency at any date). NOTE: the Area/Production sub-columns for Wheat/Barley/Rice/Cotton/Sugar beet/Tobacco/Tea/Pulses would also individually extend the same 1960 gap as the matching pahlavi__*_production_1950_1958 rows above -- not separately staged as extends to avoid double-counting; noted here and in the folder README instead. Also note: this table's own 'Cotton' production figure (298k t) is far closer to FAOSTAT's Seed Cotton magnitude than the OTHER WB table's 'Cotton' figure (70k t, classified above as lint) -- the two WB tables likely use different cotton-basis conventions from each other; flagged, not reconciled."
pahlavi__livestock_production_value_1960,"Livestock Product Quantity & Gross Value, 1960",Agriculture Production,pahlavi-era-primary-extraction,,wb1962-agriculturetable2-livestock-production-value,new,,1960,"Primary new contribution is the GROSS VALUE IN RIALS dimension by livestock product (meat/dairy/wool/hides) -- no registry chart tracks this. Quantity sub-columns overlap conceptually with existing FAOSTAT meat/milk/wool/hides production items but are a single-year (1960) snapshot only, not staged as separate extends rows."
pahlavi__exports_by_commodity_value_1956_59,"Merchandise Exports by Commodity (Value, USD), 1956/57-1958/59",Trade (Exports),pahlavi-era-primary-extraction,,wb1960-table16-exports-by-commodities,new,,1956/57-1958/59,"FAOSTAT's trade charts (faostat__X__trade) track export QUANTITY only, never value -- no existing chart_id for commodity-level export VALUE at any date. 14 commodities incl. raw cotton, carpets, fruits, wool, hides. Oil excluded (see pahlavi_oil_energy_series/). Cross-reference for a future pass: the 'Carpets' row here (1956/57-1958/59) sits immediately before data/processed/specialty_goods_series/carpet_exports_1960_1988.csv (1960 onward) -- a real splice opportunity once specialty-goods series are folded into the registry."
pahlavi__imports_by_commodity_value_1956_59,"Merchandise Imports by Commodity (Value, USD), 1956/57-1958/59",Trade (Imports),pahlavi-era-primary-extraction,,wb1960-table17-imports-by-commodities,new,,1956/57-1958/59,"Same reasoning as the exports-value chart: FAOSTAT trade charts are quantity-only. 19 commodities incl. sugar, textiles, machinery, iron & steel, automotive, tea."
pahlavi__ocean_trade_tonnage_1950_60,"Ocean-Borne Trade Tonnage, Excl. Petroleum, 1950/51-1959/60",Trade (Goods),pahlavi-era-primary-extraction,,wb1962-transporttable7-ocean-trade,new,,1950/51-1959/60,No WDI logistics/trade-tonnage indicator reaches this far back for Iran (WDI's Logistics Performance Index only starts 2007). Earliest multi-year foreign-trade tonnage series in the project.
pahlavi__oil_revenue_by_allocation_1955_63,"Oil Revenue by Allocation (Budget/NIOC/Plan Org/B.P.C.), 1955/56-1962/63",Government Finance,pahlavi-era-primary-extraction,,wb1960-table1-oil-revenues,new,,1955/56-1962/63,"No registry chart tracks Iran oil revenue by fiscal-recipient allocation at any date. 1959/60-1962/63 are Plan Organization estimates (8%/yr assumed growth), not actuals -- flagged per-row in the processed CSV."
pahlavi__oil_exports_revenues_by_company_1963_71,"Oil Export Volume & Revenue by Paying Company, 1963/64-1970/71",Energy,pahlavi-era-primary-extraction,,wb1971-table9-oil-exports-and-revenues,new,,1963/64-1970/71,"Natural continuation of pahlavi__oil_revenue_by_allocation_1955_63 in time but a DIFFERENT classification (revenue by paying company vs. by receiving allocation) -- both introduced fresh in this same batch (registry has no prior oil-revenue chart of any kind), so this is 'new' rather than 'extends' by the strict definition (nothing pre-existing in CHART_REGISTRY.csv to extend). Export-volume figures also overlap conceptually with owid__oil_production_volume (both physical oil-export/production quantities) but measure a different thing (exports vs. total production)."
pahlavi__domestic_oil_consumption_by_product_1964_69,"Domestic Oil Consumption by Product, 1964-1969",Energy,pahlavi-era-primary-extraction,,wb1971-table8.8-domestic-consumption-of-oil-products,new,,1964-1969,No registry chart tracks Iran's domestic oil consumption broken out by product (fuel oil/gas oil/kerosene/gasoline). Kerosene is of particular household-consumption interest (heating/cooking fuel pre-electrification).
pahlavi__petroleum_statistics_1956_58,"Petroleum Statistics: Drilling, Production, Sales, Exports, Price, 1956-1958",Energy,pahlavi-era-primary-extraction,"owid (Production sub-metric only, 1956-1958 overlap)",wb1960-table2-petroleum-statistics,new,,1956-1958,"IMPORTANT CAVEAT: the 'Production' sub-metric of this table (physical volume, million m3) OVERLAPS in time and concept with the already-registered owid__oil_production_volume chart (OWID's Iran series already runs continuously from 1900) -- this is an alternate/cross-check source line for years OWID already covers, NOT a gap to extend; per reconciliation policy, keep as a separate labeled line if ever charted alongside OWID, never averaged. The rest of the table (drilling wells/meters, internal sales volume, export volume, posted crude price) has no existing equivalent at all and is genuinely new."
pahlavi__gas_production_consumption_1965_69,"Natural Gas Production, Consumption & Flaring, 1965-1969",Energy,pahlavi-era-primary-extraction,,wb1971-table8.9-production-and-consumption-of-gas,new,,1965-1969,"No registry chart tracks Iran natural gas production/consumption/flaring at any date. Shows flaring dominating over consumption (81.6% of Consortium production still flared in 1969), well before the 1970s National Iranian Gas Company trunk-pipeline buildout."
pahlavi__electric_power_generation_by_use_1968_72,"Electric Power Generation by End-Use (incl. Residential), 1968-1972",Energy,pahlavi-era-primary-extraction,,wb1974-table15.3-electric-power-generation-by-plant-and-use,new,,1968-1972,"No registry chart tracks Iran electricity generation broken out by end-use sector at any date (WDI's per-capita consumption series only starts 1990 and is never sector-split). This project's first direct measure of Iranian household/residential electricity consumption specifically. Unit (million kWh) is inferred from context, not printed on the source page -- flagged in the processed CSV."
pahlavi__power_generating_capacity_1970_71,"Installed Power Generating Capacity by Prime Mover, 1970-1971",Energy,pahlavi-era-primary-extraction,,wb1974-table15.2-power-generating-capacity,new,,1970-1971,"No registry chart tracks Iran installed generating capacity by prime-mover type (diesel/steam/gas/hydro) or by named dam (incl. the Mohammad Reza Shah Pahlavi, Amir Kabir, and other dams) at any date."
pahlavi__aioc_profits_taxes_royalties_1910_51,"AIOC Net Profit, UK Tax Payments & Iran Royalty Payments, 1910-1951",External Debt,pahlavi-era-primary-extraction,,usbm1963-aioc-profits-royalties-1910-1951,new,,1910-1951,"Pre-nationalization era, no registry equivalent (and no other source in this project reaches this far back on oil-sector finance). Category assigned 'External Debt' as the closest existing WDI-derived category label for cross-border company-to-government financial flows; genuinely sui generis, could equally sit under a dedicated 'Oil & Energy' category once one exists in the consolidated registry."
pahlavi__consortium_disbursements_1954_62,"Consortium Disbursements in Iran incl. Aggregate Oil-Sector Wage Bill, 1954-1962",Labor & Employment,pahlavi-era-primary-extraction,,usbm1963-consortium-disbursements-1954-1962,new,,1954-1962,"No registry chart tracks an aggregate oil-sector wage bill for Iran. Direct hit on 'historical wage data for well-documented occupations' -- oil-industry wages are unusually well documented due to the Consortium Agreement. This is an aggregate paid-out total, not a per-worker rate."
pahlavi__oil_industry_employment_by_nationality_1939_60,"Oil Industry Employment by Nationality, 1939-1960",Labor & Employment,pahlavi-era-primary-extraction,,usbm1963-oil-industry-employment-1939-1960,new,,1939-1960,"No registry chart tracks Iran oil-sector employment, let alone split by nationality, this far back. Captures the 1951-54 nationalization-crisis employment collapse (data gap in source itself, not filled)."
pahlavi__oil_industry_personnel_by_company_category_1955_61,"Oil Industry Personnel by Company & Labor Category, 1955-1961",Labor & Employment,pahlavi-era-primary-extraction,,usbm1963-oil-industry-personnel-by-category-1955-1961,new,,1955-1961,"Finer-grained companion to pahlavi__oil_industry_employment_by_nationality_1939_60 (splits by employer AND category, not just nationality). 1958 has a genuine 5-unit source-internal discrepancy in the printed grand total, preserved as-is per the no-fabrication rule."
pahlavi__oil_revenue_distribution_pct_1957_59,"Oil Revenue Distribution by Recipient (% share), 1957-1959",Government Finance,pahlavi-era-primary-extraction,,usbm1963-oil-revenue-distribution-1957-1959,new,,1957-1959,"A third classification of oil-revenue allocation (percent share, not absolute value), overlapping years with pahlavi__oil_revenue_by_allocation_1955_63 but not arithmetically derived from it -- kept as a separate chart per this project's overlapping-sources policy."
