chart_id,title,category,primary_source,alt_sources,underlying_codes,status,extends_chart_id,time_range,notes
iran_concessions__darcy_oil_1901_terms,1901 D'Arcy Oil Concession — Contract Terms,Foreign Concessions & Industrial Licensing,iran-foreign-concessions-pre1979:darcy-concession-1901-terms,,iran_foreign_concessions_series/darcy_oil_concession_1901_terms.csv,new,,"1901 (single contract's terms, 17 rows, not a time series)","Origin of the Anglo-Persian/Anglo-Iranian/BP lineage: signing date, 60-year duration, ~1,242,000 sq km territory, GBP20,000 upfront cash + GBP20,000 in shares, royalty structure. Contract TERMS as signed, not a performance/output series -- does not show actual oil produced or royalties actually paid (that belongs to pahlavi_government_finance_series's oil-revenue tables and the separate USBM AIOC-profits/royalties extraction). New category 'Foreign Concessions & Industrial Licensing' introduced; no existing registry category fits concession-terms-as-signed data."
iran_concessions__automotive_joint_ventures_1956_1979,Pre-1979 Automotive Foreign Licensing/Assembly Joint Ventures,Foreign Concessions & Industrial Licensing,iran-foreign-concessions-pre1979:automotive-joint-ventures-1956-1979,,iran_foreign_concessions_series/automotive_joint_ventures_1956_1979.csv,new,,1956-2005 (start/end years per venture; 5 ventures),"Jeep Iran Trading Co. (Willys-Overland/Kaiser 1956), Iran National/Rootes-Chrysler-Peugeot Paykan licence (1966-2005, 2.2M+ units), Iran National/Daimler-Benz bus-truck licence (1966-1979), Khawar Industrial Group/Daimler-Benz truck licence (1966, merged into Iran Khodro Diesel 1999), General Motors Iran Ltd. (1972-1980). Institutional venture-structure facts (partners, licence dates), NOT production volumes -- distinct metric type from the already-registered iran_automotive_national_vehicle_production_1970_2018 chart (manufacturing OUTPUT COUNTS from a different source, iran_automotive_textile_series), so not staged as extends of that chart. A raw CSV-quoting defect (unescaped comma in one foreign_partner field) was fixed on the way into data/processed per bookkeeping.md; raw file left untouched."
iran_media__cinema_theaters_attendance_1932_1986,Cinema: Movie-House Counts & Audience Attendance (1932-1986),Media & Culture,iran-media-history:iranica-cinema-history,,iran_media_history_series/cinema_theaters_and_attendance.csv,new,,1932-1986 (irregular snapshot years),"No existing chart tracks cinema infrastructure for Iran. Sharp boom-then-bust story from official Iranian statistics: 142 movie houses (1959) -> 453 (1975) -> 198 (1979, ~255 cinemas burned/closed in the two years before the revolution) -> partial recovery to 247 (1986). New category 'Media & Culture' introduced. Encyclopaedia Iranica source, retrieved via interactive browser tool (iranicaonline.org blocks curl/WebFetch, HTTP 403)."
iran_media__film_production_industry_1941_1982,"Film Production, Distribution & Censorship (1941-1982)",Media & Culture,iran-media-history:iranica-cinema-history,,iran_media_history_series/film_production_and_industry.csv,new,,1941-1982 (irregular snapshot years),"Films screened/produced/distributed by origin country, production-company spend, censorship (films inspected/banned/rejected). Full-length film production rose 25->80 films/year (1959-1971) before a 1979 censorship purge banned 1,800 of 2,000 films inspected that year."
iran_media__press_periodicals_1898_1988,"Newspaper & Periodical Counts, Adult Literacy by Gender (1898-1988)",Media & Culture,iran-media-history:iranica-press-newspapers,,iran_media_history_series/press_periodicals_series.csv,new,,1898-1988 (irregular snapshot years),"Daily/weekly/monthly newspaper and periodical counts: 198 papers (1976) -> 237 (1979-80) -> 163 (1988), plus a 1976 adult-literacy-by-gender data point. Topic-scoped extract of the same Iranica 'COMMUNICATIONS in Persia' article used for iran_telecom_communications_series (postal/telegraph/telephone/radio/TV) -- full article text stored once, not duplicated, per that folder's SOURCE_NOTE."
iran_telecom__postal_service_1913_1989,Postal Service: Post Office/Box Counts & Mail Volumes (1913-1989),Infrastructure & Technology,iran-telecom-history:iranica-communications-in-persia,,iran_telecom_communications_series/postal_service_series.csv,new,,"1913, 1953, 1965, 1976, 1989","No existing chart tracks Iran's postal infrastructure at any date. Encyclopaedia Iranica 'COMMUNICATIONS in Persia' (Sreberny-Mohammadi & Mohammadi), sourced to Iran Statistical Yearbook editions where the article itself cites them."
iran_telecom__telegraph_offices_1914_1989,"Telegraph: Cable Length, Office Counts & Telex Stations (1914-1989)",Infrastructure & Technology,iran-telecom-history:iranica-communications-in-persia,,iran_telecom_communications_series/telegraph_offices.csv,new,,"1914, 1953, 1975, 1989","No existing chart tracks telegraph infrastructure for Iran (WDI has no telegraph indicator at any date). This is the richest pre-1990 telecom source in the database, filling a gap back to 1858 across the sibling files in this folder."
iran_telecom__telephone_subscribers_1914_1988,"Telephone Subscribers, Pre-WDI Extension (1914-1988)",Infrastructure & Technology,iran-telecom-history:iranica-communications-in-persia,,iran_telecom_communications_series/telephone_series.csv,extends,wdi__IT.MLT,"1914, 1953, 1975, 1979, 1988","WDI's IT.MLT.MAIN (fixed telephone subscriptions) only starts in 1960 with a flat, repeated 116,417 figure for Iran -- this file fills the gap back to 1914 plus richer detail (public/private counts, waiting list, direct-dial share) WDI never tracked at any date."
iran_telecom__radio_tv_ownership_1940_1989,Radio Set Ownership & Television Founding/Audience Reach (1940-1989),Infrastructure & Technology,iran-telecom-history:iranica-communications-in-persia,,iran_telecom_communications_series/radio_tv_series.csv,new,,1940-1989,No existing chart tracks radio/TV ownership or reach for Iran at any date. Radio-set ownership (urban/rural split) from 1924 groundwork through 1989; TV founding events (1958) and audience-reach figures. Not perfectly reconciled with a related 1978 TV-set figure in the sibling iran_media_history_series/cinema_theaters_and_attendance.csv notes -- both kept as printed per this project's no-silent-correction rule.
white_revolution__literacy_corps_program_totals_1963_1979,Literacy Corps (Sepah-e Danesh) — Cumulative Program Totals (1963-1979),Education,iran-white-revolution-corps:iranica-literacy-corps,,iran_white_revolution_corps_series/literacy_corps_program_totals.csv,new,,"1963-1979 (cumulative program totals, not annual observations)","Corpsmen/corpswomen counts, children/adults taught, corps pay rates for the 1963 White Revolution's rural literacy-mobilization program. No existing chart tracks this. period_start/period_end schema (not a single-year column) since figures are cumulative totals across the whole program."
white_revolution__illiteracy_rate_by_sex_1958_1979,"Illiteracy Rate by Sex, Age 15+, Pre-WDI Extension (1958-1979)",Education,iran-white-revolution-corps:iranica-literacy-corps,,iran_white_revolution_corps_series/literacy_illiteracy_rate.csv,extends,wdi__SE.ADT.LITR,"1958, 1966, 1979 (WDI SE.ADT.LITR.ZS for Iran starts 1976)","Sourced to UNESCO Statistical Yearbook 1966 + an uncited 1979 figure: illiteracy 67.2% male / 87.8% female (1966) -> 44.2% male / 53.0% female (1979). DOES NOT RECONCILE with a separate literacy claim in the sibling white_revolution_corps_stats.csv (26%->42% national literacy 1963-1978, explicitly marked 'unverified' in its Wikipedia source) -- both kept unreconciled per this project's no-fabrication rule; see that chart's own notes."
white_revolution__health_expenditure_1920_1978,"Government Health Expenditure vs. Total Expenditure & Oil Revenue, Pre-WDI Extension (1920-1978)",Health,iran-white-revolution-corps:iranica-behdari-health-system,,iran_white_revolution_corps_series/health_expenditure_series.csv,extends,wdi__SH.XPD.GHED.GD,1920-1978 (WDI SH.XPD.GHED.GD.ZS for Iran starts 2000 -- fully non-overlapping gap-fill),"Also includes immunization coverage figures. Internal ambiguity preserved not resolved: source gives both a '$0.5bn single-year (1974)' figure and a '$1.5bn->$116.5bn cumulative 1948-74 growth' framing without reconciling the two -- both rows kept, flagged in their own notes. Iranica's own Tables 1-3 in the source BEHDARI article (health worker/facility counts 1923-1978) are print-plate images, not machine-readable -- could not be extracted, flagged as a genuine gap not fabricated around."
white_revolution__extension_corps_stats_1964_1965,Extension & Development Corps (Sepah-e Tarvij) — Service Structure & Fertilizer Adoption,Social Programs & Rural Development,iran-white-revolution-corps:gfras-extension-development-corps,,iran_white_revolution_corps_series/extension_corps_stats.csv,new,,"1964-1965 (+2003 comparison rows, explicitly modern-era, kept only as before/after scale check)",GFRAS (Global Forum for Rural Advisory Services) Iran country page. New category 'Social Programs & Rural Development' introduced for the White Revolution corps folder's institutional/program data that doesn't fit Education/Health.
white_revolution__corps_stats_bundle_1963_1978,"White Revolution Corps Bundle: Health Treatment Totals, Ag Production Change, Enrollment, Land Reform (1963-1978)",Social Programs & Rural Development,iran-white-revolution-corps:wikipedia-white-revolution-corps-stats,,iran_white_revolution_corps_series/white_revolution_corps_stats.csv,new,,1963-1978,"LOWER-CONFIDENCE SOURCE, flagged distinctly: retrieved via Wikipedia raw wikitext specifically to preserve inline <ref> markers, but several rows (education-enrollment-by-level, the 26%->42% national literacy claim, the 1.5-million-families land-reform figure) are explicitly marked 'unverified' in the current Wikipedia article with no inline citation. Kept per this project's transparency-over-omission rule, not treated as authoritative without independent corroboration. Bundled as one chart (Health Corps treatment totals, agricultural production change, literacy rate, school enrollment by level, land-reform beneficiary families) rather than split into 5 charts given the shared low-confidence flag and small size; period_start/period_end + corps schema."
wb_poverty__iran_poverty_rate_by_region_2011_2020,Iran Provincial Poverty Rates by Macro-Region (2011 vs. 2020),Poverty & Inequality,worldbank-poverty-equity-iran-poverty-assessment-2023,,worldbank_poverty_equity/iran_poverty_rate_by_region_2011_2020.csv,new,,"2011, 2020","World Bank Islamic Republic of Iran Poverty Assessment (Nov 2023), based on Iran's own Household Income and Expenditure Survey (HIES). No existing chart_id tracks a poverty RATE for Iran at any date (WDI's SI.POV.NAHC has zero Iran coverage; SI.POV.GINI is inequality, a different concept). National poverty rate rose 20% (2011) to 28% (2020); 8 macro-regions, digitized from the report's Figure 24 chart (not a printed table) -- accurate to the nearest whole percentage point only. Figures 25-26 (31-province-level map + correlation plot) remain undigitized, a natural future deepening, not attempted this round."
specialty_goods__tobacco_monopoly_1890_1995,"Tobacco Monopoly: Regie Concession, Dokhaniyat Conversion & Workforce (1890-1995)",Trade Institutions & Policy History,iran-tobacco-monopoly:iranica-tobacco-monopoly-narrative-series-1890-1995,,specialty_goods_series/tobacco_monopoly_1890_1995.csv,new,,1890-1995 (sparse),"1890 Tobacco Regie concession terms (the 1891-92 protest that ended it -- UK Parliament Hansard source), 1929 Dokhaniyat state-monopoly conversion, 1940 cultivation/output (pre-FAOSTAT, which starts 1961), 1967 workforce (750,000), 1995 factory workforce. Institutional/monopoly-structure history, not a clean production-quantity series -- NOT staged as extends of faostat__Unmanufactured tobacco__production despite the topical overlap, since most rows are concession/workforce facts rather than production figures. Also distinct from the already-registered iran_cigarette_production_1954_1959 chart, whose own notes explicitly flag this file as covering tobacco LEAF/cultivation+monopoly-structure, 'not manufactured cigarettes' -- a different product stage, confirmed not a splice candidate for that chart either."
specialty_goods__tobacco_post_privatization_2018,"Tobacco Market Post-2012-Privatization: Consumption, Smokers & Import Dependency (2018)",Industry / Light Manufacturing,iran-tobacco-monopoly:tobacco-market-post-privatization-2018,,specialty_goods_series/tobacco_post_privatization_2018.csv,new,,2018 (single snapshot),"Post-2012-privatization consumption, active smokers, import dependency (80% of leaf imported), Iranian Tobacco Company's collapsed market share (~17.5%) vs. Japan Tobacco International (>50%). Tobacco Asia trade press source."
specialty_goods__carpet_export_value_1960_2024,Iran Handwoven Carpet Export Value (1960-2024) — Incl. the $2.13bn 1994 Peak to Post-JCPOA Collapse,Trade (Exports),iran-carpet-exports,,specialty_goods_series/carpet_exports_1960_1988.csv|specialty_goods_series/carpet_exports_post1990.csv,new,,"1960-1986 (state-monopoly era) + 1994-2024 (post-liberalization, sparse)","ONE OF THIS DATABASE'S HEADLINE STORIES -- explicitly confirmed to have no prior chart_id by this audit. All-time peak $2.132bn (1994) collapsing to tens of millions USD (2024, post-JCPOA-withdrawal). 1960-1986: export value (rials/USD), Iran Carpet Company's state-monopoly output share; flags a likely million/billion-rial unit error in the printed source for 1982-83 (kept as printed, not corrected). 1994-2024: compiled from news reporting + UN Comtrade via tradingeconomics.com; one Tehran-Times-sourced row (2024) labeled state-media-attributed per bookkeeping.md rule 4, no independent corroboration found for that specific figure; two sub-annual rows (Q2 2020, 11-month 1401/1400) flagged, do not chart alongside full-year totals without labeling. CROSS-REFERENCE (not spliced, kept as two separate chart concepts): the already-registered pahlavi__exports_by_commodity_value_1956_59 chart's own notes flag its 'Carpets' row (1956/57-1958/59, one row within a 14-commodity table) as sitting immediately before this chart's 1960 start -- a real 3-year splice opportunity for a future pass, not performed here since merging a single-commodity 64-year series into a 14-commodity 3-year table's alt_sources would conflate two structurally different chart shapes; flagged in both directions instead."
specialty_goods__caviar_cites_quota_2006,"CITES Caviar Export Quota, Iran (2006) — Source Record for the Registered Timeline's 2006 Row",Trade Institutions & Policy History,iran-caviar-exports:cites-caviar-export-quota-2006,,specialty_goods_series/caviar_cites_quota_2006.csv,extends,iran_trade__cites_caviar_quota_trade_timeline_1998_2006,2006,"CONFIRMED DUPLICATE CONTENT, found during this audit: this file's single row (44,370 kg, UN News/CITES Secretariat) is the IDENTICAL figure already present as the 2006 row inside the ALREADY-REGISTERED iran_trade__cites_caviar_quota_trade_timeline_1998_2006 chart's own underlying file (iran_trade_institutions_fx_series/cites_caviar_quota_trade_timeline_1998_2006.csv), whose own row explicitly says 'the same figure already captured in this project's Round 35 finding... reproduced here for continuity.' Registered as extends (not a new duplicate chart) specifically to resolve the ambiguity that chart's own notes flagged: 'that folder is outside this task's scope and has not itself been registered... flagged here as a genuine ambiguity for whichever future pass registers specialty_goods_series' -- this audit is that pass."
specialty_goods__caviar_shilat_production_2013_2024,Official Caviar Production & Export (Shilat / Iran Fisheries Organization) (2013-2024),Fisheries & Aquaculture,iran-caviar-exports:ifo-caviar-production-export-compiled,,specialty_goods_series/caviar_shilat_production_2013_2024.csv,new,,"2013/14, 2020-2024 (sparse)","Iran Fisheries Organization (Shilat) official caviar production/export/sturgeon-meat tonnage -- distinct from the CITES quota chart (regulatory ceiling vs. actual reported output, roughly a decade apart). Three Tehran-Times-sourced rows labeled state-media-attributed (on-the-record quotes from a named Shilat official, not anonymous). New category 'Fisheries & Aquaculture' introduced."
specialty_goods__caviar_sturgeon_aquaculture_2010_2018,"Sturgeon Aquaculture Production, Whole-Fish Live Weight (2010-2018)",Fisheries & Aquaculture,iran-caviar-exports:eumofa-caviar-market-report-2021,,specialty_goods_series/caviar_sturgeon_aquaculture_eumofa_2010_2018.csv,new,,2010-2018 (continuous),"EUMOFA (European Commission DG MARE) 'The Caviar Market -- 2021 Edition,' sourced to FAO. Iran's pivot from wild-catch to farming -- whole-fish live weight, NOT extracted caviar/roe weight (roe is typically ~10-15% of a mature female sturgeon's weight), not directly comparable tonne-for-tonne to the Shilat caviar-specific figures. Table visually verified via pdftoppm render against raw PDF text (European '.'-as-thousands-separator formatting could otherwise be misread). Only Iran's column extracted from a report that also has China/Russia/USA/Vietnam/Armenia/EU columns, per this project's Iran-first rule."
specialty_goods__sugar_1890_2000,"Sugar: Consumption, Import Origins & State-Monopoly History, Companion Series (1890-2000)",Industry / Light Manufacturing,iran-sugar-tea-history:iranica-sugar-narrative-and-table1,,specialty_goods_series/sugar_1890_2000.csv,extends,iran_processed_sugar_output_pahlavi_era,1890-2000 (sparse; near-continuous 1906/07-1913/14),"The target chart's own alt_sources note already flagged this file as '(not yet registry-staged)' -- this audit resolves that. Broader companion to the target's narrow 1954-1959 refined-sugar-OUTPUT-level series: Tehran consumption, sugar-import-value-by-country-of-origin (Russia/France/Belgium), 1932 state-monopoly founding, 1970s-80s consumption growth, year-2000 ISO ranking -- different metrics per row, not a strict same-axis continuation, so treat as a multi-metric companion series on the same chart rather than a clean splice. One preserved-not-corrected arithmetic discrepancy (1906/07 country-breakdown rows sum ~0.3% over the printed total) and one year-typo correction ('1656-57'->1956) documented in the folder README."
specialty_goods__tea_1895_1984,"Tea: Cultivation Buildout, State Organization & Production, Companion Series (1895-1984)",Industry / Light Manufacturing,iran-sugar-tea-history:iranica-tea-cultivation-narrative-series-1895-1984,,specialty_goods_series/tea_1895_1984.csv,extends,iran_processed_tea_output_pahlavi_era,1895-1984 (sparse),"The target chart's own alt_sources note already flagged this file as '(not yet registry-staged), which covers the same processed-tea-industry topic across a wider 1895-1984 span' -- this audit resolves that. Pre-cultivation import era, cultivation-area buildout (100 ha 1920 -> 24,000+ ha 1968), state Iran Tea Organization/Company founding, production/import ranges -- broader companion to the target's narrow 1954-1959 refined-output-level series."
specialty_goods__trans_iranian_railway_financing_1938_39,"Trans-Iranian Railway Cumulative Financing Cost, Fiscal Context for the Sugar/Tea Excise Tax",Infrastructure (Transport) / Government Finance,iran-sugar-tea-history:trans-iranian-railway-financing-context,,specialty_goods_series/trans_iranian_railway_financing_context.csv,new,,1938-39 (single cumulative data point),"Cumulative Trans-Iranian Railway cost (Wikipedia, citing Mikiya Koyagi's research) -- fiscal context for the 1925 sugar/tea excise tax that substantially financed the railway's construction. Total project COST, not tax revenue -- a year-by-year or commodity-disaggregated sugar/tea excise REVENUE series was specifically sought and not found (logged as a real gap in the raw manifest, a Majlis budget-law-archive lead is noted for a future pass). Distinct metric from the already-registered iran_railways_income_expense_1953_1961 chart (operating income/expense, 1953-61, not construction cost, and 15+ years later) -- not staged as extends of that chart given the metric and era mismatch; same category reused for topical consistency."
