fiscal_year_label,year,category,subcategory,value,unit,notes,country_iso3,source_dataset
1965/66,1966,imports_of_goods,,861,million US dollars,,IRN,wb1971-appendix1-balance-of-payments-summary
1966/67,1967,imports_of_goods,,936,million US dollars,,IRN,wb1971-appendix1-balance-of-payments-summary
1967/68,1968,imports_of_goods,,1205,million US dollars,,IRN,wb1971-appendix1-balance-of-payments-summary
1968/69,1969,imports_of_goods,,1449,million US dollars,,IRN,wb1971-appendix1-balance-of-payments-summary
1969/70,1970,imports_of_goods,,1676,million US dollars,,IRN,wb1971-appendix1-balance-of-payments-summary
7yr_CAGR_1963_64_to_1969_70,,imports_of_goods,7-year compound annual growth rate,23,percent (7-year CAGR),,IRN,wb1971-appendix1-balance-of-payments-summary
1963/64,1964,imports_of_services,,125,million US dollars,,IRN,wb1971-appendix1-balance-of-payments-summary
1964/65,1965,imports_of_services,,147,million US dollars,,IRN,wb1971-appendix1-balance-of-payments-summary
1965/66,1966,imports_of_services,,173,million US dollars,,IRN,wb1971-appendix1-balance-of-payments-summary
1966/67,1967,imports_of_services,,175,million US dollars,,IRN,wb1971-appendix1-balance-of-payments-summary
1967/68,1968,imports_of_services,,209,million US dollars,,IRN,wb1971-appendix1-balance-of-payments-summary
1968/69,1969,imports_of_services,,312,million US dollars,,IRN,wb1971-appendix1-balance-of-payments-summary
1969/70,1970,imports_of_services,,367,million US dollars,,IRN,wb1971-appendix1-balance-of-payments-summary
7yr_CAGR_1963_64_to_1969_70,,imports_of_services,7-year compound annual growth rate,20,percent (7-year CAGR),,IRN,wb1971-appendix1-balance-of-payments-summary
1963/64,1964,total_imports,,606,million US dollars,,IRN,wb1971-appendix1-balance-of-payments-summary
1964/65,1965,total_imports,,831,million US dollars,,IRN,wb1971-appendix1-balance-of-payments-summary
1965/66,1966,total_imports,,1034,million US dollars,,IRN,wb1971-appendix1-balance-of-payments-summary
1966/67,1967,total_imports,,1111,million US dollars,,IRN,wb1971-appendix1-balance-of-payments-summary
1967/68,1968,total_imports,,1414,million US dollars,,IRN,wb1971-appendix1-balance-of-payments-summary
1968/69,1969,total_imports,,1761,million US dollars,,IRN,wb1971-appendix1-balance-of-payments-summary
1969/70,1970,total_imports,,2043,million US dollars,,IRN,wb1971-appendix1-balance-of-payments-summary
7yr_CAGR_1963_64_to_1969_70,,total_imports,7-year compound annual growth rate,22,percent (7-year CAGR),,IRN,wb1971-appendix1-balance-of-payments-summary
1963/64,1964,net_current_account,,80,million US dollars,,IRN,wb1971-appendix1-balance-of-payments-summary
1964/65,1965,net_current_account,,147,million US dollars,,IRN,wb1971-appendix1-balance-of-payments-summary
1965/66,1966,net_current_account,,-96,million US dollars,,IRN,wb1971-appendix1-balance-of-payments-summary
1966/67,1967,net_current_account,,-109,million US dollars,,IRN,wb1971-appendix1-balance-of-payments-summary
1967/68,1968,net_current_account,,-232,million US dollars,,IRN,wb1971-appendix1-balance-of-payments-summary
1968/69,1969,net_current_account,,-410,million US dollars,,IRN,wb1971-appendix1-balance-of-payments-summary
1969/70,1970,net_current_account,,-489,million US dollars,,IRN,wb1971-appendix1-balance-of-payments-summary
1963/64,1964,capital_flow_private,,5,million US dollars,private and public capital flow rows are bracketed together in the source under one combined growth-rate figure of 80% (see capital_flow_public row),IRN,wb1971-appendix1-balance-of-payments-summary
1964/65,1965,capital_flow_private,,3,million US dollars,private and public capital flow rows are bracketed together in the source under one combined growth-rate figure of 80% (see capital_flow_public row),IRN,wb1971-appendix1-balance-of-payments-summary
1965/66,1966,capital_flow_private,,10,million US dollars,private and public capital flow rows are bracketed together in the source under one combined growth-rate figure of 80% (see capital_flow_public row),IRN,wb1971-appendix1-balance-of-payments-summary
1966/67,1967,capital_flow_private,,18,million US dollars,private and public capital flow rows are bracketed together in the source under one combined growth-rate figure of 80% (see capital_flow_public row),IRN,wb1971-appendix1-balance-of-payments-summary
1967/68,1968,capital_flow_private,,18,million US dollars,private and public capital flow rows are bracketed together in the source under one combined growth-rate figure of 80% (see capital_flow_public row),IRN,wb1971-appendix1-balance-of-payments-summary
1968/69,1969,capital_flow_private,,30,million US dollars,private and public capital flow rows are bracketed together in the source under one combined growth-rate figure of 80% (see capital_flow_public row),IRN,wb1971-appendix1-balance-of-payments-summary
1969/70,1970,capital_flow_private,,23,million US dollars,private and public capital flow rows are bracketed together in the source under one combined growth-rate figure of 80% (see capital_flow_public row),IRN,wb1971-appendix1-balance-of-payments-summary
1963/64,1964,capital_flow_public,,19,million US dollars,"80% growth rate in source covers the combined private+public capital flow bracket, not this row alone",IRN,wb1971-appendix1-balance-of-payments-summary
1964/65,1965,capital_flow_public,,32,million US dollars,"80% growth rate in source covers the combined private+public capital flow bracket, not this row alone",IRN,wb1971-appendix1-balance-of-payments-summary
1965/66,1966,capital_flow_public,,80,million US dollars,"80% growth rate in source covers the combined private+public capital flow bracket, not this row alone",IRN,wb1971-appendix1-balance-of-payments-summary
1966/67,1967,capital_flow_public,,130,million US dollars,"80% growth rate in source covers the combined private+public capital flow bracket, not this row alone",IRN,wb1971-appendix1-balance-of-payments-summary
1967/68,1968,capital_flow_public,,265,million US dollars,"80% growth rate in source covers the combined private+public capital flow bracket, not this row alone",IRN,wb1971-appendix1-balance-of-payments-summary
1968/69,1969,capital_flow_public,,475,million US dollars,"80% growth rate in source covers the combined private+public capital flow bracket, not this row alone",IRN,wb1971-appendix1-balance-of-payments-summary
1969/70,1970,capital_flow_public,,776,million US dollars,"80% growth rate in source covers the combined private+public capital flow bracket, not this row alone",IRN,wb1971-appendix1-balance-of-payments-summary
7yr_CAGR_1963_64_to_1969_70,,capital_flow_public,7-year compound annual growth rate,80,percent (7-year CAGR),"80% growth rate in source covers the combined private+public capital flow bracket, not this row alone",IRN,wb1971-appendix1-balance-of-payments-summary
1963/64,1964,debt_repayment,,-52,million US dollars,,IRN,wb1971-appendix1-balance-of-payments-summary
1964/65,1965,debt_repayment,,-67,million US dollars,,IRN,wb1971-appendix1-balance-of-payments-summary
1965/66,1966,debt_repayment,,-54,million US dollars,,IRN,wb1971-appendix1-balance-of-payments-summary
1966/67,1967,debt_repayment,,-42,million US dollars,,IRN,wb1971-appendix1-balance-of-payments-summary
1967/68,1968,debt_repayment,,-57,million US dollars,,IRN,wb1971-appendix1-balance-of-payments-summary
1968/69,1969,debt_repayment,,-107,million US dollars,,IRN,wb1971-appendix1-balance-of-payments-summary
1969/70,1970,debt_repayment,,-162,million US dollars,,IRN,wb1971-appendix1-balance-of-payments-summary
7yr_CAGR_1963_64_to_1969_70,,debt_repayment,7-year compound annual growth rate,18,percent (7-year CAGR),,IRN,wb1971-appendix1-balance-of-payments-summary
1963/64,1964,net_capital_account,,-28,million US dollars,source shows seven-year total = 1339 (footnote 1/) in the growth-rate column rather than a percentage,IRN,wb1971-appendix1-balance-of-payments-summary
1964/65,1965,net_capital_account,,-32,million US dollars,source shows seven-year total = 1339 (footnote 1/) in the growth-rate column rather than a percentage,IRN,wb1971-appendix1-balance-of-payments-summary
1965/66,1966,net_capital_account,,36,million US dollars,source shows seven-year total = 1339 (footnote 1/) in the growth-rate column rather than a percentage,IRN,wb1971-appendix1-balance-of-payments-summary
1966/67,1967,net_capital_account,,106,million US dollars,source shows seven-year total = 1339 (footnote 1/) in the growth-rate column rather than a percentage,IRN,wb1971-appendix1-balance-of-payments-summary
1967/68,1968,net_capital_account,,226,million US dollars,source shows seven-year total = 1339 (footnote 1/) in the growth-rate column rather than a percentage,IRN,wb1971-appendix1-balance-of-payments-summary
1968/69,1969,net_capital_account,,398,million US dollars,source shows seven-year total = 1339 (footnote 1/) in the growth-rate column rather than a percentage,IRN,wb1971-appendix1-balance-of-payments-summary
1969/70,1970,net_capital_account,,637,million US dollars,source shows seven-year total = 1339 (footnote 1/) in the growth-rate column rather than a percentage,IRN,wb1971-appendix1-balance-of-payments-summary
1963/64,1964,monetary_movements,,-25,million US dollars,source shows seven-year total = -54 (footnote 1/) in the growth-rate column rather than a percentage,IRN,wb1971-appendix1-balance-of-payments-summary
1964/65,1965,monetary_movements,,-101,million US dollars,source shows seven-year total = -54 (footnote 1/) in the growth-rate column rather than a percentage,IRN,wb1971-appendix1-balance-of-payments-summary
1965/66,1966,monetary_movements,,55,million US dollars,source shows seven-year total = -54 (footnote 1/) in the growth-rate column rather than a percentage,IRN,wb1971-appendix1-balance-of-payments-summary
1966/67,1967,monetary_movements,,16,million US dollars,source shows seven-year total = -54 (footnote 1/) in the growth-rate column rather than a percentage,IRN,wb1971-appendix1-balance-of-payments-summary
1967/68,1968,monetary_movements,,-5,million US dollars,source shows seven-year total = -54 (footnote 1/) in the growth-rate column rather than a percentage,IRN,wb1971-appendix1-balance-of-payments-summary
1968/69,1969,monetary_movements,,90,million US dollars,source shows seven-year total = -54 (footnote 1/) in the growth-rate column rather than a percentage,IRN,wb1971-appendix1-balance-of-payments-summary
1969/70,1970,monetary_movements,,-84,million US dollars,source shows seven-year total = -54 (footnote 1/) in the growth-rate column rather than a percentage,IRN,wb1971-appendix1-balance-of-payments-summary
1963/64,1964,errors_and_omissions,,-26,million US dollars,"1964/5 value illegible in source scan: digits obscured by an ink smudge/crease, visually appears as '1' + blot + '7'. The BOP identity (net current account + net capital account + monetary movements + errors and omissions = 0) holds exactly for all other 6 years and implies this value should be -14, but the printed digits could not be confidently read, so left blank per no-fabrication policy",IRN,wb1971-appendix1-balance-of-payments-summary
1965/66,1966,errors_and_omissions,,5,million US dollars,"1964/5 value illegible in source scan: digits obscured by an ink smudge/crease, visually appears as '1' + blot + '7'. The BOP identity (net current account + net capital account + monetary movements + errors and omissions = 0) holds exactly for all other 6 years and implies this value should be -14, but the printed digits could not be confidently read, so left blank per no-fabrication policy",IRN,wb1971-appendix1-balance-of-payments-summary
1966/67,1967,errors_and_omissions,,-13,million US dollars,"1964/5 value illegible in source scan: digits obscured by an ink smudge/crease, visually appears as '1' + blot + '7'. The BOP identity (net current account + net capital account + monetary movements + errors and omissions = 0) holds exactly for all other 6 years and implies this value should be -14, but the printed digits could not be confidently read, so left blank per no-fabrication policy",IRN,wb1971-appendix1-balance-of-payments-summary
1967/68,1968,errors_and_omissions,,11,million US dollars,"1964/5 value illegible in source scan: digits obscured by an ink smudge/crease, visually appears as '1' + blot + '7'. The BOP identity (net current account + net capital account + monetary movements + errors and omissions = 0) holds exactly for all other 6 years and implies this value should be -14, but the printed digits could not be confidently read, so left blank per no-fabrication policy",IRN,wb1971-appendix1-balance-of-payments-summary
1968/69,1969,errors_and_omissions,,-78,million US dollars,"1964/5 value illegible in source scan: digits obscured by an ink smudge/crease, visually appears as '1' + blot + '7'. The BOP identity (net current account + net capital account + monetary movements + errors and omissions = 0) holds exactly for all other 6 years and implies this value should be -14, but the printed digits could not be confidently read, so left blank per no-fabrication policy",IRN,wb1971-appendix1-balance-of-payments-summary
1969/70,1970,errors_and_omissions,,-64,million US dollars,"1964/5 value illegible in source scan: digits obscured by an ink smudge/crease, visually appears as '1' + blot + '7'. The BOP identity (net current account + net capital account + monetary movements + errors and omissions = 0) holds exactly for all other 6 years and implies this value should be -14, but the printed digits could not be confidently read, so left blank per no-fabrication policy",IRN,wb1971-appendix1-balance-of-payments-summary
