fiscal_year_label,year,category,subcategory,value,unit,notes,country_iso3,source_dataset,value_usd_nominal,value_usd_real_2015,currency_conversion_note
1964/65,1965,Money and Quasi Money,Time and Savings Deposits,6.0,"billion rials (year-over-year change, flow not level)",,IRN,wb1971-table6.2-changes-money-quasi-money,0.0792,0.3282,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1965=75.75000007575, rebased CPI_1965=0.0543)"
1965/66,1966,Money and Quasi Money,Time and Savings Deposits,6.7,"billion rials (year-over-year change, flow not level)",,IRN,wb1971-table6.2-changes-money-quasi-money,0.0884,0.3679,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1966=75.75000007575, rebased CPI_1966=0.0541)"
1966/67,1967,Money and Quasi Money,Time and Savings Deposits,8.7,"billion rials (year-over-year change, flow not level)",,IRN,wb1971-table6.2-changes-money-quasi-money,0.1149,0.4699,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1967=75.75000007575, rebased CPI_1967=0.055)"
1967/68,1968,Money and Quasi Money,Time and Savings Deposits,13.3,"billion rials (year-over-year change, flow not level)",,IRN,wb1971-table6.2-changes-money-quasi-money,0.1756,0.7131,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1968=75.75000007575, rebased CPI_1968=0.0554)"
1968/69,1969,Money and Quasi Money,Time and Savings Deposits,20.2,"billion rials (year-over-year change, flow not level)",,IRN,wb1971-table6.2-changes-money-quasi-money,0.2667,1.0472,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1969=75.75000007575, rebased CPI_1969=0.0573)"
1969/70,1970,Money and Quasi Money,Time and Savings Deposits,29.7,"billion rials (year-over-year change, flow not level)",,IRN,wb1971-table6.2-changes-money-quasi-money,0.3921,1.5133,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1970=75.75000007575, rebased CPI_1970=0.0583)"
proj_1970/71,1971,Money and Quasi Money,Time and Savings Deposits,20.0,"billion rials (year-over-year change, flow not level)","PROJECTION, not an actual -- report's own forward estimate for FY1970/71.",IRN,wb1971-table6.2-changes-money-quasi-money,0.264,0.9787,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1971=75.7500000694375, rebased CPI_1971=0.0607)"
first_6mo_1969/70,1970,Money and Quasi Money,Time and Savings Deposits,9.1,"billion rials (year-over-year change, flow not level)","First 6 months of the fiscal year only, not a full-year figure -- do not chart alongside full-FY columns without labeling.",IRN,wb1971-table6.2-changes-money-quasi-money,0.1201,0.4637,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1970=75.75000007575, rebased CPI_1970=0.0583)"
first_6mo_1970/71,1971,Money and Quasi Money,Time and Savings Deposits,3.6,"billion rials (year-over-year change, flow not level)","First 6 months of the fiscal year only, not a full-year figure -- do not chart alongside full-FY columns without labeling.",IRN,wb1971-table6.2-changes-money-quasi-money,0.0475,0.1762,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1971=75.7500000694375, rebased CPI_1971=0.0607)"
1964/65,1965,Foreign Assets (net),,7.4,"billion rials (year-over-year change, flow not level)",,IRN,wb1971-table6.2-changes-money-quasi-money,0.0977,0.4048,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1965=75.75000007575, rebased CPI_1965=0.0543)"
1965/66,1966,Foreign Assets (net),,-4.5,"billion rials (year-over-year change, flow not level)",,IRN,wb1971-table6.2-changes-money-quasi-money,-0.0594,-0.2471,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1966=75.75000007575, rebased CPI_1966=0.0541)"
1966/67,1967,Foreign Assets (net),,-2.5,"billion rials (year-over-year change, flow not level)",,IRN,wb1971-table6.2-changes-money-quasi-money,-0.033,-0.135,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1967=75.75000007575, rebased CPI_1967=0.055)"
1967/68,1968,Foreign Assets (net),,-2.0,"billion rials (year-over-year change, flow not level)",,IRN,wb1971-table6.2-changes-money-quasi-money,-0.0264,-0.1072,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1968=75.75000007575, rebased CPI_1968=0.0554)"
1968/69,1969,Foreign Assets (net),,-5.7,"billion rials (year-over-year change, flow not level)",,IRN,wb1971-table6.2-changes-money-quasi-money,-0.0752,-0.2955,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1969=75.75000007575, rebased CPI_1969=0.0573)"
1969/70,1970,Foreign Assets (net),,-3.4,"billion rials (year-over-year change, flow not level)",,IRN,wb1971-table6.2-changes-money-quasi-money,-0.0449,-0.1732,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1970=75.75000007575, rebased CPI_1970=0.0583)"
proj_1970/71,1971,Foreign Assets (net),,-20.1,"billion rials (year-over-year change, flow not level)","PROJECTION, not an actual -- report's own forward estimate for FY1970/71.",IRN,wb1971-table6.2-changes-money-quasi-money,-0.2653,-0.9836,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1971=75.7500000694375, rebased CPI_1971=0.0607)"
first_6mo_1969/70,1970,Foreign Assets (net),,-5.0,"billion rials (year-over-year change, flow not level)","First 6 months of the fiscal year only, not a full-year figure -- do not chart alongside full-FY columns without labeling.",IRN,wb1971-table6.2-changes-money-quasi-money,-0.066,-0.2548,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1970=75.75000007575, rebased CPI_1970=0.0583)"
first_6mo_1970/71,1971,Foreign Assets (net),,-21.1,"billion rials (year-over-year change, flow not level)","First 6 months of the fiscal year only, not a full-year figure -- do not chart alongside full-FY columns without labeling.",IRN,wb1971-table6.2-changes-money-quasi-money,-0.2785,-1.0326,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1971=75.7500000694375, rebased CPI_1971=0.0607)"
1964/65,1965,Domestic Assets (net),,3.6,"billion rials (year-over-year change, flow not level)",,IRN,wb1971-table6.2-changes-money-quasi-money,0.0475,0.1969,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1965=75.75000007575, rebased CPI_1965=0.0543)"
1965/66,1966,Domestic Assets (net),,17.7,"billion rials (year-over-year change, flow not level)",,IRN,wb1971-table6.2-changes-money-quasi-money,0.2337,0.9719,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1966=75.75000007575, rebased CPI_1966=0.0541)"
1966/67,1967,Domestic Assets (net),,17.7,"billion rials (year-over-year change, flow not level)",,IRN,wb1971-table6.2-changes-money-quasi-money,0.2337,0.956,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1967=75.75000007575, rebased CPI_1967=0.055)"
1967/68,1968,Domestic Assets (net),,25.6,"billion rials (year-over-year change, flow not level)",,IRN,wb1971-table6.2-changes-money-quasi-money,0.338,1.3726,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1968=75.75000007575, rebased CPI_1968=0.0554)"
1968/69,1969,Domestic Assets (net),,36.7,"billion rials (year-over-year change, flow not level)",,IRN,wb1971-table6.2-changes-money-quasi-money,0.4845,1.9026,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1969=75.75000007575, rebased CPI_1969=0.0573)"
1969/70,1970,Domestic Assets (net),,35.7,"billion rials (year-over-year change, flow not level)",,IRN,wb1971-table6.2-changes-money-quasi-money,0.4713,1.819,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1970=75.75000007575, rebased CPI_1970=0.0583)"
proj_1970/71,1971,Domestic Assets (net),,50.4,"billion rials (year-over-year change, flow not level)","PROJECTION, not an actual -- report's own forward estimate for FY1970/71.",IRN,wb1971-table6.2-changes-money-quasi-money,0.6653,2.4664,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1971=75.7500000694375, rebased CPI_1971=0.0607)"
first_6mo_1969/70,1970,Domestic Assets (net),,9.9,"billion rials (year-over-year change, flow not level)","First 6 months of the fiscal year only, not a full-year figure -- do not chart alongside full-FY columns without labeling.",IRN,wb1971-table6.2-changes-money-quasi-money,0.1307,0.5044,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1970=75.75000007575, rebased CPI_1970=0.0583)"
first_6mo_1970/71,1971,Domestic Assets (net),,24.3,"billion rials (year-over-year change, flow not level)","First 6 months of the fiscal year only, not a full-year figure -- do not chart alongside full-FY columns without labeling.",IRN,wb1971-table6.2-changes-money-quasi-money,0.3208,1.1892,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1971=75.7500000694375, rebased CPI_1971=0.0607)"
1964/65,1965,Domestic Assets (net),Claims on Private Sector,5.2,"billion rials (year-over-year change, flow not level)",,IRN,wb1971-table6.2-changes-money-quasi-money,0.0686,0.2845,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1965=75.75000007575, rebased CPI_1965=0.0543)"
1965/66,1966,Domestic Assets (net),Claims on Private Sector,14.1,"billion rials (year-over-year change, flow not level)",,IRN,wb1971-table6.2-changes-money-quasi-money,0.1861,0.7742,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1966=75.75000007575, rebased CPI_1966=0.0541)"
1966/67,1967,Domestic Assets (net),Claims on Private Sector,19.0,"billion rials (year-over-year change, flow not level)",,IRN,wb1971-table6.2-changes-money-quasi-money,0.2508,1.0262,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1967=75.75000007575, rebased CPI_1967=0.055)"
1967/68,1968,Domestic Assets (net),Claims on Private Sector,21.1,"billion rials (year-over-year change, flow not level)",,IRN,wb1971-table6.2-changes-money-quasi-money,0.2785,1.1314,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1968=75.75000007575, rebased CPI_1968=0.0554)"
1968/69,1969,Domestic Assets (net),Claims on Private Sector,24.9,"billion rials (year-over-year change, flow not level)",,IRN,wb1971-table6.2-changes-money-quasi-money,0.3287,1.2908,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1969=75.75000007575, rebased CPI_1969=0.0573)"
1969/70,1970,Domestic Assets (net),Claims on Private Sector,30.7,"billion rials (year-over-year change, flow not level)",,IRN,wb1971-table6.2-changes-money-quasi-money,0.4053,1.5642,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1970=75.75000007575, rebased CPI_1970=0.0583)"
proj_1970/71,1971,Domestic Assets (net),Claims on Private Sector,27.0,"billion rials (year-over-year change, flow not level)","PROJECTION, not an actual -- report's own forward estimate for FY1970/71.",IRN,wb1971-table6.2-changes-money-quasi-money,0.3564,1.3213,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1971=75.7500000694375, rebased CPI_1971=0.0607)"
first_6mo_1969/70,1970,Domestic Assets (net),Claims on Private Sector,10.6,"billion rials (year-over-year change, flow not level)","First 6 months of the fiscal year only, not a full-year figure -- do not chart alongside full-FY columns without labeling.",IRN,wb1971-table6.2-changes-money-quasi-money,0.1399,0.5401,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1970=75.75000007575, rebased CPI_1970=0.0583)"
first_6mo_1970/71,1971,Domestic Assets (net),Claims on Private Sector,16.1,"billion rials (year-over-year change, flow not level)","First 6 months of the fiscal year only, not a full-year figure -- do not chart alongside full-FY columns without labeling.",IRN,wb1971-table6.2-changes-money-quasi-money,0.2125,0.7879,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1971=75.7500000694375, rebased CPI_1971=0.0607)"
1964/65,1965,Claims on Public Sector (net),,-7.7,"billion rials (year-over-year change, flow not level)",,IRN,wb1971-table6.2-changes-money-quasi-money,-0.1017,-0.4212,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1965=75.75000007575, rebased CPI_1965=0.0543)"
1965/66,1966,Claims on Public Sector (net),,13.4,"billion rials (year-over-year change, flow not level)",,IRN,wb1971-table6.2-changes-money-quasi-money,0.1769,0.7358,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1966=75.75000007575, rebased CPI_1966=0.0541)"
1966/67,1967,Claims on Public Sector (net),,2.2,"billion rials (year-over-year change, flow not level)",,IRN,wb1971-table6.2-changes-money-quasi-money,0.029,0.1188,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1967=75.75000007575, rebased CPI_1967=0.055)"
1967/68,1968,Claims on Public Sector (net),,12.5,"billion rials (year-over-year change, flow not level)",,IRN,wb1971-table6.2-changes-money-quasi-money,0.165,0.6702,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1968=75.75000007575, rebased CPI_1968=0.0554)"
1968/69,1969,Claims on Public Sector (net),,15.8,"billion rials (year-over-year change, flow not level)",,IRN,wb1971-table6.2-changes-money-quasi-money,0.2086,0.8191,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1969=75.75000007575, rebased CPI_1969=0.0573)"
1969/70,1970,Claims on Public Sector (net),,17.5,"billion rials (year-over-year change, flow not level)",,IRN,wb1971-table6.2-changes-money-quasi-money,0.231,0.8917,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1970=75.75000007575, rebased CPI_1970=0.0583)"
proj_1970/71,1971,Claims on Public Sector (net),,30.0,"billion rials (year-over-year change, flow not level)","PROJECTION, not an actual -- report's own forward estimate for FY1970/71.",IRN,wb1971-table6.2-changes-money-quasi-money,0.396,1.4681,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1971=75.7500000694375, rebased CPI_1971=0.0607)"
first_6mo_1969/70,1970,Claims on Public Sector (net),,2.3,"billion rials (year-over-year change, flow not level)","First 6 months of the fiscal year only, not a full-year figure -- do not chart alongside full-FY columns without labeling.",IRN,wb1971-table6.2-changes-money-quasi-money,0.0304,0.1172,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1970=75.75000007575, rebased CPI_1970=0.0583)"
first_6mo_1970/71,1971,Claims on Public Sector (net),,12.7,"billion rials (year-over-year change, flow not level)","First 6 months of the fiscal year only, not a full-year figure -- do not chart alongside full-FY columns without labeling.",IRN,wb1971-table6.2-changes-money-quasi-money,0.1677,0.6215,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1971=75.7500000694375, rebased CPI_1971=0.0607)"
1964/65,1965,Claims on Public Sector (net),National Government (net),-5.0,"billion rials (year-over-year change, flow not level)",,IRN,wb1971-table6.2-changes-money-quasi-money,-0.066,-0.2735,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1965=75.75000007575, rebased CPI_1965=0.0543)"
1965/66,1966,Claims on Public Sector (net),National Government (net),17.3,"billion rials (year-over-year change, flow not level)",,IRN,wb1971-table6.2-changes-money-quasi-money,0.2284,0.9499,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1966=75.75000007575, rebased CPI_1966=0.0541)"
1966/67,1967,Claims on Public Sector (net),National Government (net),4.8,"billion rials (year-over-year change, flow not level)",,IRN,wb1971-table6.2-changes-money-quasi-money,0.0634,0.2592,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1967=75.75000007575, rebased CPI_1967=0.055)"
1967/68,1968,Claims on Public Sector (net),National Government (net),14.3,"billion rials (year-over-year change, flow not level)",,IRN,wb1971-table6.2-changes-money-quasi-money,0.1888,0.7668,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1968=75.75000007575, rebased CPI_1968=0.0554)"
1968/69,1969,Claims on Public Sector (net),National Government (net),10.7,"billion rials (year-over-year change, flow not level)",,IRN,wb1971-table6.2-changes-money-quasi-money,0.1413,0.5547,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1969=75.75000007575, rebased CPI_1969=0.0573)"
1969/70,1970,Claims on Public Sector (net),National Government (net),25.9,"billion rials (year-over-year change, flow not level)",,IRN,wb1971-table6.2-changes-money-quasi-money,0.3419,1.3196,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1970=75.75000007575, rebased CPI_1970=0.0583)"
first_6mo_1969/70,1970,Claims on Public Sector (net),National Government (net),8.0,"billion rials (year-over-year change, flow not level)","First 6 months of the fiscal year only, not a full-year figure -- do not chart alongside full-FY columns without labeling.",IRN,wb1971-table6.2-changes-money-quasi-money,0.1056,0.4076,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1970=75.75000007575, rebased CPI_1970=0.0583)"
first_6mo_1970/71,1971,Claims on Public Sector (net),National Government (net),18.1,"billion rials (year-over-year change, flow not level)","First 6 months of the fiscal year only, not a full-year figure -- do not chart alongside full-FY columns without labeling.",IRN,wb1971-table6.2-changes-money-quasi-money,0.2389,0.8858,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1971=75.7500000694375, rebased CPI_1971=0.0607)"
1964/65,1965,Claims on Public Sector (net),Official entities (net),-2.7,"billion rials (year-over-year change, flow not level)",,IRN,wb1971-table6.2-changes-money-quasi-money,-0.0356,-0.1477,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1965=75.75000007575, rebased CPI_1965=0.0543)"
1965/66,1966,Claims on Public Sector (net),Official entities (net),-3.9,"billion rials (year-over-year change, flow not level)",,IRN,wb1971-table6.2-changes-money-quasi-money,-0.0515,-0.2141,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1966=75.75000007575, rebased CPI_1966=0.0541)"
1966/67,1967,Claims on Public Sector (net),Official entities (net),-2.6,"billion rials (year-over-year change, flow not level)",,IRN,wb1971-table6.2-changes-money-quasi-money,-0.0343,-0.1404,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1967=75.75000007575, rebased CPI_1967=0.055)"
1967/68,1968,Claims on Public Sector (net),Official entities (net),-1.8,"billion rials (year-over-year change, flow not level)",,IRN,wb1971-table6.2-changes-money-quasi-money,-0.0238,-0.0965,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1968=75.75000007575, rebased CPI_1968=0.0554)"
1968/69,1969,Claims on Public Sector (net),Official entities (net),5.1,"billion rials (year-over-year change, flow not level)",,IRN,wb1971-table6.2-changes-money-quasi-money,0.0673,0.2644,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1969=75.75000007575, rebased CPI_1969=0.0573)"
1969/70,1970,Claims on Public Sector (net),Official entities (net),-8.4,"billion rials (year-over-year change, flow not level)",,IRN,wb1971-table6.2-changes-money-quasi-money,-0.1109,-0.428,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1970=75.75000007575, rebased CPI_1970=0.0583)"
