fiscal_year_label,year,category,subcategory,value,unit,notes,country_iso3,source_dataset,value_usd_nominal,value_usd_real_2015,currency_conversion_note
draft_budget_1971/72,1972,General Services,,14.6,billion rials (1 US$ = 75.7 rials per report),"DRAFT BUDGET for FY1971/72, not yet enacted at time of report.",IRN,wb1971-table5.1-ordinary-budget-expenditure,0.1927,0.6713,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1972=75.7499701345202, rebased CPI_1972=0.0646)"
1962/63,1963,General Services,Supreme Leadership,0.5,billion rials (1 US$ = 75.7 rials per report),,IRN,wb1971-table5.1-ordinary-budget-expenditure,0.0066,0.029,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1963=75.75000007575, rebased CPI_1963=0.0512)"
1963/64,1964,General Services,Supreme Leadership,0.6,billion rials (1 US$ = 75.7 rials per report),,IRN,wb1971-table5.1-ordinary-budget-expenditure,0.0079,0.0335,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1964=75.75000007575, rebased CPI_1964=0.0532)"
1964/65,1965,General Services,Supreme Leadership,1.1,billion rials (1 US$ = 75.7 rials per report),,IRN,wb1971-table5.1-ordinary-budget-expenditure,0.0145,0.0602,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1965=75.75000007575, rebased CPI_1965=0.0543)"
1965/66,1966,General Services,Supreme Leadership,1.3,billion rials (1 US$ = 75.7 rials per report),,IRN,wb1971-table5.1-ordinary-budget-expenditure,0.0172,0.0714,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1966=75.75000007575, rebased CPI_1966=0.0541)"
1966/67,1967,General Services,Supreme Leadership,1.5,billion rials (1 US$ = 75.7 rials per report),,IRN,wb1971-table5.1-ordinary-budget-expenditure,0.0198,0.081,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1967=75.75000007575, rebased CPI_1967=0.055)"
1967/68,1968,General Services,Supreme Leadership,1.9,billion rials (1 US$ = 75.7 rials per report),,IRN,wb1971-table5.1-ordinary-budget-expenditure,0.0251,0.1019,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1968=75.75000007575, rebased CPI_1968=0.0554)"
1968/69,1969,General Services,Supreme Leadership,2.0,billion rials (1 US$ = 75.7 rials per report),,IRN,wb1971-table5.1-ordinary-budget-expenditure,0.0264,0.1037,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1969=75.75000007575, rebased CPI_1969=0.0573)"
1969/70,1970,General Services,Supreme Leadership,2.2,billion rials (1 US$ = 75.7 rials per report),,IRN,wb1971-table5.1-ordinary-budget-expenditure,0.029,0.1121,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1970=75.75000007575, rebased CPI_1970=0.0583)"
budget_estimate_1970/71,1971,General Services,Supreme Leadership,2.8,billion rials (1 US$ = 75.7 rials per report),"BUDGET ESTIMATE for FY1970/71, not an actual.",IRN,wb1971-table5.1-ordinary-budget-expenditure,0.037,0.137,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1971=75.7500000694375, rebased CPI_1971=0.0607)"
revised_estimate_1970/71,1971,General Services,Supreme Leadership,2.8,billion rials (1 US$ = 75.7 rials per report),"REVISED ESTIMATE for FY1970/71 (mid-year revision), not a final actual.",IRN,wb1971-table5.1-ordinary-budget-expenditure,0.037,0.137,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1971=75.7500000694375, rebased CPI_1971=0.0607)"
1962/63,1963,General Services,Internal Affairs,0.6,billion rials (1 US$ = 75.7 rials per report),,IRN,wb1971-table5.1-ordinary-budget-expenditure,0.0079,0.0348,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1963=75.75000007575, rebased CPI_1963=0.0512)"
1963/64,1964,General Services,Internal Affairs,0.8,billion rials (1 US$ = 75.7 rials per report),,IRN,wb1971-table5.1-ordinary-budget-expenditure,0.0106,0.0447,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1964=75.75000007575, rebased CPI_1964=0.0532)"
1964/65,1965,General Services,Internal Affairs,0.8,billion rials (1 US$ = 75.7 rials per report),,IRN,wb1971-table5.1-ordinary-budget-expenditure,0.0106,0.0438,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1965=75.75000007575, rebased CPI_1965=0.0543)"
1965/66,1966,General Services,Internal Affairs,0.3,billion rials (1 US$ = 75.7 rials per report),,IRN,wb1971-table5.1-ordinary-budget-expenditure,0.004,0.0165,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1966=75.75000007575, rebased CPI_1966=0.0541)"
1966/67,1967,General Services,Internal Affairs,0.7,billion rials (1 US$ = 75.7 rials per report),,IRN,wb1971-table5.1-ordinary-budget-expenditure,0.0092,0.0378,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1967=75.75000007575, rebased CPI_1967=0.055)"
1967/68,1968,General Services,Internal Affairs,1.0,billion rials (1 US$ = 75.7 rials per report),,IRN,wb1971-table5.1-ordinary-budget-expenditure,0.0132,0.0536,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1968=75.75000007575, rebased CPI_1968=0.0554)"
1968/69,1969,General Services,Internal Affairs,0.7,billion rials (1 US$ = 75.7 rials per report),,IRN,wb1971-table5.1-ordinary-budget-expenditure,0.0092,0.0363,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1969=75.75000007575, rebased CPI_1969=0.0573)"
1969/70,1970,General Services,Internal Affairs,0.9,billion rials (1 US$ = 75.7 rials per report),,IRN,wb1971-table5.1-ordinary-budget-expenditure,0.0119,0.0459,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1970=75.75000007575, rebased CPI_1970=0.0583)"
budget_estimate_1970/71,1971,General Services,Internal Affairs,0.9,billion rials (1 US$ = 75.7 rials per report),"BUDGET ESTIMATE for FY1970/71, not an actual.",IRN,wb1971-table5.1-ordinary-budget-expenditure,0.0119,0.044,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1971=75.7500000694375, rebased CPI_1971=0.0607)"
revised_estimate_1970/71,1971,General Services,Internal Affairs,0.9,billion rials (1 US$ = 75.7 rials per report),"REVISED ESTIMATE for FY1970/71 (mid-year revision), not a final actual.",IRN,wb1971-table5.1-ordinary-budget-expenditure,0.0119,0.044,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1971=75.7500000694375, rebased CPI_1971=0.0607)"
1962/63,1963,General Services,Foreign Affairs,0.4,billion rials (1 US$ = 75.7 rials per report),,IRN,wb1971-table5.1-ordinary-budget-expenditure,0.0053,0.0232,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1963=75.75000007575, rebased CPI_1963=0.0512)"
1963/64,1964,General Services,Foreign Affairs,0.6,billion rials (1 US$ = 75.7 rials per report),,IRN,wb1971-table5.1-ordinary-budget-expenditure,0.0079,0.0335,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1964=75.75000007575, rebased CPI_1964=0.0532)"
1964/65,1965,General Services,Foreign Affairs,0.6,billion rials (1 US$ = 75.7 rials per report),,IRN,wb1971-table5.1-ordinary-budget-expenditure,0.0079,0.0328,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1965=75.75000007575, rebased CPI_1965=0.0543)"
1965/66,1966,General Services,Foreign Affairs,0.6,billion rials (1 US$ = 75.7 rials per report),,IRN,wb1971-table5.1-ordinary-budget-expenditure,0.0079,0.0329,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1966=75.75000007575, rebased CPI_1966=0.0541)"
1966/67,1967,General Services,Foreign Affairs,0.7,billion rials (1 US$ = 75.7 rials per report),,IRN,wb1971-table5.1-ordinary-budget-expenditure,0.0092,0.0378,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1967=75.75000007575, rebased CPI_1967=0.055)"
1967/68,1968,General Services,Foreign Affairs,1.0,billion rials (1 US$ = 75.7 rials per report),,IRN,wb1971-table5.1-ordinary-budget-expenditure,0.0132,0.0536,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1968=75.75000007575, rebased CPI_1968=0.0554)"
1968/69,1969,General Services,Foreign Affairs,1.1,billion rials (1 US$ = 75.7 rials per report),,IRN,wb1971-table5.1-ordinary-budget-expenditure,0.0145,0.057,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1969=75.75000007575, rebased CPI_1969=0.0573)"
1969/70,1970,General Services,Foreign Affairs,1.3,billion rials (1 US$ = 75.7 rials per report),,IRN,wb1971-table5.1-ordinary-budget-expenditure,0.0172,0.0662,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1970=75.75000007575, rebased CPI_1970=0.0583)"
budget_estimate_1970/71,1971,General Services,Foreign Affairs,1.4,billion rials (1 US$ = 75.7 rials per report),"BUDGET ESTIMATE for FY1970/71, not an actual.",IRN,wb1971-table5.1-ordinary-budget-expenditure,0.0185,0.0685,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1971=75.7500000694375, rebased CPI_1971=0.0607)"
revised_estimate_1970/71,1971,General Services,Foreign Affairs,1.4,billion rials (1 US$ = 75.7 rials per report),"REVISED ESTIMATE for FY1970/71 (mid-year revision), not a final actual.",IRN,wb1971-table5.1-ordinary-budget-expenditure,0.0185,0.0685,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1971=75.7500000694375, rebased CPI_1971=0.0607)"
1962/63,1963,General Services,Judiciary Affairs,1.1,billion rials (1 US$ = 75.7 rials per report),,IRN,wb1971-table5.1-ordinary-budget-expenditure,0.0145,0.0638,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1963=75.75000007575, rebased CPI_1963=0.0512)"
1963/64,1964,General Services,Judiciary Affairs,1.3,billion rials (1 US$ = 75.7 rials per report),,IRN,wb1971-table5.1-ordinary-budget-expenditure,0.0172,0.0726,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1964=75.75000007575, rebased CPI_1964=0.0532)"
1964/65,1965,General Services,Judiciary Affairs,1.5,billion rials (1 US$ = 75.7 rials per report),,IRN,wb1971-table5.1-ordinary-budget-expenditure,0.0198,0.0821,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1965=75.75000007575, rebased CPI_1965=0.0543)"
1965/66,1966,General Services,Judiciary Affairs,1.6,billion rials (1 US$ = 75.7 rials per report),,IRN,wb1971-table5.1-ordinary-budget-expenditure,0.0211,0.0879,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1966=75.75000007575, rebased CPI_1966=0.0541)"
1966/67,1967,General Services,Judiciary Affairs,2.0,billion rials (1 US$ = 75.7 rials per report),,IRN,wb1971-table5.1-ordinary-budget-expenditure,0.0264,0.108,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1967=75.75000007575, rebased CPI_1967=0.055)"
1967/68,1968,General Services,Judiciary Affairs,2.1,billion rials (1 US$ = 75.7 rials per report),,IRN,wb1971-table5.1-ordinary-budget-expenditure,0.0277,0.1126,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1968=75.75000007575, rebased CPI_1968=0.0554)"
1968/69,1969,General Services,Judiciary Affairs,2.6,billion rials (1 US$ = 75.7 rials per report),,IRN,wb1971-table5.1-ordinary-budget-expenditure,0.0343,0.1348,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1969=75.75000007575, rebased CPI_1969=0.0573)"
1969/70,1970,General Services,Judiciary Affairs,3.1,billion rials (1 US$ = 75.7 rials per report),,IRN,wb1971-table5.1-ordinary-budget-expenditure,0.0409,0.158,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1970=75.75000007575, rebased CPI_1970=0.0583)"
budget_estimate_1970/71,1971,General Services,Judiciary Affairs,3.4,billion rials (1 US$ = 75.7 rials per report),"BUDGET ESTIMATE for FY1970/71, not an actual.",IRN,wb1971-table5.1-ordinary-budget-expenditure,0.0449,0.1664,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1971=75.7500000694375, rebased CPI_1971=0.0607)"
revised_estimate_1970/71,1971,General Services,Judiciary Affairs,3.4,billion rials (1 US$ = 75.7 rials per report),"REVISED ESTIMATE for FY1970/71 (mid-year revision), not a final actual.",IRN,wb1971-table5.1-ordinary-budget-expenditure,0.0449,0.1664,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1971=75.7500000694375, rebased CPI_1971=0.0607)"
1962/63,1963,General Services,Finance Administration,1.1,billion rials (1 US$ = 75.7 rials per report),,IRN,wb1971-table5.1-ordinary-budget-expenditure,0.0145,0.0638,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1963=75.75000007575, rebased CPI_1963=0.0512)"
1963/64,1964,General Services,Finance Administration,1.5,billion rials (1 US$ = 75.7 rials per report),,IRN,wb1971-table5.1-ordinary-budget-expenditure,0.0198,0.0838,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1964=75.75000007575, rebased CPI_1964=0.0532)"
1964/65,1965,General Services,Finance Administration,2.4,billion rials (1 US$ = 75.7 rials per report),,IRN,wb1971-table5.1-ordinary-budget-expenditure,0.0317,0.1313,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1965=75.75000007575, rebased CPI_1965=0.0543)"
1965/66,1966,General Services,Finance Administration,2.5,billion rials (1 US$ = 75.7 rials per report),,IRN,wb1971-table5.1-ordinary-budget-expenditure,0.033,0.1373,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1966=75.75000007575, rebased CPI_1966=0.0541)"
1966/67,1967,General Services,Finance Administration,1.3,billion rials (1 US$ = 75.7 rials per report),,IRN,wb1971-table5.1-ordinary-budget-expenditure,0.0172,0.0702,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1967=75.75000007575, rebased CPI_1967=0.055)"
1967/68,1968,General Services,Finance Administration,2.1,billion rials (1 US$ = 75.7 rials per report),,IRN,wb1971-table5.1-ordinary-budget-expenditure,0.0277,0.1126,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1968=75.75000007575, rebased CPI_1968=0.0554)"
1968/69,1969,General Services,Finance Administration,2.1,billion rials (1 US$ = 75.7 rials per report),,IRN,wb1971-table5.1-ordinary-budget-expenditure,0.0277,0.1089,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1969=75.75000007575, rebased CPI_1969=0.0573)"
1969/70,1970,General Services,Finance Administration,2.5,billion rials (1 US$ = 75.7 rials per report),,IRN,wb1971-table5.1-ordinary-budget-expenditure,0.033,0.1274,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1970=75.75000007575, rebased CPI_1970=0.0583)"
budget_estimate_1970/71,1971,General Services,Finance Administration,2.7,billion rials (1 US$ = 75.7 rials per report),"BUDGET ESTIMATE for FY1970/71, not an actual.",IRN,wb1971-table5.1-ordinary-budget-expenditure,0.0356,0.1321,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1971=75.7500000694375, rebased CPI_1971=0.0607)"
revised_estimate_1970/71,1971,General Services,Finance Administration,2.7,billion rials (1 US$ = 75.7 rials per report),"REVISED ESTIMATE for FY1970/71 (mid-year revision), not a final actual.",IRN,wb1971-table5.1-ordinary-budget-expenditure,0.0356,0.1321,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1971=75.7500000694375, rebased CPI_1971=0.0607)"
1962/63,1963,General Services,Others,0.9,billion rials (1 US$ = 75.7 rials per report),,IRN,wb1971-table5.1-ordinary-budget-expenditure,0.0119,0.0522,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1963=75.75000007575, rebased CPI_1963=0.0512)"
1963/64,1964,General Services,Others,0.8,billion rials (1 US$ = 75.7 rials per report),,IRN,wb1971-table5.1-ordinary-budget-expenditure,0.0106,0.0447,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1964=75.75000007575, rebased CPI_1964=0.0532)"
1964/65,1965,General Services,Others,0.8,billion rials (1 US$ = 75.7 rials per report),,IRN,wb1971-table5.1-ordinary-budget-expenditure,0.0106,0.0438,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1965=75.75000007575, rebased CPI_1965=0.0543)"
1965/66,1966,General Services,Others,1.2,billion rials (1 US$ = 75.7 rials per report),,IRN,wb1971-table5.1-ordinary-budget-expenditure,0.0158,0.0659,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1966=75.75000007575, rebased CPI_1966=0.0541)"
1966/67,1967,General Services,Others,0.8,billion rials (1 US$ = 75.7 rials per report),,IRN,wb1971-table5.1-ordinary-budget-expenditure,0.0106,0.0432,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1967=75.75000007575, rebased CPI_1967=0.055)"
1967/68,1968,General Services,Others,0.8,billion rials (1 US$ = 75.7 rials per report),,IRN,wb1971-table5.1-ordinary-budget-expenditure,0.0106,0.0429,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1968=75.75000007575, rebased CPI_1968=0.0554)"
1968/69,1969,General Services,Others,0.8,billion rials (1 US$ = 75.7 rials per report),,IRN,wb1971-table5.1-ordinary-budget-expenditure,0.0106,0.0415,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1969=75.75000007575, rebased CPI_1969=0.0573)"
1969/70,1970,General Services,Others,0.9,billion rials (1 US$ = 75.7 rials per report),,IRN,wb1971-table5.1-ordinary-budget-expenditure,0.0119,0.0459,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1970=75.75000007575, rebased CPI_1970=0.0583)"
budget_estimate_1970/71,1971,General Services,Others,1.2,billion rials (1 US$ = 75.7 rials per report),"BUDGET ESTIMATE for FY1970/71, not an actual.",IRN,wb1971-table5.1-ordinary-budget-expenditure,0.0158,0.0587,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1971=75.7500000694375, rebased CPI_1971=0.0607)"
revised_estimate_1970/71,1971,General Services,Others,1.3,billion rials (1 US$ = 75.7 rials per report),"REVISED ESTIMATE for FY1970/71 (mid-year revision), not a final actual.",IRN,wb1971-table5.1-ordinary-budget-expenditure,0.0172,0.0636,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1971=75.7500000694375, rebased CPI_1971=0.0607)"
1962/63,1963,Defense and Security,,15.9,billion rials (1 US$ = 75.7 rials per report),,IRN,wb1971-table5.1-ordinary-budget-expenditure,0.2099,0.9225,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1963=75.75000007575, rebased CPI_1963=0.0512)"
1963/64,1964,Defense and Security,,17.0,billion rials (1 US$ = 75.7 rials per report),,IRN,wb1971-table5.1-ordinary-budget-expenditure,0.2244,0.9492,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1964=75.75000007575, rebased CPI_1964=0.0532)"
1964/65,1965,Defense and Security,,19.1,billion rials (1 US$ = 75.7 rials per report),,IRN,wb1971-table5.1-ordinary-budget-expenditure,0.2521,1.0449,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1965=75.75000007575, rebased CPI_1965=0.0543)"
1965/66,1966,Defense and Security,,24.0,billion rials (1 US$ = 75.7 rials per report),,IRN,wb1971-table5.1-ordinary-budget-expenditure,0.3168,1.3178,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1966=75.75000007575, rebased CPI_1966=0.0541)"
1966/67,1967,Defense and Security,,27.2,billion rials (1 US$ = 75.7 rials per report),,IRN,wb1971-table5.1-ordinary-budget-expenditure,0.3591,1.469,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1967=75.75000007575, rebased CPI_1967=0.055)"
1967/68,1968,Defense and Security,,35.7,billion rials (1 US$ = 75.7 rials per report),,IRN,wb1971-table5.1-ordinary-budget-expenditure,0.4713,1.9142,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1968=75.75000007575, rebased CPI_1968=0.0554)"
1968/69,1969,Defense and Security,,43.3,billion rials (1 US$ = 75.7 rials per report),,IRN,wb1971-table5.1-ordinary-budget-expenditure,0.5716,2.2447,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1969=75.75000007575, rebased CPI_1969=0.0573)"
1969/70,1970,Defense and Security,,51.5,billion rials (1 US$ = 75.7 rials per report),,IRN,wb1971-table5.1-ordinary-budget-expenditure,0.6799,2.624,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1970=75.75000007575, rebased CPI_1970=0.0583)"
budget_estimate_1970/71,1971,Defense and Security,,62.8,billion rials (1 US$ = 75.7 rials per report),"BUDGET ESTIMATE for FY1970/71, not an actual.",IRN,wb1971-table5.1-ordinary-budget-expenditure,0.829,3.0733,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1971=75.7500000694375, rebased CPI_1971=0.0607)"
revised_estimate_1970/71,1971,Defense and Security,,62.8,billion rials (1 US$ = 75.7 rials per report),"REVISED ESTIMATE for FY1970/71 (mid-year revision), not a final actual.",IRN,wb1971-table5.1-ordinary-budget-expenditure,0.829,3.0733,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1971=75.7500000694375, rebased CPI_1971=0.0607)"
draft_budget_1971/72,1972,Defense and Security,,82.3,billion rials (1 US$ = 75.7 rials per report),"DRAFT BUDGET for FY1971/72, not yet enacted at time of report.",IRN,wb1971-table5.1-ordinary-budget-expenditure,1.0865,3.7844,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1972=75.7499701345202, rebased CPI_1972=0.0646)"
1962/63,1963,Defense and Security,Defense,12.1,billion rials (1 US$ = 75.7 rials per report),,IRN,wb1971-table5.1-ordinary-budget-expenditure,0.1597,0.702,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1963=75.75000007575, rebased CPI_1963=0.0512)"
1963/64,1964,Defense and Security,Defense,12.6,billion rials (1 US$ = 75.7 rials per report),,IRN,wb1971-table5.1-ordinary-budget-expenditure,0.1663,0.7035,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1964=75.75000007575, rebased CPI_1964=0.0532)"
1964/65,1965,Defense and Security,Defense,13.8,billion rials (1 US$ = 75.7 rials per report),,IRN,wb1971-table5.1-ordinary-budget-expenditure,0.1822,0.7549,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1965=75.75000007575, rebased CPI_1965=0.0543)"
1965/66,1966,Defense and Security,Defense,18.1,billion rials (1 US$ = 75.7 rials per report),,IRN,wb1971-table5.1-ordinary-budget-expenditure,0.2389,0.9938,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1966=75.75000007575, rebased CPI_1966=0.0541)"
1966/67,1967,Defense and Security,Defense,20.0,billion rials (1 US$ = 75.7 rials per report),,IRN,wb1971-table5.1-ordinary-budget-expenditure,0.264,1.0802,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1967=75.75000007575, rebased CPI_1967=0.055)"
1967/68,1968,Defense and Security,Defense,27.8,billion rials (1 US$ = 75.7 rials per report),,IRN,wb1971-table5.1-ordinary-budget-expenditure,0.367,1.4906,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1968=75.75000007575, rebased CPI_1968=0.0554)"
1968/69,1969,Defense and Security,Defense,34.0,billion rials (1 US$ = 75.7 rials per report),,IRN,wb1971-table5.1-ordinary-budget-expenditure,0.4488,1.7626,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1969=75.75000007575, rebased CPI_1969=0.0573)"
1969/70,1970,Defense and Security,Defense,41.3,billion rials (1 US$ = 75.7 rials per report),,IRN,wb1971-table5.1-ordinary-budget-expenditure,0.5452,2.1043,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1970=75.75000007575, rebased CPI_1970=0.0583)"
budget_estimate_1970/71,1971,Defense and Security,Defense,51.5,billion rials (1 US$ = 75.7 rials per report),"BUDGET ESTIMATE for FY1970/71, not an actual.",IRN,wb1971-table5.1-ordinary-budget-expenditure,0.6799,2.5203,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1971=75.7500000694375, rebased CPI_1971=0.0607)"
revised_estimate_1970/71,1971,Defense and Security,Defense,51.5,billion rials (1 US$ = 75.7 rials per report),"REVISED ESTIMATE for FY1970/71 (mid-year revision), not a final actual.",IRN,wb1971-table5.1-ordinary-budget-expenditure,0.6799,2.5203,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1971=75.7500000694375, rebased CPI_1971=0.0607)"
draft_budget_1971/72,1972,Defense and Security,Defense,69.5,billion rials (1 US$ = 75.7 rials per report),"DRAFT BUDGET for FY1971/72, not yet enacted at time of report.",IRN,wb1971-table5.1-ordinary-budget-expenditure,0.9175,3.1958,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1972=75.7499701345202, rebased CPI_1972=0.0646)"
1962/63,1963,Defense and Security,Security,3.8,billion rials (1 US$ = 75.7 rials per report),,IRN,wb1971-table5.1-ordinary-budget-expenditure,0.0502,0.2205,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1963=75.75000007575, rebased CPI_1963=0.0512)"
