fiscal_year_label,year,category,subcategory,value,unit,notes,country_iso3,source_dataset,value_usd_nominal,value_usd_real_2015,currency_conversion_note
1959-06-20,1959,Change in Total over prior 12 months (June-on-June),,+8.07,billion rials,printed in parentheses in source; only given for June columns (comparison to June of prior year),IRN,wb1960-table8-changes-in-money-supply,,,"no FX rate for 1959 (known gap), not converted"
1957-06-20,1957,Claims on Government,,12.16,billion rials,,IRN,wb1960-table8-changes-in-money-supply,,,"no FX rate for 1957 (known gap), not converted"
1957-12-20,1957,Claims on Government,,12.59,billion rials,,IRN,wb1960-table8-changes-in-money-supply,,,"no FX rate for 1957 (known gap), not converted"
1958-06-20,1958,Claims on Government,,13.52,billion rials,,IRN,wb1960-table8-changes-in-money-supply,,,"no FX rate for 1958 (known gap), not converted"
1958-12-20,1958,Claims on Government,,14.14,billion rials,,IRN,wb1960-table8-changes-in-money-supply,,,"no FX rate for 1958 (known gap), not converted"
1959-06-20,1959,Claims on Government,,14.56,billion rials,,IRN,wb1960-table8-changes-in-money-supply,,,"no FX rate for 1959 (known gap), not converted"
1957-06-20,1957,Government Deposits,,4.65,billion rials,,IRN,wb1960-table8-changes-in-money-supply,,,"no FX rate for 1957 (known gap), not converted"
1957-12-20,1957,Government Deposits,,6.07,billion rials,,IRN,wb1960-table8-changes-in-money-supply,,,"no FX rate for 1957 (known gap), not converted"
1958-06-20,1958,Government Deposits,,6.51,billion rials,,IRN,wb1960-table8-changes-in-money-supply,,,"no FX rate for 1958 (known gap), not converted"
1958-12-20,1958,Government Deposits,,8.08,billion rials,,IRN,wb1960-table8-changes-in-money-supply,,,"no FX rate for 1958 (known gap), not converted"
1959-06-20,1959,Government Deposits,,10.25,billion rials,,IRN,wb1960-table8-changes-in-money-supply,,,"no FX rate for 1959 (known gap), not converted"
1957-06-20,1957,Net Claims on Government,,7.51,billion rials,subtotal (Claims on Government minus Government Deposits) as printed,IRN,wb1960-table8-changes-in-money-supply,,,"no FX rate for 1957 (known gap), not converted"
1957-12-20,1957,Net Claims on Government,,6.52,billion rials,subtotal (Claims on Government minus Government Deposits) as printed,IRN,wb1960-table8-changes-in-money-supply,,,"no FX rate for 1957 (known gap), not converted"
1958-06-20,1958,Net Claims on Government,,7.01,billion rials,subtotal (Claims on Government minus Government Deposits) as printed,IRN,wb1960-table8-changes-in-money-supply,,,"no FX rate for 1958 (known gap), not converted"
1958-12-20,1958,Net Claims on Government,,6.06,billion rials,subtotal (Claims on Government minus Government Deposits) as printed,IRN,wb1960-table8-changes-in-money-supply,,,"no FX rate for 1958 (known gap), not converted"
1959-06-20,1959,Net Claims on Government,,4.31,billion rials,subtotal (Claims on Government minus Government Deposits) as printed,IRN,wb1960-table8-changes-in-money-supply,,,"no FX rate for 1959 (known gap), not converted"
1957-06-20,1957,Change in Net Claims from previous column,,,billion rials,,IRN,wb1960-table8-changes-in-money-supply,,,"unparseable year/value, not converted"
1957-12-20,1957,Change in Net Claims from previous column,,-0.99,billion rials,,IRN,wb1960-table8-changes-in-money-supply,,,"no FX rate for 1957 (known gap), not converted"
1958-06-20,1958,Change in Net Claims from previous column,,+0.49,billion rials,,IRN,wb1960-table8-changes-in-money-supply,,,"no FX rate for 1958 (known gap), not converted"
1958-12-20,1958,Change in Net Claims from previous column,,-0.95,billion rials,,IRN,wb1960-table8-changes-in-money-supply,,,"no FX rate for 1958 (known gap), not converted"
1959-06-20,1959,Change in Net Claims from previous column,,-1.75,billion rials,,IRN,wb1960-table8-changes-in-money-supply,,,"no FX rate for 1959 (known gap), not converted"
1957-06-20,1957,Change in Net Claims over prior 12 months (June-on-June),,,billion rials,printed in parentheses in source,IRN,wb1960-table8-changes-in-money-supply,,,"unparseable year/value, not converted"
1957-12-20,1957,Change in Net Claims over prior 12 months (June-on-June),,,billion rials,printed in parentheses in source,IRN,wb1960-table8-changes-in-money-supply,,,"unparseable year/value, not converted"
1958-06-20,1958,Change in Net Claims over prior 12 months (June-on-June),,-0.50,billion rials,printed in parentheses in source,IRN,wb1960-table8-changes-in-money-supply,,,"no FX rate for 1958 (known gap), not converted"
1958-12-20,1958,Change in Net Claims over prior 12 months (June-on-June),,,billion rials,printed in parentheses in source,IRN,wb1960-table8-changes-in-money-supply,,,"unparseable year/value, not converted"
1959-06-20,1959,Change in Net Claims over prior 12 months (June-on-June),,-2.70,billion rials,printed in parentheses in source,IRN,wb1960-table8-changes-in-money-supply,,,"no FX rate for 1959 (known gap), not converted"
1957-06-20,1957,Claims on Official Entities,,8.06,billion rials,,IRN,wb1960-table8-changes-in-money-supply,,,"no FX rate for 1957 (known gap), not converted"
1957-12-20,1957,Claims on Official Entities,,9.09,billion rials,,IRN,wb1960-table8-changes-in-money-supply,,,"no FX rate for 1957 (known gap), not converted"
1958-06-20,1958,Claims on Official Entities,,9.41,billion rials,,IRN,wb1960-table8-changes-in-money-supply,,,"no FX rate for 1958 (known gap), not converted"
1958-12-20,1958,Claims on Official Entities,,12.27,billion rials,,IRN,wb1960-table8-changes-in-money-supply,,,"no FX rate for 1958 (known gap), not converted"
1959-06-20,1959,Claims on Official Entities,,13.67,billion rials,,IRN,wb1960-table8-changes-in-money-supply,,,"no FX rate for 1959 (known gap), not converted"
1957-06-20,1957,Change in Claims on Official Entities from previous column,,,billion rials,,IRN,wb1960-table8-changes-in-money-supply,,,"unparseable year/value, not converted"
1957-12-20,1957,Change in Claims on Official Entities from previous column,,+1.03,billion rials,,IRN,wb1960-table8-changes-in-money-supply,,,"no FX rate for 1957 (known gap), not converted"
1958-06-20,1958,Change in Claims on Official Entities from previous column,,+0.32,billion rials,,IRN,wb1960-table8-changes-in-money-supply,,,"no FX rate for 1958 (known gap), not converted"
1958-12-20,1958,Change in Claims on Official Entities from previous column,,+2.86,billion rials,,IRN,wb1960-table8-changes-in-money-supply,,,"no FX rate for 1958 (known gap), not converted"
1959-06-20,1959,Change in Claims on Official Entities from previous column,,+1.40,billion rials,,IRN,wb1960-table8-changes-in-money-supply,,,"no FX rate for 1959 (known gap), not converted"
1957-06-20,1957,Change in Claims on Official Entities over prior 12 months (June-on-June),,,billion rials,printed in parentheses in source,IRN,wb1960-table8-changes-in-money-supply,,,"unparseable year/value, not converted"
1957-12-20,1957,Change in Claims on Official Entities over prior 12 months (June-on-June),,,billion rials,printed in parentheses in source,IRN,wb1960-table8-changes-in-money-supply,,,"unparseable year/value, not converted"
1958-06-20,1958,Change in Claims on Official Entities over prior 12 months (June-on-June),,+1.35,billion rials,printed in parentheses in source,IRN,wb1960-table8-changes-in-money-supply,,,"no FX rate for 1958 (known gap), not converted"
1958-12-20,1958,Change in Claims on Official Entities over prior 12 months (June-on-June),,,billion rials,printed in parentheses in source,IRN,wb1960-table8-changes-in-money-supply,,,"unparseable year/value, not converted"
1959-06-20,1959,Change in Claims on Official Entities over prior 12 months (June-on-June),,+4.26,billion rials,printed in parentheses in source,IRN,wb1960-table8-changes-in-money-supply,,,"no FX rate for 1959 (known gap), not converted"
1957-06-20,1957,Claims on Private Sector - Bank Melli,,7.41,billion rials,,IRN,wb1960-table8-changes-in-money-supply,,,"no FX rate for 1957 (known gap), not converted"
1957-12-20,1957,Claims on Private Sector - Bank Melli,,8.37,billion rials,,IRN,wb1960-table8-changes-in-money-supply,,,"no FX rate for 1957 (known gap), not converted"
1958-06-20,1958,Claims on Private Sector - Bank Melli,,10.46,billion rials,,IRN,wb1960-table8-changes-in-money-supply,,,"no FX rate for 1958 (known gap), not converted"
1958-12-20,1958,Claims on Private Sector - Bank Melli,,12.73,billion rials,,IRN,wb1960-table8-changes-in-money-supply,,,"no FX rate for 1958 (known gap), not converted"
1959-06-20,1959,Claims on Private Sector - Bank Melli,,13.56,billion rials,,IRN,wb1960-table8-changes-in-money-supply,,,"no FX rate for 1959 (known gap), not converted"
1957-06-20,1957,Claims on Private Sector - Deposit Banks,,5.01,billion rials,,IRN,wb1960-table8-changes-in-money-supply,,,"no FX rate for 1957 (known gap), not converted"
1957-12-20,1957,Claims on Private Sector - Deposit Banks,,5.61,billion rials,,IRN,wb1960-table8-changes-in-money-supply,,,"no FX rate for 1957 (known gap), not converted"
1958-06-20,1958,Claims on Private Sector - Deposit Banks,,7.22,billion rials,,IRN,wb1960-table8-changes-in-money-supply,,,"no FX rate for 1958 (known gap), not converted"
1958-12-20,1958,Claims on Private Sector - Deposit Banks,,9.88,billion rials,,IRN,wb1960-table8-changes-in-money-supply,,,"no FX rate for 1958 (known gap), not converted"
1959-06-20,1959,Claims on Private Sector - Deposit Banks,,13.70,billion rials,,IRN,wb1960-table8-changes-in-money-supply,,,"no FX rate for 1959 (known gap), not converted"
1957-06-20,1957,Claims on Private Sector - Total,,12.42,billion rials,subtotal as printed,IRN,wb1960-table8-changes-in-money-supply,,,"no FX rate for 1957 (known gap), not converted"
1957-12-20,1957,Claims on Private Sector - Total,,13.98,billion rials,subtotal as printed,IRN,wb1960-table8-changes-in-money-supply,,,"no FX rate for 1957 (known gap), not converted"
1958-06-20,1958,Claims on Private Sector - Total,,17.68,billion rials,subtotal as printed,IRN,wb1960-table8-changes-in-money-supply,,,"no FX rate for 1958 (known gap), not converted"
1958-12-20,1958,Claims on Private Sector - Total,,22.61,billion rials,subtotal as printed,IRN,wb1960-table8-changes-in-money-supply,,,"no FX rate for 1958 (known gap), not converted"
1959-06-20,1959,Claims on Private Sector - Total,,27.26,billion rials,subtotal as printed,IRN,wb1960-table8-changes-in-money-supply,,,"no FX rate for 1959 (known gap), not converted"
1957-06-20,1957,Change in Claims on Private Sector from previous column,,,billion rials,,IRN,wb1960-table8-changes-in-money-supply,,,"unparseable year/value, not converted"
1957-12-20,1957,Change in Claims on Private Sector from previous column,,+1.56,billion rials,,IRN,wb1960-table8-changes-in-money-supply,,,"no FX rate for 1957 (known gap), not converted"
1958-06-20,1958,Change in Claims on Private Sector from previous column,,+3.70,billion rials,,IRN,wb1960-table8-changes-in-money-supply,,,"no FX rate for 1958 (known gap), not converted"
1958-12-20,1958,Change in Claims on Private Sector from previous column,,+4.93,billion rials,,IRN,wb1960-table8-changes-in-money-supply,,,"no FX rate for 1958 (known gap), not converted"
1959-06-20,1959,Change in Claims on Private Sector from previous column,,+4.65,billion rials,,IRN,wb1960-table8-changes-in-money-supply,,,"no FX rate for 1959 (known gap), not converted"
1957-06-20,1957,Change in Claims on Private Sector over prior 12 months (June-on-June),,,billion rials,printed in parentheses in source,IRN,wb1960-table8-changes-in-money-supply,,,"unparseable year/value, not converted"
1957-12-20,1957,Change in Claims on Private Sector over prior 12 months (June-on-June),,,billion rials,printed in parentheses in source,IRN,wb1960-table8-changes-in-money-supply,,,"unparseable year/value, not converted"
1958-06-20,1958,Change in Claims on Private Sector over prior 12 months (June-on-June),,+5.26,billion rials,printed in parentheses in source,IRN,wb1960-table8-changes-in-money-supply,,,"no FX rate for 1958 (known gap), not converted"
1958-12-20,1958,Change in Claims on Private Sector over prior 12 months (June-on-June),,,billion rials,printed in parentheses in source,IRN,wb1960-table8-changes-in-money-supply,,,"unparseable year/value, not converted"
1959-06-20,1959,Change in Claims on Private Sector over prior 12 months (June-on-June),,+9.58,billion rials,printed in parentheses in source,IRN,wb1960-table8-changes-in-money-supply,,,"no FX rate for 1959 (known gap), not converted"
1957-06-20,1957,Foreign Assets and non-monetary factors (incl. errors & omissions) - change from previous column,,,billion rials,"this line item is itself a flow/change (balancing item); no separate ""level"" is printed",IRN,wb1960-table8-changes-in-money-supply,,,"unparseable year/value, not converted"
1957-12-20,1957,Foreign Assets and non-monetary factors (incl. errors & omissions) - change from previous column,,+1.50,billion rials,"this line item is itself a flow/change (balancing item); no separate ""level"" is printed",IRN,wb1960-table8-changes-in-money-supply,,,"no FX rate for 1957 (known gap), not converted"
1958-06-20,1958,Foreign Assets and non-monetary factors (incl. errors & omissions) - change from previous column,,+0.01,billion rials,"this line item is itself a flow/change (balancing item); no separate ""level"" is printed",IRN,wb1960-table8-changes-in-money-supply,,,"no FX rate for 1958 (known gap), not converted"
1958-12-20,1958,Foreign Assets and non-monetary factors (incl. errors & omissions) - change from previous column,,-1.21,billion rials,"this line item is itself a flow/change (balancing item); no separate ""level"" is printed",IRN,wb1960-table8-changes-in-money-supply,,,"no FX rate for 1958 (known gap), not converted"
1959-06-20,1959,Foreign Assets and non-monetary factors (incl. errors & omissions) - change from previous column,,-1.87,billion rials,"this line item is itself a flow/change (balancing item); no separate ""level"" is printed",IRN,wb1960-table8-changes-in-money-supply,,,"no FX rate for 1959 (known gap), not converted"
1957-06-20,1957,Foreign Assets change over prior 12 months (June-on-June),,,billion rials,printed in parentheses in source,IRN,wb1960-table8-changes-in-money-supply,,,"unparseable year/value, not converted"
1957-12-20,1957,Foreign Assets change over prior 12 months (June-on-June),,,billion rials,printed in parentheses in source,IRN,wb1960-table8-changes-in-money-supply,,,"unparseable year/value, not converted"
1958-06-20,1958,Foreign Assets change over prior 12 months (June-on-June),,+1.51,billion rials,printed in parentheses in source,IRN,wb1960-table8-changes-in-money-supply,,,"no FX rate for 1958 (known gap), not converted"
1958-12-20,1958,Foreign Assets change over prior 12 months (June-on-June),,,billion rials,printed in parentheses in source,IRN,wb1960-table8-changes-in-money-supply,,,"unparseable year/value, not converted"
1959-06-20,1959,Foreign Assets change over prior 12 months (June-on-June),,-3.08,billion rials,printed in parentheses in source,IRN,wb1960-table8-changes-in-money-supply,,,"no FX rate for 1959 (known gap), not converted"
