fiscal_year_label,year,category,subcategory,value,unit,notes,country_iso3,source_dataset,value_usd_nominal,value_usd_real_2015,currency_conversion_note
1968/69,1969,Total,,125.5,billion rials,,IRN,wb1971-table6.5-bank-deposits-private-sector,1.6568,6.506,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1969=75.75000007575, rebased CPI_1969=0.0573)"
1969/70,1970,Total,,151.8,billion rials,,IRN,wb1971-table6.5-bank-deposits-private-sector,2.004,7.7345,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1970=75.75000007575, rebased CPI_1970=0.0583)"
Sept1968-Aug1969,1969,Total,,137.5,billion rials,"Rolling 12-month period (Sept-Aug), not aligned to the Iranian fiscal year -- do not chart interleaved with the FY columns without labeling.",IRN,wb1971-table6.5-bank-deposits-private-sector,1.8152,7.1281,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1969=75.75000007575, rebased CPI_1969=0.0573)"
Sept1969-Aug1970,1970,Total,,163.7,billion rials,"Rolling 12-month period (Sept-Aug), not aligned to the Iranian fiscal year -- do not chart interleaved with the FY columns without labeling.",IRN,wb1971-table6.5-bank-deposits-private-sector,2.1611,8.3408,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1970=75.75000007575, rebased CPI_1970=0.0583)"
1963/64,1964,Sight Deposits,,47.0,percent of total deposits,,IRN,wb1971-table6.5-bank-deposits-private-sector,,,
1964/65,1965,Sight Deposits,,44.4,percent of total deposits,,IRN,wb1971-table6.5-bank-deposits-private-sector,,,
1965/66,1966,Sight Deposits,,44.3,percent of total deposits,,IRN,wb1971-table6.5-bank-deposits-private-sector,,,
1966/67,1967,Sight Deposits,,43.4,percent of total deposits,,IRN,wb1971-table6.5-bank-deposits-private-sector,,,
1967/68,1968,Sight Deposits,,41.8,percent of total deposits,,IRN,wb1971-table6.5-bank-deposits-private-sector,,,
1968/69,1969,Sight Deposits,,39.6,percent of total deposits,,IRN,wb1971-table6.5-bank-deposits-private-sector,,,
1969/70,1970,Sight Deposits,,34.4,percent of total deposits,,IRN,wb1971-table6.5-bank-deposits-private-sector,,,
Sept1968-Aug1969,1969,Sight Deposits,,37.7,percent of total deposits,"Rolling 12-month period (Sept-Aug), not aligned to the Iranian fiscal year -- do not chart interleaved with the FY columns without labeling.",IRN,wb1971-table6.5-bank-deposits-private-sector,,,
Sept1969-Aug1970,1970,Sight Deposits,,31.9,percent of total deposits,"Rolling 12-month period (Sept-Aug), not aligned to the Iranian fiscal year -- do not chart interleaved with the FY columns without labeling.",IRN,wb1971-table6.5-bank-deposits-private-sector,,,
1963/64,1964,Saving Deposits,,28.0,percent of total deposits,,IRN,wb1971-table6.5-bank-deposits-private-sector,,,
1964/65,1965,Saving Deposits,,32.4,percent of total deposits,,IRN,wb1971-table6.5-bank-deposits-private-sector,,,
1965/66,1966,Saving Deposits,,33.1,percent of total deposits,,IRN,wb1971-table6.5-bank-deposits-private-sector,,,
1966/67,1967,Saving Deposits,,33.1,percent of total deposits,,IRN,wb1971-table6.5-bank-deposits-private-sector,,,
1967/68,1968,Saving Deposits,,33.9,percent of total deposits,,IRN,wb1971-table6.5-bank-deposits-private-sector,,,
1968/69,1969,Saving Deposits,,35.1,percent of total deposits,,IRN,wb1971-table6.5-bank-deposits-private-sector,,,
1969/70,1970,Saving Deposits,,36.0,percent of total deposits,,IRN,wb1971-table6.5-bank-deposits-private-sector,,,
Sept1968-Aug1969,1969,Saving Deposits,,35.4,percent of total deposits,"Rolling 12-month period (Sept-Aug), not aligned to the Iranian fiscal year -- do not chart interleaved with the FY columns without labeling.",IRN,wb1971-table6.5-bank-deposits-private-sector,,,
Sept1969-Aug1970,1970,Saving Deposits,,36.0,percent of total deposits,"Rolling 12-month period (Sept-Aug), not aligned to the Iranian fiscal year -- do not chart interleaved with the FY columns without labeling.",IRN,wb1971-table6.5-bank-deposits-private-sector,,,
1963/64,1964,Time Deposits,,25.0,percent of total deposits,,IRN,wb1971-table6.5-bank-deposits-private-sector,,,
1964/65,1965,Time Deposits,,23.2,percent of total deposits,,IRN,wb1971-table6.5-bank-deposits-private-sector,,,
1965/66,1966,Time Deposits,,22.6,percent of total deposits,,IRN,wb1971-table6.5-bank-deposits-private-sector,,,
1966/67,1967,Time Deposits,,23.5,percent of total deposits,,IRN,wb1971-table6.5-bank-deposits-private-sector,,,
1967/68,1968,Time Deposits,,24.3,percent of total deposits,,IRN,wb1971-table6.5-bank-deposits-private-sector,,,
1968/69,1969,Time Deposits,,25.3,percent of total deposits,,IRN,wb1971-table6.5-bank-deposits-private-sector,,,
1969/70,1970,Time Deposits,,29.6,percent of total deposits,,IRN,wb1971-table6.5-bank-deposits-private-sector,,,
Sept1968-Aug1969,1969,Time Deposits,,26.9,percent of total deposits,"Rolling 12-month period (Sept-Aug), not aligned to the Iranian fiscal year -- do not chart interleaved with the FY columns without labeling.",IRN,wb1971-table6.5-bank-deposits-private-sector,,,
Sept1969-Aug1970,1970,Time Deposits,,32.1,percent of total deposits,"Rolling 12-month period (Sept-Aug), not aligned to the Iranian fiscal year -- do not chart interleaved with the FY columns without labeling.",IRN,wb1971-table6.5-bank-deposits-private-sector,,,
