fiscal_year_label,year,category,subcategory,value,unit,notes,country_iso3,source_dataset,value_usd_nominal,value_usd_real_2015,currency_conversion_note
late 1950s,1950,Government investment share of GDP,,~7,percent,"Cited source (per Encyclopaedia Iranica article): Encyclopaedia Iranica, Fiscal System v",IRN,iranica-fiscal-system-narrative-1921-1979,,,
1971-1972,1971,Government investment share of GDP,,12.5,percent,"Cited source (per Encyclopaedia Iranica article): Encyclopaedia Iranica, Fiscal System v",IRN,iranica-fiscal-system-narrative-1921-1979,,,
1975-1977,1975,Government investment share of GDP,,18,percent,"Cited source (per Encyclopaedia Iranica article): Encyclopaedia Iranica, Fiscal System v",IRN,iranica-fiscal-system-narrative-1921-1979,,,
1963,1963,Education share of government current expenditure,,21,percent,"Cited source (per Encyclopaedia Iranica article): Karshenas, 1990, pp. 111,169,188",IRN,iranica-fiscal-system-narrative-1921-1979,,,
1970,1970,Education share of government current expenditure,,15,percent,"Cited source (per Encyclopaedia Iranica article): Karshenas, 1990, pp. 111,169,188",IRN,iranica-fiscal-system-narrative-1921-1979,,,
1976,1976,Education share of government current expenditure,,12,percent,"Cited source (per Encyclopaedia Iranica article): Karshenas, 1990, pp. 111,169,188",IRN,iranica-fiscal-system-narrative-1921-1979,,,
1963-1976,1963,Health share of government current expenditure,,~4,percent,"Cited source (per Encyclopaedia Iranica article): Karshenas, 1990",IRN,iranica-fiscal-system-narrative-1921-1979,,,
1963,1963,General administrative expenditure share,,36,percent,"Cited source (per Encyclopaedia Iranica article): Karshenas, 1990",IRN,iranica-fiscal-system-narrative-1921-1979,,,
1977,1977,General administrative expenditure share,,20,percent,"Cited source (per Encyclopaedia Iranica article): Karshenas, 1990",IRN,iranica-fiscal-system-narrative-1921-1979,,,
1963,1963,Military expenditure share of government current expenditure,,28,percent,"Cited source (per Encyclopaedia Iranica article): Karshenas, 1990",IRN,iranica-fiscal-system-narrative-1921-1979,,,
1977,1977,Military expenditure share of government current expenditure,,48,percent,"Cited source (per Encyclopaedia Iranica article): Karshenas, 1990",IRN,iranica-fiscal-system-narrative-1921-1979,,,
1967,1967,General income tax law marginal rate range,,10-55,percent,"Cited source (per Encyclopaedia Iranica article): Bharier, pp. 74-78",IRN,iranica-fiscal-system-narrative-1921-1979,,,
1971,1971,Income tax as share of GNP,,0.5-1,percent,"Cited source (per Encyclopaedia Iranica article): Encyclopaedia Iranica, Fiscal System v",IRN,iranica-fiscal-system-narrative-1921-1979,,,
