fiscal_year_label,year,category,subcategory,value,unit,notes,country_iso3,source_dataset,value_usd_nominal,value_usd_real_2015,currency_conversion_note
1970,1970,Money and Quasi Money,Quasi Money,27.9,"billion rials (year-over-year change during FY ended March 20, flow not level)",,IRN,wb1974-table7.1-movements-monetary-aggregates,0.3683,1.4216,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1970=75.75000007575, rebased CPI_1970=0.0583)"
1971,1971,Money and Quasi Money,Quasi Money,23.0,"billion rials (year-over-year change during FY ended March 20, flow not level)",,IRN,wb1974-table7.1-movements-monetary-aggregates,0.3036,1.1256,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1971=75.7500000694375, rebased CPI_1971=0.0607)"
1972,1972,Money and Quasi Money,Quasi Money,41.0,"billion rials (year-over-year change during FY ended March 20, flow not level)",,IRN,wb1974-table7.1-movements-monetary-aggregates,0.5413,1.8853,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1972=75.7499701345202, rebased CPI_1972=0.0646)"
1973,1973,Money and Quasi Money,Quasi Money,61.4,"billion rials (year-over-year change during FY ended March 20, flow not level)",,IRN,wb1974-table7.1-movements-monetary-aggregates,0.8913,2.5688,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1973=68.88604194825852, rebased CPI_1973=0.071)"
1963,1963,Foreign Assets (net),,3.0,"billion rials (year-over-year change during FY ended March 20, flow not level)",,IRN,wb1974-table7.1-movements-monetary-aggregates,0.0396,0.1741,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1963=75.75000007575, rebased CPI_1963=0.0512)"
1964,1964,Foreign Assets (net),,2.7,"billion rials (year-over-year change during FY ended March 20, flow not level)",,IRN,wb1974-table7.1-movements-monetary-aggregates,0.0356,0.1508,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1964=75.75000007575, rebased CPI_1964=0.0532)"
1965,1965,Foreign Assets (net),,7.6,"billion rials (year-over-year change during FY ended March 20, flow not level)",,IRN,wb1974-table7.1-movements-monetary-aggregates,0.1003,0.4158,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1965=75.75000007575, rebased CPI_1965=0.0543)"
1966,1966,Foreign Assets (net),,-4.4,"billion rials (year-over-year change during FY ended March 20, flow not level)",,IRN,wb1974-table7.1-movements-monetary-aggregates,-0.0581,-0.2416,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1966=75.75000007575, rebased CPI_1966=0.0541)"
1967,1967,Foreign Assets (net),,-2.5,"billion rials (year-over-year change during FY ended March 20, flow not level)",,IRN,wb1974-table7.1-movements-monetary-aggregates,-0.033,-0.135,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1967=75.75000007575, rebased CPI_1967=0.055)"
1968,1968,Foreign Assets (net),,-2.3,"billion rials (year-over-year change during FY ended March 20, flow not level)",,IRN,wb1974-table7.1-movements-monetary-aggregates,-0.0304,-0.1233,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1968=75.75000007575, rebased CPI_1968=0.0554)"
1969,1969,Foreign Assets (net),,-6.0,"billion rials (year-over-year change during FY ended March 20, flow not level)",,IRN,wb1974-table7.1-movements-monetary-aggregates,-0.0792,-0.311,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1969=75.75000007575, rebased CPI_1969=0.0573)"
1970,1970,Foreign Assets (net),,-5.1,"billion rials (year-over-year change during FY ended March 20, flow not level)",,IRN,wb1974-table7.1-movements-monetary-aggregates,-0.0673,-0.2599,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1970=75.75000007575, rebased CPI_1970=0.0583)"
1971,1971,Foreign Assets (net),,-20.9,"billion rials (year-over-year change during FY ended March 20, flow not level)",,IRN,wb1974-table7.1-movements-monetary-aggregates,-0.2759,-1.0228,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1971=75.7500000694375, rebased CPI_1971=0.0607)"
1972,1972,Foreign Assets (net),,36.8,"billion rials (year-over-year change during FY ended March 20, flow not level)",,IRN,wb1974-table7.1-movements-monetary-aggregates,0.4858,1.6922,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1972=75.7499701345202, rebased CPI_1972=0.0646)"
1973,1973,Foreign Assets (net),,33.8,"billion rials (year-over-year change during FY ended March 20, flow not level)",,IRN,wb1974-table7.1-movements-monetary-aggregates,0.4907,1.4141,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1973=68.88604194825852, rebased CPI_1973=0.071)"
1963,1963,Domestic Assets (net),,9.4,"billion rials (year-over-year change during FY ended March 20, flow not level)",,IRN,wb1974-table7.1-movements-monetary-aggregates,0.1241,0.5454,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1963=75.75000007575, rebased CPI_1963=0.0512)"
1964,1964,Domestic Assets (net),,12.3,"billion rials (year-over-year change during FY ended March 20, flow not level)",,IRN,wb1974-table7.1-movements-monetary-aggregates,0.1624,0.6868,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1964=75.75000007575, rebased CPI_1964=0.0532)"
1965,1965,Domestic Assets (net),,7.4,"billion rials (year-over-year change during FY ended March 20, flow not level)",,IRN,wb1974-table7.1-movements-monetary-aggregates,0.0977,0.4048,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1965=75.75000007575, rebased CPI_1965=0.0543)"
1966,1966,Domestic Assets (net),,27.4,"billion rials (year-over-year change during FY ended March 20, flow not level)",,IRN,wb1974-table7.1-movements-monetary-aggregates,0.3617,1.5045,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1966=75.75000007575, rebased CPI_1966=0.0541)"
1967,1967,Domestic Assets (net),,21.2,"billion rials (year-over-year change during FY ended March 20, flow not level)",,IRN,wb1974-table7.1-movements-monetary-aggregates,0.2799,1.145,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1967=75.75000007575, rebased CPI_1967=0.055)"
1968,1968,Domestic Assets (net),,33.7,"billion rials (year-over-year change during FY ended March 20, flow not level)",,IRN,wb1974-table7.1-movements-monetary-aggregates,0.4449,1.807,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1968=75.75000007575, rebased CPI_1968=0.0554)"
1969,1969,Domestic Assets (net),,40.7,"billion rials (year-over-year change during FY ended March 20, flow not level)",,IRN,wb1974-table7.1-movements-monetary-aggregates,0.5373,2.1099,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1969=75.75000007575, rebased CPI_1969=0.0573)"
1970,1970,Domestic Assets (net),,46.5,"billion rials (year-over-year change during FY ended March 20, flow not level)",,IRN,wb1974-table7.1-movements-monetary-aggregates,0.6139,2.3693,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1970=75.75000007575, rebased CPI_1970=0.0583)"
1971,1971,Domestic Assets (net),,58.3,"billion rials (year-over-year change during FY ended March 20, flow not level)",,IRN,wb1974-table7.1-movements-monetary-aggregates,0.7696,2.853,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1971=75.7500000694375, rebased CPI_1971=0.0607)"
1972,1972,Domestic Assets (net),,34.1,"billion rials (year-over-year change during FY ended March 20, flow not level)",,IRN,wb1974-table7.1-movements-monetary-aggregates,0.4502,1.568,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1972=75.7499701345202, rebased CPI_1972=0.0646)"
1973,1973,Domestic Assets (net),,97.6,"billion rials (year-over-year change during FY ended March 20, flow not level)",,IRN,wb1974-table7.1-movements-monetary-aggregates,1.4168,4.0834,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1973=68.88604194825852, rebased CPI_1973=0.071)"
1963,1963,Domestic Assets (net),Claims on private sector,10.8,"billion rials (year-over-year change during FY ended March 20, flow not level)",,IRN,wb1974-table7.1-movements-monetary-aggregates,0.1426,0.6266,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1963=75.75000007575, rebased CPI_1963=0.0512)"
1964,1964,Domestic Assets (net),Claims on private sector,11.4,"billion rials (year-over-year change during FY ended March 20, flow not level)",,IRN,wb1974-table7.1-movements-monetary-aggregates,0.1505,0.6365,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1964=75.75000007575, rebased CPI_1964=0.0532)"
1965,1965,Domestic Assets (net),Claims on private sector,15.2,"billion rials (year-over-year change during FY ended March 20, flow not level)",,IRN,wb1974-table7.1-movements-monetary-aggregates,0.2007,0.8315,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1965=75.75000007575, rebased CPI_1965=0.0543)"
1966,1966,Domestic Assets (net),Claims on private sector,14.1,"billion rials (year-over-year change during FY ended March 20, flow not level)",,IRN,wb1974-table7.1-movements-monetary-aggregates,0.1861,0.7742,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1966=75.75000007575, rebased CPI_1966=0.0541)"
1967,1967,Domestic Assets (net),Claims on private sector,19.0,"billion rials (year-over-year change during FY ended March 20, flow not level)",,IRN,wb1974-table7.1-movements-monetary-aggregates,0.2508,1.0262,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1967=75.75000007575, rebased CPI_1967=0.055)"
1968,1968,Domestic Assets (net),Claims on private sector,21.1,"billion rials (year-over-year change during FY ended March 20, flow not level)",,IRN,wb1974-table7.1-movements-monetary-aggregates,0.2785,1.1314,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1968=75.75000007575, rebased CPI_1968=0.0554)"
1969,1969,Domestic Assets (net),Claims on private sector,24.9,"billion rials (year-over-year change during FY ended March 20, flow not level)",,IRN,wb1974-table7.1-movements-monetary-aggregates,0.3287,1.2908,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1969=75.75000007575, rebased CPI_1969=0.0573)"
1970,1970,Domestic Assets (net),Claims on private sector,31.4,"billion rials (year-over-year change during FY ended March 20, flow not level)",,IRN,wb1974-table7.1-movements-monetary-aggregates,0.4145,1.5999,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1970=75.75000007575, rebased CPI_1970=0.0583)"
1971,1971,Domestic Assets (net),Claims on private sector,31.6,"billion rials (year-over-year change during FY ended March 20, flow not level)",,IRN,wb1974-table7.1-movements-monetary-aggregates,0.4172,1.5464,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1971=75.7500000694375, rebased CPI_1971=0.0607)"
1972,1972,Domestic Assets (net),Claims on private sector,47.4,"billion rials (year-over-year change during FY ended March 20, flow not level)",,IRN,wb1974-table7.1-movements-monetary-aggregates,0.6257,2.1796,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1972=75.7499701345202, rebased CPI_1972=0.0646)"
1973,1973,Domestic Assets (net),Claims on private sector,84.8,"billion rials (year-over-year change during FY ended March 20, flow not level)",,IRN,wb1974-table7.1-movements-monetary-aggregates,1.231,3.5478,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1973=68.88604194825852, rebased CPI_1973=0.071)"
1963,1963,Domestic Assets (net),Claims on public sector (net),-1.4,"billion rials (year-over-year change during FY ended March 20, flow not level)",,IRN,wb1974-table7.1-movements-monetary-aggregates,-0.0185,-0.0812,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1963=75.75000007575, rebased CPI_1963=0.0512)"
1964,1964,Domestic Assets (net),Claims on public sector (net),0.9,"billion rials (year-over-year change during FY ended March 20, flow not level)",,IRN,wb1974-table7.1-movements-monetary-aggregates,0.0119,0.0503,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1964=75.75000007575, rebased CPI_1964=0.0532)"
1965,1965,Domestic Assets (net),Claims on public sector (net),-7.8,"billion rials (year-over-year change during FY ended March 20, flow not level)",,IRN,wb1974-table7.1-movements-monetary-aggregates,-0.103,-0.4267,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1965=75.75000007575, rebased CPI_1965=0.0543)"
1966,1966,Domestic Assets (net),Claims on public sector (net),13.3,"billion rials (year-over-year change during FY ended March 20, flow not level)",,IRN,wb1974-table7.1-movements-monetary-aggregates,0.1756,0.7303,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1966=75.75000007575, rebased CPI_1966=0.0541)"
1967,1967,Domestic Assets (net),Claims on public sector (net),2.2,"billion rials (year-over-year change during FY ended March 20, flow not level)",,IRN,wb1974-table7.1-movements-monetary-aggregates,0.029,0.1188,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1967=75.75000007575, rebased CPI_1967=0.055)"
1968,1968,Domestic Assets (net),Claims on public sector (net),12.6,"billion rials (year-over-year change during FY ended March 20, flow not level)",,IRN,wb1974-table7.1-movements-monetary-aggregates,0.1663,0.6756,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1968=75.75000007575, rebased CPI_1968=0.0554)"
1969,1969,Domestic Assets (net),Claims on public sector (net),15.8,"billion rials (year-over-year change during FY ended March 20, flow not level)",,IRN,wb1974-table7.1-movements-monetary-aggregates,0.2086,0.8191,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1969=75.75000007575, rebased CPI_1969=0.0573)"
1970,1970,Domestic Assets (net),Claims on public sector (net),15.1,"billion rials (year-over-year change during FY ended March 20, flow not level)",,IRN,wb1974-table7.1-movements-monetary-aggregates,0.1993,0.7694,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1970=75.75000007575, rebased CPI_1970=0.0583)"
1971,1971,Domestic Assets (net),Claims on public sector (net),26.7,"billion rials (year-over-year change during FY ended March 20, flow not level)",,IRN,wb1974-table7.1-movements-monetary-aggregates,0.3525,1.3066,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1971=75.7500000694375, rebased CPI_1971=0.0607)"
1972,1972,Domestic Assets (net),Claims on public sector (net),-13.3,"billion rials (year-over-year change during FY ended March 20, flow not level)",,IRN,wb1974-table7.1-movements-monetary-aggregates,-0.1756,-0.6116,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1972=75.7499701345202, rebased CPI_1972=0.0646)"
1973,1973,Domestic Assets (net),Claims on public sector (net),12.8,"billion rials (year-over-year change during FY ended March 20, flow not level)",,IRN,wb1974-table7.1-movements-monetary-aggregates,0.1858,0.5355,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1973=68.88604194825852, rebased CPI_1973=0.071)"
1963,1963,Domestic Assets (net),National Government (net),0.6,"billion rials (year-over-year change during FY ended March 20, flow not level)",,IRN,wb1974-table7.1-movements-monetary-aggregates,0.0079,0.0348,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1963=75.75000007575, rebased CPI_1963=0.0512)"
1964,1964,Domestic Assets (net),National Government (net),5.4,"billion rials (year-over-year change during FY ended March 20, flow not level)",,IRN,wb1974-table7.1-movements-monetary-aggregates,0.0713,0.3015,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1964=75.75000007575, rebased CPI_1964=0.0532)"
1965,1965,Domestic Assets (net),National Government (net),8.8,"billion rials (year-over-year change during FY ended March 20, flow not level)",,IRN,wb1974-table7.1-movements-monetary-aggregates,0.1162,0.4814,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1965=75.75000007575, rebased CPI_1965=0.0543)"
1966,1966,Domestic Assets (net),National Government (net),3.4,"billion rials (year-over-year change during FY ended March 20, flow not level)",,IRN,wb1974-table7.1-movements-monetary-aggregates,0.0449,0.1867,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1966=75.75000007575, rebased CPI_1966=0.0541)"
1967,1967,Domestic Assets (net),National Government (net),4.7,"billion rials (year-over-year change during FY ended March 20, flow not level)",,IRN,wb1974-table7.1-movements-monetary-aggregates,0.062,0.2538,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1967=75.75000007575, rebased CPI_1967=0.055)"
1968,1968,Domestic Assets (net),National Government (net),14.4,"billion rials (year-over-year change during FY ended March 20, flow not level)",,IRN,wb1974-table7.1-movements-monetary-aggregates,0.1901,0.7721,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1968=75.75000007575, rebased CPI_1968=0.0554)"
1969,1969,Domestic Assets (net),National Government (net),10.7,"billion rials (year-over-year change during FY ended March 20, flow not level)",,IRN,wb1974-table7.1-movements-monetary-aggregates,0.1413,0.5547,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1969=75.75000007575, rebased CPI_1969=0.0573)"
1970,1970,Domestic Assets (net),National Government (net),25.3,"billion rials (year-over-year change during FY ended March 20, flow not level)",,IRN,wb1974-table7.1-movements-monetary-aggregates,0.334,1.2891,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1970=75.75000007575, rebased CPI_1970=0.0583)"
1971,1971,Domestic Assets (net),National Government (net),31.4,"billion rials (year-over-year change during FY ended March 20, flow not level)",,IRN,wb1974-table7.1-movements-monetary-aggregates,0.4145,1.5366,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1971=75.7500000694375, rebased CPI_1971=0.0607)"
1972,1972,Domestic Assets (net),National Government (net),-5.6,"billion rials (year-over-year change during FY ended March 20, flow not level)",,IRN,wb1974-table7.1-movements-monetary-aggregates,-0.0739,-0.2575,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1972=75.7499701345202, rebased CPI_1972=0.0646)"
1973,1973,Domestic Assets (net),National Government (net),25.0,"billion rials (year-over-year change during FY ended March 20, flow not level)",,IRN,wb1974-table7.1-movements-monetary-aggregates,0.3629,1.0459,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1973=68.88604194825852, rebased CPI_1973=0.071)"
1963,1963,Domestic Assets (net),Official Entities (net),-2.0,"billion rials (year-over-year change during FY ended March 20, flow not level)",,IRN,wb1974-table7.1-movements-monetary-aggregates,-0.0264,-0.116,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1963=75.75000007575, rebased CPI_1963=0.0512)"
1964,1964,Domestic Assets (net),Official Entities (net),-4.5,"billion rials (year-over-year change during FY ended March 20, flow not level)",,IRN,wb1974-table7.1-movements-monetary-aggregates,-0.0594,-0.2513,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1964=75.75000007575, rebased CPI_1964=0.0532)"
1965,1965,Domestic Assets (net),Official Entities (net),-16.6,"billion rials (year-over-year change during FY ended March 20, flow not level)",,IRN,wb1974-table7.1-movements-monetary-aggregates,-0.2191,-0.9081,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1965=75.75000007575, rebased CPI_1965=0.0543)"
1966,1966,Domestic Assets (net),Official Entities (net),9.9,"billion rials (year-over-year change during FY ended March 20, flow not level)",,IRN,wb1974-table7.1-movements-monetary-aggregates,0.1307,0.5436,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1966=75.75000007575, rebased CPI_1966=0.0541)"
1967,1967,Domestic Assets (net),Official Entities (net),-2.5,"billion rials (year-over-year change during FY ended March 20, flow not level)",,IRN,wb1974-table7.1-movements-monetary-aggregates,-0.033,-0.135,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1967=75.75000007575, rebased CPI_1967=0.055)"
1968,1968,Domestic Assets (net),Official Entities (net),-1.8,"billion rials (year-over-year change during FY ended March 20, flow not level)",,IRN,wb1974-table7.1-movements-monetary-aggregates,-0.0238,-0.0965,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1968=75.75000007575, rebased CPI_1968=0.0554)"
