country_iso3,line_item,price_basis,solar_year,gregorian_year_approx,value_bln_rials,source,notes
IRN,Gross fixed capital formation,current prices,1396,2017,3737296,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",Revised figures (marked '(1)' in source).
IRN,Gross fixed capital formation,current prices,1397,2018,5044928,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",
IRN,Machinery (GFCF),current prices,1390,2011,707027,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",
IRN,Machinery (GFCF),current prices,1393,2014,1308155,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",Revised figures (marked '(1)' in source).
IRN,Machinery (GFCF),current prices,1394,2015,1170298,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",Revised figures (marked '(1)' in source).
IRN,Machinery (GFCF),current prices,1395,2016,1614154,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",Revised figures (marked '(1)' in source).
IRN,Machinery (GFCF),current prices,1396,2017,2023708,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",Revised figures (marked '(1)' in source).
IRN,Machinery (GFCF),current prices,1397,2018,2757148,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",
IRN,"Machinery, public sector",current prices,1390,2011,367391,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",
IRN,"Machinery, public sector",current prices,1393,2014,667319,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",Revised figures (marked '(1)' in source).
IRN,"Machinery, public sector",current prices,1394,2015,597124,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",Revised figures (marked '(1)' in source).
IRN,"Machinery, public sector",current prices,1395,2016,822522,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",Revised figures (marked '(1)' in source).
IRN,"Machinery, public sector",current prices,1396,2017,1027927,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",Revised figures (marked '(1)' in source).
IRN,"Machinery, public sector",current prices,1397,2018,1400205,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",
IRN,"Machinery, private sector",current prices,1390,2011,339636,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",
IRN,"Machinery, private sector",current prices,1393,2014,640836,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",Revised figures (marked '(1)' in source).
IRN,"Machinery, private sector",current prices,1394,2015,573174,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",Revised figures (marked '(1)' in source).
IRN,"Machinery, private sector",current prices,1395,2016,791632,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",Revised figures (marked '(1)' in source).
IRN,"Machinery, private sector",current prices,1396,2017,995781,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",Revised figures (marked '(1)' in source).
IRN,"Machinery, private sector",current prices,1397,2018,1356942,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",
IRN,Construction (GFCF),current prices,1390,2011,823371,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",
IRN,Construction (GFCF),current prices,1393,2014,1230435,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",Revised figures (marked '(1)' in source).
IRN,Construction (GFCF),current prices,1394,2015,1137575,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",Revised figures (marked '(1)' in source).
IRN,Construction (GFCF),current prices,1395,2016,1362493,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",Revised figures (marked '(1)' in source).
IRN,Construction (GFCF),current prices,1396,2017,1464294,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",Revised figures (marked '(1)' in source).
IRN,Construction (GFCF),current prices,1397,2018,2117250,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",
IRN,"Construction, public sector",current prices,1390,2011,596021,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",
IRN,"Construction, public sector",current prices,1393,2014,914616,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",Revised figures (marked '(1)' in source).
IRN,"Construction, public sector",current prices,1394,2015,887641,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",Revised figures (marked '(1)' in source).
IRN,"Construction, public sector",current prices,1395,2016,639154,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",Revised figures (marked '(1)' in source).
IRN,"Construction, public sector",current prices,1396,2017,627197,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",Revised figures (marked '(1)' in source).
IRN,"Construction, public sector",current prices,1397,2018,655343,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",
IRN,"Construction, private sector",current prices,1390,2011,227349,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",
IRN,"Construction, private sector",current prices,1393,2014,315819,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",Revised figures (marked '(1)' in source).
IRN,"Construction, private sector",current prices,1394,2015,249934,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",Revised figures (marked '(1)' in source).
IRN,"Construction, private sector",current prices,1395,2016,723339,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",Revised figures (marked '(1)' in source).
IRN,"Construction, private sector",current prices,1396,2017,837097,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",Revised figures (marked '(1)' in source).
IRN,"Construction, private sector",current prices,1397,2018,1461907,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",
IRN,Gross capital formation in other assets,current prices,1390,2011,77207,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",
IRN,Gross capital formation in other assets,current prices,1393,2014,175573,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",Revised figures (marked '(1)' in source).
IRN,Gross capital formation in other assets,current prices,1394,2015,184201,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",Revised figures (marked '(1)' in source).
IRN,Gross capital formation in other assets,current prices,1395,2016,302950,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",Revised figures (marked '(1)' in source).
IRN,Gross capital formation in other assets,current prices,1396,2017,249294,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",Revised figures (marked '(1)' in source).
IRN,Gross capital formation in other assets,current prices,1397,2018,170530,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",
IRN,Cultivated assets,current prices,1390,2011,19762,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",
IRN,Cultivated assets,current prices,1393,2014,58689,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",Revised figures (marked '(1)' in source).
IRN,Cultivated assets,current prices,1394,2015,61741,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",Revised figures (marked '(1)' in source).
IRN,Cultivated assets,current prices,1395,2016,216924,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",Revised figures (marked '(1)' in source).
IRN,Cultivated assets,current prices,1396,2017,73915,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",Revised figures (marked '(1)' in source).
IRN,Cultivated assets,current prices,1397,2018,90623,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",
IRN,Mineral exploration,current prices,1390,2011,2151,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",
IRN,Mineral exploration,current prices,1393,2014,4338,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",Revised figures (marked '(1)' in source).
IRN,Mineral exploration,current prices,1394,2015,13145,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",Revised figures (marked '(1)' in source).
IRN,Mineral exploration,current prices,1395,2016,66482,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",Revised figures (marked '(1)' in source).
IRN,Mineral exploration,current prices,1396,2017,4189,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",Revised figures (marked '(1)' in source).
IRN,Mineral exploration,current prices,1397,2018,5778,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",
IRN,Computer software packages,current prices,1390,2011,4005,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",
IRN,Computer software packages,current prices,1393,2014,8374,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",Revised figures (marked '(1)' in source).
IRN,Computer software packages,current prices,1394,2015,10314,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",Revised figures (marked '(1)' in source).
IRN,Computer software packages,current prices,1395,2016,2430,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",Revised figures (marked '(1)' in source).
IRN,Computer software packages,current prices,1396,2017,21009,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",Revised figures (marked '(1)' in source).
IRN,Computer software packages,current prices,1397,2018,25540,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",
IRN,Literary and artistic originals,current prices,1390,2011,2166,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",
IRN,Literary and artistic originals,current prices,1393,2014,3481,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",Revised figures (marked '(1)' in source).
IRN,Literary and artistic originals,current prices,1394,2015,4281,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",Revised figures (marked '(1)' in source).
IRN,Literary and artistic originals,current prices,1395,2016,11697,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",Revised figures (marked '(1)' in source).
IRN,Literary and artistic originals,current prices,1396,2017,6042,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",Revised figures (marked '(1)' in source).
IRN,Literary and artistic originals,current prices,1397,2018,7597,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",
IRN,Other (GFCF other assets),current prices,1390,2011,49123,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",
IRN,Other (GFCF other assets),current prices,1393,2014,100691,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",Revised figures (marked '(1)' in source).
IRN,Other (GFCF other assets),current prices,1394,2015,94720,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",Revised figures (marked '(1)' in source).
IRN,Other (GFCF other assets),current prices,1395,2016,5417,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",Revised figures (marked '(1)' in source).
IRN,Other (GFCF other assets),current prices,1396,2017,144139,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",Revised figures (marked '(1)' in source).
IRN,Other (GFCF other assets),current prices,1397,2018,40992,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",
IRN,Net exports of goods and services,current prices,1390,2011,682191,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",
IRN,Net exports of goods and services,current prices,1393,2014,739172,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",Revised figures (marked '(1)' in source).
IRN,Net exports of goods and services,current prices,1394,2015,548428,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",Revised figures (marked '(1)' in source).
IRN,Net exports of goods and services,current prices,1395,2016,130898,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",Revised figures (marked '(1)' in source).
IRN,Net exports of goods and services,current prices,1396,2017,1483862,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",Revised figures (marked '(1)' in source).
IRN,Net exports of goods and services,current prices,1397,2018,3430318,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",
IRN,Exports of goods and services,current prices,1390,2011,1613208,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",
IRN,Exports of goods and services,current prices,1393,2014,2723641,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",Revised figures (marked '(1)' in source).
IRN,Exports of goods and services,current prices,1394,2015,2184699,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",Revised figures (marked '(1)' in source).
IRN,Exports of goods and services,current prices,1395,2016,980399,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",Revised figures (marked '(1)' in source).
IRN,Exports of goods and services,current prices,1396,2017,3865620,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",Revised figures (marked '(1)' in source).
IRN,Exports of goods and services,current prices,1397,2018,5976555,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",
IRN,Imports of goods and services,current prices,1390,2011,931017,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",
IRN,Imports of goods and services,current prices,1393,2014,1984469,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",Revised figures (marked '(1)' in source).
IRN,Imports of goods and services,current prices,1394,2015,1636271,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",Revised figures (marked '(1)' in source).
IRN,Imports of goods and services,current prices,1395,2016,3045030,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",Revised figures (marked '(1)' in source).
IRN,Imports of goods and services,current prices,1396,2017,2381757,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",Revised figures (marked '(1)' in source).
IRN,Imports of goods and services,current prices,1397,2018,2546237,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",
IRN,Change in stocks and statistical discrepancies,current prices,1390,2011,149024,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",
IRN,Change in stocks and statistical discrepancies,current prices,1393,2014,911851,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",Revised figures (marked '(1)' in source).
IRN,Change in stocks and statistical discrepancies,current prices,1394,2015,757283,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",Revised figures (marked '(1)' in source).
IRN,Change in stocks and statistical discrepancies,current prices,1395,2016,1667952,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",Revised figures (marked '(1)' in source).
IRN,Change in stocks and statistical discrepancies,current prices,1396,2017,596315,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",Revised figures (marked '(1)' in source).
IRN,Change in stocks and statistical discrepancies,current prices,1397,2018,2001173,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",
IRN,Gross domestic product (at market prices),current prices,1390,2011,6866811,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",
IRN,Gross domestic product (at market prices),current prices,1393,2014,12550960,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",Revised figures (marked '(1)' in source).
IRN,Gross domestic product (at market prices),current prices,1394,2015,12180016,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",Revised figures (marked '(1)' in source).
IRN,Gross domestic product (at market prices),current prices,1395,2016,14906258,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",Revised figures (marked '(1)' in source).
IRN,Gross domestic product (at market prices),current prices,1396,2017,17971871,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",Revised figures (marked '(1)' in source).
IRN,Gross domestic product (at market prices),current prices,1397,2018,25829712,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",
IRN,Net income from abroad,current prices,1390,2011,490,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",
IRN,Net income from abroad,current prices,1393,2014,34365,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",Revised figures (marked '(1)' in source).
IRN,Net income from abroad,current prices,1394,2015,28863,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",Revised figures (marked '(1)' in source).
IRN,Net income from abroad,current prices,1395,2016,40303,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",Revised figures (marked '(1)' in source).
IRN,Net income from abroad,current prices,1396,2017,28503,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",Revised figures (marked '(1)' in source).
IRN,Net income from abroad,current prices,1397,2018,105131,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",
IRN,Gross national product = Gross national income,current prices,1390,2011,6867302,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",
IRN,Gross national product = Gross national income,current prices,1393,2014,12585325,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",Revised figures (marked '(1)' in source).
IRN,Gross national product = Gross national income,current prices,1394,2015,12208880,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",Revised figures (marked '(1)' in source).
IRN,Gross national product = Gross national income,current prices,1395,2016,14946560,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",Revised figures (marked '(1)' in source).
IRN,Gross national product = Gross national income,current prices,1396,2017,18000374,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",Revised figures (marked '(1)' in source).
IRN,Gross national product = Gross national income,current prices,1397,2018,25934843,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",
IRN,Less: consumption of fixed capital,current prices,1390,2011,814187,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",
IRN,Less: consumption of fixed capital,current prices,1393,2014,1931385,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)","Revised figures (marked '(1)' in source). CROSS-TABLE DISCREPANCY, preserved not resolved: Table 23.1 (value added by sector) reports a DIFFERENT current-price consumption-of-fixed-capital figure for this year (1393: 1,823,026 vs this table's 1,931,385; 1394: 1,934,260 vs this table's 2,219,015) — both printed exactly as in the same SCI yearbook edition; not reconciled here per the project's no-silent-resolution rule for disagreeing sources."
IRN,Less: consumption of fixed capital,current prices,1394,2015,2219015,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)","Revised figures (marked '(1)' in source). CROSS-TABLE DISCREPANCY, preserved not resolved: Table 23.1 (value added by sector) reports a DIFFERENT current-price consumption-of-fixed-capital figure for this year (1393: 1,823,026 vs this table's 1,931,385; 1394: 1,934,260 vs this table's 2,219,015) — both printed exactly as in the same SCI yearbook edition; not reconciled here per the project's no-silent-resolution rule for disagreeing sources."
IRN,Less: consumption of fixed capital,current prices,1395,2016,2001156,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",Revised figures (marked '(1)' in source).
IRN,Less: consumption of fixed capital,current prices,1396,2017,2190280,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",Revised figures (marked '(1)' in source).
IRN,Less: consumption of fixed capital,current prices,1397,2018,3405856,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",
IRN,National income,current prices,1390,2011,6053115,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",
IRN,National income,current prices,1393,2014,10653940,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",Revised figures (marked '(1)' in source).
IRN,National income,current prices,1394,2015,9989864,"SCI Iran Statistical Yearbook 1399, Table 23.6 (Gross Domestic Product by Final Expenditure Components)",Revised figures (marked '(1)' in source).
