province,indicator,year_sh,value,unit,value_label_fa,rank,edition,source_title_fa
اردبيل,industrial_production_value_share_pct,1396,0.2944657379178985,(درصد),سهم,25,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
اردبيل,industrial_production_value_share_pct,1397,0.262969653719322,(درصد),سهم,25,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
اردبيل,industrial_production_value_share_pct,1398,0.4037174515053839,(درصد),سهم,25,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
اردبيل,industrial_production_value_share_pct,1399,0.4203314637750776,(درصد),سهم,25,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
اردبيل,industrial_production_value_share_pct,1400,0.31812942812045747,(درصد),سهم,27,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
اصفهان,industrial_production_value_share_pct,1396,12.30425137427411,(درصد),سهم,2,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
اصفهان,industrial_production_value_share_pct,1397,13.054974205688966,(درصد),سهم,2,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
اصفهان,industrial_production_value_share_pct,1398,13.215473534271165,(درصد),سهم,2,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
اصفهان,industrial_production_value_share_pct,1399,13.357745076484312,(درصد),سهم,2,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
اصفهان,industrial_production_value_share_pct,1400,13.905325362262822,(درصد),سهم,1,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
البرز,industrial_production_value_share_pct,1396,3.9268079108985914,(درصد),سهم,9,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
البرز,industrial_production_value_share_pct,1397,3.0054914748118797,(درصد),سهم,9,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
البرز,industrial_production_value_share_pct,1398,3.617049912636024,(درصد),سهم,8,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
البرز,industrial_production_value_share_pct,1399,3.373396859491499,(درصد),سهم,10,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
البرز,industrial_production_value_share_pct,1400,3.3972087756876705,(درصد),سهم,9,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
ايلام,industrial_production_value_share_pct,1396,0.17028981246183364,(درصد),سهم,30,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
ايلام,industrial_production_value_share_pct,1397,0.15331443961363136,(درصد),سهم,30,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
ايلام,industrial_production_value_share_pct,1398,0.12159847363094264,(درصد),سهم,30,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
ايلام,industrial_production_value_share_pct,1399,0.1455547774869858,(درصد),سهم,30,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
ايلام,industrial_production_value_share_pct,1400,0.16116880865653796,(درصد),سهم,30,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
بوشهر,industrial_production_value_share_pct,1396,7.26813755036927,(درصد),سهم,4,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
بوشهر,industrial_production_value_share_pct,1397,7.196159931141772,(درصد),سهم,5,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
بوشهر,industrial_production_value_share_pct,1398,7.371658956308291,(درصد),سهم,5,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
بوشهر,industrial_production_value_share_pct,1399,7.329429173589425,(درصد),سهم,5,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
بوشهر,industrial_production_value_share_pct,1400,6.577644097073149,(درصد),سهم,6,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
تهران,industrial_production_value_share_pct,1396,18.769828591143302,(درصد),سهم,1,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
تهران,industrial_production_value_share_pct,1397,14.835531249879452,(درصد),سهم,1,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
تهران,industrial_production_value_share_pct,1398,13.549370834642701,(درصد),سهم,1,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
تهران,industrial_production_value_share_pct,1399,14.112750003893332,(درصد),سهم,1,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
تهران,industrial_production_value_share_pct,1400,13.549909206546918,(درصد),سهم,2,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
چهار محال و بختياري,industrial_production_value_share_pct,1396,0.5532703297849136,(درصد),سهم,24,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
چهار محال و بختياري,industrial_production_value_share_pct,1397,0.5851349246155405,(درصد),سهم,23,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
چهار محال و بختياري,industrial_production_value_share_pct,1398,0.61257090552336,(درصد),سهم,22,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
چهار محال و بختياري,industrial_production_value_share_pct,1399,0.6611135082799459,(درصد),سهم,22,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
چهار محال و بختياري,industrial_production_value_share_pct,1400,0.6201646707078635,(درصد),سهم,22,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
خراسان جنوبي,industrial_production_value_share_pct,1396,0.2591750501924704,(درصد),سهم,27,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
خراسان جنوبي,industrial_production_value_share_pct,1397,0.21459724195581267,(درصد),سهم,29,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
خراسان جنوبي,industrial_production_value_share_pct,1398,0.19855391987216553,(درصد),سهم,28,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
خراسان جنوبي,industrial_production_value_share_pct,1399,0.1990040488634162,(درصد),سهم,28,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
خراسان جنوبي,industrial_production_value_share_pct,1400,0.21773829059207905,(درصد),سهم,28,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
خراسان رضوي,industrial_production_value_share_pct,1396,4.004192146544195,(درصد),سهم,8,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
خراسان رضوي,industrial_production_value_share_pct,1397,3.3677381793216914,(درصد),سهم,8,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
خراسان رضوي,industrial_production_value_share_pct,1398,3.159306476331773,(درصد),سهم,9,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
خراسان رضوي,industrial_production_value_share_pct,1399,3.385646685288938,(درصد),سهم,9,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
خراسان رضوي,industrial_production_value_share_pct,1400,3.108871300338368,(درصد),سهم,11,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
خراسان شمالي,industrial_production_value_share_pct,1396,0.2603675674414462,(درصد),سهم,26,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
خراسان شمالي,industrial_production_value_share_pct,1397,0.2526508052828325,(درصد),سهم,26,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
خراسان شمالي,industrial_production_value_share_pct,1398,0.360572774694124,(درصد),سهم,27,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
خراسان شمالي,industrial_production_value_share_pct,1399,0.3093084107049626,(درصد),سهم,27,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
خراسان شمالي,industrial_production_value_share_pct,1400,0.37747032884379267,(درصد),سهم,25,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
خوزستان,industrial_production_value_share_pct,1396,11.69558388150619,(درصد),سهم,3,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
خوزستان,industrial_production_value_share_pct,1397,12.378649577530007,(درصد),سهم,3,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
خوزستان,industrial_production_value_share_pct,1398,11.736845624136622,(درصد),سهم,3,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
خوزستان,industrial_production_value_share_pct,1399,10.878694075053795,(درصد),سهم,3,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
خوزستان,industrial_production_value_share_pct,1400,10.3611835992182,(درصد),سهم,4,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
زنجان,industrial_production_value_share_pct,1396,1.8189730857640023,(درصد),سهم,15,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
زنجان,industrial_production_value_share_pct,1397,1.7625975422519171,(درصد),سهم,15,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
زنجان,industrial_production_value_share_pct,1398,1.7895816387541574,(درصد),سهم,14,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
زنجان,industrial_production_value_share_pct,1399,2.082804828890654,(درصد),سهم,14,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
زنجان,industrial_production_value_share_pct,1400,1.8872335235499835,(درصد),سهم,14,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
سمنان,industrial_production_value_share_pct,1396,1.2717484796807086,(درصد),سهم,17,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
سمنان,industrial_production_value_share_pct,1397,1.2186802578965041,(درصد),سهم,18,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
سمنان,industrial_production_value_share_pct,1398,1.4565286047696393,(درصد),سهم,17,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
سمنان,industrial_production_value_share_pct,1399,1.4009850606376222,(درصد),سهم,17,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
سمنان,industrial_production_value_share_pct,1400,1.6556502440107934,(درصد),سهم,15,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
سيستان و بلوچستان,industrial_production_value_share_pct,1396,0.2558072798561567,(درصد),سهم,28,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
سيستان و بلوچستان,industrial_production_value_share_pct,1397,0.23175678726630292,(درصد),سهم,27,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
سيستان و بلوچستان,industrial_production_value_share_pct,1398,0.14530356737390565,(درصد),سهم,29,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
سيستان و بلوچستان,industrial_production_value_share_pct,1399,0.14880969492722954,(درصد),سهم,29,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
سيستان و بلوچستان,industrial_production_value_share_pct,1400,0.17994251945270578,(درصد),سهم,29,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
فارس,industrial_production_value_share_pct,1396,2.683631027774383,(درصد),سهم,12,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
فارس,industrial_production_value_share_pct,1397,2.519851185146291,(درصد),سهم,13,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
فارس,industrial_production_value_share_pct,1398,2.5913641326943018,(درصد),سهم,12,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
فارس,industrial_production_value_share_pct,1399,2.500986108487793,(درصد),سهم,13,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
فارس,industrial_production_value_share_pct,1400,2.65383519412727,(درصد),سهم,13,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
قزوين,industrial_production_value_share_pct,1396,3.294157156568038,(درصد),سهم,10,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
قزوين,industrial_production_value_share_pct,1397,2.87214280965943,(درصد),سهم,10,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
قزوين,industrial_production_value_share_pct,1398,2.8556395623982906,(درصد),سهم,10,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
قزوين,industrial_production_value_share_pct,1399,2.934217489101681,(درصد),سهم,12,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
قزوين,industrial_production_value_share_pct,1400,2.887127224857658,(درصد),سهم,12,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
قم,industrial_production_value_share_pct,1396,1.0525303218040136,(درصد),سهم,19,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
قم,industrial_production_value_share_pct,1397,1.30763392950353,(درصد),سهم,17,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
قم,industrial_production_value_share_pct,1398,1.183799855018721,(درصد),سهم,18,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
قم,industrial_production_value_share_pct,1399,1.2987329289693699,(درصد),سهم,18,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
قم,industrial_production_value_share_pct,1400,1.2868186205593353,(درصد),سهم,18,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
كردستان,industrial_production_value_share_pct,1396,0.2081025564673356,(درصد),سهم,29,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
كردستان,industrial_production_value_share_pct,1397,0.22362734558917763,(درصد),سهم,28,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
كردستان,industrial_production_value_share_pct,1398,0.4003353746553502,(درصد),سهم,26,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
كردستان,industrial_production_value_share_pct,1399,0.3833497515683325,(درصد),سهم,26,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
كردستان,industrial_production_value_share_pct,1400,0.4068721505758035,(درصد),سهم,24,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
كرمان,industrial_production_value_share_pct,1396,2.712068401548081,(درصد),سهم,11,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
كرمان,industrial_production_value_share_pct,1397,2.558198597198371,(درصد),سهم,12,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
كرمان,industrial_production_value_share_pct,1398,2.3790512036177933,(درصد),سهم,13,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
كرمان,industrial_production_value_share_pct,1399,3.274769370574926,(درصد),سهم,11,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
كرمان,industrial_production_value_share_pct,1400,3.7466604420265273,(درصد),سهم,8,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
كرمانشاه,industrial_production_value_share_pct,1396,1.0903485489774152,(درصد),سهم,18,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
كرمانشاه,industrial_production_value_share_pct,1397,1.145460345238968,(درصد),سهم,19,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
كرمانشاه,industrial_production_value_share_pct,1398,1.179498050683912,(درصد),سهم,19,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
كرمانشاه,industrial_production_value_share_pct,1399,1.112765481025147,(درصد),سهم,19,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
كرمانشاه,industrial_production_value_share_pct,1400,1.0531364128485334,(درصد),سهم,19,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
كهگيلويه و بوير احمد,industrial_production_value_share_pct,1396,0.059117779479819124,(درصد),سهم,31,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
كهگيلويه و بوير احمد,industrial_production_value_share_pct,1397,0.05106653651546639,(درصد),سهم,31,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
كهگيلويه و بوير احمد,industrial_production_value_share_pct,1398,0.04261839892846621,(درصد),سهم,31,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
كهگيلويه و بوير احمد,industrial_production_value_share_pct,1399,0.03944901035972315,(درصد),سهم,31,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
كهگيلويه و بوير احمد,industrial_production_value_share_pct,1400,0.04374389994266189,(درصد),سهم,31,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
گلستان,industrial_production_value_share_pct,1396,0.6335899119025714,(درصد),سهم,22,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
گلستان,industrial_production_value_share_pct,1397,0.666778425513211,(درصد),سهم,22,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
گلستان,industrial_production_value_share_pct,1398,0.6616840719598244,(درصد),سهم,21,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
گلستان,industrial_production_value_share_pct,1399,0.6216172330838274,(درصد),سهم,23,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
گلستان,industrial_production_value_share_pct,1400,0.6549604484793308,(درصد),سهم,21,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
گيلان,industrial_production_value_share_pct,1396,1.632212683808127,(درصد),سهم,16,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
گيلان,industrial_production_value_share_pct,1397,1.578980780946161,(درصد),سهم,16,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
گيلان,industrial_production_value_share_pct,1398,1.6203726117072568,(درصد),سهم,15,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
گيلان,industrial_production_value_share_pct,1399,1.9355054470623758,(درصد),سهم,15,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
گيلان,industrial_production_value_share_pct,1400,1.6072076318966337,(درصد),سهم,16,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
لرستان,industrial_production_value_share_pct,1396,0.5960618476587323,(درصد),سهم,23,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
لرستان,industrial_production_value_share_pct,1397,0.4462804632488381,(درصد),سهم,24,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
لرستان,industrial_production_value_share_pct,1398,0.4916002595173325,(درصد),سهم,24,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
لرستان,industrial_production_value_share_pct,1399,0.43807255284942503,(درصد),سهم,24,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
لرستان,industrial_production_value_share_pct,1400,0.34166361753754737,(درصد),سهم,26,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
مازندران,industrial_production_value_share_pct,1396,2.4280200654244157,(درصد),سهم,13,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
مازندران,industrial_production_value_share_pct,1397,1.7759544731439099,(درصد),سهم,14,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
مازندران,industrial_production_value_share_pct,1398,1.560793641857328,(درصد),سهم,16,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
مازندران,industrial_production_value_share_pct,1399,1.6023821003109011,(درصد),سهم,16,jaygah_1398-1402,7- توزیع ارزش تولیدات کارگاه‌های صنعتی دارای ده نفر کارکن و بیشتر
