province,indicator,year_sh,value,unit,value_label_fa,rank,edition,source_title_fa
اصفهان,mine_production_value_share_pct,1399,1.3825363341834436,(درصد),سهم,7,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
اصفهان,mine_production_value_share_pct,1400,1.129183621939947,(درصد),سهم,8,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
اصفهان,mine_production_value_share_pct,1401,1.1515276671459942,(درصد),سهم,10,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
البرز,mine_production_value_share_pct,1397,0.16432061083713093,(درصد),سهم,26,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
البرز,mine_production_value_share_pct,1398,0.16216119838111442,(درصد),سهم,26,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
البرز,mine_production_value_share_pct,1399,0.265405627956752,(درصد),سهم,20,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
البرز,mine_production_value_share_pct,1400,0.1856534566497622,(درصد),سهم,22,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
البرز,mine_production_value_share_pct,1401,0.25588248359698834,(درصد),سهم,20,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
ايلام,mine_production_value_share_pct,1397,0.06885772862691131,(درصد),سهم,31,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
ايلام,mine_production_value_share_pct,1398,0.06030167305588563,(درصد),سهم,31,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
ايلام,mine_production_value_share_pct,1399,0.06213585365046493,(درصد),سهم,31,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
ايلام,mine_production_value_share_pct,1400,0.056558466950787735,(درصد),سهم,31,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
ايلام,mine_production_value_share_pct,1401,0.07010539310552698,(درصد),سهم,31,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
بوشهر,mine_production_value_share_pct,1397,0.27278393441094073,(درصد),سهم,21,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
بوشهر,mine_production_value_share_pct,1398,0.3077115576738161,(درصد),سهم,22,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
بوشهر,mine_production_value_share_pct,1399,0.14897655369452803,(درصد),سهم,25,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
بوشهر,mine_production_value_share_pct,1400,0.11742008446867819,(درصد),سهم,26,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
بوشهر,mine_production_value_share_pct,1401,0.1397993857041819,(درصد),سهم,28,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
تهران,mine_production_value_share_pct,1397,0.5372021139533828,(درصد),سهم,15,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
تهران,mine_production_value_share_pct,1398,0.5175364625732563,(درصد),سهم,16,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
تهران,mine_production_value_share_pct,1399,0.5280469696173056,(درصد),سهم,13,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
تهران,mine_production_value_share_pct,1400,0.37912291998117953,(درصد),سهم,15,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
تهران,mine_production_value_share_pct,1401,0.4525518846303908,(درصد),سهم,18,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
چهار محال و بختياري,mine_production_value_share_pct,1397,0.09694922629593014,(درصد),سهم,30,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
چهار محال و بختياري,mine_production_value_share_pct,1398,0.08951049776905352,(درصد),سهم,30,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
چهار محال و بختياري,mine_production_value_share_pct,1399,0.07490191557046726,(درصد),سهم,30,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
چهار محال و بختياري,mine_production_value_share_pct,1400,0.0632932591930116,(درصد),سهم,30,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
چهار محال و بختياري,mine_production_value_share_pct,1401,0.07864141614878396,(درصد),سهم,30,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
خراسان جنوبي,mine_production_value_share_pct,1397,1.9185832873833593,(درصد),سهم,5,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
خراسان جنوبي,mine_production_value_share_pct,1398,2.789032955751286,(درصد),سهم,4,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
خراسان جنوبي,mine_production_value_share_pct,1399,1.8046271857618117,(درصد),سهم,6,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
خراسان جنوبي,mine_production_value_share_pct,1400,1.5676600732778032,(درصد),سهم,7,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
خراسان جنوبي,mine_production_value_share_pct,1401,1.6495477629790676,(درصد),سهم,7,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
خراسان رضوي,mine_production_value_share_pct,1397,1.557271391325814,(درصد),سهم,7,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
خراسان رضوي,mine_production_value_share_pct,1398,1.8817379515193449,(درصد),سهم,5,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
خراسان رضوي,mine_production_value_share_pct,1399,5.22219447060582,(درصد),سهم,4,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
خراسان رضوي,mine_production_value_share_pct,1400,7.514725129117242,(درصد),سهم,3,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
خراسان رضوي,mine_production_value_share_pct,1401,9.383132497137089,(درصد),سهم,3,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
خراسان شمالي,mine_production_value_share_pct,1397,0.2616581521295325,(درصد),سهم,22,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
خراسان شمالي,mine_production_value_share_pct,1398,0.34252601390768345,(درصد),سهم,19,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
خراسان شمالي,mine_production_value_share_pct,1399,0.20873923174248285,(درصد),سهم,21,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
خراسان شمالي,mine_production_value_share_pct,1400,0.16374286565182652,(درصد),سهم,25,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
خراسان شمالي,mine_production_value_share_pct,1401,0.21759788165056182,(درصد),سهم,25,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
خوزستان,mine_production_value_share_pct,1397,0.31314917690641947,(درصد),سهم,19,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
خوزستان,mine_production_value_share_pct,1398,0.2989971026370695,(درصد),سهم,23,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
خوزستان,mine_production_value_share_pct,1399,0.1680347980275724,(درصد),سهم,24,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
خوزستان,mine_production_value_share_pct,1400,0.19135724823856692,(درصد),سهم,21,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
خوزستان,mine_production_value_share_pct,1401,0.23941898681340149,(درصد),سهم,22,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
زنجان,mine_production_value_share_pct,1397,0.9808251296742065,(درصد),سهم,10,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
زنجان,mine_production_value_share_pct,1398,0.7106267413273308,(درصد),سهم,11,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
زنجان,mine_production_value_share_pct,1399,2.5268786907774525,(درصد),سهم,5,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
زنجان,mine_production_value_share_pct,1400,3.5353373465044373,(درصد),سهم,5,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
زنجان,mine_production_value_share_pct,1401,4.281055879420602,(درصد),سهم,5,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
سمنان,mine_production_value_share_pct,1397,0.6786319106055687,(درصد),سهم,13,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
سمنان,mine_production_value_share_pct,1398,0.6524265265575558,(درصد),سهم,12,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
سمنان,mine_production_value_share_pct,1399,0.5367407805676091,(درصد),سهم,12,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
سمنان,mine_production_value_share_pct,1400,0.6194731156516866,(درصد),سهم,11,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
سمنان,mine_production_value_share_pct,1401,0.7267446268370331,(درصد),سهم,11,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
سيستان و بلوچستان,mine_production_value_share_pct,1397,0.3120412625137454,(درصد),سهم,20,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
سيستان و بلوچستان,mine_production_value_share_pct,1398,0.38643120707688605,(درصد),سهم,18,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
سيستان و بلوچستان,mine_production_value_share_pct,1399,0.3699506812762663,(درصد),سهم,16,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
سيستان و بلوچستان,mine_production_value_share_pct,1400,0.304553811532877,(درصد),سهم,18,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
سيستان و بلوچستان,mine_production_value_share_pct,1401,0.4277034352026074,(درصد),سهم,19,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
فارس,mine_production_value_share_pct,1397,1.563727254876811,(درصد),سهم,6,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
فارس,mine_production_value_share_pct,1398,1.379239232888379,(درصد),سهم,7,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
فارس,mine_production_value_share_pct,1399,1.0037717370981822,(درصد),سهم,9,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
فارس,mine_production_value_share_pct,1400,1.057966110995796,(درصد),سهم,9,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
فارس,mine_production_value_share_pct,1401,1.3824256801976085,(درصد),سهم,8,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
قزوين,mine_production_value_share_pct,1397,0.15824216310189487,(درصد),سهم,27,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
قزوين,mine_production_value_share_pct,1398,0.14706640475170688,(درصد),سهم,28,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
قزوين,mine_production_value_share_pct,1399,0.13155217729703034,(درصد),سهم,27,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
قزوين,mine_production_value_share_pct,1400,0.09801356516884409,(درصد),سهم,27,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
قزوين,mine_production_value_share_pct,1401,0.16639570167980308,(درصد),سهم,26,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
قم,mine_production_value_share_pct,1397,0.1334186453607522,(درصد),سهم,28,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
قم,mine_production_value_share_pct,1398,0.21344533032664567,(درصد),سهم,25,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
قم,mine_production_value_share_pct,1399,0.13929592801896498,(درصد),سهم,26,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
قم,mine_production_value_share_pct,1400,0.16397299096078405,(درصد),سهم,24,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
قم,mine_production_value_share_pct,1401,0.22300853152719077,(درصد),سهم,24,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
كردستان,mine_production_value_share_pct,1397,0.8580169634696494,(درصد),سهم,11,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
كردستان,mine_production_value_share_pct,1398,0.5325626735599296,(درصد),سهم,15,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
كردستان,mine_production_value_share_pct,1399,0.5540302565803443,(درصد),سهم,11,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
كردستان,mine_production_value_share_pct,1400,0.9580923086754943,(درصد),سهم,10,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
كردستان,mine_production_value_share_pct,1401,1.36164336051242,(درصد),سهم,9,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
كرمان,mine_production_value_share_pct,1397,50.020028004963244,(درصد),سهم,1,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
كرمان,mine_production_value_share_pct,1398,59.212102609813286,(درصد),سهم,1,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
كرمان,mine_production_value_share_pct,1399,54.333974720950614,(درصد),سهم,1,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
كرمان,mine_production_value_share_pct,1400,52.356409097481404,(درصد),سهم,1,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
كرمان,mine_production_value_share_pct,1401,44.43224035781041,(درصد),سهم,1,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
كرمانشاه,mine_production_value_share_pct,1397,0.22717719987105406,(درصد),سهم,24,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
كرمانشاه,mine_production_value_share_pct,1398,0.32504205319271307,(درصد),سهم,21,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
كرمانشاه,mine_production_value_share_pct,1399,0.1948529945183393,(درصد),سهم,22,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
كرمانشاه,mine_production_value_share_pct,1400,0.29873224843582236,(درصد),سهم,19,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
كرمانشاه,mine_production_value_share_pct,1401,0.252514621261775,(درصد),سهم,21,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
كهگيلويه و بوير احمد,mine_production_value_share_pct,1397,0.25590262430650573,(درصد),سهم,23,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
كهگيلويه و بوير احمد,mine_production_value_share_pct,1398,0.22823073320004159,(درصد),سهم,24,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
كهگيلويه و بوير احمد,mine_production_value_share_pct,1399,0.1885773482814939,(درصد),سهم,23,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
كهگيلويه و بوير احمد,mine_production_value_share_pct,1400,0.16541224678389427,(درصد),سهم,23,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
كهگيلويه و بوير احمد,mine_production_value_share_pct,1401,0.23532282268390725,(درصد),سهم,23,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
گلستان,mine_production_value_share_pct,1397,0.4223599815015049,(درصد),سهم,17,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
گلستان,mine_production_value_share_pct,1398,0.5516017380102606,(درصد),سهم,13,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
گلستان,mine_production_value_share_pct,1399,0.31474877435067095,(درصد),سهم,19,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
گلستان,mine_production_value_share_pct,1400,0.29563335608212976,(درصد),سهم,20,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
گلستان,mine_production_value_share_pct,1401,0.4722647747786449,(درصد),سهم,16,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
گيلان,mine_production_value_share_pct,1397,0.1688331251205389,(درصد),سهم,25,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
گيلان,mine_production_value_share_pct,1398,0.14847742342822903,(درصد),سهم,27,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
گيلان,mine_production_value_share_pct,1399,0.09053911292516965,(درصد),سهم,28,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
گيلان,mine_production_value_share_pct,1400,0.07554309591094197,(درصد),سهم,28,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
گيلان,mine_production_value_share_pct,1401,0.14533902942197965,(درصد),سهم,27,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
لرستان,mine_production_value_share_pct,1397,0.36062575461143004,(درصد),سهم,18,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
لرستان,mine_production_value_share_pct,1398,0.33260613434987574,(درصد),سهم,20,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
لرستان,mine_production_value_share_pct,1399,0.3149412500857538,(درصد),سهم,17,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
لرستان,mine_production_value_share_pct,1400,0.43952225069576994,(درصد),سهم,13,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
لرستان,mine_production_value_share_pct,1401,0.4627066199402157,(درصد),سهم,17,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
مازندران,mine_production_value_share_pct,1397,0.5529805790515206,(درصد),سهم,14,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
مازندران,mine_production_value_share_pct,1398,0.541228997728569,(درصد),سهم,14,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
مازندران,mine_production_value_share_pct,1399,0.4152791520508069,(درصد),سهم,15,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
مازندران,mine_production_value_share_pct,1400,0.397644207684888,(درصد),سهم,14,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
مازندران,mine_production_value_share_pct,1401,0.606606052424335,(درصد),سهم,12,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
مركزي,mine_production_value_share_pct,1397,1.4766080757043507,(درصد),سهم,8,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
مركزي,mine_production_value_share_pct,1398,1.2877841250296023,(درصد),سهم,8,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
مركزي,mine_production_value_share_pct,1399,1.0509209279044838,(درصد),سهم,8,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
مركزي,mine_production_value_share_pct,1400,1.8323902801323493,(درصد),سهم,6,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
مركزي,mine_production_value_share_pct,1401,2.9738724672168786,(درصد),سهم,6,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
هرمزگان,mine_production_value_share_pct,1397,0.4921385641637823,(درصد),سهم,16,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
هرمزگان,mine_production_value_share_pct,1398,0.5027996518861922,(درصد),سهم,17,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
هرمزگان,mine_production_value_share_pct,1399,0.31479409820202786,(درصد),سهم,18,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
هرمزگان,mine_production_value_share_pct,1400,0.36868416108184043,(درصد),سهم,16,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
هرمزگان,mine_production_value_share_pct,1401,0.5332422171324468,(درصد),سهم,15,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
همدان,mine_production_value_share_pct,1397,1.0831126732943435,(درصد),سهم,9,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
همدان,mine_production_value_share_pct,1398,0.744547470387272,(درصد),سهم,10,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
همدان,mine_production_value_share_pct,1399,0.4503682484593492,(درصد),سهم,14,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
همدان,mine_production_value_share_pct,1400,0.33386342753398385,(درصد),سهم,17,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
همدان,mine_production_value_share_pct,1401,0.6020213160994088,(درصد),سهم,13,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
يزد,mine_production_value_share_pct,1397,20.472341748566258,(درصد),سهم,2,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
يزد,mine_production_value_share_pct,1398,16.14721642543837,(درصد),سهم,2,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
يزد,mine_production_value_share_pct,1399,17.375217358328634,(درصد),سهم,2,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
يزد,mine_production_value_share_pct,1400,18.54453457772573,(درصد),سهم,2,jaygah_1398-1402,11-توزیع ارزش تولیدات معادن در حال بهره برداری از معادن کشور
