province,indicator,year_sh,value,unit,value_label_fa,rank,edition,source_title_fa
اصفهان..............,current_expenditure_share_pct,1397,5.98,(درصد),سهم,4,jaygah_1398-1402,1- توزیع عملكرد اعتبارات هزينه‌اي (جاري) دستگاه‌هاي اجرايي استان ها  از محل درآمد عمومي
اصفهان..............,current_expenditure_share_pct,1398,4.9,(درصد),سهم,7,jaygah_1398-1402,1- توزیع عملكرد اعتبارات هزينه‌اي (جاري) دستگاه‌هاي اجرايي استان ها  از محل درآمد عمومي
اصفهان..............,current_expenditure_share_pct,1399,6.41,(درصد),سهم,4,jaygah_1398-1402,1- توزیع عملكرد اعتبارات هزينه‌اي (جاري) دستگاه‌هاي اجرايي استان ها  از محل درآمد عمومي
اصفهان..............,current_expenditure_share_pct,1400,6.404879372805364,(درصد),سهم,5,jaygah_1398-1402,1- توزیع عملكرد اعتبارات هزينه‌اي (جاري) دستگاه‌هاي اجرايي استان ها  از محل درآمد عمومي
اصفهان..............,current_expenditure_share_pct,1401,6.159059039092921,(درصد),سهم,5,jaygah_1398-1402,1- توزیع عملكرد اعتبارات هزينه‌اي (جاري) دستگاه‌هاي اجرايي استان ها  از محل درآمد عمومي
البرز..............,current_expenditure_share_pct,1397,2.12,(درصد),سهم,18,jaygah_1398-1402,1- توزیع عملكرد اعتبارات هزينه‌اي (جاري) دستگاه‌هاي اجرايي استان ها  از محل درآمد عمومي
البرز..............,current_expenditure_share_pct,1398,2.17,(درصد),سهم,18,jaygah_1398-1402,1- توزیع عملكرد اعتبارات هزينه‌اي (جاري) دستگاه‌هاي اجرايي استان ها  از محل درآمد عمومي
البرز..............,current_expenditure_share_pct,1399,2.28,(درصد),سهم,19,jaygah_1398-1402,1- توزیع عملكرد اعتبارات هزينه‌اي (جاري) دستگاه‌هاي اجرايي استان ها  از محل درآمد عمومي
البرز..............,current_expenditure_share_pct,1400,2.1657702513018875,(درصد),سهم,17,jaygah_1398-1402,1- توزیع عملكرد اعتبارات هزينه‌اي (جاري) دستگاه‌هاي اجرايي استان ها  از محل درآمد عمومي
البرز..............,current_expenditure_share_pct,1401,2.217179108934299,(درصد),سهم,17,jaygah_1398-1402,1- توزیع عملكرد اعتبارات هزينه‌اي (جاري) دستگاه‌هاي اجرايي استان ها  از محل درآمد عمومي
ايلام..............,current_expenditure_share_pct,1397,1.45,(درصد),سهم,31,jaygah_1398-1402,1- توزیع عملكرد اعتبارات هزينه‌اي (جاري) دستگاه‌هاي اجرايي استان ها  از محل درآمد عمومي
ايلام..............,current_expenditure_share_pct,1398,1.58,(درصد),سهم,26,jaygah_1398-1402,1- توزیع عملكرد اعتبارات هزينه‌اي (جاري) دستگاه‌هاي اجرايي استان ها  از محل درآمد عمومي
ايلام..............,current_expenditure_share_pct,1399,1.59,(درصد),سهم,27,jaygah_1398-1402,1- توزیع عملكرد اعتبارات هزينه‌اي (جاري) دستگاه‌هاي اجرايي استان ها  از محل درآمد عمومي
ايلام..............,current_expenditure_share_pct,1400,1.5152403785092652,(درصد),سهم,28,jaygah_1398-1402,1- توزیع عملكرد اعتبارات هزينه‌اي (جاري) دستگاه‌هاي اجرايي استان ها  از محل درآمد عمومي
ايلام..............,current_expenditure_share_pct,1401,1.494868219870777,(درصد),سهم,29,jaygah_1398-1402,1- توزیع عملكرد اعتبارات هزينه‌اي (جاري) دستگاه‌هاي اجرايي استان ها  از محل درآمد عمومي
بوشهر..............,current_expenditure_share_pct,1397,1.81,(درصد),سهم,24,jaygah_1398-1402,1- توزیع عملكرد اعتبارات هزينه‌اي (جاري) دستگاه‌هاي اجرايي استان ها  از محل درآمد عمومي
بوشهر..............,current_expenditure_share_pct,1398,1.88,(درصد),سهم,21,jaygah_1398-1402,1- توزیع عملكرد اعتبارات هزينه‌اي (جاري) دستگاه‌هاي اجرايي استان ها  از محل درآمد عمومي
بوشهر..............,current_expenditure_share_pct,1399,1.85,(درصد),سهم,21,jaygah_1398-1402,1- توزیع عملكرد اعتبارات هزينه‌اي (جاري) دستگاه‌هاي اجرايي استان ها  از محل درآمد عمومي
بوشهر..............,current_expenditure_share_pct,1400,1.9234135502620036,(درصد),سهم,20,jaygah_1398-1402,1- توزیع عملكرد اعتبارات هزينه‌اي (جاري) دستگاه‌هاي اجرايي استان ها  از محل درآمد عمومي
بوشهر..............,current_expenditure_share_pct,1401,1.8020239103957454,(درصد),سهم,21,jaygah_1398-1402,1- توزیع عملكرد اعتبارات هزينه‌اي (جاري) دستگاه‌هاي اجرايي استان ها  از محل درآمد عمومي
تهران..............,current_expenditure_share_pct,1397,4.32,(درصد),سهم,9,jaygah_1398-1402,1- توزیع عملكرد اعتبارات هزينه‌اي (جاري) دستگاه‌هاي اجرايي استان ها  از محل درآمد عمومي
تهران..............,current_expenditure_share_pct,1398,7.16,(درصد),سهم,2,jaygah_1398-1402,1- توزیع عملكرد اعتبارات هزينه‌اي (جاري) دستگاه‌هاي اجرايي استان ها  از محل درآمد عمومي
تهران..............,current_expenditure_share_pct,1399,7.09,(درصد),سهم,3,jaygah_1398-1402,1- توزیع عملكرد اعتبارات هزينه‌اي (جاري) دستگاه‌هاي اجرايي استان ها  از محل درآمد عمومي
تهران..............,current_expenditure_share_pct,1400,6.995477826096085,(درصد),سهم,4,jaygah_1398-1402,1- توزیع عملكرد اعتبارات هزينه‌اي (جاري) دستگاه‌هاي اجرايي استان ها  از محل درآمد عمومي
تهران..............,current_expenditure_share_pct,1401,7.1232609526425,(درصد),سهم,2,jaygah_1398-1402,1- توزیع عملكرد اعتبارات هزينه‌اي (جاري) دستگاه‌هاي اجرايي استان ها  از محل درآمد عمومي
چهار محال و بختياري..............,current_expenditure_share_pct,1397,1.84,(درصد),سهم,22,jaygah_1398-1402,1- توزیع عملكرد اعتبارات هزينه‌اي (جاري) دستگاه‌هاي اجرايي استان ها  از محل درآمد عمومي
چهار محال و بختياري..............,current_expenditure_share_pct,1398,1.78,(درصد),سهم,23,jaygah_1398-1402,1- توزیع عملكرد اعتبارات هزينه‌اي (جاري) دستگاه‌هاي اجرايي استان ها  از محل درآمد عمومي
چهار محال و بختياري..............,current_expenditure_share_pct,1399,1.78,(درصد),سهم,24,jaygah_1398-1402,1- توزیع عملكرد اعتبارات هزينه‌اي (جاري) دستگاه‌هاي اجرايي استان ها  از محل درآمد عمومي
چهار محال و بختياري..............,current_expenditure_share_pct,1400,1.89445048809851,(درصد),سهم,21,jaygah_1398-1402,1- توزیع عملكرد اعتبارات هزينه‌اي (جاري) دستگاه‌هاي اجرايي استان ها  از محل درآمد عمومي
چهار محال و بختياري..............,current_expenditure_share_pct,1401,1.7468336654857934,(درصد),سهم,23,jaygah_1398-1402,1- توزیع عملكرد اعتبارات هزينه‌اي (جاري) دستگاه‌هاي اجرايي استان ها  از محل درآمد عمومي
خراسان جنوبي..............,current_expenditure_share_pct,1397,1.82,(درصد),سهم,23,jaygah_1398-1402,1- توزیع عملكرد اعتبارات هزينه‌اي (جاري) دستگاه‌هاي اجرايي استان ها  از محل درآمد عمومي
خراسان جنوبي..............,current_expenditure_share_pct,1398,1.82,(درصد),سهم,22,jaygah_1398-1402,1- توزیع عملكرد اعتبارات هزينه‌اي (جاري) دستگاه‌هاي اجرايي استان ها  از محل درآمد عمومي
خراسان جنوبي..............,current_expenditure_share_pct,1399,1.84,(درصد),سهم,22,jaygah_1398-1402,1- توزیع عملكرد اعتبارات هزينه‌اي (جاري) دستگاه‌هاي اجرايي استان ها  از محل درآمد عمومي
خراسان جنوبي..............,current_expenditure_share_pct,1400,1.8175686860923832,(درصد),سهم,22,jaygah_1398-1402,1- توزیع عملكرد اعتبارات هزينه‌اي (جاري) دستگاه‌هاي اجرايي استان ها  از محل درآمد عمومي
خراسان جنوبي..............,current_expenditure_share_pct,1401,1.7256719771790432,(درصد),سهم,24,jaygah_1398-1402,1- توزیع عملكرد اعتبارات هزينه‌اي (جاري) دستگاه‌هاي اجرايي استان ها  از محل درآمد عمومي
خراسان رضوي ..............,current_expenditure_share_pct,1397,8.35,(درصد),سهم,1,jaygah_1398-1402,1- توزیع عملكرد اعتبارات هزينه‌اي (جاري) دستگاه‌هاي اجرايي استان ها  از محل درآمد عمومي
خراسان رضوي ..............,current_expenditure_share_pct,1398,8.43,(درصد),سهم,1,jaygah_1398-1402,1- توزیع عملكرد اعتبارات هزينه‌اي (جاري) دستگاه‌هاي اجرايي استان ها  از محل درآمد عمومي
خراسان رضوي ..............,current_expenditure_share_pct,1399,8.7,(درصد),سهم,1,jaygah_1398-1402,1- توزیع عملكرد اعتبارات هزينه‌اي (جاري) دستگاه‌هاي اجرايي استان ها  از محل درآمد عمومي
خراسان رضوي ..............,current_expenditure_share_pct,1400,8.271004623986629,(درصد),سهم,1,jaygah_1398-1402,1- توزیع عملكرد اعتبارات هزينه‌اي (جاري) دستگاه‌هاي اجرايي استان ها  از محل درآمد عمومي
خراسان رضوي ..............,current_expenditure_share_pct,1401,8.326135434798598,(درصد),سهم,1,jaygah_1398-1402,1- توزیع عملكرد اعتبارات هزينه‌اي (جاري) دستگاه‌هاي اجرايي استان ها  از محل درآمد عمومي
خراسان شمالي ..............,current_expenditure_share_pct,1397,1.58,(درصد),سهم,28,jaygah_1398-1402,1- توزیع عملكرد اعتبارات هزينه‌اي (جاري) دستگاه‌هاي اجرايي استان ها  از محل درآمد عمومي
خراسان شمالي ..............,current_expenditure_share_pct,1398,1.54,(درصد),سهم,27,jaygah_1398-1402,1- توزیع عملكرد اعتبارات هزينه‌اي (جاري) دستگاه‌هاي اجرايي استان ها  از محل درآمد عمومي
خراسان شمالي ..............,current_expenditure_share_pct,1399,1.69,(درصد),سهم,26,jaygah_1398-1402,1- توزیع عملكرد اعتبارات هزينه‌اي (جاري) دستگاه‌هاي اجرايي استان ها  از محل درآمد عمومي
خراسان شمالي ..............,current_expenditure_share_pct,1400,1.6998962298399571,(درصد),سهم,24,jaygah_1398-1402,1- توزیع عملكرد اعتبارات هزينه‌اي (جاري) دستگاه‌هاي اجرايي استان ها  از محل درآمد عمومي
خراسان شمالي ..............,current_expenditure_share_pct,1401,1.628474461622594,(درصد),سهم,27,jaygah_1398-1402,1- توزیع عملكرد اعتبارات هزينه‌اي (جاري) دستگاه‌هاي اجرايي استان ها  از محل درآمد عمومي
خوزستان..............,current_expenditure_share_pct,1397,6.62,(درصد),سهم,3,jaygah_1398-1402,1- توزیع عملكرد اعتبارات هزينه‌اي (جاري) دستگاه‌هاي اجرايي استان ها  از محل درآمد عمومي
خوزستان..............,current_expenditure_share_pct,1398,6.85,(درصد),سهم,4,jaygah_1398-1402,1- توزیع عملكرد اعتبارات هزينه‌اي (جاري) دستگاه‌هاي اجرايي استان ها  از محل درآمد عمومي
خوزستان..............,current_expenditure_share_pct,1399,3.35,(درصد),سهم,11,jaygah_1398-1402,1- توزیع عملكرد اعتبارات هزينه‌اي (جاري) دستگاه‌هاي اجرايي استان ها  از محل درآمد عمومي
خوزستان..............,current_expenditure_share_pct,1400,7.207509017659944,(درصد),سهم,2,jaygah_1398-1402,1- توزیع عملكرد اعتبارات هزينه‌اي (جاري) دستگاه‌هاي اجرايي استان ها  از محل درآمد عمومي
خوزستان..............,current_expenditure_share_pct,1401,6.86084778727809,(درصد),سهم,3,jaygah_1398-1402,1- توزیع عملكرد اعتبارات هزينه‌اي (جاري) دستگاه‌هاي اجرايي استان ها  از محل درآمد عمومي
زنجان..............,current_expenditure_share_pct,1397,1.78,(درصد),سهم,25,jaygah_1398-1402,1- توزیع عملكرد اعتبارات هزينه‌اي (جاري) دستگاه‌هاي اجرايي استان ها  از محل درآمد عمومي
زنجان..............,current_expenditure_share_pct,1398,1.6,(درصد),سهم,25,jaygah_1398-1402,1- توزیع عملكرد اعتبارات هزينه‌اي (جاري) دستگاه‌هاي اجرايي استان ها  از محل درآمد عمومي
زنجان..............,current_expenditure_share_pct,1399,1.81,(درصد),سهم,23,jaygah_1398-1402,1- توزیع عملكرد اعتبارات هزينه‌اي (جاري) دستگاه‌هاي اجرايي استان ها  از محل درآمد عمومي
زنجان..............,current_expenditure_share_pct,1400,1.1794069297061491,(درصد),سهم,30,jaygah_1398-1402,1- توزیع عملكرد اعتبارات هزينه‌اي (جاري) دستگاه‌هاي اجرايي استان ها  از محل درآمد عمومي
زنجان..............,current_expenditure_share_pct,1401,1.7757239991505072,(درصد),سهم,22,jaygah_1398-1402,1- توزیع عملكرد اعتبارات هزينه‌اي (جاري) دستگاه‌هاي اجرايي استان ها  از محل درآمد عمومي
سمنان..............,current_expenditure_share_pct,1397,1.56,(درصد),سهم,29,jaygah_1398-1402,1- توزیع عملكرد اعتبارات هزينه‌اي (جاري) دستگاه‌هاي اجرايي استان ها  از محل درآمد عمومي
سمنان..............,current_expenditure_share_pct,1398,1.47,(درصد),سهم,28,jaygah_1398-1402,1- توزیع عملكرد اعتبارات هزينه‌اي (جاري) دستگاه‌هاي اجرايي استان ها  از محل درآمد عمومي
سمنان..............,current_expenditure_share_pct,1399,0.47,(درصد),سهم,31,jaygah_1398-1402,1- توزیع عملكرد اعتبارات هزينه‌اي (جاري) دستگاه‌هاي اجرايي استان ها  از محل درآمد عمومي
سمنان..............,current_expenditure_share_pct,1400,1.3551792271803502,(درصد),سهم,26,jaygah_1398-1402,1- توزیع عملكرد اعتبارات هزينه‌اي (جاري) دستگاه‌هاي اجرايي استان ها  از محل درآمد عمومي
سمنان..............,current_expenditure_share_pct,1401,0.8392363437014296,(درصد),سهم,31,jaygah_1398-1402,1- توزیع عملكرد اعتبارات هزينه‌اي (جاري) دستگاه‌هاي اجرايي استان ها  از محل درآمد عمومي
سيستان و بلوچستان..............,current_expenditure_share_pct,1397,4.37,(درصد),سهم,8,jaygah_1398-1402,1- توزیع عملكرد اعتبارات هزينه‌اي (جاري) دستگاه‌هاي اجرايي استان ها  از محل درآمد عمومي
سيستان و بلوچستان..............,current_expenditure_share_pct,1398,3.96,(درصد),سهم,10,jaygah_1398-1402,1- توزیع عملكرد اعتبارات هزينه‌اي (جاري) دستگاه‌هاي اجرايي استان ها  از محل درآمد عمومي
سيستان و بلوچستان..............,current_expenditure_share_pct,1399,4.24,(درصد),سهم,8,jaygah_1398-1402,1- توزیع عملكرد اعتبارات هزينه‌اي (جاري) دستگاه‌هاي اجرايي استان ها  از محل درآمد عمومي
سيستان و بلوچستان..............,current_expenditure_share_pct,1400,4.685623289945483,(درصد),سهم,8,jaygah_1398-1402,1- توزیع عملكرد اعتبارات هزينه‌اي (جاري) دستگاه‌هاي اجرايي استان ها  از محل درآمد عمومي
سيستان و بلوچستان..............,current_expenditure_share_pct,1401,4.543353454745951,(درصد),سهم,9,jaygah_1398-1402,1- توزیع عملكرد اعتبارات هزينه‌اي (جاري) دستگاه‌هاي اجرايي استان ها  از محل درآمد عمومي
فارس..............,current_expenditure_share_pct,1397,6.8,(درصد),سهم,2,jaygah_1398-1402,1- توزیع عملكرد اعتبارات هزينه‌اي (جاري) دستگاه‌هاي اجرايي استان ها  از محل درآمد عمومي
فارس..............,current_expenditure_share_pct,1398,6.94,(درصد),سهم,3,jaygah_1398-1402,1- توزیع عملكرد اعتبارات هزينه‌اي (جاري) دستگاه‌هاي اجرايي استان ها  از محل درآمد عمومي
فارس..............,current_expenditure_share_pct,1399,7.31,(درصد),سهم,2,jaygah_1398-1402,1- توزیع عملكرد اعتبارات هزينه‌اي (جاري) دستگاه‌هاي اجرايي استان ها  از محل درآمد عمومي
فارس..............,current_expenditure_share_pct,1400,7.113146996679302,(درصد),سهم,3,jaygah_1398-1402,1- توزیع عملكرد اعتبارات هزينه‌اي (جاري) دستگاه‌هاي اجرايي استان ها  از محل درآمد عمومي
فارس..............,current_expenditure_share_pct,1401,6.728171211425275,(درصد),سهم,4,jaygah_1398-1402,1- توزیع عملكرد اعتبارات هزينه‌اي (جاري) دستگاه‌هاي اجرايي استان ها  از محل درآمد عمومي
قزوين..............,current_expenditure_share_pct,1397,1.69,(درصد),سهم,26,jaygah_1398-1402,1- توزیع عملكرد اعتبارات هزينه‌اي (جاري) دستگاه‌هاي اجرايي استان ها  از محل درآمد عمومي
قزوين..............,current_expenditure_share_pct,1398,1.72,(درصد),سهم,24,jaygah_1398-1402,1- توزیع عملكرد اعتبارات هزينه‌اي (جاري) دستگاه‌هاي اجرايي استان ها  از محل درآمد عمومي
قزوين..............,current_expenditure_share_pct,1399,1.77,(درصد),سهم,25,jaygah_1398-1402,1- توزیع عملكرد اعتبارات هزينه‌اي (جاري) دستگاه‌هاي اجرايي استان ها  از محل درآمد عمومي
قزوين..............,current_expenditure_share_pct,1400,1.7365737292745527,(درصد),سهم,23,jaygah_1398-1402,1- توزیع عملكرد اعتبارات هزينه‌اي (جاري) دستگاه‌هاي اجرايي استان ها  از محل درآمد عمومي
قزوين..............,current_expenditure_share_pct,1401,1.6699605203534866,(درصد),سهم,25,jaygah_1398-1402,1- توزیع عملكرد اعتبارات هزينه‌اي (جاري) دستگاه‌هاي اجرايي استان ها  از محل درآمد عمومي
قم..............,current_expenditure_share_pct,1397,1.52,(درصد),سهم,30,jaygah_1398-1402,1- توزیع عملكرد اعتبارات هزينه‌اي (جاري) دستگاه‌هاي اجرايي استان ها  از محل درآمد عمومي
قم..............,current_expenditure_share_pct,1398,1.18,(درصد),سهم,30,jaygah_1398-1402,1- توزیع عملكرد اعتبارات هزينه‌اي (جاري) دستگاه‌هاي اجرايي استان ها  از محل درآمد عمومي
قم..............,current_expenditure_share_pct,1399,1.1,(درصد),سهم,29,jaygah_1398-1402,1- توزیع عملكرد اعتبارات هزينه‌اي (جاري) دستگاه‌هاي اجرايي استان ها  از محل درآمد عمومي
قم..............,current_expenditure_share_pct,1400,1.1601254298057389,(درصد),سهم,31,jaygah_1398-1402,1- توزیع عملكرد اعتبارات هزينه‌اي (جاري) دستگاه‌هاي اجرايي استان ها  از محل درآمد عمومي
قم..............,current_expenditure_share_pct,1401,1.5438322392989583,(درصد),سهم,28,jaygah_1398-1402,1- توزیع عملكرد اعتبارات هزينه‌اي (جاري) دستگاه‌هاي اجرايي استان ها  از محل درآمد عمومي
كردستان..............,current_expenditure_share_pct,1397,2.59,(درصد),سهم,17,jaygah_1398-1402,1- توزیع عملكرد اعتبارات هزينه‌اي (جاري) دستگاه‌هاي اجرايي استان ها  از محل درآمد عمومي
كردستان..............,current_expenditure_share_pct,1398,2.58,(درصد),سهم,17,jaygah_1398-1402,1- توزیع عملكرد اعتبارات هزينه‌اي (جاري) دستگاه‌هاي اجرايي استان ها  از محل درآمد عمومي
كردستان..............,current_expenditure_share_pct,1399,2.78,(درصد),سهم,15,jaygah_1398-1402,1- توزیع عملكرد اعتبارات هزينه‌اي (جاري) دستگاه‌هاي اجرايي استان ها  از محل درآمد عمومي
كردستان..............,current_expenditure_share_pct,1400,2.000814819184902,(درصد),سهم,18,jaygah_1398-1402,1- توزیع عملكرد اعتبارات هزينه‌اي (جاري) دستگاه‌هاي اجرايي استان ها  از محل درآمد عمومي
كردستان..............,current_expenditure_share_pct,1401,2.6165891076050554,(درصد),سهم,14,jaygah_1398-1402,1- توزیع عملكرد اعتبارات هزينه‌اي (جاري) دستگاه‌هاي اجرايي استان ها  از محل درآمد عمومي
كرمان..............,current_expenditure_share_pct,1397,4.9,(درصد),سهم,6,jaygah_1398-1402,1- توزیع عملكرد اعتبارات هزينه‌اي (جاري) دستگاه‌هاي اجرايي استان ها  از محل درآمد عمومي
كرمان..............,current_expenditure_share_pct,1398,4.9,(درصد),سهم,6,jaygah_1398-1402,1- توزیع عملكرد اعتبارات هزينه‌اي (جاري) دستگاه‌هاي اجرايي استان ها  از محل درآمد عمومي
كرمان..............,current_expenditure_share_pct,1399,4.92,(درصد),سهم,7,jaygah_1398-1402,1- توزیع عملكرد اعتبارات هزينه‌اي (جاري) دستگاه‌هاي اجرايي استان ها  از محل درآمد عمومي
كرمان..............,current_expenditure_share_pct,1400,4.996960211420868,(درصد),سهم,7,jaygah_1398-1402,1- توزیع عملكرد اعتبارات هزينه‌اي (جاري) دستگاه‌هاي اجرايي استان ها  از محل درآمد عمومي
كرمان..............,current_expenditure_share_pct,1401,4.783897552244445,(درصد),سهم,7,jaygah_1398-1402,1- توزیع عملكرد اعتبارات هزينه‌اي (جاري) دستگاه‌هاي اجرايي استان ها  از محل درآمد عمومي
كرمانشاه..............,current_expenditure_share_pct,1397,3.04,(درصد),سهم,12,jaygah_1398-1402,1- توزیع عملكرد اعتبارات هزينه‌اي (جاري) دستگاه‌هاي اجرايي استان ها  از محل درآمد عمومي
كرمانشاه..............,current_expenditure_share_pct,1398,2.93,(درصد),سهم,12,jaygah_1398-1402,1- توزیع عملكرد اعتبارات هزينه‌اي (جاري) دستگاه‌هاي اجرايي استان ها  از محل درآمد عمومي
كرمانشاه..............,current_expenditure_share_pct,1399,3.24,(درصد),سهم,12,jaygah_1398-1402,1- توزیع عملكرد اعتبارات هزينه‌اي (جاري) دستگاه‌هاي اجرايي استان ها  از محل درآمد عمومي
كرمانشاه..............,current_expenditure_share_pct,1400,3.3803851310099593,(درصد),سهم,11,jaygah_1398-1402,1- توزیع عملكرد اعتبارات هزينه‌اي (جاري) دستگاه‌هاي اجرايي استان ها  از محل درآمد عمومي
كرمانشاه..............,current_expenditure_share_pct,1401,2.930201847192388,(درصد),سهم,12,jaygah_1398-1402,1- توزیع عملكرد اعتبارات هزينه‌اي (جاري) دستگاه‌هاي اجرايي استان ها  از محل درآمد عمومي
كهگيلويه و بوير احمد..............,current_expenditure_share_pct,1397,1.62,(درصد),سهم,27,jaygah_1398-1402,1- توزیع عملكرد اعتبارات هزينه‌اي (جاري) دستگاه‌هاي اجرايي استان ها  از محل درآمد عمومي
كهگيلويه و بوير احمد..............,current_expenditure_share_pct,1398,1.27,(درصد),سهم,29,jaygah_1398-1402,1- توزیع عملكرد اعتبارات هزينه‌اي (جاري) دستگاه‌هاي اجرايي استان ها  از محل درآمد عمومي
كهگيلويه و بوير احمد..............,current_expenditure_share_pct,1399,1.22,(درصد),سهم,28,jaygah_1398-1402,1- توزیع عملكرد اعتبارات هزينه‌اي (جاري) دستگاه‌هاي اجرايي استان ها  از محل درآمد عمومي
كهگيلويه و بوير احمد..............,current_expenditure_share_pct,1400,1.2548156407226883,(درصد),سهم,31,jaygah_1398-1402,1- توزیع عملكرد اعتبارات هزينه‌اي (جاري) دستگاه‌هاي اجرايي استان ها  از محل درآمد عمومي
كهگيلويه و بوير احمد..............,current_expenditure_share_pct,1401,1.6483402858737164,(درصد),سهم,26,jaygah_1398-1402,1- توزیع عملكرد اعتبارات هزينه‌اي (جاري) دستگاه‌هاي اجرايي استان ها  از محل درآمد عمومي
گلستان..............,current_expenditure_share_pct,1397,2.63,(درصد),سهم,16,jaygah_1398-1402,1- توزیع عملكرد اعتبارات هزينه‌اي (جاري) دستگاه‌هاي اجرايي استان ها  از محل درآمد عمومي
گلستان..............,current_expenditure_share_pct,1398,2.8,(درصد),سهم,14,jaygah_1398-1402,1- توزیع عملكرد اعتبارات هزينه‌اي (جاري) دستگاه‌هاي اجرايي استان ها  از محل درآمد عمومي
