province,indicator,year_sh,share_pct,rank,edition,source_title_fa
اردبيل,gdp_share_current_prices,1396,0.8456503569173232,26,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
اردبيل,gdp_share_current_prices,1397,0.78295215265825,26,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
اردبيل,gdp_share_current_prices,1398,0.9118155102600553,26,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
اردبيل,gdp_share_current_prices,1399,0.9130252340567971,26,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
اردبيل,gdp_share_current_prices,1400,0.7636134074418601,28,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
اصفهان,gdp_share_current_prices,1396,5.591053220200761,3,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
اصفهان,gdp_share_current_prices,1397,5.257445335207565,4,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
اصفهان,gdp_share_current_prices,1398,5.27901520446178,4,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
اصفهان,gdp_share_current_prices,1399,5.883834992243156,4,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
اصفهان,gdp_share_current_prices,1400,5.6020090014246104,4,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
البرز,gdp_share_current_prices,1396,2.4955562901651964,10,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
البرز,gdp_share_current_prices,1397,2.295712954209592,10,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
البرز,gdp_share_current_prices,1398,2.502755619253909,10,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
البرز,gdp_share_current_prices,1399,2.318008506690289,12,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
البرز,gdp_share_current_prices,1400,2.158430013309852,12,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
ايلام,gdp_share_current_prices,1396,1.0944562008849623,22,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
ايلام,gdp_share_current_prices,1397,1.3197017070946644,20,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
ايلام,gdp_share_current_prices,1398,1.051370912807685,21,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
ايلام,gdp_share_current_prices,1399,1.0154100987971584,23,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
ايلام,gdp_share_current_prices,1400,1.2291975236176367,19,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
بوشهر,gdp_share_current_prices,1396,5.016241552526918,4,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
بوشهر,gdp_share_current_prices,1397,6.24606961090677,3,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
بوشهر,gdp_share_current_prices,1398,6.748793874331295,3,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
بوشهر,gdp_share_current_prices,1399,6.1607342012168855,3,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
بوشهر,gdp_share_current_prices,1400,7.961247597506155,3,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
تهران,gdp_share_current_prices,1396,24.37885627127092,1,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
تهران,gdp_share_current_prices,1397,21.93061097703703,1,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
تهران,gdp_share_current_prices,1398,22.513342815738095,1,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
تهران,gdp_share_current_prices,1399,22.86411316995886,1,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
تهران,gdp_share_current_prices,1400,20.632604206967805,1,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
چهارمحال و بختیاری,gdp_share_current_prices,1396,0.6146527868530457,29,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
چهارمحال و بختیاری,gdp_share_current_prices,1397,0.584215249248531,29,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
چهارمحال و بختیاری,gdp_share_current_prices,1398,0.6096048919458943,29,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
چهارمحال و بختیاری,gdp_share_current_prices,1399,0.6214904357553581,29,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
چهارمحال و بختیاری,gdp_share_current_prices,1400,0.5609064112463622,30,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
خراسان جنوبی,gdp_share_current_prices,1396,0.4571969936135439,31,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
خراسان جنوبی,gdp_share_current_prices,1397,0.39468935633731267,31,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
خراسان جنوبی,gdp_share_current_prices,1398,0.4590229158319186,31,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
خراسان جنوبی,gdp_share_current_prices,1399,0.4592027979567393,31,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
خراسان جنوبی,gdp_share_current_prices,1400,0.45104256652718716,31,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
خراسان رضوی,gdp_share_current_prices,1396,4.708641229160912,5,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
خراسان رضوی,gdp_share_current_prices,1397,4.455522565859224,5,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
خراسان رضوی,gdp_share_current_prices,1398,4.524822215341797,5,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
خراسان رضوی,gdp_share_current_prices,1399,4.559045265760366,5,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
خراسان رضوی,gdp_share_current_prices,1400,4.108262075681443,5,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
خراسان شمالی,gdp_share_current_prices,1396,0.5235941031777308,30,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
خراسان شمالی,gdp_share_current_prices,1397,0.5277879944075081,30,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
خراسان شمالی,gdp_share_current_prices,1398,0.5630917200197655,30,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
خراسان شمالی,gdp_share_current_prices,1399,0.5177009851680202,30,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
خراسان شمالی,gdp_share_current_prices,1400,0.5741178456962868,29,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
خوزستان,gdp_share_current_prices,1396,14.900184778244766,2,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
خوزستان,gdp_share_current_prices,1397,18.02989677591869,2,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
خوزستان,gdp_share_current_prices,1398,16.622543350823918,2,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
خوزستان,gdp_share_current_prices,1399,14.673002371657184,2,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
خوزستان,gdp_share_current_prices,1400,16.97171056192529,2,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
زنجان,gdp_share_current_prices,1396,1.0855855640327043,24,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
زنجان,gdp_share_current_prices,1397,0.9821022045278374,24,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
زنجان,gdp_share_current_prices,1398,1.030397160412197,23,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
زنجان,gdp_share_current_prices,1399,1.2066392636110925,20,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
زنجان,gdp_share_current_prices,1400,1.1690803007802373,21,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
سمنان,gdp_share_current_prices,1396,0.8165248234897348,28,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
سمنان,gdp_share_current_prices,1397,0.7459603039436544,27,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
سمنان,gdp_share_current_prices,1398,0.9730771404935344,25,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
سمنان,gdp_share_current_prices,1399,1.0002352102434073,24,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
سمنان,gdp_share_current_prices,1400,1.0719298141115485,23,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
سيستان و بلوچستان,gdp_share_current_prices,1396,1.2437589944130842,20,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
سيستان و بلوچستان,gdp_share_current_prices,1397,1.1289457239768195,22,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
سيستان و بلوچستان,gdp_share_current_prices,1398,1.043437137970402,22,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
سيستان و بلوچستان,gdp_share_current_prices,1399,1.0352749268697963,22,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
سيستان و بلوچستان,gdp_share_current_prices,1400,0.9300676423441446,24,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
فارس,gdp_share_current_prices,1396,4.4543540462508355,6,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
فارس,gdp_share_current_prices,1397,4.286195731390506,6,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
فارس,gdp_share_current_prices,1398,4.073692380615166,6,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
فارس,gdp_share_current_prices,1399,4.083573582441664,6,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
فارس,gdp_share_current_prices,1400,4.008737276973749,6,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
قزوين,gdp_share_current_prices,1396,1.4587003853451017,18,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
قزوين,gdp_share_current_prices,1397,1.3327048983025025,19,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
قزوين,gdp_share_current_prices,1398,1.4111881403724897,17,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
قزوين,gdp_share_current_prices,1399,1.457679098566197,17,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
قزوين,gdp_share_current_prices,1400,1.2680149112398837,18,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
قم,gdp_share_current_prices,1396,0.8222377047780245,27,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
قم,gdp_share_current_prices,1397,0.7338725700576814,28,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
قم,gdp_share_current_prices,1398,0.8357643071205343,28,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
قم,gdp_share_current_prices,1399,0.8689948857462857,27,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
قم,gdp_share_current_prices,1400,0.8462601140637835,26,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
کردستان,gdp_share_current_prices,1396,0.9407168960458644,25,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
کردستان,gdp_share_current_prices,1397,0.8571259368736471,25,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
کردستان,gdp_share_current_prices,1398,0.8794220219302163,27,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
کردستان,gdp_share_current_prices,1399,0.8687486538835191,28,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
کردستان,gdp_share_current_prices,1400,0.8453755301941963,27,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
کرمان,gdp_share_current_prices,1396,2.864411654453497,9,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
کرمان,gdp_share_current_prices,1397,2.4877999730108002,9,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
کرمان,gdp_share_current_prices,1398,3.133997733255183,9,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
کرمان,gdp_share_current_prices,1399,3.5342680931523427,8,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
کرمان,gdp_share_current_prices,1400,3.381249581007943,8,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
کرمانشاه,gdp_share_current_prices,1396,1.4661765847036166,17,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
کرمانشاه,gdp_share_current_prices,1397,1.663824925334922,17,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
کرمانشاه,gdp_share_current_prices,1398,1.5186666753370965,16,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
کرمانشاه,gdp_share_current_prices,1399,1.5249052312895381,16,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
کرمانشاه,gdp_share_current_prices,1400,1.3549916970187603,17,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
كهگیلويه و بوير احمد,gdp_share_current_prices,1396,2.165777333943547,12,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
كهگیلويه و بوير احمد,gdp_share_current_prices,1397,2.267034393119331,11,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
كهگیلويه و بوير احمد,gdp_share_current_prices,1398,1.2607475545596765,20,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
كهگیلويه و بوير احمد,gdp_share_current_prices,1399,1.2291251397011256,19,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
كهگیلويه و بوير احمد,gdp_share_current_prices,1400,1.8351126970544085,14,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
گلستان,gdp_share_current_prices,1396,1.2324581807906863,21,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
گلستان,gdp_share_current_prices,1397,1.1434775815287992,21,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
گلستان,gdp_share_current_prices,1398,1.2658170351924303,19,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
گلستان,gdp_share_current_prices,1399,1.2008983284274042,21,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
گلستان,gdp_share_current_prices,1400,1.117155392242013,22,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
گيلان,gdp_share_current_prices,1396,2.3681472552485676,11,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
گيلان,gdp_share_current_prices,1397,2.1236681604253365,12,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
گيلان,gdp_share_current_prices,1398,2.199143420184396,12,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
گيلان,gdp_share_current_prices,1399,2.1628173514570275,13,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
گيلان,gdp_share_current_prices,1400,1.8248546310730036,15,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
لرستان,gdp_share_current_prices,1396,1.0878435617289637,23,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
لرستان,gdp_share_current_prices,1397,0.9868657649312276,23,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
لرستان,gdp_share_current_prices,1398,1.01176461353629,24,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
لرستان,gdp_share_current_prices,1399,0.9763022312502325,25,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
لرستان,gdp_share_current_prices,1400,0.8653543654233615,25,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
مازندران,gdp_share_current_prices,1396,3.598982077774899,7,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
مازندران,gdp_share_current_prices,1397,3.2411603183262425,8,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
مازندران,gdp_share_current_prices,1398,3.307559622937846,8,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
مازندران,gdp_share_current_prices,1399,3.3616332347192475,9,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
مازندران,gdp_share_current_prices,1400,3.0923815090449907,9,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
مرکزي,gdp_share_current_prices,1396,1.7551867608976868,15,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
مرکزي,gdp_share_current_prices,1397,1.844778273189912,15,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
مرکزي,gdp_share_current_prices,1398,1.7972399859779449,15,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
مرکزي,gdp_share_current_prices,1399,2.086920252704285,14,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
مرکزي,gdp_share_current_prices,1400,2.0519580211833555,13,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
هرمزگان,gdp_share_current_prices,1396,2.1002792890733244,13,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
هرمزگان,gdp_share_current_prices,1397,2.03884843702599,13,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
هرمزگان,gdp_share_current_prices,1398,2.2463220545628295,11,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
هرمزگان,gdp_share_current_prices,1399,2.591084233930927,10,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
هرمزگان,gdp_share_current_prices,1400,2.544974042035366,11,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
همدان,gdp_share_current_prices,1396,1.2986177918801352,19,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
همدان,gdp_share_current_prices,1397,1.3361298955667904,18,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
همدان,gdp_share_current_prices,1398,1.2970336003341945,18,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
همدان,gdp_share_current_prices,1399,1.2957691775865012,18,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
همدان,gdp_share_current_prices,1400,1.2037229450814062,20,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
يزد,gdp_share_current_prices,1396,1.6215273220915334,16,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
يزد,gdp_share_current_prices,1397,1.7001548406518894,16,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
يزد,gdp_share_current_prices,1398,1.889005533028245,13,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
يزد,gdp_share_current_prices,1399,2.3302837358103887,11,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
يزد,gdp_share_current_prices,1400,2.547065716778708,10,jaygah_1398-1402,1- سهم استان از تولید ناخالص داخلی به قیمت جاری(1)
کل کشور (2),gdp_share_current_prices_excl_oil,1396,100,××,jaygah_1398-1402,2- سهم استان از محصول ناخالص داخلی به قیمت جاری (بدون نفت)(1)
کل کشور (2),gdp_share_current_prices_excl_oil,1397,100,××,jaygah_1398-1402,2- سهم استان از محصول ناخالص داخلی به قیمت جاری (بدون نفت)(1)
کل کشور (2),gdp_share_current_prices_excl_oil,1398,100,××,jaygah_1398-1402,2- سهم استان از محصول ناخالص داخلی به قیمت جاری (بدون نفت)(1)
کل کشور (2),gdp_share_current_prices_excl_oil,1399,100,××,jaygah_1398-1402,2- سهم استان از محصول ناخالص داخلی به قیمت جاری (بدون نفت)(1)
کل کشور (2),gdp_share_current_prices_excl_oil,1400,100,××,jaygah_1398-1402,2- سهم استان از محصول ناخالص داخلی به قیمت جاری (بدون نفت)(1)
آذربايجان شرقي,gdp_share_current_prices_excl_oil,1396,3.9152317686491864,7,jaygah_1398-1402,2- سهم استان از محصول ناخالص داخلی به قیمت جاری (بدون نفت)(1)
آذربايجان شرقي,gdp_share_current_prices_excl_oil,1397,4.126817999375578,7,jaygah_1398-1402,2- سهم استان از محصول ناخالص داخلی به قیمت جاری (بدون نفت)(1)
آذربايجان شرقي,gdp_share_current_prices_excl_oil,1398,4.016088564293034,8,jaygah_1398-1402,2- سهم استان از محصول ناخالص داخلی به قیمت جاری (بدون نفت)(1)
آذربايجان شرقي,gdp_share_current_prices_excl_oil,1399,4.256475651750842,7,jaygah_1398-1402,2- سهم استان از محصول ناخالص داخلی به قیمت جاری (بدون نفت)(1)
آذربايجان شرقي,gdp_share_current_prices_excl_oil,1400,4.368325928419496,7,jaygah_1398-1402,2- سهم استان از محصول ناخالص داخلی به قیمت جاری (بدون نفت)(1)
آذربايجان غربي,gdp_share_current_prices_excl_oil,1396,2.4010923278134646,12,jaygah_1398-1402,2- سهم استان از محصول ناخالص داخلی به قیمت جاری (بدون نفت)(1)
آذربايجان غربي,gdp_share_current_prices_excl_oil,1397,2.472023194258737,12,jaygah_1398-1402,2- سهم استان از محصول ناخالص داخلی به قیمت جاری (بدون نفت)(1)
آذربايجان غربي,gdp_share_current_prices_excl_oil,1398,2.309411798191065,14,jaygah_1398-1402,2- سهم استان از محصول ناخالص داخلی به قیمت جاری (بدون نفت)(1)
آذربايجان غربي,gdp_share_current_prices_excl_oil,1399,2.3601549320339767,13,jaygah_1398-1402,2- سهم استان از محصول ناخالص داخلی به قیمت جاری (بدون نفت)(1)
آذربايجان غربي,gdp_share_current_prices_excl_oil,1400,2.2784547338063135,14,jaygah_1398-1402,2- سهم استان از محصول ناخالص داخلی به قیمت جاری (بدون نفت)(1)
اردبيل,gdp_share_current_prices_excl_oil,1396,1.0193751696871454,24,jaygah_1398-1402,2- سهم استان از محصول ناخالص داخلی به قیمت جاری (بدون نفت)(1)
اردبيل,gdp_share_current_prices_excl_oil,1397,1.00616196932168,24,jaygah_1398-1402,2- سهم استان از محصول ناخالص داخلی به قیمت جاری (بدون نفت)(1)
اردبيل,gdp_share_current_prices_excl_oil,1398,1.123556990955465,24,jaygah_1398-1402,2- سهم استان از محصول ناخالص داخلی به قیمت جاری (بدون نفت)(1)
اردبيل,gdp_share_current_prices_excl_oil,1399,1.1129187474092401,24,jaygah_1398-1402,2- سهم استان از محصول ناخالص داخلی به قیمت جاری (بدون نفت)(1)
اردبيل,gdp_share_current_prices_excl_oil,1400,0.9941455222214796,26,jaygah_1398-1402,2- سهم استان از محصول ناخالص داخلی به قیمت جاری (بدون نفت)(1)
اصفهان,gdp_share_current_prices_excl_oil,1396,6.505495051705725,2,jaygah_1398-1402,2- سهم استان از محصول ناخالص داخلی به قیمت جاری (بدون نفت)(1)
اصفهان,gdp_share_current_prices_excl_oil,1397,6.39221070572788,3,jaygah_1398-1402,2- سهم استان از محصول ناخالص داخلی به قیمت جاری (بدون نفت)(1)
اصفهان,gdp_share_current_prices_excl_oil,1398,6.279789701943382,3,jaygah_1398-1402,2- سهم استان از محصول ناخالص داخلی به قیمت جاری (بدون نفت)(1)
