province,indicator,year_sh,value,unit,value_label_fa,rank,edition,source_title_fa
البرز,foreign_investment_value_thousand_usd,1399,68554,(هزار دلار),ارزش,17,jaygah_1398-1402,1- ارزش سرمایه‌گذاری خارجی
البرز,foreign_investment_value_thousand_usd,1400,420424,(هزار دلار),ارزش,3,jaygah_1398-1402,1- ارزش سرمایه‌گذاری خارجی
ايلام,foreign_investment_value_thousand_usd,1398,0,(هزار دلار),ارزش,25,jaygah_1398-1402,1- ارزش سرمایه‌گذاری خارجی
ايلام,foreign_investment_value_thousand_usd,1399,0,(هزار دلار),ارزش,28,jaygah_1398-1402,1- ارزش سرمایه‌گذاری خارجی
ايلام,foreign_investment_value_thousand_usd,1400,0,(هزار دلار),ارزش,28,jaygah_1398-1402,1- ارزش سرمایه‌گذاری خارجی
بوشهر,foreign_investment_value_thousand_usd,1398,50000,(هزار دلار),ارزش,13,jaygah_1398-1402,1- ارزش سرمایه‌گذاری خارجی
بوشهر,foreign_investment_value_thousand_usd,1399,59499,(هزار دلار),ارزش,18,jaygah_1398-1402,1- ارزش سرمایه‌گذاری خارجی
بوشهر,foreign_investment_value_thousand_usd,1400,473176,(هزار دلار),ارزش,2,jaygah_1398-1402,1- ارزش سرمایه‌گذاری خارجی
تهران,foreign_investment_value_thousand_usd,1398,242439,(هزار دلار),ارزش,6,jaygah_1398-1402,1- ارزش سرمایه‌گذاری خارجی
تهران,foreign_investment_value_thousand_usd,1399,1246712,(هزار دلار),ارزش,1,jaygah_1398-1402,1- ارزش سرمایه‌گذاری خارجی
تهران,foreign_investment_value_thousand_usd,1400,190726,(هزار دلار),ارزش,4,jaygah_1398-1402,1- ارزش سرمایه‌گذاری خارجی
چهارمحال و بختياري,foreign_investment_value_thousand_usd,1398,0,(هزار دلار),ارزش,25,jaygah_1398-1402,1- ارزش سرمایه‌گذاری خارجی
چهارمحال و بختياري,foreign_investment_value_thousand_usd,1399,16403,(هزار دلار),ارزش,23,jaygah_1398-1402,1- ارزش سرمایه‌گذاری خارجی
چهارمحال و بختياري,foreign_investment_value_thousand_usd,1400,0,(هزار دلار),ارزش,28,jaygah_1398-1402,1- ارزش سرمایه‌گذاری خارجی
خراسان جنوبي,foreign_investment_value_thousand_usd,1398,2650,(هزار دلار),ارزش,22,jaygah_1398-1402,1- ارزش سرمایه‌گذاری خارجی
خراسان جنوبي,foreign_investment_value_thousand_usd,1399,0,(هزار دلار),ارزش,28,jaygah_1398-1402,1- ارزش سرمایه‌گذاری خارجی
خراسان جنوبي,foreign_investment_value_thousand_usd,1400,176156,(هزار دلار),ارزش,6,jaygah_1398-1402,1- ارزش سرمایه‌گذاری خارجی
خراسان رضوي,foreign_investment_value_thousand_usd,1398,141103,(هزار دلار),ارزش,8,jaygah_1398-1402,1- ارزش سرمایه‌گذاری خارجی
خراسان رضوي,foreign_investment_value_thousand_usd,1399,132433,(هزار دلار),ارزش,10,jaygah_1398-1402,1- ارزش سرمایه‌گذاری خارجی
خراسان رضوي,foreign_investment_value_thousand_usd,1400,85403,(هزار دلار),ارزش,7,jaygah_1398-1402,1- ارزش سرمایه‌گذاری خارجی
خراسان شمالي,foreign_investment_value_thousand_usd,1398,343,(هزار دلار),ارزش,24,jaygah_1398-1402,1- ارزش سرمایه‌گذاری خارجی
خراسان شمالي,foreign_investment_value_thousand_usd,1399,9138,(هزار دلار),ارزش,26,jaygah_1398-1402,1- ارزش سرمایه‌گذاری خارجی
خراسان شمالي,foreign_investment_value_thousand_usd,1400,7747,(هزار دلار),ارزش,22,jaygah_1398-1402,1- ارزش سرمایه‌گذاری خارجی
خوزستان,foreign_investment_value_thousand_usd,1398,452012,(هزار دلار),ارزش,4,jaygah_1398-1402,1- ارزش سرمایه‌گذاری خارجی
خوزستان,foreign_investment_value_thousand_usd,1399,517189,(هزار دلار),ارزش,4,jaygah_1398-1402,1- ارزش سرمایه‌گذاری خارجی
خوزستان,foreign_investment_value_thousand_usd,1400,66721,(هزار دلار),ارزش,8,jaygah_1398-1402,1- ارزش سرمایه‌گذاری خارجی
زنجان,foreign_investment_value_thousand_usd,1398,25785,(هزار دلار),ارزش,19,jaygah_1398-1402,1- ارزش سرمایه‌گذاری خارجی
زنجان,foreign_investment_value_thousand_usd,1399,85715,(هزار دلار),ارزش,14,jaygah_1398-1402,1- ارزش سرمایه‌گذاری خارجی
زنجان,foreign_investment_value_thousand_usd,1400,44850,(هزار دلار),ارزش,11,jaygah_1398-1402,1- ارزش سرمایه‌گذاری خارجی
سمنان,foreign_investment_value_thousand_usd,1398,500,(هزار دلار),ارزش,23,jaygah_1398-1402,1- ارزش سرمایه‌گذاری خارجی
سمنان,foreign_investment_value_thousand_usd,1399,14918,(هزار دلار),ارزش,24,jaygah_1398-1402,1- ارزش سرمایه‌گذاری خارجی
سمنان,foreign_investment_value_thousand_usd,1400,10244,(هزار دلار),ارزش,21,jaygah_1398-1402,1- ارزش سرمایه‌گذاری خارجی
سيستان و بلوچستان,foreign_investment_value_thousand_usd,1398,1114951,(هزار دلار),ارزش,2,jaygah_1398-1402,1- ارزش سرمایه‌گذاری خارجی
سيستان و بلوچستان,foreign_investment_value_thousand_usd,1399,394293,(هزار دلار),ارزش,5,jaygah_1398-1402,1- ارزش سرمایه‌گذاری خارجی
سيستان و بلوچستان,foreign_investment_value_thousand_usd,1400,0,(هزار دلار),ارزش,28,jaygah_1398-1402,1- ارزش سرمایه‌گذاری خارجی
فارس,foreign_investment_value_thousand_usd,1398,180296,(هزار دلار),ارزش,7,jaygah_1398-1402,1- ارزش سرمایه‌گذاری خارجی
فارس,foreign_investment_value_thousand_usd,1399,969481,(هزار دلار),ارزش,2,jaygah_1398-1402,1- ارزش سرمایه‌گذاری خارجی
فارس,foreign_investment_value_thousand_usd,1400,38472,(هزار دلار),ارزش,14,jaygah_1398-1402,1- ارزش سرمایه‌گذاری خارجی
قزوين,foreign_investment_value_thousand_usd,1398,57969,(هزار دلار),ارزش,12,jaygah_1398-1402,1- ارزش سرمایه‌گذاری خارجی
قزوين,foreign_investment_value_thousand_usd,1399,137338,(هزار دلار),ارزش,9,jaygah_1398-1402,1- ارزش سرمایه‌گذاری خارجی
قزوين,foreign_investment_value_thousand_usd,1400,28524,(هزار دلار),ارزش,16,jaygah_1398-1402,1- ارزش سرمایه‌گذاری خارجی
قم,foreign_investment_value_thousand_usd,1398,30472,(هزار دلار),ارزش,16,jaygah_1398-1402,1- ارزش سرمایه‌گذاری خارجی
قم,foreign_investment_value_thousand_usd,1399,7629,(هزار دلار),ارزش,27,jaygah_1398-1402,1- ارزش سرمایه‌گذاری خارجی
قم,foreign_investment_value_thousand_usd,1400,22865,(هزار دلار),ارزش,17,jaygah_1398-1402,1- ارزش سرمایه‌گذاری خارجی
کردستان,foreign_investment_value_thousand_usd,1398,38364,(هزار دلار),ارزش,14,jaygah_1398-1402,1- ارزش سرمایه‌گذاری خارجی
کردستان,foreign_investment_value_thousand_usd,1399,32315,(هزار دلار),ارزش,21,jaygah_1398-1402,1- ارزش سرمایه‌گذاری خارجی
کردستان,foreign_investment_value_thousand_usd,1400,350,(هزار دلار),ارزش,27,jaygah_1398-1402,1- ارزش سرمایه‌گذاری خارجی
کرمان,foreign_investment_value_thousand_usd,1398,35028,(هزار دلار),ارزش,15,jaygah_1398-1402,1- ارزش سرمایه‌گذاری خارجی
کرمان,foreign_investment_value_thousand_usd,1399,121993,(هزار دلار),ارزش,11,jaygah_1398-1402,1- ارزش سرمایه‌گذاری خارجی
کرمان,foreign_investment_value_thousand_usd,1400,494963,(هزار دلار),ارزش,1,jaygah_1398-1402,1- ارزش سرمایه‌گذاری خارجی
کرمانشاه,foreign_investment_value_thousand_usd,1398,122045,(هزار دلار),ارزش,9,jaygah_1398-1402,1- ارزش سرمایه‌گذاری خارجی
کرمانشاه,foreign_investment_value_thousand_usd,1399,113432,(هزار دلار),ارزش,12,jaygah_1398-1402,1- ارزش سرمایه‌گذاری خارجی
کرمانشاه,foreign_investment_value_thousand_usd,1400,3700,(هزار دلار),ارزش,25,jaygah_1398-1402,1- ارزش سرمایه‌گذاری خارجی
کهگيلويه و بويراحمد,foreign_investment_value_thousand_usd,1398,0,(هزار دلار),ارزش,25,jaygah_1398-1402,1- ارزش سرمایه‌گذاری خارجی
کهگيلويه و بويراحمد,foreign_investment_value_thousand_usd,1399,0,(هزار دلار),ارزش,28,jaygah_1398-1402,1- ارزش سرمایه‌گذاری خارجی
کهگيلويه و بويراحمد,foreign_investment_value_thousand_usd,1400,0,(هزار دلار),ارزش,28,jaygah_1398-1402,1- ارزش سرمایه‌گذاری خارجی
گلستان,foreign_investment_value_thousand_usd,1398,306427,(هزار دلار),ارزش,5,jaygah_1398-1402,1- ارزش سرمایه‌گذاری خارجی
گلستان,foreign_investment_value_thousand_usd,1399,0,(هزار دلار),ارزش,28,jaygah_1398-1402,1- ارزش سرمایه‌گذاری خارجی
گلستان,foreign_investment_value_thousand_usd,1400,3770,(هزار دلار),ارزش,24,jaygah_1398-1402,1- ارزش سرمایه‌گذاری خارجی
گيلان,foreign_investment_value_thousand_usd,1398,456781,(هزار دلار),ارزش,3,jaygah_1398-1402,1- ارزش سرمایه‌گذاری خارجی
گيلان,foreign_investment_value_thousand_usd,1399,157762,(هزار دلار),ارزش,8,jaygah_1398-1402,1- ارزش سرمایه‌گذاری خارجی
گيلان,foreign_investment_value_thousand_usd,1400,184680,(هزار دلار),ارزش,5,jaygah_1398-1402,1- ارزش سرمایه‌گذاری خارجی
لرستان,foreign_investment_value_thousand_usd,1398,0,(هزار دلار),ارزش,25,jaygah_1398-1402,1- ارزش سرمایه‌گذاری خارجی
لرستان,foreign_investment_value_thousand_usd,1399,29568,(هزار دلار),ارزش,22,jaygah_1398-1402,1- ارزش سرمایه‌گذاری خارجی
لرستان,foreign_investment_value_thousand_usd,1400,11730,(هزار دلار),ارزش,20,jaygah_1398-1402,1- ارزش سرمایه‌گذاری خارجی
مازندران,foreign_investment_value_thousand_usd,1398,0,(هزار دلار),ارزش,25,jaygah_1398-1402,1- ارزش سرمایه‌گذاری خارجی
مازندران,foreign_investment_value_thousand_usd,1399,59450,(هزار دلار),ارزش,19,jaygah_1398-1402,1- ارزش سرمایه‌گذاری خارجی
مازندران,foreign_investment_value_thousand_usd,1400,5700,(هزار دلار),ارزش,23,jaygah_1398-1402,1- ارزش سرمایه‌گذاری خارجی
مرکزي,foreign_investment_value_thousand_usd,1398,1555551,(هزار دلار),ارزش,1,jaygah_1398-1402,1- ارزش سرمایه‌گذاری خارجی
مرکزي,foreign_investment_value_thousand_usd,1399,32708,(هزار دلار),ارزش,20,jaygah_1398-1402,1- ارزش سرمایه‌گذاری خارجی
مرکزي,foreign_investment_value_thousand_usd,1400,56519,(هزار دلار),ارزش,9,jaygah_1398-1402,1- ارزش سرمایه‌گذاری خارجی
هرمزگان,foreign_investment_value_thousand_usd,1398,64500,(هزار دلار),ارزش,11,jaygah_1398-1402,1- ارزش سرمایه‌گذاری خارجی
هرمزگان,foreign_investment_value_thousand_usd,1399,540749,(هزار دلار),ارزش,3,jaygah_1398-1402,1- ارزش سرمایه‌گذاری خارجی
هرمزگان,foreign_investment_value_thousand_usd,1400,46032,(هزار دلار),ارزش,10,jaygah_1398-1402,1- ارزش سرمایه‌گذاری خارجی
همدان,foreign_investment_value_thousand_usd,1398,0,(هزار دلار),ارزش,25,jaygah_1398-1402,1- ارزش سرمایه‌گذاری خارجی
همدان,foreign_investment_value_thousand_usd,1399,85839,(هزار دلار),ارزش,13,jaygah_1398-1402,1- ارزش سرمایه‌گذاری خارجی
همدان,foreign_investment_value_thousand_usd,1400,600,(هزار دلار),ارزش,26,jaygah_1398-1402,1- ارزش سرمایه‌گذاری خارجی
يزد,foreign_investment_value_thousand_usd,1398,30350,(هزار دلار),ارزش,17,jaygah_1398-1402,1- ارزش سرمایه‌گذاری خارجی
يزد,foreign_investment_value_thousand_usd,1399,357957,(هزار دلار),ارزش,6,jaygah_1398-1402,1- ارزش سرمایه‌گذاری خارجی
يزد,foreign_investment_value_thousand_usd,1400,34691,(هزار دلار),ارزش,15,jaygah_1398-1402,1- ارزش سرمایه‌گذاری خارجی
