chart_id,fa_verdict,proposed_title_fa,proposed_category_fa,reason
wdi__BX.TRF.PWKR.DT.GD,keep,,,
wdi__SP.POP.6064.FE,keep,,,
wdi__IP.IDS,keep,,,
wdi__SL.EMP.1524.SP.MA,keep,,,
wdi__SP.POP.65UP.FE,keep,,,
wdi__SE.LPV.PRIM.LD,keep,,,
wdi__SE.SEC.CUAT.UP.MA,keep,,,
wdi__SP.POP.DPND,keep,,,
wdi__NY.GNP.PCAP,keep,,,
wdi__SE.PRM.TENR,keep,,,
wdi__IE.PPI.ICTI,keep,,,
wdi__GB.XPD.RSDV.GD,keep,,,
wdi__SE.ADT.1524.LT,keep,,,
wdi__NE.GDI.FTOT,keep,,,
wdi__SH.H2O.BASW.UR,keep,,,
wdi__HD_HCIP_EDUC,keep,,,
wdi__SH.MMR,keep,,,
wdi__ER.H2O.FWIN,keep,,,
wdi__MS.MIL.XPND.GD,keep,,,
wdi__SE.PRM,keep,,,
wdi__SE.SEC.CUAT.LO.FE,keep,,,
wdi__DC.DAC.ESPL,keep,,,
wdi__BM.KLT.DINV.WD.GD,keep,,,
wdi__TM.TAX.MANF.SM.AR,keep,,,
wdi__SI.POV,keep,,,
wdi__FM.AST.DOMS,keep,,,
wdi__SP.POP.2024.FE,keep,,,
wdi__DT.DOD.DECT.GN,keep,,,
wdi__SE.PRM.GINT.MA,keep,,,
wdi__NY.ADJ.AEDU,keep,,,
wdi__SL.TLF.PART,keep,,,
wdi__SL.GDP.PCAP.EM,keep,,,
wdi__TX.VAL.TRVL.ZS,keep,,,
wdi__PA.NUS.PRVT,keep,,,
wdi__GC.LBL.TOTL.GD,keep,,,
wdi__TM.VAL.MRCH.XD,keep,,,
wdi__EN.BIR.THRD,keep,,,
wdi__GC.TAX.IMPT,keep,,,
wdi__SH.ANM.ALLW,keep,,,
wdi__SP.POP.1519.MA,keep,,,
wdi__SE.SEC.ENRL.TC,keep,,,
wdi__FX.OWN.TOTL.FE,keep,,,
wdi__NE.CON.TOTL,keep,,,
wdi__SH.STA.STNT.ME,keep,,,
wdi__SE.SEC.PROG.FE,keep,,,
wdi__SE.SEC.ENRL.UP.TC,keep,,,
wdi__SL.FAM.WORK.FE,keep,,,
wdi__TM.VAL.MRCH.R6,keep,,,
wdi__EG.ELC.FOSL,keep,,,
wdi__BX.GSR.INSF,keep,,,
wdi__NE.GDI.TOTL,keep,,,
wdi__EN.GHG.CO2.PC.CE,retitle,سرانه انتشار دی‌اکسید کربن (CO2) به استثنای LULUCF (تن معادل CO2 سرانه),,word order: per capita leading per doctrine
wdi__SL.UEM.TOTL.MA.NE,keep,,,
wdi__MS.MIL.MPRT,keep,,,
wdi__GC.XPN.GSRV,keep,,,
wdi__SH.STA.OWGH.MA,keep,,,
wdi__SH.XPD.OOPC.PP,retitle,سرانه هزینه پرداخت از جیب، برابری قدرت خرید (دلار بین‌المللی جاری),,word order: per capita leading per doctrine
wdi__EN.GHG.N2O.ZG,keep,,,
wdi__NY.ADJ.NNTY.PC.KD,retitle,رشد درآمد خالص ملی تعدیل‌شده سرانه (درصد سالانه),,"unit consistency: growth measure led + درصد سالانه, removed duplicate ""رشد سالانه""; سرانه kept trailing (established aggregate term)"
wdi__GOV_WGI_GE,retitle,امتیاز حکمرانی (کارآمدی دولت، 0 تا 100),,dash suffix: restructured with parentheses per rule 2
wdi__NY.ADJ.NNAT.GN,keep,,,
wdi__SH.DTH,keep,,,
wdi__SE.PRM.REPT.MA,keep,,,
wdi__EN.GHG.CO2.PI.MT.CE,keep,,,
wdi__TX.VAL.MRCH.R2,keep,,,
wdi__EG.USE.CRNW,keep,,,
wdi__AG.LND.FRST,keep,,,
wdi__SE.PRM.CMPT,keep,,,
wdi__SP.POP.5054.MA,keep,,,
wdi__IT.CEL.SETS,keep,,,
wdi__DT.NFL.WITC,keep,,,
wdi__SP.POP.BRTH,keep,,,
wdi__NE.IMP.GNFS,keep,,,
wdi__BM.GSR.FCTY,keep,,,
wdi__BX.KLT.DINV.CD,keep,,,
wdi__NY.GDP.FCST,keep,,,
wdi__NY.ADJ.SVNX.GN,keep,,,
wdi__SE.PRM.OENR.MA,keep,,,
wdi__TM.VAL.MRCH.WL,keep,,,
wdi__SE.ADT.1524.LT.FE,keep,,,
wdi__NY.GNP.ATLS,keep,,,
wdi__AG.YLD.CREL,keep,,,
wdi__SL.UEM.ADVN.FE,keep,,,
wdi__TM.VAL.MRCH.HI,keep,,,
wdi__NE.GDI.STKB,keep,,,
wdi__AG.LND.IRIG.AG,keep,,,
wdi__FX.OWN.TOTL.OL,keep,,,
wdi__FR.INR,keep,,,
wdi__TX.MNF.TECH.ZS,keep,,,
wdi__NE.EXP.GNFS,keep,,,
wdi__EN.GHG.CO2.FE.MT.CE,keep,,,
wdi__SP.POP.0014.MA,keep,,,
wdi__NY.ADJ.DKAP,keep,,,
wdi__SL.EMP.MPYR.FE,keep,,,
wdi__FD.AST.PRVT.GD,keep,,,
wdi__SL.FAM.WORK,keep,,,
wdi__SE.TER.CUAT.BA.FE,keep,,,
wdi__EG.USE.COMM.CL,keep,,,
wdi__SH.SGR.PROC,keep,,,
wdi__EN.GHG.N2O.AG.MT.CE,keep,,,
wdi__SP.POP.5559.MA,keep,,,
wdi__SE.SEC.CUAT.PO.FE,keep,,,
wdi__GOV_WGI_RL,retitle,امتیاز حکمرانی (حاکمیت قانون، 0 تا 100),,dash suffix: restructured with parentheses per rule 2
wdi__TM.VAL.MRCH.WR,keep,,,
wdi__SH.XPD.CHEX.PC,retitle,سرانه هزینه جاری سلامت (دلار جاری آمریکا),,word order: per capita leading per doctrine
wdi__GC.NLD.TOTL,keep,,,
wdi__ER.H2O.INTR,retitle,سرانه منابع تجدیدپذیر آب شیرین داخلی (متر مکعب),,word order: per capita leading per doctrine
wdi__SP.REG.BRTH.FE,keep,,,
wdi__NY.GDS.TOTL,keep,,,
wdi__SL.UEM.1524.MA,keep,,,
wdi__SI.DST.05TH,keep,,,
wdi__SL.TLF.ACTI.1524.FE.NE,keep,,,
wdi__GC.XPN.OTHR,keep,,,
wdi__SE.PRM.REPT,keep,,,
wdi__SL.EMP.1524.SP.NE,keep,,,
wdi__SE.XPD.CTER,keep,,,
wdi__SE.SEC,keep,,,
wdi__SL.TLF.CACT.FM.NE,keep,,,
wdi__HD_HCIP_OTJL,keep,,,
wdi__LP.LPI.INFR,keep,,,
wdi__HD_HCIP_HLTH,keep,,,
wdi__SH.STA.OWGH.FE,keep,,,
wdi__EN.ATM.PM25.MC.T3,keep,,,
wdi__SH.XPD.EHEX.PP,retitle,سرانه هزینه سلامت خارجی، برابری قدرت خرید (دلار بین‌المللی جاری),,word order: per capita leading per doctrine
wdi__SE.TER.CUAT.BA.MA,keep,,,
wdi__SL.SRV.EMPL.FE,keep,,,
wdi__AG.CON.FERT.PT,keep,,,
wdi__FX.OWN.TOTL.PL,keep,,,
wdi__NE.CON.PRVT.KD,retitle,رشد مخارج نهایی مصرف خانوارها و نهادهای غیرانتفاعی خدمت‌رسان به خانوارها (درصد سالانه),,word order: growth measure led + unit consistency (درصد سالانه)
wdi__SE.PRM.PRS5,keep,,,
wdi__DT.NFL.PNGC,keep,,,
wdi__DT.DOD.DLXF,keep,,,
wdi__DT.ODA.ODAT.MP,keep,,,
wdi__SH.SVR.WAST.FE,keep,,,
wdi__IP.TMK,keep,,,
wdi__FB.ATM.TOTL,keep,,,
wdi__SM.POP,keep,,,
wdi__EN.POP.SLUM.UR,keep,,,
wdi__EN.GHG.CO2.IC.MT.CE,keep,,,
wdi__EN.POP.EL5M,keep,,,
wdi__NE.CON.PRVT.PP,retitle,مخارج نهایی مصرف خانوارها و نهادهای غیرانتفاعی خدمت‌رسان به خانوارها، برابری قدرت خرید (دلار بین‌المللی جاری),,terminology: برابری قدرت خرید instead of bare PPP acronym (rule 3 / matches category_fa usage elsewhere)
wdi__GC.REV.SOCL,keep,,,
wdi__TX.VAL.MRCH.R4,keep,,,
wdi__NV.IND.MANF,keep,,,
wdi__SL.UEM.BASC.FE,keep,,,
wdi__SE.SEC.TCAQ.UP.MA,keep,,,
wdi__SP.POP.2529.MA,keep,,,
wdi__SH.VAC.TTNS,keep,,,
wdi__SH.XPD.GHED.CH,keep,,,
wdi__ST.INT.RCPT.XP,keep,,,
wdi__FM.AST.NFRG,keep,,,
wdi__SE.SEC.PROG.MA,keep,,,
wdi__DT.NFL.MOTH,keep,,,
wdi__SH.STA.WAST.FE,keep,,,
wdi__DC.DAC.PRTL,keep,,,
wdi__EG.ELC.HYRO,keep,,,
wdi__DT.TDS.MLAT.PG,keep,,,
wdi__BM.GSR.CMCP,keep,,,
wdi__NE.CON.GOVT,keep,,,
wdi__SP.DYN.CBRT,keep,,,
wdi__SH.MED.CMHW,keep,,,
wdi__SP.POP.2024.MA,keep,,,
wdi__BM.GSR.INSF,keep,,,
wdi__SH.DYN.AIDS.FE,keep,,,
wdi__EN.URB,keep,,,
wdi__per_sa_allsa.cov_q5_tot,keep,,,
wdi__SP.DYN.LE00.FE,keep,,,
wdi__SG.GEN.PARL,keep,,,
wdi__DT.DOD.DPNG,keep,,,
wdi__TM.VAL.MRCH.R3,keep,,,
wdi__NY.ADJ.NNAT,keep,,,
wdi__BX.KLT.DINV.WD.GD,keep,,,
wdi__SP.RUR.TOTL,retitle,رشد جمعیت روستایی (درصد سالانه),,"unit consistency: removed duplicated ""رشد سالانه"" in parenthetical (رشد already leads title)"
wdi__DT.ODA.ODAT.PC,retitle,سرانه کمک توسعه رسمی خالص دریافتی (دلار جاری آمریکا),,word order: per capita leading per doctrine
wdi__GC.XPN.TOTL,keep,,,
wdi__IT.CEL,keep,,,
wdi__DC.DAC.SWEL,keep,,,
wdi__per_sa_allsa.cov_q1_tot,keep,,,
wdi__SH.STA.BASS.UR,keep,,,
wdi__SL.TLF.TOTL,keep,,,
wdi__NV.IND.EMPL,keep,,,
wdi__GD_WBL_OVL,keep,,,
wdi__EN.GHG.CO2.LU.OL.MT.CE,retitle,شار خالص دی‌اکسید کربن (CO2) از سایر اراضی LULUCF (مگاتن معادل CO2),,"dash suffix: removed, restructured with از-construction per rule 2"
wdi__SL.TLF.CACT.MA,keep,,,
wdi__NY.GNS.ICTR,keep,,,
wdi__DC.DAC.ESTL,keep,,,
wdi__SP.POP.SCIE.RD,keep,,,
wdi__MS.MIL.XPRT,keep,,,
wdi__SE.SEC.CMPT.LO.FE,keep,,,
wdi__ER.H2O.FWST,keep,,,
wdi__NV.AGR.EMPL,keep,,,
wdi__NE.CON.PCAP.PP,retitle,سرانه مخارج نهایی مصرف خانوارها و نهادهای غیرانتفاعی خدمت‌رسان به خانوارها، برابری قدرت خرید (دلار بین‌المللی جاری),,word order: per capita leading; terminology: برابری قدرت خرید instead of bare PPP
wdi__IS.AIR,keep,,,
wdi__BX.GSR.TOTL,keep,,,
wdi__SI.SPR,keep,,,
wdi__SE.PRM.PRS5.MA,keep,,,
wdi__EG.ELC.RNWX,keep,,,
wdi__ER.FSH.CAPT,keep,,,
wdi__per_sa_allsa.ben_q1_tot,keep,,,
wdi__FX.OWN.TOTL.YG,keep,,,
wdi__ER.FSH.PROD,keep,,,
wdi__SE.XPD.PRIM,keep,,,
wdi__SL.EMP.1524.SP.MA.NE,keep,,,
wdi__IS.AIR.GOOD.MT,retitle,حمل‌ونقل هوایی، بار (میلیون تن‌کیلومتر),,"ZWNJ: hyphen in compound unit replaced with نیم‌فاصله per rule 4, consistent with کیلووات‌ساعت elsewhere"
wdi__GC.TAX.EXPT,keep,,,
wdi__SL.EMP.VULN.FE,keep,,,
wdi__NY.GDP.PETR.RT,keep,,,
wdi__SH.DYN.MORT,keep,,,
wdi__TM.VAL.ICTG.ZS,keep,,,
wdi__DT.NFL.PCBO,keep,,,
wdi__SH.MMR.RISK,keep,,,
wdi__BX.GSR.NFSV,keep,,,
wdi__FI.RES.XGLD,keep,,,
wdi__SL.UEM.1524.FE.NE,keep,,,
wdi__SE.PRM.NINT.FE,keep,,,
wdi__SE.PRM.UNER.MA,keep,,,
wdi__DC.DAC.NLDL,keep,,,
wdi__NY.GDP.PCAP,keep,,,
wdi__DT.TDS.DIMF,keep,,,
wdi__NE.DAB.TOTL,keep,,,
wdi__SE.XPD.TOTL.GB,keep,,,
wdi__SE.ADT.1524.LT.FM,keep,,,
wdi__DC.DAC.SVNL,keep,,,
wdi__SE.SEC.PROG,keep,,,
wdi__PX.REX,keep,,,
wdi__SP.DYN.CDRT,keep,,,
wdi__SP.POP.5559.FE,keep,,,
wdi__NV.MNF.FBTO.ZS,keep,,,
wdi__SI.POV.LMIC,keep,,,
wdi__NY.GDP.MKTP.PP,retitle,تولید ناخالص داخلی، برابری قدرت خرید (دلار بین‌المللی جاری),,terminology: برابری قدرت خرید instead of bare PPP acronym
wdi__SH.XPD.EHEX.PC,retitle,سرانه هزینه سلامت خارجی (دلار جاری آمریکا),,word order: per capita leading per doctrine
wdi__SL.UEM.TOTL.NE,keep,,,
wdi__SL.SRV.EMPL.MA,keep,,,
wdi__SH.PRV,keep,,,
wdi__SE.LPV.PRIM,keep,,,
wdi__SH.MLR.INCD,keep,,,
wdi__SL.TLF.CACT.NE,keep,,,
wdi__EN.GHG.CH4.FE.MT.CE,keep,,,
wdi__SN.ITK.SALT,keep,,,
wdi__SE.SEC.ENRL,keep,,,
wdi__EN.GHG.N2O.MT.CE,keep,,,
wdi__SE.XPD.CTOT,keep,,,
wdi__TM.VAL.MRCH.R4,keep,,,
wdi__SE.TER.TCHR.FE,keep,,,
wdi__AG.LND.TOTL.UR,keep,,,
wdi__SE.PRM.UNER,keep,,,
wdi__NE.CON.GOVT.KD,retitle,رشد مخارج نهایی مصرف دولت عمومی (درصد سالانه),,word order: growth measure led + unit consistency (درصد سالانه)
wdi__SP.POP.0004.FE,keep,,,
wdi__SH.XPD.EHEX.CH,keep,,,
wdi__SP.URB.TOTL.IN,keep,,,
wdi__DT.NFL.CERF,keep,,,
wdi__TM.TAX.MRCH.WM.FN,keep,,,
wdi__DC.DAC.GBRL,keep,,,
wdi__FM.LBL.BMNY.IR,keep,,,
wdi__SL.UEM.NEET.MA.ME,keep,,,
wdi__NV.FSM.TOTL,keep,,,
wdi__BN.GSR.MRCH,keep,,,
wdi__SH.SVR.WAST,keep,,,
wdi__SP.DYN.LE00.MA,keep,,,
wdi__SE.TER.ENRR,keep,,,
wdi__EN.ATM.PM25.MC,keep,,,
wdi__SI.POV.UMIC,keep,,,
wdi__SP.POP.1564.MA,keep,,,
wdi__BM.TRF.PRVT,keep,,,
wdi__per_sa_allsa.cov_pop_tot,keep,,,
wdi__SL.UEM.1524.MA.NE,keep,,,
wdi__SE.TER.CUAT.DO.FE,keep,,,
wdi__NE.RSB.GNFS,keep,,,
wdi__SH.DYN.NCOM,keep,,,
wdi__SH.IMM,keep,,,
wdi__NE.EXP.GNFS.KD,retitle,رشد صادرات کالا و خدمات (درصد سالانه),,word order: growth measure led + unit consistency (درصد سالانه)
wdi__SP.DYN.IMRT.FE,keep,,,
wdi__IP.PAT,keep,,,
wdi__SI.DST,keep,,,
wdi__NV.AGR.TOTL,keep,,,
wdi__NE.CON.PRVT.PC,retitle,سرانه مخارج نهایی مصرف خانوارها و نهادهای غیرانتفاعی خدمت‌رسان به خانوارها (دلار ثابت آمریکا، پایه 2015),,word order: per capita leading; also flattened nested parentheses
wdi__SL.TLF.ACTI.1524.MA.NE,keep,,,
wdi__SE.PRM.PRSL,keep,,,
wdi__TM.TAX.TCOM.WM.FN,keep,,,
wdi__SH.DYN,keep,,,
wdi__NY.ADJ.NNTY,keep,,,
wdi__SL.UEM.1524.NE,keep,,,
wdi__ST.INT,keep,,,
wdi__NY.GDP.MKTP.KD,keep,,,
wdi__GC.REV.GOTR,keep,,,
wdi__NY.ADJ.DFOR.GN,keep,,,
wdi__SP.POP.1564,keep,,,
wdi__DT.DOD.PVLX.EX,keep,,,
wdi__EG.USE.PCAP.KG,keep,,,
wdi__TM.VAL.FUEL.ZS,keep,,,
wdi__NY.GDP.PCAP.PP,retitle,تولید ناخالص داخلی سرانه، برابری قدرت خرید (دلار بین‌المللی جاری),,"terminology: برابری قدرت خرید instead of bare PPP acronym (سرانه kept trailing, established GDP-per-capita term)"
wdi__SE.ENR.SECO.FM,keep,,,
wdi__SL.IND.EMPL.FE,keep,,,
wdi__DT.DOD.DSTC.XP,keep,,,
wdi__LP.LPI.TIME,keep,,,
wdi__AG.LND.EL5M.RU,keep,,,
wdi__DC.DAC.LTUL,keep,,,
wdi__NV.SRV.EMPL,keep,,,
wdi__BM.GSR.TRVL,keep,,,
wdi__BN.KLT.DINV,keep,,,
wdi__EN.GHG.ALL.LU.MT.CE,keep,,,
wdi__SE.COM,keep,,,
wdi__SE.PRM.TCAQ.MA,keep,,,
wdi__SP.DYN.AMRT,keep,,,
wdi__SP.REG.BRTH.MA,keep,,,
wdi__GC.NLD.TOTL.GD,keep,,,
wdi__EN.GHG.N2O.PI.MT.CE,keep,,,
wdi__NY.ADJ.DMIN.GN,keep,,,
wdi__VC.IHR.PSRC.FE,keep,,,
wdi__SI.DST.FRST,keep,,,
wdi__per_sa_allsa.cov_q2_tot,keep,,,
wdi__SE.PRM.GINT.FE,keep,,,
wdi__SE.PRM.TCAQ.FE,keep,,,
wdi__SH.ALC.PCAP,retitle,سرانه مصرف الکل (لیتر الکل خالص، برآوردهای پیش‌بینی‌شده، سنین 15 سال به بالا),,word order: سرانه مصرف order per doctrine canonical example
wdi__GC.TAX.INTT.RV,keep,,,
wdi__ER.H2O.FWTL,keep,,,
wdi__SP.DYN.LE00,keep,,,
wdi__SP.POP.1014.FE,keep,,,
wdi__SE.XPD.CPRM,keep,,,
wdi__NY.ADJ.DMIN,keep,,,
wdi__BX.GSR.MRCH,keep,,,
wdi__SE.LPV.PRIM.SD,keep,,,
wdi__AG.LND.CREL,keep,,,
wdi__DT.NFL.PRVT,keep,,,
wdi__SE.SEC.CUAT.PO,keep,,,
wdi__GC.XPN.INTP.RV,keep,,,
wdi__NE.TRD.GNFS,keep,,,
wdi__TM.VAL.MRCH.R5,keep,,,
wdi__IT.MLT,keep,,,
wdi__EN.GHG.CO2.LU.MT.CE,retitle,شار خالص دی‌اکسید کربن (CO2) از کل اراضی LULUCF، به استثنای آتش‌سوزی‌های غیرگرمسیری (مگاتن معادل CO2),,"dash suffix: removed, restructured with از-construction and comma per rule 2"
wdi__SH.STA.WAST.MA,keep,,,
wdi__SE.TER.CUAT.BA,keep,,,
wdi__SE.ADT.LITR.MA,keep,,,
wdi__GC.TAX.TOTL,keep,,,
wdi__SP.REG.BRTH,keep,,,
wdi__BX.GSR.CMCP,keep,,,
wdi__per_sa_allsa.cov_q4_tot,keep,,,
wdi__BN.GSR.FCTY,keep,,,
wdi__NE.CON.PRVT.PC.KD,keep,,,
wdi__SE.PRM.CMPT.MA,keep,,,
wdi__SP.POP.3034.FE,keep,,,
wdi__SH.STA.TRAF,keep,,,
wdi__SL.AGR.EMPL,keep,,,
wdi__CM.MKT.TRAD.GD,keep,,,
wdi__SE.TER.CUAT.ST.FE,keep,,,
wdi__IS.SHP.GOOD,keep,,,
wdi__SL.EMP.1524.SP.FE.NE,keep,,,
wdi__EN.GHG.CO2.LU.FL.MT.CE,retitle,شار خالص دی‌اکسید کربن (CO2) از اراضی جنگلی LULUCF (مگاتن معادل CO2),,"dash suffix: removed, restructured with از-construction per rule 2"
wdi__TM.TAX.MRCH.SM.FN,keep,,,
wdi__SH.PRG,keep,,,
wdi__NY.GNP.PCAP.KD,keep,,,
wdi__GC.LBL.TOTL,keep,,,
wdi__EG.ELC.ACCS.UR,keep,,,
wdi__AG.LND.PRCP,keep,,,
wdi__SL.TLF.PART.FE,keep,,,
wdi__SL.TLF.ACTI.1524.NE,keep,,,
wdi__FX.OWN.TOTL,keep,,,
wdi__DT.ODA.ODAT.GI,keep,,,
wdi__SH.STA.POIS,keep,,,
wdi__SP.POP.7579.MA,keep,,,
wdi__SL.UEM.NEET.FE,keep,,,
wdi__DC.DAC.HUNL,keep,,,
wdi__SH.STA.MALN.MA,keep,,,
wdi__NY.GNP.PCAP.PP,retitle,تولید ناخالص ملی سرانه، برابری قدرت خرید (دلار بین‌المللی جاری),,"terminology: برابری قدرت خرید instead of bare PPP acronym (سرانه kept trailing, established GNI-per-capita term)"
wdi__EN.GHG.N2O.IP.MT.CE,keep,,,
wdi__SP.POP.3539.FE,keep,,,
wdi__SL.EMP.SMGT.FE,keep,,,
