chart_id,fa_verdict,proposed_title_fa,proposed_category_fa,reason
owid__mean_years_schooling_long_run,keep,,,
owid__oil_production_volume,keep,,,
wid__avg_national_income,keep,,,
wid__income_share_top10,keep,,,
wid__income_share_top1,keep,,,
wid__wealth_share_top10,keep,,,
wid__wealth_share_top1,keep,,,
pahlavi__other_grains_production_1950_1958,retitle,تولید سایر غلات، 1950-1958,,dash suffix: reworded to natural izafe word order (measure leads subject)
pahlavi__vegetables_melons_production_1950_1958,retitle,تولید سبزیجات و خربزه (ترکیبی)، 1950-1958,,dash suffix: reworded to natural izafe word order (measure leads subject)
pahlavi__fresh_fruits_noncitrus_production_1950_1958,retitle,تولید میوه‌های تازه (غیرمرکبات) و توت‌ها، 1950-1958,,dash suffix: reworded to natural izafe word order (measure leads subject)
pahlavi__dried_apricots_production_1950_1958,retitle,تولید زردآلوی خشک، 1950-1958,,dash suffix: reworded to natural izafe word order (measure leads subject)
pahlavi__raisins_production_1950_1958,retitle,تولید کشمش، 1950-1958,,dash suffix: reworded to natural izafe word order (measure leads subject)
pahlavi__other_dried_fruits_production_1950_1958,retitle,تولید سایر میوه‌های خشک، 1950-1958,,dash suffix: reworded to natural izafe word order (measure leads subject)
pahlavi__animal_fats_production_1950_1958,retitle,تولید چربی‌های حیوانی (مجموع)، 1950-1958,,dash suffix: reworded to natural izafe word order (measure leads subject)
pahlavi__crop_land_production_value_1960,keep,,,
pahlavi__livestock_production_value_1960,keep,,,
pahlavi__exports_by_commodity_value_1956_59,keep,,,
pahlavi__imports_by_commodity_value_1956_59,keep,,,
pahlavi__ocean_trade_tonnage_1950_60,keep,,,
pahlavi__oil_revenue_by_allocation_1955_63,keep,,,
pahlavi__oil_exports_revenues_by_company_1963_71,keep,,,
pahlavi__domestic_oil_consumption_by_product_1964_69,keep,,,
pahlavi__petroleum_statistics_1956_58,keep,,,
pahlavi__gas_production_consumption_1965_69,keep,,,
pahlavi__electric_power_generation_by_use_1968_72,keep,,,
pahlavi__power_generating_capacity_1970_71,keep,,,
pahlavi__aioc_profits_taxes_royalties_1910_51,keep,,,
pahlavi__consortium_disbursements_1954_62,keep,,,
pahlavi__oil_industry_employment_by_nationality_1939_60,keep,,,
pahlavi__oil_industry_personnel_by_company_category_1955_61,keep,,,
pahlavi__oil_revenue_distribution_pct_1957_59,keep,,,
maritime_comparator__unctad_maritime_key_figures_2024,retitle,شاخص‌های کلیدی دریانوردی کشورهای مقایسه‌ای (ناوگان، توقف کشتی در بندر، دریانوردان),,dash suffix: reworded to natural izafe word order (measure leads subject)
mining_comparator__arg_usgs_mineral_production,retitle,تولید مواد معدنی آرژانتین، کالاهای عمده (سالنامه معدنی USGS),,dash suffix: reworded to natural izafe word order (measure leads subject)
mining_comparator__tur_usgs_mineral_production,retitle,تولید مواد معدنی ترکیه، کالاهای عمده (سالنامه معدنی USGS),,dash suffix: reworded to natural izafe word order (measure leads subject)
mining_comparator__sau_usgs_mineral_production,retitle,تولید مواد معدنی عربستان سعودی، کالاهای عمده (سالنامه معدنی USGS),,dash suffix: reworded to natural izafe word order (measure leads subject)
mining_comparator__rus_usgs_mineral_production,retitle,تولید مواد معدنی فدراسیون روسیه، کالاهای عمده (سالنامه معدنی USGS),,dash suffix: reworded to natural izafe word order (measure leads subject)
mining_comparator__usa_usgs_mineral_production,retitle,تولید مواد معدنی ایالات متحده، کالاهای عمده (سالنامه معدنی USGS),,dash suffix: reworded to natural izafe word order (measure leads subject)
portugal_comparator__population_employment_1941_2020,retitle,جمعیت، اشتغال و نرخ بیکاری پرتغال (سری بلندمدت INE/BdP),,dash suffix: reworded to natural izafe word order (measure leads subject)
portugal_comparator__investment_fbcf_1953_2020,retitle,تشکیل سرمایه ثابت ناخالص پرتغال به تفکیک نوع دارایی (سری بلندمدت INE/BdP),,dash suffix: reworded to natural izafe word order (measure leads subject)
portugal_comparator__gdp_national_accounts_1953_2020,retitle,تولید ناخالص داخلی و سری اصلی هزینه ملی پرتغال (سری بلندمدت INE/BdP),,dash suffix: reworded to natural izafe word order (measure leads subject)
portugal_comparator__cpi_1948_2020,retitle,شاخص قیمت مصرف‌کننده پرتغال، سطح و درصد تغییر سالانه (سری بلندمدت INE/BdP),,dash suffix: reworded to natural izafe word order (measure leads subject)
portugal_comparator__monetary_aggregates_1947_2020,retitle,تجمیع‌های پولی پرتغال (سری بلندمدت INE/BdP),,dash suffix: reworded to natural izafe word order (measure leads subject)
portugal_comparator__government_finance_debt_1947_2020,retitle,درآمد و هزینه دولت و بدهی عمومی پرتغال (سری بلندمدت INE/BdP),,dash suffix: reworded to natural izafe word order (measure leads subject)
portugal_comparator__balance_of_payments_1948_2020,retitle,خلاصه تراز پرداخت‌های پرتغال (سری بلندمدت INE/BdP),,dash suffix: reworded to natural izafe word order (measure leads subject)
portugal_comparator__central_bank_balance_sheet_1947_1976,retitle,ترازنامه بانک مرکزی پرتغال (بانکو دو پرتغال)، دارایی‌ها و بدهی‌ها,,dash suffix: reworded to natural izafe word order (measure leads subject)
spain_comparator__gdp_long_run_1850_2000,retitle,تولید ناخالص داخلی واقعی و اسمی و تولید ناخالص داخلی سرانه اسپانیا، 1850-2000 (کارراس و تافونل),,dash suffix: reworded to natural izafe word order (measure leads subject)
spain_comparator__price_indices_1800_2000,retitle,شاخص‌های قیمت و شاخص قیمت مصرف‌کننده اسپانیا، 1800-2000 (کارراس و تافونل),,dash suffix: reworded to natural izafe word order (measure leads subject)
saudi_comparator__national_accounts_aggregates_2018_2024,retitle,تجمیع‌های حساب‌های ملی عربستان سعودی، تولید ناخالص داخلی، درآمد ناخالص ملی، درآمد ملی و پس‌انداز (GASTAT),,dash suffix: reworded to natural izafe word order (measure leads subject)
saudi_comparator__gdp_by_sector_and_investment_2018_2024,retitle,تولید ناخالص داخلی عربستان سعودی به تفکیک فعالیت اقتصادی، سرمایه‌گذاری و جزئیات درآمد ملی (GASTAT),,dash suffix: reworded to natural izafe word order (measure leads subject)
saudi_comparator__cpi_2024_2026,retitle,شاخص قیمت مصرف‌کننده عربستان سعودی، سالانه و ماهانه (GASTAT),,dash suffix: reworded to natural izafe word order (measure leads subject)
venezuela_comparator__ovf_macro_aggregates_2012_2024,retitle,تجمیع‌های کلان اقتصادی ونزوئلا، تولید ناخالص داخلی، تورم، بخش مالی دولت و بخش خارجی,,dash suffix: reworded to natural izafe word order (measure leads subject)
venezuela_comparator__ovf_global_context_gdp_inflation_2021_2024,keep,,,
iran_census__premodern_local_counts_1868_1884,keep,,,
iran_census__fertility_family_planning_1956_1991,keep,,,
iran_census__marriage_migration_patterns_1956_1991,keep,,,
iran_census__nomadic_population_1900_1990s,keep,,,
iran_census__wb_archives_reproduction_family_size_1966_1982,keep,,,
iran_census__tehran_city_population_growth_1956_1972,keep,,,
iran_census__urban_rural_household_indicators_2011,keep,,,
iran_census__population_by_religion_2011,keep,,,
iran_census__population_by_nationality_citizenship_2006_2016,keep,,,
iran_census__housing_tenure_type_2006_2016,keep,,,
iran_census__sex_ratio_by_province_2011,keep,,,
iran_census__household_size_by_province_2011,keep,,,
iran_census__household_development_by_residence_1976_2016,keep,,,
iran_census__mean_median_age_by_residence_2006_2016,keep,,,
iran_census__marital_status_2006_2016,keep,,,
pahlavi_hh__expenditure_shares_by_category_1965_1971,keep,,,
pahlavi_hh__expenditure_levels_rials_1965_1971,keep,,,
pahlavi_hh__expenditure_distribution_by_bracket_1971,keep,,,
pahlavi_hh__dairy_consumption_supply_1972_1977,keep,,,
pahlavi_hh__food_demand_actual_projected_1972_1982,keep,,,
pahlavi_hh__nonfood_consumption_index_1955_1958,keep,,,
iran_disasters__significant_earthquakes_1956_2023,keep,,,
iran_disasters__gold_price_divorce_rate_descriptive_stats_1980_2014,keep,,,
iran_disasters__mean_age_at_first_marriage_1966_2006,keep,,,
iran_disasters__registered_marriages_divorces_1991_2006,keep,,,
iran_disasters__registered_births_by_sex_1991_2006,keep,,,
iran_disasters__employed_by_occupation_gender_2005_2013,keep,,,
iran_disasters__ssi_pensioners_amounts_paid_1991_2006,keep,,,
iran_institutions__opec_quota_policy_history_1960_2025,keep,,,
iran_institutions__wto_gatt_accession_timeline_1995_2026,keep,,,
iran_institutions__imf_article_iv_consultation_history_2002_2025,keep,,,
iran_fx__mazarei_1995_parallel_fx_market_1978_1990,keep,,,
iran_fx__usd_irr_parallel_rate_daily_2011_2026,keep,,,
iran_fx__gold_coin_bahar_azadi_price_daily_2013_2026,keep,,,
iran_fx__gold_coin_emami_price_daily_2010_2026,keep,,,
iran_migration__knomad_remittances_diaspora_2000_2023,keep,,,
iran_trade__handicraft_export_institutional_history,keep,,,
iran_trade__cites_caviar_quota_trade_timeline_1998_2006,keep,,,
fx_comparator__argentina_fx_retail_rate_daily,retitle,نرخ ارز خرده‌فروشی پزو/دلار آرژانتین (BCRA)، روزانه (2010-2026),,dash suffix: reworded to natural izafe word order (measure leads subject)
fx_comparator__argentina_fx_wholesale_reference_rate_daily,retitle,نرخ ارز مرجع عمده‌فروشی پزو/دلار آرژانتین (BCRA)، روزانه (2010-2026),,dash suffix: reworded to natural izafe word order (measure leads subject)
fx_comparator__argentina_international_reserves_daily,retitle,ذخایر بین‌المللی آرژانتین، میلیون دلار، روزانه (1996-2026),,dash suffix: reworded to natural izafe word order (measure leads subject)
fx_comparator__argentina_badlar_interest_rate_daily,retitle,نرخ سود سپرده بانکی بخش خصوصی BADLAR در آرژانتین، روزانه,,dash suffix: reworded to natural izafe word order (measure leads subject)
fx_comparator__argentina_monetary_policy_rate_daily,retitle,نرخ سیاست پولی آرژانتین، روزانه,,dash suffix: reworded to natural izafe word order (measure leads subject)
fx_comparator__venezuela_parallel_fx_milestones_2003_2020,retitle,نرخ ارز رسمی ونزوئلا در برابر بازار سیاه، نقاط عطف کاهش ارزش پول (2003-2020),,dash suffix: reworded to natural izafe word order (measure leads subject)
pahlavi__bank_deposits_private_sector_1963_70,keep,,,
pahlavi__banking_statistics_private_sector_1957_59,keep,,,
pahlavi__century_indicators_world_rank_1900_2006,keep,,,
pahlavi__fiscal_system_narrative_indicators_1921_79,keep,,,
pahlavi__monetary_aggregates_movements_1963_73,keep,,,
pahlavi__monetary_survey_1963_70,keep,,,
pahlavi__money_quasi_money_changes_1965_71,keep,,,
pahlavi__money_supply_changes_1957_59,keep,,,
majlis__supplementary_budget_additions,keep,,,
majlis__forex_budget_law_1364,keep,,,
gfdd__gfdd_di_01,keep,,,
gfdd__gfdd_di_04,keep,,,
gfdd__gfdd_di_05,keep,,,
gfdd__gfdd_di_06,keep,,,
gfdd__gfdd_oi_02,keep,,,
gfdd__gfdd_oi_07,keep,,,
gfdd__gfdd_si_04,keep,,,
banking_hist__nationalization_1979_events,keep,,,
banking_hist__private_bank_reentry_2000_2025,keep,,,
dams_of_iran_technical_economic_specs_1971,retitle,مشخصات فنی و اقتصادی سدهای مخزنی بزرگ ایران,,dash suffix: reworded to natural izafe word order (measure leads subject)
diversion_dams_of_iran_specifications_1937_1967,retitle,مشخصات سدهای انحرافی آبیاری کوچک‌مقیاس ایران,,dash suffix: reworded to natural izafe word order (measure leads subject)
iran_reservoir_water_control_forecast_by_zone,keep,,,
dez_dam_project_economics_1960,retitle,پارامترهای کلیدی و تفکیک هزینه طرح چندمنظوره دز (ارزیابی بانک جهانی، 1960),,dash suffix: reworded to natural izafe word order (measure leads subject)
ghazvin_project_economics_appraisal_vs_actual_1967_1978,retitle,ارزیابی طرح توسعه منطقه قزوین در برابر نتایج واقعی حسابرسی‌شده,,dash suffix: reworded to natural izafe word order (measure leads subject)
iran_chromite_production_1961_1980,keep,,,
iran_copper_production_by_stage_1961_1980,retitle,تولید مس به تفکیک استخراج معدنی، ذوب و پالایش,,dash suffix: reworded to natural izafe word order (measure leads subject)
iran_iron_ore_production_1961_1980,keep,,,
iran_pig_iron_production_1973_1980,keep,,,
iran_crude_steel_production_1973_1980,keep,,,
iran_aluminum_production_1973_1980,keep,,,
iran_lead_production_by_stage_1961_1980,retitle,تولید سرب به تفکیک استخراج معدنی و تولید ذوب/شمش,,dash suffix: reworded to natural izafe word order (measure leads subject)
iran_manganese_ore_production_1961_1980,keep,,,
iran_zinc_production_1961_1980,keep,,,
iran_barite_production_1961_1980,keep,,,
iran_gypsum_production_1968_1980,keep,,,
iran_salt_production_1961_1980,keep,,,
iran_sulfur_production_1961_1980,keep,,,
iran_coal_production_1961_1980,keep,,,
iran_coke_production_1961_1980,keep,,,
iran_cement_production_1954_1980,keep,,,
iran_sar_cheshmeh_copper_project_narrative_1965_2022,retitle,روند توسعه و تولید طرح مس سرچشمه در دوران معاصر,,dash suffix: reworded to natural izafe word order (measure leads subject)
iran_new_mineral_reserves_valuation_2014_2021,retitle,ارزش‌گذاری ذخایر معدنی تازه‌کشف‌شده به تفکیک کالا (IMIDRO),,dash suffix: reworded to natural izafe word order (measure leads subject)
iran_mining_capacity_growth_since_2002,keep,,,
iran_processed_tea_output_pahlavi_era,keep,,,
iran_processed_sugar_output_pahlavi_era,keep,,,
iran_textile_cloth_output_by_fiber_1954_1959,keep,,,
iran_cigarette_production_1954_1959,keep,,,
iran_misc_light_manufacturing_output_1954_1959,keep,,,
iran_industry_import_dependence_1970,retitle,سهم نهاده‌های وارداتی در ارزش فروش صنعت، به تفکیک محصول,,"dash suffix: dropped redundant lead phrase, kept the precise measure (izafe order)"
iran_isfahan_steel_mill_idro_capital_goods_narrative_1972,keep,,,
iran_gasoline_consumption_1955_1972,keep,,,
iran_railways_income_expense_1953_1961,retitle,حساب درآمد و هزینه راه‌آهن دولتی ایران,,dash suffix: reworded to natural izafe word order (measure leads subject)
iran_vehicle_registration_by_type_1955_1972,keep,,,
iran_automotive_national_vehicle_production_1970_2018,keep,,,
iran_textile_sector_capacity_employment_1923_2002,keep,,,
iran_insurance__market_earned_premium_incurred_loss_1379_1391,keep,,,
iran_insurance__market_direct_premium_1379_1384,keep,,,
iran_insurance__premium_loss_by_class_1383_1389,keep,,,
iran_insurance__sales_network_1382_1391,keep,,,
iran_insurance__companies_by_ownership_1385_1391,keep,,,
iran_insurance__bmi_own_financial_highlights_1386_1391,keep,,,
iran_provincial__gdp_per_capita_excl_oil_1393_1397,keep,,,
iran_provincial__government_budget_execution_1397_1401,keep,,,
iran_provincial__financial_markets_insurance_1397_1401,keep,,,
iran_provincial__industry_workshops_1396_1400,keep,,,
iran_provincial__mining_production_value_1397_1401,keep,,,
iran_provincial__foreign_investment_1398_1400,keep,,,
iran_energy__national_balance_1386_1394,keep,,,
iran_energy__natural_gas_consumption_1370_1385,keep,,,
iran_energy__oil_products_imports_1370_1385,keep,,,
iran_energy__npc_petrochemical_production_1375_1385,keep,,,
iran_pmi__whole_economy_fy1403,keep,,,
iran_pmi__sectoral_fy1403,keep,,,
iran_bizenv__national_index_1398_1404,keep,,,
iran_mimt__daily_bulletin_panel_1399,keep,,,
iran_unido_cip__iran_subindicators_2010_2014,keep,,,
iran_unido_cip__regional_comparison_2010_2014,keep,,,
iran_imidro__production_performance_2011_2015,keep,,,
iran_imidro__sales_export_by_group_2011_2015,keep,,,
iran_ports__thc_container_handling_2024,keep,,,
iran_ports__ship_port_dues_2024,keep,,,
iran_ports__container_storage_charges_2024,keep,,,
iranplanbudgetorg__five_year_plan_gdp_growth_targets,keep,,,
iranplanbudgetorg__five_year_plan_sectoral_growth_targets,keep,,,
iranplanbudgetorg__five_year_plan_investment_ceilings,keep,,,
iran_sci1399__labor_force_indicators_1380_1399,keep,,,
iran_sci1399__government_budget_summary_1385_1400,keep,,,
iran_sci1399__cpi_by_coicop_group_1390_1399,keep,,,
iran_sci1399__gdp_value_added_by_sector_1390_1397,keep,,,
iran_sci1399__gdp_by_expenditure_component_1390_1397,keep,,,
iran_census1996__admin_units_by_province,keep,,,
iran_census1996__population_by_sex_residence,keep,,,
iran_census1996__population_by_age_group,keep,,,
iran_census1996__literacy_by_age_group,keep,,,
iran_census1996__school_enrollment_by_age_group,keep,,,
iran_census1996__activity_status_by_residence_sex,keep,,,
iran_unctad_maritime__facts_snapshot_2024,keep,,,
iran_unctad_maritime__merchandise_trade_2005_2024,keep,,,
iran_unctad_maritime__transport_services_trade_2005_2024,keep,,,
iran_unctad_maritime__national_fleet_by_type_2005_2024,keep,,,
iran_opec__facts_snapshot_2024,keep,,,
iran_opec__macro_aggregates_2020_2024,keep,,,
iran_opec__natural_gas_2020_2024,keep,,,
iran_opec__heavy_crude_spot_price_2020_2024,keep,,,
iran_giews__cereal_import_requirements_2010_2027,keep,,,
iran_giews__wheat_guaranteed_purchase_price_2013_2026,keep,,,
ussr_russia_cia_gnp_by_sector_1950_1987,keep,,,
ussr_russia_cia_gnp_by_end_use_1950_1987,retitle,تولید ناخالص ملی شوروی به تفکیک مصرف نهایی، شامل مصرف، سرمایه‌گذاری و دولت (برآورد CIA، به روبل 1982),,dash suffix: reworded to natural izafe word order (measure leads subject)
ussr_russia_cia_consumption_population_1950_1987,keep,,,
ussr_russia_cia_gnp_growth_defense_narrative,retitle,گاه‌شمار ارزیابی CIA از رشد تولید ناخالص ملی شوروی و بار هزینه‌های دفاعی,,dash suffix: reworded to natural izafe word order (measure leads subject)
ussr_us_gnp_pct_comparison_1960_1983,keep,,,
ussr_us_gnp_ruble_valuation_1960_1981,keep,,,
ussr_us_defense_spending_ruble_valuation_1960_1981,keep,,,
ussr_russia_narkhoz_national_economy_index_1913_1989,keep,,,
ussr_russia_narkhoz_population_1913_1956,keep,,,
ussr_russia_narkhoz_grain_harvest_index_1950_1956,keep,,,
ussr_russia_narkhoz_livestock_products_index_1950_1956,keep,,,
ussr_russia_narkhoz_livestock_headcount_1916_1956,retitle,تعداد رأس دام شوروی، شامل گاو، خوک، گوسفند و بز (آمار رسمی شوروی),,dash suffix: reworded to natural izafe word order (measure leads subject)
ussr_russia_narkhoz_1932_five_year_plan_farm_machinery,keep,,,
ussr_russia_imperial_population_by_region_1858_1910,keep,,,
ussr_russia_imperial_international_population_comparison,keep,,,
ussr_russia_imperial_population_density_comparison,keep,,,
ussr_russia_imperial_foreign_trade_1897_1908,keep,,,
fx__official_vs_parallel_gap_irn,retitle,نرخ ارز رسمی ایران در برابر بازار موازی (سیاه) دلار و شکاف میان آن‌ها,,dash suffix: reworded to natural izafe word order (measure leads subject)
iran_aviation__events_fleet_workforce_1952_1988,keep,,,
iran_data_portal__employment_by_sector_1956_2011,keep,,,
iran_data_portal__employment_by_gender_1966_2011,keep,,,
iran_data_portal__housing_units_by_household_size_1966_2006,keep,,,
iran_concessions__darcy_oil_1901_terms,retitle,شرایط قرارداد امتیازنامه نفت دارسی 1901,,dash suffix: reworded to natural izafe word order (measure leads subject)
iran_concessions__automotive_joint_ventures_1956_1979,keep,,,
iran_media__cinema_theaters_attendance_1932_1986,keep,,,
iran_media__film_production_industry_1941_1982,keep,,,
iran_media__press_periodicals_1898_1988,keep,,,
iran_telecom__postal_service_1913_1989,keep,,,
iran_telecom__telegraph_offices_1914_1989,keep,,,
iran_telecom__radio_tv_ownership_1940_1989,keep,,,
white_revolution__literacy_corps_program_totals_1963_1979,retitle,مجموع تجمعی برنامه سپاه دانش (1963-1979),,dash suffix: reworded to natural izafe word order (measure leads subject)
white_revolution__extension_corps_stats_1964_1965,retitle,ساختار خدمات و میزان کاربرد کود شیمیایی سپاه ترویج و آبادانی,,dash suffix: reworded to natural izafe word order (measure leads subject)
white_revolution__corps_stats_bundle_1963_1978,keep,,,
wb_poverty__iran_poverty_rate_by_region_2011_2020,keep,,,
specialty_goods__tobacco_monopoly_1890_1995,keep,,,
specialty_goods__tobacco_post_privatization_2018,keep,,,
specialty_goods__carpet_export_value_1960_2024,keep,,,
specialty_goods__caviar_shilat_production_2013_2024,keep,,,
specialty_goods__caviar_sturgeon_aquaculture_2010_2018,keep,,,
specialty_goods__trans_iranian_railway_financing_1938_39,keep,,,
frus__1951_54_foreign_aid_exim_loan_negotiations,keep,,,
frus__1951_54_oil_production_trade_abadan_crisis,keep,,,
frus__1951_54_misc_smaller_categories,keep,,,
frus__1973_76_arms_deals_cost_escalation,keep,,,
frus__1973_76_oil_price_shock_production_revenue,keep,,,
frus__1973_76_government_finance_oil_dependence,keep,,,
frus__1973_76_outbound_foreign_aid,keep,,,
frus__1973_76_western_oil_import_cost_impact,keep,,,
frus__1973_76_foreign_investment_deal_pipeline,keep,,,
frus__1973_76_trade_targets_historical_comparison,keep,,,
frus__1973_76_gnp_targets_comparator_growth,keep,,,
frus__1973_76_inflation_and_import_prices,keep,,,
frus__1973_76_demographics_population,keep,,,
frus__1973_76_misc_smaller_categories,keep,,,
cia_econ__shah_economy_overview_1974,keep,,,
cia_econ__iran_iraq_economic_balance_1986,keep,,,
cia_econ__war_weary_demographic_macro_comparison_1988,keep,,,
cia_econ__war_weary_external_sector_comparison_1988,keep,,,
cia_econ__war_weary_military_infra_govt_finance_1988,keep,,,
cia_econ__gloomy_prospects_current_account_scenarios_1987,keep,,,
cia_econ__gloomy_prospects_trade_oil_1987,keep,,,
cia_econ__gloomy_prospects_iraq_debt_rescheduling_1987,keep,,,
cia_econ__gloomy_prospects_misc_1987,keep,,,
nis33__land_use_irrigation_demographics,keep,,,
nis33__crop_livestock_production_opium,keep,,,
nis33__oil_production_export_destination,keep,,,
nis33__manufactured_goods_output,keep,,,
nis33__trade_by_commodity_and_partner,keep,,,
nis33__external_debt_investment_fx,keep,,,
nis33__macro_national_accounts,keep,,,
usaid_pt4__ford_foundation_harvard_advisory_group,keep,,,
usaid_pt4__motheral_report_land_reform,keep,,,
imf_a4__oil_production_trade_2015_2018,keep,,,
imf_a4__foreign_exchange_2015_2018,keep,,,
