chart_id,verdict,merge_into,proposed_title,proposed_category,reason
wdi__NY.GDP.COAL.RT,keep,,,,
wdi__EN.GHG.N2O.TR.MT.CE,keep,,,,
wdi__NY.ADJ.DPEM.GN,keep,,,,
wdi__TX.UVI.MRCH.XD,keep,,,,
wdi__SH.ALC.PCAP.FE,keep,,,,
wdi__NY.ADJ.SVNG,keep,,,,
wdi__SE.SEC.CMPT.LO.MA,keep,,,,
wdi__DT.NFL.UNCF,merge_into,proposed__net-official-flows-un-agencies,Net official flows from UN agencies,Aid & Development Finance,"Fragment of 'Net official flows from UN agencies' - the exact pattern named in the triage brief (UN agencies, FAO); sibling DT.NFL rows exist for FAO, WHO, UNDP, UNICEF, UNHCR, WFP, IAEA, ILO, UNIDO, UNFPA, UNAIDS, WTO-ITC, CERF, UNTA. No canonical parent chart exists yet; also miscategorized under External Debt (these are aid/technical-assistance flows, not debt)."
wdi__FM.AST.PRVT.GD,keep,,,,
wdi__SL.TLF.INTM.MA,keep,,,,
wdi__per_allsp.ben_q1_tot,keep,,,,
wdi__TM.TAX.MANF.WM.FN,keep,,,,
wdi__SL.UEM.1524.FE,keep,,,,
wdi__TX.VAL.MRCH.XD,keep,,,,
wdi__AG.PRD.LVSK,keep,,,,
wdi__SP.POP.4549.MA,merge_into,proposed__population-by-age-group-sex,Population by age group and sex (5-year bands),Demographics & Population,"Tiny slice of the population age pyramid; sibling 5-year age-band x sex rows exist for every band (0-4 through 80+, male and female) with no single WDI chart_id bundling the pyramid (confirmed via wdi__SP.POP's own notes). Fold into one 'population by age and sex' chart with age band as variant, per the UN-agencies-FAO fragment precedent."
wdi__NY.GDP.NGAS.RT,keep,,,,
wdi__IC.BUS,keep,,,,
wdi__SH.TBS.CURE,keep,,,,
wdi__NE.CON.PRVT,keep,,,,
wdi__SE.SEC.UNER.LO,keep,,,,
wdi__NY.ADJ.DNGY.GN,keep,,,,
wdi__SL.EMP.WORK.FE,keep,,,,
wdi__SL.EMP.TOTL.SP.FE.NE,merge_into,wdi__SL.EMP.TOTL.SP.FE,,,Duplicate measure: national-estimate vintage of female employment-to-population ratio; spot-checked data.csv shows sparser/discontinuous Iran coverage than the modeled-ILO-estimate series - fold in as an alt-source vintage per the cross-slice-duplicate rule.
wdi__SH.H2O.SMDW.RU,keep,,,,
wdi__SP.POP.6569.MA,merge_into,proposed__population-by-age-group-sex,Population by age group and sex (5-year bands),Demographics & Population,"Tiny slice of the population age pyramid; sibling 5-year age-band x sex rows exist for every band (0-4 through 80+, male and female) with no single WDI chart_id bundling the pyramid (confirmed via wdi__SP.POP's own notes). Fold into one 'population by age and sex' chart with age band as variant, per the UN-agencies-FAO fragment precedent."
wdi__GOV_WGI_VA,keep,,,,
wdi__DT.ODA.ODAT,keep,,,,
wdi__SL.EMP.TOTL.SP.FE,keep,,,,
wdi__SI.DST.02ND,keep,,,,
wdi__SH.DTH.NCOM,keep,,,,
wdi__SH_UHC,keep,,,,
wdi__DT.NFL.MLAT,merge_into,proposed__external-debt-net-flows-by-creditor-type,"Net financial flows on external debt, by creditor type",External Debt,"Fragment of external-debt net financial flows broken out by creditor/instrument type; sibling DT.NFL rows exist for every creditor category (bilateral, multilateral, IMF concessional/nonconcessional, IBRD, PPG private/official/commercial-bank creditors, PNG, others). No single chart bundles this breakdown; fold into one parent with creditor type as variant."
wdi__EG.CFT.ACCS.RU,keep,,,,
wdi__EN.GHG.CH4.PI.MT.CE,keep,,,,
wdi__SL.UEM.TOTL,keep,,,,
wdi__SE.XPD.TERT.PC,keep,,,,
wdi__SE.SEC.ENRR,keep,,,,
wdi__DC.DAC.AUTL,merge_into,wdi__DC.DAC.TOTL,,,"Donor-country fragment of bilateral aid flows; sibling DAC-donor rows exist for every donor (France, Norway, Japan, Ireland, Austria, Korea, New Zealand, Czechia, Australia, Luxembourg, EU institutions, Slovak Republic, Poland, etc.) - matches the 'UN agencies, FAO' fragment pattern in the brief; fold into the Total chart with donor as a variant."
wdi__DC.DAC.KORL,merge_into,wdi__DC.DAC.TOTL,,,"Donor-country fragment of bilateral aid flows; sibling DAC-donor rows exist for every donor (France, Norway, Japan, Ireland, Austria, Korea, New Zealand, Czechia, Australia, Luxembourg, EU institutions, Slovak Republic, Poland, etc.) - matches the 'UN agencies, FAO' fragment pattern in the brief; fold into the Total chart with donor as a variant."
wdi__AG.SRF.TOTL,keep,,,,
wdi__SE.XPD.PRIM.PC,keep,,,,
wdi__FP.CPI,keep,,,,
wdi__SE.XPD.CSEC,keep,,,,
wdi__ST.INT.XPND,keep,,,,
wdi__TM.VAL.MRCH.OR,keep,,,,
wdi__EN.GHG.CH4.IC.MT.CE,keep,,,,
wdi__DC.DAC.NZLL,merge_into,wdi__DC.DAC.TOTL,,,"Donor-country fragment of bilateral aid flows; sibling DAC-donor rows exist for every donor (France, Norway, Japan, Ireland, Austria, Korea, New Zealand, Czechia, Australia, Luxembourg, EU institutions, Slovak Republic, Poland, etc.) - matches the 'UN agencies, FAO' fragment pattern in the brief; fold into the Total chart with donor as a variant."
wdi__NY.GDY.TOTL,keep,,,,
wdi__BN.CAB.XOKA.GD,keep,,,,
wdi__NE.IMP.GNFS.KD,keep,,,,
wdi__SE.ENR.TERT.FM,keep,,,,
wdi__SL.UEM.INTM,keep,,,,
wdi__SP.POP.0014.TO,keep,,,,
wdi__NE.CON.TOTL.KD,keep,,,,
wdi__SL.UEM.1524,keep,,,,
wdi__NY.GDP.TOTL.RT,keep,,,,
wdi__EN.GHG.CH4.TR.MT.CE,keep,,,,
wdi__SH.SGR.CRSK,keep,,,,
wdi__SH.XPD.GHED.GD,keep,,,,
wdi__per_sa_allsa.cov_q3_tot,keep,,,,
wdi__AG.PRD.CREL,keep,,,,
wdi__SP.DYN.TO65.FE,keep,,,,
wdi__DT.DOD.DIMF,keep,,,,
wdi__LP.LPI.LOGS,keep,,,,
wdi__CM.MKT,keep,,,,
wdi__SP.REG.DTHS,keep,,,,
wdi__TM.VAL.MRCH.AL,keep,,,,
wdi__SP.POP,keep,,,,
wdi__CM.MKT.LCAP,keep,,,,
wdi__ST.INT.XPND.MP,keep,,,,
wdi__SE.ADT.LITR,keep,,,,
wdi__EN.URB.MCTY.TL,keep,,,,
wdi__SL.UEM.INTM.MA,keep,,,,
wdi__ER.MRN.PTMR,keep,,,,
wdi__SN.ITK.SVFI,keep,,,,
wdi__SH.STA.SUIC.MA,keep,,,,
wdi__EG.ELC.PETR,keep,,,,
wdi__SH.XPD.PVTD.PP,keep,,,,
wdi__SE.PRE.TCAQ,keep,,,,
wdi__SL.TLF.INTM,keep,,,,
wdi__SL.EMP.TOTL.SP.MA,keep,,,,
wdi__PA.NUS,keep,,,,
wdi__NY.GNP.MKTP.KD,keep,,,,
wdi__SE.PRM.CMPT.FE,keep,,,,
wdi__SH.STA,keep,,,,
wdi__EN.POP.EL5M.RU,keep,,,,
wdi__SH.STA.SUIC,keep,,,,
wdi__SE.PRM.PRSL.FE,keep,,,,
wdi__DC.DAC.CZEL,merge_into,wdi__DC.DAC.TOTL,,,"Donor-country fragment of bilateral aid flows; sibling DAC-donor rows exist for every donor (France, Norway, Japan, Ireland, Austria, Korea, New Zealand, Czechia, Australia, Luxembourg, EU institutions, Slovak Republic, Poland, etc.) - matches the 'UN agencies, FAO' fragment pattern in the brief; fold into the Total chart with donor as a variant."
wdi__SP.URB,keep,,,,
wdi__EG.IMP.CONS,keep,,,,
wdi__NY.GDP.PCAP.KD,keep,,,,
wdi__SP.POP.3034.MA,merge_into,proposed__population-by-age-group-sex,Population by age group and sex (5-year bands),Demographics & Population,"Tiny slice of the population age pyramid; sibling 5-year age-band x sex rows exist for every band (0-4 through 80+, male and female) with no single WDI chart_id bundling the pyramid (confirmed via wdi__SP.POP's own notes). Fold into one 'population by age and sex' chart with age band as variant, per the UN-agencies-FAO fragment precedent."
wdi__EN.ATM.PM25.MC.T1,keep,,,,
wdi__EN.GHG.CO2.BU.MT.CE,keep,,,,
wdi__GC.AST.TOTL,keep,,,,
wdi__ST.INT.RCPT,keep,,,,
wdi__SE.PRM.NENR,keep,,,,
wdi__EN.GHG.CH4.IP.MT.CE,keep,,,,
wdi__BM.GSR.NFSV,keep,,,,
wdi__TX.VAL.INSF.ZS,keep,,,,
wdi__AG.LND.EL5M.UR,keep,,,,
wdi__SE.SEC.TCAQ.LO.MA,keep,,,,
wdi__SL.UEM.TOTL.FE,keep,,,,
wdi__SL.TLF.ACTI,keep,,,,
wdi__AG.LND.CROP,keep,,,,
wdi__SP.POP.1519.FE,merge_into,proposed__population-by-age-group-sex,Population by age group and sex (5-year bands),Demographics & Population,"Tiny slice of the population age pyramid; sibling 5-year age-band x sex rows exist for every band (0-4 through 80+, male and female) with no single WDI chart_id bundling the pyramid (confirmed via wdi__SP.POP's own notes). Fold into one 'population by age and sex' chart with age band as variant, per the UN-agencies-FAO fragment precedent."
wdi__GC.XPN.INTP,keep,,,,
wdi__IC.BUS.NDNS,keep,,,,
wdi__per_allsp.cov_pop_tot,keep,,,,
wdi__SP.POP.6569.FE,merge_into,proposed__population-by-age-group-sex,Population by age group and sex (5-year bands),Demographics & Population,"Tiny slice of the population age pyramid; sibling 5-year age-band x sex rows exist for every band (0-4 through 80+, male and female) with no single WDI chart_id bundling the pyramid (confirmed via wdi__SP.POP's own notes). Fold into one 'population by age and sex' chart with age band as variant, per the UN-agencies-FAO fragment precedent."
wdi__DT.NFL.UNDP,merge_into,proposed__net-official-flows-un-agencies,Net official flows from UN agencies,Aid & Development Finance,"Fragment of 'Net official flows from UN agencies' - the exact pattern named in the triage brief (UN agencies, FAO); sibling DT.NFL rows exist for FAO, WHO, UNDP, UNICEF, UNHCR, WFP, IAEA, ILO, UNIDO, UNFPA, UNAIDS, WTO-ITC, CERF, UNTA. No canonical parent chart exists yet; also miscategorized under External Debt (these are aid/technical-assistance flows, not debt)."
wdi__NY.ADJ.DCO2.GN,keep,,,,
wdi__DT.NFL.SPRP,merge_into,proposed__net-official-flows-un-agencies,Net official flows from UN agencies,Aid & Development Finance,"Fragment of 'Net official flows from UN agencies' - the exact pattern named in the triage brief (UN agencies, FAO); sibling DT.NFL rows exist for FAO, WHO, UNDP, UNICEF, UNHCR, WFP, IAEA, ILO, UNIDO, UNFPA, UNAIDS, WTO-ITC, CERF, UNTA. No canonical parent chart exists yet; also miscategorized under External Debt (these are aid/technical-assistance flows, not debt)."
wdi__NV.AGR.TOTL.KD,keep,,,,
wdi__EN.GHG.CO2.MT.CE,keep,,,,
wdi__AG.LND.TOTL,keep,,,,
wdi__SL.TLF.BASC,keep,,,,
wdi__NY.ADJ.DKAP.GN,keep,,,,
wdi__NY.ADJ.SVNG.GN,keep,,,,
wdi__EN.GHG.FGAS.IP.MT.CE,keep,,,,
wdi__SH_UHC_SCI,keep,,,,
wdi__SP.ADO,keep,,,,
wdi__NY.GNP.MKTP,keep,,,,
wdi__SE.SEC.CUAT.UP,keep,,,,
wdi__SE.SEC.TCAQ,keep,,,,
wdi__EG.CFT.ACCS.UR,keep,,,,
wdi__SL.UEM.NEET.FE.ME,merge_into,wdi__SL.UEM.NEET,,,Double fragment: sex-disaggregated (female) AND modeled-ILO-vintage of youth NEET share; canonical total chart wdi__SL.UEM.NEET already exists alongside male/female x modeled/non-modeled siblings - fold into the root chart as a variant.
wdi__SP.POP.65UP.MA,keep,,,,
wdi__NV.MNF.TXTL.ZS,keep,,,,
wdi__SL.TLF.CACT.MA.NE,merge_into,wdi__SL.TLF.CACT.MA,,,Duplicate measure: national-estimate vintage of male labor force participation rate; spot-checked data.csv shows sparser/discontinuous Iran coverage than the modeled-ILO-estimate series - fold in as an alt-source vintage per the cross-slice-duplicate rule.
wdi__SH.TBS,keep,,,,
wdi__SH.MED.BEDS,keep,,,,
wdi__IT.NET.USER,keep,,,,
wdi__GC.TAX.GSRV,keep,,,,
wdi__SH.XPD.OOPC.CH,keep,,,,
wdi__NY.GDP.DISC,keep,,,,
wdi__GOV_WGI_PV,keep,,,,
wdi__EN.GHG.CO2.RT.GDP,keep,,,,
wdi__TX.VAL.TECH.MF,keep,,,,
wdi__SH.MED.SAOP,keep,,,,
wdi__SH.STA.AIRP,keep,,,,
wdi__SH.STA.BFED,keep,,,,
wdi__DC.DAC.AUSL,merge_into,wdi__DC.DAC.TOTL,,,"Donor-country fragment of bilateral aid flows; sibling DAC-donor rows exist for every donor (France, Norway, Japan, Ireland, Austria, Korea, New Zealand, Czechia, Australia, Luxembourg, EU institutions, Slovak Republic, Poland, etc.) - matches the 'UN agencies, FAO' fragment pattern in the brief; fold into the Total chart with donor as a variant."
wdi__IS.SHP.GCNW,keep,,,,
wdi__DT.DOD.DSTC,keep,,,,
wdi__TM.VAL.MANF.ZS,keep,,,,
wdi__NY.GSR.NFCY,keep,,,,
wdi__DT.TDS.MLAT,keep,,,,
wdi__NY.GNP.MKTP.PP,keep,,,,
wdi__SE.PRE.ENRL.TC,keep,,,,
wdi__SL.IND.EMPL,keep,,,,
wdi__SH.TBS.DTEC,keep,,,,
wdi__FP.WPI,keep,,,,
wdi__SH.STA.SUIC.FE,keep,,,,
wdi__LP.EXP.DURS,keep,,,,
wdi__FB.CBK.BRCH,keep,,,,
wdi__SP.POP.TOTL.MA,keep,,,,
wdi__EG.USE.COMM.GD.PP,keep,,,,
wdi__FX.OWN.TOTL.60,merge_into,wdi__FX.OWN.TOTL,,Financial Sector (Banking Access),"Demographic-segment fragment of the Findex account-ownership headline question; wdi__FX.OWN.TOTL is the existing base chart and sibling segment rows (male, female, young/older adults, education level, income quintiles) exist elsewhere in the registry. Also miscategorized under Exchange Rates - this is financial inclusion/banking access, not FX."
wdi__SE.SEC.UNER.LO.MA,keep,,,,
wdi__FM.AST.PRVT.ZG,keep,,,,
wdi__NY.GDP.DEFL.ZS,keep,,,,
wdi__EG.ELC.COAL,keep,,,,
wdi__SP.POP.65UP.TO,keep,,,,
wdi__SE.SEC.CUAT.LO,keep,,,,
wdi__SH.DTH.COMM,keep,,,,
wdi__SH.STA.BRTC,keep,,,,
wdi__VC.IHR.PSRC,keep,,,,
wdi__SP.POP.0509.MA,merge_into,proposed__population-by-age-group-sex,Population by age group and sex (5-year bands),Demographics & Population,"Tiny slice of the population age pyramid; sibling 5-year age-band x sex rows exist for every band (0-4 through 80+, male and female) with no single WDI chart_id bundling the pyramid (confirmed via wdi__SP.POP's own notes). Fold into one 'population by age and sex' chart with age band as variant, per the UN-agencies-FAO fragment precedent."
wdi__SE.SEC.ENRL.LO.TC,keep,,,,
wdi__TX.VAL.ICTG.ZS,keep,,,,
wdi__SE.TER.CUAT.DO,keep,,,,
wdi__LP.IMP.DURS,keep,,,,
wdi__SP.POP.5054.FE,merge_into,proposed__population-by-age-group-sex,Population by age group and sex (5-year bands),Demographics & Population,"Tiny slice of the population age pyramid; sibling 5-year age-band x sex rows exist for every band (0-4 through 80+, male and female) with no single WDI chart_id bundling the pyramid (confirmed via wdi__SP.POP's own notes). Fold into one 'population by age and sex' chart with age band as variant, per the UN-agencies-FAO fragment precedent."
wdi__DT.DOD.DPPG,keep,,,,
wdi__DT.NFL.UNTA,merge_into,proposed__net-official-flows-un-agencies,Net official flows from UN agencies,Aid & Development Finance,"Fragment of 'Net official flows from UN agencies' - the exact pattern named in the triage brief (UN agencies, FAO); sibling DT.NFL rows exist for FAO, WHO, UNDP, UNICEF, UNHCR, WFP, IAEA, ILO, UNIDO, UNFPA, UNAIDS, WTO-ITC, CERF, UNTA. No canonical parent chart exists yet; also miscategorized under External Debt (these are aid/technical-assistance flows, not debt)."
wdi__SE.SEC.TCAQ.UP,keep,,,,
wdi__DT.ODA.ALLD,keep,,,,
wdi__SL.SRV.EMPL,keep,,,,
wdi__EN.FSH.THRD,keep,,,,
wdi__SE.PRM.REPT.FE,keep,,,,
wdi__DC.DAC.LUXL,merge_into,wdi__DC.DAC.TOTL,,,"Donor-country fragment of bilateral aid flows; sibling DAC-donor rows exist for every donor (France, Norway, Japan, Ireland, Austria, Korea, New Zealand, Czechia, Australia, Luxembourg, EU institutions, Slovak Republic, Poland, etc.) - matches the 'UN agencies, FAO' fragment pattern in the brief; fold into the Total chart with donor as a variant."
wdi__NY.ADJ.ICTR.GN,keep,,,,
wdi__EG.EGY.PRIM.PP,keep,,,,
wdi__SE.XPD.TOTL.GD,keep,,,,
wdi__DT.NFL.BLAT,merge_into,proposed__external-debt-net-flows-by-creditor-type,"Net financial flows on external debt, by creditor type",External Debt,"Fragment of external-debt net financial flows broken out by creditor/instrument type; sibling DT.NFL rows exist for every creditor category (bilateral, multilateral, IMF concessional/nonconcessional, IBRD, PPG private/official/commercial-bank creditors, PNG, others). No single chart bundles this breakdown; fold into one parent with creditor type as variant."
wdi__EG.GDP.PUSE.KO,keep,,,,
wdi__NE.GDI.FTOT.KD,keep,,,,
wdi__SP.DYN.IMRT.MA,merge_into,wdi__SP.DYN.IMRT,,,Male breakdown of infant mortality rate; base chart wdi__SP.DYN.IMRT (total) and a female sibling already exist - fold in as a sex variant.
wdi__SH.STA.AIRP.FE,keep,,,,
wdi__NV.IND.MANF.KD,keep,,,,
wdi__per_allsp.adq_pop_tot,keep,,,,
wdi__SP.POP.7074.FE,merge_into,proposed__population-by-age-group-sex,Population by age group and sex (5-year bands),Demographics & Population,"Tiny slice of the population age pyramid; sibling 5-year age-band x sex rows exist for every band (0-4 through 80+, male and female) with no single WDI chart_id bundling the pyramid (confirmed via wdi__SP.POP's own notes). Fold into one 'population by age and sex' chart with age band as variant, per the UN-agencies-FAO fragment precedent."
wdi__FI.RES.TOTL.DT,retitle,,,Financial Sector (Reserves),"Miscategorized under 'Financial Sector (Interest Rates)' - this is a reserves-to-debt ratio, not an interest rate; sibling FI.RES.* reserves rows outside this slice share the same mis-tag (flagged here only, not fixed for those)."
wdi__SL.UEM.ADVN.MA,keep,,,,
wdi__EN.GHG.CO2.ZG,keep,,,,
wdi__SE.PRE,keep,,,,
wdi__SP.POP.2529.FE,merge_into,proposed__population-by-age-group-sex,Population by age group and sex (5-year bands),Demographics & Population,"Tiny slice of the population age pyramid; sibling 5-year age-band x sex rows exist for every band (0-4 through 80+, male and female) with no single WDI chart_id bundling the pyramid (confirmed via wdi__SP.POP's own notes). Fold into one 'population by age and sex' chart with age band as variant, per the UN-agencies-FAO fragment precedent."
wdi__EN.GHG.TOT.ZG,keep,,,,
wdi__BG.GSR.NFSV.GD,keep,,,,
wdi__SE.LPV,keep,,,,
wdi__GC.TAX.OTHR.RV,keep,,,,
wdi__TX.VAL.MRCH.OR,keep,,,,
wdi__SL.TLF.BASC.MA,keep,,,,
wdi__LP.LPI.TRAC,keep,,,,
wdi__SH.XPD.GHED.GE,keep,,,,
wdi__NE.GDI.TOTL.KD,keep,,,,
wdi__VC.BTL,keep,,,,
wdi__EN.GHG.N2O.IC.MT.CE,keep,,,,
wdi__GC.TAX.GSRV.RV,keep,,,,
wdi__FM.AST.CGOV.ZG,keep,,,,
wdi__AG.LND.EL5M,keep,,,,
wdi__SP.POP.7074.MA,merge_into,proposed__population-by-age-group-sex,Population by age group and sex (5-year bands),Demographics & Population,"Tiny slice of the population age pyramid; sibling 5-year age-band x sex rows exist for every band (0-4 through 80+, male and female) with no single WDI chart_id bundling the pyramid (confirmed via wdi__SP.POP's own notes). Fold into one 'population by age and sex' chart with age band as variant, per the UN-agencies-FAO fragment precedent."
wdi__EG.ELC.LOSS,keep,,,,
wdi__SH.STA.STNT,merge_into,wdi__SH.STA.STNT.ME,,,Duplicate measure: raw/survey-year vintage of child stunting prevalence; Iran data.csv shows only 5 sparse years vs 25 continuous years for the modeled-estimate series - fold in as alt-source vintage.
wdi__TX.VAL.MRCH.R1,keep,,,,
wdi__BN.FIN.TOTL,keep,,,,
wdi__SH.STA.ODFC.RU,keep,,,,
wdi__SE.PRM.CUAT.FE,keep,,,,
wdi__SP.POP.4549.FE,merge_into,proposed__population-by-age-group-sex,Population by age group and sex (5-year bands),Demographics & Population,"Tiny slice of the population age pyramid; sibling 5-year age-band x sex rows exist for every band (0-4 through 80+, male and female) with no single WDI chart_id bundling the pyramid (confirmed via wdi__SP.POP's own notes). Fold into one 'population by age and sex' chart with age band as variant, per the UN-agencies-FAO fragment precedent."
wdi__NV.IND.TOTL,keep,,,,
wdi__IE.PPI.ENGY,keep,,,,
wdi__DT.DOD.MIBR,keep,,,,
wdi__FM.LBL.BMNY.GD,keep,,,,
wdi__GC.XPN.COMP,keep,,,,
wdi__TX.QTY.MRCH.XD,keep,,,,
wdi__SE.SEC.TCHR,keep,,,,
wdi__TM.VAL.TRAN.ZS,keep,,,,
wdi__SL.UEM.BASC.MA,keep,,,,
wdi__NV.MNF.MTRN.ZS,keep,,,,
wdi__SL.EMP.SELF.FE,keep,,,,
wdi__EN.GHG.N2O.FE.MT.CE,keep,,,,
