chart_id,verdict,merge_into,proposed_title,proposed_category,reason
mining_comparator__usa_usgs_mineral_production,split,,Chromite | Copper | Iron Ore | Pig Iron | Crude Steel | Aluminum | Lead | Manganese Ore | Zinc | Barite | Gypsum | Salt | Sulfur | Coal | Coke | Cement (whichever commodities this country's USGS file actually covers),,"Bundles every USGS commodity for United States into one chart, deliberately built (per own notes) to match the commodity mix already used for Iran's own per-commodity charts in this project (iran_chromite_production_1961_1980, iran_copper_production_by_stage_1961_1980, iran_iron_ore_production_1961_1980, iran_pig_iron_production_1973_1980, iran_crude_steel_production_1973_1980, iran_aluminum_production_1973_1980, iran_lead_production_by_stage_1961_1980, iran_manganese_ore_production_1961_1980, iran_zinc_production_1961_1980, iran_barite_production_1961_1980, iran_gypsum_production_1968_1980, iran_salt_production_1961_1980, iran_sulfur_production_1961_1980, iran_coal_production_1961_1980, iran_coke_production_1961_1980, iran_cement_production_1954_1980); split by commodity so each becomes a comparator-country series folded into the matching Iran commodity chart, per the hero+comparator doctrine, instead of one country-wide multi-measure chart."
portugal_comparator__population_employment_1941_2020,split,,Population (Portugal) | Employment & Unemployment Rate (Portugal),,"Bundles Population (a Demographics measure) with Employment/Unemployment (a Labor measure) in one chart, crossing the same category boundary this project keeps separate everywhere else for Iran (Demographics & Population vs. Labor & Employment)."
portugal_comparator__investment_fbcf_1953_2020,retitle,,"Portugal, Gross Fixed Capital Formation by Asset Type (INE/BdP long series)",,Title used an em dash; house style requires commas instead of em dashes (no other content issue).
portugal_comparator__gdp_national_accounts_1953_2020,split,,"GDP, Level/Growth/Per Capita (Portugal) | GDP by Expenditure Component (Portugal)",,"Bundles headline GDP (level/growth/per-capita, one measure family) with National Expenditure components (consumption/GFCF/trade, the expenditure-approach breakdown); this project already treats 'GDP' and 'GDP by expenditure component' as separate chart concepts (see iran_sci1399__gdp_value_added_by_sector_1390_1397 vs iran_sci1399__gdp_by_expenditure_component_1390_1397 in this same slice)."
portugal_comparator__cpi_1948_2020,retitle,,"Portugal, Consumer Price Index, Level & Annual % Change (INE/BdP long series)",,Title used an em dash; house style requires commas instead of em dashes (no other content issue).
portugal_comparator__monetary_aggregates_1947_2020,retitle,,"Portugal, Monetary Aggregates (INE/BdP long series)",,Title used an em dash; house style requires commas instead of em dashes (no other content issue).
portugal_comparator__government_finance_debt_1947_2020,split,,Government Revenue & Expenditure (Portugal) | Government Public Debt (Portugal),,"Bundles fiscal flow (revenue/expenditure) with debt stock in one chart; this project keeps flow and stock as separate chart concepts for government finance (see weo__primary_balance vs weo__net_govt_debt in this same slice, rows 1562/1563)."
portugal_comparator__balance_of_payments_1948_2020,split,,Current Account Balance (Portugal) | Capital Account Balance (Portugal) | Financial Account Balance (Portugal),,"Bundles the three standard, distinct balance-of-payments components (current/capital/financial account) into one 'summary' chart; each is its own measure in standard BoP accounting."
portugal_comparator__central_bank_balance_sheet_1947_1976,retitle,,"Portugal, Banco de Portugal Central Bank Balance Sheet (Assets & Liabilities)",,Title used an em dash; house style requires commas instead of em dashes (no other content issue).
spain_comparator__gdp_long_run_1850_2000,retitle,,"Spain, Real & Nominal GDP, GDP per Capita, 1850-2000 (Carreras & Tafunell)",,Title used an em dash; house style requires commas instead of em dashes (no other content issue).
spain_comparator__price_indices_1800_2000,retitle,,"Spain, Price Indices & CPI, 1800-2000 (Carreras & Tafunell)",,Title used an em dash; house style requires commas instead of em dashes (no other content issue).
saudi_comparator__national_accounts_aggregates_2018_2024,retitle,,"Saudi Arabia, National Accounts Aggregates: GDP, GNI, National Income, Saving (GASTAT)",,Title used an em dash; house style requires commas instead of em dashes (no other content issue).
saudi_comparator__gdp_by_sector_and_investment_2018_2024,split,,GDP by Economic Activity/Sector (Saudi Arabia) | Gross Fixed Capital Formation by Asset Type (Saudi Arabia) | GNI Factor-Income Decomposition (Saudi Arabia),,"Bundles 4 distinct measures (GDP by ISIC sector, investment/GFCF by asset type, GNI factor-income breakdown, and a misc tourism/saving-rate bucket) in one chart; split by measure. The misc bucket (tourism GDP share, household saving rate) is too thin to be its own chart -- drop or fold as a footnote."
saudi_comparator__cpi_2024_2026,retitle,,"Saudi Arabia, Consumer Price Index, Annual & Monthly (GASTAT)",,Title used an em dash; house style requires commas instead of em dashes (no other content issue).
venezuela_comparator__ovf_macro_aggregates_2012_2024,split,,GDP (Venezuela) | CPI Inflation (Venezuela) | Fiscal Balance (Venezuela) | External Sector / Balance of Payments (Venezuela),,"Title itself enumerates 4 distinct measure domains (GDP, Inflation, Fiscal, External Sector) bundled in one chart; classic multi-measure grab-bag per doctrine."
venezuela_comparator__ovf_global_context_gdp_inflation_2021_2024,split,,"GDP Growth, IMF Projections, Global/Regional Context (Venezuela) | CPI Inflation, IMF Projections, Global/Regional Context (Venezuela)",,"GDP growth and CPI inflation are two different economic concepts (output vs. prices), not unit variants of one measure, bundled into a single 'macro context' chart."
iran_census__premodern_local_counts_1868_1884,keep,,,,
iran_census__fertility_family_planning_1956_1991,keep,,,,
iran_census__marriage_migration_patterns_1956_1991,keep,,,,
iran_census__nomadic_population_1900_1990s,keep,,,,
iran_census__wb_archives_reproduction_family_size_1966_1982,keep,,,,
iran_census__tehran_city_population_growth_1956_1972,keep,,,,
iran_census__urban_rural_household_indicators_2011,keep,,,,
iran_census__population_by_religion_2011,keep,,,,
iran_census__population_by_nationality_citizenship_2006_2016,keep,,,,
iran_census__housing_tenure_type_2006_2016,keep,,,,
iran_census__sex_ratio_by_province_2011,keep,,,,
iran_census__household_size_by_province_2011,keep,,,,
iran_census__household_development_by_residence_1976_2016,keep,,,,
iran_census__mean_median_age_by_residence_2006_2016,keep,,,,
iran_census__marital_status_2006_2016,keep,,,,
pahlavi_hh__expenditure_shares_by_category_1965_1971,keep,,,,
pahlavi_hh__expenditure_levels_rials_1965_1971,keep,,,,
pahlavi_hh__expenditure_distribution_by_bracket_1971,keep,,,,
pahlavi_hh__dairy_consumption_supply_1972_1977,keep,,,,
pahlavi_hh__food_demand_actual_projected_1972_1982,keep,,,,
pahlavi_hh__nonfood_consumption_index_1955_1958,keep,,,,
iran_disasters__significant_earthquakes_1956_2023,keep,,,,
iran_disasters__gold_price_divorce_rate_descriptive_stats_1980_2014,keep,,,,
iran_disasters__mean_age_at_first_marriage_1966_2006,keep,,,,
iran_disasters__registered_marriages_divorces_1991_2006,keep,,,,
iran_disasters__registered_births_by_sex_1991_2006,keep,,,,
iran_disasters__employed_by_occupation_gender_2005_2013,keep,,,,
iran_disasters__ssi_pensioners_amounts_paid_1991_2006,keep,,,,
iran_institutions__opec_quota_policy_history_1960_2025,keep,,,,
iran_institutions__wto_gatt_accession_timeline_1995_2026,keep,,,,
iran_institutions__imf_article_iv_consultation_history_2002_2025,keep,,,,
iran_fx__mazarei_1995_parallel_fx_market_1978_1990,needs_review,,,,"Not actually a time series -- only descriptive statistics (mean/min/max/std-dev/skew/kurtosis) of monthly parallel-FX-rate changes from one IMF working-paper table (own notes: 'AMBIGUOUS/flagged'). Doesn't fit the 'measure over time' chart model; recommend converting to a citation/footnote on iran_fx__usd_irr_parallel_rate_daily_2011_2026 or fx__official_vs_parallel_gap_irn rather than keeping as a standalone chart, but deferring the final call."
iran_fx__usd_irr_parallel_rate_daily_2011_2026,keep,,,,
iran_fx__gold_coin_bahar_azadi_price_daily_2013_2026,keep,,,,
iran_fx__gold_coin_emami_price_daily_2010_2026,keep,,,,
iran_migration__knomad_remittances_diaspora_2000_2023,split,,Iranian Diaspora Stock by Host Country (2021) | Remittance Outflows from Iran by Destination Country (2021),,"Bundles 3 sub-tables: aggregate remittance flows (duplicates wdi__BX.TRF.PWKR in concept), bilateral remittance outflows by destination, and diaspora population stock by host country. The aggregate-flow sub-table should merge as a cross-check line into wdi__BX.TRF.PWKR rather than staying in this chart; the other two are genuinely novel and become their own charts."
iran_trade__handicraft_export_institutional_history,split,,Non-Carpet Handicraft Export Value (1930s-2025),,"Bundles one real time series (export value) with several one-off institutional facts (registered-craftsmen count, UNESCO Creative Cities list, 1930s craft-preservation schools); keep the export-value series as its own chart, the institutional facts belong in a timeline overlay/citation, not a chart."
iran_trade__cites_caviar_quota_trade_timeline_1998_2006,merge_into,specialty_goods__caviar_shilat_production_2013_2024,,,Own README cross-reference: this extends the specialty-goods caviar export/quota series; fold 1998-2006 export and quota-volume figures in as earlier data points on the caviar production & export chart rather than a standalone CITES timeline chart.
fx_comparator__argentina_fx_retail_rate_daily,keep,,,,
fx_comparator__argentina_fx_wholesale_reference_rate_daily,keep,,,,
fx_comparator__argentina_international_reserves_daily,keep,,,,
fx_comparator__argentina_badlar_interest_rate_daily,keep,,,,
fx_comparator__argentina_monetary_policy_rate_daily,keep,,,,
fx_comparator__venezuela_parallel_fx_milestones_2003_2020,keep,,,,
pahlavi__bank_deposits_private_sector_1963_70,keep,,,,
pahlavi__banking_statistics_private_sector_1957_59,keep,,,,
pahlavi__century_indicators_world_rank_1900_2006,keep,,,,
pahlavi__fiscal_system_narrative_indicators_1921_79,keep,,,,
pahlavi__monetary_aggregates_movements_1963_73,keep,,,,
pahlavi__monetary_survey_1963_70,keep,,,,
pahlavi__money_quasi_money_changes_1965_71,keep,,,,
pahlavi__money_supply_changes_1957_59,keep,,,,
majlis__supplementary_budget_additions,keep,,,,
majlis__forex_budget_law_1364,keep,,,,
gfdd__gfdd_di_01,keep,,,,
gfdd__gfdd_di_04,keep,,,,
gfdd__gfdd_di_05,keep,,,,
gfdd__gfdd_di_06,keep,,,,
gfdd__gfdd_oi_02,keep,,,,
gfdd__gfdd_oi_07,keep,,,,
gfdd__gfdd_si_04,keep,,,,
banking_hist__nationalization_1979_events,delete,,,,"Event log (nationalization decree, 5-bank consolidation, etc.), no numeric measure -- events belong in the timeline overlay, not as charts."
banking_hist__private_bank_reentry_2000_2025,delete,,,,"Entity-level founding/licensing-date log, no numeric measure -- events belong in the timeline overlay, not as charts."
dams_of_iran_technical_economic_specs_1971,retitle,,"Major Reservoir Dams of Iran, Technical & Economic Specifications",,Title used an em dash; house style requires commas instead of em dashes (no other content issue).
diversion_dams_of_iran_specifications_1937_1967,retitle,,"Small-Scale Irrigation Diversion Dams of Iran, Specifications",,Title used an em dash; house style requires commas instead of em dashes (no other content issue).
iran_reservoir_water_control_forecast_by_zone,keep,,,,
dez_dam_project_economics_1960,retitle,,"Dez Multipurpose Project, Key Parameters & Cost Breakdown (World Bank Appraisal, 1960)",,Title used an em dash; house style requires commas instead of em dashes (no other content issue).
ghazvin_project_economics_appraisal_vs_actual_1967_1978,retitle,,"Ghazvin (Qazvin) Area Development Project, Appraisal vs. Audited Actual Outcomes",,Title used an em dash; house style requires commas instead of em dashes (no other content issue).
iran_chromite_production_1961_1980,keep,,,,
iran_copper_production_by_stage_1961_1980,retitle,,"Copper Production, Mine Output, Smelter Output & Refined",,Title used an em dash; house style requires commas instead of em dashes (no other content issue).
iran_iron_ore_production_1961_1980,keep,,,,
iran_pig_iron_production_1973_1980,keep,,,,
iran_crude_steel_production_1973_1980,keep,,,,
iran_aluminum_production_1973_1980,keep,,,,
iran_lead_production_by_stage_1961_1980,retitle,,"Lead Production, Mine Output & Smelter/Ingot Output",,Title used an em dash; house style requires commas instead of em dashes (no other content issue).
iran_manganese_ore_production_1961_1980,keep,,,,
iran_zinc_production_1961_1980,keep,,,,
iran_barite_production_1961_1980,keep,,,,
iran_gypsum_production_1968_1980,keep,,,,
iran_salt_production_1961_1980,keep,,,,
iran_sulfur_production_1961_1980,keep,,,,
iran_coal_production_1961_1980,keep,,,,
iran_coke_production_1961_1980,keep,,,,
iran_cement_production_1954_1980,keep,,,,
iran_sar_cheshmeh_copper_project_narrative_1965_2022,retitle,,"Sar Cheshmeh Copper Project, Development Narrative & Modern Production",,Title used an em dash; house style requires commas instead of em dashes (no other content issue).
iran_new_mineral_reserves_valuation_2014_2021,retitle,,"Newly Discovered Mineral Reserves, Valuation by Commodity",,Title used an em dash and named the source org (IMIDRO) in parens; house style forbids em dashes and source names in titles -- content itself (valuation by commodity) is fine as a single measure.
iran_mining_capacity_growth_since_2002,keep,,,,
iran_processed_tea_output_pahlavi_era,keep,,,,
iran_processed_sugar_output_pahlavi_era,keep,,,,
iran_textile_cloth_output_by_fiber_1954_1959,keep,,,,
iran_cigarette_production_1954_1959,keep,,,,
iran_misc_light_manufacturing_output_1954_1959,split,,Matches Production (1954-1959) | Soap Production (1954-1959) | Rubber Shoes Production (1954-1959) | Glass Production (1954-1959) | Soft Drinks Production (1954-1959),,chart_id literally says 'misc' -- 5 unrelated commodities bundled per brief's explicit _misc_ rule; thin (5-year single table) but each is its own measure.
iran_industry_import_dependence_1970,retitle,,"Industrial Import Dependence, Share of Imported Inputs in Sales Value, by Product",,Title used an em dash; house style requires commas instead of em dashes (no other content issue).
iran_isfahan_steel_mill_idro_capital_goods_narrative_1972,delete,,,,"Qualitative financing narrative, no numeric time series (own notes: 'not directly chartable'); belongs as documentary context/citation on iran_crude_steel_production_1973_1980 and iran_pig_iron_production_1973_1980, not a standalone chart."
iran_gasoline_consumption_1955_1972,keep,,,,
iran_railways_income_expense_1953_1961,retitle,,"Iranian State Railways, Income & Expense Account",,Title used an em dash; house style requires commas instead of em dashes (no other content issue).
iran_vehicle_registration_by_type_1955_1972,keep,,,,
iran_automotive_national_vehicle_production_1970_2018,keep,,,,
iran_textile_sector_capacity_employment_1923_2002,split,,"Textile Sector Capacity (Spindles, Looms & Factories) | Textile Sector Employment",,"Title enumerates 3 distinct measures (Capacity, Employment, Cotton Production); own notes flag the cloth-output angle as a separate existing chart (iran_textile_cloth_output_by_fiber_1954_1959) and cotton production likely overlaps FAOSTAT's Iran cotton series -- keep Capacity and Employment as the two novel, non-duplicate measures; drop/merge the cotton-production column into the FAOSTAT cotton chart."
iran_insurance__market_earned_premium_incurred_loss_1379_1391,keep,,,,
iran_insurance__market_direct_premium_1379_1384,keep,,,,
iran_insurance__premium_loss_by_class_1383_1389,keep,,,,
iran_insurance__sales_network_1382_1391,keep,,,,
