chart_id,verdict,merge_into,proposed_title,proposed_category,reason
faostat__Bananas__trade,retitle,,"Bananas, imports and exports (1000 tonnes)",,"Title uses an em dash; house style requires commas. Import quantity / export quantity / domestic supply quantity are same-unit (1000 t) trade-and-supply facets of one commodity measure, correctly kept as a single chart (unlike the crop production/area/yield jam in the 800-1199 shard, these share one unit and one flow concept) - retitled only, no structural change."
faostat__Barley and products__trade,retitle,,"Barley and products, imports and exports (1000 tonnes)",,"Title uses an em dash; house style requires commas. Import quantity / export quantity / domestic supply quantity are same-unit (1000 t) trade-and-supply facets of one commodity measure, correctly kept as a single chart (unlike the crop production/area/yield jam in the 800-1199 shard, these share one unit and one flow concept) - retitled only, no structural change."
faostat__Beans__trade,retitle,,"Beans, imports and exports (1000 tonnes)",,"Title uses an em dash; house style requires commas. Import quantity / export quantity / domestic supply quantity are same-unit (1000 t) trade-and-supply facets of one commodity measure, correctly kept as a single chart (unlike the crop production/area/yield jam in the 800-1199 shard, these share one unit and one flow concept) - retitled only, no structural change."
faostat__Beer__trade,retitle,,"Beer, imports and exports (1000 tonnes)",,"Title uses an em dash; house style requires commas. Import quantity / export quantity / domestic supply quantity are same-unit (1000 t) trade-and-supply facets of one commodity measure, correctly kept as a single chart (unlike the crop production/area/yield jam in the 800-1199 shard, these share one unit and one flow concept) - retitled only, no structural change."
"faostat__Beverages, Alcoholic__trade",skip_merged,,,,Already superseded via registry status=merged; canonical row is faostat__Alcoholic Beverages__trade.
"faostat__Beverages, Fermented__trade",retitle,,"Beverages, Fermented, imports and exports (1000 tonnes)",,"Title uses an em dash; house style requires commas. Import quantity / export quantity / domestic supply quantity are same-unit (1000 t) trade-and-supply facets of one commodity measure, correctly kept as a single chart (unlike the crop production/area/yield jam in the 800-1199 shard, these share one unit and one flow concept) - retitled only, no structural change."
faostat__Bovine Meat__trade,retitle,,"Bovine Meat, imports and exports (1000 tonnes)",,"Title uses an em dash; house style requires commas. Import quantity / export quantity / domestic supply quantity are same-unit (1000 t) trade-and-supply facets of one commodity measure, correctly kept as a single chart (unlike the crop production/area/yield jam in the 800-1199 shard, these share one unit and one flow concept) - retitled only, no structural change."
"faostat__Butter, Ghee__trade",retitle,,"Butter, Ghee, imports and exports (1000 tonnes)",,"Title uses an em dash; house style requires commas. Import quantity / export quantity / domestic supply quantity are same-unit (1000 t) trade-and-supply facets of one commodity measure, correctly kept as a single chart (unlike the crop production/area/yield jam in the 800-1199 shard, these share one unit and one flow concept) - retitled only, no structural change."
faostat__Cassava and products__trade,retitle,,"Cassava and products, imports and exports (1000 tonnes)",,"Title uses an em dash; house style requires commas. Import quantity / export quantity / domestic supply quantity are same-unit (1000 t) trade-and-supply facets of one commodity measure, correctly kept as a single chart (unlike the crop production/area/yield jam in the 800-1199 shard, these share one unit and one flow concept) - retitled only, no structural change."
faostat__Cephalopods__trade,retitle,,"Cephalopods, imports and exports (1000 tonnes)",,"Title uses an em dash; house style requires commas. Import quantity / export quantity / domestic supply quantity are same-unit (1000 t) trade-and-supply facets of one commodity measure, correctly kept as a single chart (unlike the crop production/area/yield jam in the 800-1199 shard, these share one unit and one flow concept) - retitled only, no structural change."
faostat__Cereals - Excluding Beer__trade,retitle,,"Cereals - Excluding Beer, imports and exports (1000 tonnes)",,"Title uses an em dash; house style requires commas. Import quantity / export quantity / domestic supply quantity are same-unit (1000 t) trade-and-supply facets of one commodity measure, correctly kept as a single chart (unlike the crop production/area/yield jam in the 800-1199 shard, these share one unit and one flow concept) - retitled only, no structural change."
"faostat__Cereals, Other__trade",retitle,,"Cereals, Other, imports and exports (1000 tonnes)",,"Title uses an em dash; house style requires commas. Import quantity / export quantity / domestic supply quantity are same-unit (1000 t) trade-and-supply facets of one commodity measure, correctly kept as a single chart (unlike the crop production/area/yield jam in the 800-1199 shard, these share one unit and one flow concept) - retitled only, no structural change."
"faostat__Cereals, other__trade",skip_merged,,,,"Already superseded via registry status=merged; canonical row is faostat__Cereals, Other__trade."
"faostat__Citrus, Other__trade",retitle,,"Citrus, Other, imports and exports (1000 tonnes)",,"Title uses an em dash; house style requires commas. Import quantity / export quantity / domestic supply quantity are same-unit (1000 t) trade-and-supply facets of one commodity measure, correctly kept as a single chart (unlike the crop production/area/yield jam in the 800-1199 shard, these share one unit and one flow concept) - retitled only, no structural change."
faostat__Cloves__trade,retitle,,"Cloves, imports and exports (1000 tonnes)",,"Title uses an em dash; house style requires commas. Import quantity / export quantity / domestic supply quantity are same-unit (1000 t) trade-and-supply facets of one commodity measure, correctly kept as a single chart (unlike the crop production/area/yield jam in the 800-1199 shard, these share one unit and one flow concept) - retitled only, no structural change."
faostat__Cocoa Beans and products__trade,retitle,,"Cocoa Beans and products, imports and exports (1000 tonnes)",,"Title uses an em dash; house style requires commas. Import quantity / export quantity / domestic supply quantity are same-unit (1000 t) trade-and-supply facets of one commodity measure, correctly kept as a single chart (unlike the crop production/area/yield jam in the 800-1199 shard, these share one unit and one flow concept) - retitled only, no structural change."
faostat__Coconut Oil__trade,retitle,,"Coconut Oil, imports and exports (1000 tonnes)",,"Title uses an em dash; house style requires commas. Import quantity / export quantity / domestic supply quantity are same-unit (1000 t) trade-and-supply facets of one commodity measure, correctly kept as a single chart (unlike the crop production/area/yield jam in the 800-1199 shard, these share one unit and one flow concept) - retitled only, no structural change."
faostat__Coconuts - Incl Copra__trade,retitle,,"Coconuts - Incl Copra, imports and exports (1000 tonnes)",,"Title uses an em dash; house style requires commas. Import quantity / export quantity / domestic supply quantity are same-unit (1000 t) trade-and-supply facets of one commodity measure, correctly kept as a single chart (unlike the crop production/area/yield jam in the 800-1199 shard, these share one unit and one flow concept) - retitled only, no structural change."
faostat__Coffee and products__trade,retitle,,"Coffee and products, imports and exports (1000 tonnes)",,"Title uses an em dash; house style requires commas. Import quantity / export quantity / domestic supply quantity are same-unit (1000 t) trade-and-supply facets of one commodity measure, correctly kept as a single chart (unlike the crop production/area/yield jam in the 800-1199 shard, these share one unit and one flow concept) - retitled only, no structural change."
faostat__Cottonseed__trade,retitle,,"Cottonseed, imports and exports (1000 tonnes)",,"Title uses an em dash; house style requires commas. Import quantity / export quantity / domestic supply quantity are same-unit (1000 t) trade-and-supply facets of one commodity measure, correctly kept as a single chart (unlike the crop production/area/yield jam in the 800-1199 shard, these share one unit and one flow concept) - retitled only, no structural change."
faostat__Cottonseed Oil__trade,retitle,,"Cottonseed Oil, imports and exports (1000 tonnes)",,"Title uses an em dash; house style requires commas. Import quantity / export quantity / domestic supply quantity are same-unit (1000 t) trade-and-supply facets of one commodity measure, correctly kept as a single chart (unlike the crop production/area/yield jam in the 800-1199 shard, these share one unit and one flow concept) - retitled only, no structural change."
faostat__Cream__trade,retitle,,"Cream, imports and exports (1000 tonnes)",,"Title uses an em dash; house style requires commas. Import quantity / export quantity / domestic supply quantity are same-unit (1000 t) trade-and-supply facets of one commodity measure, correctly kept as a single chart (unlike the crop production/area/yield jam in the 800-1199 shard, these share one unit and one flow concept) - retitled only, no structural change."
faostat__Crustaceans__trade,retitle,,"Crustaceans, imports and exports (1000 tonnes)",,"Title uses an em dash; house style requires commas. Import quantity / export quantity / domestic supply quantity are same-unit (1000 t) trade-and-supply facets of one commodity measure, correctly kept as a single chart (unlike the crop production/area/yield jam in the 800-1199 shard, these share one unit and one flow concept) - retitled only, no structural change."
faostat__Dates__trade,retitle,,"Dates, imports and exports (1000 tonnes)",,"Title uses an em dash; house style requires commas. Import quantity / export quantity / domestic supply quantity are same-unit (1000 t) trade-and-supply facets of one commodity measure, correctly kept as a single chart (unlike the crop production/area/yield jam in the 800-1199 shard, these share one unit and one flow concept) - retitled only, no structural change."
faostat__Demersal Fish__trade,retitle,,"Demersal Fish, imports and exports (1000 tonnes)",,"Title uses an em dash; house style requires commas. Import quantity / export quantity / domestic supply quantity are same-unit (1000 t) trade-and-supply facets of one commodity measure, correctly kept as a single chart (unlike the crop production/area/yield jam in the 800-1199 shard, these share one unit and one flow concept) - retitled only, no structural change."
faostat__Eggs__trade,retitle,,"Eggs, imports and exports (1000 tonnes)",,"Title uses an em dash; house style requires commas. Import quantity / export quantity / domestic supply quantity are same-unit (1000 t) trade-and-supply facets of one commodity measure, correctly kept as a single chart (unlike the crop production/area/yield jam in the 800-1199 shard, these share one unit and one flow concept) - retitled only, no structural change."
"faostat__Fats, Animals, Raw__trade",retitle,,"Fats, Animals, Raw, imports and exports (1000 tonnes)",,"Title uses an em dash; house style requires commas. Import quantity / export quantity / domestic supply quantity are same-unit (1000 t) trade-and-supply facets of one commodity measure, correctly kept as a single chart (unlike the crop production/area/yield jam in the 800-1199 shard, these share one unit and one flow concept) - retitled only, no structural change."
"faostat__Fish, Body Oil__trade",retitle,,"Fish, Body Oil, imports and exports (1000 tonnes)",,"Title uses an em dash; house style requires commas. Import quantity / export quantity / domestic supply quantity are same-unit (1000 t) trade-and-supply facets of one commodity measure, correctly kept as a single chart (unlike the crop production/area/yield jam in the 800-1199 shard, these share one unit and one flow concept) - retitled only, no structural change."
"faostat__Fish, Liver Oil__trade",retitle,,"Fish, Liver Oil, imports and exports (1000 tonnes)",,"Title uses an em dash; house style requires commas. Import quantity / export quantity / domestic supply quantity are same-unit (1000 t) trade-and-supply facets of one commodity measure, correctly kept as a single chart (unlike the crop production/area/yield jam in the 800-1199 shard, these share one unit and one flow concept) - retitled only, no structural change."
"faostat__Fish, Seafood__trade",retitle,,"Fish, Seafood, imports and exports (1000 tonnes)",,"Title uses an em dash; house style requires commas. Import quantity / export quantity / domestic supply quantity are same-unit (1000 t) trade-and-supply facets of one commodity measure, correctly kept as a single chart (unlike the crop production/area/yield jam in the 800-1199 shard, these share one unit and one flow concept) - retitled only, no structural change."
faostat__Freshwater Fish__trade,retitle,,"Freshwater Fish, imports and exports (1000 tonnes)",,"Title uses an em dash; house style requires commas. Import quantity / export quantity / domestic supply quantity are same-unit (1000 t) trade-and-supply facets of one commodity measure, correctly kept as a single chart (unlike the crop production/area/yield jam in the 800-1199 shard, these share one unit and one flow concept) - retitled only, no structural change."
faostat__Fruits - Excluding Wine__trade,retitle,,"Fruits - Excluding Wine, imports and exports (1000 tonnes)",,"Title uses an em dash; house style requires commas. Import quantity / export quantity / domestic supply quantity are same-unit (1000 t) trade-and-supply facets of one commodity measure, correctly kept as a single chart (unlike the crop production/area/yield jam in the 800-1199 shard, these share one unit and one flow concept) - retitled only, no structural change."
"faostat__Fruits, other__trade",retitle,,"Fruits, other, imports and exports (1000 tonnes)",,"Title uses an em dash; house style requires commas. Import quantity / export quantity / domestic supply quantity are same-unit (1000 t) trade-and-supply facets of one commodity measure, correctly kept as a single chart (unlike the crop production/area/yield jam in the 800-1199 shard, these share one unit and one flow concept) - retitled only, no structural change."
faostat__Grapefruit and products__trade,retitle,,"Grapefruit and products, imports and exports (1000 tonnes)",,"Title uses an em dash; house style requires commas. Import quantity / export quantity / domestic supply quantity are same-unit (1000 t) trade-and-supply facets of one commodity measure, correctly kept as a single chart (unlike the crop production/area/yield jam in the 800-1199 shard, these share one unit and one flow concept) - retitled only, no structural change."
faostat__Grapes and products (excl wine)__trade,retitle,,"Grapes and products (excl wine), imports and exports (1000 tonnes)",,"Title uses an em dash; house style requires commas. Import quantity / export quantity / domestic supply quantity are same-unit (1000 t) trade-and-supply facets of one commodity measure, correctly kept as a single chart (unlike the crop production/area/yield jam in the 800-1199 shard, these share one unit and one flow concept) - retitled only, no structural change."
faostat__Groundnut Oil__trade,retitle,,"Groundnut Oil, imports and exports (1000 tonnes)",,"Title uses an em dash; house style requires commas. Import quantity / export quantity / domestic supply quantity are same-unit (1000 t) trade-and-supply facets of one commodity measure, correctly kept as a single chart (unlike the crop production/area/yield jam in the 800-1199 shard, these share one unit and one flow concept) - retitled only, no structural change."
faostat__Groundnuts__trade,retitle,,"Groundnuts, imports and exports (1000 tonnes)",,"Title uses an em dash; house style requires commas. Import quantity / export quantity / domestic supply quantity are same-unit (1000 t) trade-and-supply facets of one commodity measure, correctly kept as a single chart (unlike the crop production/area/yield jam in the 800-1199 shard, these share one unit and one flow concept) - retitled only, no structural change."
faostat__Groundnuts (Shelled Eq)__trade,retitle,,"Groundnuts (Shelled Eq), imports and exports (1000 tonnes)",,"Title uses an em dash; house style requires commas. Import quantity / export quantity / domestic supply quantity are same-unit (1000 t) trade-and-supply facets of one commodity measure, correctly kept as a single chart (unlike the crop production/area/yield jam in the 800-1199 shard, these share one unit and one flow concept) - retitled only, no structural change."
faostat__Honey__trade,retitle,,"Honey, imports and exports (1000 tonnes)",,"Title uses an em dash; house style requires commas. Import quantity / export quantity / domestic supply quantity are same-unit (1000 t) trade-and-supply facets of one commodity measure, correctly kept as a single chart (unlike the crop production/area/yield jam in the 800-1199 shard, these share one unit and one flow concept) - retitled only, no structural change."
faostat__Infant food__trade,retitle,,"Infant food, imports and exports (1000 tonnes)",,"Title uses an em dash; house style requires commas. Import quantity / export quantity / domestic supply quantity are same-unit (1000 t) trade-and-supply facets of one commodity measure, correctly kept as a single chart (unlike the crop production/area/yield jam in the 800-1199 shard, these share one unit and one flow concept) - retitled only, no structural change."
"faostat__Lemons, Limes and products__trade",retitle,,"Lemons, Limes and products, imports and exports (1000 tonnes)",,"Title uses an em dash; house style requires commas. Import quantity / export quantity / domestic supply quantity are same-unit (1000 t) trade-and-supply facets of one commodity measure, correctly kept as a single chart (unlike the crop production/area/yield jam in the 800-1199 shard, these share one unit and one flow concept) - retitled only, no structural change."
faostat__Maize Germ Oil__trade,retitle,,"Maize Germ Oil, imports and exports (1000 tonnes)",,"Title uses an em dash; house style requires commas. Import quantity / export quantity / domestic supply quantity are same-unit (1000 t) trade-and-supply facets of one commodity measure, correctly kept as a single chart (unlike the crop production/area/yield jam in the 800-1199 shard, these share one unit and one flow concept) - retitled only, no structural change."
faostat__Maize and products__trade,retitle,,"Maize and products, imports and exports (1000 tonnes)",,"Title uses an em dash; house style requires commas. Import quantity / export quantity / domestic supply quantity are same-unit (1000 t) trade-and-supply facets of one commodity measure, correctly kept as a single chart (unlike the crop production/area/yield jam in the 800-1199 shard, these share one unit and one flow concept) - retitled only, no structural change."
"faostat__Marine Fish, Other__trade",retitle,,"Marine Fish, Other, imports and exports (1000 tonnes)",,"Title uses an em dash; house style requires commas. Import quantity / export quantity / domestic supply quantity are same-unit (1000 t) trade-and-supply facets of one commodity measure, correctly kept as a single chart (unlike the crop production/area/yield jam in the 800-1199 shard, these share one unit and one flow concept) - retitled only, no structural change."
faostat__Meat__trade,retitle,,"Meat, imports and exports (1000 tonnes)",,"Title uses an em dash; house style requires commas. Import quantity / export quantity / domestic supply quantity are same-unit (1000 t) trade-and-supply facets of one commodity measure, correctly kept as a single chart (unlike the crop production/area/yield jam in the 800-1199 shard, these share one unit and one flow concept) - retitled only, no structural change."
"faostat__Meat, Other__trade",retitle,,"Meat, Other, imports and exports (1000 tonnes)",,"Title uses an em dash; house style requires commas. Import quantity / export quantity / domestic supply quantity are same-unit (1000 t) trade-and-supply facets of one commodity measure, correctly kept as a single chart (unlike the crop production/area/yield jam in the 800-1199 shard, these share one unit and one flow concept) - retitled only, no structural change."
faostat__Milk - Excluding Butter__trade,retitle,,"Milk - Excluding Butter, imports and exports (1000 tonnes)",,"Title uses an em dash; house style requires commas. Import quantity / export quantity / domestic supply quantity are same-unit (1000 t) trade-and-supply facets of one commodity measure, correctly kept as a single chart (unlike the crop production/area/yield jam in the 800-1199 shard, these share one unit and one flow concept) - retitled only, no structural change."
faostat__Millet and products__trade,retitle,,"Millet and products, imports and exports (1000 tonnes)",,"Title uses an em dash; house style requires commas. Import quantity / export quantity / domestic supply quantity are same-unit (1000 t) trade-and-supply facets of one commodity measure, correctly kept as a single chart (unlike the crop production/area/yield jam in the 800-1199 shard, these share one unit and one flow concept) - retitled only, no structural change."
faostat__Miscellaneous__trade,retitle,,"Miscellaneous, imports and exports (1000 tonnes)",,"Title uses an em dash; house style requires commas. Import quantity / export quantity / domestic supply quantity are same-unit (1000 t) trade-and-supply facets of one commodity measure, correctly kept as a single chart (unlike the crop production/area/yield jam in the 800-1199 shard, these share one unit and one flow concept) - retitled only, no structural change."
"faostat__Molluscs, Other__trade",retitle,,"Molluscs, Other, imports and exports (1000 tonnes)",,"Title uses an em dash; house style requires commas. Import quantity / export quantity / domestic supply quantity are same-unit (1000 t) trade-and-supply facets of one commodity measure, correctly kept as a single chart (unlike the crop production/area/yield jam in the 800-1199 shard, these share one unit and one flow concept) - retitled only, no structural change."
faostat__Mutton & Goat Meat__trade,retitle,,"Mutton & Goat Meat, imports and exports (1000 tonnes)",,"Title uses an em dash; house style requires commas. Import quantity / export quantity / domestic supply quantity are same-unit (1000 t) trade-and-supply facets of one commodity measure, correctly kept as a single chart (unlike the crop production/area/yield jam in the 800-1199 shard, these share one unit and one flow concept) - retitled only, no structural change."
faostat__Nuts and products__trade,retitle,,"Nuts and products, imports and exports (1000 tonnes)",,"Title uses an em dash; house style requires commas. Import quantity / export quantity / domestic supply quantity are same-unit (1000 t) trade-and-supply facets of one commodity measure, correctly kept as a single chart (unlike the crop production/area/yield jam in the 800-1199 shard, these share one unit and one flow concept) - retitled only, no structural change."
faostat__Oats__trade,retitle,,"Oats, imports and exports (1000 tonnes)",,"Title uses an em dash; house style requires commas. Import quantity / export quantity / domestic supply quantity are same-unit (1000 t) trade-and-supply facets of one commodity measure, correctly kept as a single chart (unlike the crop production/area/yield jam in the 800-1199 shard, these share one unit and one flow concept) - retitled only, no structural change."
faostat__Offals__trade,retitle,,"Offals, imports and exports (1000 tonnes)",,"Title uses an em dash; house style requires commas. Import quantity / export quantity / domestic supply quantity are same-unit (1000 t) trade-and-supply facets of one commodity measure, correctly kept as a single chart (unlike the crop production/area/yield jam in the 800-1199 shard, these share one unit and one flow concept) - retitled only, no structural change."
"faostat__Offals, Edible__trade",retitle,,"Offals, Edible, imports and exports (1000 tonnes)",,"Title uses an em dash; house style requires commas. Import quantity / export quantity / domestic supply quantity are same-unit (1000 t) trade-and-supply facets of one commodity measure, correctly kept as a single chart (unlike the crop production/area/yield jam in the 800-1199 shard, these share one unit and one flow concept) - retitled only, no structural change."
faostat__Oilcrops__trade,retitle,,"Oilcrops, imports and exports (1000 tonnes)",,"Title uses an em dash; house style requires commas. Import quantity / export quantity / domestic supply quantity are same-unit (1000 t) trade-and-supply facets of one commodity measure, correctly kept as a single chart (unlike the crop production/area/yield jam in the 800-1199 shard, these share one unit and one flow concept) - retitled only, no structural change."
"faostat__Oilcrops Oil, Other__trade",retitle,,"Oilcrops Oil, Other, imports and exports (1000 tonnes)",,"Title uses an em dash; house style requires commas. Import quantity / export quantity / domestic supply quantity are same-unit (1000 t) trade-and-supply facets of one commodity measure, correctly kept as a single chart (unlike the crop production/area/yield jam in the 800-1199 shard, these share one unit and one flow concept) - retitled only, no structural change."
"faostat__Oilcrops, Other__trade",retitle,,"Oilcrops, Other, imports and exports (1000 tonnes)",,"Title uses an em dash; house style requires commas. Import quantity / export quantity / domestic supply quantity are same-unit (1000 t) trade-and-supply facets of one commodity measure, correctly kept as a single chart (unlike the crop production/area/yield jam in the 800-1199 shard, these share one unit and one flow concept) - retitled only, no structural change."
faostat__Olive Oil__trade,retitle,,"Olive Oil, imports and exports (1000 tonnes)",,"Title uses an em dash; house style requires commas. Import quantity / export quantity / domestic supply quantity are same-unit (1000 t) trade-and-supply facets of one commodity measure, correctly kept as a single chart (unlike the crop production/area/yield jam in the 800-1199 shard, these share one unit and one flow concept) - retitled only, no structural change."
faostat__Olives (including preserved)__trade,retitle,,"Olives (including preserved), imports and exports (1000 tonnes)",,"Title uses an em dash; house style requires commas. Import quantity / export quantity / domestic supply quantity are same-unit (1000 t) trade-and-supply facets of one commodity measure, correctly kept as a single chart (unlike the crop production/area/yield jam in the 800-1199 shard, these share one unit and one flow concept) - retitled only, no structural change."
faostat__Onions__trade,retitle,,"Onions, imports and exports (1000 tonnes)",,"Title uses an em dash; house style requires commas. Import quantity / export quantity / domestic supply quantity are same-unit (1000 t) trade-and-supply facets of one commodity measure, correctly kept as a single chart (unlike the crop production/area/yield jam in the 800-1199 shard, these share one unit and one flow concept) - retitled only, no structural change."
"faostat__Oranges, Mandarines__trade",retitle,,"Oranges, Mandarines, imports and exports (1000 tonnes)",,"Title uses an em dash; house style requires commas. Import quantity / export quantity / domestic supply quantity are same-unit (1000 t) trade-and-supply facets of one commodity measure, correctly kept as a single chart (unlike the crop production/area/yield jam in the 800-1199 shard, these share one unit and one flow concept) - retitled only, no structural change."
faostat__Palm Oil__trade,retitle,,"Palm Oil, imports and exports (1000 tonnes)",,"Title uses an em dash; house style requires commas. Import quantity / export quantity / domestic supply quantity are same-unit (1000 t) trade-and-supply facets of one commodity measure, correctly kept as a single chart (unlike the crop production/area/yield jam in the 800-1199 shard, these share one unit and one flow concept) - retitled only, no structural change."
faostat__Palm kernels__trade,retitle,,"Palm kernels, imports and exports (1000 tonnes)",,"Title uses an em dash; house style requires commas. Import quantity / export quantity / domestic supply quantity are same-unit (1000 t) trade-and-supply facets of one commodity measure, correctly kept as a single chart (unlike the crop production/area/yield jam in the 800-1199 shard, these share one unit and one flow concept) - retitled only, no structural change."
faostat__Palmkernel Oil__trade,retitle,,"Palmkernel Oil, imports and exports (1000 tonnes)",,"Title uses an em dash; house style requires commas. Import quantity / export quantity / domestic supply quantity are same-unit (1000 t) trade-and-supply facets of one commodity measure, correctly kept as a single chart (unlike the crop production/area/yield jam in the 800-1199 shard, these share one unit and one flow concept) - retitled only, no structural change."
faostat__Peas__trade,retitle,,"Peas, imports and exports (1000 tonnes)",,"Title uses an em dash; house style requires commas. Import quantity / export quantity / domestic supply quantity are same-unit (1000 t) trade-and-supply facets of one commodity measure, correctly kept as a single chart (unlike the crop production/area/yield jam in the 800-1199 shard, these share one unit and one flow concept) - retitled only, no structural change."
faostat__Pelagic Fish__trade,retitle,,"Pelagic Fish, imports and exports (1000 tonnes)",,"Title uses an em dash; house style requires commas. Import quantity / export quantity / domestic supply quantity are same-unit (1000 t) trade-and-supply facets of one commodity measure, correctly kept as a single chart (unlike the crop production/area/yield jam in the 800-1199 shard, these share one unit and one flow concept) - retitled only, no structural change."
faostat__Pepper__trade,retitle,,"Pepper, imports and exports (1000 tonnes)",,"Title uses an em dash; house style requires commas. Import quantity / export quantity / domestic supply quantity are same-unit (1000 t) trade-and-supply facets of one commodity measure, correctly kept as a single chart (unlike the crop production/area/yield jam in the 800-1199 shard, these share one unit and one flow concept) - retitled only, no structural change."
faostat__Pigmeat__trade,retitle,,"Pigmeat, imports and exports (1000 tonnes)",,"Title uses an em dash; house style requires commas. Import quantity / export quantity / domestic supply quantity are same-unit (1000 t) trade-and-supply facets of one commodity measure, correctly kept as a single chart (unlike the crop production/area/yield jam in the 800-1199 shard, these share one unit and one flow concept) - retitled only, no structural change."
faostat__Pimento__trade,retitle,,"Pimento, imports and exports (1000 tonnes)",,"Title uses an em dash; house style requires commas. Import quantity / export quantity / domestic supply quantity are same-unit (1000 t) trade-and-supply facets of one commodity measure, correctly kept as a single chart (unlike the crop production/area/yield jam in the 800-1199 shard, these share one unit and one flow concept) - retitled only, no structural change."
faostat__Pineapples and products__trade,retitle,,"Pineapples and products, imports and exports (1000 tonnes)",,"Title uses an em dash; house style requires commas. Import quantity / export quantity / domestic supply quantity are same-unit (1000 t) trade-and-supply facets of one commodity measure, correctly kept as a single chart (unlike the crop production/area/yield jam in the 800-1199 shard, these share one unit and one flow concept) - retitled only, no structural change."
faostat__Plantains__trade,retitle,,"Plantains, imports and exports (1000 tonnes)",,"Title uses an em dash; house style requires commas. Import quantity / export quantity / domestic supply quantity are same-unit (1000 t) trade-and-supply facets of one commodity measure, correctly kept as a single chart (unlike the crop production/area/yield jam in the 800-1199 shard, these share one unit and one flow concept) - retitled only, no structural change."
faostat__Potatoes and products__trade,retitle,,"Potatoes and products, imports and exports (1000 tonnes)",,"Title uses an em dash; house style requires commas. Import quantity / export quantity / domestic supply quantity are same-unit (1000 t) trade-and-supply facets of one commodity measure, correctly kept as a single chart (unlike the crop production/area/yield jam in the 800-1199 shard, these share one unit and one flow concept) - retitled only, no structural change."
faostat__Poultry Meat__trade,retitle,,"Poultry Meat, imports and exports (1000 tonnes)",,"Title uses an em dash; house style requires commas. Import quantity / export quantity / domestic supply quantity are same-unit (1000 t) trade-and-supply facets of one commodity measure, correctly kept as a single chart (unlike the crop production/area/yield jam in the 800-1199 shard, these share one unit and one flow concept) - retitled only, no structural change."
