chart_id,verdict,merge_into,proposed_title,proposed_category,reason
wdi__NY.GDP.DEFL,keep,,,,
wdi__DC.DAC.DEUL,merge_into,wdi__DC.DAC.TOTL,,,"Single-donor fragment (Germany) of the DAC bilateral-aid-flows breakdown; a ""Total"" chart already exists in the registry (wdi__DC.DAC.TOTL) as the natural parent -- fold donor country in as a comparator/variant rather than standalone chart."
wdi__DT.NFL.IAEA,merge_into,proposed__net_official_flows_un_agencies,Net official flows from UN agencies,,"Single-agency fragment (IAEA) of the UN-agencies net-official-flows breakdown; sibling agency rows exist elsewhere in the registry (WHO, UNICEF, UNDP, UNFPA, UNHCR, WFP, UNIDO, IAEA, ILO, UNAIDS, UNTA, SPRP) -- fold into one parent chart with agency as a variant, per doctrine's canonical FAO example."
wdi__TM.TAX.MANF.SM.FN,keep,,,,
wdi__SI.SPR.PC40,keep,,,,
wdi__BX.TRF.CURR,keep,,,,
wdi__SE.SEC.TCHR.FE,keep,,,,
wdi__SE.TER.CUAT.ST,keep,,,,
wdi__SL.UEM.NEET.MA,keep,,,,
wdi__SE.SEC.TCAQ.MA,keep,,,,
wdi__TX.VAL.SERV.CD,keep,,,,
wdi__DT.TDS.DPPF.XP,keep,,,,
wdi__SE.ADT.1524.LT.MA,keep,,,,
wdi__EN.POP,keep,,,,
wdi__IT.NET.USER.MA,keep,,,,
wdi__SP.POP.80UP.MA,keep,,,,
wdi__DC.DAC.CHEL,merge_into,wdi__DC.DAC.TOTL,,,"Single-donor fragment (Switzerland) of the DAC bilateral-aid-flows breakdown; a ""Total"" chart already exists in the registry (wdi__DC.DAC.TOTL) as the natural parent -- fold donor country in as a comparator/variant rather than standalone chart."
wdi__SE.PRM.GINT,keep,,,,
wdi__SP.UWT,keep,,,,
wdi__SH.XPD.PVTD.PC,keep,,,,
wdi__NY.ADJ.DRES.GN,keep,,,,
wdi__SE.TER.CUAT.MS.MA,keep,,,,
wdi__IT.NET.BBND,keep,,,,
wdi__DC.DAC.BELL,merge_into,wdi__DC.DAC.TOTL,,,"Single-donor fragment (Belgium) of the DAC bilateral-aid-flows breakdown; a ""Total"" chart already exists in the registry (wdi__DC.DAC.TOTL) as the natural parent -- fold donor country in as a comparator/variant rather than standalone chart."
wdi__EN.GHG.CO2.IP.MT.CE,keep,,,,
wdi__BM.GSR.MRCH,keep,,,,
wdi__ST.INT.TRNR,keep,,,,
wdi__SL.TLF.ADVN.MA,keep,,,,
"faostat__Almonds, in shell__production",split,,"Almonds, in shell, area harvested (hectares) | Almonds, in shell, production (tonnes) | Almonds, in shell, yield (kg/ha)",,"Chart jams three distinct measures (area, production mass, yield rate) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts per doctrine's production/area/yield jam pattern."
"faostat__Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw__production",split,,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw, area harvested (hectares) | Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw, production (tonnes) | Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw, yield (kg/ha)",,"Chart jams three distinct measures (area, production mass, yield rate) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts per doctrine's production/area/yield jam pattern."
faostat__Apples__production,split,,"Apples, area harvested (hectares) | Apples, production (tonnes) | Apples, yield (kg/ha)",,"Chart jams three distinct measures (area, production mass, yield rate) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts per doctrine's production/area/yield jam pattern."
faostat__Apricots__production,split,,"Apricots, area harvested (hectares) | Apricots, production (tonnes) | Apricots, yield (kg/ha)",,"Chart jams three distinct measures (area, production mass, yield rate) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts per doctrine's production/area/yield jam pattern."
faostat__Artichokes__production,split,,"Artichokes, area harvested (hectares) | Artichokes, production (tonnes) | Artichokes, yield (kg/ha)",,"Chart jams three distinct measures (area, production mass, yield rate) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts per doctrine's production/area/yield jam pattern."
faostat__Asparagus__production,split,,"Asparagus, area harvested (hectares) | Asparagus, production (tonnes) | Asparagus, yield (kg/ha)",,"Chart jams three distinct measures (area, production mass, yield rate) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts per doctrine's production/area/yield jam pattern."
faostat__Asses__production,retitle,,"Asses, livestock stocks (head)",,"Title claims 'Production, Area & Yield' but the chart only contains a livestock stock/head-count series; title uses an em dash and mismatches the chart_id's '__production' suffix; retitled to match actual content and drop the em dash."
faostat__Bananas__production,split,,"Bananas, area harvested (hectares) | Bananas, production (tonnes) | Bananas, yield (kg/ha)",,"Chart jams three distinct measures (area, production mass, yield rate) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts per doctrine's production/area/yield jam pattern."
faostat__Barley__production,split,,"Barley, area harvested (hectares) | Barley, production (tonnes) | Barley, yield (kg/ha)",,"Chart jams three distinct measures (area, production mass, yield rate) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts per doctrine's production/area/yield jam pattern."
"faostat__Beans, dry__production",split,,"Beans, dry, area harvested (hectares) | Beans, dry, production (tonnes) | Beans, dry, yield (kg/ha)",,"Chart jams three distinct measures (area, production mass, yield rate) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts per doctrine's production/area/yield jam pattern."
"faostat__Beef and Buffalo Meat, primary__production",split,,"Beef and Buffalo Meat, primary, animals slaughtered (head) | Beef and Buffalo Meat, primary, production (tonnes) | Beef and Buffalo Meat, primary, carcass weight per animal (kg)",,"Chart jams three distinct measures (animals slaughtered, meat production mass, carcass-weight yield) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts."
"faostat__Beer of barley, malted__production",retitle,,"Beer of barley, malted, production (tonnes)",,"Title claims 'Production, Area & Yield' but the chart only contains a single production series; title uses an em dash and mismatches the chart_id's '__production' suffix; retitled to match actual content and drop the em dash."
faostat__Bees__production,retitle,,"Bees, stocks (number of hives)",,"Title claims 'Production, Area & Yield' but the chart only contains a livestock stock/head-count series; title uses an em dash and mismatches the chart_id's '__production' suffix; retitled to match actual content and drop the em dash."
"faostat__Broad beans and horse beans, dry__production",split,,"Broad beans and horse beans, dry, area harvested (hectares) | Broad beans and horse beans, dry, production (tonnes) | Broad beans and horse beans, dry, yield (kg/ha)",,"Chart jams three distinct measures (area, production mass, yield rate) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts per doctrine's production/area/yield jam pattern."
"faostat__Broad beans and horse beans, green__production",split,,"Broad beans and horse beans, green, area harvested (hectares) | Broad beans and horse beans, green, production (tonnes) | Broad beans and horse beans, green, yield (kg/ha)",,"Chart jams three distinct measures (area, production mass, yield rate) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts per doctrine's production/area/yield jam pattern."
faostat__Buffalo__production,retitle,,"Buffalo, livestock stocks (head)",,"Title claims 'Production, Area & Yield' but the chart only contains a livestock stock/head-count series; title uses an em dash and mismatches the chart_id's '__production' suffix; retitled to match actual content and drop the em dash."
"faostat__Buffalo fat, unrendered__production",split,,"Buffalo fat, unrendered, animals slaughtered (head) | Buffalo fat, unrendered, production (tonnes)",,"Chart jams two distinct measures (animals slaughtered, production mass) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts."
faostat__Butter and Ghee__production,retitle,,"Butter and Ghee, production (tonnes)",,"Title claims 'Production, Area & Yield' but the chart only contains a single production series; title uses an em dash and mismatches the chart_id's '__production' suffix; retitled to match actual content and drop the em dash."
faostat__Butter and ghee of sheep milk__production,retitle,,"Butter and ghee of sheep milk, production (tonnes)",,"Title claims 'Production, Area & Yield' but the chart only contains a single production series; title uses an em dash and mismatches the chart_id's '__production' suffix; retitled to match actual content and drop the em dash."
faostat__Butter of cow milk__production,retitle,,"Butter of cow milk, production (tonnes)",,"Title claims 'Production, Area & Yield' but the chart only contains a single production series; title uses an em dash and mismatches the chart_id's '__production' suffix; retitled to match actual content and drop the em dash."
"faostat__Buttermilk, dry__production",retitle,,"Buttermilk, dry, production (tonnes)",,"Title claims 'Production, Area & Yield' but the chart only contains a single production series; title uses an em dash and mismatches the chart_id's '__production' suffix; retitled to match actual content and drop the em dash."
faostat__Cabbages__production,split,,"Cabbages, area harvested (hectares) | Cabbages, production (tonnes) | Cabbages, yield (kg/ha)",,"Chart jams three distinct measures (area, production mass, yield rate) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts per doctrine's production/area/yield jam pattern."
faostat__Camels__production,retitle,,"Camels, livestock stocks (head)",,"Title claims 'Production, Area & Yield' but the chart only contains a livestock stock/head-count series; title uses an em dash and mismatches the chart_id's '__production' suffix; retitled to match actual content and drop the em dash."
faostat__Cantaloupes and other melons__production,split,,"Cantaloupes and other melons, area harvested (hectares) | Cantaloupes and other melons, production (tonnes) | Cantaloupes and other melons, yield (kg/ha)",,"Chart jams three distinct measures (area, production mass, yield rate) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts per doctrine's production/area/yield jam pattern."
faostat__Carrots and turnips__production,split,,"Carrots and turnips, area harvested (hectares) | Carrots and turnips, production (tonnes) | Carrots and turnips, yield (kg/ha)",,"Chart jams three distinct measures (area, production mass, yield rate) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts per doctrine's production/area/yield jam pattern."
faostat__Castor oil seeds__production,split,,"Castor oil seeds, area harvested (hectares) | Castor oil seeds, production (tonnes) | Castor oil seeds, yield (kg/ha)",,"Chart jams three distinct measures (area, production mass, yield rate) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts per doctrine's production/area/yield jam pattern."
faostat__Cattle__production,retitle,,"Cattle, livestock stocks (head)",,"Title claims 'Production, Area & Yield' but the chart only contains a livestock stock/head-count series; title uses an em dash and mismatches the chart_id's '__production' suffix; retitled to match actual content and drop the em dash."
faostat__Cattle and Buffaloes__production,retitle,,"Cattle and Buffaloes, livestock stocks (head)",,"Title claims 'Production, Area & Yield' but the chart only contains a livestock stock/head-count series; title uses an em dash and mismatches the chart_id's '__production' suffix; retitled to match actual content and drop the em dash."
"faostat__Cattle fat, unrendered__production",split,,"Cattle fat, unrendered, animals slaughtered (head) | Cattle fat, unrendered, production (tonnes)",,"Chart jams two distinct measures (animals slaughtered, production mass) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts."
faostat__Cauliflowers and broccoli__production,split,,"Cauliflowers and broccoli, area harvested (hectares) | Cauliflowers and broccoli, production (tonnes) | Cauliflowers and broccoli, yield (kg/ha)",,"Chart jams three distinct measures (area, production mass, yield rate) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts per doctrine's production/area/yield jam pattern."
"faostat__Cereals, primary__production",split,,"Cereals, primary, area harvested (hectares) | Cereals, primary, production (tonnes) | Cereals, primary, yield (kg/ha)",,"Chart jams three distinct measures (area, production mass, yield rate) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts per doctrine's production/area/yield jam pattern."
faostat__Cheese (All Kinds)__production,retitle,,"Cheese (All Kinds), production (tonnes)",,"Title claims 'Production, Area & Yield' but the chart only contains a single production series; title uses an em dash and mismatches the chart_id's '__production' suffix; retitled to match actual content and drop the em dash."
"faostat__Cheese from milk of goats, fresh or processed__production",retitle,,"Cheese from milk of goats, fresh or processed, production (tonnes)",,"Title claims 'Production, Area & Yield' but the chart only contains a single production series; title uses an em dash and mismatches the chart_id's '__production' suffix; retitled to match actual content and drop the em dash."
"faostat__Cheese from milk of sheep, fresh or processed__production",retitle,,"Cheese from milk of sheep, fresh or processed, production (tonnes)",,"Title claims 'Production, Area & Yield' but the chart only contains a single production series; title uses an em dash and mismatches the chart_id's '__production' suffix; retitled to match actual content and drop the em dash."
faostat__Cheese from skimmed cow milk__production,retitle,,"Cheese from skimmed cow milk, production (tonnes)",,"Title claims 'Production, Area & Yield' but the chart only contains a single production series; title uses an em dash and mismatches the chart_id's '__production' suffix; retitled to match actual content and drop the em dash."
faostat__Cheese from whole cow milk__production,retitle,,"Cheese from whole cow milk, production (tonnes)",,"Title claims 'Production, Area & Yield' but the chart only contains a single production series; title uses an em dash and mismatches the chart_id's '__production' suffix; retitled to match actual content and drop the em dash."
faostat__Cherries__production,split,,"Cherries, area harvested (hectares) | Cherries, production (tonnes) | Cherries, yield (kg/ha)",,"Chart jams three distinct measures (area, production mass, yield rate) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts per doctrine's production/area/yield jam pattern."
"faostat__Chick peas, dry__production",split,,"Chick peas, dry, area harvested (hectares) | Chick peas, dry, production (tonnes) | Chick peas, dry, yield (kg/ha)",,"Chart jams three distinct measures (area, production mass, yield rate) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts per doctrine's production/area/yield jam pattern."
faostat__Chickens__production,retitle,,"Chickens, livestock stocks (head)",,"Title claims 'Production, Area & Yield' but the chart only contains a livestock stock/head-count series; title uses an em dash and mismatches the chart_id's '__production' suffix; retitled to match actual content and drop the em dash."
