chart_id,fa_verdict,proposed_title_fa,proposed_category_fa,reason
"faostat__Molluscs, Other__trade",retitle,صادرات و واردات سایر نرم‌تنان,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Mutton & Goat Meat__trade,retitle,صادرات و واردات گوشت گوسفند و بز,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Nuts and products__trade,retitle,صادرات و واردات آجیل و فرآورده‌های آن,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Oats__trade,retitle,صادرات و واردات یولاف (جو دوسر),,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Offals__trade,retitle,صادرات و واردات احشا,,dash suffix: reworded to natural izafe word order (measure leads subject)
"faostat__Offals, Edible__trade",retitle,صادرات و واردات احشای خوراکی,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Oilcrops__trade,retitle,صادرات و واردات دانه‌های روغنی,,dash suffix: reworded to natural izafe word order (measure leads subject)
"faostat__Oilcrops Oil, Other__trade",retitle,صادرات و واردات سایر روغن‌های دانه‌های روغنی,,dash suffix: reworded to natural izafe word order (measure leads subject)
"faostat__Oilcrops, Other__trade",retitle,صادرات و واردات سایر دانه‌های روغنی,,dash suffix: reworded to natural izafe word order (measure leads subject); word order: سایر moved before noun (consistency with other n.e.c./other items in slice)
faostat__Olive Oil__trade,retitle,صادرات و واردات روغن زیتون,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Olives (including preserved)__trade,retitle,صادرات و واردات زیتون (شامل کنسروی و نمکی),,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Onions__trade,retitle,صادرات و واردات پیاز,,dash suffix: reworded to natural izafe word order (measure leads subject)
"faostat__Oranges, Mandarines__trade",retitle,صادرات و واردات پرتقال و نارنگی,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Palm Oil__trade,retitle,صادرات و واردات روغن پالم,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Palm kernels__trade,retitle,صادرات و واردات هسته پالم,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Palmkernel Oil__trade,retitle,صادرات و واردات روغن هسته پالم,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Peas__trade,retitle,صادرات و واردات نخود فرنگی,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Pelagic Fish__trade,retitle,صادرات و واردات ماهیان روباز (پلاژیک),,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Pepper__trade,retitle,صادرات و واردات فلفل سیاه,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Pigmeat__trade,retitle,صادرات و واردات گوشت خوک,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Pimento__trade,retitle,صادرات و واردات فلفل انگلیسی (پیمنتو),,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Pineapples and products__trade,retitle,صادرات و واردات آناناس و فرآورده‌های آن,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Plantains__trade,retitle,صادرات و واردات موز پلانتین (موز پخت),,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Potatoes and products__trade,retitle,صادرات و واردات سیب‌زمینی و فرآورده‌های آن,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Poultry Meat__trade,retitle,صادرات و واردات گوشت ماکیان,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Pulses__trade,retitle,صادرات و واردات حبوبات,,dash suffix: reworded to natural izafe word order (measure leads subject)
"faostat__Pulses, Other and products__trade",retitle,صادرات و واردات سایر حبوبات و فرآورده‌های آن,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Rape and Mustard Oil__trade,retitle,صادرات و واردات روغن کلزا و خردل,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Rape and Mustardseed__trade,retitle,صادرات و واردات دانه کلزا و خردل,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Rice (Milled Equivalent)__trade,retitle,صادرات و واردات برنج (معادل برنج سفید),,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Rice and products__trade,retitle,صادرات و واردات برنج و فرآورده‌های آن,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Ricebran Oil__trade,retitle,صادرات و واردات روغن سبوس برنج,,dash suffix: reworded to natural izafe word order (measure leads subject)
"faostat__Roots, Other__trade",retitle,صادرات و واردات سایر ریشه‌ها و غده‌ها,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Rye and products__trade,retitle,صادرات و واردات چاودار و فرآورده‌های آن,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Sesame seed__trade,retitle,صادرات و واردات دانه کنجد,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Sesameseed Oil__trade,retitle,صادرات و واردات روغن کنجد,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Sorghum and products__trade,retitle,صادرات و واردات ذرت خوشه‌ای (سورگوم) و فرآورده‌های آن,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Soyabean Oil__trade,retitle,صادرات و واردات روغن سویا,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Soyabeans__trade,retitle,صادرات و واردات سویا,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Spices__trade,retitle,صادرات و واردات ادویه‌جات,,dash suffix: reworded to natural izafe word order (measure leads subject)
"faostat__Spices, Other__trade",retitle,صادرات و واردات سایر ادویه‌جات,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Starchy Roots__trade,retitle,صادرات و واردات ریشه‌های نشاسته‌ای,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Stimulants__trade,retitle,صادرات و واردات محصولات محرک,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Sugar & Sweeteners__trade,retitle,صادرات و واردات قند، شکر و شیرین‌کننده‌ها,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Sugar (Raw Equivalent)__trade,retitle,صادرات و واردات شکر (معادل خام),,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Sugar Crops__trade,retitle,صادرات و واردات محصولات قندی,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Sugar beet__trade,retitle,صادرات و واردات چغندرقند,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Sugar cane__trade,retitle,صادرات و واردات نیشکر,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Sunflower seed__trade,retitle,صادرات و واردات دانه آفتابگردان,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Sunflowerseed Oil__trade,retitle,صادرات و واردات روغن آفتابگردان,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Sweet potatoes__trade,retitle,صادرات و واردات سیب‌زمینی شیرین,,dash suffix: reworded to natural izafe word order (measure leads subject)
"faostat__Sweeteners, Other__trade",retitle,صادرات و واردات سایر شیرین‌کننده‌ها,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Tea (including mate)__trade,retitle,صادرات و واردات چای (شامل ماته),,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Tomatoes and products__trade,retitle,صادرات و واردات گوجه‌فرنگی و فرآورده‌های آن,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Treenuts__trade,retitle,صادرات و واردات آجیل درختی,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Vegetable Oils__trade,retitle,صادرات و واردات روغن‌های نباتی,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Vegetables__trade,retitle,صادرات و واردات سبزیجات,,dash suffix: reworded to natural izafe word order (measure leads subject)
"faostat__Vegetables, other__trade",retitle,صادرات و واردات سایر سبزیجات,,dash suffix: reworded to natural izafe word order (measure leads subject); word order: سایر moved before noun (consistency with other n.e.c./other items in slice)
faostat__Wheat and products__trade,retitle,صادرات و واردات گندم و فرآورده‌های آن,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Wine__trade,retitle,صادرات و واردات شراب,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Yams__trade,retitle,صادرات و واردات یام,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Alcoholic Beverages__consumption,retitle,سرانه مصرف نوشیدنی‌های الکلی,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Animal Products__consumption,retitle,سرانه مصرف محصولات دامی,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Animal fats__consumption,retitle,سرانه مصرف چربی‌های حیوانی,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Apples and products__consumption,retitle,سرانه مصرف سیب و فرآورده‌های آن,,dash suffix: reworded to natural izafe word order (measure leads subject)
"faostat__Aquatic Animals, Others__consumption",retitle,سرانه مصرف سایر جانوران آبزی,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Aquatic Plants__consumption,retitle,سرانه مصرف گیاهان آبزی,,dash suffix: reworded to natural izafe word order (measure leads subject)
"faostat__Aquatic Products, Other__consumption",retitle,سرانه مصرف سایر محصولات آبزی,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Bananas__consumption,retitle,سرانه مصرف موز,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Barley and products__consumption,retitle,سرانه مصرف جو و فرآورده‌های آن,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Beans__consumption,retitle,سرانه مصرف لوبیا,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Beer__consumption,retitle,سرانه مصرف آبجو,,dash suffix: reworded to natural izafe word order (measure leads subject)
"faostat__Beverages, Alcoholic__consumption",skip_merged,,,status=merged
"faostat__Beverages, Fermented__consumption",retitle,سرانه مصرف نوشیدنی‌های تخمیری,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Bovine Meat__consumption,retitle,سرانه مصرف گوشت گاوی,,dash suffix: reworded to natural izafe word order (measure leads subject)
"faostat__Butter, Ghee__consumption",retitle,سرانه مصرف کره و روغن حیوانی,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Cassava and products__consumption,retitle,سرانه مصرف کاساوا و فرآورده‌های آن,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Cephalopods__consumption,retitle,سرانه مصرف سرپایان,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Cereals - Excluding Beer__consumption,retitle,سرانه مصرف غلات (به‌جز آبجو),,dash suffix: reworded to natural izafe word order (measure leads subject)
"faostat__Cereals, Other__consumption",retitle,سرانه مصرف سایر غلات,,dash suffix: reworded to natural izafe word order (measure leads subject); word order: سایر moved before noun (consistency with other n.e.c./other items in slice)
"faostat__Cereals, other__consumption",skip_merged,,,status=merged
"faostat__Citrus, Other__consumption",retitle,سرانه مصرف سایر مرکبات,,dash suffix: reworded to natural izafe word order (measure leads subject); word order: سایر moved before noun (consistency with other n.e.c./other items in slice)
faostat__Cloves__consumption,retitle,سرانه مصرف میخک,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Cocoa Beans and products__consumption,retitle,سرانه مصرف دانه کاکائو و فرآورده‌های آن,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Coconut Oil__consumption,retitle,سرانه مصرف روغن نارگیل,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Coconuts - Incl Copra__consumption,retitle,سرانه مصرف نارگیل (شامل کوپرا),,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Coffee and products__consumption,retitle,سرانه مصرف قهوه و فرآورده‌های آن,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Cottonseed Oil__consumption,retitle,سرانه مصرف روغن پنبه‌دانه,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Cream__consumption,retitle,سرانه مصرف خامه,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Crustaceans__consumption,retitle,سرانه مصرف سخت‌پوستان,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Dates__consumption,retitle,سرانه مصرف خرما,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Demersal Fish__consumption,retitle,سرانه مصرف ماهیان کف‌زی,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Eggs__consumption,retitle,سرانه مصرف تخم‌مرغ,,dash suffix: reworded to natural izafe word order (measure leads subject)
"faostat__Fats, Animals, Raw__consumption",retitle,سرانه مصرف چربی‌های حیوانی، خام,,dash suffix: reworded to natural izafe word order (measure leads subject)
"faostat__Fish, Body Oil__consumption",retitle,سرانه مصرف روغن بدن ماهی,,dash suffix: reworded to natural izafe word order (measure leads subject)
"faostat__Fish, Liver Oil__consumption",retitle,سرانه مصرف روغن جگر ماهی,,dash suffix: reworded to natural izafe word order (measure leads subject)
"faostat__Fish, Seafood__consumption",retitle,سرانه مصرف ماهی و غذاهای دریایی,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Freshwater Fish__consumption,retitle,سرانه مصرف ماهیان آب شیرین,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Fruits - Excluding Wine__consumption,retitle,سرانه مصرف میوه‌ها (به‌جز شراب),,dash suffix: reworded to natural izafe word order (measure leads subject)
"faostat__Fruits, other__consumption",retitle,سرانه مصرف سایر میوه‌ها,,dash suffix: reworded to natural izafe word order (measure leads subject); word order: سایر moved before noun (consistency with other n.e.c./other items in slice)
faostat__Grand Total__consumption,retitle,سرانه مصرف جمع کل,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Grapefruit and products__consumption,retitle,سرانه مصرف گریپ‌فروت و فرآورده‌های آن,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Grapes and products (excl wine)__consumption,retitle,سرانه مصرف انگور و فرآورده‌های آن (به‌جز شراب),,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Groundnut Oil__consumption,retitle,سرانه مصرف روغن بادام‌زمینی,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Groundnuts__consumption,retitle,سرانه مصرف بادام‌زمینی,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Groundnuts (Shelled Eq)__consumption,retitle,سرانه مصرف بادام‌زمینی (معادل پوست‌کنده),,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Honey__consumption,retitle,سرانه مصرف عسل,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Infant food__consumption,retitle,سرانه مصرف غذای کودک,,dash suffix: reworded to natural izafe word order (measure leads subject)
"faostat__Lemons, Limes and products__consumption",retitle,سرانه مصرف لیموترش، لایم و فرآورده‌های آن,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Maize Germ Oil__consumption,retitle,سرانه مصرف روغن جوانه ذرت,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Maize and products__consumption,retitle,سرانه مصرف ذرت و فرآورده‌های آن,,dash suffix: reworded to natural izafe word order (measure leads subject)
"faostat__Marine Fish, Other__consumption",retitle,سرانه مصرف سایر ماهیان دریایی,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Meat__consumption,retitle,سرانه مصرف گوشت,,dash suffix: reworded to natural izafe word order (measure leads subject)
"faostat__Meat, Other__consumption",retitle,سرانه مصرف سایر گوشت,,dash suffix: reworded to natural izafe word order (measure leads subject); word order: سایر moved before noun (consistency with other n.e.c./other items in slice)
faostat__Milk - Excluding Butter__consumption,retitle,سرانه مصرف شیر (به‌جز کره),,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Miscellaneous__consumption,retitle,سرانه مصرف متفرقه,,dash suffix: reworded to natural izafe word order (measure leads subject)
"faostat__Molluscs, Other__consumption",retitle,سرانه مصرف سایر نرم‌تنان,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Mutton & Goat Meat__consumption,retitle,سرانه مصرف گوشت گوسفند و بز,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Nuts and products__consumption,retitle,سرانه مصرف آجیل و فرآورده‌های آن,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Oats__consumption,retitle,سرانه مصرف یولاف (جو دوسر),,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Offals__consumption,retitle,سرانه مصرف احشا,,dash suffix: reworded to natural izafe word order (measure leads subject)
"faostat__Offals, Edible__consumption",retitle,سرانه مصرف احشای خوراکی,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Oilcrops__consumption,retitle,سرانه مصرف دانه‌های روغنی,,dash suffix: reworded to natural izafe word order (measure leads subject)
"faostat__Oilcrops Oil, Other__consumption",retitle,سرانه مصرف سایر روغن‌های دانه‌های روغنی,,dash suffix: reworded to natural izafe word order (measure leads subject)
"faostat__Oilcrops, Other__consumption",retitle,سرانه مصرف سایر دانه‌های روغنی,,dash suffix: reworded to natural izafe word order (measure leads subject); word order: سایر moved before noun (consistency with other n.e.c./other items in slice)
faostat__Olive Oil__consumption,retitle,سرانه مصرف روغن زیتون,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Olives (including preserved)__consumption,retitle,سرانه مصرف زیتون (شامل کنسروی و نمکی),,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Onions__consumption,retitle,سرانه مصرف پیاز,,dash suffix: reworded to natural izafe word order (measure leads subject)
"faostat__Oranges, Mandarines__consumption",retitle,سرانه مصرف پرتقال و نارنگی,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Palm Oil__consumption,retitle,سرانه مصرف روغن پالم,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Palmkernel Oil__consumption,retitle,سرانه مصرف روغن هسته پالم,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Peas__consumption,retitle,سرانه مصرف نخود فرنگی,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Pelagic Fish__consumption,retitle,سرانه مصرف ماهیان روباز (پلاژیک),,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Pepper__consumption,retitle,سرانه مصرف فلفل سیاه,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Pigmeat__consumption,retitle,سرانه مصرف گوشت خوک,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Pimento__consumption,retitle,سرانه مصرف فلفل انگلیسی (پیمنتو),,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Pineapples and products__consumption,retitle,سرانه مصرف آناناس و فرآورده‌های آن,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Plantains__consumption,retitle,سرانه مصرف موز پلانتین (موز پخت),,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Potatoes and products__consumption,retitle,سرانه مصرف سیب‌زمینی و فرآورده‌های آن,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Poultry Meat__consumption,retitle,سرانه مصرف گوشت ماکیان,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Pulses__consumption,retitle,سرانه مصرف حبوبات,,dash suffix: reworded to natural izafe word order (measure leads subject)
"faostat__Pulses, Other and products__consumption",retitle,سرانه مصرف سایر حبوبات و فرآورده‌های آن,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Rape and Mustard Oil__consumption,retitle,سرانه مصرف روغن کلزا و خردل,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Rape and Mustardseed__consumption,retitle,سرانه مصرف دانه کلزا و خردل,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Rice (Milled Equivalent)__consumption,retitle,سرانه مصرف برنج (معادل برنج سفید),,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Rice and products__consumption,retitle,سرانه مصرف برنج و فرآورده‌های آن,,dash suffix: reworded to natural izafe word order (measure leads subject)
