date,country,event_type,title,title_fa,description,description_fa,economic_domains,source_url,source_name
1981-06-01,USA,economic-event,Volcker disinflation — federal funds rate peaks near 20%,سیاست ضدتورمی ولکر؛ نرخ بهره وجوه فدرال به نزدیک 20 درصد می‌رسد,"Federal Reserve under Chair Paul Volcker pushes the federal funds rate to roughly 20% and the prime rate to 21.5%, breaking 1970s inflation at the cost of the 1981-82 recession, in which unemployment peaks above 10%.",فدرال رزرو به ریاست پل ولکر نرخ بهره وجوه فدرال را به حدود 20 درصد و نرخ اصلی را به 21.5 درصد رساند و تورم دهه 1970 را با هزینه رکود 1981-1982، که در آن بیکاری از 10 درصد فراتر رفت، مهار کرد.,banking;inflation;labor,https://www.federalreservehistory.org/essays/recession-of-1981-82,Federal Reserve History
1981-08-13,USA,policy-enacted,Economic Recovery Tax Act (Reaganomics tax cuts),قانون مالیاتی بازیابی اقتصادی (کاهش مالیات‌های ریگانومیکس),"Reagan signs a package cutting individual income-tax rates roughly 25% over three years and accelerating business depreciation, the centerpiece of 'Reaganomics'.",ریگان بسته‌ای را امضا کرد که نرخ‌های مالیات بر درآمد فردی را طی سه سال حدود 25 درصد کاهش و استهلاک شتاب‌گرفته کسب‌وکارها را افزایش می‌داد؛ محور اصلی «ریگانومیکس».,fiscal,https://www.britannica.com/topic/Economic-Recovery-Tax-Act,Encyclopaedia Britannica
1982-10-15,USA,policy-enacted,Garn-St Germain Depository Institutions Act signed,امضای قانون مؤسسات سپرده‌پذیر گارن-سنت جرمین,"Reagan signs legislation further deregulating savings and loan associations, permitting adjustable-rate and nonresidential mortgages, and creating money-market deposit accounts — later linked to the savings-and-loan crisis of the late 1980s.",ریگان قانونی را امضا کرد که مقررات‌زدایی از انجمن‌های پس‌انداز و وام را بیشتر کرد، رهن‌های با نرخ متغیر و غیرمسکونی را مجاز ساخت و حساب‌های سپرده بازار پول را ایجاد کرد؛ بعدها با بحران پس‌انداز و وام اواخر دهه 1980 پیوند خورد.,banking,https://www.federalreservehistory.org/essays/garn-st-germain-act,Federal Reserve History
1987-10-19,USA,catastrophe,Black Monday stock market crash,سقوط بورس دوشنبه سیاه,"The Dow Jones Industrial Average falls 22.6% in a single day — its largest one-day percentage drop in history — amid program-trading-driven selling; global markets lose an estimated $1.71 trillion, though US markets recover within two years.",شاخص میانگین صنعتی داوجونز در یک روز 22.6 درصد سقوط کرد؛ بزرگ‌ترین افت درصدی یک‌روزه در تاریخ؛ در پی فروش گسترده ناشی از معاملات برنامه‌ای؛ بازارهای جهانی برآورد می‌شود 1.71 تریلیون دلار از دست دادند، هرچند بازارهای آمریکا ظرف دو سال بهبود یافت.,banking,https://www.federalreservehistory.org/essays/stock-market-crash-of-1987,Federal Reserve History
1989-08-09,USA,policy-enacted,FIRREA creates Resolution Trust Corporation,قانون فایریا شرکت امانی حل‌وفصل را تأسیس می‌کند,"Financial Institutions Reform, Recovery, and Enforcement Act responds to the savings-and-loan crisis by creating the Resolution Trust Corporation to close and resolve hundreds of insolvent thrifts.",قانون اصلاحات، بازیابی و اجرای مؤسسات مالی به بحران پس‌انداز و وام با تأسیس شرکت امانی حل‌وفصل برای تعطیلی و حل‌وفصل صدها مؤسسه پس‌انداز ورشکسته پاسخ داد.,banking;fiscal,"https://en.wikipedia.org/wiki/Financial_Institutions_Reform,_Recovery,_and_Enforcement_Act_of_1989",Wikipedia — FIRREA (cross-check)
1994-01-01,USA,policy-enacted,NAFTA takes effect,اجرای نفتا,"North American Free Trade Agreement among the US, Canada and Mexico eliminates most tariffs, reshaping US manufacturing trade and supply chains.",موافقت‌نامه تجارت آزاد آمریکای شمالی میان آمریکا، کانادا و مکزیک بیشتر تعرفه‌ها را حذف کرد و تجارت تولیدی و زنجیره‌های تأمین آمریکا را بازتعریف کرد.,trade,https://ustr.gov/about-us/policy-offices/press-office/ustr-archives/north-american-free-trade-agreement-nafta,Office of the US Trade Representative (archive)
1999-11-12,USA,policy-repealed,Gramm-Leach-Bliley Act repeals Glass-Steagall barriers,قانون گرم-لیچ-بلایلی موانع گلس-استیگال را لغو می‌کند,"Clinton signs legislation removing the 1933 Glass-Steagall separation between commercial banking, investment banking and insurance, enabling the large universal-bank consolidation of the 2000s.",کلینتون قانونی را امضا کرد که جدایی 1933 گلس-استیگال میان بانکداری تجاری، بانکداری سرمایه‌گذاری و بیمه را حذف می‌کرد و ادغام بزرگ بانک‌های جامع دهه 2000 را ممکن ساخت.,banking,https://www.federalreservehistory.org/essays/gramm-leach-bliley-act,Federal Reserve History
2000-03-10,USA,economic-event,Dot-com bubble peaks and bursts,حباب دات‌کام به اوج می‌رسد و می‌ترکد,"NASDAQ Composite peaks at 5,048.62 before a two-year collapse (-78% by October 2002) that wipes out trillions in market value and contributes to the 2001 recession.",شاخص ترکیبی نزدک در سطح 5048.62 واحد به اوج رسید پیش از سقوطی دوساله (78- درصد تا مهر 1381) که تریلیون‌ها دلار از ارزش بازار را نابود کرد و به رکود سال 2001 دامن زد.,banking,https://en.wikipedia.org/wiki/Dot-com_bubble,Wikipedia — Dot-com bubble (cross-check chronology skeleton)
2001-09-11,USA,catastrophe,September 11 terrorist attacks,حملات تروریستی 11 سپتامبر,"Attacks on the World Trade Center and Pentagon close US equity markets for four trading days (the longest shutdown since 1933); markets fall 11% on reopening, and New York City loses an estimated 430,000 jobs and $30bn+ in output over the following year.","حملات به مرکز تجارت جهانی و پنتاگون بازارهای سهام آمریکا را برای چهار روز معاملاتی تعطیل کرد (طولانی‌ترین تعطیلی از سال 1933)؛ بازارها با بازگشایی 11 درصد سقوط کردند و شهر نیویورک برآورد می‌شود در سال بعد حدود 430,000 شغل و بیش از 30 میلیارد دلار تولید را از دست داد.",banking;fiscal;labor,https://www.federalreservehistory.org/essays/september-11,Federal Reserve History
2006-01-01,USA,economic-event,US housing bubble peaks,حباب مسکن آمریکا به اوج می‌رسد,Home prices measured by the Case-Shiller index peak in early-to-mid 2006 before a two-year decline; the subsequent surge in subprime defaults and foreclosures becomes the proximate trigger of the 2007-08 financial crisis.,قیمت مسکن بر اساس شاخص کیس-شیلر در اواسط 2006 به اوج رسید پیش از افتی دوساله؛ افزایش متعاقب نکول‌های وام‌های رهنی زیراستاندارد و ضبط اموال، محرک بی‌واسطه بحران مالی 2007-2008 شد.,housing;banking,https://www.federalreservehistory.org/essays/subprime-mortgage-crisis,Federal Reserve History
2008-09-07,USA,policy-enacted,Fannie Mae and Freddie Mac placed into conservatorship,قرارگیری فنی‌می و فردی‌مک تحت قیمومت,"The Federal Housing Finance Agency places both government-sponsored mortgage giants into conservatorship and the Treasury extends financial support via Senior Preferred Stock Purchase Agreements, one of the largest financial-sector interventions of the crisis.",آژانس فدرال تأمین مالی مسکن هر دو غول رهنی دولت‌حمایتی را تحت قیمومت قرار داد و خزانه‌داری از طریق توافق‌نامه‌های خرید سهام ممتاز ارشد پشتیبانی مالی ارائه کرد؛ یکی از بزرگ‌ترین مداخلات بخش مالی در طول بحران.,housing;banking;fiscal,https://www.federalreserve.gov/newsevents/pressreleases/other20080907a.htm,Federal Reserve Board — Press Release
2008-10-03,USA,policy-enacted,TARP enacted,تصویب طرح تارپ,Emergency Economic Stabilization Act creates the $700bn Troubled Asset Relief Program to purchase distressed assets and recapitalize banks during the Global Financial Crisis (see GLOBAL entry for the Lehman collapse that triggered it).,قانون تثبیت اقتصادی اضطراری برنامه 700 میلیارد دلاری کمک به دارایی‌های مسئله‌دار (تارپ) را برای خرید دارایی‌های مشکل‌دار و افزایش سرمایه بانک‌ها در جریان بحران مالی جهانی تأسیس کرد (نک: مدخل جهانی برای فروپاشی لمان که این بحران را برانگیخت).,banking;fiscal,https://home.treasury.gov/data/troubled-asset-relief-program,US Department of the Treasury
2008-11-25,USA,policy-enacted,Federal Reserve launches QE1,فدرال رزرو دور نخست تسهیل مقداری را آغاز می‌کند,"Fed announces purchases of up to $600bn in agency debt and mortgage-backed securities, the first round of quantitative easing; purchases continue through March 2010 and are later expanded to roughly $1.75 trillion.",فدرال رزرو خرید تا 600 میلیارد دلار اوراق بدهی نهادی و اوراق بهادار با پشتوانه رهنی را اعلام کرد؛ نخستین دور تسهیل مقداری؛ خریدها تا اسفند 1388 ادامه یافت و بعدها به حدود 1.75 تریلیون دلار افزایش یافت.,banking;fx,https://www.federalreserve.gov/newsevents/pressreleases/monetary20081125b.htm,Federal Reserve Board — Press Release
2010-07-21,USA,policy-enacted,Dodd-Frank Wall Street Reform Act,قانون اصلاح وال‌استریت داد-فرانک,"Sweeping post-crisis financial reform creates the Consumer Financial Protection Bureau and the Volcker Rule, and imposes new bank capital and stress-testing requirements via the Financial Stability Oversight Council.",اصلاحات مالی گسترده پس از بحران، اداره حمایت مالی مصرف‌کننده و قاعده ولکر را تأسیس کرد و الزامات جدید سرمایه بانکی و آزمون بحران را از طریق شورای نظارت بر ثبات مالی اعمال کرد.,banking,https://www.congress.gov/bill/111th-congress/house-bill/4173,Congress.gov — H.R.4173 (111th Congress)
2011-08-05,USA,economic-event,S&P downgrades US credit rating,کاهش رتبه اعتباری آمریکا توسط استاندارد اند پورز,"Standard & Poor's cuts the US sovereign rating from AAA to AA+ — the first downgrade in US history — citing political brinkmanship"" in the debt-ceiling standoff resolved days earlier by the Budget Control Act; global equity markets fall 5-7% within days.""",استاندارد اند پورز رتبه حاکمیتی آمریکا را از AAA به +AA کاهش داد، نخستین کاهش رتبه در تاریخ آمریکا، با استناد به «سیاست‌بازی لبه پرتگاه» در بن‌بست سقف بدهی که چند روز پیش از آن با قانون کنترل بودجه حل شده بود؛ بازارهای سهام جهانی ظرف چند روز 5 تا 7 درصد سقوط کردند.,fiscal;banking,https://www.washingtonpost.com/business/economy/sandp-considering-first-downgrade-of-us-credit-rating/2011/08/05/gIQAqKeIxI_story.html,The Washington Post
2017-12-22,USA,policy-enacted,Tax Cuts and Jobs Act signed,امضای قانون کاهش مالیات و مشاغل,"Cuts the corporate tax rate from 35% to 21% and lowers individual income-tax rates, the largest US tax overhaul since 1986.",نرخ مالیات شرکتی را از 35 به 21 درصد کاهش و نرخ‌های مالیات بر درآمد فردی را پایین آورد؛ بزرگ‌ترین بازنگری مالیاتی آمریکا از سال 1986.,fiscal,https://www.congress.gov/bill/115th-congress/house-bill/1,Congress.gov — H.R.1 (115th Congress)
2018-07-06,USA,sanction-imposed,Section 301 tariffs on China take effect,اجرای تعرفه‌های بند 301 بر چین,"First tranche of 25% tariffs on $34bn of Chinese imports takes effect under Section 301, opening the US-China trade war; further tranches and Chinese retaliation follow through 2019.",نخستین بسته تعرفه‌های 25 درصدی بر 34 میلیارد دلار واردات چینی بر اساس بند 301 اجرایی شد و جنگ تجاری آمریکا و چین را آغاز کرد؛ بسته‌های بعدی و تلافی چین تا سال 2019 ادامه یافت.,trade,https://ustr.gov/about-us/policy-offices/press-office/press-releases/2018/july/statement-us-trade-representative,Office of the US Trade Representative
2020-03-27,USA,policy-enacted,CARES Act signed,امضای قانون کرز,"$2.2 trillion COVID-19 relief package provides direct stimulus payments, expanded unemployment insurance, and the Paycheck Protection Program for small businesses.",بسته کمکی 2.2 تریلیون دلاری کووید-19 پرداخت‌های محرک مستقیم، بیمه بیکاری گسترده‌یافته و برنامه حفاظت از حقوق برای کسب‌وکارهای کوچک را فراهم کرد.,fiscal;labor,https://www.congress.gov/bill/116th-congress/house-bill/748,Congress.gov — H.R.748 (116th Congress)
2022-06-01,USA,economic-event,Inflation surge peaks at 9.1%,اوج‌گیری تورم به 9.1 درصد,"CPI inflation hits a 40-year high of 9.1% year-on-year in June 2022, driven by pandemic-era supply-chain disruption, fiscal stimulus, and energy prices following Russia's invasion of Ukraine.",تورم شاخص قیمت مصرف‌کننده در خرداد 1401 به بالاترین سطح چهل سال اخیر یعنی 9.1 درصد نسبت به سال قبل رسید که ناشی از اختلال زنجیره تأمین دوران همه‌گیری، محرک مالی و قیمت انرژی پس از حمله روسیه به اوکراین بود.,inflation,https://www.bls.gov/opub/ted/2022/consumer-prices-up-9-1-percent-over-the-year-ended-june-2022-largest-increase-in-40-years.htm,US Bureau of Labor Statistics
2022-08-09,USA,policy-enacted,CHIPS and Science Act signed,امضای قانون چیپس و علوم,"Authorizes roughly $52bn in subsidies for domestic semiconductor manufacturing and research, aimed at reducing reliance on Asian chip supply chains.",حدود 52 میلیارد دلار یارانه برای تولید و پژوهش داخلی نیمه‌هادی‌ها را مجاز می‌کند، با هدف کاهش وابستگی به زنجیره‌های تأمین تراشه آسیایی.,fiscal;trade,https://www.congress.gov/bill/117th-congress/house-bill/4346,Congress.gov — H.R.4346 (117th Congress)
2022-08-16,USA,policy-enacted,Inflation Reduction Act signed,امضای قانون کاهش تورم,"Climate, healthcare and tax package authorizing roughly $400bn in clean-energy incentives and allowing Medicare to negotiate some drug prices, partly funded by a 15% corporate minimum tax.",بسته اقلیمی، بهداشتی و مالیاتی که حدود 400 میلیارد دلار مشوق انرژی پاک را مجاز می‌کند و به مدیکر اجازه می‌دهد بر سر برخی قیمت‌های دارو مذاکره کند، بخشی از آن از محل مالیات حداقلی 15 درصدی شرکت‌ها تأمین می‌شود.,fiscal,https://www.congress.gov/bill/117th-congress/house-bill/5376,Congress.gov — H.R.5376 (117th Congress)
