date,country,event_type,title,title_fa,description,description_fa,economic_domains,source_url,source_name
2001-02-19,TUR,economic-event,"2001 Turkish economic crisis (""Black Wednesday"")",بحران اقتصادی 2001 ترکیه («چهارشنبه سیاه»),Political clash between the president and prime minister triggers a banking-sector collapse; the lira loses roughly half its value and ~$70bn in value is wiped out system-wide.,درگیری سیاسی میان رئیس‌جمهور و نخست‌وزیر فروپاشی بخش بانکی را برانگیخت؛ لیر حدود نیمی از ارزش خود را از دست داد و حدود 70 میلیارد دلار ارزش در سطح کل نظام نابود شد.,fx;banking;fiscal,https://www.turkiyetoday.com/business/black-wednesday-wipes-out-70b-how-turkiye-endured-its-worst-financial-crisis-in-2001-3214815,Türkiye Today
2001-03-14,TUR,policy-enacted,Kemal Derviş stabilization program,برنامه تثبیت کمال درویش,"Newly appointed economy minister enacts sweeping reforms: central bank independence, bank recapitalization, a floating exchange-rate regime, and fiscal discipline, ending Turkey's fixed/managed exchange-rate era.",وزیر اقتصاد تازه‌منصوب‌شده اصلاحاتی گسترده را اجرا کرد: استقلال بانک مرکزی، افزایش سرمایه بانک‌ها، نظام نرخ ارز شناور و انضباط مالی، که به دوران نرخ ارز ثابت و مدیریت‌شده ترکیه پایان داد.,fx;banking;fiscal,https://en.wikipedia.org/wiki/Kemal_Dervi%C5%9F,Wikipedia — Kemal Derviş (cross-check)
2005-01-01,TUR,policy-enacted,Currency redenomination,حذف صفر از پول ملی,"Six zeros dropped, creating the ""new Turkish lira"" (YTL), a symbolic close to the high-inflation era of the 1990s/2000s.",شش صفر حذف شد و «لیر جدید ترکیه» پدید آمد، پایانی نمادین بر دوران تورم بالای دهه‌های 1990 و 2000.,fx,https://en.wikipedia.org/wiki/Turkish_lira,Wikipedia — Turkish lira (cross-check)
2005-10-03,TUR,institutional-change,EU accession negotiations begin,آغاز مذاکرات الحاق به اتحادیه اروپا,"Formal EU membership talks open, anchoring a period of structural reform and foreign investment inflows.",مذاکرات رسمی عضویت در اتحادیه اروپا آغاز شد و دوره‌ای از اصلاحات ساختاری و ورود سرمایه‌گذاری خارجی را تثبیت کرد.,trade;fiscal,https://www.imf.org/en/countries/tur,IMF Turkey country page
2008-10-01,TUR,economic-event,Global Financial Crisis impact,تأثیر بحران مالی جهانی,Export demand and capital inflows collapse alongside the global crisis; the economy contracts sharply in 2009 before a strong post-crisis rebound aided by post-2001 banking reforms.,تقاضای صادراتی و ورود سرمایه همزمان با بحران جهانی فروپاشید؛ اقتصاد در سال 2009 به‌شدت منقبض شد پیش از بازگشتی قدرتمند پس از بحران که اصلاحات بانکی پس از 2001 به آن یاری رساند.,fx;banking;trade,https://www.imf.org/en/countries/tur,IMF Turkey country page
2016-07-15,TUR,political-event,Failed coup attempt,کودتای نافرجام,"A faction of the military attempts to overthrow President Erdoğan; the failed coup triggers a lira selloff, a subsequent state of emergency, and a mass purge of the civil service and judiciary with lasting effects on investor confidence.",جناحی از ارتش کوشید رجب طیب اردوغان، رئیس‌جمهور، را سرنگون کند؛ ناکامی کودتا فروش گسترده لیر، وضعیت اضطراری متعاقب و پاکسازی گسترده کارمندان دولت و قوه قضائیه را در پی داشت که اثری ماندگار بر اعتماد سرمایه‌گذاران گذاشت.,fx,https://www.aljazeera.com/economy/2021/12/1/turkey-lira-crashing-will-currency-crisis-worsen,Al Jazeera
2018-08-10,TUR,economic-event,2018 lira crisis,بحران لیر در سال 2018,Lira loses ~40% of its value against the US dollar within the month amid US sanctions/tariffs tied to the detention of pastor Andrew Brunson and broader current-account/inflation imbalances.,لیر ظرف یک ماه حدود 40 درصد از ارزش خود را در برابر دلار آمریکا از دست داد، در بحبوحه تحریم‌ها و تعرفه‌های آمریکا مرتبط با بازداشت اندرو برانسون، کشیش آمریکایی، و عدم توازن گسترده‌تر حساب جاری و تورم.,fx,https://en.wikipedia.org/wiki/Turkish_economic_crisis_(2018%E2%80%93current),Wikipedia — Turkish economic crisis 2018-current (cross-check)
2019-07-06,TUR,political-event,Central bank governor dismissed,برکناری رئیس بانک مرکزی,"President Erdoğan removes Central Bank Governor Murat Çetinkaya over disagreement on interest-rate policy, beginning a pattern of governor turnover tied to unorthodox low-rate policy.",اردوغان، رئیس‌جمهور، مراد چتین‌کایا، رئیس بانک مرکزی، را بر سر اختلاف در سیاست نرخ بهره برکنار کرد و الگویی از جابه‌جایی پیاپی رؤسای بانک مرکزی در پیوند با سیاست نامتعارف نرخ پایین آغاز شد.,fx;banking,https://en.wikipedia.org/wiki/Turkish_economic_crisis_(2018%E2%80%93current),Wikipedia — Turkish economic crisis 2018-current (cross-check)
2021-03-20,TUR,political-event,Naci Ağbal dismissed after rate hike,برکناری ناجی آغبال پس از افزایش نرخ بهره,"Governor Ağbal removed days after raising rates to defend the lira; successor Kavcıoğlu cuts rates from 19% to 14% through 2021, driving a further currency collapse (lira down ~40% in 2021, ~30% in November alone).",آغبال، رئیس بانک مرکزی، چند روز پس از افزایش نرخ بهره برای دفاع از لیر برکنار شد؛ جانشین او، کاوجی‌اوغلو، نرخ‌ها را در طول سال 2021 از 19 به 14 درصد کاهش داد و سقوط بیشتر پول ملی را رقم زد (لیر در سال 2021 حدود 40 درصد و تنها در نوامبر حدود 30 درصد سقوط کرد).,fx;banking,https://www.aljazeera.com/economy/2021/12/1/turkey-lira-crashing-will-currency-crisis-worsen,Al Jazeera
2023-02-06,TUR,catastrophe,Kahramanmaraş earthquake sequence,زنجیره زلزله‌های کهرمان‌مرعش,"Twin M7.8 and M7.5 earthquakes devastate eleven southeastern provinces, killing over 50,000 people in Turkey (plus thousands more in northern Syria) in the deadliest disaster in the country's modern history; the World Bank's rapid damage assessment estimates $34.2 billion in direct physical damage (about 4% of 2021 GDP), with total reconstruction and output-loss costs subsequently estimated far higher -- roughly $100bn+ by some later assessments.","دو زلزله به بزرگی 7.8 و 7.5 یازده استان جنوب شرقی را ویران کرد و بیش از 50,000 نفر را در ترکیه (به‌علاوه هزاران نفر دیگر در شمال سوریه) کشت؛ مرگبارترین فاجعه تاریخ معاصر این کشور. ارزیابی سریع خسارت بانک جهانی 34.2 میلیارد دلار خسارت مستقیم فیزیکی (حدود 4 درصد تولید ناخالص داخلی سال 2021) را برآورد می‌کند، در حالی که کل هزینه‌های بازسازی و تولید ازدست‌رفته در ارزیابی‌های بعدی بسیار بالاتر، حدود بیش از 100 میلیارد دلار، برآورد شد.",fiscal;labor,https://www.worldbank.org/en/news/press-release/2023/02/27/earthquake-damage-in-turkiye-estimated-to-exceed-34-billion-world-bank-disaster-assessment-report,World Bank — press release on the Global Rapid Post-Disaster Damage Estimation (GRADE) Report
2023-06-08,TUR,policy-enacted,Return to policy orthodoxy,بازگشت به سیاست متعارف اقتصادی,"Post-election economic team (Mehmet Şimşek at Treasury, Hafize Gaye Erkan then Fatih Karahan at the central bank) begins reversing years of low-rate policy with sharp rate hikes to combat inflation.",تیم اقتصادی پس از انتخابات (محمد شیمشک در خزانه‌داری، حفیظه گایه ارکان و سپس فاتح کاراهان در بانک مرکزی) با افزایش شدید نرخ بهره برای مقابله با تورم، سال‌ها سیاست نرخ پایین را وارونه کرد.,fx;banking,https://www.imf.org/en/countries/tur,IMF Turkey country page
