date,country,event_type,title,title_fa,description,description_fa,economic_domains,source_url,source_name
1998-08-17,RUS,catastrophe,Russian financial crisis — ruble default,بحران مالی روسیه؛ نکول روبل,"Government of PM Sergei Kiriyenko abandons its ruble defense, defaults on domestic GKO debt, and imposes a 90-day moratorium on external commercial debt payments; the ruble falls from about 6.3 to 21 per dollar within weeks.",دولت سرگئی کیرینکو، نخست‌وزیر، دفاع از روبل را رها کرد، در بازپرداخت اوراق بدهی داخلی گِ‌کِ‌اُ نکول کرد و مهلت 90روزه‌ای بر پرداخت بدهی‌های تجاری خارجی اعمال کرد؛ روبل ظرف چند هفته از حدود 6.3 به 21 در برابر هر دلار سقوط کرد.,fx;banking;fiscal,https://www.everycrsreport.com/reports/98-578.html,Congressional Research Service — The Russian Financial Crisis of 1998
2000-05-07,RUS,political-event,Putin inaugurated president; 2000s oil-boom growth begins,تحلیف پوتین؛ آغاز رشد ناشی از رونق نفتی دهه 2000,"Vladimir Putin's inauguration marks the start of a decade of roughly 7% average annual GDP growth, fueled by rising oil and gas prices and post-1998-devaluation competitiveness, before growth slows after the 2008 crisis.",مراسم تحلیف ولادیمیر پوتین آغاز دهه‌ای با میانگین رشد سالانه حدود 7 درصدی تولید ناخالص داخلی را رقم زد که از افزایش قیمت نفت و گاز و رقابت‌پذیری پس از کاهش ارزش پول در سال 1998 نیرو می‌گرفت، پیش از آنکه رشد پس از بحران 2008 کند شود.,oil;fiscal,https://www.imf.org/en/countries/rus,IMF Russia country page
2003-10-25,RUS,political-event,Yukos affair — Khodorkovsky arrested,پرونده یوکوس؛ بازداشت خودورکوفسکی,"FSB agents arrest Yukos CEO Mikhail Khodorkovsky, then Russia's richest man, on tax-evasion and fraud charges; Yukos is later dismantled and its assets absorbed into state-controlled Rosneft, marking a turning point toward renewed state control of strategic industry under Putin.",مأموران اف‌اس‌ب میخائیل خودورکوفسکی، مدیرعامل یوکوس و ثروتمندترین مرد وقت روسیه، را به اتهام فرار مالیاتی و کلاهبرداری بازداشت کردند؛ یوکوس بعدها تجزیه و دارایی‌هایش در روس‌نفت دولتی جذب شد، نقطه عطفی به سوی بازگشت کنترل دولت بر صنایع راهبردی در دوران پوتین.,oil;fiscal,https://www.aei.org/research-products/report/the-yukos-affair/,American Enterprise Institute
2004-01-01,RUS,institutional-change,Stabilization Fund of Russia established,تأسیس صندوق تثبیت روسیه,"Government creates a sovereign wealth fund to accumulate oil revenue earned above a cutoff price (initially $20/barrel Urals), insulating the budget from commodity swings after the 1998 crisis exposed the danger of oil-revenue dependence.",دولت صندوق ثروت حاکمیتی‌ای را برای انباشت درآمد نفتی مازاد بر یک قیمت آستانه (در ابتدا 20 دلار در هر بشکه نفت اورال) تأسیس کرد تا بودجه را از نوسان قیمت کالاهای اساسی مصون بدارد، پس از آنکه بحران 1998 خطر وابستگی به درآمد نفتی را آشکار کرده بود.,oil;fiscal,https://en.wikipedia.org/wiki/Stabilization_Fund_of_the_Russian_Federation,Wikipedia — Stabilization Fund of the Russian Federation (cross-check)
2008-08-08,RUS,economic-event,Russo-Georgian War and 2008 financial crisis pressure,جنگ روسیه و گرجستان و فشار بحران مالی 2008,War with Georgia accelerates capital flight and ruble weakness just as the global financial crisis hits; the central bank spends over $200bn in reserves defending the ruble through early 2009 as the stock market falls roughly 70% from its May peak.,جنگ با گرجستان درست همزمان با اصابت بحران مالی جهانی، فرار سرمایه و تضعیف روبل را شتاب بخشید؛ بانک مرکزی تا اوایل 2009 بیش از 200 میلیارد دلار از ذخایر را صرف دفاع از روبل کرد، در حالی که بازار سهام حدود 70 درصد از اوج ماه مه خود سقوط کرد.,fx;fiscal,https://en.wikipedia.org/wiki/2008_Russian_financial_crisis,Wikipedia — 2008 Russian financial crisis / Great Recession in Russia (cross-check)
2014-03-06,RUS,sanction-imposed,First Western sanctions over Crimea,نخستین تحریم‌های غرب بر سر کریمه,"US Executive Order 13660 authorizes sanctions on individuals and entities undermining Ukraine's sovereignty; coordinated US/EU/Canada sanctions follow on March 17, a day before Russia formally annexes Crimea.",فرمان اجرایی 13660 آمریکا اعمال تحریم بر افراد و نهادهایی که حاکمیت اوکراین را تضعیف می‌کنند را مجاز کرد؛ تحریم‌های هماهنگ آمریکا، اتحادیه اروپا و کانادا در 17 مارس، یک روز پیش از الحاق رسمی کریمه به روسیه، در پی آمد.,fx;trade,https://www.consilium.europa.eu/en/policies/sanctions-against-russia/timeline-sanctions-against-russia/,Council of the European Union — Timeline of EU Sanctions Against Russia
2014-03-18,RUS,political-event,Annexation of Crimea,الحاق کریمه,"Russia formally incorporates Crimea and Sevastopol following a disputed referendum, triggering the first major post-Cold War Western sanctions regime against Russia.",روسیه پس از همه‌پرسی‌ای مورد مناقشه، کریمه و سواستوپل را رسماً به خاک خود پیوست و نخستین رژیم بزرگ تحریم‌های غربی علیه روسیه پس از جنگ سرد را برانگیخت.,fx,https://carnegieendowment.org/posts/2017/03/revisiting-the-2014-annexation-of-crimea?lang=en,Carnegie Endowment for International Peace
2014-12-16,RUS,catastrophe,"""Black Tuesday"" ruble collapse",سقوط روبل در «سه‌شنبه سیاه»,"Ruble falls nearly 20% in a single day to a record low near 80/dollar despite an emergency central-bank rate hike from 10.5% to 17%, driven by collapsing oil prices, Western sanctions over Crimea, and a Rosneft bailout absorbing dollar liquidity.",روبل در یک روز نزدیک به 20 درصد سقوط کرد و به کف تاریخی نزدیک 80 در برابر هر دلار رسید، با وجود افزایش اضطراری نرخ بهره بانک مرکزی از 10.5 به 17 درصد؛ این سقوط از فروپاشی قیمت نفت، تحریم‌های غرب بر سر کریمه و بسته نجات روس‌نفت که نقدینگی دلاری را جذب کرد، نیرو می‌گرفت.,fx;oil,https://money.cnn.com/2014/12/15/investing/russia-ruble-economy-crash/,CNN Business
2022-02-24,RUS,catastrophe,Russia launches full-scale invasion of Ukraine,آغاز حمله تمام‌عیار روسیه به اوکراین,"Russian forces invade Ukraine on multiple fronts (see GLOBAL entry), triggering the largest European war since 1945 and the most extensive Western sanctions regime ever imposed on a major economy.",نیروهای روسیه از چند جبهه به اوکراین حمله کردند (نک: مدخل جهانی) و بزرگ‌ترین جنگ اروپا از سال 1945 و گسترده‌ترین رژیم تحریمی غرب علیه یک اقتصاد بزرگ را رقم زدند.,fx;trade;oil,https://ofac.treasury.gov/sanctions-programs-and-country-information/russia-related-sanctions,OFAC — Russia-Related Sanctions
2022-02-26,RUS,sanction-imposed,SWIFT disconnection and central-bank reserve freeze,قطع سوئیفت و انجماد ذخایر بانک مرکزی,"US, EU, UK and Canada remove major Russian banks from SWIFT messaging and freeze roughly $300bn of Russian central bank foreign reserves, the most severe financial sanctions ever applied to a G20 economy.",آمریکا، اتحادیه اروپا، بریتانیا و کانادا بانک‌های بزرگ روسیه را از شبکه پیام‌رسانی سوئیفت حذف و حدود 300 میلیارد دلار از ذخایر ارزی بانک مرکزی روسیه را مسدود کردند؛ شدیدترین تحریم‌های مالی که تاکنون بر یک اقتصاد عضو گروه 20 اعمال شده است.,banking;fx,https://ofac.treasury.gov/sanctions-programs-and-country-information/russia-related-sanctions,OFAC — Russia-Related Sanctions
2022-06-27,RUS,economic-event,Russia's first foreign-currency sovereign default since 1918,نخستین نکول حاکمیتی ارزی روسیه از سال 1918,"Russia misses roughly $100m in Eurobond coupon payments after US sanctions block the payment channel, its first default on foreign-currency debt in over a century — a technical default caused by sanctions rather than an inability to pay.",روسیه پس از آنکه تحریم‌های آمریکا کانال پرداخت را مسدود کرد، حدود 100 میلیون دلار از پرداخت کوپن اوراق قرضه یورویی را از دست داد؛ نخستین نکول بدهی ارزی این کشور در بیش از یک قرن، نکولی فنی که از تحریم‌ها ناشی شد، نه از ناتوانی در پرداخت.,fiscal;fx,https://www.bloomberg.com/news/articles/2022-06-26/russia-defaults-on-foreign-debt-for-first-time-since-1918,Bloomberg
