date,country,event_type,title,title_fa,description,description_fa,economic_domains,source_url,source_name
1980-09-22,IRQ,catastrophe,"Iraq invades Iran, opening the Iran-Iraq War",حمله عراق به ایران و آغاز جنگ ایران و عراق,"Saddam Hussein's invasion of Iran begins an eight-year war financed heavily by loans from Gulf Arab states; Iraq accumulates an estimated $30-40bn in war debt to Kuwait and Saudi Arabia alone, a burden that later feeds Iraq's economic grievances against Kuwait ahead of the 1990 invasion.",حمله صدام حسین به ایران جنگی هشت‌ساله را آغاز کرد که تا حد زیادی از طریق وام‌های کشورهای عربی خلیج فارس تأمین مالی می‌شد؛ عراق تنها به کویت و عربستان سعودی نزدیک به ۳۰ تا ۴۰ میلیارد دلار بدهی جنگی انباشت کرد، باری که بعدها به شکایت‌های اقتصادی عراق از کویت پیش از حمله سال ۱۹۹۰ دامن زد.,oil;fiscal,https://www.britannica.com/event/Iran-Iraq-War,Encyclopaedia Britannica
1990-08-02,IRQ,catastrophe,Iraq invades and annexes Kuwait,حمله عراق و الحاق کویت,"Iraqi forces occupy Kuwait, seizing its oil fields and reserves amid disputes over OPEC quota overproduction, Rumaila-field drilling, and Iraq's unpaid war debt; the invasion triggers an immediate global oil-price spike and comprehensive international sanctions within days.",نیروهای عراقی کویت را اشغال کردند و میدان‌های نفتی و ذخایر آن را در پی اختلاف بر سر تولید مازاد بر سهمیه اوپک، حفاری در میدان الرمیله و بدهی‌های پرداخت‌نشده جنگی تصرف کردند؛ این حمله بلافاصله قیمت جهانی نفت را جهش داد و ظرف چند روز به تحریم‌های گسترده بین‌المللی انجامید.,oil;fiscal,https://www.britannica.com/event/Persian-Gulf-War,Encyclopaedia Britannica
1990-08-06,IRQ,sanction-imposed,UN Security Council imposes comprehensive sanctions (Resolution 661),تحریم‌های جامع شورای امنیت سازمان ملل علیه عراق (قطعنامه ۶۶۱),"The Security Council bans nearly all trade with Iraq -- imports, exports, and financial transactions except medicine and humanitarian food -- cutting off the great majority of Iraq's oil-export revenue for over a decade and triggering hyperinflation and a collapse in living standards through the 1990s.",شورای امنیت تقریباً تمام مبادلات تجاری با عراق، شامل واردات، صادرات و تراکنش‌های مالی به‌جز دارو و مواد غذایی بشردوستانه را ممنوع کرد؛ این اقدام بخش عمده درآمد صادرات نفتی عراق را برای بیش از یک دهه قطع کرد و به تورم افسارگسیخته و سقوط سطح زندگی در دهه ۱۹۹۰ انجامید.,trade;fx;oil,https://unscr.com/en/resolutions/661/,"Security Council Resolution 661 (1990), via UNSCR.com"
1995-04-14,IRQ,policy-enacted,UN Resolution 986 creates the Oil-for-Food framework,قطعنامه ۹۸۶ سازمان ملل و برنامه نفت در برابر غذا,"The Security Council authorizes Iraq to sell up to $1bn of oil every 90 days into a UN-controlled escrow account to fund food, medicine, and humanitarian imports; Iraq accepts the arrangement in 1996 and the first shipments arrive in March 1997, partially easing (though not ending) the 1990 sanctions' economic damage.",شورای امنیت به عراق اجازه داد هر ۹۰ روز تا یک میلیارد دلار نفت را از طریق حساب امانی تحت نظارت سازمان ملل بفروشد تا واردات غذا، دارو و کالاهای بشردوستانه تأمین مالی شود؛ عراق این ترتیب را در سال ۱۹۹۶ پذیرفت و نخستین محموله‌ها در مارس ۱۹۹۷ وارد شدند که تا حدی، بی‌آنکه به‌طور کامل جبران کند، آسیب اقتصادی تحریم‌های ۱۹۹۰ را کاهش داد.,oil;trade;fx,https://www.un.org/Depts/oip/background/latest/backgroundnoteandans030425.html,United Nations Office of the Iraq Programme
2003-03-18,IRQ,economic-event,Saddam Hussein orders roughly $1bn withdrawn from the Central Bank,دستور صدام حسین برای برداشت نزدیک به یک میلیارد دلار از بانک مرکزی,"On the eve of the US-led invasion, Saddam Hussein hand-writes an order for his son Qusay to withdraw nearly $1bn (about a quarter of the country's currency reserves) in cash from the Central Bank of Iraq; a large portion of the money is never recovered, compounding the collapse of Iraqi state financial institutions during the invasion.",در آستانه حمله ائتلاف به رهبری آمریکا، صدام حسین دستوری دست‌نویس داد تا پسرش قصی نزدیک به یک میلیارد دلار، حدود یک‌چهارم ذخایر ارزی کشور، را به‌صورت نقد از بانک مرکزی عراق برداشت کند؛ بخش بزرگی از این پول هرگز بازیافت نشد و فروپاشی نهادهای مالی دولتی عراق در جریان حمله را تشدید کرد.,banking;fx,https://www.cbsnews.com/news/saddam-set-bank-heist-record-report/,CBS News
2003-05-23,IRQ,policy-enacted,CPA Order 2 dissolves the Iraqi army and Ba'ath state,دستور شماره ۲ اداره ائتلاف موقت و انحلال ارتش عراق,"The Coalition Provisional Authority disbands the Iraqi army, air force, navy, intelligence services, and Ba'ath Party structures, throwing roughly 400,000 soldiers and hundreds of thousands of other public employees out of work overnight without pensions -- a labor-market shock widely blamed for fueling the subsequent insurgency.",اداره ائتلاف موقت ارتش، نیروی هوایی، نیروی دریایی، سرویس‌های اطلاعاتی و ساختار حزب بعث را منحل کرد و در یک شب حدود ۴۰۰ هزار سرباز و صدها هزار کارمند دولتی دیگر را بدون مستمری بیکار کرد؛ این ضربه به بازار کار عاملی مهم در شکل‌گیری شورش پس از اشغال شناخته می‌شود.,labor;fiscal,https://en.wikipedia.org/wiki/Coalition_Provisional_Authority_Order_2,"Wikipedia — Coalition Provisional Authority Order 2 (cross-checked against Pfiffner, 'US Blunders in Iraq: De-Baathification and Disbanding the Army', academic paper)"
2003-09-19,IRQ,policy-enacted,CPA Order 39 opens Iraq to 100% foreign ownership,دستور شماره ۳۹ اداره ائتلاف موقت و آزادسازی سرمایه‌گذاری خارجی,"The Coalition Provisional Authority allows foreign investors to own up to 100% of Iraqi businesses in most sectors (excluding natural resources) on equal terms with Iraqi investors, an unprecedented economic liberalization imposed under occupation before any elected Iraqi government existed.",اداره ائتلاف موقت به سرمایه‌گذاران خارجی اجازه داد تا سقف ۱۰۰ درصد در بیشتر بخش‌های اقتصادی عراق (به‌جز منابع طبیعی) و با شرایطی برابر با سرمایه‌گذاران عراقی مالکیت داشته باشند؛ این آزادسازی اقتصادی بی‌سابقه پیش از روی‌کار آمدن هر دولت منتخب عراقی، تحت اشغال تحمیل شد.,fiscal;trade,https://govinfo.library.unt.edu/cpa-iraq/regulations/20031220_CPAORD_39_Foreign_Investment_.pdf,Coalition Provisional Authority — Order Number 39: Foreign Investment (primary text)
2003-10-15,IRQ,policy-enacted,New Iraqi dinar replaces Saddam-era and Swiss dinars,معرفی دینار جدید عراق به‌جای دینار دوران صدام و دینار سوئیسی,"The CPA introduces new banknotes and runs a three-month exchange (through 15 January 2004), converting old Saddam-era notes at par and the northern 'Swiss dinar' at 1:150, unifying Iraq's currency for the first time since the Kurdish region's de facto monetary split during the 1990s sanctions era.",اداره ائتلاف موقت اسکناس‌های جدید را معرفی کرد و طی سه ماه (تا ۱۵ ژانویه ۲۰۰۴) تبادل اسکناس‌های دوران صدام به نرخ برابر و دینار موسوم به سوئیسی در شمال کشور به نسبت ۱ به ۱۵۰ را انجام داد؛ این اقدام برای نخستین‌بار از زمان جدایی پولی عملی منطقه کردستان در دوران تحریم‌های دهه ۱۹۹۰، پول عراق را یکپارچه کرد.,fx,https://govinfo.library.unt.edu/cpa-iraq/budget/IraqCurrencyExchange.html,Coalition Provisional Authority — Iraq Currency Exchange (primary program page)
2004-11-21,IRQ,policy-enacted,Paris Club agrees to cancel 80% of Iraq's debt,توافق باشگاه پاریس برای بخشش ۸۰ درصد بدهی عراق,"Paris Club creditor nations agree to write off roughly 80% (net present value) of Iraq's nearly $39bn Paris Club debt in three staged tranches tied to IMF program compliance, unlocking room for postwar reconstruction financing.",کشورهای طلبکار عضو باشگاه پاریس توافق کردند نزدیک به ۸۰ درصد (به ارزش فعلی خالص) از بدهی نزدیک به ۳۹ میلیارد دلاری عراق به این باشگاه را طی سه مرحله و منوط به اجرای برنامه صندوق بین‌المللی پول ببخشند و بدین ترتیب فضایی برای تأمین مالی بازسازی پس از جنگ فراهم شد.,fiscal;banking,https://www.pbs.org/newshour/economy/middle_east-july-dec04-iraq-debt_11-22,PBS NewsHour
2009-06-30,IRQ,economic-event,First post-invasion oil licensing round awards Rumaila to BP-CNPC,نخستین دور مناقصه نفتی پس از اشغال و واگذاری میدان الرمیله به کنسرسیوم بی‌پی-سی‌ان‌پی‌سی,"After decades of nationalization and sanctions had shut foreign majors out, Iraq's first post-2003 oil licensing round awards its giant Rumaila field to a BP-CNPC consortium under service contracts, marking international oil companies' return to Iraqi fields even as most other blocks in the round go unawarded due to disputed contract terms.",پس از دهه‌ها ملی‌سازی و تحریم که شرکت‌های بزرگ نفتی خارجی را کنار گذاشته بود، نخستین دور مناقصه نفتی عراق پس از ۲۰۰۳ میدان عظیم الرمیله را طی قراردادهای خدماتی به کنسرسیومی از بی‌پی و سی‌ان‌پی‌سی واگذار کرد؛ این رویداد بازگشت شرکت‌های نفتی بین‌المللی به میدان‌های عراق را رقم زد، هرچند بیشتر بلوک‌های دیگر این دور به دلیل اختلاف بر سر شرایط قرارداد واگذار نشدند.,oil;fiscal,https://www.offshore-technology.com/features/feature70823/,Offshore Technology
2014-06-10,IRQ,catastrophe,ISIS captures Mosul; Kurdish forces seize Kirkuk's oil fields,سقوط موصل به دست داعش و تصرف میدان‌های نفتی کرکوک توسط نیروهای کرد,"The Islamic State's capture of Mosul and several northern oil fields (Ajil, Qayyarah), combined with Kurdish Peshmerga's simultaneous takeover of the Kirkuk oil complex, fragments Iraq's oil-production base just as global oil prices begin their 2014-16 collapse, triggering an acute fiscal and balance-of-payments crisis in Baghdad.",تصرف موصل و چند میدان نفتی شمالی (اجیل و قیاره) توسط داعش، همزمان با تصرف مجتمع نفتی کرکوک توسط نیروهای پیشمرگه کرد، پایه تولید نفت عراق را پراکنده کرد؛ این رویداد درست همزمان با آغاز سقوط قیمت جهانی نفت در سال‌های ۲۰۱۴ تا ۲۰۱۶ رخ داد و بحران شدید مالی و تراز پرداخت‌ها را برای بغداد رقم زد.,oil;fiscal,https://en.wikipedia.org/wiki/Fall_of_Mosul,"Wikipedia — Fall of Mosul (cross-checked against Al Jazeera, 'How ISIL changed the oil map of Iraq')"
2016-07-07,IRQ,policy-enacted,IMF approves $5.34bn Stand-By Arrangement for Iraq,تصویب وام آماده صندوق بین‌المللی پول به ارزش ۵.۳۴ میلیارد دلار برای عراق,"Facing a combined ISIS-war and oil-price collapse shock that opens an estimated $18bn financing gap, the IMF approves a three-year Stand-By Arrangement conditioned on fiscal consolidation, public-financial-management reform, and debt sustainability; Iraq's 2015 GDP had contracted 2.4% despite a 13% rise in oil output.",در پی شوک ترکیبی جنگ با داعش و سقوط قیمت نفت که شکافی مالی به ارزش تخمینی ۱۸ میلیارد دلار ایجاد کرده بود، صندوق بین‌المللی پول یک تسهیلات آماده سه‌ساله را منوط به تعدیل مالی، اصلاح مدیریت مالی عمومی و پایداری بدهی تصویب کرد؛ تولید ناخالص داخلی عراق در سال ۲۰۱۵ با وجود افزایش ۱۳ درصدی تولید نفت، ۲.۴ درصد کاهش یافته بود.,fiscal;oil,https://www.imf.org/en/News/Articles/2016/07/07/19/55/PR16321-Iraq-IMF-Executive-Board-Approves-US5-34-billion-Stand-By-Arrangement,International Monetary Fund — press release
2017-10-16,IRQ,political-event,Iraqi forces retake Kirkuk from Kurdish control,بازپس‌گیری کرکوک از کنترل کردها توسط نیروهای عراقی,"Following the KRG's September 2017 independence referendum, federal Iraqi forces and allied militias retake Kirkuk and its oil fields from Kurdish Peshmerga within hours; the Kurdistan Regional Government loses roughly 40% of its territory and the oil production that had financed up to 80% of its budget, triggering a regional financial crisis.",پس از همه‌پرسی استقلال اقلیم کردستان در سپتامبر ۲۰۱۷، نیروهای فدرال عراق و شبه‌نظامیان متحد آن ظرف چند ساعت کرکوک و میدان‌های نفتی آن را از پیشمرگه کرد پس گرفتند؛ اقلیم کردستان نزدیک به ۴۰ درصد از قلمرو خود و تولید نفتی که تا ۸۰ درصد بودجه‌اش را تأمین می‌کرد از دست داد و این امر بحرانی مالی در منطقه رقم زد.,oil;fiscal,https://www.washingtonpost.com/world/middle_east/iraqi-forces-retake-the-oil-rich-city-of-kirkuk-in-escalating-dispute-with-kurds/2017/10/16/39df8f4a-b294-11e7-9b93-b97043e57a22_story.html,The Washington Post
2020-12-19,IRQ,policy-enacted,Central Bank of Iraq devalues the dinar 23%,کاهش ۲۳ درصدی ارزش دینار توسط بانک مرکزی عراق,"Facing a fiscal crisis from the COVID-era oil-price collapse, the Central Bank lets the official exchange rate fall from 1,190 to about 1,460 dinars per dollar, the first major devaluation since the new dinar's 2003 introduction, sparking public backlash but easing dinar-denominated government spending pressure.",بانک مرکزی عراق در پی بحران مالی ناشی از سقوط قیمت نفت در دوران کووید-۱۹ اجازه داد نرخ رسمی ارز از ۱۱۹۰ به حدود ۱۴۶۰ دینار در برابر هر دلار کاهش یابد؛ این نخستین کاهش ارزش بزرگ از زمان معرفی دینار جدید در ۲۰۰۳ بود که با وجود واکنش منفی عمومی، فشار مخارج دولتی به دینار را کاهش داد.,fx;fiscal,https://www.washingtontimes.com/news/2020/dec/19/iraqs-central-bank-devalues-dinar-by-22-amid-publi/,The Washington Times
2021-12-21,IRQ,economic-event,Iraq completes Gulf War reparations to Kuwait,پایان پرداخت غرامت‌های جنگ خلیج فارس عراق به کویت,"Iraq makes its final payment toward the roughly $52.4bn the UN Compensation Commission awarded to claimants over the 1990-91 invasion of Kuwait, funded since 1991 by a mandatory share (originally 5%, later reduced) of Iraq's oil-export revenue -- a three-decade fiscal drag formally ending as this payment clears.",عراق آخرین قسط از نزدیک به ۵۲.۴ میلیارد دلار غرامتی را که کمیسیون غرامت سازمان ملل برای حمله ۱۹۹۰-۱۹۹۱ به کویت تعیین کرده بود پرداخت کرد؛ این غرامت از سال ۱۹۹۱ از محل سهمی الزامی (در ابتدا ۵ درصد و سپس کاهش‌یافته) از درآمد صادرات نفت عراق تأمین می‌شد و با این پرداخت، فشاری مالی سه‌دهه‌ای رسماً پایان یافت.,oil;fiscal,https://news.un.org/en/story/2022/02/1111632,UN News
2023-01,IRQ,economic-event,US Federal Reserve dollar restrictions trigger Iraqi currency crisis,محدودیت‌های فدرال‌رزرو آمریکا در فروش دلار به عراق و بحران ارزی این کشور,"The New York Fed tightens compliance screening on the Central Bank of Iraq's dollar purchases from around November 2022 to curb Iran-linked dollar smuggling through Iraq; roughly 80% of dollar-transfer requests are rejected, and the black-market dinar rate weakens to about 1,650 per dollar versus the roughly 1,460 official rate by early 2023.",فدرال‌رزرو نیویورک از حدود نوامبر ۲۰۲۲ نظارت بر خریدهای دلاری بانک مرکزی عراق را برای مهار قاچاق دلار مرتبط با ایران از طریق عراق تشدید کرد؛ در نتیجه نزدیک به ۸۰ درصد درخواست‌های انتقال دلار رد شد و نرخ دینار در بازار سیاه در اوایل ۲۰۲۳ در برابر نرخ رسمی نزدیک به ۱۴۶۰، به حدود ۱۶۵۰ دینار در هر دلار تضعیف شد.,fx;banking,https://www.thenationalnews.com/mena/iraq/2023/10/05/iraqi-banks-limit-dollar-cash-withdrawals-amid-us-scrutiny-and-de-dollarisation-plan/,The National
