date,country,event_type,title,title_fa,description,description_fa,economic_domains,source_url,source_name
1928-05-01,IRN,policy-enacted,Capitulations abolished,لغو نظام کاپیتولاسیون,"Iran unilaterally ends the 19th-century capitulations regime under which foreign nationals held extraterritorial legal immunity from Iranian courts, asserting full Iranian judicial sovereignty over foreign nationals.",ایران به‌طور یک‌جانبه به نظام کاپیتولاسیون قرن نوزدهمی که بر اساس آن اتباع خارجی از مصونیت قضایی فراسرزمینی در برابر دادگاه‌های ایران برخوردار بودند، پایان داد و حاکمیت کامل قضایی ایران بر اتباع خارجی را تثبیت کرد.,institutional;trade,https://www.iranicaonline.org/articles/commerce-vii/,Encyclopaedia Iranica (Commerce vii. In the Pahlavi and post-Pahlavi periods)
1928-05-01,IRN,policy-enacted,Tariff autonomy law enacted,تصویب قانون استقلال تعرفه‌ای,"New customs tariff law (11 Ordibehesht 1307) restores Iran's autonomy to set its own import tariffs, cancelling Qajar-era treaty limits on Iranian customs duties and introducing an ad valorem tariff structure.",قانون گمرکی جدید (11 اردیبهشت 1307) استقلال ایران در تعیین تعرفه‌های وارداتی خود را بازمی‌گرداند، محدودیت‌های عصر قاجار ناشی از معاهدات بر عوارض گمرکی ایران را لغو می‌کند و ساختار تعرفه ارزشی را معرفی می‌کند.,trade;fiscal,https://www.iranicaonline.org/articles/commerce-vii/,Encyclopaedia Iranica (Commerce vii. In the Pahlavi and post-Pahlavi periods)
1930-01-01,IRN,policy-enacted,Progressive income tax introduced,معرفی مالیات تصاعدی بر درآمد,"Iran's first progressive income tax law sets marginal rates from 0.5% to a maximum of 4%, though it applies mainly to public-sector wage and salary earners and yields limited government revenue.",نخستین قانون مالیات تصاعدی بر درآمد ایران نرخ‌های حاشیه‌ای از نیم تا حداکثر 4 درصد را تعیین کرد، هرچند عمدتاً شامل حقوق‌بگیران بخش دولتی می‌شد و درآمد محدودی برای دولت ایجاد کرد.,fiscal,https://www.iranicaonline.org/articles/fiscal-system-v-pahlavi-period/,Encyclopaedia Iranica (Fiscal System v. Pahlavi Period)
1931-02-01,IRN,policy-enacted,Foreign Trade Monopoly Law,قانون انحصار تجارت خارجی,"Majlis grants the government a monopoly over all foreign trade, empowering it to set import quotas tied to non-oil export proceeds and to establish state trading companies for sugar, tea, opium, tobacco and cereals -- the legal basis for an import-substitution industrialization strategy.",مجلس انحصار تجارت خارجی را به دولت واگذار کرد و به آن اختیار داد سهمیه‌های وارداتی را متناسب با درآمد صادرات غیرنفتی تعیین و شرکت‌های بازرگانی دولتی برای قند، چای، تریاک، تنباکو و غلات تأسیس کند؛ این قانون مبنای حقوقی راهبرد صنعتی‌سازی جایگزینی واردات شد.,trade;fiscal,https://www.iranicaonline.org/articles/economy-ix/,Encyclopaedia Iranica (Economy ix. In the Pahlavi Period)
1932-04-01,IRN,policy-enacted,Rial replaces qran as national currency,جایگزینی ریال به‌جای قِران به‌عنوان پول ملی,"Under the Unitary Currency Law of 1930-31, Bank Melli Iran assumes the monopoly on banknote issuance from the British-owned Imperial Bank of Persia (for a payment of £200,000), and the rial -- subdivided into 100 new dinars -- replaces the qran at par as Persia's official currency; Bank Melli's first banknotes (5, 10, 20, 100 and 500 rials) are issued starting April 1932.","بر اساس قانون واحد پول 1309-1310، بانک ملی ایران انحصار انتشار اسکناس را از بانک شاهنشاهی انگلیس در پارس (در ازای پرداخت 200,000 پوند) بر عهده گرفت و ریال، که به 100 دینار جدید تقسیم می‌شد، به‌جای قِران به‌عنوان پول رسمی پارس با برابری یک‌به‌یک جایگزین شد؛ نخستین اسکناس‌های بانک ملی (5، 10، 20، 100 و 500 ریالی) از فروردین 1311 منتشر شدند.",fx;banking,https://www.iranicaonline.org/articles/eskenas/,Encyclopaedia Iranica -- Eskenas (Banknotes)
1932-11-27,IRN,policy-repealed,D'Arcy oil concession unilaterally cancelled,لغو یک‌جانبه امتیاز نفتی دارسی,"Reza Shah's government cancels the 1901 D'Arcy oil concession over royalty disputes, prompting Britain to refer the standoff to the League of Nations and the Permanent Court of International Justice; the dispute is resolved by a new 60-year concession agreed in 1933.",دولت رضاشاه امتیاز نفتی دارسی مصوب سال 1901 را به دلیل اختلاف بر سر حق‌الامتیاز لغو کرد که بریتانیا را واداشت این اختلاف را به جامعه ملل و دیوان دائمی دادگستری بین‌المللی ارجاع دهد؛ این اختلاف با قرارداد امتیاز شصت‌ساله جدیدی در سال 1933 حل شد.,oil;fiscal,https://www.britannica.com/place/Iran/Oil-concessions,Encyclopaedia Britannica
1933-05-29,IRN,policy-enacted,D'Arcy oil concession renegotiated,تجدید مذاکره امتیاز نفتی دارسی,"New 60-year concession with the Anglo-Persian Oil Company, ratified by the Majlis on 28 May and given royal assent the next day, reduces the concession area by three-quarters and guarantees Iran a fixed per-ton royalty plus 20% of the company's distributed profits.",قرارداد شصت‌ساله جدید با شرکت نفت انگلیس و پارس که در 28 مه به تصویب مجلس رسید و روز بعد مورد تأیید سلطنتی قرار گرفت، مساحت امتیاز را سه‌چهارم کاهش داد و حق‌الامتیاز ثابتی به ازای هر تن به‌علاوه 20 درصد از سود تقسیمی شرکت را برای ایران تضمین کرد.,oil;fiscal,https://www.britannica.com/place/Iran/Oil-concessions,Encyclopaedia Britannica
1934-01-01,IRN,economic-event,State-led industrialization drive accelerates,شتاب گرفتن صنعتی‌سازی دولت‌محور,"Backed by high protective tariffs and Bank Melli financing, state and private investment establish roughly 265 new plants (textiles, sugar refining, cement, matches, glass) between 1930 and 1940, with industrial growth peaking in 1934-38 under direct state direction.",با پشتیبانی تعرفه‌های حمایتی سنگین و تأمین مالی بانک ملی، سرمایه‌گذاری دولتی و خصوصی حدود 265 کارخانه جدید (نساجی، قندسازی، سیمان، کبریت، شیشه) بین سال‌های 1930 تا 1940 ایجاد کرد؛ رشد صنعتی در سال‌های 1934 تا 1938 تحت هدایت مستقیم دولت به اوج خود رسید.,trade;fiscal,https://www.iranicaonline.org/articles/industrialization-i/,Encyclopaedia Iranica (Industrialization i. The Reza Shah Period and Its Aftermath 1925-53)
1938-08-26,IRN,economic-event,Trans-Iranian Railway completed,تکمیل راه‌آهن سراسری ایران,"State-financed railway from the Persian Gulf to the Caspian Sea, funded largely through domestic sugar and tea consumption taxes rather than foreign loans.",راه‌آهنی با تأمین مالی دولتی از خلیج فارس تا دریای خزر، که عمدتاً از محل مالیات‌های داخلی بر مصرف قند و چای تأمین مالی شد، نه وام‌های خارجی.,fiscal;trade,https://www.iranicaonline.org/articles/trans-iranian-railway,Encyclopaedia Iranica
1941-08-25,IRN,catastrophe,Anglo-Soviet invasion of Iran,اشغال ایران توسط بریتانیا و شوروی,Britain and the USSR jointly invade to secure oil supply lines and the Persian Corridor; Reza Shah abdicates in favor of his son Mohammad Reza Pahlavi.,بریتانیا و اتحاد جماهیر شوروی به‌طور مشترک برای تأمین امنیت خطوط تدارکاتی نفت و دالان ایران به کشور حمله کردند؛ رضاشاه به نفع پسرش محمدرضا پهلوی از سلطنت کناره‌گیری کرد.,oil;fiscal,https://www.britannica.com/event/Anglo-Soviet-invasion-of-Iran,Encyclopaedia Britannica
1946-01-30,IRN,political-event,Azerbaijan Crisis reaches the UN Security Council,بحران آذربایجان به شورای امنیت سازمان ملل می‌رسد,"Amid Soviet-backed autonomous ""People's Government"" regimes established in Iranian Azerbaijan and Kurdistan (the Mahabad Republic) since December 1945, and Soviet troops remaining in northern Iran past the WWII withdrawal deadline, the UN Security Council adopts Resolution 2 on 30 January 1946 -- the first resolution in UN history -- addressing the dispute. Iran is pressured into a March 1946 deal granting the USSR 51% control of a joint north-Iran oil company before Soviet troops finally withdraw (6 May 1946); Iranian forces retake the region in December 1946, and the Majlis ultimately rejects the oil concession 102-2 in October 1947.",در پی برپایی «حکومت‌های خودمختار مردمی» با پشتیبانی شوروی در آذربایجان ایران و کردستان (جمهوری مهاباد) از آذر 1324 و باقی ماندن نیروهای شوروی در شمال ایران پس از مهلت خروج جنگ جهانی دوم، شورای امنیت سازمان ملل قطعنامه شماره 2 را در 10 بهمن 1324 (نخستین قطعنامه در تاریخ سازمان ملل) در رسیدگی به این اختلاف تصویب کرد. ایران تحت فشار به توافقی در اسفند 1324 تن داد که 51 درصد کنترل شرکت مشترک نفتی شمال ایران را به شوروی می‌داد، پیش از آنکه نیروهای شوروی سرانجام خارج شوند (16 اردیبهشت 1325)؛ نیروهای ایرانی منطقه را در آذر همان سال بازپس گرفتند و مجلس سرانجام امتیاز نفتی را با رأی 102 به 2 در مهر 1326 رد کرد.,oil;institutional;trade,https://en.wikipedia.org/wiki/Iran_crisis_of_1946,"Wikipedia — Iran crisis of 1946 (cross-checked against Encyclopedia.com's ""Azerbaijan Crisis"" entry)"
1949-02-08,IRN,institutional-change,Plan Organization established; First Seven-Year Plan,تأسیس سازمان برنامه؛ نخستین برنامه هفت‌ساله,"Sazman-e Barnameh created to design and coordinate national development plans, beginning the era of formal five/seven-year planning.",سازمان برنامه برای طراحی و هماهنگی برنامه‌های توسعه ملی ایجاد شد و دوران برنامه‌ریزی رسمی پنج‌ساله و هفت‌ساله آغاز شد.,fiscal;institutional,https://irandataportal.syr.edu/annual-budgets-development-plans/,Iran Data Portal (Syracuse University)
1951-03-15,IRN,policy-enacted,Oil industry nationalized,ملی شدن صنعت نفت,Majlis votes to nationalize the Anglo-Iranian Oil Company under Prime Minister Mohammad Mossadegh; National Iranian Oil Company (NIOC) subsequently established.,مجلس شورای ملی به ملی شدن شرکت نفت ایران و انگلیس در دوران نخست‌وزیری محمد مصدق رأی داد؛ به دنبال آن شرکت ملی نفت ایران تأسیس شد.,oil;fiscal,https://www.cia.gov/readingroom/document/cia-rdp01-00707r000200070041-3,CIA National Intelligence Survey 33: Iran — The Economy
1953-08-19,IRN,political-event,1953 coup d'état,کودتای 28 مرداد 1332,"CIA- and MI6-backed coup removes Prime Minister Mossadegh and restores the Shah's executive authority, ending the oil nationalization standoff.",کودتایی با پشتیبانی سازمان سیا و ام‌آی۶ نخست‌وزیر مصدق را برکنار و اختیارات اجرایی شاه را بازگرداند و به بن‌بست ملی شدن نفت پایان داد.,oil;institutional,https://history.state.gov/historicaldocuments/frus1951-54Iran,Foreign Relations of the United States (State Dept. Office of the Historian)
1954-08-19,IRN,policy-enacted,Consortium Agreement,قرارداد کنسرسیوم نفتی,"A consortium of Western oil majors resumes Iranian oil operations under a profit-sharing agreement, ending the nationalization dispute.",کنسرسیومی از شرکت‌های بزرگ نفتی غربی عملیات نفتی ایران را بر اساس قراردادی مبتنی بر تقسیم سود از سر گرفت و به مناقشه ملی شدن نفت پایان داد.,oil;fiscal,https://www.iranicaonline.org/articles/consortium-agreement-of-1954,Encyclopaedia Iranica
1955-09-01,IRN,policy-enacted,Second Seven-Year Plan launched,آغاز برنامه دوم هفت‌ساله,"Plan Organization launches Iran's second national development plan (1955-1962), financed substantially by oil revenue following the 1954 Consortium Agreement; communications, agriculture and the Khuzestan Development Service (Karaj, Sefid Rud and Dez dams) receive the largest budget allocations.",سازمان برنامه دومین برنامه توسعه ملی ایران (1955-1962) را که عمدتاً از محل درآمد نفتی پس از قرارداد کنسرسیوم 1954 تأمین مالی می‌شد، آغاز کرد؛ بخش‌های ارتباطات، کشاورزی و سازمان عمران خوزستان (سدهای کرج، سفیدرود و دز) بیشترین سهم بودجه را دریافت کردند.,fiscal,https://www.iranicaonline.org/articles/barnama-rizi-planning/,Encyclopaedia Iranica (Barnama-Rizi / Planning)
1956-11-01,IRN,institutional-change,First national census of Iran,نخستین سرشماری ملی ایران,"The General Department of Public Statistics conducts Iran's first modern population and housing census (1-16 November 1956) using 27,607 enumerators, recording a population of 18,954,704.","اداره کل آمار عمومی نخستین سرشماری نوین جمعیت و مسکن ایران (1 تا 16 آبان 1335) را با 27,607 مأمور آمارگیری انجام داد و جمعیتی برابر با 18,954,704 نفر ثبت کرد.",fiscal,https://irandataportal.syr.edu/census/,Iran Data Portal (Syracuse University) -- Census
1960-05-28,IRN,institutional-change,Central Bank of Iran established,تأسیس بانک مرکزی ایران,"The Monetary and Banking Act of 7 Khordad 1339 (28 May 1960) creates Bank Markazi-e Iran, transferring central-banking functions -- currency issue, bank supervision, monetary policy -- from Bank Melli Iran to a dedicated central bank with initial capital of 3.6 billion rials.",قانون پولی و بانکی مصوب 7 خرداد 1339 بانک مرکزی ایران را تأسیس کرد و وظایف بانکداری مرکزی، شامل انتشار پول، نظارت بانکی و سیاست پولی، را از بانک ملی ایران به بانک مرکزی مستقلی با سرمایه اولیه 3.6 میلیارد ریال منتقل کرد.,banking;fiscal,https://www.iranicaonline.org/articles/bank-e-markazi-e-iran-central-bank-of-iran-a-bank-established-under-the-iranian-banking-and-monetary-act-of-7-kordad/,Encyclopaedia Iranica (Bank-e Markazi-e Iran)
1960-09-14,IRN,institutional-change,OPEC founded with Iran as charter member,تأسیس اوپک با عضویت بنیان‌گذار ایران,"Iran, Iraq, Kuwait, Saudi Arabia and Venezuela establish the Organization of the Petroleum Exporting Countries at the Baghdad Conference (10-14 September 1960) to coordinate members' petroleum policies and resist unilateral posted-price cuts by Western oil majors; Iranian delegate Fuad Rouhani becomes OPEC's first Secretary-General.",ایران، عراق، کویت، عربستان سعودی و ونزوئلا سازمان کشورهای صادرکننده نفت (اوپک) را در کنفرانس بغداد (19 تا 23 شهریور 1339) برای هماهنگی سیاست‌های نفتی اعضا و مقابله با کاهش یک‌جانبه قیمت‌های اعلامی توسط شرکت‌های بزرگ نفتی غربی تأسیس کردند؛ نماینده ایران، فؤاد روحانی، نخستین دبیرکل اوپک شد.,oil,https://treaties.un.org/doc/Publication/UNTS/Volume%20443/volume-443-I-6363-English.pdf,"United Nations Treaty Series -- OPEC founding resolutions (Vol. 443, No. 6363)"
1960-10-10,IRN,policy-enacted,First IMF stand-by arrangement and stabilization program,نخستین توافق آماده‌به‌کار صندوق بین‌المللی پول و برنامه تثبیت اقتصادی,"Facing a balance-of-payments crisis after falling oil prices leave reserves covering barely one to two weeks of imports, Iran draws on a 35m-SDR IMF stand-by arrangement and adopts an austerity program that sharply curbs bank credit expansion and government spending through 1962.",در پی بحران تراز پرداخت‌ها ناشی از کاهش قیمت نفت که ذخایر ارزی را به سطحی معادل یک تا دو هفته واردات رساند، ایران از تسهیلات آماده‌به‌کار صندوق بین‌المللی پول به ارزش 35 میلیون حق برداشت مخصوص استفاده کرد و برنامه ریاضتی‌ای را پذیرفت که تا سال 1962 رشد اعتبارات بانکی و هزینه‌های دولتی را به‌شدت مهار کرد.,fx;fiscal;banking,https://www.cambridge.org/core/journals/iranian-studies/article/abs/balance-of-payment-deficit-and-the-problem-of-inflation-in-iran-19551962/15B3AC3F7EA35E8BECE03317DF6AA41B,Iranian Studies (Cambridge University Press) -- Balance of Payment Deficit and Inflation in Iran 1955-1962
1962-01-09,IRN,policy-enacted,Land Reform Law first stage enacted,تصویب مرحله نخست قانون اصلاحات ارضی,"Prime Minister Ali Amini's government, acting through Agriculture Minister Hassan Arsanjani, enacts a Land Reform Law limiting individual landownership to one village and mandating sale of excess land to tenant farmers at controlled prices -- the opening measure later folded into the White Revolution program.",دولت نخست‌وزیر علی امینی، از طریق وزیر کشاورزی حسن ارسنجانی، قانون اصلاحات ارضی را تصویب کرد که مالکیت فردی زمین را به یک روستا محدود و فروش زمین‌های مازاد به کشاورزان مستأجر با قیمت‌های کنترل‌شده را الزامی می‌کرد؛ این اقدام آغازین بعدها در برنامه انقلاب سفید گنجانده شد.,fiscal;food,https://www.cambridge.org/core/books/abs/cambridge-history-of-iran/land-reform-in-iran/0E4CA2AC8FD0FDE5F7F80DC54FFA46F0,The Cambridge History of Iran - Land Reform in Iran
1962-09-01,IRN,policy-enacted,Third Development Plan launched,آغاز برنامه سوم توسعه,"Iran's Plan Organization launches the Third Development Plan (September 1962-March 1968), the country's first comprehensive economic development plan, emphasizing heavy industry and supporting infrastructure while expanding private and public-sector banking to encourage investment in new industries.",سازمان برنامه ایران، برنامه سوم توسعه (شهریور 1341 تا فروردین 1347) را که نخستین برنامه جامع توسعه اقتصادی کشور بود، آغاز کرد و بر صنایع سنگین و زیرساخت‌های پشتیبان آن تأکید داشت و در عین حال بانکداری بخش خصوصی و دولتی را برای تشویق سرمایه‌گذاری در صنایع جدید گسترش داد.,fiscal;oil,https://en.wikipedia.org/wiki/Economic_history_of_Iran,"Wikipedia -- Economic History of Iran (cross-checked against Encyclopaedia Iranica, Barnama-rizi)"
1962-09-01,IRN,catastrophe,Buin Zahra earthquake,زلزله بوئین‌زهرا,"M7.2 earthquake devastates the Buin Zahra region west of Tehran, killing an estimated 12,225 people, injuring 2,776 and destroying over 21,000 houses; NOAA's contemporaneous damage estimate is $30 million, making it one of the deadliest disasters of the Pahlavi era and prompting Iran's first systematic seismic-hazard mapping efforts.","زلزله‌ای به بزرگی 7.2 ریشتر منطقه بوئین‌زهرا در غرب تهران را ویران کرد و برآورد می‌شود 12,225 نفر کشته، 2,776 نفر زخمی و بیش از 21,000 خانه تخریب شدند؛ برآورد هم‌زمان سازمان اقیانوسی و جوی آمریکا (نوآا) خسارت را 30 میلیون دلار اعلام کرد که این زلزله را به یکی از مرگبارترین بلایای دوران پهلوی و آغازگر نخستین تلاش‌های نظام‌مند نقشه‌برداری خطر زلزله در ایران تبدیل کرد.",fiscal;labor,https://www.ngdc.noaa.gov/hazel/view/hazards/earthquake/search,NOAA National Centers for Environmental Information (NCEI) — Significant Earthquake Database
1962-10-26,IRN,institutional-change,Literacy Corps founded,تأسیس سپاه دانش,"Government decrees of 26 October and 3 December 1962 establish the Sepah-e Danesh (Literacy Corps), conscripting educated young men into military-alternative service teaching literacy in villages; parliament approves the program on 26 January 1963 as part of the White Revolution.",فرمان‌های دولتی 26 آبان و 12 آذر 1341 سپاه دانش را تأسیس کرد که جوانان تحصیل‌کرده را به‌جای خدمت نظامی به تدریس سوادآموزی در روستاها می‌گمارد؛ مجلس این برنامه را در 6 بهمن 1341 به‌عنوان بخشی از انقلاب سفید تصویب کرد.,labor;fiscal,https://www.iranicaonline.org/articles/literacy-corps-1/,Encyclopaedia Iranica (Literacy Corps)
1963-01-26,IRN,policy-enacted,White Revolution launched,آغاز انقلاب سفید,"Shah's referendum approves a reform package including land redistribution, forestry nationalization, and profit-sharing for industrial workers.",همه‌پرسی شاه بسته‌ای از اصلاحات از جمله اصلاحات ارضی، ملی شدن جنگل‌ها و سهیم شدن کارگران صنعتی در سود را تصویب کرد.,fiscal;institutional,https://www.britannica.com/event/White-Revolution,Encyclopaedia Britannica
1963-01-26,IRN,policy-enacted,Industrial profit-sharing law enacted,تصویب قانون سهیم شدن کارگران در سود صنایع,"As one of the six White Revolution measures approved by national referendum, factory workers and employees at large private enterprises are granted a 20% share of net profits; cumulative profit-sharing payouts rise 128-fold between 1963 and 1975.",به‌عنوان یکی از شش اصل انقلاب سفید که در همه‌پرسی ملی تصویب شد، به کارگران و کارکنان بنگاه‌های بزرگ خصوصی 20 درصد از سود خالص تعلق گرفت؛ مجموع پرداخت‌های سهم سود بین سال‌های 1963 تا 1975، 128 برابر افزایش یافت.,labor;fiscal,https://www.britannica.com/topic/White-Revolution,Encyclopaedia Britannica (White Revolution)
1963-01-26,IRN,policy-enacted,Forests and rangelands nationalized,ملی شدن جنگل‌ها و مراتع,"The White Revolution referendum approves nationalization of all forests and pastureland; the measure is later formalized as the Nationalization of Forests Act, ratified by parliament and implemented in 1967, ending private and tribal ownership of Iran's woodlands.",همه‌پرسی انقلاب سفید ملی شدن تمام جنگل‌ها و مراتع را تصویب کرد؛ این اقدام بعدها به‌صورت قانون ملی شدن جنگل‌ها رسمیت یافت که توسط مجلس تصویب و در سال 1967 اجرا شد و به مالکیت خصوصی و عشایری بر جنگل‌های ایران پایان داد.,fiscal,https://pmc.ncbi.nlm.nih.gov/articles/PMC9862390/,PMC (National Library of Medicine) -- Impact of Iran's Forest Nationalization Law on Forest Cover Changes
1966-10-30,IRN,institutional-change,Second national census,دومین سرشماری ملی,The Statistical Centre of Iran conducts the country's second population and housing census (30 October - 19 November 1966).,مرکز آمار ایران دومین سرشماری جمعیت و مسکن کشور (8 تا 28 آبان 1345) را انجام داد.,fiscal,https://irandataportal.syr.edu/census/,Iran Data Portal (Syracuse University) -- Census
