date,country,event_type,title,title_fa,description,description_fa,economic_domains,source_url,source_name
1989-02-27,VEN,political-event,Caracazo riots,,"IMF-backed austerity package (fuel-price and transport-fare increases under President Carlos Andrés Pérez) triggers deadly nationwide riots, a turning point in Venezuelan political economy.",,fiscal;fx,https://www.britannica.com/event/Caracazo,Encyclopaedia Britannica
1994-01-12,VEN,catastrophe,1994 banking crisis begins,,"Banco Latino, Venezuela's second-largest bank, is intervened after a run on deposits; the crisis spreads to 17 of 49 commercial banks (53% of system assets) by August 1995, costing the government roughly $5bn in rescue spending and exposing deep sector corruption.",,banking;fiscal,https://en.wikipedia.org/wiki/Venezuelan_banking_crisis_of_1994,Wikipedia — Venezuelan banking crisis of 1994 (cross-check)
1998-12-06,VEN,political-event,Hugo Chávez elected president,,"Beginning of the ""Bolivarian Revolution,"" which progressively expanded state control over the oil sector and the broader economy.",,oil;fiscal,https://www.britannica.com/biography/Hugo-Chavez,Encyclopaedia Britannica
2001-11-13,VEN,policy-enacted,Chávez's 49 enabling laws,,"Using special decree powers, Chávez enacts 49 laws including the Ley de Tierras (land reform/expropriation authority) and a new Hydrocarbons Law raising royalties and asserting state control over PDVSA management, triggering business-sector backlash.",,oil;fiscal,https://venezuelanalysis.com/news/730/,Venezuelanalysis (contemporaneous reporting on the Hydrocarbons Law reform)
2002-04-11,VEN,political-event,April 2002 coup attempt,,Dissident military officers briefly oust President Chávez amid opposition protests following his politicization of PDVSA's management; mass counter-protests and loyalist troops restore him to power within 47 hours.,,oil;fiscal,https://en.wikipedia.org/wiki/2002_Venezuelan_coup_attempt,Wikipedia — 2002 Venezuelan coup attempt (cross-check)
2002-12-02,VEN,catastrophe,PDVSA general strike (paro petrolero),,"Opposition-aligned oil executives and the CTV union federation shut down PDVSA operations for two months; crude output falls to roughly one-third of normal, costing PDVSA an estimated $14.4bn in lost revenue and leading to the dismissal of 18,000 employees (40% of the workforce).",,oil;fiscal,https://en.wikipedia.org/wiki/2002%E2%80%932003_Venezuelan_general_strike,Wikipedia — 2002-2003 Venezuelan general strike (cross-check)
2003-02-06,VEN,policy-enacted,CADIVI exchange controls established,,"Fixed, government-administered exchange rate and currency-control board created after a national strike/capital-flight episode, beginning two decades of multi-tier FX regimes.",,fx,https://en.wikipedia.org/wiki/National_Center_for_Foreign_Commerce,Wikipedia — CADIVI/CENCOEX (cross-check)
2007-01-08,VEN,policy-enacted,Nationalization wave,,"Chávez government nationalizes telecom (CANTV), electricity, and major oil-project stakes (Orinoco Belt joint ventures), reducing private/foreign investment in core sectors.",,oil;fiscal,https://www.britannica.com/biography/Hugo-Chavez,Encyclopaedia Britannica
2007-03-07,VEN,policy-enacted,First currency redenomination announced,,"Government announces the bolívar will be redenominated 1,000:1 as the ""bolívar fuerte,"" effective 1 January 2008.",,fx,https://platform.keesingtechnologies.com/the-redenomination-of-venezuelas-banknotes-2008-2024/,Keesing Technologies (currency/banknote reference)
2010-01-08,VEN,policy-enacted,Bolívar devalued under new two-tier exchange system,,"Government replaces the fixed 2.15 Bs/$ peg with a two-tier rate (2.60 for priority imports, 4.30 petrodollar"" rate for others) — a roughly 50% devaluation at the weaker tier — as oil revenue and reserves come under strain.""",,fx;fiscal,https://www.forbes.com/2010/01/09/chavez-devalues-bolivar-markets-currencies-venezuela.html,Forbes
2013-03-05,VEN,political-event,Chávez dies; Maduro succeeds,,"Nicolás Maduro becomes president amid falling oil prices, setting up the collapse of the following decade.",,oil;fx,https://www.britannica.com/biography/Nicolas-Maduro,Encyclopaedia Britannica
2014-01-01,VEN,economic-event,Oil price collapse begins economic crisis,,"Global oil price decline sharply cuts Venezuela's dominant export/fiscal revenue source, triggering the hyperinflation era.",,oil;fiscal;fx,https://www.imf.org/en/countries/ven,IMF Venezuela country page
2016-01-15,VEN,policy-enacted,Economic Emergency Decree,,"President Maduro declares a 60-day economic emergency granting powers to intervene in companies and ration foreign-currency access amid triple-digit inflation and acute shortages; the opposition-led National Assembly rejects the decree, which the Supreme Court later upholds anyway.",,fiscal;fx,https://www.euronews.com/2016/01/23/venezuela-congress-kicks-out-maduro-s-economic-emergency-decree,Euronews
2017-01-01,VEN,institutional-change,Observatorio Venezolano de Finanzas (OVF) begins publishing,,Independent economists start publishing inflation and economic-activity estimates after the government stopped regularly releasing official statistics — the main non-government data source for this period.,,fiscal;fx,https://ecosistemag.com/en/after-a-long-silence-the-central-bank-of-venezuela-published-economic-data-we-break-it-down/,Ecosistemag (background on BCV/OVF data gap)
2017-11-13,VEN,economic-event,Selective default declared,,"S&P declares Venezuela in ""selective default"" after missing a 30-day grace period on $200m in bond payments; Fitch follows with a PDVSA default rating days later, marking the formal onset of Venezuela's sovereign-debt crisis.",,fiscal;banking,https://www.forbes.com/sites/francescoppola/2017/11/14/venezuela-defaults/,Forbes
2018-08-20,VEN,policy-enacted,"Second redenomination + ""Bolívar Soberano""",,"Government deletes five zeros and launches an economic recovery plan pegged loosely to the petro cryptocurrency; hyperinflation reaches roughly 1,700,000% in 2018 per external estimates.",,fx;fiscal,https://en.wikipedia.org/wiki/Hyperinflation_in_Venezuela,Wikipedia — Hyperinflation in Venezuela (cross-check; figures widely cited across IMF/press)
2019-01-23,VEN,political-event,Guaidó declares interim presidency,,"National Assembly head Juan Guaidó claims the presidency, triggering a period of intensified US sanctions on PDVSA and the financial system.",,oil;banking,https://www.britannica.com/biography/Juan-Guaido,Encyclopaedia Britannica
2019-01-28,VEN,sanction-imposed,US sanctions on PDVSA,,"US Treasury sanctions the state oil company directly, blocking most US-dollar oil-export proceeds from reaching the Maduro government.",,oil;banking,https://ofac.treasury.gov/sanctions-programs-and-country-information/venezuela-related-sanctions,OFAC — Venezuela-related sanctions
2019-03-07,VEN,catastrophe,Nationwide electrical grid collapse,,"Failure at the Guri hydroelectric complex -- source of roughly 80% of national electricity -- triggers Venezuela's worst-ever blackout, cutting power across most of the country's 23 states for over five days, with rolling outages continuing for weeks; hospitals, water pumping, telecommunications and oil-sector operations are crippled, contributing to an estimated $800 million in losses and at least 43 deaths, underscoring the collapse of public infrastructure investment during the 2010s oil-revenue crisis.",,oil;fiscal;trade,https://en.wikipedia.org/wiki/2019_Venezuelan_blackouts,Wikipedia — 2019 Venezuelan blackouts (cross-checked against contemporaneous Reuters/AP wire reporting cited therein)
2020-12-01,VEN,economic-event,De facto dollarization,,Widespread informal use of the US dollar in daily transactions becomes the primary inflation-coping mechanism as bolívar confidence collapses further.,,fx,https://www.caracaschronicles.com/2021/09/07/heading-to-the-longest-hyperinflation-in-history/,Caracas Chronicles
2021-10-01,VEN,policy-enacted,"Third redenomination — ""Bolívar Digital""",,Central bank deletes six more zeros; hyperinflation (37 consecutive months) is declared to have ended at end-December 2020 per independent economist analysis.,,fx,https://franciscorodriguez.net/2022/02/17/the-end-of-venezuelas-hyperinflation/,Francisco Rodríguez (independent economist analysis)
2022-11-26,VEN,sanction-lifted,Chevron granted OFAC license to resume operations,,"US Treasury issues General License 41 authorizing Chevron to resume limited joint-venture extraction with PDVSA following renewed Maduro-opposition talks, a first partial loosening of the oil-sector sanctions regime imposed in 2019.",,oil;banking,https://ofac.treasury.gov/recent-actions/20221126,"OFAC — Recent Actions, November 26 2022"
2023-10-17,VEN,sanction-lifted,Barbados Agreement — temporary US sanctions relief,,"US grants a general license easing oil, gas and gold sanctions for six months in exchange for electoral-process commitments; later partially reimposed in 2024.",,oil;banking,https://ofac.treasury.gov/sanctions-programs-and-country-information/venezuela-related-sanctions,OFAC — Venezuela-related sanctions
