country_id,country_iso3_code,year,export_value,import_value
16,ASM,2009,0,0
16,ASM,2010,0,0
16,ASM,2011,0,0
16,ASM,2012,0,0
16,ASM,2013,0,0
16,ASM,2014,0,0
16,ASM,2015,0,0
16,ASM,2016,0,0
16,ASM,2017,0,0
16,ASM,2018,0,0
16,ASM,2019,0,0
16,ASM,2020,0,0
16,ASM,2021,0,0
16,ASM,2022,0,0
16,ASM,2023,0,0
16,ASM,2024,0,0
20,AND,1980,0,0
20,AND,1981,0,0
20,AND,1982,0,0
20,AND,1983,0,0
20,AND,1984,0,0
20,AND,1985,0,0
20,AND,1986,0,0
20,AND,1987,0,0
20,AND,1988,0,0
20,AND,1989,0,0
20,AND,1990,0,0
20,AND,1991,0,0
20,AND,1992,0,0
20,AND,1993,0,0
20,AND,1994,0,0
20,AND,1995,0,0
20,AND,1996,0,0
20,AND,1997,0,0
20,AND,1998,0,0
20,AND,1999,0,0
20,AND,2000,0,0
20,AND,2001,0,0
20,AND,2002,0,0
20,AND,2003,0,0
20,AND,2004,0,0
20,AND,2005,0,0
20,AND,2006,0,0
20,AND,2007,0,0
20,AND,2008,0,0
20,AND,2009,0,0
20,AND,2010,0,0
20,AND,2011,0,0
20,AND,2012,0,0
20,AND,2013,0,0
20,AND,2014,0,0
20,AND,2015,0,0
20,AND,2016,0,0
20,AND,2017,0,0
20,AND,2018,0,0
20,AND,2019,2204927598,558338907
20,AND,2020,1672440919,504931994
20,AND,2021,2269486795,639445560
20,AND,2022,2537204320,655273468
20,AND,2023,2932744420,833638537
20,AND,2024,3378609949,1036031521
24,AGO,1980,0,0
24,AGO,1981,0,0
24,AGO,1982,0,0
24,AGO,1983,0,0
24,AGO,1984,0,0
24,AGO,1985,129000000,641000000
24,AGO,1986,116000000,587000000
24,AGO,1987,93000000,423000000
24,AGO,1988,128000000,1134000000
24,AGO,1989,150000000,1175000000
24,AGO,1990,108500000,1807300000
24,AGO,1991,171300000,1839100000
24,AGO,1992,142859000,2042382000
24,AGO,1993,105800000,1561900000
24,AGO,1994,150200000,1562900000
24,AGO,1995,113058000,2051400000
24,AGO,1996,267659000,2423290000
24,AGO,1997,138540000,2605420000
24,AGO,1998,121830000,2635180000
24,AGO,1999,152980000,2594560000
24,AGO,2000,267280000,2699470000
24,AGO,2001,202500000,3518130000
24,AGO,2002,206791017,3321997947
24,AGO,2003,201083912,3321133958
24,AGO,2004,322767646,4802728156
24,AGO,2005,176825254,6790983179
24,AGO,2006,1484233232,7511184833
24,AGO,2007,310711818,12643245650
24,AGO,2008,329450106,22139344809
24,AGO,2009,623201631,19169414983
24,AGO,2010,856877283,18754364334
24,AGO,2011,732259285,23669885103
24,AGO,2012,780010052,22144345920
24,AGO,2013,1315703839,23062085372
24,AGO,2014,1681346775,24957647237
24,AGO,2015,1256163318,17276227851
24,AGO,2016,710892137,12616539042
24,AGO,2017,984580378,13793293932
24,AGO,2018,631124523,10089508253
24,AGO,2019,454581487,8172270254
24,AGO,2020,67008011,5602547200
24,AGO,2021,93510330,7050364018
24,AGO,2022,82207575,11296878353
24,AGO,2023,75846222,8602980031
24,AGO,2024,128874452,8492283242
28,ATG,1980,44600000,17085185
28,ATG,1981,52500000,19740741
28,ATG,1982,51700000,21585185
28,ATG,1983,62800000,18281481
28,ATG,1984,132100000,30633333
28,ATG,1985,150300000,38400000
28,ATG,1986,174362963,81044444
28,ATG,1987,200681481,81129630
28,ATG,1988,237333333,79300000
28,ATG,1989,261792593,92581481
28,ATG,1990,311874074,105118519
28,ATG,1991,314659259,111103704
28,ATG,1992,332362963,124685185
28,ATG,1993,377088889,128070370
28,ATG,1994,392011111,134422222
28,ATG,1995,348462963,147885185
28,ATG,1996,364488889,157425926
28,ATG,1997,405414815,164433333
28,ATG,1998,429466667,169085185
28,ATG,1999,434956523,176617248
28,ATG,2000,553022068,268997887
28,ATG,2001,541279385,281983373
28,ATG,2002,562757954,296440076
28,ATG,2003,630612524,321527866
28,ATG,2004,707074324,340891000
28,ATG,2005,732676400,389039437
28,ATG,2006,758147239,424670911
28,ATG,2007,743317728,451699880
28,ATG,2008,883983991,487763941
28,ATG,2009,830922844,465370759
28,ATG,2010,799738496,414799166
28,ATG,2011,832747230,406901344
28,ATG,2012,851106541,396286255
28,ATG,2013,841739707,400359839
28,ATG,2014,928576599,392680799
28,ATG,2015,948793867,427281984
28,ATG,2016,993021884,480429777
28,ATG,2017,951516081,476894883
28,ATG,2018,992975685,510176305
28,ATG,2019,1144014004,554686142
28,ATG,2020,556783970,312310535
28,ATG,2021,655142283,342610633
28,ATG,2022,1028839011,491332659
28,ATG,2023,1099806436,514999284
28,ATG,2024,1237661384,560419383
31,AZE,1980,0,0
31,AZE,1981,0,0
31,AZE,1982,0,0
31,AZE,1983,0,0
31,AZE,1984,0,0
31,AZE,1985,0,0
31,AZE,1986,0,0
31,AZE,1987,0,0
31,AZE,1988,0,0
31,AZE,1989,0,0
31,AZE,1990,0,0
31,AZE,1991,0,0
31,AZE,1992,0,0
31,AZE,1993,0,0
31,AZE,1994,0,0
31,AZE,1995,172366000,304639000
31,AZE,1996,149256000,440892000
31,AZE,1997,341796000,725954000
31,AZE,1998,331684000,700773000
31,AZE,1999,256790000,485116000
31,AZE,2000,259768000,484509000
31,AZE,2001,289831000,664865000
31,AZE,2002,359659000,1306294000
31,AZE,2003,427177000,2047255000
31,AZE,2004,536418000,2736026000
31,AZE,2005,741460000,2658800000
31,AZE,2006,965305000,2938600000
31,AZE,2007,1455418000,3385200000
31,AZE,2008,1668574000,3915682000
31,AZE,2009,2100905000,3673459000
31,AZE,2010,2493649000,3929451000
31,AZE,2011,3042508000,5839501000
31,AZE,2012,4808744000,7429580000
31,AZE,2013,4130923000,8319931000
31,AZE,2014,4297161000,10386721000
31,AZE,2015,4443986000,8672851000
31,AZE,2016,4368290000,7522805000
31,AZE,2017,4688439000,8067752000
31,AZE,2018,4697514770,6835664739
31,AZE,2019,3768387931,6555583404
31,AZE,2020,2625997441,5555390898
31,AZE,2021,3801582939,6013082611
31,AZE,2022,5067393000,7765216000
31,AZE,2023,6285240000,8619888000
31,AZE,2024,8120879000,10171724000
32,ARG,1980,1876000000,3788000000
32,ARG,1981,1716000000,3434000000
32,ARG,1982,1574000000,2018000000
32,ARG,1983,1455000000,2224000000
32,ARG,1984,1511000000,2289000000
32,ARG,1985,1651000000,2187000000
32,ARG,1986,1597000000,2500000000
32,ARG,1987,1794000000,2566000000
32,ARG,1988,2015000000,2702000000
32,ARG,1989,2193000000,2793000000
32,ARG,1990,2446000000,3120000000
32,ARG,1991,2408000000,4007000000
32,ARG,1992,2968800000,5524700000
32,ARG,1993,3023560000,6342900000
32,ARG,1994,3329000000,7111400000
32,ARG,1995,3814600000,7230800000
32,ARG,1996,4390154642,7929004066
32,ARG,1997,4582871471,8958086709
32,ARG,1998,4847269563,9266617537
32,ARG,1999,4709518725,8799876781
32,ARG,2000,4899720315,9179703787
32,ARG,2001,4588753077,8437142433
32,ARG,2002,3420200000,4864120000
32,ARG,2003,4385610000,5590310000
32,ARG,2004,5168450000,6512540000
32,ARG,2005,6458060000,7496890000
32,ARG,2006,7911015093,8673972520
32,ARG,2007,10045736496,11027218520
32,ARG,2008,11424149072,13646484098
32,ARG,2009,10544621324,12536652813
32,ARG,2010,12817143361,14620732011
32,ARG,2011,14496981275,17649469312
32,ARG,2012,14247100730,18344325454
32,ARG,2013,13679891768,19008807884
32,ARG,2014,13396371828,18037663981
32,ARG,2015,13213512350,19028557043
32,ARG,2016,13424706884,21876362070
32,ARG,2017,15506201962,25201640554
32,ARG,2018,15342163178,24277430964
32,ARG,2019,14802420805,19645594222
32,ARG,2020,9491737607,12028020373
32,ARG,2021,9588735678,13288827176
32,ARG,2022,14415863622,21190721717
32,ARG,2023,16532346065,22572253727
32,ARG,2024,17166848808,22916771396
36,AUS,1980,0,0
36,AUS,1981,0,0
36,AUS,1982,0,0
36,AUS,1983,0,0
36,AUS,1984,0,0
36,AUS,1985,0,0
36,AUS,1986,0,0
36,AUS,1987,0,0
36,AUS,1988,0,0
36,AUS,1989,9101138891,13530709784
36,AUS,1990,10379231510,14135111845
36,AUS,1991,11188489168,13896989829
36,AUS,1992,11657325373,14068073707
36,AUS,1993,12574272323,13961197852
36,AUS,1994,14599961680,16125554419
36,AUS,1995,16875530201,17879039533
36,AUS,1996,19327286476,19370187656
36,AUS,1997,19424471083,19714054898
36,AUS,1998,17285069769,18526490877
36,AUS,1999,18790323068,19216118693
36,AUS,2000,19949364218,19339452052
36,AUS,2001,17908832809,17471509324
36,AUS,2002,19406921271,18485175749
36,AUS,2003,23577955517,22269637926
36,AUS,2004,27773796063,28343515426
36,AUS,2005,30507274277,31054904800
36,AUS,2006,35520069351,36188894637
36,AUS,2007,43983758609,45771952707
36,AUS,2008,49052709836,53683142403
36,AUS,2009,45009719716,46315363574
36,AUS,2010,52470566559,57857127770
36,AUS,2011,58524026439,68407252171
36,AUS,2012,59119370699,74878258354
36,AUS,2013,58726346174,75524492779
36,AUS,2014,59980820484,70900997235
36,AUS,2015,55357848484,65118548962
36,AUS,2016,57956689999,65046078553
36,AUS,2017,65067545802,72416202097
36,AUS,2018,69388949449,79222451149
36,AUS,2019,70871751720,77214696629
36,AUS,2020,50301958668,46575572127
36,AUS,2021,45907449260,50032935788
36,AUS,2022,53101301315,79551478163
36,AUS,2023,76671102330,101268882066
36,AUS,2024,84515539809,109208801413
40,AUT,1980,0,0
40,AUT,1981,0,0
40,AUT,1982,0,0
40,AUT,1983,0,0
40,AUT,1984,0,0
40,AUT,1985,0,0
40,AUT,1986,0,0
40,AUT,1987,0,0
40,AUT,1988,0,0
40,AUT,1989,0,0
40,AUT,1990,0,0
40,AUT,1991,0,0
40,AUT,1992,0,0
40,AUT,1993,0,0
40,AUT,1994,0,0
40,AUT,1995,0,0
40,AUT,1996,0,0
40,AUT,1997,0,0
40,AUT,1998,0,0
40,AUT,1999,0,0
40,AUT,2000,0,0
40,AUT,2001,0,0
40,AUT,2002,0,0
40,AUT,2003,0,0
40,AUT,2004,0,0
40,AUT,2005,44930973806,35791150156
40,AUT,2006,45591756035,35229013137
40,AUT,2007,54463490912,41038319833
40,AUT,2008,63075406326,45276532790
40,AUT,2009,53969454815,39073103975
40,AUT,2010,52723745798,38748808838
40,AUT,2011,59206732219,44523534821
40,AUT,2012,57912990819,44107796911
40,AUT,2013,65330679137,51910247524
40,AUT,2014,68628841266,55449270604
40,AUT,2015,59076535642,47950417648
40,AUT,2016,61432713478,50004348229
40,AUT,2017,67124322557,56147919877
40,AUT,2018,75908086055,64257863625
40,AUT,2019,76657693496,66089827232
40,AUT,2020,64992428581,56033831252
40,AUT,2021,70957127282,67282625334
40,AUT,2022,82876609223,76123932700
40,AUT,2023,90300147989,84397990313
40,AUT,2024,96636500907,90543023762
44,BHS,1980,746000000,263700000
44,BHS,1981,787500000,310600000
44,BHS,1982,794100000,346100000
44,BHS,1983,891100000,373800000
44,BHS,1984,931200000,357500000
44,BHS,1985,1121900000,390400000
44,BHS,1986,1228700000,417700000
44,BHS,1987,1265600000,461900000
44,BHS,1988,1275200000,491200000
44,BHS,1989,1474300000,522000000
44,BHS,1990,1500100000,573000000
44,BHS,1991,1354000000,549100000
44,BHS,1992,1389600000,515500000
44,BHS,1993,1459000000,567740000
44,BHS,1994,1510600000,627200000
44,BHS,1995,1542300000,639100000
44,BHS,1996,1578200000,715800000
44,BHS,1997,1592900000,836000000
44,BHS,1998,1533000000,990900000
44,BHS,1999,1800600000,933600000
44,BHS,2000,1973220000,1025680000
44,BHS,2001,1804400000,973200000
44,BHS,2002,2061792178,1016149313
44,BHS,2003,2054660000,1092420000
44,BHS,2004,2244080000,1231300000
44,BHS,2005,2510904015,1286409095
44,BHS,2006,2436080000,1610870000
44,BHS,2007,2599340000,1579589808
44,BHS,2008,2533924563,1402901975
44,BHS,2009,2350857000,1196063000
44,BHS,2010,2493573000,1181098000
44,BHS,2011,2493608000,1292417000
44,BHS,2012,2691377600,1537661000
44,BHS,2013,2671240000,1628266000
44,BHS,2014,2724801051,1727820968
44,BHS,2015,2895504509,1277858820
44,BHS,2016,3399808723,1835538826
44,BHS,2017,3192086157,1812461442
44,BHS,2018,4110150473,1799488920
44,BHS,2019,4468513518,1830415287
44,BHS,2020,1257053699,1386810937
44,BHS,2021,2691240181,1682931370
44,BHS,2022,4611012020,1963424213
44,BHS,2023,5148414907,2198028602
44,BHS,2024,5896984361,2472835226
48,BHR,1980,332891039,473739758
48,BHR,1981,360904256,610106385
48,BHR,1982,567553193,729787236
48,BHR,1983,366755320,499468086
48,BHR,1984,813829788,555053192
48,BHR,1985,911436170,488563830
48,BHR,1986,764361702,327127660
48,BHR,1987,863563830,525000000
48,BHR,1988,901595745,529255319
48,BHR,1989,809574468,556382979
48,BHR,1990,358510638,474468085
48,BHR,1991,411170213,534308511
48,BHR,1992,542819149,603989362
48,BHR,1993,651861721,581914910
48,BHR,1994,818617097,621808569
48,BHR,1995,683244734,634042602
48,BHR,1996,666223462,612766010
48,BHR,1997,637234102,634840485
48,BHR,1998,724734115,651861767
48,BHR,1999,858938915,716136582
48,BHR,2000,981175734,756759707
48,BHR,2001,1030580534,765732633
48,BHR,2002,1160828532,945395266
48,BHR,2003,1349279140,906682660
48,BHR,2004,2778483776,1247797766
48,BHR,2005,3154904509,1416223404
48,BHR,2006,3462270456,1605239362
48,BHR,2007,3680851064,1700930851
48,BHR,2008,3915691489,2030053191
48,BHR,2009,3831117021,1740957447
48,BHR,2010,4233244681,1905053191
48,BHR,2011,3295744681,1778457447
48,BHR,2012,8332446809,6044680851
48,BHR,2013,8500531915,7051329787
48,BHR,2014,8571276596,6764414894
48,BHR,2015,9112500000,6592287234
48,BHR,2016,10997606383,7529521277
48,BHR,2017,11351595745,7796010638
48,BHR,2018,11915425532,7938563830
48,BHR,2019,11940159574,8440159574
48,BHR,2020,11614627660,9535106383
48,BHR,2021,13283510638,10531382979
48,BHR,2022,14385638298,11117287234
48,BHR,2023,15530319149,12062765957
48,BHR,2024,17025000000,12373936170
50,BGD,1980,211479159,481175310
50,BGD,1981,211134164,463486470
50,BGD,1982,218190161,439734976
50,BGD,1983,215907277,405075851
50,BGD,1984,207480734,478008840
50,BGD,1985,237887455,477946810
50,BGD,1986,215034176,503013935
50,BGD,1987,247940898,494188084
50,BGD,1988,277644150,613116655
50,BGD,1989,334397273,726433220
50,BGD,1990,391568085,700451342
50,BGD,1991,431049174,695278670
50,BGD,1992,483351807,788775985
50,BGD,1993,529414582,932154496
50,BGD,1994,589796980,1025033435
50,BGD,1995,698193828,1531215116
50,BGD,1996,605387325,1187841868
50,BGD,1997,687501414,1287209210
50,BGD,1998,724481231,1239299051
50,BGD,1999,778247680,1413507753
50,BGD,2000,815814069,1647698337
50,BGD,2001,753284305,1538206619
50,BGD,2002,895594798,1410478401
50,BGD,2003,1113937305,1716979491
50,BGD,2004,1139597987,1951041070
50,BGD,2005,1496927265,2376531972
50,BGD,2006,1653727737,2557741350
50,BGD,2007,1952599359,3112700045
50,BGD,2008,2196741916,3763415862
50,BGD,2009,1995733631,3398409478
50,BGD,2010,2445056547,4389173272
50,BGD,2011,2452886215,5274588972
50,BGD,2012,2686850391,5590776835
50,BGD,2013,2997008179,6571594760
50,BGD,2014,3132746364,7770221502
50,BGD,2015,3233220375,7719476306
50,BGD,2016,3540624812,7801989800
50,BGD,2017,3869669932,8498343985
50,BGD,2018,5446134026,9619170020
50,BGD,2019,6213746401,9557782797
50,BGD,2020,6019825463,7926619917
50,BGD,2021,7474532386,10866010473
50,BGD,2022,8234092677,11620608025
50,BGD,2023,6355392803,9372409225
50,BGD,2024,7517097895,12248381245
51,ARM,1980,0,0
51,ARM,1981,0,0
51,ARM,1982,0,0
51,ARM,1983,0,0
51,ARM,1984,0,0
51,ARM,1985,0,0
51,ARM,1986,0,0
51,ARM,1987,0,0
51,ARM,1988,0,0
51,ARM,1989,0,0
51,ARM,1990,0,0
51,ARM,1991,0,0
51,ARM,1992,0,0
51,ARM,1993,17280000,48849250
51,ARM,1994,13670000,49635683
51,ARM,1995,28600000,75191714
51,ARM,1996,77709935,145325799
51,ARM,1997,101146192,182001490
51,ARM,1998,126571484,193857387
51,ARM,1999,138907925,195128323
51,ARM,2000,140414195,205254352
51,ARM,2001,192647538,295461541
51,ARM,2002,193009867,303091513
51,ARM,2003,256754362,353316278
51,ARM,2004,347019635,501535929
51,ARM,2005,430149629,578071110
51,ARM,2006,593736019,682025125
51,ARM,2007,764224433,954199568
51,ARM,2008,837340387,1148499729
51,ARM,2009,785685433,1061985834
51,ARM,2010,1013193794,1273953432
51,ARM,2011,1310642403,1376439942
51,ARM,2012,1401669404,1503766151
51,ARM,2013,1519401715,1645016987
51,ARM,2014,1620196593,1733702538
51,ARM,2015,1513800330,1608894507
51,ARM,2016,1672487664,1601470580
51,ARM,2017,2022804525,1861149118
51,ARM,2018,2202298115,2191628793
51,ARM,2019,2459058866,2554089257
51,ARM,2020,1138260547,1013767351
51,ARM,2021,1763282838,1373761014
51,ARM,2022,4427600726,2724654250
51,ARM,2023,5851570850,3767132748
51,ARM,2024,5855091591,4391818729
52,BRB,1980,330007750,113712208
52,BRB,1981,335896750,126303805
52,BRB,1982,344420500,136351345
52,BRB,1983,340498125,128864542
52,BRB,1984,378957875,131669210
52,BRB,1985,410093000,131708882
52,BRB,1986,459878055,140103767
52,BRB,1987,507336150,159076203
52,BRB,1988,595328385,143698232
52,BRB,1989,682288379,171249534
52,BRB,1990,630269186,164552777
52,BRB,1991,613735840,149351590
52,BRB,1992,613923747,150461041
52,BRB,1993,685035681,189617786
52,BRB,1994,796282897,210094806
52,BRB,1995,802339882,242550161
52,BRB,1996,967337837,262693224
52,BRB,1997,897998515,279954710
52,BRB,1998,947054053,298767280
52,BRB,1999,990106082,317862910
52,BRB,2000,1086381635,380634377
52,BRB,2001,1013406503,359262866
52,BRB,2002,1027010772,376380699
52,BRB,2003,1118743985,450121369
52,BRB,2004,1094984027,431919842
52,BRB,2005,1254521122,522228354
52,BRB,2006,1378471021,529564424
52,BRB,2007,1457702039,574502120
52,BRB,2008,1518750205,662598790
52,BRB,2009,1414555083,627917355
52,BRB,2010,1332206786,670097175
52,BRB,2011,1298372810,520923026
52,BRB,2012,1257512102,540184200
52,BRB,2013,1458379199,745250120
52,BRB,2014,1377789275,687399401
52,BRB,2015,1418579638,712557509
52,BRB,2016,1433366847,691979665
52,BRB,2017,1522876825,686954662
52,BRB,2018,0,0
52,BRB,2019,0,0
52,BRB,2020,0,0
52,BRB,2021,0,0
52,BRB,2022,0,0
52,BRB,2023,0,0
52,BRB,2024,0,0
56,BEL,1980,0,0
56,BEL,1981,0,0
56,BEL,1982,0,0
56,BEL,1983,0,0
56,BEL,1984,0,0
56,BEL,1985,0,0
56,BEL,1986,0,0
56,BEL,1987,0,0
56,BEL,1988,0,0
56,BEL,1989,0,0
56,BEL,1990,0,0
56,BEL,1991,0,0
56,BEL,1992,0,0
56,BEL,1993,0,0
56,BEL,1994,0,0
56,BEL,1995,0,0
56,BEL,1996,0,0
56,BEL,1997,0,0
56,BEL,1998,0,0
56,BEL,1999,0,0
56,BEL,2000,0,0
56,BEL,2001,0,0
56,BEL,2002,39085019182,37383284226
56,BEL,2003,46269892511,44452854205
56,BEL,2004,54136061612,50528947241
56,BEL,2005,57246029161,52477183490
56,BEL,2006,60567004294,54292258520
56,BEL,2007,73986922675,69958253214
56,BEL,2008,97004891670,89311354628
56,BEL,2009,92431447265,82483676091
56,BEL,2010,97878122383,87990967137
56,BEL,2011,104921153933,96856031290
56,BEL,2012,106445699196,99257792540
56,BEL,2013,113793231938,105240791081
56,BEL,2014,125406817944,117586830337
56,BEL,2015,108962365913,104311650434
56,BEL,2016,108878688395,105118663121
56,BEL,2017,117786245060,115230673616
56,BEL,2018,124297965754,123945705092
56,BEL,2019,124958389966,128810868237
56,BEL,2020,117968182756,120544215956
56,BEL,2021,135902347507,137435519992
56,BEL,2022,137637286643,144612162028
56,BEL,2023,146427897521,156464017972
56,BEL,2024,150481678688,164248235584
60,BMU,1980,0,0
60,BMU,1981,0,0
60,BMU,1982,0,0
60,BMU,1983,0,0
60,BMU,1984,0,0
60,BMU,1985,0,0
60,BMU,1986,0,0
60,BMU,1987,0,0
60,BMU,1988,0,0
60,BMU,1989,0,0
60,BMU,1990,0,0
60,BMU,1991,0,0
60,BMU,1992,0,0
60,BMU,1993,0,0
60,BMU,1994,0,0
60,BMU,1995,0,0
60,BMU,1996,0,0
60,BMU,1997,0,0
60,BMU,1998,0,0
60,BMU,1999,0,0
60,BMU,2000,0,0
60,BMU,2001,0,0
60,BMU,2002,0,0
60,BMU,2003,0,0
60,BMU,2004,0,0
60,BMU,2005,0,0
60,BMU,2006,1592310000,926160000
60,BMU,2007,1605622735,1159055294
60,BMU,2008,1464681966,1061848229
60,BMU,2009,1326737034,1017067392
60,BMU,2010,1401380327,1013319127
60,BMU,2011,1457813709,896834813
60,BMU,2012,1388736578,899943912
60,BMU,2013,1378354583,897632334
60,BMU,2014,1330422550,1016836794
60,BMU,2015,1238150985,894451895
60,BMU,2016,1294531522,949838362
60,BMU,2017,1376499815,954796195
60,BMU,2018,1568896927,1111938812
60,BMU,2019,1587039403,1092873674
60,BMU,2020,1016584905,804876826
60,BMU,2021,1126422597,870398693
60,BMU,2022,1407278227,1017782625
60,BMU,2023,1586991468,1101451935
60,BMU,2024,0,0
64,BTN,1980,0,0
64,BTN,1981,0,0
64,BTN,1982,0,0
64,BTN,1983,0,0
64,BTN,1984,0,0
64,BTN,1985,0,0
64,BTN,1986,0,0
64,BTN,1987,0,0
64,BTN,1988,0,0
64,BTN,1989,0,0
64,BTN,1990,0,0
64,BTN,1991,0,0
64,BTN,1992,0,0
64,BTN,1993,0,0
64,BTN,1994,0,0
64,BTN,1995,0,0
64,BTN,1996,0,0
64,BTN,1997,0,0
64,BTN,1998,0,0
64,BTN,1999,0,0
64,BTN,2000,0,0
64,BTN,2001,0,0
64,BTN,2002,0,0
64,BTN,2003,0,0
64,BTN,2004,0,0
64,BTN,2005,0,0
64,BTN,2006,51717644,64524892
64,BTN,2007,60191694,89442902
64,BTN,2008,54767823,120700609
64,BTN,2009,56316596,98719405
64,BTN,2010,68835104,140219792
64,BTN,2011,81886014,176574874
64,BTN,2012,102159014,195441611
64,BTN,2013,123320848,177358380
64,BTN,2014,124469919,189535353
