country_id,country_iso3_code,year,export_value,import_value,eci,coi,diversity,growth_proj
132,CPV,2023,102455461,1016768351,0.235,-0.527,58,3.879
132,CPV,2024,82446475,1035675721,0.19,-0.833,41,
136,CYM,2022,1897961715,4653186009,-0.149,-0.933,19,
136,CYM,2023,1846207977,6913279190,0.052,-0.97,6,0.785
136,CYM,2024,1880206330,6970802941,0.184,-0.836,8,
140,CAF,2022,146178877,549141211,-0.166,-0.58,49,
140,CAF,2023,173433847,522836980,-0.329,-0.59,52,3.765
140,CAF,2024,135128837,535873883,-0.445,-0.797,31,
144,LKA,2022,13841485020,17125049459,-0.169,0.381,192,4.111
144,LKA,2023,11941216152,15294024154,-0.152,0.669,207,4.371
144,LKA,2024,12194121184,18127139116,0.011,0.519,203,4.366
148,TCD,2022,3835953181,1319339454,-2.585,-1.076,11,2.752
148,TCD,2023,3583749391,1653339475,-2.427,-1.061,13,2.097
148,TCD,2024,2790368372,1218849231,-3.534,-1.066,6,0.467
152,CHL,2022,94437957605,92519063091,-0.151,-0.692,122,1.91
152,CHL,2023,90827979033,80260400701,-0.124,-0.794,120,1.878
152,CHL,2024,93031892047,80784143808,-0.042,-0.832,115,1.924
156,CHN,2022,3503332987706,2152209435656,1.323,-0.427,592,4.772
156,CHN,2023,3296169253646,2060651966702,1.325,-0.394,573,4.716
156,CHN,2024,3459824439727,2090817815658,1.256,-0.674,566,4.527
158,TWN,2022,561929264707,366409143796,1.711,1.744,204,1.219
158,TWN,2023,496664406731,303599749248,1.709,1.647,191,1.0
158,TWN,2024,563307864414,326035096310,1.582,1.687,181,1.701
162,CXR,2022,13678658,50210222,1.274,-0.118,49,
162,CXR,2023,9529279,88445391,1.439,-0.128,54,
162,CXR,2024,10563192,48315424,1.178,-0.056,56,
166,CCK,2022,2799975,11986206,1.439,0.529,88,
166,CCK,2023,5205807,14800145,1.299,0.14,81,
166,CCK,2024,3477854,14865353,1.441,0.62,89,
170,COL,2022,59567535919,68836116783,0.164,-0.253,138,2.184
170,COL,2023,51453619790,57165288987,0.168,-0.033,159,2.257
170,COL,2024,51147635251,60010779158,0.24,0.075,162,2.424
174,COM,2022,63829388,350390777,-0.142,-0.821,28,
174,COM,2023,82173905,460827438,-0.42,-0.959,18,2.067
174,COM,2024,39930801,379361457,-0.417,-0.895,22,
178,COG,2022,11187723110,4069331989,-1.968,-1.257,25,2.894
178,COG,2023,9532299040,6061978399,-1.571,-1.206,26,2.221
178,COG,2024,6847681190,4918221334,-2.501,-1.204,32,2.452
180,COD,2022,21512745554,13024046677,-2.53,-1.231,22,2.826
180,COD,2023,23003671224,13924557467,-2.503,-1.274,23,2.18
180,COD,2024,23900759783,11604102870,-3.132,-1.24,22,1.232
184,COK,2022,21854833,180718325,0.191,-0.732,33,
184,COK,2023,24464731,272986392,0.174,-0.764,34,
184,COK,2024,28054550,313769356,0.437,-0.729,26,
188,CRI,2022,19249601359,20017553650,0.224,-0.08,146,2.163
188,CRI,2023,22799143510,21132225670,0.292,-0.024,151,2.019
188,CRI,2024,25659864262,22933730362,0.362,-0.024,151,2.106
191,HRV,2022,23063034782,41162817054,0.925,1.175,312,1.762
191,HRV,2023,22196781125,41047794838,0.866,1.157,311,1.686
191,HRV,2024,23012246859,43680179641,0.842,1.201,317,1.414
192,CUB,2022,1614576304,4470202223,-0.794,-1.053,50,0.984
192,CUB,2023,1342505697,4205000830,-1.396,-1.212,48,0.285
192,CUB,2024,1146036774,4002444492,-1.104,-1.202,41,0.899
196,CYP,2022,4160141463,15178241629,0.42,-0.291,119,2.731
196,CYP,2023,4799613471,15568218432,0.467,-0.317,113,2.579
196,CYP,2024,4698609187,15489683485,0.511,-0.285,112,2.702
203,CZE,2022,202320529210,213248975960,1.46,0.474,363,1.33
203,CZE,2023,214621297944,207317599962,1.44,0.601,333,1.131
203,CZE,2024,215371247656,207728247133,1.334,0.607,325,1.312
204,BEN,2022,1587595599,5243133424,-0.878,-0.925,62,2.726
204,BEN,2023,1448055057,5300966004,-1.017,-0.891,71,2.86
204,BEN,2024,1154555571,4396553546,-0.912,-0.87,70,3.169
208,DNK,2022,103163790691,114607944561,1.028,1.635,374,1.402
208,DNK,2023,106334622431,110938797109,1.048,1.305,364,1.311
208,DNK,2024,107202807472,114137370645,1.014,1.343,370,1.303
212,DMA,2022,27483385,392104787,0.305,0.49,129,
212,DMA,2023,38804495,372412412,0.338,0.676,143,1.858
212,DMA,2024,29364694,300051550,0.093,0.174,115,
214,DOM,2022,11383529765,28985753981,-0.023,0.472,199,4.213
214,DOM,2023,12698328252,27755448170,-0.03,0.193,184,4.043
214,DOM,2024,13563501354,28813571871,0.054,0.216,176,3.819
218,ECU,2022,34128293893,28141348756,-1.019,-1.068,88,1.76
218,ECU,2023,32308663874,27144494078,-0.981,-1.126,73,1.548
218,ECU,2024,34519658959,25448767422,-0.774,-1.145,68,2.079
222,SLV,2022,6797118374,14594056017,0.077,0.276,196,1.223
222,SLV,2023,6138257173,13217504530,0.109,0.232,198,1.282
222,SLV,2024,6166114709,13978012544,0.357,0.34,206,1.481
226,GNQ,2022,6521406979,1112270165,-2.425,-1.016,8,1.579
226,GNQ,2023,4169876427,1036991656,-2.33,-1.009,7,1.458
226,GNQ,2024,3597569377,1020110357,-2.739,-1.004,7,0.677
231,ETH,2022,3739665966,10519178687,-0.999,-0.348,145,4.144
231,ETH,2023,3290994590,10340344982,-1.026,-0.657,127,4.129
231,ETH,2024,2679668164,7912105530,-1.098,-1.031,92,4.987
232,ERI,2022,683372404,449702394,-1.019,-1.057,9,
232,ERI,2023,457714465,441280202,-1.175,-1.049,14,
232,ERI,2024,459336407,349360687,-1.029,-1.067,10,
233,EST,2022,21360289665,25716887681,0.984,1.148,284,2.618
233,EST,2023,18869113723,22497056826,0.996,1.216,307,2.408
233,EST,2024,18215153670,21237428731,0.905,1.285,307,2.275
234,FRO,2022,1248624588,1363728640,0.043,-0.943,27,
234,FRO,2023,1416455382,1482987007,-0.172,-0.885,27,1.233
234,FRO,2024,1397042612,1667590961,-0.157,-1.016,23,
238,FLK,2022,322777305,111128640,-1.097,-1.029,9,
238,FLK,2023,291596014,179424801,-0.881,-1.016,8,
238,FLK,2024,303832620,245287024,-0.861,-0.976,7,
239,SGS,2022,2565325,1744975,0.634,-0.878,10,
239,SGS,2023,863006,273531,1.273,-0.347,33,
239,SGS,2024,205951,191567,0.788,-0.836,8,
242,FJI,2022,930724818,2751649719,-0.251,-0.319,138,
242,FJI,2023,919148220,2778822270,-0.181,-0.285,147,2.011
242,FJI,2024,917455896,2762176940,-0.009,0.005,147,
246,FIN,2022,78606972435,87430098791,1.323,1.297,244,1.789
246,FIN,2023,74303519939,75937816729,1.296,1.282,237,1.743
246,FIN,2024,70567550795,71228900214,1.151,1.37,243,1.596
250,FRA,2022,584320515844,753761723351,1.172,1.094,476,1.07
250,FRA,2023,615080631345,721699462422,1.169,0.984,456,1.219
250,FRA,2024,594734343740,688871610746,1.082,1.065,462,1.18
258,PYF,2022,173735301,1793657725,0.498,-0.35,66,
258,PYF,2023,184917799,1859741625,0.417,-0.396,55,
258,PYF,2024,202148704,1807178863,0.35,-0.408,57,
260,ATF,2022,10133704,19078578,0.495,-0.543,34,
260,ATF,2023,11427558,24550742,0.386,-0.673,33,
260,ATF,2024,10566966,28807972,0.394,-0.699,28,
262,DJI,2022,1791500689,8836996292,0.382,0.801,181,
262,DJI,2023,1803480315,9259039194,0.322,0.397,151,4.021
262,DJI,2024,193865766,6922554827,-0.742,-0.767,46,
266,GAB,2022,9625662891,2968783703,-0.706,-1.102,26,2.966
266,GAB,2023,8438873051,3467176688,-0.776,-1.065,23,2.777
266,GAB,2024,6454108146,2803569041,-1.801,-1.15,18,1.849
268,GEO,2022,5638068057,14343472143,0.195,-0.417,140,3.941
268,GEO,2023,5705957433,14278620244,0.257,-0.526,138,3.746
268,GEO,2024,6091435996,17092598672,0.285,-0.513,125,4.19
270,GMB,2022,174080975,1425563745,-1.029,-0.745,68,
270,GMB,2023,211651574,1682103846,-1.434,-1.112,54,4.436
270,GMB,2024,150114464,1669734396,-1.329,-1.059,57,
275,PSE,2022,1493402963,6228569089,0.152,0.482,188,
275,PSE,2023,1479829659,5940737611,0.214,0.621,195,4.515
275,PSE,2024,79565767,2000245876,-0.262,-0.71,59,
276,DEU,2022,1570085415309,1387186701880,1.503,-2.042,506,0.731
276,DEU,2023,1569197163939,1333874111212,1.487,-1.617,481,1.095
276,DEU,2024,1502362748587,1243703936112,1.346,-1.859,493,1.187
288,GHA,2022,16558874725,19171951753,-0.67,-0.448,127,2.721
288,GHA,2023,15492898659,20188836849,-0.803,-0.68,116,2.637
288,GHA,2024,13105221417,20710376824,-1.103,-0.891,86,2.49
292,GIB,2022,351416890,12564708679,0.687,-0.656,33,
292,GIB,2023,220600486,10841868540,0.694,-0.473,35,
292,GIB,2024,133502024,10584419988,0.906,-0.384,41,
296,KIR,2022,101456623,200095801,-0.58,-1.008,10,
296,KIR,2023,72344140,175946699,0.038,-0.948,17,1.914
296,KIR,2024,87591136,190579789,-0.626,-0.858,18,
300,GRC,2022,53433991225,88121225590,0.377,1.08,253,0.738
300,GRC,2023,51879705902,82926051227,0.463,0.937,252,0.704
300,GRC,2024,50298802630,85503307281,0.538,1.037,260,0.725
304,GRL,2022,1183492122,1030302925,-0.715,-1.114,22,
304,GRL,2023,1336607548,1142365634,-0.658,-1.026,25,
304,GRL,2024,1279510253,1052557990,-0.282,-0.946,22,
308,GRD,2022,30556607,460250435,-0.005,-0.214,90,
308,GRD,2023,38904889,530475239,0.168,-0.2,93,2.364
308,GRD,2024,29337568,595284024,0.448,-0.111,82,
316,GUM,2022,24052128,1283690000,0.286,-0.248,61,
316,GUM,2023,16250650,1295530205,0.172,-0.405,73,
316,GUM,2024,23541483,861865798,0.013,-0.561,62,
320,GTM,2022,15581240158,27804722891,-0.101,0.867,233,3.215
320,GTM,2023,14291028929,27083194331,-0.032,0.808,239,3.345
320,GTM,2024,14471806072,28326988476,0.072,0.876,240,2.772
324,GIN,2022,9205899820,6280021467,-1.344,-1.05,63,2.248
324,GIN,2023,14451649889,6895508207,-1.575,-1.173,53,2.431
324,GIN,2024,7721048764,7783577989,-1.814,-1.345,33,1.775
328,GUY,2022,13830568331,3819248320,-0.999,-1.052,23,
328,GUY,2023,12645733610,4630518069,-0.603,-0.759,39,0.975
328,GUY,2024,20376397235,5061876770,-0.521,-0.934,19,
332,HTI,2022,1046610246,4183783814,-1.212,-1.114,62,0.472
332,HTI,2023,849607083,3943431131,-1.163,-1.13,63,0.389
332,HTI,2024,684269031,3511755371,-0.551,-0.871,61,1.722
334,HMD,2022,1589053,4762192,1.745,-0.825,8,
334,HMD,2023,485743,14955150,1.18,-0.869,7,
334,HMD,2024,81261,930913,1.207,-0.82,8,
336,VAT,2022,6798342,82406290,0.967,0.029,64,
336,VAT,2023,29416786,41722179,0.748,-0.448,40,
336,VAT,2024,8704158,36838943,1.211,0.289,66,
340,HND,2022,10849668135,17301151121,-0.861,-0.464,146,2.616
340,HND,2023,9743188455,15987352115,-0.468,-0.168,162,3.228
340,HND,2024,9308122658,16434694095,-0.293,-0.083,163,3.057
344,HKG,2022,173966416879,657901104613,1.233,0.616,134,2.553
344,HKG,2023,167938422429,632179422255,1.231,0.606,133,2.263
344,HKG,2024,195745271615,662732885684,1.141,0.705,135,3.215
348,HUN,2022,141235241526,154489129240,1.253,0.852,281,1.797
348,HUN,2023,153588359653,143800732562,1.244,0.811,250,1.721
348,HUN,2024,151585713644,144884847136,1.167,0.839,259,2.012
352,ISL,2022,6476241447,8386727723,0.46,-0.157,80,
352,ISL,2023,6440893869,8076844202,0.437,-0.08,87,2.11
352,ISL,2024,6564027618,8621059182,0.432,-0.071,87,
356,IND,2022,428387162377,626365646256,0.731,2.644,394,4.282
356,IND,2023,410389724577,576965764526,0.715,2.716,395,4.321
356,IND,2024,416487602226,607118812335,0.72,2.721,402,3.981
360,IDN,2022,290323196863,217026160442,0.268,0.87,222,4.151
360,IDN,2023,253919506898,205359616844,0.285,0.902,230,4.33
360,IDN,2024,259310138378,218977094642,0.243,1.317,245,4.259
364,IRN,2022,31118194411,37091335145,0.051,0.419,220,2.62
364,IRN,2023,11443185550,29935437781,-0.117,0.301,198,2.609
364,IRN,2024,11520590308,22879238112,-0.064,0.324,184,1.974
368,IRQ,2022,107620648092,75589853913,-1.424,-1.042,11,3.661
368,IRQ,2023,92209329227,72886465915,-1.55,-1.039,11,3.473
368,IRQ,2024,88307199444,52328715232,-1.552,-1.008,10,3.439
372,IRL,2022,213810359542,123618004418,1.282,0.015,100,3.351
372,IRL,2023,216056069580,128571072087,1.225,-0.121,96,3.155
372,IRL,2024,232716806559,118726658711,1.176,-0.077,95,3.118
376,ISR,2022,71648565341,94424521740,1.216,0.969,205,2.773
376,ISR,2023,64004611993,85137402185,1.158,1.036,216,2.576
376,ISR,2024,60042700814,78785594120,1.309,1.094,209,2.792
380,ITA,2022,631273712966,626504544510,1.218,0.487,533,0.586
380,ITA,2023,641160363427,587928265255,1.214,0.435,510,0.616
380,ITA,2024,630752928743,555351966291,1.121,0.326,512,0.367
384,CIV,2022,15184579577,17048673853,-1.266,-0.935,83,2.205
384,CIV,2023,17378639667,18199044366,-1.018,-0.968,81,2.21
384,CIV,2024,20374226702,16961326608,-0.908,-0.97,76,2.717
388,JAM,2022,1074593220,6713774757,-0.341,-0.824,104,0.094
388,JAM,2023,1303401390,7272405456,-0.48,-0.924,99,-0.001
388,JAM,2024,1029802657,6608271599,-0.342,-0.764,113,0.175
392,JPN,2022,730642528326,727959245294,1.889,-0.035,342,1.031
392,JPN,2023,727772175135,629409060748,1.839,0.235,324,1.123
392,JPN,2024,694380790066,622474538927,1.675,0.24,333,0.822
398,KAZ,2022,78437058393,54176299915,0.236,-0.665,95,3.65
398,KAZ,2023,87133150487,69546226028,0.45,-0.553,101,3.779
398,KAZ,2024,81359353272,70321887738,0.374,-0.486,108,3.88
400,JOR,2022,12312404809,28652212166,0.11,-0.2,162,1.54
400,JOR,2023,12319376934,25781473629,0.058,-0.207,168,1.676
400,JOR,2024,8864817064,21712509196,0.089,-0.391,149,1.504
404,KEN,2022,7564131625,23176312343,-0.439,1.093,227,3.939
404,KEN,2023,7562819100,22793223750,-0.389,1.125,230,4.061
404,KEN,2024,8173003145,23680429530,-0.264,1.078,223,3.382
408,PRK,2022,391118461,1802675153,1.236,0.475,92,
408,PRK,2023,500560239,2507295008,1.203,0.425,108,
408,PRK,2024,402998482,1948769867,0.923,0.553,120,
410,KOR,2022,670691407912,631481095762,1.671,0.907,217,2.931
410,KOR,2023,643960256164,558455797323,1.658,0.964,235,2.654
410,KOR,2024,681391347539,554572662222,1.528,0.993,223,3.36
414,KWT,2022,72800133991,38842673353,0.149,-1.183,24,1.827
414,KWT,2023,60717945198,40077996549,-0.024,-1.171,25,1.157
414,KWT,2024,49527698623,33153711280,0.217,-0.917,42,1.168
417,KGZ,2022,2377264214,22056524661,-0.16,0.501,197,3.945
417,KGZ,2023,3821709919,29796282361,0.096,0.762,211,3.948
417,KGZ,2024,7637046036,29983833380,0.187,0.488,185,3.669
418,LAO,2022,10080738703,8257264896,-0.813,-0.578,118,4.749
418,LAO,2023,9604912113,8988616463,-0.903,-0.702,129,4.777
418,LAO,2024,10257451522,9258926472,-0.753,-0.886,100,4.898
422,LBN,2022,3778460194,18157871823,0.391,0.841,217,3.648
422,LBN,2023,3877884414,17940267550,0.371,0.871,226,4.21
422,LBN,2024,3676006423,15787362539,0.377,0.689,211,3.851
426,LSO,2022,1004191856,1709369247,-0.904,-1.088,78,
426,LSO,2023,978755445,1593652569,-0.617,-0.92,77,2.637
426,LSO,2024,906724081,1698574748,-0.418,-0.76,74,
428,LVA,2022,20733561594,27561048637,0.82,1.097,276,2.802
428,LVA,2023,18528811876,25258894531,0.802,1.368,314,2.926
428,LVA,2024,17210961100,23140739159,0.779,1.096,293,2.689
430,LBR,2022,1706857017,21742033431,-1.196,-1.097,38,2.543
430,LBR,2023,1872119286,24681354926,-1.552,-1.1,37,2.506
430,LBR,2024,2105126194,29319291339,-2.264,-1.187,27,1.666
434,LBY,2022,32118716394,19856084569,-1.947,-1.232,11,0.429
434,LBY,2023,28632170672,23162217745,-2.034,-1.262,17,0.269
434,LBY,2024,24985847447,20324349701,-1.741,-1.17,17,0.391
440,LTU,2022,44813649707,47201306709,0.952,1.214,324,3.041
440,LTU,2023,40438160842,42813688346,0.922,1.135,322,2.945
440,LTU,2024,36511681072,42020965303,0.86,1.075,305,2.559
442,LUX,2022,17762978842,28778163528,1.164,1.672,220,
442,LUX,2023,15883083636,27352481665,1.129,1.497,211,1.592
442,LUX,2024,15046278196,25632737632,1.113,1.585,215,
446,MAC,2022,1726758895,14806298815,0.827,0.428,136,
446,MAC,2023,1922483928,16573887129,0.729,-0.072,101,2.985
446,MAC,2024,1847107302,14691333359,0.686,0.148,109,
450,MDG,2022,3961592907,4961993780,-1.415,-0.846,120,1.693
450,MDG,2023,3387263010,4394310360,-1.224,-0.676,132,1.655
450,MDG,2024,2942003771,4548501619,-1.07,-0.535,135,2.44
454,MWI,2022,862614437,1695628429,-1.053,-0.872,88,3.791
454,MWI,2023,744542891,1729247340,-1.194,-1.106,67,3.424
454,MWI,2024,765620511,2028376126,-0.937,-0.924,68,3.85
458,MYS,2022,396201311005,276438590368,1.005,0.671,196,4.645
458,MYS,2023,353945103394,256204450148,0.907,0.773,212,4.426
458,MYS,2024,364563042500,293289748474,0.819,0.929,214,4.45
462,MDV,2022,638124257,4291137811,-1.165,-1.092,21,
462,MDV,2023,300042561,4085492801,-0.852,-0.991,25,2.914
462,MDV,2024,226442695,3587983574,-0.625,-0.908,25,
466,MLI,2022,5634399714,6513955057,-0.871,-0.652,95,4.118
466,MLI,2023,5202846225,6476175466,-0.882,-0.652,103,5.125
466,MLI,2024,1035447700,6280124263,-0.942,-0.983,75,4.748
470,MLT,2022,4269611842,17631448539,0.939,0.305,110,
470,MLT,2023,5583254721,14847121322,1.05,0.031,84,3.725
470,MLT,2024,5754191109,20139467492,1.017,0.398,105,
478,MRT,2022,4064227932,4467468582,-1.816,-1.326,40,2.287
478,MRT,2023,4003458280,4235637723,-1.383,-1.287,42,2.312
478,MRT,2024,4038248794,4598939323,-1.298,-1.255,36,3.019
480,MUS,2022,1923977832,5516789185,0.189,0.3,189,3.077
480,MUS,2023,1960138523,5689437491,0.185,0.055,178,2.819
480,MUS,2024,1731454115,5882356290,0.299,-0.009,172,2.978
484,MEX,2022,582138000782,548438277441,0.913,0.767,202,2.254
484,MEX,2023,606418399463,564296888136,0.935,0.646,198,2.096
484,MEX,2024,636474052291,590421515134,0.944,0.685,184,2.479
496,MNG,2022,10797845025,7786643161,-1.452,-1.23,37,1.249
496,MNG,2023,14387943393,8849551362,-1.17,-1.163,41,1.274
496,MNG,2024,14006822758,8425032100,-1.549,-1.189,33,1.066
498,MDA,2022,4071483054,8198624382,0.15,-0.434,150,3.114
498,MDA,2023,3932045090,7935559744,0.203,-0.368,152,3.468
498,MDA,2024,3706209848,8431684601,0.226,-0.25,162,4.028
499,MNE,2022,1722882170,4017409459,0.381,0.083,117,
499,MNE,2023,1230779068,4062382788,0.476,-0.154,102,1.99
499,MNE,2024,955353515,4399241876,0.426,0.062,111,
500,MSR,2022,5876918,24154452,1.111,-0.36,44,
500,MSR,2023,5154431,29841367,1.067,-0.309,50,
500,MSR,2024,9716455,29226084,0.845,-0.463,37,
504,MAR,2022,40032399673,61815004410,-0.353,-0.167,166,2.772
504,MAR,2023,42819885494,61586449907,-0.188,-0.178,163,2.876
504,MAR,2024,54076802642,69317432618,-0.044,-0.233,151,3.219
508,MOZ,2022,9321925838,17351368473,-1.604,-1.171,77,4.437
508,MOZ,2023,9046281241,17073681025,-1.622,-1.266,73,4.288
508,MOZ,2024,9413894441,15900253857,-1.246,-1.155,73,4.934
512,OMN,2022,71526601334,36391631169,-0.168,-0.933,76,3.839
512,OMN,2023,59768846154,35961939755,-0.288,-0.856,80,3.754
512,OMN,2024,56727706675,25813988466,-0.552,-1.096,54,3.026
516,NAM,2022,4942730097,6615242472,-0.598,-0.72,103,2.606
516,NAM,2023,4947943925,6451611982,-0.786,-0.721,108,2.636
516,NAM,2024,6127584988,7380542524,-0.523,-0.482,110,2.602
520,NRU,2022,178713626,80925016,1.016,-0.715,21,
520,NRU,2023,180461627,71503223,0.99,-0.817,17,0.697
520,NRU,2024,161410186,64854215,0.815,-0.671,23,
524,NPL,2022,1296500754,12257530432,-0.138,-0.149,144,2.425
