date_gregorian,date_jalali,open,low,high,close,change_direction,change_abs,change_pct,unit,source,country_iso3
2010/06/12,1389/03/22,3085000.0,3085000.0,3085000.0,3085000.0,high,10000.0,0.33,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/06/13,1389/03/23,3075000.0,3075000.0,3075000.0,3075000.0,low,5000.0,0.16,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/06/14,1389/03/24,3080000.0,3080000.0,3080000.0,3080000.0,high,40000.0,1.32,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/06/15,1389/03/25,3040000.0,3040000.0,3040000.0,3040000.0,low,20000.0,0.66,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/06/16,1389/03/26,3060000.0,3060000.0,3060000.0,3060000.0,,,,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/06/19,1389/03/29,3100000.0,3100000.0,3100000.0,3100000.0,,,,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/06/21,1389/03/31,3120000.0,3120000.0,3120000.0,3120000.0,high,40000.0,1.3,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/06/22,1389/04/01,3080000.0,3080000.0,3080000.0,3080000.0,,,,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/06/23,1389/04/02,3080000.0,3080000.0,3080000.0,3080000.0,low,4000.0,0.13,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/06/27,1389/04/06,3120000.0,3120000.0,3120000.0,3120000.0,,,,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/06/28,1389/04/07,3120000.0,3120000.0,3120000.0,3120000.0,high,20000.0,0.65,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/06/29,1389/04/08,3100000.0,3100000.0,3100000.0,3100000.0,low,20000.0,0.65,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/06/30,1389/04/09,3120000.0,3120000.0,3120000.0,3120000.0,high,77000.0,2.53,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/07/02,1389/04/11,3030000.0,2995000.0,3045000.0,3030000.0,,,,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/07/04,1389/04/13,3030000.0,3030000.0,3030000.0,3030000.0,high,5000.0,0.17,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/07/06,1389/04/15,3020000.0,3020000.0,3020000.0,3020000.0,high,20000.0,0.67,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/07/07,1389/04/16,3000000.0,3000000.0,3000000.0,3000000.0,,,,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/07/11,1389/04/20,3020000.0,3020000.0,3020000.0,3020000.0,high,10000.0,0.33,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/07/12,1389/04/21,3010000.0,3010000.0,3010000.0,3010000.0,low,1000.0,0.03,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/07/14,1389/04/23,3020000.0,3020000.0,3020000.0,3020000.0,,,,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/07/17,1389/04/26,2980000.0,2980000.0,2980000.0,2980000.0,high,20000.0,0.68,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/07/18,1389/04/27,2960000.0,2960000.0,2960000.0,2960000.0,,,,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/07/19,1389/04/28,2960000.0,2960000.0,2960000.0,2960000.0,high,20000.0,0.68,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/07/20,1389/04/29,2940000.0,2940000.0,2940000.0,2940000.0,low,10000.0,0.34,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/07/21,1389/04/30,2950000.0,2950000.0,2950000.0,2950000.0,,,,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/07/24,1389/05/02,2960000.0,2960000.0,2960000.0,2960000.0,,,,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/07/25,1389/05/03,2960000.0,2960000.0,2960000.0,2960000.0,,,,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/07/28,1389/05/06,2925000.0,2925000.0,2925000.0,2925000.0,high,2800.0,0.1,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/07/31,1389/05/09,2950000.0,2950000.0,2950000.0,2950000.0,,,,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/08/01,1389/05/10,2950000.0,2950000.0,2950000.0,2950000.0,,,,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/08/02,1389/05/11,2950000.0,2950000.0,2950000.0,2950000.0,,,,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/08/03,1389/05/12,2950000.0,2950000.0,2950000.0,2950000.0,low,16000.0,0.54,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/08/04,1389/05/13,2966000.0,2934000.0,3007000.0,2963000.0,low,37000.0,1.25,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/08/07,1389/05/16,3000000.0,3000000.0,3000000.0,3000000.0,,,,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/08/08,1389/05/17,3000000.0,3000000.0,3000000.0,3000000.0,,,,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/08/10,1389/05/19,3000000.0,3000000.0,3000000.0,3000000.0,high,10000.0,0.33,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/08/11,1389/05/20,2990000.0,2990000.0,2990000.0,2990000.0,low,13000.0,0.43,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/08/14,1389/05/23,3030000.0,3030000.0,3030000.0,3030000.0,,,,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/08/15,1389/05/24,3030000.0,3030000.0,3030000.0,3030000.0,,,,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/08/16,1389/05/25,3030000.0,3030000.0,3030000.0,3030000.0,low,10000.0,0.33,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/08/17,1389/05/26,3040000.0,3040000.0,3040000.0,3040000.0,,,,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/08/18,1389/05/27,3040000.0,3040000.0,3040000.0,3040000.0,,,,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/08/21,1389/05/30,3040000.0,3040000.0,3040000.0,3040000.0,,,,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/08/22,1389/05/31,3040000.0,3040000.0,3040000.0,3040000.0,,,,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/08/23,1389/06/01,3040000.0,3040000.0,3040000.0,3040000.0,high,10000.0,0.33,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/08/24,1389/06/02,3030000.0,3030000.0,3030000.0,3030000.0,low,20000.0,0.66,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/08/25,1389/06/03,3050000.0,3050000.0,3050000.0,3050000.0,low,4000.0,0.13,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/08/28,1389/06/06,3060000.0,3060000.0,3060000.0,3060000.0,low,10000.0,0.33,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/08/29,1389/06/07,3070000.0,3070000.0,3070000.0,3070000.0,low,10000.0,0.33,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/08/30,1389/06/08,3080000.0,3080000.0,3080000.0,3080000.0,,,,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/09/01,1389/06/10,3080000.0,3019000.0,3116000.0,3080000.0,low,45000.0,1.46,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/09/04,1389/06/13,3125000.0,3125000.0,3125000.0,3125000.0,high,5000.0,0.16,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/09/05,1389/06/14,3120000.0,3120000.0,3120000.0,3120000.0,,,,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/09/06,1389/06/15,3120000.0,3120000.0,3120000.0,3120000.0,low,5000.0,0.16,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/09/07,1389/06/16,3125000.0,3125000.0,3125000.0,3125000.0,low,15000.0,0.48,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/09/08,1389/06/17,3140000.0,3140000.0,3140000.0,3140000.0,,,,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/09/11,1389/06/20,3140000.0,3140000.0,3140000.0,3140000.0,high,10000.0,0.32,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/09/12,1389/06/21,3130000.0,3130000.0,3130000.0,3130000.0,high,5000.0,0.16,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/09/13,1389/06/22,3125000.0,3125000.0,3125000.0,3125000.0,low,5000.0,0.16,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/09/14,1389/06/23,3130000.0,3130000.0,3130000.0,3130000.0,low,30000.0,0.96,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/09/15,1389/06/24,3160000.0,3160000.0,3160000.0,3160000.0,,,,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/09/18,1389/06/27,3170000.0,3170000.0,3170000.0,3170000.0,low,40000.0,1.26,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/09/19,1389/06/28,3210000.0,3210000.0,3210000.0,3210000.0,low,40000.0,1.25,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/09/20,1389/06/29,3250000.0,3250000.0,3250000.0,3250000.0,high,30000.0,0.93,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/09/21,1389/06/30,3220000.0,3220000.0,3220000.0,3220000.0,low,40000.0,1.24,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/09/22,1389/06/31,3260000.0,3260000.0,3260000.0,3260000.0,,,,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/09/25,1389/07/03,3300000.0,3300000.0,3300000.0,3300000.0,low,50000.0,1.52,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/09/26,1389/07/04,3350000.0,3350000.0,3350000.0,3350000.0,low,10000.0,0.3,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/09/27,1389/07/05,3360000.0,3360000.0,3360000.0,3360000.0,low,10000.0,0.3,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/09/28,1389/07/06,3370000.0,3370000.0,3370000.0,3370000.0,low,230000.0,6.82,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/09/29,1389/07/07,3600000.0,3600000.0,3600000.0,3600000.0,high,30000.0,0.84,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/10/02,1389/07/10,3500000.0,3500000.0,3500000.0,3500000.0,high,60000.0,1.74,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/10/05,1389/07/13,3390000.0,3390000.0,3390000.0,3390000.0,low,90000.0,2.65,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/10/06,1389/07/14,3480000.0,3480000.0,3480000.0,3480000.0,,,,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/10/09,1389/07/17,3470000.0,3470000.0,3470000.0,3470000.0,high,40000.0,1.17,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/10/10,1389/07/18,3430000.0,3430000.0,3430000.0,3430000.0,low,20000.0,0.58,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/10/11,1389/07/19,3450000.0,3450000.0,3450000.0,3450000.0,,,,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/10/12,1389/07/20,3450000.0,3450000.0,3450000.0,3450000.0,,,,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/10/13,1389/07/21,3450000.0,3450000.0,3450000.0,3450000.0,low,15000.0,0.43,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/10/16,1389/07/24,3450000.0,3450000.0,3450000.0,3450000.0,low,10000.0,0.29,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/10/17,1389/07/25,3460000.0,3460000.0,3460000.0,3460000.0,high,10000.0,0.29,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/10/18,1389/07/26,3450000.0,3450000.0,3450000.0,3450000.0,low,10000.0,0.29,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/10/19,1389/07/27,3460000.0,3460000.0,3460000.0,3460000.0,high,2000.0,0.06,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/10/20,1389/07/28,3457000.0,3404000.0,3516000.0,3424000.0,high,74000.0,2.21,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/10/23,1389/08/01,3350000.0,3350000.0,3350000.0,3350000.0,,,,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/10/24,1389/08/02,3350000.0,3350000.0,3350000.0,3350000.0,low,10000.0,0.3,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/10/25,1389/08/03,3360000.0,3360000.0,3360000.0,3360000.0,,,,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/10/26,1389/08/04,3360000.0,3360000.0,3360000.0,3360000.0,high,10000.0,0.3,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/10/27,1389/08/05,3350000.0,3350000.0,3350000.0,3350000.0,high,4000.0,0.12,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/10/30,1389/08/08,3420000.0,3420000.0,3420000.0,3420000.0,high,20000.0,0.59,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/10/31,1389/08/09,3400000.0,3400000.0,3400000.0,3400000.0,,,,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/11/01,1389/08/10,3400000.0,3400000.0,3400000.0,3400000.0,,,,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/11/02,1389/08/11,3400000.0,3400000.0,3400000.0,3400000.0,high,10000.0,0.29,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/11/03,1389/08/12,3390000.0,3390000.0,3390000.0,3390000.0,high,10000.0,0.3,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/11/06,1389/08/15,3460000.0,3460000.0,3460000.0,3460000.0,,,,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/11/07,1389/08/16,3460000.0,3460000.0,3460000.0,3460000.0,,,,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/11/08,1389/08/17,3460000.0,3460000.0,3460000.0,3460000.0,low,40000.0,1.16,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/11/09,1389/08/18,3500000.0,3500000.0,3500000.0,3500000.0,high,30000.0,0.86,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/11/10,1389/08/19,3470000.0,3470000.0,3470000.0,3470000.0,low,9000.0,0.26,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/11/13,1389/08/22,3410000.0,3410000.0,3410000.0,3410000.0,low,10000.0,0.29,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/11/14,1389/08/23,3420000.0,3420000.0,3420000.0,3420000.0,,,,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/11/15,1389/08/24,3420000.0,3420000.0,3420000.0,3420000.0,,,,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/11/17,1389/08/26,3411000.0,3374000.0,3433000.0,3410000.0,high,10000.0,0.29,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/11/19,1389/08/28,3400000.0,3374000.0,3440000.0,3400000.0,,,,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/11/21,1389/08/30,3400000.0,3400000.0,3400000.0,3400000.0,low,10000.0,0.29,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/11/22,1389/09/01,3410000.0,3410000.0,3410000.0,3410000.0,,,,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/11/23,1389/09/02,3410000.0,3410000.0,3410000.0,3410000.0,,,,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
2010/11/27,1389/09/06,3400000.0,3400000.0,3400000.0,3400000.0,,,,IRR_per_coin,"TGJU.org (Emami coin, sekee), tgju.org/profile/sekee",IRN
