date_gregorian,date_jalali,open,low,high,close,change_direction,change_abs,change_pct,unit,source,country_iso3
2013/09/10,1392/06/19,10550000.0,10450000.0,10550000.0,10450000.0,high,200000.0,1.95,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2013/09/11,1392/06/20,10350000.0,10250000.0,10350000.0,10250000.0,,,,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2013/09/12,1392/06/21,10250000.0,10250000.0,10250000.0,10250000.0,high,250000.0,2.5,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2013/09/14,1392/06/23,10000000.0,10000000.0,10050000.0,10000000.0,high,320000.0,3.31,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2013/09/15,1392/06/24,9800000.0,9600000.0,9800000.0,9680000.0,high,130000.0,1.36,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2013/09/16,1392/06/25,9600000.0,9550000.0,9600000.0,9550000.0,low,50000.0,0.52,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2013/09/17,1392/06/26,9650000.0,9550000.0,9700000.0,9600000.0,low,350000.0,3.65,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2013/09/18,1392/06/27,9990000.0,9950000.0,10050000.0,9950000.0,high,580000.0,6.19,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2013/09/21,1392/06/30,9200000.0,9200000.0,9300000.0,9250000.0,low,100000.0,1.08,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2013/09/22,1392/06/31,9300000.0,9250000.0,9350000.0,9350000.0,high,100000.0,1.08,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2013/09/23,1392/07/01,9200000.0,9200000.0,9250000.0,9250000.0,low,450000.0,4.86,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2013/09/24,1392/07/02,9700000.0,9700000.0,9700000.0,9700000.0,high,50000.0,0.52,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2013/09/25,1392/07/03,9700000.0,9650000.0,9750000.0,9650000.0,,,,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2013/09/26,1392/07/04,9650000.0,9650000.0,9650000.0,9650000.0,low,200000.0,2.07,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2013/09/28,1392/07/06,9650000.0,9650000.0,9900000.0,9850000.0,high,150000.0,1.55,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2013/09/29,1392/07/07,9800000.0,9650000.0,9850000.0,9700000.0,high,50000.0,0.52,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2013/09/30,1392/07/08,9750000.0,9650000.0,9800000.0,9650000.0,,,,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2013/10/01,1392/07/09,9500000.0,9500000.0,9650000.0,9650000.0,high,50000.0,0.52,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2013/10/02,1392/07/10,9650000.0,9600000.0,9650000.0,9600000.0,low,30000.0,0.31,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2013/10/05,1392/07/13,9650000.0,9650000.0,9700000.0,9700000.0,high,50000.0,0.52,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2013/10/06,1392/07/14,9650000.0,9650000.0,9650000.0,9650000.0,,,,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2013/10/07,1392/07/15,9700000.0,9650000.0,9700000.0,9650000.0,high,50000.0,0.52,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2013/10/08,1392/07/16,9600000.0,9600000.0,9600000.0,9600000.0,high,50000.0,0.52,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2013/10/09,1392/07/17,9600000.0,9550000.0,9600000.0,9550000.0,high,41000.0,0.43,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2013/10/12,1392/07/20,9300000.0,9300000.0,9300000.0,9300000.0,low,100000.0,1.08,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2013/10/13,1392/07/21,9250000.0,9250000.0,9400000.0,9400000.0,high,50000.0,0.53,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2013/10/14,1392/07/22,9400000.0,9300000.0,9400000.0,9350000.0,,,,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2013/10/15,1392/07/23,9350000.0,9350000.0,9350000.0,9350000.0,low,150000.0,1.6,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2013/10/17,1392/07/25,9500000.0,9500000.0,9500000.0,9500000.0,low,50000.0,0.53,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2013/10/19,1392/07/27,9550000.0,9550000.0,9550000.0,9550000.0,high,50000.0,0.53,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2013/10/20,1392/07/28,9550000.0,9450000.0,9550000.0,9500000.0,low,100000.0,1.05,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2013/10/21,1392/07/29,9630000.0,9360000.0,9700000.0,9560000.0,high,30000.0,0.31,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2013/10/22,1392/07/30,9600000.0,9360000.0,9660000.0,9530000.0,low,120000.0,1.26,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2013/10/26,1392/08/04,9650000.0,9650000.0,9650000.0,9650000.0,,,,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2013/10/27,1392/08/05,9650000.0,9600000.0,9650000.0,9650000.0,,,,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2013/10/28,1392/08/06,9650000.0,9650000.0,9650000.0,9650000.0,low,50000.0,0.52,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2013/10/29,1392/08/07,9650000.0,9650000.0,9700000.0,9700000.0,high,100000.0,1.04,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2013/10/30,1392/08/08,9600000.0,9600000.0,9600000.0,9600000.0,,,,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2013/10/31,1392/08/09,9600000.0,9600000.0,9600000.0,9600000.0,high,50000.0,0.52,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2013/11/02,1392/08/11,9450000.0,9450000.0,9550000.0,9550000.0,,,,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2013/11/03,1392/08/12,9550000.0,9500000.0,9550000.0,9550000.0,high,50000.0,0.53,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2013/11/04,1392/08/13,9500000.0,9450000.0,9500000.0,9500000.0,,,,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2013/11/05,1392/08/14,9450000.0,9450000.0,9500000.0,9500000.0,high,50000.0,0.53,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2013/11/06,1392/08/15,9500000.0,9450000.0,9500000.0,9450000.0,,,,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2013/11/07,1392/08/16,9450000.0,9450000.0,9450000.0,9450000.0,high,150000.0,1.61,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2013/11/09,1392/08/18,9300000.0,9250000.0,9300000.0,9300000.0,,,,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2013/11/10,1392/08/19,9300000.0,9300000.0,9300000.0,9300000.0,high,50000.0,0.54,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2013/11/11,1392/08/20,9250000.0,9250000.0,9250000.0,9250000.0,,,,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2013/11/12,1392/08/21,9250000.0,9250000.0,9250000.0,9250000.0,,,,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2013/11/16,1392/08/25,9300000.0,9250000.0,9300000.0,9250000.0,high,100000.0,1.09,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2013/11/17,1392/08/26,9250000.0,9150000.0,9250000.0,9150000.0,,,,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2013/11/18,1392/08/27,9050000.0,9050000.0,9150000.0,9150000.0,high,50000.0,0.55,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2013/11/19,1392/08/28,9200000.0,9100000.0,9200000.0,9100000.0,high,50000.0,0.55,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2013/11/20,1392/08/29,9000000.0,9000000.0,9050000.0,9050000.0,,,,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2013/11/21,1392/08/30,9050000.0,9050000.0,9050000.0,9050000.0,high,600000.0,7.1,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2013/11/23,1392/09/02,8850000.0,8450000.0,8850000.0,8450000.0,high,50000.0,0.6,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2013/11/24,1392/09/03,8250000.0,8250000.0,8400000.0,8400000.0,low,300000.0,3.57,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2013/11/25,1392/09/04,8600000.0,8600000.0,8700000.0,8700000.0,low,50000.0,0.57,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2013/11/26,1392/09/05,8550000.0,8550000.0,8750000.0,8750000.0,high,200000.0,2.34,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2013/11/27,1392/09/06,8650000.0,8550000.0,8700000.0,8550000.0,,,,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2013/11/28,1392/09/07,8550000.0,8550000.0,8550000.0,8550000.0,low,200000.0,2.34,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2013/11/30,1392/09/09,8750000.0,8700000.0,8750000.0,8750000.0,high,100000.0,1.16,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2013/12/01,1392/09/10,8750000.0,8650000.0,8750000.0,8650000.0,high,100000.0,1.17,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2013/12/02,1392/09/11,8600000.0,8500000.0,8600000.0,8550000.0,low,100000.0,1.17,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2013/12/03,1392/09/12,8550000.0,8550000.0,8650000.0,8650000.0,,,,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2013/12/04,1392/09/13,8700000.0,8650000.0,8700000.0,8650000.0,,,,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2013/12/05,1392/09/14,8650000.0,8650000.0,8650000.0,8650000.0,,,,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2013/12/07,1392/09/16,8650000.0,8650000.0,8650000.0,8650000.0,,,,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2013/12/08,1392/09/17,8650000.0,8650000.0,8650000.0,8650000.0,low,100000.0,1.16,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2013/12/09,1392/09/18,8700000.0,8700000.0,8800000.0,8750000.0,low,50000.0,0.57,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2013/12/10,1392/09/19,8800000.0,8750000.0,8800000.0,8800000.0,high,150000.0,1.73,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2013/12/11,1392/09/20,8750000.0,8650000.0,8750000.0,8650000.0,low,68000.0,0.79,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2013/12/14,1392/09/23,8750000.0,8750000.0,8800000.0,8800000.0,high,50000.0,0.57,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2013/12/15,1392/09/24,8750000.0,8700000.0,8750000.0,8750000.0,,,,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2013/12/16,1392/09/25,8750000.0,8700000.0,8750000.0,8750000.0,,,,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2013/12/17,1392/09/26,8700000.0,8700000.0,8750000.0,8750000.0,high,150000.0,1.74,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2013/12/18,1392/09/27,8650000.0,8600000.0,8650000.0,8600000.0,,,,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2013/12/19,1392/09/28,8600000.0,8600000.0,8600000.0,8600000.0,high,50000.0,0.58,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2013/12/21,1392/09/30,8550000.0,8550000.0,8550000.0,8550000.0,,,,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2013/12/22,1392/10/01,8550000.0,8550000.0,8550000.0,8550000.0,,,,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2013/12/24,1392/10/03,8550000.0,8550000.0,8550000.0,8550000.0,low,100000.0,1.17,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2013/12/25,1392/10/04,8650000.0,8650000.0,8650000.0,8650000.0,,,,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2013/12/26,1392/10/05,8650000.0,8650000.0,8650000.0,8650000.0,low,150000.0,1.73,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2013/12/28,1392/10/07,8750000.0,8750000.0,8850000.0,8800000.0,high,50000.0,0.57,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2013/12/29,1392/10/08,8800000.0,8750000.0,8800000.0,8750000.0,,,,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2013/12/30,1392/10/09,8750000.0,8750000.0,8750000.0,8750000.0,,,,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2013/12/31,1392/10/10,8757000.0,8591000.0,8854000.0,8750000.0,,,,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2014/01/04,1392/10/14,8750000.0,8750000.0,8800000.0,8750000.0,low,50000.0,0.57,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2014/01/05,1392/10/15,8800000.0,8800000.0,8800000.0,8800000.0,,,,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2014/01/06,1392/10/16,8800000.0,8800000.0,8800000.0,8800000.0,high,50000.0,0.57,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2014/01/07,1392/10/17,8750000.0,8750000.0,8750000.0,8750000.0,,,,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2014/01/08,1392/10/18,8750000.0,8750000.0,8750000.0,8750000.0,,,,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2014/01/09,1392/10/19,8750000.0,8750000.0,8750000.0,8750000.0,low,50000.0,0.57,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2014/01/11,1392/10/21,8800000.0,8800000.0,8850000.0,8800000.0,high,100000.0,1.15,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2014/01/12,1392/10/22,8700000.0,8700000.0,8750000.0,8700000.0,low,50000.0,0.57,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2014/01/13,1392/10/23,8750000.0,8700000.0,8750000.0,8750000.0,high,50000.0,0.57,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2014/01/14,1392/10/24,8700000.0,8700000.0,8700000.0,8700000.0,,,,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2014/01/15,1392/10/25,8700000.0,8700000.0,8700000.0,8700000.0,,,,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2014/01/16,1392/10/26,8700000.0,8700000.0,8700000.0,8700000.0,high,50000.0,0.58,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2014/01/18,1392/10/28,8650000.0,8650000.0,8650000.0,8650000.0,high,90000.0,1.05,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2014/01/20,1392/10/30,8550000.0,8550000.0,8560000.0,8560000.0,low,60000.0,0.7,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2014/01/21,1392/11/01,8560000.0,8560000.0,8620000.0,8620000.0,,,,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2014/01/22,1392/11/02,8620000.0,8620000.0,8620000.0,8620000.0,,,,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2014/01/23,1392/11/03,8620000.0,8620000.0,8620000.0,8620000.0,,,,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2014/01/25,1392/11/05,8620000.0,8620000.0,8620000.0,8620000.0,low,54000.0,0.63,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2014/01/26,1392/11/06,8628000.0,8550000.0,8837000.0,8676000.0,low,8000.0,0.09,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2014/01/27,1392/11/07,8620000.0,8570000.0,8772000.0,8684000.0,high,35000.0,0.4,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2014/01/28,1392/11/08,8657000.0,8521000.0,8772000.0,8649000.0,low,47000.0,0.54,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
2014/01/29,1392/11/09,8653000.0,8490000.0,8789000.0,8696000.0,low,24000.0,0.28,IRR_per_coin,"TGJU.org (Bahar Azadi coin, sekeb), tgju.org/profile/sekeb",IRN
