date,value,metric,unit,source,country_iso3
2026-06-10,1436.585,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-06-09,1446.1668,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-06-08,1445.3978,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-06-05,1442.4148,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-06-04,1438.8159,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-06-03,1435.3812,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-06-02,1426.9788,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-06-01,1421.4672,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-05-29,1410.2904,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-05-28,1411.4054,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-05-27,1411.1796,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-05-26,1407.8893,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-05-22,1393.5019,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-05-21,1392.1705,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-05-20,1398.8346,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-05-19,1398.916,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-05-18,1394.974,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-05-15,1395.3478,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-05-14,1393.2322,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-05-13,1389.2073,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-05-12,1386.5259,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-05-11,1399.4749,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-05-08,1394.1232,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-05-07,1390.637,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-05-06,1386.2923,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-05-05,1395.1909,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-05-04,1398.3143,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-04-30,1381.0954,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-04-29,1395.2866,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-04-28,1408.1491,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-04-27,1412.9865,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-04-24,1397.2063,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-04-23,1387.6961,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-04-22,1378.1258,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-04-21,1379.0516,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-04-20,1372.7745,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-04-17,1360.0307,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-04-16,1352.9774,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-04-15,1363.6566,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-04-14,1358.522,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-04-13,1362.8139,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-04-10,1373.9033,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-04-09,1383.2312,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-04-08,1387.0308,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-04-07,1395.0979,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-04-06,1391.6887,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-04-01,1387.7212,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-03-31,1382.7578,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-03-30,1394.9234,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-03-27,1376.0989,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-03-26,1370.2909,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-03-25,1378.9689,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-03-20,1393.438,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-03-19,1395.5142,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-03-18,1399.6042,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-03-17,1395.5134,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-03-16,1394.655,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-03-13,1392.9851,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-03-12,1399.6749,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-03-11,1396.4528,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-03-10,1402.3816,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-03-09,1418.2781,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-03-06,1413.8218,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-03-05,1407.1504,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-03-04,1401.5797,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-03-03,1411.1067,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-03-02,1401.5785,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-02-27,1408.9662,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-02-26,1408.6966,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-02-25,1388.5847,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-02-24,1377.0942,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-02-23,1367.2357,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-02-20,1384.205,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-02-19,1391.9703,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-02-18,1401.8091,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-02-13,1395.4205,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-02-12,1394.154,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-02-11,1403.6981,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-02-10,1405.427,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-02-09,1423.3639,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-02-06,1430.589,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-02-05,1445.6242,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-02-04,1447.6232,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-02-03,1447.6651,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-02-02,1451.701,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-01-30,1447.6657,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-01-29,1446.301,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-01-28,1442.6959,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-01-27,1441.3245,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-01-26,1438.4603,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-01-23,1433.1999,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-01-22,1427.0331,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-01-21,1429.7799,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-01-20,1435.6263,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-01-19,1432.6913,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-01-16,1431.055,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-01-15,1443.8584,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-01-14,1454.3238,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-01-13,1463.3168,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-01-12,1466.646,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-01-09,1466.4689,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-01-08,1459.5816,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-01-07,1466.0309,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-01-06,1467.6208,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-01-05,1472.7348,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-01-02,1469.613,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-12-30,1459.4167,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-12-29,1454.9167,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-12-26,1450.9167,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-12-23,1450.5,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-12-22,1450.4167,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-12-19,1452.25,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-12-18,1453.1667,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-12-17,1448.5833,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-12-16,1451.3333,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-12-15,1439.8333,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-12-12,1438.4167,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-12-11,1438.25,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-12-10,1439.4167,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-12-09,1437.4167,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-12-05,1438.5833,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-12-04,1449.3333,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-12-03,1453.5,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-12-02,1453.5833,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-12-01,1449.0833,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-11-28,1450.75,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-11-27,1448.0,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-11-26,1448.5,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-11-25,1442.8333,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-11-20,1416.6667,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-11-19,1402.5,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-11-18,1388.0,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-11-17,1401.0,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-11-14,1405.0,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-11-13,1408.8333,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-11-12,1402.0,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-11-11,1416.5,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-11-10,1419.3333,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-11-07,1441.5,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-11-05,1447.5,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-11-04,1473.1667,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-11-03,1457.4167,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-10-31,1443.0,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-10-30,1433.6667,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-10-29,1451.5,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-10-28,1470.8333,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-10-27,1378.9167,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-10-24,1485.9167,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-10-23,1484.0,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-10-22,1487.0833,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-10-21,1484.75,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-10-20,1462.8333,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-10-17,1439.5,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-10-16,1387.1667,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-10-15,1373.5,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-10-14,1359.8333,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-10-13,1347.6667,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-10-09,1451.75,tipo_cambio_mayorista_referencia,ARS_per_USD wholesale reference exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
