date,value,metric,unit,source,country_iso3
2026-06-09,1463.83,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-06-08,1464.3,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-06-05,1462.88,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-06-04,1458.02,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-06-03,1459.69,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-06-02,1448.79,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-06-01,1444.58,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-05-29,1431.57,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-05-28,1430.45,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-05-27,1429.9,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-05-26,1428.9,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-05-22,1419.74,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-05-21,1411.66,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-05-20,1420.88,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-05-19,1418.66,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-05-18,1416.31,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-05-15,1418.57,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-05-14,1414.07,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-05-13,1412.45,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-05-12,1408.67,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-05-11,1417.11,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-05-08,1418.34,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-05-07,1417.62,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-05-06,1408.27,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-05-05,1416.84,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-05-04,1424.64,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-04-30,1415.8,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-04-29,1418.69,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-04-28,1435.68,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-04-27,1440.61,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-04-24,1418.45,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-04-23,1412.88,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-04-22,1399.75,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-04-21,1396.9,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-04-20,1397.09,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-04-17,1389.01,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-04-16,1379.34,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-04-15,1388.7,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-04-14,1389.01,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-04-13,1387.78,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-04-10,1399.42,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-04-09,1409.92,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-04-08,1412.02,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-04-07,1418.78,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-04-06,1416.6,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-04-01,1419.32,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-03-31,1409.48,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-03-30,1419.32,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-03-27,1404.43,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-03-26,1392.39,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-03-25,1402.6,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-03-20,1414.02,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-03-19,1416.66,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-03-18,1418.18,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-03-17,1422.26,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-03-16,1417.58,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-03-13,1415.85,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-03-12,1419.08,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-03-11,1418.04,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-03-10,1421.51,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-03-09,1440.91,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-03-06,1436.18,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-03-05,1425.47,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-03-04,1427.83,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-03-03,1433.4,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-03-02,1417.21,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-02-27,1426.45,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-02-26,1429.59,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-02-25,1416.53,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-02-24,1400.12,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-02-23,1392.75,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-02-20,1399.15,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-02-19,1419.32,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-02-18,1424.61,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-02-13,1420.64,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-02-12,1420.27,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-02-11,1427.34,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-02-10,1428.11,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-02-09,1445.77,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-02-06,1453.25,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-02-05,1467.01,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-02-04,1465.92,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-02-03,1465.67,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-02-02,1471.3,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-01-30,1465.01,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-01-29,1465.08,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-01-28,1463.92,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-01-27,1463.48,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-01-26,1459.88,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-01-23,1454.56,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-01-22,1452.09,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-01-21,1452.73,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-01-20,1454.04,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-01-19,1454.65,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-01-16,1453.45,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-01-15,1466.87,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-01-14,1475.0,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-01-13,1482.52,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-01-12,1482.33,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-01-09,1483.19,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-01-08,1482.66,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-01-07,1485.21,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-01-06,1488.32,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-01-05,1492.46,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2026-01-02,1491.24,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-12-30,1479.28,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-12-29,1477.22,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-12-26,1475.45,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-12-23,1475.41,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-12-22,1475.55,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-12-19,1474.1,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-12-18,1474.62,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-12-17,1474.51,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-12-16,1482.44,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-12-15,1465.14,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-12-12,1464.55,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-12-11,1460.45,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-12-10,1458.59,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-12-09,1463.14,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-12-05,1462.75,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-12-04,1469.78,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-12-03,1475.49,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-12-02,1476.76,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-12-01,1475.07,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-11-28,1487.59,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-11-27,1474.55,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-11-26,1475.83,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-11-25,1471.87,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-11-20,1450.06,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-11-19,1429.09,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-11-18,1422.1,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-11-17,1422.09,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-11-14,1432.06,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-11-13,1433.55,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-11-12,1433.92,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-11-11,1444.83,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-11-10,1450.65,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-11-07,1454.66,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-11-05,1476.48,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-11-04,1488.75,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-11-03,1494.62,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-10-31,1475.11,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-10-30,1464.99,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-10-29,1464.4,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-10-28,1487.76,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-10-27,1451.78,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-10-24,1517.53,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-10-23,1518.07,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-10-22,1520.9,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-10-21,1518.74,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-10-20,1495.61,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-10-17,1491.61,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-10-16,1441.96,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-10-15,1408.02,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-10-14,1392.41,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-10-13,1378.58,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-10-09,1459.28,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-10-08,1462.7,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-10-07,1460.63,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-10-06,1460.2,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-10-03,1454.86,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-10-02,1454.16,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-10-01,1456.89,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-09-30,1406.79,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-09-29,1378.76,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-09-26,1364.73,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-09-25,1354.03,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-09-24,1367.95,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-09-23,1391.95,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-09-22,1438.3,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-09-19,1523.75,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-09-18,1509.37,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-09-17,1489.99,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-09-16,1482.02,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-09-15,1479.81,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-09-12,1467.42,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-09-11,1445.43,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-09-10,1433.79,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-09-09,1432.85,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-09-08,1435.17,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-09-05,1386.8,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
2025-09-04,1382.69,tipo_cambio_minorista,ARS_per_USD retail exchange rate,BCRA (Banco Central de la Republica Argentina) statistics API,ARG
