country_iso3,country_name,year,value,unit,variant_code,variant_label,source_dataset,computed,notes
IRN,Iran,1986,28217,million rials,carpet_export_value,Carpet export value,iran-carpet-exports,false,"Iranian FY 1365 Sh./1986-87. Described as an 'upsurge' in carpet exports, consistent in scale with a billion-rial reading of the 1982-84 figures. [source: Encyclopaedia Iranica, CARPETS xii. Pahlavi Period]"
IRN,Iran,1986,41.6078,current US$ (computed),carpet_export_value.USD_NOMINAL,"Carpet export value (computed, nominal US$)",iran-carpet-exports,true,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1986=678.1666666666666, rebased CPI_1986=0.4741)"
IRN,Iran,1986,176.7944,constant 2015 US$ (computed),carpet_export_value.USD_REAL_2015,"Carpet export value (computed, real 2015 US$)",iran-carpet-exports,true,"computed via IRN official/parallel FX rate + CPI, base year 2015 (FX_1986=678.1666666666666, rebased CPI_1986=0.4741)"
IRN,Iran,1994,2132,million USD,carpet_export_value,Carpet export value,iran-carpet-exports,,"Cited as the all-time historical peak year for Iranian handwoven carpet export value; figure repeated consistently across multiple secondary sources (also cited by Iran International). [source: farahancarpet.com, 'Export of Iranian handmade carpets and shocking statistics from it!']"
IRN,Iran,2017,426,million USD,carpet_export_value,Carpet export value,iran-carpet-exports,,"Attributed to 'latest official data' (Iran National Carpet Center). Post-JCPOA (2015 nuclear deal) peak; US imported 28% of Iran's carpet exports that year, the largest single destination. [source: Radio Farda (RFE/RL), 'After 2017 Peak Iran Carpet Exports Drop Sharply', 10 June 2020]"
IRN,Iran,2018,238,million USD,carpet_export_value,Carpet export value,iran-carpet-exports,,"Same source as 2017 figure. Note: a separate secondary source (kohantextilejournal.com) claims carpet exports were $430 million in 2018, which appears to conflate the 2017 peak; the Radio Farda figure is preferred here as it explicitly cites 'latest official data' with a clear per-year breakdown. [source: Radio Farda (RFE/RL), 'After 2017 Peak Iran Carpet Exports Drop Sharply', 10 June 2020]"
IRN,Iran,2019,69,million USD,carpet_export_value,Carpet export value,iran-carpet-exports,,"Two independent outlets agree on this figure. [source: Radio Farda (RFE/RL), 'After 2017 Peak Iran Carpet Exports Drop Sharply', 10 June 2020; corroborated by Iran International, 'Iran's Handwoven Carpet Exports Lowest In 24 Years', 17 Mar 2023]"
IRN,Iran,2020,2,million USD,carpet_export_value_q2_only_not_annual,"Carpet export value (Q2 only, not annual)",iran-carpet-exports,,"Second quarter of 2020 only -- NOT an annual figure, included for context on the pandemic-era collapse. Do not chart alongside annual figures without labeling. [source: Iran International, 'Iran's Handwoven Carpet Exports Lowest In 24 Years', 17 Mar 2023]"
IRN,Iran,2020,3,million USD,us_imports_of_iranian_carpets_h1_2020,US imports of Iranian carpets (H1 2020),iran-carpet-exports,,"First half of 2020 only. US banned import of Iranian handmade rugs in ~2018 under re-imposed sanctions; this residual figure reflects pre-ban pipeline shipments or re-exports. [source: Radio Farda (RFE/RL), 'After 2017 Peak Iran Carpet Exports Drop Sharply', 10 June 2020, citing U.S. Census Bureau (referred to in source as 'U.S. Statistics Center')]"
IRN,Iran,2022,2900,tonnes,carpet_export_quantity_11_month_iranian_year_1401,"Carpet export quantity (11-month, Iranian year 1401)",iran-carpet-exports,,"First 11 months of Iranian year 1401 (~21 Mar 2022 - ~19 Feb 2023), down 24% from the same period a year earlier (3,800 tonnes, Iranian year 1400). Volume metric, not value -- distinct series from the USD rows above. [source: Iran International, 'Iran's Handwoven Carpet Exports Lowest In 24 Years', 17 Mar 2023]"
IRN,Iran,2021,3800,tonnes,carpet_export_quantity_11_month_iranian_year_1400,"Carpet export quantity (11-month, Iranian year 1400)",iran-carpet-exports,,"First 11 months of Iranian year 1400 (~21 Mar 2021 - ~19 Feb 2022), comparison base for the 2022 figure above. [source: Iran International, 'Iran's Handwoven Carpet Exports Lowest In 24 Years', 17 Mar 2023]"
IRN,Iran,2022,335.27,million USD,carpet_and_other_textile_floor_covering_export_value,Carpet and other textile floor covering export value,iran-carpet-exports,,"Broader HS category ('carpets and other textile floor coverings') than the handwoven-only figures above the National Carpet Center reports elsewhere in this file -- includes machine-made carpets too, so not directly comparable to the handwoven-only rows. Sourced by tradingeconomics to UN Comtrade. [source: tradingeconomics.com (sourced to UN Comtrade), 'Iran Exports of carpets and other textile floor coverings']"
IRN,Iran,2024,39.7,million USD,carpet_export_value_iranian_year_ended_20_mar_2025,Carpet export value (Iranian year ended 20 Mar 2025),iran-carpet-exports,,"Attributed to Zahra Kamani, head of Iran National Carpet Center. Reported ~4% growth vs. prior Iranian year. Exported to 65 countries; Germany, UAE, Japan, and China together over $22 million. Cross-check against independent series: consistent with the continued post-2019 low-tens-of-millions range seen in Radio Farda/Iran International reporting -- no independent (non-state-media) confirmation found for this specific most-recent figure, flagged per bookkeeping rule 4. [source: Tehran Times [STATE-MEDIA-ATTRIBUTED per project source-reliability rules], 'Iran's annual hand-made carpet export value up about 4%']"
