STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ITA,Italy,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1970,,100,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ITA,Italy,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1971,,100,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ITA,Italy,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1972,,100,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ITA,Italy,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1973,,100,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ITA,Italy,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1974,,100,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ITA,Italy,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1975,,100,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ITA,Italy,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1976,,100,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ITA,Italy,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1977,,100,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ITA,Italy,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1978,,100,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ITA,Italy,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1979,,100,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ITA,Italy,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1980,,100,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ITA,Italy,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1981,,100,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ITA,Italy,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1982,,100,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ITA,Italy,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1983,,100,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ITA,Italy,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1984,,100,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ITA,Italy,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1985,,100,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ITA,Italy,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1986,,100,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ITA,Italy,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1987,,100,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ITA,Italy,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1988,,100,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ITA,Italy,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1989,,100,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ITA,Italy,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1990,,100,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ITA,Italy,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1991,,100,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ITA,Italy,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1992,,100,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ITA,Italy,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1993,,100,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ITA,Italy,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1994,,100,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ITA,Italy,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1995,,100,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ITA,Italy,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1996,,100,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ITA,Italy,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1997,,100,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ITA,Italy,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1998,,100,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ITA,Italy,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1999,,100,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ITA,Italy,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2000,,100,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ITA,Italy,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2001,,100,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ITA,Italy,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2002,,100,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ITA,Italy,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2003,,100,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ITA,Italy,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2004,,100,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ITA,Italy,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2005,,100,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ITA,Italy,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2006,,100,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ITA,Italy,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2007,,100,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ITA,Italy,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2008,,100,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ITA,Italy,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2009,,100,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ITA,Italy,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2010,,100,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ITA,Italy,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2011,,100,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ITA,Italy,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2012,,100,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ITA,Italy,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2013,,100,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ITA,Italy,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2014,,100,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ITA,Italy,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2015,,100,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ITA,Italy,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2016,,100,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ITA,Italy,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2017,,100,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ITA,Italy,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2018,,100,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ITA,Italy,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2019,,100,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ITA,Italy,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2020,,100,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ITA,Italy,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2021,,100,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ITA,Italy,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2022,,100,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ITA,Italy,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2023,,100,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ITA,Italy,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2024,,100,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,FRA,France,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1960,,50,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,FRA,France,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1967,,50,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,FRA,France,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1970,,70,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,FRA,France,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1975,,70,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,FRA,France,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1981,,84.599998,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,FRA,France,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1985,,89.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,FRA,France,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1990,,93.199997,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,FRA,France,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1997,,93.699997,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,FRA,France,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2004,,97.699997,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,FRA,France,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2009,,98,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,FRA,France,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2010,,98,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,FRA,France,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2011,,98,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,FRA,France,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2012,,98,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,FRA,France,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2013,,98,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,FRA,France,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2014,,98,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,FRA,France,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2015,,98,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,FRA,France,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2016,,98,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,FRA,France,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2017,,98,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,FRA,France,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2018,,98,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,FRA,France,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2019,,98,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,FRA,France,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2020,,98,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,FRA,France,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2021,,98,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,FRA,France,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2022,,98,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,FRA,France,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2023,,98,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,FRA,France,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2024,,98,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,DEU,Germany,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1960,,85,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,DEU,Germany,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1965,,85,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,DEU,Germany,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1970,,85,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,DEU,Germany,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1975,,85,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,DEU,Germany,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1980,,85,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,DEU,Germany,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1985,,85,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,DEU,Germany,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1990,,85,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,DEU,Germany,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1995,,80.800003,,B,Time series break,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,DEU,Germany,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1996,,75.699997,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,DEU,Germany,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1997,,74.900002,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,DEU,Germany,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1998,,73.599998,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,DEU,Germany,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1999,,70.599998,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,DEU,Germany,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2000,,67.800003,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,DEU,Germany,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2001,,68.800003,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,DEU,Germany,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2002,,67.800003,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,DEU,Germany,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2003,,67.599998,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,DEU,Germany,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2004,,65.800003,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,DEU,Germany,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2005,,64.900002,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,DEU,Germany,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2006,,63.299999,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,DEU,Germany,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2007,,61.700001,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,DEU,Germany,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2008,,61.299999,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,DEU,Germany,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2009,,61.700001,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,DEU,Germany,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2010,,59.799999,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,DEU,Germany,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2011,,58.900002,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,DEU,Germany,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2012,,58.299999,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,DEU,Germany,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2013,,57.599998,,A,Normal value,0,Units,1,One
