date_label,year,category,subcategory,value,unit,notes,country_iso3,source_dataset,citation
1951-07-11,1951,Employment,Iranians unemployed if Abadan refinery closes,80000,persons,Estimated number of Iranians who would become unemployed if the oil industry ceased operating.,IRN,frus-iran-1951-54,"FRUS 1952-1954, Iran, 1951-1954, Document 39: Intelligence Memorandum Prepared in the Office of Current Intelligence, CIA (SIC No. 9750), ""Effects of Closing Down the Iranian Oil Industry"", Washington, July 11, 1951, PDF p. 153 (printed p. 116)"
1951-07-11,1951,Government finance,Government revenue formerly from oil royalties,40,percent,"Share of Iranian government revenue formerly provided by oil royalties, to be lost if the industry stops.",IRN,frus-iran-1951-54,"FRUS 1952-1954, Iran, 1951-1954, Document 39: Intelligence Memorandum Prepared in the Office of Current Intelligence, CIA (SIC No. 9750), ""Effects of Closing Down the Iranian Oil Industry"", Washington, July 11, 1951, PDF p. 153 (printed p. 116)"
1951-09-22,1951,Oil production & trade,Soviet Orbit potential first-year petroleum imports from Iran,2900000,metric tons,Estimated volume the Soviet Orbit could import and utilize from Iran during the first year of substantial shipments (assuming USSR gains unlimited access).,IRN,frus-iran-1951-54,"FRUS 1952-1954, Iran, 1951-1954, Document 45: Study Prepared in the Office of Research and Reports, CIA, ""The Importance and Availability of Iranian Oil to the USSR Under Peacetime Conditions"", Washington, September 22, 1951, PDF p. 171 (printed p. 134)"
1951-09-22,1951,Oil production & trade,"Of which, movable by sea tanker to Soviet Far East/China",1600000,metric tons,Portion of the 2.9 million ton estimate that could move by tanker to the Soviet Far East and Communist China.,IRN,frus-iran-1951-54,"FRUS 1952-1954, Iran, 1951-1954, Document 45: Study Prepared in the Office of Research and Reports, CIA, ""The Importance and Availability of Iranian Oil to the USSR Under Peacetime Conditions"", Washington, September 22, 1951, PDF p. 171 (printed p. 134)"
1951-09-22,1951,Oil production & trade,"Of which, movable by rail Abadan-Bandar Shah then Caspian tanker",1300000,metric tons,"Remaining portion shippable by rail from Abadan to Bandar Shah, then by tanker to Caspian Sea ports.",IRN,frus-iran-1951-54,"FRUS 1952-1954, Iran, 1951-1954, Document 45: Study Prepared in the Office of Research and Reports, CIA, ""The Importance and Availability of Iranian Oil to the USSR Under Peacetime Conditions"", Washington, September 22, 1951, PDF p. 171 (printed p. 134)"
1951-09-22,1951,Oil production & trade,Estimated Soviet Orbit imports as share of 1950 Abadan production,12,percent,The estimated first-year Soviet Orbit import volume equals only 12% of the Abadan refinery's 1950 production level.,IRN,frus-iran-1951-54,"FRUS 1952-1954, Iran, 1951-1954, Document 45: Study Prepared in the Office of Research and Reports, CIA, ""The Importance and Availability of Iranian Oil to the USSR Under Peacetime Conditions"", Washington, September 22, 1951, PDF p. 171 (printed p. 134)"
1951-05-01,1951,Government finance,Oil revenue set aside for AIOC compensation claims under nationalization law,25,percent,The Majlis oil-nationalization law set up a 12-man committee to take over oil installations and set aside 25% of oil revenues to meet the former company's future compensation claims.,IRN,frus-iran-1951-54,"FRUS 1952-1954, Iran, 1951-1954, Document 20: Memorandum Prepared in the Office of National Estimates, CIA, Washington, May 1, 1951, PDF p. 111 (printed p. 74)"
1952-01-10,1952,Oil production & trade,IBRD oil-sale settlement proposal: discount off world price,33.5,percent,World Bank (IBRD) proposal for resolving the oil dispute: oil sold at a 33.5% discount internationally through established British channels.,IRN,frus-iran-1951-54,"FRUS 1952-1954, Iran, 1951-1954, Document 61: Despatch From the Station in Iran to the Central Intelligence Agency, Tehran, January 10, 1952, PDF p. 209 (printed p. 172)"
1952-01-10,1952,Oil production & trade,IBRD proposal: Bank/Iran government revenue split,50,percent each,"Under the IBRD proposal the Bank and the Iranian Government would split the remaining revenues on a 50-50 basis after the discount, with the Bank's share funding Abadan operating costs.",IRN,frus-iran-1951-54,"FRUS 1952-1954, Iran, 1951-1954, Document 61: Despatch From the Station in Iran to the Central Intelligence Agency, Tehran, January 10, 1952, PDF p. 209 (printed p. 172)"
ca. Jan 1952,1952,Foreign aid,Point Four aid offered to Iran (per Kashani account of Prime Minister's rejection),23000000,USD,"CIA station note recounting Kashani's account that he advised the Prime Minister to refuse the $23,000,000 Point Four aid offered by the US if any strings were attached. Kashani rhetorically contrasted this with ""even $23 billion"" of aid -- the billion figure is rhetorical hyperbole, not a real aid offer, preserved here only as reported speech.",IRN,frus-iran-1951-54,"FRUS 1952-1954, Iran, 1951-1954, Document 61: Despatch From the Station in Iran to the Central Intelligence Agency, Tehran, January 10, 1952, PDF p. 209 (printed p. 172)"
1952-02-04,1952,Foreign exchange,Central Bank uncommitted foreign exchange holdings,30000000,USD,Still-uncommitted Central Bank holdings of foreign exchange as of early 1952.,IRN,frus-iran-1951-54,"FRUS 1952-1954, Iran, 1951-1954, Document 63: National Intelligence Estimate (NIE-46), ""Probable Developments in Iran in 1952 in the Absence of an Oil Settlement"", Washington, February 4, 1952, PDF p. 216 (printed p. 179)"
1952-02-04,1952,Government finance,Monthly government budget deficit growth,4,multiple of H1-1951 rate,"Monthly budget deficit had increased to about four times the rate of the first half of 1951, the chief impact of the oil shutdown on the government's fiscal position.",IRN,frus-iran-1951-54,"FRUS 1952-1954, Iran, 1951-1954, Document 63: National Intelligence Estimate (NIE-46), ""Probable Developments in Iran in 1952 in the Absence of an Oil Settlement"", Washington, February 4, 1952, PDF p. 216 (printed p. 179)"
1952-02-04,1952,Exchange rate,Rial/USD exchange rate (new rate),60,rials per USD,"New exchange rate cited in this NIE, used to convert the monthly deficit into dollar terms.",IRN,frus-iran-1951-54,"FRUS 1952-1954, Iran, 1951-1954, Document 63: National Intelligence Estimate (NIE-46), ""Probable Developments in Iran in 1952 in the Absence of an Oil Settlement"", Washington, February 4, 1952, PDF p. 216 (printed p. 179)"
1952-02-04,1952,Government finance,Estimated current monthly budget deficit,6500000,USD,"At the new ~60 rials/dollar rate, the current estimated monthly deficit equaled $6.5 million.",IRN,frus-iran-1951-54,"FRUS 1952-1954, Iran, 1951-1954, Document 63: National Intelligence Estimate (NIE-46), ""Probable Developments in Iran in 1952 in the Absence of an Oil Settlement"", Washington, February 4, 1952, PDF p. 216 (printed p. 179)"
1951-08,1951,Foreign exchange,Sterling transferred from note cover (August 1951),40000000,USD equivalent,$40 million of sterling transferred from the currency note cover in August 1951 to help finance the deficit; nearly exhausted by the time of this Feb 1952 NIE.,IRN,frus-iran-1951-54,"FRUS 1952-1954, Iran, 1951-1954, Document 63: National Intelligence Estimate (NIE-46), ""Probable Developments in Iran in 1952 in the Absence of an Oil Settlement"", Washington, February 4, 1952, PDF p. 216 (printed p. 179)"
ca. late 1951,1951,Foreign aid,Recent IMF drawing,8000000,USD,"""8 million dollars recently acquired from the International Monetary Fund"" cited as one of the government's stopgap financing sources.",IRN,frus-iran-1951-54,"FRUS 1952-1954, Iran, 1951-1954, Document 63: National Intelligence Estimate (NIE-46), ""Probable Developments in Iran in 1952 in the Absence of an Oil Settlement"", Washington, February 4, 1952, PDF p. 216 (printed p. 179)"
1952-03,1952,Government finance,Government salaries as share of the budget,80,percent,Payment of government salaries -- which constitutes 80 percent of the budget -- had fallen increasingly into arrears each month amid the fiscal crisis.,IRN,frus-iran-1951-54,"FRUS 1952-1954, Iran, 1951-1954, Document 67: Memorandum Prepared in the Office of National Estimates, CIA, Washington, March 28, 1952, PDF p. 255 (printed p. 218)"
1952-07-31,1952,Foreign aid,US immediate grant proposed in joint US-UK oil-settlement Aide-Memoire,10000000,USD,"On July 31, 1952 the Secretary of State handed the British Ambassador an Aide-Memoire proposing (1) an immediate US grant of $10 million to the Iranian Government as part of a joint approach to settle the oil dispute.",IRN,frus-iran-1951-54,"FRUS 1952-1954, Iran, 1951-1954, Document 121: Memorandum From the Assistant Secretary of State for Near Eastern, South Asian and African Affairs (footnote referencing the July 31, 1952 Aide-Memoire, printed as Document 194 in the companion FRUS vol. X), Washington, September 10, 1952 (Aide-Memoire itself dated July 31, 1952), PDF p. 375 (printed p. 338)"
1952,1952,Oil production & trade,Independent tanker capacity available to move Iranian oil,100000,"barrels/day (low end of 100,000-150,000 range)","Department experts concluded sufficient independent tankers existed to move 100,000 to 150,000 barrels per day of Iranian oil despite the informal blockade.",IRN,frus-iran-1951-54,"FRUS 1952-1954, Iran, 1951-1954, Document 121: Memorandum From the Assistant Secretary of State for Near Eastern, South Asian and African Affairs (footnote referencing the July 31, 1952 Aide-Memoire, printed as Document 194 in the companion FRUS vol. X), Washington, September 10, 1952 (Aide-Memoire itself dated July 31, 1952), PDF p. 375 (printed p. 338)"
1952,1952,Foreign aid,EXIM Bank loan probable if oil sales resume (repeat reference),25000000,USD,"Reiterates that the Export-Import Bank will probably complete arrangements for a $25 million loan if there is hope of resumed oil sales; Iran might also draw a ""sizeable sum"" from the IMF.",IRN,frus-iran-1951-54,"FRUS 1952-1954, Iran, 1951-1954, Document 121: Memorandum From the Assistant Secretary of State for Near Eastern, South Asian and African Affairs (footnote referencing the July 31, 1952 Aide-Memoire, printed as Document 194 in the companion FRUS vol. X), Washington, September 10, 1952 (Aide-Memoire itself dated July 31, 1952), PDF p. 375 (printed p. 338)"
1952-11,1952,Government finance,Government deficit financing rate (since mid-1952),300000000,rials/month,"Government deficit running at 300,000,000 rials a month since mid-1952, financed principally through unsecured loans from Bank Melli after gold/FX reserves were nearly exhausted. Identical figure restated verbatim in the superseding NIE-75/1 (Doc 152, Jan 9 1953) -- both documents kept as separate citations per this project's no-merging-vintages policy though the text is unchanged between them.",IRN,frus-iran-1951-54,"FRUS 1952-1954, Iran, 1951-1954, Document 143: National Intelligence Estimate (NIE-75), ""Probable Developments in Iran Through 1953"", Washington, November 13, 1952, PDF p. 448 (printed p. 411) | Reaffirmed in FRUS 1952-1954, Iran, 1951-1954, Document 152: National Intelligence Estimate (NIE-75/1), ""Probable Developments in Iran Through 1953"" (supersedes NIE-75 with IAC amendments of Dec 11, 1952), Washington, January 9, 1953, PDF p. 469"
1953,1953,Prices,Forecast 1953 price increase (NIE-75 central scenario),20-30,percent,"Net result of likely 1953 financial/economic steps: price increases of perhaps as much as 20 to 30 percent, alongside a substantial increase in the national debt.",IRN,frus-iran-1951-54,"FRUS 1952-1954, Iran, 1951-1954, Document 143: National Intelligence Estimate (NIE-75), ""Probable Developments in Iran Through 1953"", Washington, November 13, 1952, PDF p. 448 (printed p. 411)"
1952-1953,1952,Trade,Iran imports as share of pre-oil-dispute (1951) import level,50,"percent (approx, 'about one-half')","Exports expected only slightly higher than 1951-52 level, sufficient to meet only about one-half of Iran's pre-oil-dispute import volume.",IRN,frus-iran-1951-54,"FRUS 1952-1954, Iran, 1951-1954, Document 143: National Intelligence Estimate (NIE-75), ""Probable Developments in Iran Through 1953"", Washington, November 13, 1952, PDF p. 448 (printed p. 411)"
1953-03-18,1953,Foreign aid,"MDAP (military aid) program, present level",66600000,USD,"Present level of Mutual Defense Assistance Program aid to Iran, cited alongside Point Four in a discussion of whether to increase either given Iran's instability.",IRN,frus-iran-1951-54,"FRUS 1952-1954, Iran, 1951-1954, Document 179: Memorandum for the Record, Washington, March 18, 1953, PDF p. 537 (printed p. 500)"
1953-03-18,1953,Foreign aid,"Point Four program, present level",20800000,USD,"Present level of the Point Four technical-assistance program, paired with the MDAP figure above ($66.6m and $20.8m respectively).",IRN,frus-iran-1951-54,"FRUS 1952-1954, Iran, 1951-1954, Document 179: Memorandum for the Record, Washington, March 18, 1953, PDF p. 537 (printed p. 500)"
1953-03-18,1953,Foreign aid,State Dept-recommended contingency fund for possible direct financial assistance,45000000,USD,Department of State recommended a $45 million contingency fund be set aside for possible direct financial assistance to the National Front Government; under Bureau of the Budget consideration as of this memo.,IRN,frus-iran-1951-54,"FRUS 1952-1954, Iran, 1951-1954, Document 179: Memorandum for the Record, Washington, March 18, 1953, PDF p. 537 (printed p. 500)"
1953-04-30,1953,Foreign aid,Proposed FY1954 technical assistance program level (Henderson's floor estimate),10000000,USD,"Henderson's telegram warns that if Congress approves only ~$10 million in technical assistance for 1954 without at least twice as much in supporting economic aid, TCI's program should be withdrawn entirely as ineffective.",IRN,frus-iran-1951-54,"FRUS 1952-1954, Iran, 1951-1954, Document 198: Telegram From the Embassy in Iran to the Department of State, Tehran, April 30, 1953, PDF p. 582 (printed p. 545)"
1953-04-30,1953,Foreign aid,Proposed FY1954 supporting economic aid (Henderson's recommended minimum multiple),20000000,USD,"Recommended minimum supporting economic aid: at least twice the ~$10 million technical assistance figure, i.e. ~$20 million, or the technical program should be withdrawn.",IRN,frus-iran-1951-54,"FRUS 1952-1954, Iran, 1951-1954, Document 198: Telegram From the Embassy in Iran to the Department of State, Tehran, April 30, 1953, PDF p. 582 (printed p. 545)"
1952-05,1952,Exchange rate,"Open market rial/USD rate, approx. one year before May 1953",75,rials per USD,"""A year ago"" (i.e. ~mid-1952) the open market exchange rate stood around 75 rials to the dollar.",IRN,frus-iran-1951-54,"FRUS 1952-1954, Iran, 1951-1954, Document 206: Memorandum From the Counselor of Embassy (Mattison) to the Ambassador to Iran (Henderson), Tehran, May 19, 1953, PDF p. 601 (printed p. 564)"
1953-05,1953,Exchange rate,"Open market rial/USD rate, May 1953",100,rials per USD (over),"By May 1953 the open market rate had risen to over 100 rials to the dollar, versus the official rate of 32.",IRN,frus-iran-1951-54,"FRUS 1952-1954, Iran, 1951-1954, Document 206: Memorandum From the Counselor of Embassy (Mattison) to the Ambassador to Iran (Henderson), Tehran, May 19, 1953, PDF p. 601 (printed p. 564)"
1953-05,1953,Exchange rate,"Official rial/USD rate, May 1953",32,rials per USD,"Official exchange rate as of May 1953, far below the open-market rate of over 100.",IRN,frus-iran-1951-54,"FRUS 1952-1954, Iran, 1951-1954, Document 206: Memorandum From the Counselor of Embassy (Mattison) to the Ambassador to Iran (Henderson), Tehran, May 19, 1953, PDF p. 601 (printed p. 564)"
1953-05,1953,Money supply,Non-admitted increase in note circulation,3000000000,rials (approx),"Estimated non-admitted increase in note circulation of ""perhaps three billion rials"" financed by the printing press route, not yet reflected in visible inflation.",IRN,frus-iran-1951-54,"FRUS 1952-1954, Iran, 1951-1954, Document 206: Memorandum From the Counselor of Embassy (Mattison) to the Ambassador to Iran (Henderson), Tehran, May 19, 1953, PDF p. 601 (printed p. 564)"
1953-05-20,1953,Agriculture,Proposed agricultural loan ceiling per peasant head,5000,rials per head,"General Zahedi's stated economic-reform plan (relayed via message) proposed small loans to peasants up to 5,000 rials per head to increase agricultural production.",IRN,frus-iran-1951-54,"FRUS 1952-1954, Iran, 1951-1954, Document 208: Despatch From the Embassy in Iran to the Department of State (Attachment: message from General Zahedi), Tehran, May 20, 1953, PDF p. 608 (printed p. 571)"
1953-05-20,1953,Prices,Internal wheat/barley prices relative to world prices,33,"percent (approx, stated as 1/3)","Zahedi's plan noted that then-present internal wheat and barley prices stood at about one-third of world prices, proposing to raise purchase prices to world levels.",IRN,frus-iran-1951-54,"FRUS 1952-1954, Iran, 1951-1954, Document 208: Despatch From the Embassy in Iran to the Department of State (Attachment: message from General Zahedi), Tehran, May 20, 1953, PDF p. 608 (printed p. 571)"
1953-05-20,1953,Demographics,Peasantry share of Iran's population (per Zahedi plan),80,percent,"The peasantry, whose purchasing power the reform plan aimed to raise, was stated to represent 80% of Iran's population.",IRN,frus-iran-1951-54,"FRUS 1952-1954, Iran, 1951-1954, Document 208: Despatch From the Embassy in Iran to the Department of State (Attachment: message from General Zahedi), Tehran, May 20, 1953, PDF p. 608 (printed p. 571)"
1953-06-02,1953,Foreign aid,Proposed addition to FY1954 TCA/economic aid programs,15-20,USD million,"Dulles and Stassen, per this DMS-State conversation, concluded Iran's agrarian economy should be kept afloat with perhaps $15 or $20 million added to the presently-proposed TCA and economic aid programs for FY1954.",IRN,frus-iran-1951-54,"FRUS 1952-1954, Iran, 1951-1954, Document 215: Memorandum of Conversation, ""Economic Aid to Iran"", Washington, June 2, 1953, PDF p. 619 (printed p. 582)"
1953-06-06,1953,Foreign aid,TCI Village Council program budget,3400000,USD,"Ambassador Henderson recalled having advised against TCI's $3,400,000 Village Council program, though too late to stop by this point.",IRN,frus-iran-1951-54,"FRUS 1952-1954, Iran, 1951-1954, Document 216: Memorandum of Conversation, Washington, June 6, 1953, PDF p. 622 (printed p. 585)"
1953-06-15,1953,Foreign aid,EXIM Bank loan for agricultural/road-building machinery (pending since mid-1950),25000000,USD,"Long-pending Export-Import Bank loan for agricultural and road-building machinery, originally proposed mid-1950, still under policy review as of June 1953.",IRN,frus-iran-1951-54,"FRUS 1952-1954, Iran, 1951-1954, Document 218: Memorandum From the Deputy Assistant Secretary of State for Near Eastern, South Asian and African Affairs (GTI recommendations memo), Washington, June 15, 1953, PDF p. 628 (printed p. 591)"
1953-06-15,1953,Foreign aid,Proposed FY1954 economic aid increase per Stassen/DMS understanding,15000000,USD,"Mr. Stassen instructed DMS to open conversations with State on the understanding that US economic aid to Iran was to be increased by approximately $15,000,000 in FY 1954.",IRN,frus-iran-1951-54,"FRUS 1952-1954, Iran, 1951-1954, Document 218: Memorandum From the Deputy Assistant Secretary of State for Near Eastern, South Asian and African Affairs (GTI recommendations memo), Washington, June 15, 1953, PDF p. 628 (printed p. 591)"
1953-06-15,1953,Trade,Proposed MSA asphalt purchase discount from Iran (for Indo-China use),50,percent,A separate question raised: whether MSA should purchase asphalt from Iran at a 50% discount from prevailing market prices for use in Indo-China.,IRN,frus-iran-1951-54,"FRUS 1952-1954, Iran, 1951-1954, Document 218: Memorandum From the Deputy Assistant Secretary of State for Near Eastern, South Asian and African Affairs (GTI recommendations memo), Washington, June 15, 1953, PDF p. 628 (printed p. 591)"
1953-07-27,1953,Covert operations financing,Qashqai/Amini price tag for anti-Mossadeq cooperation (military cost),5000000,USD,"Qashqai/Amini clique's stated cost estimate for producing a blueprint for anti-Mossadeq action and cooperating with the U.S., as of a 27 July 1953 exchange: $5,000,000 plus $250,000,000 in economic aid (loan or grant) upon completion of successful action.",IRN,frus-iran-1951-54,"FRUS 1952-1954, Iran, 1951-1954, Document 255: Memorandum From the Chief of the Iran Branch, Near East and Africa Division, Washington, July 30, 1953, PDF p. 680 (printed p. 643)"
1953-07-27,1953,Foreign aid,Qashqai/Amini requested economic aid upon successful action,250000000,USD,"Companion figure to the $5,000,000 operational cost above -- $250,000,000 of economic aid by loan or grant demanded upon completion of a successful anti-Mossadeq action. Station/Roosevelt assessment noted these figures were 'not necessarily firm... probably based on ignorance.'",IRN,frus-iran-1951-54,"FRUS 1952-1954, Iran, 1951-1954, Document 255: Memorandum From the Chief of the Iran Branch, Near East and Africa Division, Washington, July 30, 1953, PDF p. 680 (printed p. 643)"
1953,1953,Covert operations financing,Maximum monthly covert budgetary support for security forces (Stage 1),5000000,USD/month,Maximum figure (based on last year's Iranian budget) for a covert operation to pay security forces for the first month after a successor government takes power.,IRN,frus-iran-1951-54,"FRUS 1952-1954, Iran, 1951-1954, Document 256: Memorandum From the Officer in Charge of Iranian Affairs (Stutesman) to the Director, Office of Greek, Turkish and Iranian Affairs (Richards), ""Measures Which the United States Government Might Take in Support of a Successor Government to Mosadeq"", Washington, undated (placed between Documents 255 [July 30, 1953] and 259 [August 12, 1953]), PDF p. 684 (printed p. 647)"
1953,1953,Government finance,Iran's estimated yearly budgetary deficit (if NIOC self-supporting),45000000,USD,Appendix I heading figure: Iran's yearly budgetary deficit assuming NIOC sells enough oil to cover its own expenses.,IRN,frus-iran-1951-54,"FRUS 1952-1954, Iran, 1951-1954, Document 256: Memorandum From the Officer in Charge of Iranian Affairs (Stutesman) to the Director, Office of Greek, Turkish and Iranian Affairs (Richards), ""Measures Which the United States Government Might Take in Support of a Successor Government to Mosadeq"", Washington, undated (placed between Documents 255 [July 30, 1953] and 259 [August 12, 1953]), PDF p. 684 (printed p. 647)"
1953,1953,Money supply,Illegally printed note issue acknowledged by US Embassy (Mosadeq government),1500000000,rials,"Mosadeq officially denied, but the Embassy knew, that his government had illegally printed 1.5 billion rials -- a fact a successor government could use to discredit him.",IRN,frus-iran-1951-54,"FRUS 1952-1954, Iran, 1951-1954, Document 256: Memorandum From the Officer in Charge of Iranian Affairs (Stutesman) to the Director, Office of Greek, Turkish and Iranian Affairs (Richards), ""Measures Which the United States Government Might Take in Support of a Successor Government to Mosadeq"", Washington, undated (placed between Documents 255 [July 30, 1953] and 259 [August 12, 1953]), PDF p. 684 (printed p. 647)"
1953,1953,External debt,Iran's Lend-Lease and Surplus Property debt to the US,30000000,USD (nearly),"Lend-Lease and Surplus Property deliveries to Iran had created a debt of nearly $30 million, which Iran was seen as unable to pay without oil income; a debt write-off was proposed as a goodwill gesture.",IRN,frus-iran-1951-54,"FRUS 1952-1954, Iran, 1951-1954, Document 256: Memorandum From the Officer in Charge of Iranian Affairs (Stutesman) to the Director, Office of Greek, Turkish and Iranian Affairs (Richards), ""Measures Which the United States Government Might Take in Support of a Successor Government to Mosadeq"", Washington, undated (placed between Documents 255 [July 30, 1953] and 259 [August 12, 1953]), PDF p. 684 (printed p. 647)"
1953,1953,Foreign aid,"TCA program, planned reduced annual level",10000000,USD/year,Present plans called for reducing the TCA (technical assistance) program in Iran to $10 million per year.,IRN,frus-iran-1951-54,"FRUS 1952-1954, Iran, 1951-1954, Document 256: Memorandum From the Officer in Charge of Iranian Affairs (Stutesman) to the Director, Office of Greek, Turkish and Iranian Affairs (Richards), ""Measures Which the United States Government Might Take in Support of a Successor Government to Mosadeq"", Washington, undated (placed between Documents 255 [July 30, 1953] and 259 [August 12, 1953]), PDF p. 684 (printed p. 647)"
1952-1953,1952,Foreign aid,"TCA program, then-current expenditure rate",3000000,USD/month,"Then-current TCA expenditure rate (covering FY1952 and FY1953 appropriations) was about $3 million a month, or $35 million a year.",IRN,frus-iran-1951-54,"FRUS 1952-1954, Iran, 1951-1954, Document 256: Memorandum From the Officer in Charge of Iranian Affairs (Stutesman) to the Director, Office of Greek, Turkish and Iranian Affairs (Richards), ""Measures Which the United States Government Might Take in Support of a Successor Government to Mosadeq"", Washington, undated (placed between Documents 255 [July 30, 1953] and 259 [August 12, 1953]), PDF p. 684 (printed p. 647)"
1952-1953,1952,Foreign aid,"TCA program, then-current expenditure rate (annualized)",35000000,USD/year,Annualized equivalent of the ~$3 million/month TCA expenditure rate cited in the same document.,IRN,frus-iran-1951-54,"FRUS 1952-1954, Iran, 1951-1954, Document 256: Memorandum From the Officer in Charge of Iranian Affairs (Stutesman) to the Director, Office of Greek, Turkish and Iranian Affairs (Richards), ""Measures Which the United States Government Might Take in Support of a Successor Government to Mosadeq"", Washington, undated (placed between Documents 255 [July 30, 1953] and 259 [August 12, 1953]), PDF p. 684 (printed p. 647)"
1953,1953,Foreign aid,Proposed dam/irrigation development aid,15000000,USD,Recommended: the US should be positioned to offer at least $15 million immediately to help Iran complete dams or other long-planned development projects.,IRN,frus-iran-1951-54,"FRUS 1952-1954, Iran, 1951-1954, Document 256: Memorandum From the Officer in Charge of Iranian Affairs (Stutesman) to the Director, Office of Greek, Turkish and Iranian Affairs (Richards), ""Measures Which the United States Government Might Take in Support of a Successor Government to Mosadeq"", Washington, undated (placed between Documents 255 [July 30, 1953] and 259 [August 12, 1953]), PDF p. 684 (printed p. 647)"
