country_iso3,source_table,table_title,category,code,indicator,unit,year,value
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.1,"População Residente (população média, em milhares)",,1969,8757.697
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.1,"População Residente (população média, em milhares)",,1970,8680.43
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.1,"População Residente (população média, em milhares)",,1971,8643.757
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.1,"População Residente (população média, em milhares)",,1972,8630.432
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.1,"População Residente (população média, em milhares)",,1973,8633.1
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.1,"População Residente (população média, em milhares)",,1974,8754.365
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.1,"População Residente (população média, em milhares)",,1975,9093.47
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.1,"População Residente (população média, em milhares)",,1976,9355.811
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.1,"População Residente (população média, em milhares)",,1977,9455.672
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.1,"População Residente (população média, em milhares)",,1978,9558.245
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.1,"População Residente (população média, em milhares)",,1979,9661.261
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.1,"População Residente (população média, em milhares)",,1980,9766.276
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.1,"População Residente (população média, em milhares)",,1981,9851.323
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.1,"População Residente (população média, em milhares)",,1982,9911.772
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.1,"População Residente (população média, em milhares)",,1983,9957.861
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.1,"População Residente (população média, em milhares)",,1984,9996.233
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.1,"População Residente (população média, em milhares)",,1985,10023.612
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.1,"População Residente (população média, em milhares)",,1986,10032.738
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.1,"População Residente (população média, em milhares)",,1987,10030.034
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.1,"População Residente (população média, em milhares)",,1988,10019.608
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.1,"População Residente (população média, em milhares)",,1989,10004.999
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.1,"População Residente (população média, em milhares)",,1990,9983.219
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.1,"População Residente (população média, em milhares)",,1991,9960.235
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.1,"População Residente (população média, em milhares)",,1992,9952.492
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.1,"População Residente (população média, em milhares)",,1993,9964.674
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.1,"População Residente (população média, em milhares)",,1994,9991.525
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.1,"População Residente (população média, em milhares)",,1995,10026.175
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.1,"População Residente (população média, em milhares)",,1996,10063.948
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.1,"População Residente (população média, em milhares)",,1997,10108.975
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.1,"População Residente (população média, em milhares)",,1998,10160.198
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.1,"População Residente (população média, em milhares)",,1999,10217.828
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.1,"População Residente (população média, em milhares)",,2000,10289.899
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.1,"População Residente (população média, em milhares)",,2001,10362.724
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.1,"População Residente (população média, em milhares)",,2002,10419.631
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.1,"População Residente (população média, em milhares)",,2003,10458.819
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.1,"População Residente (população média, em milhares)",,2004,10483.862
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.1,"População Residente (população média, em milhares)",,2005,10503.328
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.1,"População Residente (população média, em milhares)",,2006,10522.29
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.1,"População Residente (população média, em milhares)",,2007,10542.965
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.1,"População Residente (população média, em milhares)",,2008,10558.177
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.1,"População Residente (população média, em milhares)",,2009,10568.253
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.1,"População Residente (população média, em milhares)",,2010,10573.096
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.1,"População Residente (população média, em milhares)",,2011,10557.559
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.1,"População Residente (população média, em milhares)",,2012,10514.842
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.1,"População Residente (população média, em milhares)",,2013,10457.295
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.1,"População Residente (população média, em milhares)",,2014,10401.062
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.1,"População Residente (população média, em milhares)",,2015,10358.077
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.1,"População Residente (população média, em milhares)",,2016,10325.448
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.1,"População Residente (população média, em milhares)",,2017,10300.302
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.1,"População Residente (população média, em milhares)",,2018,10283.82
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.1,"População Residente (população média, em milhares)",,2019,10286.258
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.1,"População Residente (população média, em milhares)",,2020,10297.081
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.2,Taxa de crescimento da população residente (%),,1941,0.97
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.2,Taxa de crescimento da população residente (%),,1942,0.73
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.2,Taxa de crescimento da população residente (%),,1943,1.02
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.2,Taxa de crescimento da população residente (%),,1944,0.97
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.2,Taxa de crescimento da população residente (%),,1945,1.07
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.2,Taxa de crescimento da população residente (%),,1946,0.98
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.2,Taxa de crescimento da população residente (%),,1947,0.93
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.2,Taxa de crescimento da população residente (%),,1948,1.27
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.2,Taxa de crescimento da população residente (%),,1949,0.92
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.2,Taxa de crescimento da população residente (%),,1950,0.05
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.2,Taxa de crescimento da população residente (%),,1951,1.22
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.2,Taxa de crescimento da população residente (%),,1952,0.25
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.2,Taxa de crescimento da população residente (%),,1953,0.34
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.2,Taxa de crescimento da população residente (%),,1954,0.23
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.2,Taxa de crescimento da população residente (%),,1955,0.57
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.2,Taxa de crescimento da população residente (%),,1956,0.42
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.2,Taxa de crescimento da população residente (%),,1957,0.26
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.2,Taxa de crescimento da população residente (%),,1958,0.59
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.2,Taxa de crescimento da população residente (%),,1959,0.57
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.2,Taxa de crescimento da população residente (%),,1960,0.72
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.2,Taxa de crescimento da população residente (%),,1961,0.89
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.2,Taxa de crescimento da população residente (%),,1962,0.55
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.2,Taxa de crescimento da população residente (%),,1963,0.26
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.2,Taxa de crescimento da população residente (%),,1964,-0.15
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.2,Taxa de crescimento da população residente (%),,1965,-0.67
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.2,Taxa de crescimento da população residente (%),,1966,-0.84
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.2,Taxa de crescimento da população residente (%),,1967,-0.43
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.2,Taxa de crescimento da população residente (%),,1968,-0.43
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.2,Taxa de crescimento da população residente (%),,1969,-1.37
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.2,Taxa de crescimento da população residente (%),,1970,-0.4
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.2,Taxa de crescimento da população residente (%),,1971,-0.45
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.2,Taxa de crescimento da população residente (%),,1972,0.14
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.2,Taxa de crescimento da população residente (%),,1973,-0.08
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.2,Taxa de crescimento da população residente (%),,1974,2.85
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.2,Taxa de crescimento da população residente (%),,1975,4.71
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.2,Taxa de crescimento da população residente (%),,1976,1.03
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.2,Taxa de crescimento da população residente (%),,1977,1.1
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.2,Taxa de crescimento da população residente (%),,1978,1.06
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.2,Taxa de crescimento da população residente (%),,1979,1.08
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.2,Taxa de crescimento da população residente (%),,1980,1.08
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.2,Taxa de crescimento da população residente (%),,1981,0.66
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.2,Taxa de crescimento da população residente (%),,1982,0.57
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.2,Taxa de crescimento da população residente (%),,1983,0.36
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.2,Taxa de crescimento da população residente (%),,1984,0.41
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.2,Taxa de crescimento da população residente (%),,1985,0.14
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.2,Taxa de crescimento da população residente (%),,1986,0.04
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.2,Taxa de crescimento da população residente (%),,1987,-0.1
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.2,Taxa de crescimento da população residente (%),,1988,-0.11
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.2,Taxa de crescimento da população residente (%),,1989,-0.18
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.2,Taxa de crescimento da população residente (%),,1990,-0.26
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.2,Taxa de crescimento da população residente (%),,1991,-0.2
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.2,Taxa de crescimento da população residente (%),,1992,0.05
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.2,Taxa de crescimento da população residente (%),,1993,0.2
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.2,Taxa de crescimento da população residente (%),,1994,0.34
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.2,Taxa de crescimento da população residente (%),,1995,0.35
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.2,Taxa de crescimento da população residente (%),,1996,0.4
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.2,Taxa de crescimento da população residente (%),,1997,0.49
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.2,Taxa de crescimento da população residente (%),,1998,0.52
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.2,Taxa de crescimento da população residente (%),,1999,0.61
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.2,Taxa de crescimento da população residente (%),,2000,0.79
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.2,Taxa de crescimento da população residente (%),,2001,0.62
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.2,Taxa de crescimento da população residente (%),,2002,0.48
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.2,Taxa de crescimento da população residente (%),,2003,0.27
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.2,Taxa de crescimento da população residente (%),,2004,0.21
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.2,Taxa de crescimento da população residente (%),,2005,0.16
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.2,Taxa de crescimento da população residente (%),,2006,0.2
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.2,Taxa de crescimento da população residente (%),,2007,0.2
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.2,Taxa de crescimento da população residente (%),,2008,0.09
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.2,Taxa de crescimento da população residente (%),,2009,0.1
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.2,Taxa de crescimento da população residente (%),,2010,-0.01
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.2,Taxa de crescimento da população residente (%),,2011,-0.29
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.2,Taxa de crescimento da população residente (%),,2012,-0.52
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.2,Taxa de crescimento da população residente (%),,2013,-0.57
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.2,Taxa de crescimento da população residente (%),,2014,-0.5
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.2,Taxa de crescimento da população residente (%),,2015,-0.32
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.2,Taxa de crescimento da população residente (%),,2016,-0.31
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.2,Taxa de crescimento da população residente (%),,2017,-0.18
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.2,Taxa de crescimento da população residente (%),,2018,-0.14
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.2,Taxa de crescimento da população residente (%),,2019,0.19
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.2,Taxa de crescimento da população residente (%),,2020,0.02
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.3,Taxa de crescimento natural (%),,1941,0.64
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.3,Taxa de crescimento natural (%),,1942,0.78
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.3,Taxa de crescimento natural (%),,1943,0.97
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.3,Taxa de crescimento natural (%),,1944,1.03
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.3,Taxa de crescimento natural (%),,1945,1.16
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.3,Taxa de crescimento natural (%),,1946,1.04
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.3,Taxa de crescimento natural (%),,1947,1.1
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.3,Taxa de crescimento natural (%),,1948,1.37
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.3,Taxa de crescimento natural (%),,1949,1.13
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.3,Taxa de crescimento natural (%),,1950,1.21
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.3,Taxa de crescimento natural (%),,1951,1.21
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.3,Taxa de crescimento natural (%),,1952,1.29
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.3,Taxa de crescimento natural (%),,1953,1.22
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.3,Taxa de crescimento natural (%),,1954,1.19
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.3,Taxa de crescimento natural (%),,1955,1.28
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.3,Taxa de crescimento natural (%),,1956,1.1
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.3,Taxa de crescimento natural (%),,1957,1.26
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.3,Taxa de crescimento natural (%),,1958,1.38
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.3,Taxa de crescimento natural (%),,1959,1.31
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.3,Taxa de crescimento natural (%),,1960,1.34
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.3,Taxa de crescimento natural (%),,1961,1.32
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.3,Taxa de crescimento natural (%),,1962,1.37
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.3,Taxa de crescimento natural (%),,1963,1.26
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.3,Taxa de crescimento natural (%),,1964,1.33
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.3,Taxa de crescimento natural (%),,1965,1.28
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.3,Taxa de crescimento natural (%),,1966,1.2
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.3,Taxa de crescimento natural (%),,1967,1.2
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.3,Taxa de crescimento natural (%),,1968,1.14
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.3,Taxa de crescimento natural (%),,1969,1.01
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.3,Taxa de crescimento natural (%),,1970,1.01
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.3,Taxa de crescimento natural (%),,1971,0.96
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.3,Taxa de crescimento natural (%),,1972,0.98
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.3,Taxa de crescimento natural (%),,1973,0.89
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.3,Taxa de crescimento natural (%),,1974,0.86
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.3,Taxa de crescimento natural (%),,1975,0.9
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.3,Taxa de crescimento natural (%),,1976,0.91
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.3,Taxa de crescimento natural (%),,1977,0.9
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.3,Taxa de crescimento natural (%),,1978,0.75
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.3,Taxa de crescimento natural (%),,1979,0.7
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.3,Taxa de crescimento natural (%),,1980,0.65
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.3,Taxa de crescimento natural (%),,1981,0.57
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.3,Taxa de crescimento natural (%),,1982,0.59
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.3,Taxa de crescimento natural (%),,1983,0.48
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.3,Taxa de crescimento natural (%),,1984,0.46
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.3,Taxa de crescimento natural (%),,1985,0.33
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.3,Taxa de crescimento natural (%),,1986,0.31
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.3,Taxa de crescimento natural (%),,1987,0.28
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.3,Taxa de crescimento natural (%),,1988,0.24
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.3,Taxa de crescimento natural (%),,1989,0.23
