year,date_if_more_precise,rial_per_usd_parallel,source_confidence,citation,notes
2007,2007-01-03,9221,directly_observed,"Central Bank of the Islamic Republic of Iran, 'Exchange Rates Statistics' page (cbi.ir/ExRates), en version -- http://web.archive.org/web/20070105163114/http://www.cbi.ir:80/ExRates/rates_en.aspx?date=1/3/2007","CBI's own official/reference USD exchange rate as published on cbi.ir's 'Exchange Rates Statistics' page (English: /ExRates/rates_en.aspx, Farsi: /ExRates/rates_fa.aspx). This is the single reference rate CBI itself publishes daily; per this project's own established research (2003-2010 unification-era finding), this rate equals the real transactable/parallel-market rate during this specific window (no separate black-market premium reported 2002-2010). Retrieved via Wayback Machine archival capture (cbi.ir itself returns a bot-detection challenge page to automated fetches; Wayback's cached copy of the actual CBI page content was retrievable). Date shown is the date requested via the page's own '?date=' query parameter or, where noted 'crawl-date snapshot', the date the page showed by default at crawl time (verified via the page's own selected-date form field, including Persian-calendar dates converted to Gregorian via the jdatetime library where the Farsi version of the page was captured). explicit ?date= query."
2007,2007-02-01,9228,directly_observed,"Central Bank of the Islamic Republic of Iran, 'Exchange Rates Statistics' page (cbi.ir/ExRates), en version -- http://web.archive.org/web/20070202212749/http://www.cbi.ir:80/ExRates/rates_en.aspx?date=2/1/2007","CBI's own official/reference USD exchange rate as published on cbi.ir's 'Exchange Rates Statistics' page (English: /ExRates/rates_en.aspx, Farsi: /ExRates/rates_fa.aspx). This is the single reference rate CBI itself publishes daily; per this project's own established research (2003-2010 unification-era finding), this rate equals the real transactable/parallel-market rate during this specific window (no separate black-market premium reported 2002-2010). Retrieved via Wayback Machine archival capture (cbi.ir itself returns a bot-detection challenge page to automated fetches; Wayback's cached copy of the actual CBI page content was retrievable). Date shown is the date requested via the page's own '?date=' query parameter or, where noted 'crawl-date snapshot', the date the page showed by default at crawl time (verified via the page's own selected-date form field, including Persian-calendar dates converted to Gregorian via the jdatetime library where the Farsi version of the page was captured). explicit ?date= query."
2007,2007-02-17,9235,directly_observed,"Central Bank of the Islamic Republic of Iran, 'Exchange Rates Statistics' page (cbi.ir/ExRates), en version -- http://web.archive.org/web/20070219160135/http://www.cbi.ir:80/ExRates/rates_en.aspx?date=2/17/2007","CBI's own official/reference USD exchange rate as published on cbi.ir's 'Exchange Rates Statistics' page (English: /ExRates/rates_en.aspx, Farsi: /ExRates/rates_fa.aspx). This is the single reference rate CBI itself publishes daily; per this project's own established research (2003-2010 unification-era finding), this rate equals the real transactable/parallel-market rate during this specific window (no separate black-market premium reported 2002-2010). Retrieved via Wayback Machine archival capture (cbi.ir itself returns a bot-detection challenge page to automated fetches; Wayback's cached copy of the actual CBI page content was retrievable). Date shown is the date requested via the page's own '?date=' query parameter or, where noted 'crawl-date snapshot', the date the page showed by default at crawl time (verified via the page's own selected-date form field, including Persian-calendar dates converted to Gregorian via the jdatetime library where the Farsi version of the page was captured). explicit ?date= query."
2007,2007-04-29,9250,directly_observed,"Central Bank of the Islamic Republic of Iran, 'Exchange Rates Statistics' page (cbi.ir/ExRates), en version -- http://web.archive.org/web/20070507144921/http://www.cbi.ir:80/ExRates/rates_en.aspx?date=4/29/2007","CBI's own official/reference USD exchange rate as published on cbi.ir's 'Exchange Rates Statistics' page (English: /ExRates/rates_en.aspx, Farsi: /ExRates/rates_fa.aspx). This is the single reference rate CBI itself publishes daily; per this project's own established research (2003-2010 unification-era finding), this rate equals the real transactable/parallel-market rate during this specific window (no separate black-market premium reported 2002-2010). Retrieved via Wayback Machine archival capture (cbi.ir itself returns a bot-detection challenge page to automated fetches; Wayback's cached copy of the actual CBI page content was retrievable). Date shown is the date requested via the page's own '?date=' query parameter or, where noted 'crawl-date snapshot', the date the page showed by default at crawl time (verified via the page's own selected-date form field, including Persian-calendar dates converted to Gregorian via the jdatetime library where the Farsi version of the page was captured). explicit ?date= query."
2007,2007-06-07,9266,directly_observed,"Central Bank of the Islamic Republic of Iran, 'Exchange Rates Statistics' page (cbi.ir/ExRates), en version -- http://web.archive.org/web/20070622012329/http://www.cbi.ir:80/ExRates/rates_en.aspx?date=6/7/2007","CBI's own official/reference USD exchange rate as published on cbi.ir's 'Exchange Rates Statistics' page (English: /ExRates/rates_en.aspx, Farsi: /ExRates/rates_fa.aspx). This is the single reference rate CBI itself publishes daily; per this project's own established research (2003-2010 unification-era finding), this rate equals the real transactable/parallel-market rate during this specific window (no separate black-market premium reported 2002-2010). Retrieved via Wayback Machine archival capture (cbi.ir itself returns a bot-detection challenge page to automated fetches; Wayback's cached copy of the actual CBI page content was retrievable). Date shown is the date requested via the page's own '?date=' query parameter or, where noted 'crawl-date snapshot', the date the page showed by default at crawl time (verified via the page's own selected-date form field, including Persian-calendar dates converted to Gregorian via the jdatetime library where the Farsi version of the page was captured). explicit ?date= query."
2007,2007-07-26,9292,directly_observed,"Central Bank of the Islamic Republic of Iran, 'Exchange Rates Statistics' page (cbi.ir/ExRates), en version -- http://web.archive.org/web/20070804000401/http://www.cbi.ir:80/ExRates/rates_en.aspx?date=7/26/2007","CBI's own official/reference USD exchange rate as published on cbi.ir's 'Exchange Rates Statistics' page (English: /ExRates/rates_en.aspx, Farsi: /ExRates/rates_fa.aspx). This is the single reference rate CBI itself publishes daily; per this project's own established research (2003-2010 unification-era finding), this rate equals the real transactable/parallel-market rate during this specific window (no separate black-market premium reported 2002-2010). Retrieved via Wayback Machine archival capture (cbi.ir itself returns a bot-detection challenge page to automated fetches; Wayback's cached copy of the actual CBI page content was retrievable). Date shown is the date requested via the page's own '?date=' query parameter or, where noted 'crawl-date snapshot', the date the page showed by default at crawl time (verified via the page's own selected-date form field, including Persian-calendar dates converted to Gregorian via the jdatetime library where the Farsi version of the page was captured). explicit ?date= query."
2007,2007-10-29,9325,directly_observed,"Central Bank of the Islamic Republic of Iran, 'Exchange Rates Statistics' page (cbi.ir/ExRates), en version -- http://web.archive.org/web/20071029210633/http://www.cbi.ir:80/ExRates/rates_en.aspx?date=10/29/2007","CBI's own official/reference USD exchange rate as published on cbi.ir's 'Exchange Rates Statistics' page (English: /ExRates/rates_en.aspx, Farsi: /ExRates/rates_fa.aspx). This is the single reference rate CBI itself publishes daily; per this project's own established research (2003-2010 unification-era finding), this rate equals the real transactable/parallel-market rate during this specific window (no separate black-market premium reported 2002-2010). Retrieved via Wayback Machine archival capture (cbi.ir itself returns a bot-detection challenge page to automated fetches; Wayback's cached copy of the actual CBI page content was retrievable). Date shown is the date requested via the page's own '?date=' query parameter or, where noted 'crawl-date snapshot', the date the page showed by default at crawl time (verified via the page's own selected-date form field, including Persian-calendar dates converted to Gregorian via the jdatetime library where the Farsi version of the page was captured). explicit ?date= query."
2007,2007-11-11,9325,directly_observed,"Central Bank of the Islamic Republic of Iran, 'Exchange Rates Statistics' page (cbi.ir/ExRates), en version -- http://web.archive.org/web/20110128174408/http://www.cbi.ir:80/ExRates/rates_en.aspx?date=11/11/2007","CBI's own official/reference USD exchange rate as published on cbi.ir's 'Exchange Rates Statistics' page (English: /ExRates/rates_en.aspx, Farsi: /ExRates/rates_fa.aspx). This is the single reference rate CBI itself publishes daily; per this project's own established research (2003-2010 unification-era finding), this rate equals the real transactable/parallel-market rate during this specific window (no separate black-market premium reported 2002-2010). Retrieved via Wayback Machine archival capture (cbi.ir itself returns a bot-detection challenge page to automated fetches; Wayback's cached copy of the actual CBI page content was retrievable). Date shown is the date requested via the page's own '?date=' query parameter or, where noted 'crawl-date snapshot', the date the page showed by default at crawl time (verified via the page's own selected-date form field, including Persian-calendar dates converted to Gregorian via the jdatetime library where the Farsi version of the page was captured). explicit ?date= query, retrieved via a later (2011) crawl of the historical-lookup URL."
2007,2007-12-11,9324,directly_observed,"Central Bank of the Islamic Republic of Iran, 'Exchange Rates Statistics' page (cbi.ir/ExRates), en version -- http://web.archive.org/web/20071212180219/http://www.cbi.ir:80/ExRates/rates_en.aspx?date=12/11/2007","CBI's own official/reference USD exchange rate as published on cbi.ir's 'Exchange Rates Statistics' page (English: /ExRates/rates_en.aspx, Farsi: /ExRates/rates_fa.aspx). This is the single reference rate CBI itself publishes daily; per this project's own established research (2003-2010 unification-era finding), this rate equals the real transactable/parallel-market rate during this specific window (no separate black-market premium reported 2002-2010). Retrieved via Wayback Machine archival capture (cbi.ir itself returns a bot-detection challenge page to automated fetches; Wayback's cached copy of the actual CBI page content was retrievable). Date shown is the date requested via the page's own '?date=' query parameter or, where noted 'crawl-date snapshot', the date the page showed by default at crawl time (verified via the page's own selected-date form field, including Persian-calendar dates converted to Gregorian via the jdatetime library where the Farsi version of the page was captured). explicit ?date= query."
2008,2008-01-03,9256,directly_observed,"Central Bank of the Islamic Republic of Iran, 'Exchange Rates Statistics' page (cbi.ir/ExRates), en version -- http://web.archive.org/web/20080103163925/http://www.cbi.ir:80/ExRates/rates_en.aspx","CBI's own official/reference USD exchange rate as published on cbi.ir's 'Exchange Rates Statistics' page (English: /ExRates/rates_en.aspx, Farsi: /ExRates/rates_fa.aspx). This is the single reference rate CBI itself publishes daily; per this project's own established research (2003-2010 unification-era finding), this rate equals the real transactable/parallel-market rate during this specific window (no separate black-market premium reported 2002-2010). Retrieved via Wayback Machine archival capture (cbi.ir itself returns a bot-detection challenge page to automated fetches; Wayback's cached copy of the actual CBI page content was retrievable). Date shown is the date requested via the page's own '?date=' query parameter or, where noted 'crawl-date snapshot', the date the page showed by default at crawl time (verified via the page's own selected-date form field, including Persian-calendar dates converted to Gregorian via the jdatetime library where the Farsi version of the page was captured). crawl-date snapshot."
2008,2008-02-19,9328,directly_observed,"Central Bank of the Islamic Republic of Iran, 'Exchange Rates Statistics' page (cbi.ir/ExRates), en version -- http://web.archive.org/web/20080221173917/http://www.cbi.ir:80/ExRates/rates_en.aspx?date=2/19/2008","CBI's own official/reference USD exchange rate as published on cbi.ir's 'Exchange Rates Statistics' page (English: /ExRates/rates_en.aspx, Farsi: /ExRates/rates_fa.aspx). This is the single reference rate CBI itself publishes daily; per this project's own established research (2003-2010 unification-era finding), this rate equals the real transactable/parallel-market rate during this specific window (no separate black-market premium reported 2002-2010). Retrieved via Wayback Machine archival capture (cbi.ir itself returns a bot-detection challenge page to automated fetches; Wayback's cached copy of the actual CBI page content was retrievable). Date shown is the date requested via the page's own '?date=' query parameter or, where noted 'crawl-date snapshot', the date the page showed by default at crawl time (verified via the page's own selected-date form field, including Persian-calendar dates converted to Gregorian via the jdatetime library where the Farsi version of the page was captured). explicit ?date= query."
2008,2008-03-26,8957,directly_observed,"Central Bank of the Islamic Republic of Iran, 'Exchange Rates Statistics' page (cbi.ir/ExRates), en version -- http://web.archive.org/web/20080327041354/http://www.cbi.ir:80/ExRates/rates_en.aspx","CBI's own official/reference USD exchange rate as published on cbi.ir's 'Exchange Rates Statistics' page (English: /ExRates/rates_en.aspx, Farsi: /ExRates/rates_fa.aspx). This is the single reference rate CBI itself publishes daily; per this project's own established research (2003-2010 unification-era finding), this rate equals the real transactable/parallel-market rate during this specific window (no separate black-market premium reported 2002-2010). Retrieved via Wayback Machine archival capture (cbi.ir itself returns a bot-detection challenge page to automated fetches; Wayback's cached copy of the actual CBI page content was retrievable). Date shown is the date requested via the page's own '?date=' query parameter or, where noted 'crawl-date snapshot', the date the page showed by default at crawl time (verified via the page's own selected-date form field, including Persian-calendar dates converted to Gregorian via the jdatetime library where the Farsi version of the page was captured). crawl-date snapshot; local low point of the year, coincides with peak oil-boom rial strength."
2008,2008-04-19,9021,directly_observed,"Central Bank of the Islamic Republic of Iran, 'Exchange Rates Statistics' page (cbi.ir/ExRates), fa version -- http://web.archive.org/web/20080430071302/http://www.cbi.ir:80/ExRates/rates_fa.aspx?date=4/19/2008","CBI's own official/reference USD exchange rate as published on cbi.ir's 'Exchange Rates Statistics' page (English: /ExRates/rates_en.aspx, Farsi: /ExRates/rates_fa.aspx). This is the single reference rate CBI itself publishes daily; per this project's own established research (2003-2010 unification-era finding), this rate equals the real transactable/parallel-market rate during this specific window (no separate black-market premium reported 2002-2010). Retrieved via Wayback Machine archival capture (cbi.ir itself returns a bot-detection challenge page to automated fetches; Wayback's cached copy of the actual CBI page content was retrievable). Date shown is the date requested via the page's own '?date=' query parameter or, where noted 'crawl-date snapshot', the date the page showed by default at crawl time (verified via the page's own selected-date form field, including Persian-calendar dates converted to Gregorian via the jdatetime library where the Farsi version of the page was captured). explicit ?date= query, Persian-calendar date 1387/01/31 converted via jdatetime."
2008,2008-05-18,9196,directly_observed,"Central Bank of the Islamic Republic of Iran, 'Exchange Rates Statistics' page (cbi.ir/ExRates), en version -- http://web.archive.org/web/20080712003345/http://www.cbi.ir:80/ExRates/rates_en.aspx?date=5/18/2008","CBI's own official/reference USD exchange rate as published on cbi.ir's 'Exchange Rates Statistics' page (English: /ExRates/rates_en.aspx, Farsi: /ExRates/rates_fa.aspx). This is the single reference rate CBI itself publishes daily; per this project's own established research (2003-2010 unification-era finding), this rate equals the real transactable/parallel-market rate during this specific window (no separate black-market premium reported 2002-2010). Retrieved via Wayback Machine archival capture (cbi.ir itself returns a bot-detection challenge page to automated fetches; Wayback's cached copy of the actual CBI page content was retrievable). Date shown is the date requested via the page's own '?date=' query parameter or, where noted 'crawl-date snapshot', the date the page showed by default at crawl time (verified via the page's own selected-date form field, including Persian-calendar dates converted to Gregorian via the jdatetime library where the Farsi version of the page was captured). explicit ?date= query."
2008,2008-06-24,9250,directly_observed,"Central Bank of the Islamic Republic of Iran, 'Exchange Rates Statistics' page (cbi.ir/ExRates), fa version -- http://web.archive.org/web/20080627100815/http://www.cbi.ir:80/ExRates/rates_fa.aspx?date=6/24/2008","CBI's own official/reference USD exchange rate as published on cbi.ir's 'Exchange Rates Statistics' page (English: /ExRates/rates_en.aspx, Farsi: /ExRates/rates_fa.aspx). This is the single reference rate CBI itself publishes daily; per this project's own established research (2003-2010 unification-era finding), this rate equals the real transactable/parallel-market rate during this specific window (no separate black-market premium reported 2002-2010). Retrieved via Wayback Machine archival capture (cbi.ir itself returns a bot-detection challenge page to automated fetches; Wayback's cached copy of the actual CBI page content was retrievable). Date shown is the date requested via the page's own '?date=' query parameter or, where noted 'crawl-date snapshot', the date the page showed by default at crawl time (verified via the page's own selected-date form field, including Persian-calendar dates converted to Gregorian via the jdatetime library where the Farsi version of the page was captured). explicit ?date= query."
2008,2008-07-21,9146,directly_observed,"Central Bank of the Islamic Republic of Iran, 'Exchange Rates Statistics' page (cbi.ir/ExRates), fa version -- http://web.archive.org/web/20080725003133/http://www.cbi.ir:80/ExRates/rates_fa.aspx?date=7/21/2008","CBI's own official/reference USD exchange rate as published on cbi.ir's 'Exchange Rates Statistics' page (English: /ExRates/rates_en.aspx, Farsi: /ExRates/rates_fa.aspx). This is the single reference rate CBI itself publishes daily; per this project's own established research (2003-2010 unification-era finding), this rate equals the real transactable/parallel-market rate during this specific window (no separate black-market premium reported 2002-2010). Retrieved via Wayback Machine archival capture (cbi.ir itself returns a bot-detection challenge page to automated fetches; Wayback's cached copy of the actual CBI page content was retrievable). Date shown is the date requested via the page's own '?date=' query parameter or, where noted 'crawl-date snapshot', the date the page showed by default at crawl time (verified via the page's own selected-date form field, including Persian-calendar dates converted to Gregorian via the jdatetime library where the Farsi version of the page was captured). explicit ?date= query."
2008,2008-08-07,9333,directly_observed,"Central Bank of the Islamic Republic of Iran, 'Exchange Rates Statistics' page (cbi.ir/ExRates), fa version -- http://web.archive.org/web/20080813043642/http://www.cbi.ir:80/ExRates/rates_fa.aspx?date=8/7/2008","CBI's own official/reference USD exchange rate as published on cbi.ir's 'Exchange Rates Statistics' page (English: /ExRates/rates_en.aspx, Farsi: /ExRates/rates_fa.aspx). This is the single reference rate CBI itself publishes daily; per this project's own established research (2003-2010 unification-era finding), this rate equals the real transactable/parallel-market rate during this specific window (no separate black-market premium reported 2002-2010). Retrieved via Wayback Machine archival capture (cbi.ir itself returns a bot-detection challenge page to automated fetches; Wayback's cached copy of the actual CBI page content was retrievable). Date shown is the date requested via the page's own '?date=' query parameter or, where noted 'crawl-date snapshot', the date the page showed by default at crawl time (verified via the page's own selected-date form field, including Persian-calendar dates converted to Gregorian via the jdatetime library where the Farsi version of the page was captured). explicit ?date= query."
2008,2008-09-20,9642,directly_observed,"Central Bank of the Islamic Republic of Iran, 'Exchange Rates Statistics' page (cbi.ir/ExRates), fa version -- http://web.archive.org/web/20080920153027/http://www.cbi.ir:80/ExRates/rates_fa.aspx?date","CBI's own official/reference USD exchange rate as published on cbi.ir's 'Exchange Rates Statistics' page (English: /ExRates/rates_en.aspx, Farsi: /ExRates/rates_fa.aspx). This is the single reference rate CBI itself publishes daily; per this project's own established research (2003-2010 unification-era finding), this rate equals the real transactable/parallel-market rate during this specific window (no separate black-market premium reported 2002-2010). Retrieved via Wayback Machine archival capture (cbi.ir itself returns a bot-detection challenge page to automated fetches; Wayback's cached copy of the actual CBI page content was retrievable). Date shown is the date requested via the page's own '?date=' query parameter or, where noted 'crawl-date snapshot', the date the page showed by default at crawl time (verified via the page's own selected-date form field, including Persian-calendar dates converted to Gregorian via the jdatetime library where the Farsi version of the page was captured). crawl-date snapshot; start of the sharp Sep-Dec 2008 rise coinciding with the global financial crisis."
2008,2008-10-22,9906,directly_observed,"Central Bank of the Islamic Republic of Iran, 'Exchange Rates Statistics' page (cbi.ir/ExRates), fa version -- http://web.archive.org/web/20090207163134/http://www.cbi.ir:80/ExRates/rates_fa.aspx?date=10/22/2008","CBI's own official/reference USD exchange rate as published on cbi.ir's 'Exchange Rates Statistics' page (English: /ExRates/rates_en.aspx, Farsi: /ExRates/rates_fa.aspx). This is the single reference rate CBI itself publishes daily; per this project's own established research (2003-2010 unification-era finding), this rate equals the real transactable/parallel-market rate during this specific window (no separate black-market premium reported 2002-2010). Retrieved via Wayback Machine archival capture (cbi.ir itself returns a bot-detection challenge page to automated fetches; Wayback's cached copy of the actual CBI page content was retrievable). Date shown is the date requested via the page's own '?date=' query parameter or, where noted 'crawl-date snapshot', the date the page showed by default at crawl time (verified via the page's own selected-date form field, including Persian-calendar dates converted to Gregorian via the jdatetime library where the Farsi version of the page was captured). explicit ?date= query, retrieved via a later (2009) crawl of the historical-lookup URL."
