country_iso3,indicator_id,series,special_or_major_group,weight_pct_in_base_year,year_iranian,year_western,base_year_sh,index_value,pct_change_yoy,pct_change_source,source_dataset,notes
IRN,Wholesale Price Index (WPI),Exported goods,major_group,3.96,1380,2001-2002,1376,233.4,,,"Central Bank of Iran (CBI), Annual Review 1384 (2005/06), Table 68 (Wholesale Price Index (WPI))",
IRN,Wholesale Price Index (WPI),Exported goods,major_group,3.96,1381,2002-2003,1376,257.5,10.3,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1384 (2005/06), Table 68 (Wholesale Price Index (WPI))",
IRN,Wholesale Price Index (WPI),Exported goods,major_group,3.96,1382,2003-2004,1376,282.0,9.5,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1384 (2005/06), Table 68 (Wholesale Price Index (WPI))",
IRN,Wholesale Price Index (WPI),Exported goods,major_group,3.96,1383,2004-2005,1376,345.4,22.5,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1384 (2005/06), Table 68 (Wholesale Price Index (WPI))",
IRN,Wholesale Price Index (WPI),Exported goods,major_group,3.96,1384,2005-2006,1376,411.0,19.0,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1384 (2005/06), Table 68 (Wholesale Price Index (WPI))",
IRN,Wholesale Price Index (WPI),General index,general,100.0,1382,2003-2004,1376,210.9,,,"Central Bank of Iran (CBI), Annual Review 1386 (2007/08), Table 68 (Wholesale Price Index (WPI))",
IRN,Wholesale Price Index (WPI),General index,general,100.0,1383,2004-2005,1376,241.9,14.7,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1386 (2007/08), Table 68 (Wholesale Price Index (WPI))",
IRN,Wholesale Price Index (WPI),General index,general,100.0,1384,2005-2006,1376,264.9,9.5,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1386 (2007/08), Table 68 (Wholesale Price Index (WPI))",
IRN,Wholesale Price Index (WPI),General index,general,100.0,1385,2006-2007,1376,297.0,12.1,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1386 (2007/08), Table 68 (Wholesale Price Index (WPI))",
IRN,Wholesale Price Index (WPI),General index,general,100.0,1386,2007-2008,1376,341.2,14.9,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1386 (2007/08), Table 68 (Wholesale Price Index (WPI))",
IRN,Wholesale Price Index (WPI),Domestically produced and consumed goods,major_group,71.75,1382,2003-2004,1376,221.7,,,"Central Bank of Iran (CBI), Annual Review 1386 (2007/08), Table 68 (Wholesale Price Index (WPI))",
IRN,Wholesale Price Index (WPI),Domestically produced and consumed goods,major_group,71.75,1383,2004-2005,1376,253.3,14.3,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1386 (2007/08), Table 68 (Wholesale Price Index (WPI))",
IRN,Wholesale Price Index (WPI),Domestically produced and consumed goods,major_group,71.75,1384,2005-2006,1376,277.4,9.5,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1386 (2007/08), Table 68 (Wholesale Price Index (WPI))",
IRN,Wholesale Price Index (WPI),Domestically produced and consumed goods,major_group,71.75,1385,2006-2007,1376,311.1,12.1,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1386 (2007/08), Table 68 (Wholesale Price Index (WPI))",
IRN,Wholesale Price Index (WPI),Domestically produced and consumed goods,major_group,71.75,1386,2007-2008,1376,358.3,15.2,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1386 (2007/08), Table 68 (Wholesale Price Index (WPI))",
IRN,Wholesale Price Index (WPI),Imported goods,major_group,24.29,1382,2003-2004,1376,167.3,,,"Central Bank of Iran (CBI), Annual Review 1386 (2007/08), Table 68 (Wholesale Price Index (WPI))",
IRN,Wholesale Price Index (WPI),Imported goods,major_group,24.29,1383,2004-2005,1376,191.5,14.5,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1386 (2007/08), Table 68 (Wholesale Price Index (WPI))",
IRN,Wholesale Price Index (WPI),Imported goods,major_group,24.29,1384,2005-2006,1376,204.2,6.6,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1386 (2007/08), Table 68 (Wholesale Price Index (WPI))",
IRN,Wholesale Price Index (WPI),Imported goods,major_group,24.29,1385,2006-2007,1376,224.8,10.1,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1386 (2007/08), Table 68 (Wholesale Price Index (WPI))",
IRN,Wholesale Price Index (WPI),Imported goods,major_group,24.29,1386,2007-2008,1376,253.8,12.9,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1386 (2007/08), Table 68 (Wholesale Price Index (WPI))",
IRN,Wholesale Price Index (WPI),Exported goods,major_group,3.96,1382,2003-2004,1376,282.0,,,"Central Bank of Iran (CBI), Annual Review 1386 (2007/08), Table 68 (Wholesale Price Index (WPI))",
IRN,Wholesale Price Index (WPI),Exported goods,major_group,3.96,1383,2004-2005,1376,345.4,22.5,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1386 (2007/08), Table 68 (Wholesale Price Index (WPI))",
IRN,Wholesale Price Index (WPI),Exported goods,major_group,3.96,1384,2005-2006,1376,411.0,19.0,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1386 (2007/08), Table 68 (Wholesale Price Index (WPI))",
IRN,Wholesale Price Index (WPI),Exported goods,major_group,3.96,1385,2006-2007,1376,483.3,17.6,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1386 (2007/08), Table 68 (Wholesale Price Index (WPI))",
IRN,Wholesale Price Index (WPI),Exported goods,major_group,3.96,1386,2007-2008,1376,565.6,17.0,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1386 (2007/08), Table 68 (Wholesale Price Index (WPI))",
