country_iso3,indicator_id,series,special_or_major_group,weight_pct_in_base_year,year_iranian,year_western,base_year_sh,index_value,pct_change_yoy,pct_change_source,source_dataset,notes
IRN,Producer Price Index (PPI),Manufacturing and mining,special_group,47.92,1379,2000-2001,1376,169.0,15.5,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1379 (2000/01), Table 65 (Producer Price Index (PPI))",
IRN,Producer Price Index (PPI),Services,special_group,28.47,1375,1996-1997,1376,80.0,,,"Central Bank of Iran (CBI), Annual Review 1379 (2000/01), Table 65 (Producer Price Index (PPI))",
IRN,Producer Price Index (PPI),Services,special_group,28.47,1376,1997-1998,1376,100.0,25.0,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1379 (2000/01), Table 65 (Producer Price Index (PPI))",
IRN,Producer Price Index (PPI),Services,special_group,28.47,1377,1998-1999,1376,117.2,17.2,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1379 (2000/01), Table 65 (Producer Price Index (PPI))",
IRN,Producer Price Index (PPI),Services,special_group,28.47,1378,1999-2000,1376,139.7,19.2,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1379 (2000/01), Table 65 (Producer Price Index (PPI))",
IRN,Producer Price Index (PPI),Services,special_group,28.47,1379,2000-2001,1376,162.0,16.0,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1379 (2000/01), Table 65 (Producer Price Index (PPI))",
IRN,Producer Price Index (PPI),General index,general,100.0,1380,2001-2002,1376,188.1,,,"Central Bank of Iran (CBI), Annual Review 1384 (2005/06), Table 69 (Producer Price Index (PPI))",
IRN,Producer Price Index (PPI),General index,general,100.0,1381,2002-2003,1376,213.4,13.5,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1384 (2005/06), Table 69 (Producer Price Index (PPI))",
IRN,Producer Price Index (PPI),General index,general,100.0,1382,2003-2004,1376,246.8,15.7,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1384 (2005/06), Table 69 (Producer Price Index (PPI))",
IRN,Producer Price Index (PPI),General index,general,100.0,1383,2004-2005,1376,288.3,16.8,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1384 (2005/06), Table 69 (Producer Price Index (PPI))",
IRN,Producer Price Index (PPI),General index,general,100.0,1384,2005-2006,1376,315.6,9.5,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1384 (2005/06), Table 69 (Producer Price Index (PPI))",
IRN,Producer Price Index (PPI),"Agriculture, animal husbandry, forestry & fishing",special_group,23.61,1380,2001-2002,1376,195.2,,,"Central Bank of Iran (CBI), Annual Review 1384 (2005/06), Table 69 (Producer Price Index (PPI))",
IRN,Producer Price Index (PPI),"Agriculture, animal husbandry, forestry & fishing",special_group,23.61,1381,2002-2003,1376,219.4,12.4,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1384 (2005/06), Table 69 (Producer Price Index (PPI))",
IRN,Producer Price Index (PPI),"Agriculture, animal husbandry, forestry & fishing",special_group,23.61,1382,2003-2004,1376,253.7,15.6,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1384 (2005/06), Table 69 (Producer Price Index (PPI))",
IRN,Producer Price Index (PPI),"Agriculture, animal husbandry, forestry & fishing",special_group,23.61,1383,2004-2005,1376,299.2,17.9,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1384 (2005/06), Table 69 (Producer Price Index (PPI))",
IRN,Producer Price Index (PPI),"Agriculture, animal husbandry, forestry & fishing",special_group,23.61,1384,2005-2006,1376,312.5,4.4,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1384 (2005/06), Table 69 (Producer Price Index (PPI))",
IRN,Producer Price Index (PPI),"Mining, quarrying, manufacturing, electricity/gas/water",special_group,47.91,1380,2001-2002,1376,178.0,,,"Central Bank of Iran (CBI), Annual Review 1384 (2005/06), Table 69 (Producer Price Index (PPI))",
IRN,Producer Price Index (PPI),"Mining, quarrying, manufacturing, electricity/gas/water",special_group,47.91,1381,2002-2003,1376,195.7,9.9,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1384 (2005/06), Table 69 (Producer Price Index (PPI))",
IRN,Producer Price Index (PPI),"Mining, quarrying, manufacturing, electricity/gas/water",special_group,47.91,1382,2003-2004,1376,217.1,10.9,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1384 (2005/06), Table 69 (Producer Price Index (PPI))",
IRN,Producer Price Index (PPI),"Mining, quarrying, manufacturing, electricity/gas/water",special_group,47.91,1383,2004-2005,1376,249.2,14.8,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1384 (2005/06), Table 69 (Producer Price Index (PPI))",
IRN,Producer Price Index (PPI),"Mining, quarrying, manufacturing, electricity/gas/water",special_group,47.91,1384,2005-2006,1376,271.7,9.0,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1384 (2005/06), Table 69 (Producer Price Index (PPI))",
IRN,Producer Price Index (PPI),Services,special_group,28.48,1380,2001-2002,1376,199.4,,,"Central Bank of Iran (CBI), Annual Review 1384 (2005/06), Table 69 (Producer Price Index (PPI))",
IRN,Producer Price Index (PPI),Services,special_group,28.48,1381,2002-2003,1376,238.3,19.5,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1384 (2005/06), Table 69 (Producer Price Index (PPI))",
IRN,Producer Price Index (PPI),Services,special_group,28.48,1382,2003-2004,1376,291.1,22.2,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1384 (2005/06), Table 69 (Producer Price Index (PPI))",
IRN,Producer Price Index (PPI),Services,special_group,28.48,1383,2004-2005,1376,345.2,18.6,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1384 (2005/06), Table 69 (Producer Price Index (PPI))",
IRN,Producer Price Index (PPI),Services,special_group,28.48,1384,2005-2006,1376,392.0,13.6,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1384 (2005/06), Table 69 (Producer Price Index (PPI))",
IRN,Producer Price Index (PPI),General index,general,100.0,1385,2006-2007,1383,121.4,,,"Central Bank of Iran (CBI), Annual Review 1389 (2010/11), Table 61 (Producer Price Index (PPI))",
IRN,Producer Price Index (PPI),General index,general,100.0,1386,2007-2008,1383,139.5,14.9,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1389 (2010/11), Table 61 (Producer Price Index (PPI))",
IRN,Producer Price Index (PPI),General index,general,100.0,1387,2008-2009,1383,168.6,20.9,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1389 (2010/11), Table 61 (Producer Price Index (PPI))",
IRN,Producer Price Index (PPI),General index,general,100.0,1388,2009-2010,1383,181.1,7.4,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1389 (2010/11), Table 61 (Producer Price Index (PPI))",
IRN,Producer Price Index (PPI),General index,general,100.0,1389,2010-2011,1383,211.2,16.6,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1389 (2010/11), Table 61 (Producer Price Index (PPI))",
IRN,Producer Price Index (PPI),"Agriculture, hunting, forestry and fishing",special_group,21.98,1385,2006-2007,1383,116.9,,,"Central Bank of Iran (CBI), Annual Review 1389 (2010/11), Table 61 (Producer Price Index (PPI))",
IRN,Producer Price Index (PPI),"Agriculture, hunting, forestry and fishing",special_group,21.98,1386,2007-2008,1383,141.2,20.8,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1389 (2010/11), Table 61 (Producer Price Index (PPI))",
IRN,Producer Price Index (PPI),"Agriculture, hunting, forestry and fishing",special_group,21.98,1387,2008-2009,1383,179.5,27.1,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1389 (2010/11), Table 61 (Producer Price Index (PPI))",
IRN,Producer Price Index (PPI),"Agriculture, hunting, forestry and fishing",special_group,21.98,1388,2009-2010,1383,200.7,11.8,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1389 (2010/11), Table 61 (Producer Price Index (PPI))",
IRN,Producer Price Index (PPI),"Agriculture, hunting, forestry and fishing",special_group,21.98,1389,2010-2011,1383,225.5,12.4,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1389 (2010/11), Table 61 (Producer Price Index (PPI))",
IRN,Producer Price Index (PPI),Manufacturing,special_group,48.06,1385,2006-2007,1383,120.5,,,"Central Bank of Iran (CBI), Annual Review 1389 (2010/11), Table 61 (Producer Price Index (PPI))",
IRN,Producer Price Index (PPI),Manufacturing,special_group,48.06,1386,2007-2008,1383,136.3,13.1,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1389 (2010/11), Table 61 (Producer Price Index (PPI))",
IRN,Producer Price Index (PPI),Manufacturing,special_group,48.06,1387,2008-2009,1383,166.7,22.3,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1389 (2010/11), Table 61 (Producer Price Index (PPI))",
IRN,Producer Price Index (PPI),Manufacturing,special_group,48.06,1388,2009-2010,1383,171.7,3.0,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1389 (2010/11), Table 61 (Producer Price Index (PPI))",
IRN,Producer Price Index (PPI),Manufacturing,special_group,48.06,1389,2010-2011,1383,209.5,22.0,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1389 (2010/11), Table 61 (Producer Price Index (PPI))",
IRN,Producer Price Index (PPI),Services,special_group,29.96,1385,2006-2007,1383,126.0,,,"Central Bank of Iran (CBI), Annual Review 1389 (2010/11), Table 61 (Producer Price Index (PPI))",
IRN,Producer Price Index (PPI),Services,special_group,29.96,1386,2007-2008,1383,143.5,13.9,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1389 (2010/11), Table 61 (Producer Price Index (PPI))",
IRN,Producer Price Index (PPI),Services,special_group,29.96,1387,2008-2009,1383,163.7,14.1,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1389 (2010/11), Table 61 (Producer Price Index (PPI))",
IRN,Producer Price Index (PPI),Services,special_group,29.96,1388,2009-2010,1383,181.8,11.1,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1389 (2010/11), Table 61 (Producer Price Index (PPI))",
IRN,Producer Price Index (PPI),Services,special_group,29.96,1389,2010-2011,1383,203.3,11.8,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1389 (2010/11), Table 61 (Producer Price Index (PPI))",
IRN,Producer Price Index (PPI),General index,general,100.0,1390,2011-2012,1390,100.0,,,"Central Bank of Iran (CBI), Annual Review 1394 (2015/16), Table 58 (Producer Price Index (PPI))",
IRN,Producer Price Index (PPI),General index,general,100.0,1391,2012-2013,1390,132.4,32.4,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1394 (2015/16), Table 58 (Producer Price Index (PPI))",
IRN,Producer Price Index (PPI),General index,general,100.0,1392,2013-2014,1390,178.1,34.5,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1394 (2015/16), Table 58 (Producer Price Index (PPI))",
IRN,Producer Price Index (PPI),General index,general,100.0,1393,2014-2015,1390,204.5,14.8,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1394 (2015/16), Table 58 (Producer Price Index (PPI))",
IRN,Producer Price Index (PPI),General index,general,100.0,1394,2015-2016,1390,214.5,4.9,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1394 (2015/16), Table 58 (Producer Price Index (PPI))",
IRN,Producer Price Index (PPI),"Agriculture, forestry, and fishing",special_group,17.12,1390,2011-2012,1390,100.0,,,"Central Bank of Iran (CBI), Annual Review 1394 (2015/16), Table 58 (Producer Price Index (PPI))",
IRN,Producer Price Index (PPI),"Agriculture, forestry, and fishing",special_group,17.12,1391,2012-2013,1390,139.3,39.3,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1394 (2015/16), Table 58 (Producer Price Index (PPI))",
IRN,Producer Price Index (PPI),"Agriculture, forestry, and fishing",special_group,17.12,1392,2013-2014,1390,199.9,43.5,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1394 (2015/16), Table 58 (Producer Price Index (PPI))",
IRN,Producer Price Index (PPI),"Agriculture, forestry, and fishing",special_group,17.12,1393,2014-2015,1390,227.3,13.7,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1394 (2015/16), Table 58 (Producer Price Index (PPI))",
IRN,Producer Price Index (PPI),"Agriculture, forestry, and fishing",special_group,17.12,1394,2015-2016,1390,240.3,5.7,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1394 (2015/16), Table 58 (Producer Price Index (PPI))",
IRN,Producer Price Index (PPI),Manufacturing,special_group,51.99,1390,2011-2012,1390,100.0,,,"Central Bank of Iran (CBI), Annual Review 1394 (2015/16), Table 58 (Producer Price Index (PPI))",
IRN,Producer Price Index (PPI),Manufacturing,special_group,51.99,1391,2012-2013,1390,137.4,37.4,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1394 (2015/16), Table 58 (Producer Price Index (PPI))",
IRN,Producer Price Index (PPI),Manufacturing,special_group,51.99,1392,2013-2014,1390,185.4,34.9,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1394 (2015/16), Table 58 (Producer Price Index (PPI))",
IRN,Producer Price Index (PPI),Manufacturing,special_group,51.99,1393,2014-2015,1390,203.8,9.9,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1394 (2015/16), Table 58 (Producer Price Index (PPI))",
IRN,Producer Price Index (PPI),Manufacturing,special_group,51.99,1394,2015-2016,1390,203.0,-0.4,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1394 (2015/16), Table 58 (Producer Price Index (PPI))",
IRN,Producer Price Index (PPI),Services,special_group,30.89,1390,2011-2012,1390,100.0,,,"Central Bank of Iran (CBI), Annual Review 1394 (2015/16), Table 58 (Producer Price Index (PPI))",
IRN,Producer Price Index (PPI),Services,special_group,30.89,1391,2012-2013,1390,120.1,20.1,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1394 (2015/16), Table 58 (Producer Price Index (PPI))",
IRN,Producer Price Index (PPI),Services,special_group,30.89,1392,2013-2014,1390,153.6,27.9,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1394 (2015/16), Table 58 (Producer Price Index (PPI))",
IRN,Producer Price Index (PPI),Services,special_group,30.89,1393,2014-2015,1390,193.0,25.7,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1394 (2015/16), Table 58 (Producer Price Index (PPI))",
IRN,Producer Price Index (PPI),Services,special_group,30.89,1394,2015-2016,1390,219.6,13.8,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1394 (2015/16), Table 58 (Producer Price Index (PPI))",
IRN,Producer Price Index (PPI),General index,general,100.0,1395,2016-2017,1395,100.0,,,"Central Bank of Iran (CBI), Annual Review 1399 (2020/21), Table 58 (Producer Price Index (PPI))",
IRN,Producer Price Index (PPI),General index,general,100.0,1396,2017-2018,1395,110.0,10.0,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1399 (2020/21), Table 58 (Producer Price Index (PPI))",
IRN,Producer Price Index (PPI),General index,general,100.0,1397,2018-2019,1395,156.4,42.2,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1399 (2020/21), Table 58 (Producer Price Index (PPI))",
IRN,Producer Price Index (PPI),General index,general,100.0,1398,2019-2020,1395,215.1,37.5,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1399 (2020/21), Table 58 (Producer Price Index (PPI))",
IRN,Producer Price Index (PPI),General index,general,100.0,1399,2020-2021,1395,331.6,54.2,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1399 (2020/21), Table 58 (Producer Price Index (PPI))",
IRN,Producer Price Index (PPI),"Agriculture, forestry, and fishing",major_group,18.6,1395,2016-2017,1395,100.0,,,"Central Bank of Iran (CBI), Annual Review 1399 (2020/21), Table 58 (Producer Price Index (PPI))",
IRN,Producer Price Index (PPI),"Agriculture, forestry, and fishing",major_group,18.6,1396,2017-2018,1395,111.0,11.0,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1399 (2020/21), Table 58 (Producer Price Index (PPI))",
IRN,Producer Price Index (PPI),"Agriculture, forestry, and fishing",major_group,18.6,1397,2018-2019,1395,155.0,39.6,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1399 (2020/21), Table 58 (Producer Price Index (PPI))",
IRN,Producer Price Index (PPI),"Agriculture, forestry, and fishing",major_group,18.6,1398,2019-2020,1395,208.7,34.6,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1399 (2020/21), Table 58 (Producer Price Index (PPI))",
IRN,Producer Price Index (PPI),"Agriculture, forestry, and fishing",major_group,18.6,1399,2020-2021,1395,285.4,36.8,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1399 (2020/21), Table 58 (Producer Price Index (PPI))",
IRN,Producer Price Index (PPI),Manufacturing,major_group,47.1,1395,2016-2017,1395,100.0,,,"Central Bank of Iran (CBI), Annual Review 1399 (2020/21), Table 58 (Producer Price Index (PPI))",
IRN,Producer Price Index (PPI),Manufacturing,major_group,47.1,1396,2017-2018,1395,110.7,10.7,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1399 (2020/21), Table 58 (Producer Price Index (PPI))",
IRN,Producer Price Index (PPI),Manufacturing,major_group,47.1,1397,2018-2019,1395,170.2,53.7,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1399 (2020/21), Table 58 (Producer Price Index (PPI))",
IRN,Producer Price Index (PPI),Manufacturing,major_group,47.1,1398,2019-2020,1395,231.7,36.1,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1399 (2020/21), Table 58 (Producer Price Index (PPI))",
IRN,Producer Price Index (PPI),Manufacturing,major_group,47.1,1399,2020-2021,1395,365.2,57.6,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1399 (2020/21), Table 58 (Producer Price Index (PPI))",
IRN,Producer Price Index (PPI),Services,special_group,34.3,1395,2016-2017,1395,100.0,,,"Central Bank of Iran (CBI), Annual Review 1399 (2020/21), Table 58 (Producer Price Index (PPI))",
IRN,Producer Price Index (PPI),Services,special_group,34.3,1396,2017-2018,1395,108.4,8.4,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1399 (2020/21), Table 58 (Producer Price Index (PPI))",
IRN,Producer Price Index (PPI),Services,special_group,34.3,1397,2018-2019,1395,138.1,27.4,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1399 (2020/21), Table 58 (Producer Price Index (PPI))",
IRN,Producer Price Index (PPI),Services,special_group,34.3,1398,2019-2020,1395,195.7,41.7,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1399 (2020/21), Table 58 (Producer Price Index (PPI))",
IRN,Producer Price Index (PPI),Services,special_group,34.3,1399,2020-2021,1395,310.3,58.6,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1399 (2020/21), Table 58 (Producer Price Index (PPI))",
IRN,Producer Price Index (PPI),General index,general,100.0,1397,2018-2019,1400,156.4,,,"Central Bank of Iran (CBI), Annual Review 1401 (2022/23), Table 56 (Producer Price Index (PPI))",
IRN,Producer Price Index (PPI),General index,general,100.0,1398,2019-2020,1400,215.1,37.5,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1401 (2022/23), Table 56 (Producer Price Index (PPI))",
IRN,Producer Price Index (PPI),General index,general,100.0,1399,2020-2021,1400,333.8,55.2,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1401 (2022/23), Table 56 (Producer Price Index (PPI))",
IRN,Producer Price Index (PPI),General index,general,100.0,1400,2021-2022,1400,537.1,60.9,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1401 (2022/23), Table 56 (Producer Price Index (PPI))",
IRN,Producer Price Index (PPI),General index,general,100.0,1401,2022-2023,1400,735.2,36.9,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1401 (2022/23), Table 56 (Producer Price Index (PPI))",
IRN,Producer Price Index (PPI),"Agriculture, forestry, and fishing",major_group,18.6,1397,2018-2019,1400,155.0,,,"Central Bank of Iran (CBI), Annual Review 1401 (2022/23), Table 56 (Producer Price Index (PPI))",
IRN,Producer Price Index (PPI),"Agriculture, forestry, and fishing",major_group,18.6,1398,2019-2020,1400,208.7,34.6,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1401 (2022/23), Table 56 (Producer Price Index (PPI))",
IRN,Producer Price Index (PPI),"Agriculture, forestry, and fishing",major_group,18.6,1399,2020-2021,1400,285.4,36.8,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1401 (2022/23), Table 56 (Producer Price Index (PPI))",
IRN,Producer Price Index (PPI),"Agriculture, forestry, and fishing",major_group,18.6,1400,2021-2022,1400,472.0,65.4,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1401 (2022/23), Table 56 (Producer Price Index (PPI))",
IRN,Producer Price Index (PPI),"Agriculture, forestry, and fishing",major_group,18.6,1401,2022-2023,1400,744.6,57.8,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1401 (2022/23), Table 56 (Producer Price Index (PPI))",
IRN,Producer Price Index (PPI),Manufacturing,major_group,47.1,1397,2018-2019,1400,170.2,,,"Central Bank of Iran (CBI), Annual Review 1401 (2022/23), Table 56 (Producer Price Index (PPI))",
IRN,Producer Price Index (PPI),Manufacturing,major_group,47.1,1398,2019-2020,1400,231.7,36.1,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1401 (2022/23), Table 56 (Producer Price Index (PPI))",
IRN,Producer Price Index (PPI),Manufacturing,major_group,47.1,1399,2020-2021,1400,365.2,57.6,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1401 (2022/23), Table 56 (Producer Price Index (PPI))",
IRN,Producer Price Index (PPI),Manufacturing,major_group,47.1,1400,2021-2022,1400,583.8,59.9,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1401 (2022/23), Table 56 (Producer Price Index (PPI))",
IRN,Producer Price Index (PPI),Manufacturing,major_group,47.1,1401,2022-2023,1400,785.5,34.5,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1401 (2022/23), Table 56 (Producer Price Index (PPI))",
IRN,Producer Price Index (PPI),Services,special_group,34.3,1397,2018-2019,1400,138.1,,,"Central Bank of Iran (CBI), Annual Review 1401 (2022/23), Table 56 (Producer Price Index (PPI))",
IRN,Producer Price Index (PPI),Services,special_group,34.3,1398,2019-2020,1400,195.7,41.7,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1401 (2022/23), Table 56 (Producer Price Index (PPI))",
IRN,Producer Price Index (PPI),Services,special_group,34.3,1399,2020-2021,1400,316.9,61.9,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1401 (2022/23), Table 56 (Producer Price Index (PPI))",
IRN,Producer Price Index (PPI),Services,special_group,34.3,1400,2021-2022,1400,508.4,60.4,computed from adjacent index values in same base-year vintage,"Central Bank of Iran (CBI), Annual Review 1401 (2022/23), Table 56 (Producer Price Index (PPI))",
