# Series;Series description (EN);Metric;Unit of Measure;Reference date;Value;State
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;2009-06-30;28179.5;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;2009-03-31;28461.0;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;2008-12-31;29386.0;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;2008-09-30;29849.1;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;2008-06-30;29819.8;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;2008-03-31;29676.6;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;2007-12-31;29283.7;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;2007-09-30;28533.6;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;2007-06-30;28345.9;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;2007-03-31;27745.8;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;2006-12-31;27250.4;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;2006-09-30;26990.5;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;2006-06-30;26734.5;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;2006-03-31;26510.2;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;2005-12-31;25973.4;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;2005-09-30;25543.8;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;2005-06-30;25577.5;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;2005-03-31;25166.2;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;2004-12-31;24611.7;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;2004-09-30;24350.6;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;2004-06-30;24103.0;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;2004-03-31;23893.9;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;2003-12-31;23392.4;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;2003-09-30;23279.6;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;2003-06-30;22891.5;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;2003-03-31;22815.9;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;2002-12-31;22569.3;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;2002-09-30;22549.5;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;2002-06-30;22247.6;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;2002-03-31;22107.2;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;2001-12-31;21645.7;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;2001-09-30;21321.8;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;2001-06-30;21257.6;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;2001-03-31;21138.0;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;2000-12-31;20758.6;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;2000-09-30;20561.1;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;2000-06-30;20094.3;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;2000-03-31;20084.5;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;1999-12-31;19380.5;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;1999-09-30;19081.9;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;1999-06-30;18694.0;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;1999-03-31;18571.1;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;1998-12-31;18053.0;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;1998-09-30;17687.0;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;1998-06-30;17427.3;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;1998-03-31;17039.5;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;1997-12-31;16703.0;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;1997-09-30;16539.1;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;1997-06-30;16101.7;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;1997-03-31;16018.8;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;1996-12-31;15631.9;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;1996-09-30;15569.6;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;1996-06-30;15166.9;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;1996-03-31;14984.6;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;1995-12-31;14553.8;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;1995-09-30;14399.2;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;1995-06-30;14517.7;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;1995-03-31;14148.4;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;1994-12-31;13799.1;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;1994-09-30;13542.3;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;1994-06-30;13376.1;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;1994-03-31;13138.1;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;1993-12-31;12978.4;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;1993-09-30;12738.7;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;1993-06-30;12377.1;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;1993-03-31;12323.8;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;1992-12-31;12158.7;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;1992-09-30;11930.2;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;1992-06-30;11804.3;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;1992-03-31;11273.8;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;1991-12-31;11008.2;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;1991-09-30;10742.5;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;1991-06-30;10394.1;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;1991-03-31;9821.2;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;1990-12-31;9429.4;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;1990-09-30;8870.8;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;1990-06-30;8431.9;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;1990-03-31;8071.5;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;1989-12-31;7679.4;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;1989-09-30;7463.3;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;1989-06-30;7132.3;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;1989-03-31;7043.6;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;1988-12-31;6818.0;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;1988-09-30;6435.7;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;1988-06-30;6085.0;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;1988-03-31;5845.2;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;1987-12-31;5474.4;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;1987-09-30;5300.2;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;1987-06-30;5015.5;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;1987-03-31;4825.9;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;1986-12-31;4700.2;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;1986-09-30;4531.7;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;1986-06-30;4318.8;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;1986-03-31;4120.3;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;1985-12-31;3907.2;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;1985-09-30;3716.0;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;1985-06-30;3617.1;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;1985-03-31;3458.1;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;1984-12-31;3358.6;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;1984-09-30;3254.1;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;1984-06-30;3011.3;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;1984-03-31;2861.3;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;1983-12-31;2744.7;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;1983-09-30;2553.0;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;1983-06-30;2325.4;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;1983-03-31;2242.2;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;1982-12-31;2053.1;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;1982-09-30;1977.5;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;1982-06-30;1910.1;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;1982-03-31;1805.7;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;1981-12-31;1750.4;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;1981-09-30;1651.4;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;1981-06-30;1549.8;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;1981-03-31;1479.8;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;1980-12-31;1382.2;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;1980-09-30;1335.2;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;1980-06-30;1244.1;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;1980-03-31;1200.3;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;1979-12-31;1111.6;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;1979-09-30;1024.5;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;1979-06-30;951.5;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;1979-03-31;902.4;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;1978-12-31;856.3;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;1978-09-30;799.7;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;1978-06-30;757.1;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;1978-03-31;710.8;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;1977-12-31;684.5;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;1977-09-30;653.7;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;1977-06-30;632.9;
12562568;TSPE-Private consumption-Total-Quarterly-Current prices-M€;Value;Millions of euros;1977-03-31;586.9;
12562569;TSPE-Private consumption-Durables-Quarterly-Current prices-M€;Value;Millions of euros;1985-09-30;348.7;
12562569;TSPE-Private consumption-Durables-Quarterly-Current prices-M€;Value;Millions of euros;1985-06-30;336.2;
12562569;TSPE-Private consumption-Durables-Quarterly-Current prices-M€;Value;Millions of euros;1985-03-31;324.3;
12562569;TSPE-Private consumption-Durables-Quarterly-Current prices-M€;Value;Millions of euros;1984-12-31;309.8;
12562569;TSPE-Private consumption-Durables-Quarterly-Current prices-M€;Value;Millions of euros;1984-09-30;300.5;
12562569;TSPE-Private consumption-Durables-Quarterly-Current prices-M€;Value;Millions of euros;1984-06-30;274.2;
12562569;TSPE-Private consumption-Durables-Quarterly-Current prices-M€;Value;Millions of euros;1984-03-31;263.9;
12562569;TSPE-Private consumption-Durables-Quarterly-Current prices-M€;Value;Millions of euros;1983-12-31;267.9;
12562569;TSPE-Private consumption-Durables-Quarterly-Current prices-M€;Value;Millions of euros;1983-09-30;258.4;
12562569;TSPE-Private consumption-Durables-Quarterly-Current prices-M€;Value;Millions of euros;1983-06-30;244.5;
12562569;TSPE-Private consumption-Durables-Quarterly-Current prices-M€;Value;Millions of euros;1983-03-31;235.7;
12562569;TSPE-Private consumption-Durables-Quarterly-Current prices-M€;Value;Millions of euros;1982-12-31;211.5;
12562569;TSPE-Private consumption-Durables-Quarterly-Current prices-M€;Value;Millions of euros;1982-09-30;200.2;
12562569;TSPE-Private consumption-Durables-Quarterly-Current prices-M€;Value;Millions of euros;1982-06-30;199.1;
12562569;TSPE-Private consumption-Durables-Quarterly-Current prices-M€;Value;Millions of euros;1982-03-31;185.8;
12562569;TSPE-Private consumption-Durables-Quarterly-Current prices-M€;Value;Millions of euros;1981-12-31;187.0;
12562569;TSPE-Private consumption-Durables-Quarterly-Current prices-M€;Value;Millions of euros;1981-09-30;180.8;
12562569;TSPE-Private consumption-Durables-Quarterly-Current prices-M€;Value;Millions of euros;1981-06-30;176.6;
12562569;TSPE-Private consumption-Durables-Quarterly-Current prices-M€;Value;Millions of euros;1981-03-31;170.8;
12562569;TSPE-Private consumption-Durables-Quarterly-Current prices-M€;Value;Millions of euros;1980-12-31;160.0;
12562569;TSPE-Private consumption-Durables-Quarterly-Current prices-M€;Value;Millions of euros;1980-09-30;154.0;
12562569;TSPE-Private consumption-Durables-Quarterly-Current prices-M€;Value;Millions of euros;1980-06-30;138.1;
12562569;TSPE-Private consumption-Durables-Quarterly-Current prices-M€;Value;Millions of euros;1980-03-31;127.6;
12562569;TSPE-Private consumption-Durables-Quarterly-Current prices-M€;Value;Millions of euros;1979-12-31;114.5;
12562569;TSPE-Private consumption-Durables-Quarterly-Current prices-M€;Value;Millions of euros;1979-09-30;100.4;
12562569;TSPE-Private consumption-Durables-Quarterly-Current prices-M€;Value;Millions of euros;1979-06-30;91.2;
12562569;TSPE-Private consumption-Durables-Quarterly-Current prices-M€;Value;Millions of euros;1979-03-31;86.8;
12562569;TSPE-Private consumption-Durables-Quarterly-Current prices-M€;Value;Millions of euros;1978-12-31;80.1;
12562569;TSPE-Private consumption-Durables-Quarterly-Current prices-M€;Value;Millions of euros;1978-09-30;76.3;
12562569;TSPE-Private consumption-Durables-Quarterly-Current prices-M€;Value;Millions of euros;1978-06-30;72.8;
12562569;TSPE-Private consumption-Durables-Quarterly-Current prices-M€;Value;Millions of euros;1978-03-31;69.5;
12562569;TSPE-Private consumption-Durables-Quarterly-Current prices-M€;Value;Millions of euros;1977-12-31;67.3;
12562569;TSPE-Private consumption-Durables-Quarterly-Current prices-M€;Value;Millions of euros;1977-09-30;64.6;
12562569;TSPE-Private consumption-Durables-Quarterly-Current prices-M€;Value;Millions of euros;1977-06-30;63.8;
12562569;TSPE-Private consumption-Durables-Quarterly-Current prices-M€;Value;Millions of euros;1977-03-31;58.3;
12562569;TSPE-Private consumption-Durables-Quarterly-Current prices-M€;Value;Millions of euros;2024-12-31;4124.0;
12562569;TSPE-Private consumption-Durables-Quarterly-Current prices-M€;Value;Millions of euros;2024-09-30;3877.6;
12562569;TSPE-Private consumption-Durables-Quarterly-Current prices-M€;Value;Millions of euros;2024-06-30;3791.4;
12562569;TSPE-Private consumption-Durables-Quarterly-Current prices-M€;Value;Millions of euros;2024-03-31;3855.4;
12562569;TSPE-Private consumption-Durables-Quarterly-Current prices-M€;Value;Millions of euros;2023-12-31;3914.6;
12562569;TSPE-Private consumption-Durables-Quarterly-Current prices-M€;Value;Millions of euros;2023-09-30;3874.4;
12562569;TSPE-Private consumption-Durables-Quarterly-Current prices-M€;Value;Millions of euros;2023-06-30;3882.6;
12562569;TSPE-Private consumption-Durables-Quarterly-Current prices-M€;Value;Millions of euros;2023-03-31;3896.1;
12562569;TSPE-Private consumption-Durables-Quarterly-Current prices-M€;Value;Millions of euros;2022-12-31;3657.1;
12562569;TSPE-Private consumption-Durables-Quarterly-Current prices-M€;Value;Millions of euros;2022-09-30;3626.5;
12562569;TSPE-Private consumption-Durables-Quarterly-Current prices-M€;Value;Millions of euros;2022-06-30;3409.9;
12562569;TSPE-Private consumption-Durables-Quarterly-Current prices-M€;Value;Millions of euros;2022-03-31;3277.0;
12562569;TSPE-Private consumption-Durables-Quarterly-Current prices-M€;Value;Millions of euros;2021-12-31;3147.5;
12562569;TSPE-Private consumption-Durables-Quarterly-Current prices-M€;Value;Millions of euros;2021-09-30;2961.0;
12562569;TSPE-Private consumption-Durables-Quarterly-Current prices-M€;Value;Millions of euros;2021-06-30;3026.8;
12562569;TSPE-Private consumption-Durables-Quarterly-Current prices-M€;Value;Millions of euros;2021-03-31;2543.1;
12562569;TSPE-Private consumption-Durables-Quarterly-Current prices-M€;Value;Millions of euros;2020-12-31;2827.8;
12562569;TSPE-Private consumption-Durables-Quarterly-Current prices-M€;Value;Millions of euros;2020-09-30;3005.7;
12562569;TSPE-Private consumption-Durables-Quarterly-Current prices-M€;Value;Millions of euros;2020-06-30;2107.5;
12562569;TSPE-Private consumption-Durables-Quarterly-Current prices-M€;Value;Millions of euros;2020-03-31;2880.7;
12562569;TSPE-Private consumption-Durables-Quarterly-Current prices-M€;Value;Millions of euros;2019-12-31;3123.0;
12562569;TSPE-Private consumption-Durables-Quarterly-Current prices-M€;Value;Millions of euros;2019-09-30;3123.2;
12562569;TSPE-Private consumption-Durables-Quarterly-Current prices-M€;Value;Millions of euros;2019-06-30;3111.2;
12562569;TSPE-Private consumption-Durables-Quarterly-Current prices-M€;Value;Millions of euros;2019-03-31;3167.1;
12562569;TSPE-Private consumption-Durables-Quarterly-Current prices-M€;Value;Millions of euros;2018-12-31;3092.4;
12562569;TSPE-Private consumption-Durables-Quarterly-Current prices-M€;Value;Millions of euros;2018-09-30;3070.2;
