year_sh,earned_premium_million_irr,incurred_loss_million_irr,loss_ratio_pct,edition,earned_premium_usd_nominal,earned_premium_usd_real_2015,incurred_loss_usd_nominal,incurred_loss_usd_real_2015,currency_conversion_note
1388,41807829,31223457,74.68,annualreport20092010,4055.8623,3576.2091,3029.0509,2670.8301,"computed via IRN official/parallel FX rate + CPI, base year 2015; year = year_sh(1388)+622 (approx Gregorian fiscal-year-end, consistent with cbi_annual_review_series' own fiscal_year_western_end convention); FX_2010=10308.0, rebased CPI_2010=34.7266"
1385,23754638,17824124,75.03,annualreport2011,2524.9403,3185.5656,1894.571,2390.2665,"computed via IRN official/parallel FX rate + CPI, base year 2015; year = year_sh(1385)+622 (approx Gregorian fiscal-year-end, consistent with cbi_annual_review_series' own fiscal_year_western_end convention); FX_2007=9408.0, rebased CPI_2007=22.1508"
1386,29972473,22080363,73.67,annualreport2011,3278.188,3204.9943,2415.002,2361.081,"computed via IRN official/parallel FX rate + CPI, base year 2015; year = year_sh(1386)+622 (approx Gregorian fiscal-year-end, consistent with cbi_annual_review_series' own fiscal_year_western_end convention); FX_2008=9143.0, rebased CPI_2008=27.7794"
1387,33825409,25249666,74.65,annualreport2011,3416.708,3185.3257,2550.4713,2377.7513,"computed via IRN official/parallel FX rate + CPI, base year 2015; year = year_sh(1387)+622 (approx Gregorian fiscal-year-end, consistent with cbi_annual_review_series' own fiscal_year_western_end convention); FX_2009=9900.0, rebased CPI_2009=31.544"
1388,41774258,31245425,74.8,annualreport2011,4052.6055,3573.3374,3031.1821,2672.7093,"computed via IRN official/parallel FX rate + CPI, base year 2015; year = year_sh(1388)+622 (approx Gregorian fiscal-year-end, consistent with cbi_annual_review_series' own fiscal_year_western_end convention); FX_2010=10308.0, rebased CPI_2010=34.7266"
1389,52368591,41121050,78.52,annualreport2011,3668.9033,3546.9621,2880.9092,2785.1581,"computed via IRN official/parallel FX rate + CPI, base year 2015; year = year_sh(1389)+622 (approx Gregorian fiscal-year-end, consistent with cbi_annual_review_series' own fiscal_year_western_end convention); FX_2011=14273.636363636364, rebased CPI_2011=43.8573"
1386,29972473,22080363,73.67,annualreport2012,3278.188,3204.9943,2415.002,2361.081,"computed via IRN official/parallel FX rate + CPI, base year 2015; year = year_sh(1386)+622 (approx Gregorian fiscal-year-end, consistent with cbi_annual_review_series' own fiscal_year_western_end convention); FX_2008=9143.0, rebased CPI_2008=27.7794"
1387,33825409,25249666,74.65,annualreport2012,3416.708,3185.3257,2550.4713,2377.7513,"computed via IRN official/parallel FX rate + CPI, base year 2015; year = year_sh(1387)+622 (approx Gregorian fiscal-year-end, consistent with cbi_annual_review_series' own fiscal_year_western_end convention); FX_2009=9900.0, rebased CPI_2009=31.544"
1388,41774258,31245425,74.8,annualreport2012,4052.6055,3573.3374,3031.1821,2672.7093,"computed via IRN official/parallel FX rate + CPI, base year 2015; year = year_sh(1388)+622 (approx Gregorian fiscal-year-end, consistent with cbi_annual_review_series' own fiscal_year_western_end convention); FX_2010=10308.0, rebased CPI_2010=34.7266"
1389,52347521,41121660,78.56,annualreport2012,3667.4271,3545.535,2880.9519,2785.1994,"computed via IRN official/parallel FX rate + CPI, base year 2015; year = year_sh(1389)+622 (approx Gregorian fiscal-year-end, consistent with cbi_annual_review_series' own fiscal_year_western_end convention); FX_2011=14273.636363636364, rebased CPI_2011=43.8573"
1390,70669837,54122261,76.58,annualreport2012,3096.3648,3761.2997,2371.3407,2880.579,"computed via IRN official/parallel FX rate + CPI, base year 2015; year = year_sh(1390)+622 (approx Gregorian fiscal-year-end, consistent with cbi_annual_review_series' own fiscal_year_western_end convention); FX_2012=22823.485714285714, rebased CPI_2012=55.8115"
1387,33825409,25249666,74.6,annualreport_1391_2012-2013,3416.708,3185.3257,2550.4713,2377.7513,"computed via IRN official/parallel FX rate + CPI, base year 2015; year = year_sh(1387)+622 (approx Gregorian fiscal-year-end, consistent with cbi_annual_review_series' own fiscal_year_western_end convention); FX_2009=9900.0, rebased CPI_2009=31.544"
1388,41774258,31245425,74.8,annualreport_1391_2012-2013,4052.6055,3573.3374,3031.1821,2672.7093,"computed via IRN official/parallel FX rate + CPI, base year 2015; year = year_sh(1388)+622 (approx Gregorian fiscal-year-end, consistent with cbi_annual_review_series' own fiscal_year_western_end convention); FX_2010=10308.0, rebased CPI_2010=34.7266"
1389,52347521,41121660,78.6,annualreport_1391_2012-2013,3667.4271,3545.535,2880.9519,2785.1994,"computed via IRN official/parallel FX rate + CPI, base year 2015; year = year_sh(1389)+622 (approx Gregorian fiscal-year-end, consistent with cbi_annual_review_series' own fiscal_year_western_end convention); FX_2011=14273.636363636364, rebased CPI_2011=43.8573"
1390,70870334,54052089,76.3,annualreport_1391_2012-2013,3105.1494,3771.9709,2368.2662,2876.8441,"computed via IRN official/parallel FX rate + CPI, base year 2015; year = year_sh(1390)+622 (approx Gregorian fiscal-year-end, consistent with cbi_annual_review_series' own fiscal_year_western_end convention); FX_2012=22823.485714285714, rebased CPI_2012=55.8115"
1391,99876116,82823584,82.9,annualreport_1391_2012-2013,3019.7711,3891.3987,2504.1849,3226.9936,"computed via IRN official/parallel FX rate + CPI, base year 2015; year = year_sh(1391)+622 (approx Gregorian fiscal-year-end, consistent with cbi_annual_review_series' own fiscal_year_western_end convention); FX_2013=33074.068376068375, rebased CPI_2013=76.2401"
