year,date_if_more_precise,rial_per_usd_parallel,source_confidence,citation,notes
1980,1980-01,160.0,directly_observed,"Bahmani-Oskooee, Mohsen (2005), ""History of the Rial and Foreign Exchange Policy in Iran,"" Iranian Economic Review, Vol. 10, No. 14 (Fall 2005), Table 4, p.16-19. https://ier.ut.ac.ir/article_30891.html (PDF: https://ier.ut.ac.ir/article_30891_cc9816769f0293f06d92344e31426eea.pdf)","End-of-month black-market/free-market rate, January 1980. Underlying primary source per paper's own citation: World Currency Yearbook (Pick's Currency Yearbook), as compiled in Bahmani-Oskooee (2005) Table 4. Value visually verified against a 300dpi render of the source PDF page (tesseract OCR cross-check matched exactly, zero discrepancies)."
1980,1980-02,184.0,directly_observed,"Bahmani-Oskooee, Mohsen (2005), ""History of the Rial and Foreign Exchange Policy in Iran,"" Iranian Economic Review, Vol. 10, No. 14 (Fall 2005), Table 4, p.16-19. https://ier.ut.ac.ir/article_30891.html (PDF: https://ier.ut.ac.ir/article_30891_cc9816769f0293f06d92344e31426eea.pdf)","End-of-month black-market/free-market rate, February 1980. Underlying primary source per paper's own citation: World Currency Yearbook (Pick's Currency Yearbook), as compiled in Bahmani-Oskooee (2005) Table 4. Value visually verified against a 300dpi render of the source PDF page (tesseract OCR cross-check matched exactly, zero discrepancies)."
1980,1980-03,179.0,directly_observed,"Bahmani-Oskooee, Mohsen (2005), ""History of the Rial and Foreign Exchange Policy in Iran,"" Iranian Economic Review, Vol. 10, No. 14 (Fall 2005), Table 4, p.16-19. https://ier.ut.ac.ir/article_30891.html (PDF: https://ier.ut.ac.ir/article_30891_cc9816769f0293f06d92344e31426eea.pdf)","End-of-month black-market/free-market rate, March 1980. Underlying primary source per paper's own citation: World Currency Yearbook (Pick's Currency Yearbook), as compiled in Bahmani-Oskooee (2005) Table 4. Value visually verified against a 300dpi render of the source PDF page (tesseract OCR cross-check matched exactly, zero discrepancies)."
1980,1980-04,140.0,directly_observed,"Bahmani-Oskooee, Mohsen (2005), ""History of the Rial and Foreign Exchange Policy in Iran,"" Iranian Economic Review, Vol. 10, No. 14 (Fall 2005), Table 4, p.16-19. https://ier.ut.ac.ir/article_30891.html (PDF: https://ier.ut.ac.ir/article_30891_cc9816769f0293f06d92344e31426eea.pdf)","End-of-month black-market/free-market rate, April 1980. Underlying primary source per paper's own citation: World Currency Yearbook (Pick's Currency Yearbook), as compiled in Bahmani-Oskooee (2005) Table 4. Value visually verified against a 300dpi render of the source PDF page (tesseract OCR cross-check matched exactly, zero discrepancies)."
1980,1980-05,135.0,directly_observed,"Bahmani-Oskooee, Mohsen (2005), ""History of the Rial and Foreign Exchange Policy in Iran,"" Iranian Economic Review, Vol. 10, No. 14 (Fall 2005), Table 4, p.16-19. https://ier.ut.ac.ir/article_30891.html (PDF: https://ier.ut.ac.ir/article_30891_cc9816769f0293f06d92344e31426eea.pdf)","End-of-month black-market/free-market rate, May 1980. Underlying primary source per paper's own citation: World Currency Yearbook (Pick's Currency Yearbook), as compiled in Bahmani-Oskooee (2005) Table 4. Value visually verified against a 300dpi render of the source PDF page (tesseract OCR cross-check matched exactly, zero discrepancies)."
1980,1980-06,217.0,directly_observed,"Bahmani-Oskooee, Mohsen (2005), ""History of the Rial and Foreign Exchange Policy in Iran,"" Iranian Economic Review, Vol. 10, No. 14 (Fall 2005), Table 4, p.16-19. https://ier.ut.ac.ir/article_30891.html (PDF: https://ier.ut.ac.ir/article_30891_cc9816769f0293f06d92344e31426eea.pdf)","End-of-month black-market/free-market rate, June 1980. Underlying primary source per paper's own citation: World Currency Yearbook (Pick's Currency Yearbook), as compiled in Bahmani-Oskooee (2005) Table 4. Value visually verified against a 300dpi render of the source PDF page (tesseract OCR cross-check matched exactly, zero discrepancies)."
1980,1980-07,213.0,directly_observed,"Bahmani-Oskooee, Mohsen (2005), ""History of the Rial and Foreign Exchange Policy in Iran,"" Iranian Economic Review, Vol. 10, No. 14 (Fall 2005), Table 4, p.16-19. https://ier.ut.ac.ir/article_30891.html (PDF: https://ier.ut.ac.ir/article_30891_cc9816769f0293f06d92344e31426eea.pdf)","End-of-month black-market/free-market rate, July 1980. Underlying primary source per paper's own citation: World Currency Yearbook (Pick's Currency Yearbook), as compiled in Bahmani-Oskooee (2005) Table 4. Value visually verified against a 300dpi render of the source PDF page (tesseract OCR cross-check matched exactly, zero discrepancies)."
1980,1980-08,220.0,directly_observed,"Bahmani-Oskooee, Mohsen (2005), ""History of the Rial and Foreign Exchange Policy in Iran,"" Iranian Economic Review, Vol. 10, No. 14 (Fall 2005), Table 4, p.16-19. https://ier.ut.ac.ir/article_30891.html (PDF: https://ier.ut.ac.ir/article_30891_cc9816769f0293f06d92344e31426eea.pdf)","End-of-month black-market/free-market rate, August 1980. Underlying primary source per paper's own citation: World Currency Yearbook (Pick's Currency Yearbook), as compiled in Bahmani-Oskooee (2005) Table 4. Value visually verified against a 300dpi render of the source PDF page (tesseract OCR cross-check matched exactly, zero discrepancies)."
1980,1980-09,250.0,directly_observed,"Bahmani-Oskooee, Mohsen (2005), ""History of the Rial and Foreign Exchange Policy in Iran,"" Iranian Economic Review, Vol. 10, No. 14 (Fall 2005), Table 4, p.16-19. https://ier.ut.ac.ir/article_30891.html (PDF: https://ier.ut.ac.ir/article_30891_cc9816769f0293f06d92344e31426eea.pdf)","End-of-month black-market/free-market rate, September 1980. Underlying primary source per paper's own citation: World Currency Yearbook (Pick's Currency Yearbook), as compiled in Bahmani-Oskooee (2005) Table 4. Value visually verified against a 300dpi render of the source PDF page (tesseract OCR cross-check matched exactly, zero discrepancies)."
1980,1980-10,255.0,directly_observed,"Bahmani-Oskooee, Mohsen (2005), ""History of the Rial and Foreign Exchange Policy in Iran,"" Iranian Economic Review, Vol. 10, No. 14 (Fall 2005), Table 4, p.16-19. https://ier.ut.ac.ir/article_30891.html (PDF: https://ier.ut.ac.ir/article_30891_cc9816769f0293f06d92344e31426eea.pdf)","End-of-month black-market/free-market rate, October 1980. Underlying primary source per paper's own citation: World Currency Yearbook (Pick's Currency Yearbook), as compiled in Bahmani-Oskooee (2005) Table 4. Value visually verified against a 300dpi render of the source PDF page (tesseract OCR cross-check matched exactly, zero discrepancies)."
1980,1980-11,265.0,directly_observed,"Bahmani-Oskooee, Mohsen (2005), ""History of the Rial and Foreign Exchange Policy in Iran,"" Iranian Economic Review, Vol. 10, No. 14 (Fall 2005), Table 4, p.16-19. https://ier.ut.ac.ir/article_30891.html (PDF: https://ier.ut.ac.ir/article_30891_cc9816769f0293f06d92344e31426eea.pdf)","End-of-month black-market/free-market rate, November 1980. Underlying primary source per paper's own citation: World Currency Yearbook (Pick's Currency Yearbook), as compiled in Bahmani-Oskooee (2005) Table 4. Value visually verified against a 300dpi render of the source PDF page (tesseract OCR cross-check matched exactly, zero discrepancies)."
1980,1980-12,191.0,directly_observed,"Bahmani-Oskooee, Mohsen (2005), ""History of the Rial and Foreign Exchange Policy in Iran,"" Iranian Economic Review, Vol. 10, No. 14 (Fall 2005), Table 4, p.16-19. https://ier.ut.ac.ir/article_30891.html (PDF: https://ier.ut.ac.ir/article_30891_cc9816769f0293f06d92344e31426eea.pdf)","End-of-month black-market/free-market rate, December 1980. Underlying primary source per paper's own citation: World Currency Yearbook (Pick's Currency Yearbook), as compiled in Bahmani-Oskooee (2005) Table 4. Value visually verified against a 300dpi render of the source PDF page (tesseract OCR cross-check matched exactly, zero discrepancies)."
1981,1981-01,215.0,directly_observed,"Bahmani-Oskooee, Mohsen (2005), ""History of the Rial and Foreign Exchange Policy in Iran,"" Iranian Economic Review, Vol. 10, No. 14 (Fall 2005), Table 4, p.16-19. https://ier.ut.ac.ir/article_30891.html (PDF: https://ier.ut.ac.ir/article_30891_cc9816769f0293f06d92344e31426eea.pdf)","End-of-month black-market/free-market rate, January 1981. Underlying primary source per paper's own citation: World Currency Yearbook (Pick's Currency Yearbook), as compiled in Bahmani-Oskooee (2005) Table 4. Value visually verified against a 300dpi render of the source PDF page (tesseract OCR cross-check matched exactly, zero discrepancies)."
1981,1981-02,230.0,directly_observed,"Bahmani-Oskooee, Mohsen (2005), ""History of the Rial and Foreign Exchange Policy in Iran,"" Iranian Economic Review, Vol. 10, No. 14 (Fall 2005), Table 4, p.16-19. https://ier.ut.ac.ir/article_30891.html (PDF: https://ier.ut.ac.ir/article_30891_cc9816769f0293f06d92344e31426eea.pdf)","End-of-month black-market/free-market rate, February 1981. Underlying primary source per paper's own citation: World Currency Yearbook (Pick's Currency Yearbook), as compiled in Bahmani-Oskooee (2005) Table 4. Value visually verified against a 300dpi render of the source PDF page (tesseract OCR cross-check matched exactly, zero discrepancies)."
1981,1981-03,225.0,directly_observed,"Bahmani-Oskooee, Mohsen (2005), ""History of the Rial and Foreign Exchange Policy in Iran,"" Iranian Economic Review, Vol. 10, No. 14 (Fall 2005), Table 4, p.16-19. https://ier.ut.ac.ir/article_30891.html (PDF: https://ier.ut.ac.ir/article_30891_cc9816769f0293f06d92344e31426eea.pdf)","End-of-month black-market/free-market rate, March 1981. Underlying primary source per paper's own citation: World Currency Yearbook (Pick's Currency Yearbook), as compiled in Bahmani-Oskooee (2005) Table 4. Value visually verified against a 300dpi render of the source PDF page (tesseract OCR cross-check matched exactly, zero discrepancies)."
1981,1981-04,220.0,directly_observed,"Bahmani-Oskooee, Mohsen (2005), ""History of the Rial and Foreign Exchange Policy in Iran,"" Iranian Economic Review, Vol. 10, No. 14 (Fall 2005), Table 4, p.16-19. https://ier.ut.ac.ir/article_30891.html (PDF: https://ier.ut.ac.ir/article_30891_cc9816769f0293f06d92344e31426eea.pdf)","End-of-month black-market/free-market rate, April 1981. Underlying primary source per paper's own citation: World Currency Yearbook (Pick's Currency Yearbook), as compiled in Bahmani-Oskooee (2005) Table 4. Value visually verified against a 300dpi render of the source PDF page (tesseract OCR cross-check matched exactly, zero discrepancies)."
1981,1981-05,245.0,directly_observed,"Bahmani-Oskooee, Mohsen (2005), ""History of the Rial and Foreign Exchange Policy in Iran,"" Iranian Economic Review, Vol. 10, No. 14 (Fall 2005), Table 4, p.16-19. https://ier.ut.ac.ir/article_30891.html (PDF: https://ier.ut.ac.ir/article_30891_cc9816769f0293f06d92344e31426eea.pdf)","End-of-month black-market/free-market rate, May 1981. Underlying primary source per paper's own citation: World Currency Yearbook (Pick's Currency Yearbook), as compiled in Bahmani-Oskooee (2005) Table 4. Value visually verified against a 300dpi render of the source PDF page (tesseract OCR cross-check matched exactly, zero discrepancies)."
1981,1981-06,300.0,directly_observed,"Bahmani-Oskooee, Mohsen (2005), ""History of the Rial and Foreign Exchange Policy in Iran,"" Iranian Economic Review, Vol. 10, No. 14 (Fall 2005), Table 4, p.16-19. https://ier.ut.ac.ir/article_30891.html (PDF: https://ier.ut.ac.ir/article_30891_cc9816769f0293f06d92344e31426eea.pdf)","End-of-month black-market/free-market rate, June 1981. Underlying primary source per paper's own citation: World Currency Yearbook (Pick's Currency Yearbook), as compiled in Bahmani-Oskooee (2005) Table 4. Value visually verified against a 300dpi render of the source PDF page (tesseract OCR cross-check matched exactly, zero discrepancies)."
1981,1981-07,300.0,directly_observed,"Bahmani-Oskooee, Mohsen (2005), ""History of the Rial and Foreign Exchange Policy in Iran,"" Iranian Economic Review, Vol. 10, No. 14 (Fall 2005), Table 4, p.16-19. https://ier.ut.ac.ir/article_30891.html (PDF: https://ier.ut.ac.ir/article_30891_cc9816769f0293f06d92344e31426eea.pdf)","End-of-month black-market/free-market rate, July 1981. Underlying primary source per paper's own citation: World Currency Yearbook (Pick's Currency Yearbook), as compiled in Bahmani-Oskooee (2005) Table 4. Value visually verified against a 300dpi render of the source PDF page (tesseract OCR cross-check matched exactly, zero discrepancies)."
1981,1981-08,350.0,directly_observed,"Bahmani-Oskooee, Mohsen (2005), ""History of the Rial and Foreign Exchange Policy in Iran,"" Iranian Economic Review, Vol. 10, No. 14 (Fall 2005), Table 4, p.16-19. https://ier.ut.ac.ir/article_30891.html (PDF: https://ier.ut.ac.ir/article_30891_cc9816769f0293f06d92344e31426eea.pdf)","End-of-month black-market/free-market rate, August 1981. Underlying primary source per paper's own citation: World Currency Yearbook (Pick's Currency Yearbook), as compiled in Bahmani-Oskooee (2005) Table 4. Value visually verified against a 300dpi render of the source PDF page (tesseract OCR cross-check matched exactly, zero discrepancies)."
1981,1981-09,350.0,directly_observed,"Bahmani-Oskooee, Mohsen (2005), ""History of the Rial and Foreign Exchange Policy in Iran,"" Iranian Economic Review, Vol. 10, No. 14 (Fall 2005), Table 4, p.16-19. https://ier.ut.ac.ir/article_30891.html (PDF: https://ier.ut.ac.ir/article_30891_cc9816769f0293f06d92344e31426eea.pdf)","End-of-month black-market/free-market rate, September 1981. Underlying primary source per paper's own citation: World Currency Yearbook (Pick's Currency Yearbook), as compiled in Bahmani-Oskooee (2005) Table 4. Value visually verified against a 300dpi render of the source PDF page (tesseract OCR cross-check matched exactly, zero discrepancies)."
1981,1981-10,400.0,directly_observed,"Bahmani-Oskooee, Mohsen (2005), ""History of the Rial and Foreign Exchange Policy in Iran,"" Iranian Economic Review, Vol. 10, No. 14 (Fall 2005), Table 4, p.16-19. https://ier.ut.ac.ir/article_30891.html (PDF: https://ier.ut.ac.ir/article_30891_cc9816769f0293f06d92344e31426eea.pdf)","End-of-month black-market/free-market rate, October 1981. Underlying primary source per paper's own citation: World Currency Yearbook (Pick's Currency Yearbook), as compiled in Bahmani-Oskooee (2005) Table 4. Value visually verified against a 300dpi render of the source PDF page (tesseract OCR cross-check matched exactly, zero discrepancies)."
1981,1981-11,400.0,directly_observed,"Bahmani-Oskooee, Mohsen (2005), ""History of the Rial and Foreign Exchange Policy in Iran,"" Iranian Economic Review, Vol. 10, No. 14 (Fall 2005), Table 4, p.16-19. https://ier.ut.ac.ir/article_30891.html (PDF: https://ier.ut.ac.ir/article_30891_cc9816769f0293f06d92344e31426eea.pdf)","End-of-month black-market/free-market rate, November 1981. Underlying primary source per paper's own citation: World Currency Yearbook (Pick's Currency Yearbook), as compiled in Bahmani-Oskooee (2005) Table 4. Value visually verified against a 300dpi render of the source PDF page (tesseract OCR cross-check matched exactly, zero discrepancies)."
1981,1981-12,400.0,directly_observed,"Bahmani-Oskooee, Mohsen (2005), ""History of the Rial and Foreign Exchange Policy in Iran,"" Iranian Economic Review, Vol. 10, No. 14 (Fall 2005), Table 4, p.16-19. https://ier.ut.ac.ir/article_30891.html (PDF: https://ier.ut.ac.ir/article_30891_cc9816769f0293f06d92344e31426eea.pdf)","End-of-month black-market/free-market rate, December 1981. Underlying primary source per paper's own citation: World Currency Yearbook (Pick's Currency Yearbook), as compiled in Bahmani-Oskooee (2005) Table 4. Value visually verified against a 300dpi render of the source PDF page (tesseract OCR cross-check matched exactly, zero discrepancies)."
1982,1982-01,450.0,directly_observed,"Bahmani-Oskooee, Mohsen (2005), ""History of the Rial and Foreign Exchange Policy in Iran,"" Iranian Economic Review, Vol. 10, No. 14 (Fall 2005), Table 4, p.16-19. https://ier.ut.ac.ir/article_30891.html (PDF: https://ier.ut.ac.ir/article_30891_cc9816769f0293f06d92344e31426eea.pdf)","End-of-month black-market/free-market rate, January 1982. Underlying primary source per paper's own citation: World Currency Yearbook (Pick's Currency Yearbook), as compiled in Bahmani-Oskooee (2005) Table 4. Value visually verified against a 300dpi render of the source PDF page (tesseract OCR cross-check matched exactly, zero discrepancies)."
1982,1982-02,450.0,directly_observed,"Bahmani-Oskooee, Mohsen (2005), ""History of the Rial and Foreign Exchange Policy in Iran,"" Iranian Economic Review, Vol. 10, No. 14 (Fall 2005), Table 4, p.16-19. https://ier.ut.ac.ir/article_30891.html (PDF: https://ier.ut.ac.ir/article_30891_cc9816769f0293f06d92344e31426eea.pdf)","End-of-month black-market/free-market rate, February 1982. Underlying primary source per paper's own citation: World Currency Yearbook (Pick's Currency Yearbook), as compiled in Bahmani-Oskooee (2005) Table 4. Value visually verified against a 300dpi render of the source PDF page (tesseract OCR cross-check matched exactly, zero discrepancies)."
1982,1982-03,475.0,directly_observed,"Bahmani-Oskooee, Mohsen (2005), ""History of the Rial and Foreign Exchange Policy in Iran,"" Iranian Economic Review, Vol. 10, No. 14 (Fall 2005), Table 4, p.16-19. https://ier.ut.ac.ir/article_30891.html (PDF: https://ier.ut.ac.ir/article_30891_cc9816769f0293f06d92344e31426eea.pdf)","End-of-month black-market/free-market rate, March 1982. Underlying primary source per paper's own citation: World Currency Yearbook (Pick's Currency Yearbook), as compiled in Bahmani-Oskooee (2005) Table 4. Value visually verified against a 300dpi render of the source PDF page (tesseract OCR cross-check matched exactly, zero discrepancies)."
1982,1982-04,500.0,directly_observed,"Bahmani-Oskooee, Mohsen (2005), ""History of the Rial and Foreign Exchange Policy in Iran,"" Iranian Economic Review, Vol. 10, No. 14 (Fall 2005), Table 4, p.16-19. https://ier.ut.ac.ir/article_30891.html (PDF: https://ier.ut.ac.ir/article_30891_cc9816769f0293f06d92344e31426eea.pdf)","End-of-month black-market/free-market rate, April 1982. Underlying primary source per paper's own citation: World Currency Yearbook (Pick's Currency Yearbook), as compiled in Bahmani-Oskooee (2005) Table 4. Value visually verified against a 300dpi render of the source PDF page (tesseract OCR cross-check matched exactly, zero discrepancies)."
1982,1982-05,500.0,directly_observed,"Bahmani-Oskooee, Mohsen (2005), ""History of the Rial and Foreign Exchange Policy in Iran,"" Iranian Economic Review, Vol. 10, No. 14 (Fall 2005), Table 4, p.16-19. https://ier.ut.ac.ir/article_30891.html (PDF: https://ier.ut.ac.ir/article_30891_cc9816769f0293f06d92344e31426eea.pdf)","End-of-month black-market/free-market rate, May 1982. Underlying primary source per paper's own citation: World Currency Yearbook (Pick's Currency Yearbook), as compiled in Bahmani-Oskooee (2005) Table 4. Value visually verified against a 300dpi render of the source PDF page (tesseract OCR cross-check matched exactly, zero discrepancies)."
1982,1982-06,500.0,directly_observed,"Bahmani-Oskooee, Mohsen (2005), ""History of the Rial and Foreign Exchange Policy in Iran,"" Iranian Economic Review, Vol. 10, No. 14 (Fall 2005), Table 4, p.16-19. https://ier.ut.ac.ir/article_30891.html (PDF: https://ier.ut.ac.ir/article_30891_cc9816769f0293f06d92344e31426eea.pdf)","End-of-month black-market/free-market rate, June 1982. Underlying primary source per paper's own citation: World Currency Yearbook (Pick's Currency Yearbook), as compiled in Bahmani-Oskooee (2005) Table 4. Value visually verified against a 300dpi render of the source PDF page (tesseract OCR cross-check matched exactly, zero discrepancies)."
1982,1982-07,500.0,directly_observed,"Bahmani-Oskooee, Mohsen (2005), ""History of the Rial and Foreign Exchange Policy in Iran,"" Iranian Economic Review, Vol. 10, No. 14 (Fall 2005), Table 4, p.16-19. https://ier.ut.ac.ir/article_30891.html (PDF: https://ier.ut.ac.ir/article_30891_cc9816769f0293f06d92344e31426eea.pdf)","End-of-month black-market/free-market rate, July 1982. Underlying primary source per paper's own citation: World Currency Yearbook (Pick's Currency Yearbook), as compiled in Bahmani-Oskooee (2005) Table 4. Value visually verified against a 300dpi render of the source PDF page (tesseract OCR cross-check matched exactly, zero discrepancies)."
1982,1982-08,400.0,directly_observed,"Bahmani-Oskooee, Mohsen (2005), ""History of the Rial and Foreign Exchange Policy in Iran,"" Iranian Economic Review, Vol. 10, No. 14 (Fall 2005), Table 4, p.16-19. https://ier.ut.ac.ir/article_30891.html (PDF: https://ier.ut.ac.ir/article_30891_cc9816769f0293f06d92344e31426eea.pdf)","End-of-month black-market/free-market rate, August 1982. Underlying primary source per paper's own citation: World Currency Yearbook (Pick's Currency Yearbook), as compiled in Bahmani-Oskooee (2005) Table 4. Value visually verified against a 300dpi render of the source PDF page (tesseract OCR cross-check matched exactly, zero discrepancies)."
1982,1982-09,400.0,directly_observed,"Bahmani-Oskooee, Mohsen (2005), ""History of the Rial and Foreign Exchange Policy in Iran,"" Iranian Economic Review, Vol. 10, No. 14 (Fall 2005), Table 4, p.16-19. https://ier.ut.ac.ir/article_30891.html (PDF: https://ier.ut.ac.ir/article_30891_cc9816769f0293f06d92344e31426eea.pdf)","End-of-month black-market/free-market rate, September 1982. Underlying primary source per paper's own citation: World Currency Yearbook (Pick's Currency Yearbook), as compiled in Bahmani-Oskooee (2005) Table 4. Value visually verified against a 300dpi render of the source PDF page (tesseract OCR cross-check matched exactly, zero discrepancies)."
