fiscal_year_label,year,category,subcategory,value,unit,notes,country_iso3,source_dataset
1957/58,1958,Tea,Share of Total Imports,6.2,percent,,IRN,wb1960-table17-imports-by-commodities
1958/59,1959,Tea,Import Value,15.6,US dollar millions,,IRN,wb1960-table17-imports-by-commodities
1958/59,1959,Tea,Share of Total Imports,3.5,percent,,IRN,wb1960-table17-imports-by-commodities
1956/57,1957,Edible oils and fats,Import Value,8.1,US dollar millions,,IRN,wb1960-table17-imports-by-commodities
1956/57,1957,Edible oils and fats,Share of Total Imports,3.0,percent,,IRN,wb1960-table17-imports-by-commodities
1957/58,1958,Edible oils and fats,Import Value,5.4,US dollar millions,,IRN,wb1960-table17-imports-by-commodities
1957/58,1958,Edible oils and fats,Share of Total Imports,1.5,percent,,IRN,wb1960-table17-imports-by-commodities
1958/59,1959,Edible oils and fats,Import Value,4.4,US dollar millions,,IRN,wb1960-table17-imports-by-commodities
1958/59,1959,Edible oils and fats,Share of Total Imports,1.0,percent,,IRN,wb1960-table17-imports-by-commodities
1956/57,1957,Paper products,Import Value,7.4,US dollar millions,,IRN,wb1960-table17-imports-by-commodities
1956/57,1957,Paper products,Share of Total Imports,2.7,percent,,IRN,wb1960-table17-imports-by-commodities
1957/58,1958,Paper products,Import Value,5.6,US dollar millions,,IRN,wb1960-table17-imports-by-commodities
1957/58,1958,Paper products,Share of Total Imports,1.6,percent,,IRN,wb1960-table17-imports-by-commodities
1958/59,1959,Paper products,Import Value,9.3,US dollar millions,,IRN,wb1960-table17-imports-by-commodities
1958/59,1959,Paper products,Share of Total Imports,2.1,percent,,IRN,wb1960-table17-imports-by-commodities
1956/57,1957,Automotive and spare parts,Import Value,36.3,US dollar millions,,IRN,wb1960-table17-imports-by-commodities
1956/57,1957,Automotive and spare parts,Share of Total Imports,13.4,percent,,IRN,wb1960-table17-imports-by-commodities
1957/58,1958,Automotive and spare parts,Import Value,32.4,US dollar millions,,IRN,wb1960-table17-imports-by-commodities
1957/58,1958,Automotive and spare parts,Share of Total Imports,9.2,percent,,IRN,wb1960-table17-imports-by-commodities
1958/59,1959,Automotive and spare parts,Import Value,46.7,US dollar millions,,IRN,wb1960-table17-imports-by-commodities
1958/59,1959,Automotive and spare parts,Share of Total Imports,10.6,percent,,IRN,wb1960-table17-imports-by-commodities
1956/57,1957,Dyes,Import Value,3.0,US dollar millions,,IRN,wb1960-table17-imports-by-commodities
1956/57,1957,Dyes,Share of Total Imports,1.1,percent,,IRN,wb1960-table17-imports-by-commodities
1957/58,1958,Dyes,Import Value,4.2,US dollar millions,,IRN,wb1960-table17-imports-by-commodities
1957/58,1958,Dyes,Share of Total Imports,1.2,percent,,IRN,wb1960-table17-imports-by-commodities
1958/59,1959,Dyes,Import Value,5.4,US dollar millions,,IRN,wb1960-table17-imports-by-commodities
1958/59,1959,Dyes,Share of Total Imports,1.2,percent,,IRN,wb1960-table17-imports-by-commodities
1956/57,1957,Glassware,Import Value,2.4,US dollar millions,,IRN,wb1960-table17-imports-by-commodities
1956/57,1957,Glassware,Share of Total Imports,0.9,percent,,IRN,wb1960-table17-imports-by-commodities
1957/58,1958,Glassware,Import Value,7.1,US dollar millions,,IRN,wb1960-table17-imports-by-commodities
1957/58,1958,Glassware,Share of Total Imports,2.0,percent,,IRN,wb1960-table17-imports-by-commodities
1958/59,1959,Glassware,Import Value,3.1,US dollar millions,,IRN,wb1960-table17-imports-by-commodities
1958/59,1959,Glassware,Share of Total Imports,0.7,percent,,IRN,wb1960-table17-imports-by-commodities
1956/57,1957,Leather goods,Import Value,1.1,US dollar millions,,IRN,wb1960-table17-imports-by-commodities
1956/57,1957,Leather goods,Share of Total Imports,0.4,percent,,IRN,wb1960-table17-imports-by-commodities
1957/58,1958,Leather goods,Import Value,1.4,US dollar millions,,IRN,wb1960-table17-imports-by-commodities
1957/58,1958,Leather goods,Share of Total Imports,0.4,percent,,IRN,wb1960-table17-imports-by-commodities
1958/59,1959,Leather goods,Import Value,0.3,US dollar millions,,IRN,wb1960-table17-imports-by-commodities
1958/59,1959,Leather goods,Share of Total Imports,0.1,percent,,IRN,wb1960-table17-imports-by-commodities
1956/57,1957,Lubricants,Import Value,1.8,US dollar millions,,IRN,wb1960-table17-imports-by-commodities
1956/57,1957,Lubricants,Share of Total Imports,0.7,percent,,IRN,wb1960-table17-imports-by-commodities
1957/58,1958,Lubricants,Import Value,2.2,US dollar millions,,IRN,wb1960-table17-imports-by-commodities
1957/58,1958,Lubricants,Share of Total Imports,0.6,percent,,IRN,wb1960-table17-imports-by-commodities
1958/59,1959,Lubricants,Import Value,0.4,US dollar millions,,IRN,wb1960-table17-imports-by-commodities
1958/59,1959,Lubricants,Share of Total Imports,0.1,percent,,IRN,wb1960-table17-imports-by-commodities
1956/57,1957,"Hats, umbrellas and shoes",Import Value,1.7,US dollar millions,,IRN,wb1960-table17-imports-by-commodities
1956/57,1957,"Hats, umbrellas and shoes",Share of Total Imports,0.7,percent,,IRN,wb1960-table17-imports-by-commodities
1957/58,1958,"Hats, umbrellas and shoes",Import Value,1.5,US dollar millions,,IRN,wb1960-table17-imports-by-commodities
1957/58,1958,"Hats, umbrellas and shoes",Share of Total Imports,0.4,percent,,IRN,wb1960-table17-imports-by-commodities
1958/59,1959,"Hats, umbrellas and shoes",Import Value,3.7,US dollar millions,,IRN,wb1960-table17-imports-by-commodities
1958/59,1959,"Hats, umbrellas and shoes",Share of Total Imports,0.8,percent,,IRN,wb1960-table17-imports-by-commodities
1956/57,1957,Radios,Import Value,2.5,US dollar millions,,IRN,wb1960-table17-imports-by-commodities
1956/57,1957,Radios,Share of Total Imports,0.9,percent,,IRN,wb1960-table17-imports-by-commodities
1957/58,1958,Radios,Import Value,3.3,US dollar millions,,IRN,wb1960-table17-imports-by-commodities
1957/58,1958,Radios,Share of Total Imports,0.9,percent,,IRN,wb1960-table17-imports-by-commodities
1958/59,1959,Radios,Import Value,6.3,US dollar millions,,IRN,wb1960-table17-imports-by-commodities
1958/59,1959,Radios,Share of Total Imports,1.4,percent,,IRN,wb1960-table17-imports-by-commodities
1956/57,1957,Other,Import Value,58.2,US dollar millions,,IRN,wb1960-table17-imports-by-commodities
1956/57,1957,Other,Share of Total Imports,21.5,percent,,IRN,wb1960-table17-imports-by-commodities
1957/58,1958,Other,Import Value,101.1,US dollar millions,,IRN,wb1960-table17-imports-by-commodities
1957/58,1958,Other,Share of Total Imports,28.9,percent,,IRN,wb1960-table17-imports-by-commodities
1958/59,1959,Other,Import Value,147.3,US dollar millions,,IRN,wb1960-table17-imports-by-commodities
1958/59,1959,Other,Share of Total Imports,33.7,percent,,IRN,wb1960-table17-imports-by-commodities
1956/57,1957,Total,Import Value,270.7,US dollar millions,,IRN,wb1960-table17-imports-by-commodities
1956/57,1957,Total,Share of Total Imports,100.0,percent,,IRN,wb1960-table17-imports-by-commodities
1957/58,1958,Total,Import Value,351.3,US dollar millions,,IRN,wb1960-table17-imports-by-commodities
1957/58,1958,Total,Share of Total Imports,100.0,percent,,IRN,wb1960-table17-imports-by-commodities
1958/59,1959,Total,Import Value,441.4,US dollar millions,,IRN,wb1960-table17-imports-by-commodities
1958/59,1959,Total,Share of Total Imports,100.0,percent,,IRN,wb1960-table17-imports-by-commodities
