fiscal_year_label,year,category,subcategory,value,unit,notes,country_iso3,source_dataset
1955,1955,Other grains,Production,60,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1956,1956,Other grains,Production,60,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1957,1957,Other grains,Production,61,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1958,1958,Other grains,Production,62,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1950,1950,Pulses,Production,130,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1951,1951,Pulses,Production,126,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1952,1952,Pulses,Production,130,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1953,1953,Pulses,Production,132,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1954,1954,Pulses,Production,135,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1955,1955,Pulses,Production,135,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1956,1956,Pulses,Production,135,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1957,1957,Pulses,Production,136,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1958,1958,Pulses,Production,140,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1950,1950,Vegetables & melons,Production,800,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1951,1951,Vegetables & melons,Production,790,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1952,1952,Vegetables & melons,Production,795,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1953,1953,Vegetables & melons,Production,800,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1954,1954,Vegetables & melons,Production,800,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1955,1955,Vegetables & melons,Production,900,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1956,1956,Vegetables & melons,Production,900,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1957,1957,Vegetables & melons,Production,910,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1958,1958,Vegetables & melons,Production,920,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1950,1950,Fresh fruits (non-citrus) & berries,Production,800,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1951,1951,Fresh fruits (non-citrus) & berries,Production,810,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1952,1952,Fresh fruits (non-citrus) & berries,Production,800,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1953,1953,Fresh fruits (non-citrus) & berries,Production,795,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1954,1954,Fresh fruits (non-citrus) & berries,Production,810,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1955,1955,Fresh fruits (non-citrus) & berries,Production,800,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1956,1956,Fresh fruits (non-citrus) & berries,Production,800,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1957,1957,Fresh fruits (non-citrus) & berries,Production,850,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1958,1958,Fresh fruits (non-citrus) & berries,Production,1000,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1950,1950,Raisins,Production,45,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1951,1951,Raisins,Production,49,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1952,1952,Raisins,Production,45,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1953,1953,Raisins,Production,48,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1954,1954,Raisins,Production,50,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1955,1955,Raisins,Production,60,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1956,1956,Raisins,Production,62,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1957,1957,Raisins,Production,63,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1958,1958,Raisins,Production,63,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1950,1950,Dates,Production,138,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1951,1951,Dates,Production,124,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1952,1952,Dates,Production,139,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1953,1953,Dates,Production,125,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1954,1954,Dates,Production,140,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1955,1955,Dates,Production,100,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1956,1956,Dates,Production,130,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1957,1957,Dates,Production,105,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1958,1958,Dates,Production,125,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1950,1950,Dried Apricots,Production,6,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1951,1951,Dried Apricots,Production,8,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1952,1952,Dried Apricots,Production,7,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1953,1953,Dried Apricots,Production,8,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1954,1954,Dried Apricots,Production,9,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1955,1955,Dried Apricots,Production,6,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1956,1956,Dried Apricots,Production,8,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1957,1957,Dried Apricots,Production,10,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1958,1958,Dried Apricots,Production,12,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1950,1950,Other Dried Fruits,Production,45,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1951,1951,Other Dried Fruits,Production,49,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1952,1952,Other Dried Fruits,Production,45,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1953,1953,Other Dried Fruits,Production,48,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1954,1954,Other Dried Fruits,Production,48,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1955,1955,Other Dried Fruits,Production,48,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1956,1956,Other Dried Fruits,Production,49,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1957,1957,Other Dried Fruits,Production,49,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1958,1958,Other Dried Fruits,Production,50,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1950,1950,Almonds (shelled),Production,6,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1951,1951,Almonds (shelled),Production,7,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1952,1952,Almonds (shelled),Production,7,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1953,1953,Almonds (shelled),Production,6,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1954,1954,Almonds (shelled),Production,8,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1955,1955,Almonds (shelled),Production,4,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1956,1956,Almonds (shelled),Production,4,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1957,1957,Almonds (shelled),Production,7,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1958,1958,Almonds (shelled),Production,8,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1950,1950,Pistachios (unshelled),Production,3,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1951,1951,Pistachios (unshelled),Production,3,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1952,1952,Pistachios (unshelled),Production,3,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1953,1953,Pistachios (unshelled),Production,2,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1954,1954,Pistachios (unshelled),Production,10,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1955,1955,Pistachios (unshelled),Production,1,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1956,1956,Pistachios (unshelled),Production,2,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1957,1957,Pistachios (unshelled),Production,7,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1958,1958,Pistachios (unshelled),Production,4,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1950,1950,Walnuts (shelled),Production,5,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1951,1951,Walnuts (shelled),Production,6,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1952,1952,Walnuts (shelled),Production,6,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1953,1953,Walnuts (shelled),Production,5,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1954,1954,Walnuts (shelled),Production,6,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1955,1955,Walnuts (shelled),Production,6,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1956,1956,Walnuts (shelled),Production,6,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1957,1957,Walnuts (shelled),Production,6,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1958,1958,Walnuts (shelled),Production,6,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1950,1950,Hazelnuts (unshelled),Production,,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1951,1951,Hazelnuts (unshelled),Production,,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1952,1952,Hazelnuts (unshelled),Production,1,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1953,1953,Hazelnuts (unshelled),Production,1,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1954,1954,Hazelnuts (unshelled),Production,1,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1955,1955,Hazelnuts (unshelled),Production,1,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1956,1956,Hazelnuts (unshelled),Production,1,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1957,1957,Hazelnuts (unshelled),Production,1,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1958,1958,Hazelnuts (unshelled),Production,1,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1950,1950,Other nuts,Production,19,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1951,1951,Other nuts,Production,20,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1952,1952,Other nuts,Production,19,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1953,1953,Other nuts,Production,20,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1954,1954,Other nuts,Production,20,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1955,1955,Other nuts,Production,19,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1956,1956,Other nuts,Production,20,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1957,1957,Other nuts,Production,21,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1958,1958,Other nuts,Production,22,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1950,1950,Sugar,Production,55,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1951,1951,Sugar,Production,69,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1952,1952,Sugar,Production,71,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1953,1953,Sugar,Production,70,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1954,1954,Sugar,Production,62,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1955,1955,Sugar,Production,75,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1956,1956,Sugar,Production,84,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1957,1957,Sugar,Production,87,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1958,1958,Sugar,Production,108,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1950,1950,Tea,Production,5,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1951,1951,Tea,Production,5,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1952,1952,Tea,Production,6,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1953,1953,Tea,Production,6,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1954,1954,Tea,Production,6,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1955,1955,Tea,Production,6,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1956,1956,Tea,Production,6,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1957,1957,Tea,Production,7,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1958,1958,Tea,Production,7,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1950,1950,Animal Fats,Production,20,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1951,1951,Animal Fats,Production,20,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1952,1952,Animal Fats,Production,21,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1953,1953,Animal Fats,Production,21,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1954,1954,Animal Fats,Production,20,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1955,1955,Animal Fats,Production,21,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1956,1956,Animal Fats,Production,23,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1957,1957,Animal Fats,Production,23,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1958,1958,Animal Fats,Production,23,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1950,1950,Vegetable Oils,Production,11,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1951,1951,Vegetable Oils,Production,10,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1952,1952,Vegetable Oils,Production,12,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1953,1953,Vegetable Oils,Production,12,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1954,1954,Vegetable Oils,Production,16,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1955,1955,Vegetable Oils,Production,16,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1956,1956,Vegetable Oils,Production,18,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1957,1957,Vegetable Oils,Production,20,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1958,1958,Vegetable Oils,Production,22,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1950,1950,Tobacco,Production,15,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1951,1951,Tobacco,Production,12,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1952,1952,Tobacco,Production,13,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1953,1953,Tobacco,Production,19,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1954,1954,Tobacco,Production,12,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1955,1955,Tobacco,Production,11,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1956,1956,Tobacco,Production,14,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1957,1957,Tobacco,Production,17,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1958,1958,Tobacco,Production,13,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1950,1950,Cotton,Production,28,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1951,1951,Cotton,Production,27,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1952,1952,Cotton,Production,36,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1953,1953,Cotton,Production,52,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1954,1954,Cotton,Production,60,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1955,1955,Cotton,Production,60,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1956,1956,Cotton,Production,62,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1957,1957,Cotton,Production,61,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1958,1958,Cotton,Production,70,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1950,1950,Wool,Production,15,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1951,1951,Wool,Production,15,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1952,1952,Wool,Production,17,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1953,1953,Wool,Production,17,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1954,1954,Wool,Production,18,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1955,1955,Wool,Production,20,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1956,1956,Wool,Production,20,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1957,1957,Wool,Production,19,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1958,1958,Wool,Production,20,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1950,1950,Cotton Seed,Production,56,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1951,1951,Cotton Seed,Production,72,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1952,1952,Cotton Seed,Production,84,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1953,1953,Cotton Seed,Production,100,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1954,1954,Cotton Seed,Production,90,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1955,1955,Cotton Seed,Production,110,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1956,1956,Cotton Seed,Production,124,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1957,1957,Cotton Seed,Production,125,1000 metric tons,,IRN,wb1960-table5-agricultural-production
1958,1958,Cotton Seed,Production,140,1000 metric tons,,IRN,wb1960-table5-agricultural-production
