fiscal_year_label,year,category,subcategory,value,unit,notes,country_iso3,source_dataset
1956/57,1957,Gums,Export Value,4.0,US dollar millions,Oil/petroleum exports excluded from this table (reported separately) -- see pahlavi_oil_energy_series/,IRN,wb1960-table16-exports-by-commodities
1956/57,1957,Gums,Share of Total Exports,3.8,percent,,IRN,wb1960-table16-exports-by-commodities
1957/58,1958,Gums,Export Value,3.2,US dollar millions,Oil/petroleum exports excluded from this table (reported separately) -- see pahlavi_oil_energy_series/,IRN,wb1960-table16-exports-by-commodities
1957/58,1958,Gums,Share of Total Exports,2.9,percent,,IRN,wb1960-table16-exports-by-commodities
1958/59,1959,Gums,Export Value,3.2,US dollar millions,Oil/petroleum exports excluded from this table (reported separately) -- see pahlavi_oil_energy_series/,IRN,wb1960-table16-exports-by-commodities
1958/59,1959,Gums,Share of Total Exports,3.1,percent,,IRN,wb1960-table16-exports-by-commodities
1956/57,1957,Hair,Export Value,4.8,US dollar millions,Oil/petroleum exports excluded from this table (reported separately) -- see pahlavi_oil_energy_series/,IRN,wb1960-table16-exports-by-commodities
1956/57,1957,Hair,Share of Total Exports,4.6,percent,,IRN,wb1960-table16-exports-by-commodities
1957/58,1958,Hair,Export Value,3.9,US dollar millions,Oil/petroleum exports excluded from this table (reported separately) -- see pahlavi_oil_energy_series/,IRN,wb1960-table16-exports-by-commodities
1957/58,1958,Hair,Share of Total Exports,3.5,percent,,IRN,wb1960-table16-exports-by-commodities
1958/59,1959,Hair,Export Value,4.0,US dollar millions,Oil/petroleum exports excluded from this table (reported separately) -- see pahlavi_oil_energy_series/,IRN,wb1960-table16-exports-by-commodities
1958/59,1959,Hair,Share of Total Exports,3.7,percent,,IRN,wb1960-table16-exports-by-commodities
1956/57,1957,Animal casings,Export Value,2.7,US dollar millions,Oil/petroleum exports excluded from this table (reported separately) -- see pahlavi_oil_energy_series/,IRN,wb1960-table16-exports-by-commodities
1956/57,1957,Animal casings,Share of Total Exports,2.6,percent,,IRN,wb1960-table16-exports-by-commodities
1957/58,1958,Animal casings,Export Value,2.2,US dollar millions,Oil/petroleum exports excluded from this table (reported separately) -- see pahlavi_oil_energy_series/,IRN,wb1960-table16-exports-by-commodities
1957/58,1958,Animal casings,Share of Total Exports,2.0,percent,,IRN,wb1960-table16-exports-by-commodities
1958/59,1959,Animal casings,Export Value,2.4,US dollar millions,Oil/petroleum exports excluded from this table (reported separately) -- see pahlavi_oil_energy_series/,IRN,wb1960-table16-exports-by-commodities
1958/59,1959,Animal casings,Share of Total Exports,2.3,percent,,IRN,wb1960-table16-exports-by-commodities
1956/57,1957,Minerals,Export Value,4.5,US dollar millions,Oil/petroleum exports excluded from this table (reported separately) -- see pahlavi_oil_energy_series/,IRN,wb1960-table16-exports-by-commodities
1956/57,1957,Minerals,Share of Total Exports,4.3,percent,,IRN,wb1960-table16-exports-by-commodities
1957/58,1958,Minerals,Export Value,5.3,US dollar millions,Oil/petroleum exports excluded from this table (reported separately) -- see pahlavi_oil_energy_series/,IRN,wb1960-table16-exports-by-commodities
1957/58,1958,Minerals,Share of Total Exports,4.8,percent,,IRN,wb1960-table16-exports-by-commodities
1958/59,1959,Minerals,Export Value,3.7,US dollar millions,Oil/petroleum exports excluded from this table (reported separately) -- see pahlavi_oil_energy_series/,IRN,wb1960-table16-exports-by-commodities
1958/59,1959,Minerals,Share of Total Exports,3.5,percent,,IRN,wb1960-table16-exports-by-commodities
1956/57,1957,Cumin seeds,Export Value,2.1,US dollar millions,Oil/petroleum exports excluded from this table (reported separately) -- see pahlavi_oil_energy_series/,IRN,wb1960-table16-exports-by-commodities
1956/57,1957,Cumin seeds,Share of Total Exports,2.0,percent,,IRN,wb1960-table16-exports-by-commodities
1957/58,1958,Cumin seeds,Export Value,2.5,US dollar millions,Oil/petroleum exports excluded from this table (reported separately) -- see pahlavi_oil_energy_series/,IRN,wb1960-table16-exports-by-commodities
1957/58,1958,Cumin seeds,Share of Total Exports,2.3,percent,,IRN,wb1960-table16-exports-by-commodities
1958/59,1959,Cumin seeds,Export Value,2.5,US dollar millions,Oil/petroleum exports excluded from this table (reported separately) -- see pahlavi_oil_energy_series/,IRN,wb1960-table16-exports-by-commodities
1958/59,1959,Cumin seeds,Share of Total Exports,2.4,percent,,IRN,wb1960-table16-exports-by-commodities
1956/57,1957,Oilseeds,Export Value,2.0,US dollar millions,Oil/petroleum exports excluded from this table (reported separately) -- see pahlavi_oil_energy_series/,IRN,wb1960-table16-exports-by-commodities
1956/57,1957,Oilseeds,Share of Total Exports,1.9,percent,,IRN,wb1960-table16-exports-by-commodities
1957/58,1958,Oilseeds,Export Value,1.3,US dollar millions,Oil/petroleum exports excluded from this table (reported separately) -- see pahlavi_oil_energy_series/,IRN,wb1960-table16-exports-by-commodities
1957/58,1958,Oilseeds,Share of Total Exports,1.2,percent,,IRN,wb1960-table16-exports-by-commodities
1958/59,1959,Oilseeds,Export Value,0.9,US dollar millions,Oil/petroleum exports excluded from this table (reported separately) -- see pahlavi_oil_energy_series/,IRN,wb1960-table16-exports-by-commodities
1958/59,1959,Oilseeds,Share of Total Exports,0.9,percent,,IRN,wb1960-table16-exports-by-commodities
1956/57,1957,Timber,Export Value,0.6,US dollar millions,Oil/petroleum exports excluded from this table (reported separately) -- see pahlavi_oil_energy_series/,IRN,wb1960-table16-exports-by-commodities
1956/57,1957,Timber,Share of Total Exports,0.6,percent,,IRN,wb1960-table16-exports-by-commodities
1957/58,1958,Timber,Export Value,0.7,US dollar millions,Oil/petroleum exports excluded from this table (reported separately) -- see pahlavi_oil_energy_series/,IRN,wb1960-table16-exports-by-commodities
1957/58,1958,Timber,Share of Total Exports,0.6,percent,,IRN,wb1960-table16-exports-by-commodities
1958/59,1959,Timber,Export Value,0.8,US dollar millions,Oil/petroleum exports excluded from this table (reported separately) -- see pahlavi_oil_energy_series/,IRN,wb1960-table16-exports-by-commodities
1958/59,1959,Timber,Share of Total Exports,0.7,percent,,IRN,wb1960-table16-exports-by-commodities
1956/57,1957,Other,Export Value,13.3,US dollar millions,Oil/petroleum exports excluded from this table (reported separately) -- see pahlavi_oil_energy_series/,IRN,wb1960-table16-exports-by-commodities
1956/57,1957,Other,Share of Total Exports,12.7,percent,,IRN,wb1960-table16-exports-by-commodities
1957/58,1958,Other,Export Value,13.8,US dollar millions,Oil/petroleum exports excluded from this table (reported separately) -- see pahlavi_oil_energy_series/,IRN,wb1960-table16-exports-by-commodities
1957/58,1958,Other,Share of Total Exports,12.5,percent,,IRN,wb1960-table16-exports-by-commodities
1958/59,1959,Other,Export Value,14.6,US dollar millions,Oil/petroleum exports excluded from this table (reported separately) -- see pahlavi_oil_energy_series/,IRN,wb1960-table16-exports-by-commodities
1958/59,1959,Other,Share of Total Exports,13.9,percent,,IRN,wb1960-table16-exports-by-commodities
1956/57,1957,Total,Export Value,104.7,US dollar millions,Oil/petroleum exports excluded from this table (reported separately) -- see pahlavi_oil_energy_series/,IRN,wb1960-table16-exports-by-commodities
1956/57,1957,Total,Share of Total Exports,100.0,percent,,IRN,wb1960-table16-exports-by-commodities
1957/58,1958,Total,Export Value,110.3,US dollar millions,Oil/petroleum exports excluded from this table (reported separately) -- see pahlavi_oil_energy_series/,IRN,wb1960-table16-exports-by-commodities
1957/58,1958,Total,Share of Total Exports,100.0,percent,,IRN,wb1960-table16-exports-by-commodities
1958/59,1959,Total,Export Value,104.9,US dollar millions,Oil/petroleum exports excluded from this table (reported separately) -- see pahlavi_oil_energy_series/,IRN,wb1960-table16-exports-by-commodities
1958/59,1959,Total,Share of Total Exports,100.0,percent,,IRN,wb1960-table16-exports-by-commodities
