fiscal_year_label,year,category,subcategory,value,unit,notes,country_iso3,source_dataset
1938,1938,"AIOC Profits, UK Tax & Iran Royalty Payments",Royalty Payments to Iran,3307,GBP thousand,,IRN,usbm1963-aioc-profits-royalties-1910-1951
1939,1939,"AIOC Profits, UK Tax & Iran Royalty Payments",Net Profit,2986,GBP thousand,"Guaranteed minimum royalty (see 1940-43 note); without the guarantee, actual royalty would have been 2,770.814",IRN,usbm1963-aioc-profits-royalties-1910-1951
1939,1939,"AIOC Profits, UK Tax & Iran Royalty Payments",UK Taxes,1956,GBP thousand,"Guaranteed minimum royalty (see 1940-43 note); without the guarantee, actual royalty would have been 2,770.814",IRN,usbm1963-aioc-profits-royalties-1910-1951
1939,1939,"AIOC Profits, UK Tax & Iran Royalty Payments",Royalty Payments to Iran,4271,GBP thousand,"Guaranteed minimum royalty (see 1940-43 note); without the guarantee, actual royalty would have been 2,770.814",IRN,usbm1963-aioc-profits-royalties-1910-1951
1940,1940,"AIOC Profits, UK Tax & Iran Royalty Payments",Net Profit,2842,GBP thousand,"Guaranteed minimum; without guarantee would have been 2,786.104. In 1940 AIOC also paid an indemnity of 1,500 (GBP thousand) to the Iranian Government for 1939",IRN,usbm1963-aioc-profits-royalties-1910-1951
1940,1940,"AIOC Profits, UK Tax & Iran Royalty Payments",UK Taxes,2975,GBP thousand,"Guaranteed minimum; without guarantee would have been 2,786.104. In 1940 AIOC also paid an indemnity of 1,500 (GBP thousand) to the Iranian Government for 1939",IRN,usbm1963-aioc-profits-royalties-1910-1951
1940,1940,"AIOC Profits, UK Tax & Iran Royalty Payments",Royalty Payments to Iran,4000,GBP thousand,"Guaranteed minimum; without guarantee would have been 2,786.104. In 1940 AIOC also paid an indemnity of 1,500 (GBP thousand) to the Iranian Government for 1939",IRN,usbm1963-aioc-profits-royalties-1910-1951
1941,1941,"AIOC Profits, UK Tax & Iran Royalty Payments",Net Profit,3292,GBP thousand,"Guaranteed minimum; without guarantee would have been 2,025.304",IRN,usbm1963-aioc-profits-royalties-1910-1951
1941,1941,"AIOC Profits, UK Tax & Iran Royalty Payments",UK Taxes,2921,GBP thousand,"Guaranteed minimum; without guarantee would have been 2,025.304",IRN,usbm1963-aioc-profits-royalties-1910-1951
1941,1941,"AIOC Profits, UK Tax & Iran Royalty Payments",Royalty Payments to Iran,4000,GBP thousand,"Guaranteed minimum; without guarantee would have been 2,025.304",IRN,usbm1963-aioc-profits-royalties-1910-1951
1942,1942,"AIOC Profits, UK Tax & Iran Royalty Payments",Net Profit,7790,GBP thousand,"Guaranteed minimum, extended from the original 1940-41 guarantee; without guarantee would have been 3,427.933",IRN,usbm1963-aioc-profits-royalties-1910-1951
1942,1942,"AIOC Profits, UK Tax & Iran Royalty Payments",UK Taxes,4918,GBP thousand,"Guaranteed minimum, extended from the original 1940-41 guarantee; without guarantee would have been 3,427.933",IRN,usbm1963-aioc-profits-royalties-1910-1951
1942,1942,"AIOC Profits, UK Tax & Iran Royalty Payments",Royalty Payments to Iran,4000,GBP thousand,"Guaranteed minimum, extended from the original 1940-41 guarantee; without guarantee would have been 3,427.933",IRN,usbm1963-aioc-profits-royalties-1910-1951
1943,1943,"AIOC Profits, UK Tax & Iran Royalty Payments",Net Profit,5639,GBP thousand,"Guaranteed minimum, extended; without guarantee would have been 3,617.917",IRN,usbm1963-aioc-profits-royalties-1910-1951
1943,1943,"AIOC Profits, UK Tax & Iran Royalty Payments",UK Taxes,2799,GBP thousand,"Guaranteed minimum, extended; without guarantee would have been 3,617.917",IRN,usbm1963-aioc-profits-royalties-1910-1951
1943,1943,"AIOC Profits, UK Tax & Iran Royalty Payments",Royalty Payments to Iran,4000,GBP thousand,"Guaranteed minimum, extended; without guarantee would have been 3,617.917",IRN,usbm1963-aioc-profits-royalties-1910-1951
1944,1944,"AIOC Profits, UK Tax & Iran Royalty Payments",Net Profit,5677,GBP thousand,,IRN,usbm1963-aioc-profits-royalties-1910-1951
1944,1944,"AIOC Profits, UK Tax & Iran Royalty Payments",UK Taxes,2756,GBP thousand,,IRN,usbm1963-aioc-profits-royalties-1910-1951
1944,1944,"AIOC Profits, UK Tax & Iran Royalty Payments",Royalty Payments to Iran,4464,GBP thousand,,IRN,usbm1963-aioc-profits-royalties-1910-1951
1945,1945,"AIOC Profits, UK Tax & Iran Royalty Payments",Net Profit,5792,GBP thousand,,IRN,usbm1963-aioc-profits-royalties-1910-1951
1945,1945,"AIOC Profits, UK Tax & Iran Royalty Payments",UK Taxes,2806,GBP thousand,,IRN,usbm1963-aioc-profits-royalties-1910-1951
1945,1945,"AIOC Profits, UK Tax & Iran Royalty Payments",Royalty Payments to Iran,5624,GBP thousand,,IRN,usbm1963-aioc-profits-royalties-1910-1951
1946,1946,"AIOC Profits, UK Tax & Iran Royalty Payments",Net Profit,9625,GBP thousand,,IRN,usbm1963-aioc-profits-royalties-1910-1951
1946,1946,"AIOC Profits, UK Tax & Iran Royalty Payments",UK Taxes,2980,GBP thousand,,IRN,usbm1963-aioc-profits-royalties-1910-1951
1946,1946,"AIOC Profits, UK Tax & Iran Royalty Payments",Royalty Payments to Iran,7132,GBP thousand,,IRN,usbm1963-aioc-profits-royalties-1910-1951
1947,1947,"AIOC Profits, UK Tax & Iran Royalty Payments",Net Profit,18565,GBP thousand,,IRN,usbm1963-aioc-profits-royalties-1910-1951
1947,1947,"AIOC Profits, UK Tax & Iran Royalty Payments",UK Taxes,15267,GBP thousand,,IRN,usbm1963-aioc-profits-royalties-1910-1951
1947,1947,"AIOC Profits, UK Tax & Iran Royalty Payments",Royalty Payments to Iran,7104,GBP thousand,,IRN,usbm1963-aioc-profits-royalties-1910-1951
1948,1948,"AIOC Profits, UK Tax & Iran Royalty Payments",Net Profit,24065,GBP thousand,"Had the (unratified) 1949 supplemental agreement been in force, this would have been 18,667 GBP thousand",IRN,usbm1963-aioc-profits-royalties-1910-1951
1948,1948,"AIOC Profits, UK Tax & Iran Royalty Payments",UK Taxes,28310,GBP thousand,"Had the (unratified) 1949 supplemental agreement been in force, this would have been 18,667 GBP thousand",IRN,usbm1963-aioc-profits-royalties-1910-1951
1948,1948,"AIOC Profits, UK Tax & Iran Royalty Payments",Royalty Payments to Iran,9172,GBP thousand,"Had the (unratified) 1949 supplemental agreement been in force, this would have been 18,667 GBP thousand",IRN,usbm1963-aioc-profits-royalties-1910-1951
1949,1949,"AIOC Profits, UK Tax & Iran Royalty Payments",Net Profit,18444,GBP thousand,"Had the (unratified) 1949 supplemental agreement been in force, this would have been 22,890 GBP thousand",IRN,usbm1963-aioc-profits-royalties-1910-1951
1949,1949,"AIOC Profits, UK Tax & Iran Royalty Payments",UK Taxes,20094,GBP thousand,"Had the (unratified) 1949 supplemental agreement been in force, this would have been 22,890 GBP thousand",IRN,usbm1963-aioc-profits-royalties-1910-1951
1949,1949,"AIOC Profits, UK Tax & Iran Royalty Payments",Royalty Payments to Iran,13489,GBP thousand,"Had the (unratified) 1949 supplemental agreement been in force, this would have been 22,890 GBP thousand",IRN,usbm1963-aioc-profits-royalties-1910-1951
1950,1950,"AIOC Profits, UK Tax & Iran Royalty Payments",Net Profit,33759,GBP thousand,"Had the (unratified) 1949 supplemental agreement been in force, this would have been ~30,000 GBP thousand",IRN,usbm1963-aioc-profits-royalties-1910-1951
1950,1950,"AIOC Profits, UK Tax & Iran Royalty Payments",UK Taxes,26742,GBP thousand,"Had the (unratified) 1949 supplemental agreement been in force, this would have been ~30,000 GBP thousand",IRN,usbm1963-aioc-profits-royalties-1910-1951
1950,1950,"AIOC Profits, UK Tax & Iran Royalty Payments",Royalty Payments to Iran,16032,GBP thousand,"Had the (unratified) 1949 supplemental agreement been in force, this would have been ~30,000 GBP thousand",IRN,usbm1963-aioc-profits-royalties-1910-1951
1951,1951,"AIOC Profits, UK Tax & Iran Royalty Payments",Net Profit,24843,GBP thousand,Year of nationalization (formal nationalization law passed March/May 1951); AIOC operations in Iran ended this year,IRN,usbm1963-aioc-profits-royalties-1910-1951
1951,1951,"AIOC Profits, UK Tax & Iran Royalty Payments",UK Taxes,27374,GBP thousand,Year of nationalization (formal nationalization law passed March/May 1951); AIOC operations in Iran ended this year,IRN,usbm1963-aioc-profits-royalties-1910-1951
1951,1951,"AIOC Profits, UK Tax & Iran Royalty Payments",Royalty Payments to Iran,8326,GBP thousand,Year of nationalization (formal nationalization law passed March/May 1951); AIOC operations in Iran ended this year,IRN,usbm1963-aioc-profits-royalties-1910-1951
1910-1951 TOTAL,,"AIOC Profits, UK Tax & Iran Royalty Payments",Net Profit,244222,GBP thousand,Sum of all rows above as reported in the source table,IRN,usbm1963-aioc-profits-royalties-1910-1951
1910-1951 TOTAL,,"AIOC Profits, UK Tax & Iran Royalty Payments",UK Taxes,154544,GBP thousand,Sum of all rows above as reported in the source table,IRN,usbm1963-aioc-profits-royalties-1910-1951
1910-1951 TOTAL,,"AIOC Profits, UK Tax & Iran Royalty Payments",Royalty Payments to Iran,119767,GBP thousand,Sum of all rows above as reported in the source table,IRN,usbm1963-aioc-profits-royalties-1910-1951
