fiscal_year_label,year,category,subcategory,value,unit,notes,country_iso3,source_dataset
1961,1961,Grand total,,141327000,GBP,,IRN,usbm1963-consortium-disbursements-1954-1962
1962,1962,Payments to Iranian Government under Oil Agreement,Cash,34384000,GBP,,IRN,usbm1963-consortium-disbursements-1954-1962
1962,1962,Payments to Iranian Government under Oil Agreement,Petroleum products (value received in lieu of cash),0,GBP,Dash in source = zero,IRN,usbm1963-consortium-disbursements-1954-1962
1962,1962,Payments to Iranian Government under Oil Agreement,Subtotal,34384000,GBP,,IRN,usbm1963-consortium-disbursements-1954-1962
1962,1962,Income tax,Trading companies,81692000,GBP,,IRN,usbm1963-consortium-disbursements-1954-1962
1962,1962,Income tax,Operating companies,2701000,GBP,,IRN,usbm1963-consortium-disbursements-1954-1962
1962,1962,Income tax,Subtotal,84393000,GBP,Includes ~3.5 million GBP settlement of claims for previous years,IRN,usbm1963-consortium-disbursements-1954-1962
1962,1962,Other payments (Consortium estimate),Import duties and taxes,510000,GBP,,IRN,usbm1963-consortium-disbursements-1954-1962
1962,1962,Other payments (Consortium estimate),Wages and salaries,28292500,GBP,KEY WAGE DATA POINT,IRN,usbm1963-consortium-disbursements-1954-1962
1962,1962,Other payments (Consortium estimate),Consortium contributions to Workers Social Insurance Organization,1528000,GBP,,IRN,usbm1963-consortium-disbursements-1954-1962
1962,1962,Other payments (Consortium estimate),Payments to Iranian contractors and for purchases in Iran,4775000,GBP,,IRN,usbm1963-consortium-disbursements-1954-1962
1962,1962,Other payments (Consortium estimate),Total,34595500,GBP,,IRN,usbm1963-consortium-disbursements-1954-1962
1962,1962,Grand total,,153372500,GBP,,IRN,usbm1963-consortium-disbursements-1954-1962
1960,1960,Consortium disbursements as % of GNP,,9.9,percent,"GNP estimate US$4,190 million for 1960",IRN,usbm1963-consortium-disbursements-1954-1962
1961,1961,Consortium disbursements as % of GNP,,8.7,percent,"GNP estimate US$4,555 million for 1961",IRN,usbm1963-consortium-disbursements-1954-1962
1960,1960,Consortium disbursements as % of total foreign exchange earnings,,48.6,percent,,IRN,usbm1963-consortium-disbursements-1954-1962
1961,1961,Consortium disbursements as % of total foreign exchange earnings,,45.0,percent,,IRN,usbm1963-consortium-disbursements-1954-1962
1960,1960,Consortium disbursements as % of estimated Government expenditure,,40.0,percent,Approximate; includes general treasury budget + Plan Organization budget + NIOC budget + special extra-budgetary expenses,IRN,usbm1963-consortium-disbursements-1954-1962
1961,1961,Consortium disbursements as % of estimated Government expenditure,,39.0,percent,,IRN,usbm1963-consortium-disbursements-1954-1962
1962,1962,Consortium disbursements as % of estimated Government expenditure,,44.0,percent,,IRN,usbm1963-consortium-disbursements-1954-1962
1960,1960,Consortium disbursements total (cross-check),,132.4,GBP million,"Cross-check figure from narrative summary table, matches Grand total row above (132,438,000)",IRN,usbm1963-consortium-disbursements-1954-1962
1961,1961,Consortium disbursements total (cross-check),,141.3,GBP million,,IRN,usbm1963-consortium-disbursements-1954-1962
1962,1962,Consortium disbursements total (cross-check),,153.4,GBP million,Includes ~3.5 million GBP settlement of claims for previous years,IRN,usbm1963-consortium-disbursements-1954-1962
