fiscal_year_label,year,category,subcategory,value,unit,notes,country_iso3,source_dataset
1971,1971,Khorasan Regional Electric Co.,Gas,0,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
1971,1971,Khorasan Regional Electric Co.,Water (Hydro),0,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
1970,1970,Mazandaran Regional Electric Co.,Total,31771,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
1970,1970,Mazandaran Regional Electric Co.,Diesel,20771,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
1970,1970,Mazandaran Regional Electric Co.,Steam,11000,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
1970,1970,Mazandaran Regional Electric Co.,Gas,0,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
1970,1970,Mazandaran Regional Electric Co.,Water (Hydro),0,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
1971,1971,Mazandaran Regional Electric Co.,Total,30910,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
1971,1971,Mazandaran Regional Electric Co.,Diesel,19910,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
1971,1971,Mazandaran Regional Electric Co.,Steam,11000,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
1971,1971,Mazandaran Regional Electric Co.,Gas,0,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
1971,1971,Mazandaran Regional Electric Co.,Water (Hydro),0,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
1970,1970,South East Regional Electric Co.,Total,34828,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
1970,1970,South East Regional Electric Co.,Diesel,34828,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
1970,1970,South East Regional Electric Co.,Steam,0,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
1970,1970,South East Regional Electric Co.,Gas,0,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
1970,1970,South East Regional Electric Co.,Water (Hydro),0,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
1971,1971,South East Regional Electric Co.,Total,38285,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
1971,1971,South East Regional Electric Co.,Diesel,38285,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
1971,1971,South East Regional Electric Co.,Steam,0,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
1971,1971,South East Regional Electric Co.,Gas,0,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
1971,1971,South East Regional Electric Co.,Water (Hydro),0,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
1970,1970,Gilan Regional Electric Co.,Total,15009,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
1970,1970,Gilan Regional Electric Co.,Diesel,15009,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
1970,1970,Gilan Regional Electric Co.,Steam,0,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
1970,1970,Gilan Regional Electric Co.,Gas,0,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
1970,1970,Gilan Regional Electric Co.,Water (Hydro),0,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
1971,1971,Gilan Regional Electric Co.,Total,11852,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
1971,1971,Gilan Regional Electric Co.,Diesel,11852,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
1971,1971,Gilan Regional Electric Co.,Steam,0,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
1971,1971,Gilan Regional Electric Co.,Gas,0,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
1971,1971,Gilan Regional Electric Co.,Water (Hydro),0,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
1970,1970,West Regional Electric Co.,Total,47599,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
1970,1970,West Regional Electric Co.,Diesel,46799,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
1970,1970,West Regional Electric Co.,Steam,0,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
1970,1970,West Regional Electric Co.,Gas,0,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
1970,1970,West Regional Electric Co.,Water (Hydro),800,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
1971,1971,West Regional Electric Co.,Total,37594,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
1971,1971,West Regional Electric Co.,Diesel,36794,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
1971,1971,West Regional Electric Co.,Steam,0,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
1971,1971,West Regional Electric Co.,Gas,0,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
1971,1971,West Regional Electric Co.,Water (Hydro),800,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
1970,1970,Iran Power Generation and Transfer Co.,Total,456050,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
1970,1970,Iran Power Generation and Transfer Co.,Diesel,19750,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
1970,1970,Iran Power Generation and Transfer Co.,Steam,397500,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
1970,1970,Iran Power Generation and Transfer Co.,Gas,38800,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
1970,1970,Iran Power Generation and Transfer Co.,Water (Hydro),0,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
1971,1971,Iran Power Generation and Transfer Co.,Total,822350,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
1971,1971,Iran Power Generation and Transfer Co.,Diesel,24650,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
1971,1971,Iran Power Generation and Transfer Co.,Steam,721500,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
1971,1971,Iran Power Generation and Transfer Co.,Gas,76200,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
1971,1971,Iran Power Generation and Transfer Co.,Water (Hydro),,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
1970,1970,Dam: Mohammad Reza Shah Pahlavi,Total,260000,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
1970,1970,Dam: Mohammad Reza Shah Pahlavi,Diesel,0,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
1970,1970,Dam: Mohammad Reza Shah Pahlavi,Steam,0,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
1970,1970,Dam: Mohammad Reza Shah Pahlavi,Gas,0,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
1970,1970,Dam: Mohammad Reza Shah Pahlavi,Water (Hydro),260000,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
1971,1971,Dam: Mohammad Reza Shah Pahlavi,Total,520000,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
1971,1971,Dam: Mohammad Reza Shah Pahlavi,Diesel,0,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
1971,1971,Dam: Mohammad Reza Shah Pahlavi,Steam,0,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
1971,1971,Dam: Mohammad Reza Shah Pahlavi,Gas,0,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
1971,1971,Dam: Mohammad Reza Shah Pahlavi,Water (Hydro),520000,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
1970,1970,Dam: Amir Kabir,Total,91000,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
1970,1970,Dam: Amir Kabir,Diesel,0,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
1970,1970,Dam: Amir Kabir,Steam,0,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
1970,1970,Dam: Amir Kabir,Gas,0,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
1970,1970,Dam: Amir Kabir,Water (Hydro),91000,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
1971,1971,Dam: Amir Kabir,Total,91000,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
1971,1971,Dam: Amir Kabir,Diesel,0,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
1971,1971,Dam: Amir Kabir,Steam,0,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
1971,1971,Dam: Amir Kabir,Gas,0,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
1971,1971,Dam: Amir Kabir,Water (Hydro),91000,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
1970,1970,Dam: Farahnaz-e-Pahlavi,Total,22500,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
1970,1970,Dam: Farahnaz-e-Pahlavi,Diesel,0,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
1970,1970,Dam: Farahnaz-e-Pahlavi,Steam,0,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
1970,1970,Dam: Farahnaz-e-Pahlavi,Gas,0,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
1970,1970,Dam: Farahnaz-e-Pahlavi,Water (Hydro),22500,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
1971,1971,Dam: Farahnaz-e-Pahlavi,Total,22500,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
1971,1971,Dam: Farahnaz-e-Pahlavi,Diesel,0,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
1971,1971,Dam: Farahnaz-e-Pahlavi,Steam,0,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
1971,1971,Dam: Farahnaz-e-Pahlavi,Gas,0,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
1971,1971,Dam: Farahnaz-e-Pahlavi,Water (Hydro),22500,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
1970,1970,Dam: Shahbanu Farah,Total,87500,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
1970,1970,Dam: Shahbanu Farah,Diesel,0,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
1970,1970,Dam: Shahbanu Farah,Steam,0,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
1970,1970,Dam: Shahbanu Farah,Gas,0,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
1970,1970,Dam: Shahbanu Farah,Water (Hydro),87500,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
1971,1971,Dam: Shahbanu Farah,Total,87500,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
1971,1971,Dam: Shahbanu Farah,Diesel,0,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
1971,1971,Dam: Shahbanu Farah,Steam,0,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
1971,1971,Dam: Shahbanu Farah,Gas,0,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
1971,1971,Dam: Shahbanu Farah,Water (Hydro),87500,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
1970,1970,Dam: Shah Abbas-e-Kabir,Total,55200,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
1970,1970,Dam: Shah Abbas-e-Kabir,Diesel,0,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
1970,1970,Dam: Shah Abbas-e-Kabir,Steam,0,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
1970,1970,Dam: Shah Abbas-e-Kabir,Gas,0,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
1970,1970,Dam: Shah Abbas-e-Kabir,Water (Hydro),55200,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
1971,1971,Dam: Shah Abbas-e-Kabir,Total,55200,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
1971,1971,Dam: Shah Abbas-e-Kabir,Diesel,0,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
1971,1971,Dam: Shah Abbas-e-Kabir,Steam,0,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
1971,1971,Dam: Shah Abbas-e-Kabir,Gas,0,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
1971,1971,Dam: Shah Abbas-e-Kabir,Water (Hydro),55200,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
1971,1971,Dam: Aras (newly installed 1971),Total,22000,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
1971,1971,Dam: Aras (newly installed 1971),Diesel,0,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
1971,1971,Dam: Aras (newly installed 1971),Steam,0,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
1971,1971,Dam: Aras (newly installed 1971),Gas,0,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
1971,1971,Dam: Aras (newly installed 1971),Water (Hydro),22000,kW (installed capacity),,IRN,wb1974-table15.2-power-generating-capacity
