country_iso3,country_name,year,value,unit,variant_code,variant_label,source_dataset,original_period_label
IRN,Iran,,16360,million m3,total_water_controlled_end_4th_plan_mm3,Total — water_controlled_end_4th_plan_Mm3,wb1975water-reservoir-water-control-forecast-by-zone,4th-5th Development Plan forecast (no single year; plan-period aggregate)
IRN,Iran,,190,million m3,west_public_supply_during_5th_plan_agriculture_mm3,West — public_supply_during_5th_plan_agriculture_Mm3,wb1975water-reservoir-water-control-forecast-by-zone,4th-5th Development Plan forecast (no single year; plan-period aggregate)
IRN,Iran,,19,million m3,west_public_supply_end_5th_plan_cities_industries_mm3,West — public_supply_end_5th_plan_cities_industries_Mm3,wb1975water-reservoir-water-control-forecast-by-zone,4th-5th Development Plan forecast (no single year; plan-period aggregate)
IRN,Iran,,295,million m3,west_public_supply_end_5th_plan_agriculture_mm3,West — public_supply_end_5th_plan_agriculture_Mm3,wb1975water-reservoir-water-control-forecast-by-zone,4th-5th Development Plan forecast (no single year; plan-period aggregate)
IRN,Iran,,6712,million m3,khuzestan_water_controlled_end_4th_plan_mm3,Khuzestan — water_controlled_end_4th_plan_Mm3,wb1975water-reservoir-water-control-forecast-by-zone,4th-5th Development Plan forecast (no single year; plan-period aggregate)
IRN,Iran,,8400,million m3,khuzestan_water_controlled_during_5th_plan_mm3,Khuzestan — water_controlled_during_5th_plan_Mm3,wb1975water-reservoir-water-control-forecast-by-zone,4th-5th Development Plan forecast (no single year; plan-period aggregate)
IRN,Iran,,15112,million m3,khuzestan_water_controlled_end_5th_plan_mm3,Khuzestan — water_controlled_end_5th_plan_Mm3,wb1975water-reservoir-water-control-forecast-by-zone,4th-5th Development Plan forecast (no single year; plan-period aggregate)
IRN,Iran,,35,million m3,khuzestan_public_supply_end_4th_plan_cities_industries_mm3,Khuzestan — public_supply_end_4th_plan_cities_industries_Mm3,wb1975water-reservoir-water-control-forecast-by-zone,4th-5th Development Plan forecast (no single year; plan-period aggregate)
IRN,Iran,,3190,million m3,khuzestan_public_supply_end_4th_plan_agriculture_mm3,Khuzestan — public_supply_end_4th_plan_agriculture_Mm3,wb1975water-reservoir-water-control-forecast-by-zone,4th-5th Development Plan forecast (no single year; plan-period aggregate)
IRN,Iran,,85,million m3,khuzestan_public_supply_during_5th_plan_cities_industries_mm3,Khuzestan — public_supply_during_5th_plan_cities_industries_Mm3,wb1975water-reservoir-water-control-forecast-by-zone,4th-5th Development Plan forecast (no single year; plan-period aggregate)
IRN,Iran,,854,million m3,khuzestan_public_supply_during_5th_plan_agriculture_mm3,Khuzestan — public_supply_during_5th_plan_agriculture_Mm3,wb1975water-reservoir-water-control-forecast-by-zone,4th-5th Development Plan forecast (no single year; plan-period aggregate)
IRN,Iran,,120,million m3,khuzestan_public_supply_end_5th_plan_cities_industries_mm3,Khuzestan — public_supply_end_5th_plan_cities_industries_Mm3,wb1975water-reservoir-water-control-forecast-by-zone,4th-5th Development Plan forecast (no single year; plan-period aggregate)
IRN,Iran,,5044,million m3,khuzestan_public_supply_end_5th_plan_agriculture_mm3,Khuzestan — public_supply_end_5th_plan_agriculture_Mm3,wb1975water-reservoir-water-control-forecast-by-zone,4th-5th Development Plan forecast (no single year; plan-period aggregate)
IRN,Iran,,635,million m3,fars_water_controlled_end_4th_plan_mm3,Fars — water_controlled_end_4th_plan_Mm3,wb1975water-reservoir-water-control-forecast-by-zone,4th-5th Development Plan forecast (no single year; plan-period aggregate)
IRN,Iran,,0,million m3,fars_water_controlled_during_5th_plan_mm3,Fars — water_controlled_during_5th_plan_Mm3,wb1975water-reservoir-water-control-forecast-by-zone,4th-5th Development Plan forecast (no single year; plan-period aggregate)
IRN,Iran,,635,million m3,fars_water_controlled_end_5th_plan_mm3,Fars — water_controlled_end_5th_plan_Mm3,wb1975water-reservoir-water-control-forecast-by-zone,4th-5th Development Plan forecast (no single year; plan-period aggregate)
IRN,Iran,,45,million m3,fars_public_supply_end_4th_plan_cities_industries_mm3,Fars — public_supply_end_4th_plan_cities_industries_Mm3,wb1975water-reservoir-water-control-forecast-by-zone,4th-5th Development Plan forecast (no single year; plan-period aggregate)
IRN,Iran,,633,million m3,fars_public_supply_end_4th_plan_agriculture_mm3,Fars — public_supply_end_4th_plan_agriculture_Mm3,wb1975water-reservoir-water-control-forecast-by-zone,4th-5th Development Plan forecast (no single year; plan-period aggregate)
IRN,Iran,,11,million m3,fars_public_supply_during_5th_plan_cities_industries_mm3,Fars — public_supply_during_5th_plan_cities_industries_Mm3,wb1975water-reservoir-water-control-forecast-by-zone,4th-5th Development Plan forecast (no single year; plan-period aggregate)
IRN,Iran,,40,million m3,fars_public_supply_during_5th_plan_agriculture_mm3,Fars — public_supply_during_5th_plan_agriculture_Mm3,wb1975water-reservoir-water-control-forecast-by-zone,4th-5th Development Plan forecast (no single year; plan-period aggregate)
IRN,Iran,,56,million m3,fars_public_supply_end_5th_plan_cities_industries_mm3,Fars — public_supply_end_5th_plan_cities_industries_Mm3,wb1975water-reservoir-water-control-forecast-by-zone,4th-5th Development Plan forecast (no single year; plan-period aggregate)
IRN,Iran,,673,million m3,fars_public_supply_end_5th_plan_agriculture_mm3,Fars — public_supply_end_5th_plan_agriculture_Mm3,wb1975water-reservoir-water-control-forecast-by-zone,4th-5th Development Plan forecast (no single year; plan-period aggregate)
IRN,Iran,,0,million m3,kerman_and_bandar_e_abbas_water_controlled_end_4th_plan_mm3,Kerman and Bandar-e-Abbas — water_controlled_end_4th_plan_Mm3,wb1975water-reservoir-water-control-forecast-by-zone,4th-5th Development Plan forecast (no single year; plan-period aggregate)
IRN,Iran,,530,million m3,kerman_and_bandar_e_abbas_water_controlled_during_5th_plan_mm3,Kerman and Bandar-e-Abbas — water_controlled_during_5th_plan_Mm3,wb1975water-reservoir-water-control-forecast-by-zone,4th-5th Development Plan forecast (no single year; plan-period aggregate)
IRN,Iran,,530,million m3,kerman_and_bandar_e_abbas_water_controlled_end_5th_plan_mm3,Kerman and Bandar-e-Abbas — water_controlled_end_5th_plan_Mm3,wb1975water-reservoir-water-control-forecast-by-zone,4th-5th Development Plan forecast (no single year; plan-period aggregate)
IRN,Iran,,4,million m3,kerman_and_bandar_e_abbas_public_supply_end_4th_plan_cities_industries_mm3,Kerman and Bandar-e-Abbas — public_supply_end_4th_plan_cities_industries_Mm3,wb1975water-reservoir-water-control-forecast-by-zone,4th-5th Development Plan forecast (no single year; plan-period aggregate)
IRN,Iran,,60,million m3,kerman_and_bandar_e_abbas_public_supply_end_4th_plan_agriculture_mm3,Kerman and Bandar-e-Abbas — public_supply_end_4th_plan_agriculture_Mm3,wb1975water-reservoir-water-control-forecast-by-zone,4th-5th Development Plan forecast (no single year; plan-period aggregate)
IRN,Iran,,35,million m3,kerman_and_bandar_e_abbas_public_supply_during_5th_plan_cities_industries_mm3,Kerman and Bandar-e-Abbas — public_supply_during_5th_plan_cities_industries_Mm3,wb1975water-reservoir-water-control-forecast-by-zone,4th-5th Development Plan forecast (no single year; plan-period aggregate)
IRN,Iran,,483,million m3,kerman_and_bandar_e_abbas_public_supply_during_5th_plan_agriculture_mm3,Kerman and Bandar-e-Abbas — public_supply_during_5th_plan_agriculture_Mm3,wb1975water-reservoir-water-control-forecast-by-zone,4th-5th Development Plan forecast (no single year; plan-period aggregate)
IRN,Iran,,39,million m3,kerman_and_bandar_e_abbas_public_supply_end_5th_plan_cities_industries_mm3,Kerman and Bandar-e-Abbas — public_supply_end_5th_plan_cities_industries_Mm3,wb1975water-reservoir-water-control-forecast-by-zone,4th-5th Development Plan forecast (no single year; plan-period aggregate)
IRN,Iran,,543,million m3,kerman_and_bandar_e_abbas_public_supply_end_5th_plan_agriculture_mm3,Kerman and Bandar-e-Abbas — public_supply_end_5th_plan_agriculture_Mm3,wb1975water-reservoir-water-control-forecast-by-zone,4th-5th Development Plan forecast (no single year; plan-period aggregate)
IRN,Iran,,0,million m3,sistan_and_baluchestan_water_controlled_end_4th_plan_mm3,Sistan and Baluchestan — water_controlled_end_4th_plan_Mm3,wb1975water-reservoir-water-control-forecast-by-zone,4th-5th Development Plan forecast (no single year; plan-period aggregate)
IRN,Iran,,649,million m3,sistan_and_baluchestan_water_controlled_during_5th_plan_mm3,Sistan and Baluchestan — water_controlled_during_5th_plan_Mm3,wb1975water-reservoir-water-control-forecast-by-zone,4th-5th Development Plan forecast (no single year; plan-period aggregate)
IRN,Iran,,649,million m3,sistan_and_baluchestan_water_controlled_end_5th_plan_mm3,Sistan and Baluchestan — water_controlled_end_5th_plan_Mm3,wb1975water-reservoir-water-control-forecast-by-zone,4th-5th Development Plan forecast (no single year; plan-period aggregate)
IRN,Iran,,0,million m3,sistan_and_baluchestan_public_supply_end_4th_plan_cities_industries_mm3,Sistan and Baluchestan — public_supply_end_4th_plan_cities_industries_Mm3,wb1975water-reservoir-water-control-forecast-by-zone,4th-5th Development Plan forecast (no single year; plan-period aggregate)
IRN,Iran,,793,million m3,sistan_and_baluchestan_public_supply_end_4th_plan_agriculture_mm3,Sistan and Baluchestan — public_supply_end_4th_plan_agriculture_Mm3,wb1975water-reservoir-water-control-forecast-by-zone,4th-5th Development Plan forecast (no single year; plan-period aggregate)
IRN,Iran,,4,million m3,sistan_and_baluchestan_public_supply_during_5th_plan_cities_industries_mm3,Sistan and Baluchestan — public_supply_during_5th_plan_cities_industries_Mm3,wb1975water-reservoir-water-control-forecast-by-zone,4th-5th Development Plan forecast (no single year; plan-period aggregate)
IRN,Iran,,749,million m3,sistan_and_baluchestan_public_supply_during_5th_plan_agriculture_mm3,Sistan and Baluchestan — public_supply_during_5th_plan_agriculture_Mm3,wb1975water-reservoir-water-control-forecast-by-zone,4th-5th Development Plan forecast (no single year; plan-period aggregate)
IRN,Iran,,4,million m3,sistan_and_baluchestan_public_supply_end_5th_plan_cities_industries_mm3,Sistan and Baluchestan — public_supply_end_5th_plan_cities_industries_Mm3,wb1975water-reservoir-water-control-forecast-by-zone,4th-5th Development Plan forecast (no single year; plan-period aggregate)
IRN,Iran,,1542,million m3,sistan_and_baluchestan_public_supply_end_5th_plan_agriculture_mm3,Sistan and Baluchestan — public_supply_end_5th_plan_agriculture_Mm3,wb1975water-reservoir-water-control-forecast-by-zone,4th-5th Development Plan forecast (no single year; plan-period aggregate)
IRN,Iran,,0,million m3,khorasan_water_controlled_end_4th_plan_mm3,Khorasan — water_controlled_end_4th_plan_Mm3,wb1975water-reservoir-water-control-forecast-by-zone,4th-5th Development Plan forecast (no single year; plan-period aggregate)
IRN,Iran,,13,million m3,khorasan_water_controlled_during_5th_plan_mm3,Khorasan — water_controlled_during_5th_plan_Mm3,wb1975water-reservoir-water-control-forecast-by-zone,4th-5th Development Plan forecast (no single year; plan-period aggregate)
IRN,Iran,,13,million m3,khorasan_water_controlled_end_5th_plan_mm3,Khorasan — water_controlled_end_5th_plan_Mm3,wb1975water-reservoir-water-control-forecast-by-zone,4th-5th Development Plan forecast (no single year; plan-period aggregate)
IRN,Iran,,14,million m3,khorasan_public_supply_end_4th_plan_cities_industries_mm3,Khorasan — public_supply_end_4th_plan_cities_industries_Mm3,wb1975water-reservoir-water-control-forecast-by-zone,4th-5th Development Plan forecast (no single year; plan-period aggregate)
IRN,Iran,,0,million m3,khorasan_public_supply_end_4th_plan_agriculture_mm3,Khorasan — public_supply_end_4th_plan_agriculture_Mm3,wb1975water-reservoir-water-control-forecast-by-zone,4th-5th Development Plan forecast (no single year; plan-period aggregate)
IRN,Iran,,15,million m3,khorasan_public_supply_during_5th_plan_cities_industries_mm3,Khorasan — public_supply_during_5th_plan_cities_industries_Mm3,wb1975water-reservoir-water-control-forecast-by-zone,4th-5th Development Plan forecast (no single year; plan-period aggregate)
IRN,Iran,,146,million m3,khorasan_public_supply_during_5th_plan_agriculture_mm3,Khorasan — public_supply_during_5th_plan_agriculture_Mm3,wb1975water-reservoir-water-control-forecast-by-zone,4th-5th Development Plan forecast (no single year; plan-period aggregate)
IRN,Iran,,29,million m3,khorasan_public_supply_end_5th_plan_cities_industries_mm3,Khorasan — public_supply_end_5th_plan_cities_industries_Mm3,wb1975water-reservoir-water-control-forecast-by-zone,4th-5th Development Plan forecast (no single year; plan-period aggregate)
IRN,Iran,,146,million m3,khorasan_public_supply_end_5th_plan_agriculture_mm3,Khorasan — public_supply_end_5th_plan_agriculture_Mm3,wb1975water-reservoir-water-control-forecast-by-zone,4th-5th Development Plan forecast (no single year; plan-period aggregate)
IRN,Iran,,3230,million m3,north_water_controlled_end_4th_plan_mm3,North — water_controlled_end_4th_plan_Mm3,wb1975water-reservoir-water-control-forecast-by-zone,4th-5th Development Plan forecast (no single year; plan-period aggregate)
IRN,Iran,,0,million m3,north_water_controlled_during_5th_plan_mm3,North — water_controlled_during_5th_plan_Mm3,wb1975water-reservoir-water-control-forecast-by-zone,4th-5th Development Plan forecast (no single year; plan-period aggregate)
IRN,Iran,,3230,million m3,north_water_controlled_end_5th_plan_mm3,North — water_controlled_end_5th_plan_Mm3,wb1975water-reservoir-water-control-forecast-by-zone,4th-5th Development Plan forecast (no single year; plan-period aggregate)
IRN,Iran,,9,million m3,north_public_supply_end_4th_plan_cities_industries_mm3,North — public_supply_end_4th_plan_cities_industries_Mm3,wb1975water-reservoir-water-control-forecast-by-zone,4th-5th Development Plan forecast (no single year; plan-period aggregate)
IRN,Iran,,1921,million m3,north_public_supply_end_4th_plan_agriculture_mm3,North — public_supply_end_4th_plan_agriculture_Mm3,wb1975water-reservoir-water-control-forecast-by-zone,4th-5th Development Plan forecast (no single year; plan-period aggregate)
IRN,Iran,,17,million m3,north_public_supply_during_5th_plan_cities_industries_mm3,North — public_supply_during_5th_plan_cities_industries_Mm3,wb1975water-reservoir-water-control-forecast-by-zone,4th-5th Development Plan forecast (no single year; plan-period aggregate)
IRN,Iran,,254,million m3,north_public_supply_during_5th_plan_agriculture_mm3,North — public_supply_during_5th_plan_agriculture_Mm3,wb1975water-reservoir-water-control-forecast-by-zone,4th-5th Development Plan forecast (no single year; plan-period aggregate)
IRN,Iran,,26,million m3,north_public_supply_end_5th_plan_cities_industries_mm3,North — public_supply_end_5th_plan_cities_industries_Mm3,wb1975water-reservoir-water-control-forecast-by-zone,4th-5th Development Plan forecast (no single year; plan-period aggregate)
IRN,Iran,,2175,million m3,north_public_supply_end_5th_plan_agriculture_mm3,North — public_supply_end_5th_plan_agriculture_Mm3,wb1975water-reservoir-water-control-forecast-by-zone,4th-5th Development Plan forecast (no single year; plan-period aggregate)
IRN,Iran,,816,million m3,tehran_water_controlled_end_4th_plan_mm3,Tehran — water_controlled_end_4th_plan_Mm3,wb1975water-reservoir-water-control-forecast-by-zone,4th-5th Development Plan forecast (no single year; plan-period aggregate)
IRN,Iran,,0,million m3,tehran_water_controlled_during_5th_plan_mm3,Tehran — water_controlled_during_5th_plan_Mm3,wb1975water-reservoir-water-control-forecast-by-zone,4th-5th Development Plan forecast (no single year; plan-period aggregate)
IRN,Iran,,816,million m3,tehran_water_controlled_end_5th_plan_mm3,Tehran — water_controlled_end_5th_plan_Mm3,wb1975water-reservoir-water-control-forecast-by-zone,4th-5th Development Plan forecast (no single year; plan-period aggregate)
IRN,Iran,,306,million m3,tehran_public_supply_end_4th_plan_cities_industries_mm3,Tehran — public_supply_end_4th_plan_cities_industries_Mm3,wb1975water-reservoir-water-control-forecast-by-zone,4th-5th Development Plan forecast (no single year; plan-period aggregate)
IRN,Iran,,478,million m3,tehran_public_supply_end_4th_plan_agriculture_mm3,Tehran — public_supply_end_4th_plan_agriculture_Mm3,wb1975water-reservoir-water-control-forecast-by-zone,4th-5th Development Plan forecast (no single year; plan-period aggregate)
IRN,Iran,,192,million m3,tehran_public_supply_during_5th_plan_cities_industries_mm3,Tehran — public_supply_during_5th_plan_cities_industries_Mm3,wb1975water-reservoir-water-control-forecast-by-zone,4th-5th Development Plan forecast (no single year; plan-period aggregate)
IRN,Iran,,617,million m3,tehran_public_supply_during_5th_plan_agriculture_mm3,Tehran — public_supply_during_5th_plan_agriculture_Mm3,wb1975water-reservoir-water-control-forecast-by-zone,4th-5th Development Plan forecast (no single year; plan-period aggregate)
IRN,Iran,,498,million m3,tehran_public_supply_end_5th_plan_cities_industries_mm3,Tehran — public_supply_end_5th_plan_cities_industries_Mm3,wb1975water-reservoir-water-control-forecast-by-zone,4th-5th Development Plan forecast (no single year; plan-period aggregate)
IRN,Iran,,1095,million m3,tehran_public_supply_end_5th_plan_agriculture_mm3,Tehran — public_supply_end_5th_plan_agriculture_Mm3,wb1975water-reservoir-water-control-forecast-by-zone,4th-5th Development Plan forecast (no single year; plan-period aggregate)
IRN,Iran,,972,million m3,esfahan_water_controlled_end_4th_plan_mm3,Esfahan — water_controlled_end_4th_plan_Mm3,wb1975water-reservoir-water-control-forecast-by-zone,4th-5th Development Plan forecast (no single year; plan-period aggregate)
IRN,Iran,,278,million m3,esfahan_water_controlled_during_5th_plan_mm3,Esfahan — water_controlled_during_5th_plan_Mm3,wb1975water-reservoir-water-control-forecast-by-zone,4th-5th Development Plan forecast (no single year; plan-period aggregate)
IRN,Iran,,1250,million m3,esfahan_water_controlled_end_5th_plan_mm3,Esfahan — water_controlled_end_5th_plan_Mm3,wb1975water-reservoir-water-control-forecast-by-zone,4th-5th Development Plan forecast (no single year; plan-period aggregate)
IRN,Iran,,210,million m3,esfahan_public_supply_end_4th_plan_cities_industries_mm3,Esfahan — public_supply_end_4th_plan_cities_industries_Mm3,wb1975water-reservoir-water-control-forecast-by-zone,4th-5th Development Plan forecast (no single year; plan-period aggregate)
IRN,Iran,,733,million m3,esfahan_public_supply_end_4th_plan_agriculture_mm3,Esfahan — public_supply_end_4th_plan_agriculture_Mm3,wb1975water-reservoir-water-control-forecast-by-zone,4th-5th Development Plan forecast (no single year; plan-period aggregate)
IRN,Iran,,3,million m3,esfahan_public_supply_during_5th_plan_cities_industries_mm3,Esfahan — public_supply_during_5th_plan_cities_industries_Mm3,wb1975water-reservoir-water-control-forecast-by-zone,4th-5th Development Plan forecast (no single year; plan-period aggregate)
IRN,Iran,,196,million m3,esfahan_public_supply_during_5th_plan_agriculture_mm3,Esfahan — public_supply_during_5th_plan_agriculture_Mm3,wb1975water-reservoir-water-control-forecast-by-zone,4th-5th Development Plan forecast (no single year; plan-period aggregate)
IRN,Iran,,213,million m3,esfahan_public_supply_end_5th_plan_cities_industries_mm3,Esfahan — public_supply_end_5th_plan_cities_industries_Mm3,wb1975water-reservoir-water-control-forecast-by-zone,4th-5th Development Plan forecast (no single year; plan-period aggregate)
IRN,Iran,,929,million m3,esfahan_public_supply_end_5th_plan_agriculture_mm3,Esfahan — public_supply_end_5th_plan_agriculture_Mm3,wb1975water-reservoir-water-control-forecast-by-zone,4th-5th Development Plan forecast (no single year; plan-period aggregate)
