"ref_area","source","indicator","time","obs_value","note_indicator","note_source"
"AGO","FX:3363","EAR_INEE_NOC_NB","2018",16503.3,"I19:6286_T30:2",
"AGO","FX:3363","EAR_INEE_NOC_NB","2017",16503.3,"I19:6286_T30:2",
"AGO","FX:3363","EAR_INEE_NOC_NB","2016",15003,"I19:6286_T30:2",
"AGO","FX:3363","EAR_INEE_NOC_NB","2015",15003,"I19:6286_T30:2",
"AGO","FX:3363","EAR_INEE_NOC_NB","2014",15003,"I19:6286_T30:2",
"AGO","FX:3363","EAR_INEE_NOC_NB","2013",11854.3,"I19:6286_T30:2",
"AGO","FX:3363","EAR_INEE_NOC_NB","2012",11854.3,"I19:6286_T30:2",
"AGO","FX:3363","EAR_INEE_NOC_NB","2011",9371,"I19:6286_T30:2",
"AGO","FX:3363","EAR_INEE_NOC_NB","2010",9371,"I19:6286_T30:2",
"AGO","FX:3363","EAR_INEE_NOC_NB","2009",8600,"I19:6286_T30:2",
"AGO","FX:3363","EAR_INEE_NOC_NB","2008",8600,"I19:6286_T30:2",
"AGO","FX:3363","EAR_INEE_NOC_NB","2007",6500,"T30:2","R1:2803"
"AGO","FX:3363","EAR_INEE_NOC_NB","2006",5200,"T30:2","R1:2803"
"AGO","FX:3363","EAR_INEE_NOC_NB","2005",5400,"T30:2","R1:2803"
"AGO","FX:3363","EAR_INEE_NOC_NB","2004",4250,"T30:2","R1:2803"
"AGO","FX:3363","EAR_INEE_NOC_NB","2003",4000,"T30:2","R1:2803"
"AGO","FX:3363","EAR_INEE_NOC_NB","2002",3000,"T30:2","R1:2803"
"AGO","FX:3363","EAR_INEE_NOC_NB","2001",600,"T30:2","R1:2803"
"AGO","FX:3363","EAR_INEE_NOC_NB","2000",600,"T30:2","R1:2803"
"ALB","FX:3278","EAR_INEE_NOC_NB","2025",40000,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_NOC_NB","2024",40000,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_NOC_NB","2023",40000,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_NOC_NB","2022",32000,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_NOC_NB","2021",30000,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_NOC_NB","2020",26000,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_NOC_NB","2019",26000,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_NOC_NB","2018",24000,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_NOC_NB","2017",24000,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_NOC_NB","2016",22000,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_NOC_NB","2015",22000,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_NOC_NB","2014",22000,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_NOC_NB","2013",22000,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_NOC_NB","2012",21000,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_NOC_NB","2011",20000,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_NOC_NB","2010",19000,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_NOC_NB","2009",18000,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_NOC_NB","2008",17000,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_NOC_NB","2007",14000,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_NOC_NB","2006",14000,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_NOC_NB","2005",11800,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_NOC_NB","2004",10800,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_NOC_NB","2003",10060,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_NOC_NB","2002",9400,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_NOC_NB","2001",7580,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_NOC_NB","2000",7000,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_NOC_NB","1999",6380,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_NOC_NB","1998",5800,"T30:159",
"ALB","FX:3278","EAR_INEE_NOC_NB","1997",4400,"T30:159",
"ALB","FX:3278","EAR_INEE_NOC_NB","1996",4400,"T30:159",
"ALB","FX:3278","EAR_INEE_NOC_NB","1995",3400,"T30:159",
"AND","EA:98","EAR_INEE_NOC_NB","2024",1376.27,"I19:3444_T30:160",
"AND","EA:98","EAR_INEE_NOC_NB","2023",1286.13,"I19:3444_T30:160",
"AND","EA:98","EAR_INEE_NOC_NB","2022",1157.87,"I19:3444_T30:160",
"AND","EA:98","EAR_INEE_NOC_NB","2021",1121.47,"I19:3444_T30:160",
"AND","EA:98","EAR_INEE_NOC_NB","2020",1083.33,"I19:3444_T30:160",
"AND","EA:98","EAR_INEE_NOC_NB","2019",1286.13,"I19:3444_T30:160",
"AND","EA:98","EAR_INEE_NOC_NB","2018",1017.47,"I19:3444_T30:160",
"AND","EA:98","EAR_INEE_NOC_NB","2017",962,"I19:3444_T30:160",
"AND","EA:98","EAR_INEE_NOC_NB","2016",962,"I19:3444_T30:160",
"AND","EA:98","EAR_INEE_NOC_NB","2015",962,"I19:3444_T30:160",
"ARG","FX:157","EAR_INEE_NOC_NB","2024",271571,"I19:3444_T30:61",
"ARG","FX:157","EAR_INEE_NOC_NB","2023",156000,"I19:3444_T30:61",
"ARG","FX:157","EAR_INEE_NOC_NB","2022",61953,"I19:3444_T30:61",
"ARG","FX:157","EAR_INEE_NOC_NB","2021",32000,"I19:3444_T30:61",
"ARG","FX:157","EAR_INEE_NOC_NB","2020",20587.5,"I19:3444_T30:61",
"ARG","FX:157","EAR_INEE_NOC_NB","2019",16875,"I19:3444_T30:61",
"ARG","FX:157","EAR_INEE_NOC_NB","2018",11300,"I19:3444_T30:61",
"ARG","FX:157","EAR_INEE_NOC_NB","2017",8860,"I19:3444_T30:61",
"ARG","FX:157","EAR_INEE_NOC_NB","2016",7560,"I19:3444_T30:61",
"ARG","FX:157","EAR_INEE_NOC_NB","2015",5588,"I19:3444_T30:61",
"ARG","FX:157","EAR_INEE_NOC_NB","2014",4400,"I19:3444_T30:61",
"ARG","FX:157","EAR_INEE_NOC_NB","2013",3300,"I19:3444_T30:61",
"ARG","FX:157","EAR_INEE_NOC_NB","2012",2670,"I19:3444_T30:61",
"ARG","FX:157","EAR_INEE_NOC_NB","2011",2300,"I19:3444_T30:61",
"ARG","FX:157","EAR_INEE_NOC_NB","2010",1740,"I19:3444_T30:61",
"ARG","FX:157","EAR_INEE_NOC_NB","2009",1440,"I19:3444_T30:61",
"ARG","FX:157","EAR_INEE_NOC_NB","2008",1240,"I19:3444_T30:61",
"ARG","FX:157","EAR_INEE_NOC_NB","2007",980,"T30:61","R1:2475"
"ARG","FX:157","EAR_INEE_NOC_NB","2006",800,"T30:61","R1:2475"
"ARG","FX:157","EAR_INEE_NOC_NB","2005",630,"T30:61","R1:2475"
"ARG","FX:157","EAR_INEE_NOC_NB","2004",450,"T30:61","R1:2475"
"ARG","FX:157","EAR_INEE_NOC_NB","2003",300,"T30:61","R1:2475"
"ARG","FX:157","EAR_INEE_NOC_NB","2002",200,"T30:61","R1:2475"
"ARG","FX:157","EAR_INEE_NOC_NB","2001",200,"T30:61","R1:2475"
"ARG","FX:157","EAR_INEE_NOC_NB","2000",200,"T30:61","R1:2475"
"ARG","FX:157","EAR_INEE_NOC_NB","1999",200,"T30:61","R1:2475"
"ARG","FX:157","EAR_INEE_NOC_NB","1998",200,"T30:61","R1:2475"
"ARG","FX:157","EAR_INEE_NOC_NB","1997",200,"T30:61","R1:2475"
"ARG","FX:157","EAR_INEE_NOC_NB","1996",200,"T30:61","R1:2475"
"ARG","FX:157","EAR_INEE_NOC_NB","1995",200,"T30:61","R1:2475"
"ARM","FX:3283","EAR_INEE_NOC_NB","2024",75000,"I19:3444_T30:111",
"ARM","FX:3283","EAR_INEE_NOC_NB","2023",75000,"I19:3444_T30:111",
"ARM","FX:3283","EAR_INEE_NOC_NB","2022",68000,"I19:3444_T30:111",
"ARM","FX:3283","EAR_INEE_NOC_NB","2021",68000,"I19:3444_T30:111",
"ARM","FX:3283","EAR_INEE_NOC_NB","2020",68000,"I19:3444_T30:111",
"ARM","FX:3283","EAR_INEE_NOC_NB","2019",55000,"I19:3444_T30:111",
"ARM","FX:3283","EAR_INEE_NOC_NB","2018",55000,"I19:3444_T30:111",
"ARM","FX:3283","EAR_INEE_NOC_NB","2017",55000,"I19:3444_T30:111",
"ARM","FX:3283","EAR_INEE_NOC_NB","2016",55000,"I19:3444_T30:111",
"ARM","FX:3283","EAR_INEE_NOC_NB","2015",55000,"I19:3444_T30:111",
"ARM","FX:3283","EAR_INEE_NOC_NB","2014",50000,"I19:3444_T30:111",
"ARM","FX:3283","EAR_INEE_NOC_NB","2013",45000,"I19:3444_T30:111",
"ARM","FX:3283","EAR_INEE_NOC_NB","2012",32500,"I19:3444_T30:111",
"ARM","FX:3283","EAR_INEE_NOC_NB","2011",32500,"I19:3444_T30:111",
"ARM","FX:3283","EAR_INEE_NOC_NB","2010",30000,"I19:3444_T30:111",
"ARM","FX:3283","EAR_INEE_NOC_NB","2009",30000,"I19:3444_T30:111",
"ARM","FX:3283","EAR_INEE_NOC_NB","2008",25000,"I19:3444_T30:111",
"ARM","FX:3283","EAR_INEE_NOC_NB","2007",20000,"T30:111",
"ARM","FX:3283","EAR_INEE_NOC_NB","2006",15000,"T30:111",
"ARM","FX:3283","EAR_INEE_NOC_NB","2005",13000,"T30:111",
"ARM","FX:3283","EAR_INEE_NOC_NB","2004",13000,"T30:111",
"ARM","FX:3283","EAR_INEE_NOC_NB","2003",5000,"T30:111",
"ARM","FX:3283","EAR_INEE_NOC_NB","2002",5000,"T30:111",
"ARM","FX:3283","EAR_INEE_NOC_NB","2001",5000,"T30:111",
"ARM","FX:3283","EAR_INEE_NOC_NB","2000",5000,"T30:111",
"ARM","FX:3283","EAR_INEE_NOC_NB","1999",5000,"T30:111",
"ARM","FX:3283","EAR_INEE_NOC_NB","1998",1000,"T30:111",
"ARM","FX:3283","EAR_INEE_NOC_NB","1997",1000,"T30:111",
"ARM","FX:3283","EAR_INEE_NOC_NB","1996",830,"T30:111",
"ARM","FX:3283","EAR_INEE_NOC_NB","1995",475,"T30:111",
"ATG","FX:16106","EAR_INEE_NOC_NB","2024",1558.8,"I19:3444_T30:60_I33:6298",
"ATG","FX:16106","EAR_INEE_NOC_NB","2023",1558.8,"I19:3444_T30:60_I33:6298",
"ATG","FX:16106","EAR_INEE_NOC_NB","2022",1420.24,"I19:3444_T30:60_I33:6298",
"ATG","FX:16106","EAR_INEE_NOC_NB","2021",1420.24,"I19:3444_T30:60_I33:6298",
"ATG","FX:16106","EAR_INEE_NOC_NB","2020",1420.24,"I19:3444_T30:60_I33:6298",
"ATG","FX:16106","EAR_INEE_NOC_NB","2019",1420.24,"I19:3444_T30:60_I33:6298",
"ATG","FX:16106","EAR_INEE_NOC_NB","2018",1420.24,"I19:3444_T30:60_I33:6298",
"ATG","FX:16106","EAR_INEE_NOC_NB","2017",1420.24,"I19:3444_T30:60_I33:6298",
"ATG","FX:16106","EAR_INEE_NOC_NB","2016",1420.24,"I19:3444_T30:60_I33:6298",
"ATG","FX:16106","EAR_INEE_NOC_NB","2015",1420.24,"I19:3444_T30:60_I33:6298",
"ATG","FX:16106","EAR_INEE_NOC_NB","2014",1420.24,"I19:3444_T30:60_I33:6298",
"ATG","FX:16106","EAR_INEE_NOC_NB","2013",1420.24,"I19:3444_T30:60_I33:6298",
"ATG","FX:16106","EAR_INEE_NOC_NB","2012",1560,"I19:3444_T30:60_I33:6298",
"ATG","FX:16106","EAR_INEE_NOC_NB","2011",1560,"I19:3444_T30:60_I33:6298",
"ATG","FX:16106","EAR_INEE_NOC_NB","2010",1560,"I19:3444_T30:60_I33:6298",
"ATG","FX:16106","EAR_INEE_NOC_NB","2009",1560,"I19:3444_T30:60_I33:6298",
"ATG","FX:16106","EAR_INEE_NOC_NB","2008",1560,"I19:3444_T30:60_I33:6298",
"AUS","FX:3254","EAR_INEE_NOC_NB","2024",4023.436,"I19:6286_T30:212_I33:3771",
"AUS","FX:3254","EAR_INEE_NOC_NB","2023",3703.016,"I19:6286_T30:212_I33:3771",
"AUS","FX:3254","EAR_INEE_NOC_NB","2022",3520.573,"I19:6286_T30:212_I33:3771",
"AUS","FX:3254","EAR_INEE_NOC_NB","2021",3347.933,"I19:6286_T30:212_I33:3771",
"AUS","FX:3254","EAR_INEE_NOC_NB","2020",3266.467,"I19:6286_T30:212_I33:3771",
"AUS","FX:3254","EAR_INEE_NOC_NB","2019",3210.133,"I19:6286_T30:212_I33:3771",
"AUS","FX:3254","EAR_INEE_NOC_NB","2018",3116.533,"I19:6286_T30:212_I33:3771",
"AUS","FX:3254","EAR_INEE_NOC_NB","2017",3011.233,"I19:6286_T30:212_I33:3771",
"AUS","FX:3254","EAR_INEE_NOC_NB","2016",2915.033,"I19:6286_T30:212_I33:3771",
"AUS","FX:3254","EAR_INEE_NOC_NB","2015",2846.567,"I19:6286_T30:212_I33:3771",
"AUS","FX:3254","EAR_INEE_NOC_NB","2014",2777.233,"I19:6286_T30:212_I33:3771",
"AUS","FX:3254","EAR_INEE_NOC_NB","2013",2696.2,"I19:6286_T30:212_I33:3771",
"AUS","FX:3254","EAR_INEE_NOC_NB","2012",2627.733,"I19:6286_T30:212_I33:3771",
"AUS","FX:3254","EAR_INEE_NOC_NB","2011",2553.633,"I19:6286_T30:212_I33:3771",
"AUS","FX:3254","EAR_INEE_NOC_NB","2010",2469.567,"I19:6286_T30:212_I33:3771",
"AUS","FX:3254","EAR_INEE_NOC_NB","2009",2356.38,"I19:6286_T30:212_I33:3771",
"AUS","FX:3254","EAR_INEE_NOC_NB","2008",2356.38,"I19:6286_T30:212_I33:3771",
"AUS","FX:3254","EAR_INEE_NOC_NB","2007",2218,"T30:212",
"AUS","FX:3254","EAR_INEE_NOC_NB","2006",2100,"T30:212",
"AUS","FX:3254","EAR_INEE_NOC_NB","2005",2025,"T30:212",
"AUS","FX:3254","EAR_INEE_NOC_NB","2004",1943,"T30:212",
"AUS","FX:3254","EAR_INEE_NOC_NB","2003",1869,"T30:212",
"AUS","FX:3254","EAR_INEE_NOC_NB","2002",1791,"T30:212",
"AUS","FX:3254","EAR_INEE_NOC_NB","2001",1735,"T30:212",
"AUS","FX:3254","EAR_INEE_NOC_NB","2000",1670,"T30:212",
"AUS","FX:3254","EAR_INEE_NOC_NB","1999",1618,"T30:212",
"AUS","FX:3254","EAR_INEE_NOC_NB","1998",1557,"T30:212",
"AZE","FX:3306","EAR_INEE_NOC_NB","2024",345,"I19:3444_T30:112",
"AZE","FX:3306","EAR_INEE_NOC_NB","2023",345,"I19:3444_T30:112",
"AZE","FX:3306","EAR_INEE_NOC_NB","2022",300,"I19:3444_T30:112",
"AZE","FX:3306","EAR_INEE_NOC_NB","2021",250,"I19:3444_T30:112",
"AZE","FX:3306","EAR_INEE_NOC_NB","2020",250,"I19:3444_T30:112",
"AZE","FX:3306","EAR_INEE_NOC_NB","2019",250,"I19:3444_T30:112",
"AZE","FX:3306","EAR_INEE_NOC_NB","2018",130,"I19:3444_T30:112",
"AZE","FX:3306","EAR_INEE_NOC_NB","2017",116,"I19:3444_T30:112",
"AZE","FX:3306","EAR_INEE_NOC_NB","2016",105,"I19:3444_T30:112",
"AZE","FX:3306","EAR_INEE_NOC_NB","2015",105,"I19:3444_T30:112",
"AZE","FX:3306","EAR_INEE_NOC_NB","2014",105,"I19:3444_T30:112",
"AZE","FX:3306","EAR_INEE_NOC_NB","2013",105,"I19:3444_T30:112",
"AZE","FX:3306","EAR_INEE_NOC_NB","2012",93.5,"I19:3444_T30:112",
"AZE","FX:3306","EAR_INEE_NOC_NB","2011",93.5,"I19:3444_T30:112",
"AZE","FX:3306","EAR_INEE_NOC_NB","2010",85,"I19:3444_T30:112",
"AZE","FX:3306","EAR_INEE_NOC_NB","2009",75,"I19:3444_T30:112",
"AZE","FX:3306","EAR_INEE_NOC_NB","2008",75,"I19:3444_T30:112",
"AZE","FX:3306","EAR_INEE_NOC_NB","2007",50,"I19:3444_T30:112",
"AZE","FX:3306","EAR_INEE_NOC_NB","2006",35,"I19:3444_T30:112",
"AZE","FX:3306","EAR_INEE_NOC_NB","2005",30,"I19:3444_T30:112",
"AZE","FX:3306","EAR_INEE_NOC_NB","2004",20,"I19:3444_T30:112",
"AZE","FX:3306","EAR_INEE_NOC_NB","2003",9,"I19:3444_T30:112",
"AZE","FX:3306","EAR_INEE_NOC_NB","2002",5.5,"I19:3444_T30:112",
"AZE","FX:3306","EAR_INEE_NOC_NB","2001",5.5,"I19:3444_T30:112",
"AZE","FX:3306","EAR_INEE_NOC_NB","2000",1.1,"I19:3444_T30:112",
"AZE","FX:3306","EAR_INEE_NOC_NB","1999",1.1,"I19:3444_T30:112",
"AZE","FX:3306","EAR_INEE_NOC_NB","1998",1.1,"I19:3444_T30:112",
"AZE","FX:3306","EAR_INEE_NOC_NB","1997",1.1,"I19:3444_T30:112",
"AZE","FX:3306","EAR_INEE_NOC_NB","1996",1.1,"I19:3444_T30:112",
"AZE","FX:3306","EAR_INEE_NOC_NB","1995",1.1,"I19:3444_T30:112",
"BDI","FX:3305","EAR_INEE_NOC_NB","2024",4156.8,"I19:6290_T30:6_I33:6297",
"BDI","FX:3305","EAR_INEE_NOC_NB","2023",4156.8,"I19:6290_T30:6_I33:6297",
"BDI","FX:3305","EAR_INEE_NOC_NB","2022",3466.667,"I19:6290_T30:6_I33:6297",
"BDI","FX:3305","EAR_INEE_NOC_NB","2021",3466.667,"I19:6290_T30:6_I33:6297",
"BDI","FX:3305","EAR_INEE_NOC_NB","2020",3466.667,"I19:6290_T30:6_I33:6297",
"BDI","FX:3305","EAR_INEE_NOC_NB","2019",3466.667,"I19:6290_T30:6_I33:6297",
"BDI","FX:3305","EAR_INEE_NOC_NB","2018",3466.667,"I19:6290_T30:6_I33:6297",
"BDI","FX:3305","EAR_INEE_NOC_NB","2017",3466.667,"I19:6290_T30:6_I33:6297",
"BDI","FX:3305","EAR_INEE_NOC_NB","2016",3466.667,"I19:6290_T30:6_I33:6297",
"BDI","FX:3305","EAR_INEE_NOC_NB","2015",3466.667,"I19:6290_T30:6_I33:6297",
"BDI","FX:3305","EAR_INEE_NOC_NB","2014",3466.667,"I19:6290_T30:6_I33:6297",
"BDI","FX:3305","EAR_INEE_NOC_NB","2013",3466.667,"I19:6290_T30:6_I33:6297",
"BDI","FX:3305","EAR_INEE_NOC_NB","2012",3466.667,"I19:6290_T30:6_I33:6297",
"BDI","FX:3305","EAR_INEE_NOC_NB","2011",3466.667,"I19:6290_T30:6_I33:6297",
"BDI","FX:3305","EAR_INEE_NOC_NB","2010",3466.667,"I19:6290_T30:6_I33:6297",
"BDI","FX:3305","EAR_INEE_NOC_NB","2009",3466.667,"I19:6290_T30:6_I33:6297",
"BDI","FX:3305","EAR_INEE_NOC_NB","2008",3466.667,"I19:6290_T30:6_I33:6297",
"BDI","FX:3305","EAR_INEE_NOC_NB","2007",3467,"T30:6","S4:3275"
"BDI","FX:3305","EAR_INEE_NOC_NB","2006",3467,"T30:6","S4:3275"
"BDI","FX:3305","EAR_INEE_NOC_NB","2005",3467,"T30:6","S4:3275"
"BDI","FX:3305","EAR_INEE_NOC_NB","2004",3467,"T30:6","S4:3275"
"BDI","FX:3305","EAR_INEE_NOC_NB","2003",3467,"T30:6","S4:3275"
"BDI","FX:3305","EAR_INEE_NOC_NB","2002",3467,"T30:6","S4:3275"
"BDI","FX:3305","EAR_INEE_NOC_NB","2001",3467,"T30:6","S4:3275"
"BDI","FX:3305","EAR_INEE_NOC_NB","2000",3467,"T30:6","S4:3275"
"BDI","FX:3305","EAR_INEE_NOC_NB","1999",3467,"T30:6","S4:3275"
"BDI","FX:3305","EAR_INEE_NOC_NB","1998",3467,"T30:6","S4:3275"
"BDI","FX:3305","EAR_INEE_NOC_NB","1997",3467,"T30:6","S4:3275"
"BDI","FX:3305","EAR_INEE_NOC_NB","1996",3467,"T30:6","S4:3275"
"BDI","FX:3305","EAR_INEE_NOC_NB","1995",3467,"T30:6","S4:3275"
"BEL","FX:3266","EAR_INEE_NOC_NB","2025",2112,"I19:3444_T30:163","R1:2383_S3:18_S7:57"
"BEL","FX:3266","EAR_INEE_NOC_NB","2024",2070,"I19:3444_T30:163","R1:2383_S3:18_S7:57"
"BEL","FX:3266","EAR_INEE_NOC_NB","2023",1955,"I19:3444_T30:163","R1:2383_S3:18_S7:57"
"BEL","FX:3266","EAR_INEE_NOC_NB","2022",1842,"I19:3444_T30:163","R1:2383_S3:18_S7:57"
"BEL","FX:3266","EAR_INEE_NOC_NB","2021",1626,"I19:3444_T30:163","R1:2383_S3:18_S7:57"
"BEL","FX:3266","EAR_INEE_NOC_NB","2020",1626,"I19:3444_T30:163","R1:2383_S3:18_S7:57"
"BEL","FX:3266","EAR_INEE_NOC_NB","2019",1594,"I19:3444_T30:163","R1:2383_S3:18_S7:57"
"BEL","FX:3266","EAR_INEE_NOC_NB","2018",1563,"I19:3444_T30:163","R1:2383_S3:18_S7:57"
"BEL","FX:3266","EAR_INEE_NOC_NB","2017",1563,"I19:3444_T30:163","R1:2383_S3:18_S7:57"
"BEL","FX:3266","EAR_INEE_NOC_NB","2016",1532,"I19:3444_T30:163","R1:2383_S3:18_S7:57"
"BEL","FX:3266","EAR_INEE_NOC_NB","2015",1502,"I19:3444_T30:163","R1:2383_S3:18_S7:57"
"BEL","FX:3266","EAR_INEE_NOC_NB","2014",1502,"I19:3444_T30:163","R1:2383_S3:18_S7:57"
"BEL","FX:3266","EAR_INEE_NOC_NB","2013",1502,"I19:3444_T30:163","R1:2383_S3:18_S7:57"
"BEL","FX:3266","EAR_INEE_NOC_NB","2012",1472,"I19:3444_T30:163","R1:2383_S3:18_S7:57"
"BEL","FX:3266","EAR_INEE_NOC_NB","2011",1444,"I19:3444_T30:163","R1:2383_S3:18_S7:57"
"BEL","FX:3266","EAR_INEE_NOC_NB","2010",1388,"I19:3444_T30:163","R1:2383_S3:18_S7:57"
"BEL","FX:3266","EAR_INEE_NOC_NB","2009",1388,"I19:3444_T30:163","R1:2383_S3:18_S7:57"
"BEL","FX:3266","EAR_INEE_NOC_NB","2008",1336,"I19:3444_T30:163","R1:2383_S3:18_S7:57"
"BEL","FX:3266","EAR_INEE_NOC_NB","2007",1283,"I19:3444_T30:163","R1:2383_S3:18_S7:57"
"BEL","FX:3266","EAR_INEE_NOC_NB","2006",1234,"I19:3444_T30:163","R1:2383_S3:18_S7:57"
"BEL","FX:3266","EAR_INEE_NOC_NB","2005",1210,"I19:3444_T30:163","R1:2383_S3:18_S7:57"
"BEL","FX:3266","EAR_INEE_NOC_NB","2004",1186,"I19:3444_T30:163","R1:2383_S3:18_S7:57"
"BEL","FX:3266","EAR_INEE_NOC_NB","2003",1186,"I19:3444_T30:163","R1:2383_S3:18_S7:57"
"BEL","FX:3266","EAR_INEE_NOC_NB","2002",1163,"I19:3444_T30:163","R1:2383_S3:18_S7:57"
"BEL","FX:3266","EAR_INEE_NOC_NB","2001",1140,"I19:3444_T30:163","R1:2383_S3:18_S7:57"
"BEL","FX:3266","EAR_INEE_NOC_NB","2000",1096,"I19:3444_T30:163","R1:2383_S3:18_S7:57"
"BEL","FX:3266","EAR_INEE_NOC_NB","1999",1096,"I19:3444_T30:163","R1:2383_S3:18_S7:57"
"BEN","FX:3240","EAR_INEE_NOC_NB","2024",52000,"I19:3444_T30:3",
"BEN","FX:3240","EAR_INEE_NOC_NB","2023",52000,"I19:3444_T30:3",
"BEN","FX:3240","EAR_INEE_NOC_NB","2022",40000,"I19:3444_T30:3",
"BEN","FX:3240","EAR_INEE_NOC_NB","2021",40000,"I19:3444_T30:3",
"BEN","FX:3240","EAR_INEE_NOC_NB","2020",40000,"I19:3444_T30:3",
"BEN","FX:3240","EAR_INEE_NOC_NB","2019",40000,"I19:3444_T30:3",
"BEN","FX:3240","EAR_INEE_NOC_NB","2018",40000,"I19:3444_T30:3",
"BEN","FX:3240","EAR_INEE_NOC_NB","2017",40000,"I19:3444_T30:3",
"BEN","FX:3240","EAR_INEE_NOC_NB","2016",40000,"I19:3444_T30:3",
"BEN","FX:3240","EAR_INEE_NOC_NB","2015",40000,"I19:3444_T30:3",
"BEN","FX:3240","EAR_INEE_NOC_NB","2014",40000,"I19:3444_T30:3",
"BEN","FX:3240","EAR_INEE_NOC_NB","2013",31625,"I19:3444_T30:3",
"BEN","FX:3240","EAR_INEE_NOC_NB","2012",31625,"I19:3444_T30:3",
"BEN","FX:3240","EAR_INEE_NOC_NB","2011",31625,"I19:3444_T30:3",
"BEN","FX:3240","EAR_INEE_NOC_NB","2010",31625,"I19:3444_T30:3",
