"ref_area","source","indicator","classif1","time","obs_value","note_indicator","note_source"
"AGO","FX:3363","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2024",224.946,"I19:6286_T30:2",
"AGO","FX:3363","EAR_INEE_CUR_NB","CUR_TYPE_USD","2024",80.474,"I19:6286_T30:2",
"AGO","FX:3363","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2023",32181.15,"I19:6286_T30:2",
"AGO","FX:3363","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2023",128.82,"I19:6286_T30:2",
"AGO","FX:3363","EAR_INEE_CUR_NB","CUR_TYPE_USD","2023",46.978,"I19:6286_T30:2",
"AGO","FX:3363","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2022",32181.15,"I19:6286_T30:2",
"AGO","FX:3363","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2022",140.608,"I19:6286_T30:2",
"AGO","FX:3363","EAR_INEE_CUR_NB","CUR_TYPE_USD","2022",69.873,"I19:6286_T30:2",
"AGO","FX:3363","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2021",21454,"I19:6286_T30:2",
"AGO","FX:3363","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2021",105.327,"I19:6286_T30:2",
"AGO","FX:3363","EAR_INEE_CUR_NB","CUR_TYPE_USD","2021",33.976,"I19:6286_T30:2",
"AGO","FX:3363","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2020",21454,"I19:6286_T30:2",
"AGO","FX:3363","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2020",125.355,"I19:6286_T30:2",
"AGO","FX:3363","EAR_INEE_CUR_NB","CUR_TYPE_USD","2020",37.101,"I19:6286_T30:2",
"AGO","FX:3363","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2019",21454,"I19:6286_T30:2",
"AGO","FX:3363","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2019",147.553,"I19:6286_T30:2",
"AGO","FX:3363","EAR_INEE_CUR_NB","CUR_TYPE_USD","2019",58.806,"I19:6286_T30:2",
"AGO","FX:3363","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2018",16503.3,"I19:6286_T30:2",
"AGO","FX:3363","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2018",126.081,"I19:6286_T30:2",
"AGO","FX:3363","EAR_INEE_CUR_NB","CUR_TYPE_USD","2018",65.268,"I19:6286_T30:2",
"AGO","FX:3363","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2017",16503.3,"I19:6286_T30:2",
"AGO","FX:3363","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2017",142.379,"I19:6286_T30:2",
"AGO","FX:3363","EAR_INEE_CUR_NB","CUR_TYPE_USD","2017",99.468,"I19:6286_T30:2",
"AGO","FX:3363","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2016",15003,"I19:6286_T30:2",
"AGO","FX:3363","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2016",153.503,"I19:6286_T30:2",
"AGO","FX:3363","EAR_INEE_CUR_NB","CUR_TYPE_USD","2016",91.674,"I19:6286_T30:2",
"AGO","FX:3363","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2015",15003,"I19:6286_T30:2",
"AGO","FX:3363","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2015",183.169,"I19:6286_T30:2",
"AGO","FX:3363","EAR_INEE_CUR_NB","CUR_TYPE_USD","2015",124.962,"I19:6286_T30:2",
"AGO","FX:3363","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2014",15003,"I19:6286_T30:2",
"AGO","FX:3363","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2014",186.307,"I19:6286_T30:2",
"AGO","FX:3363","EAR_INEE_CUR_NB","CUR_TYPE_USD","2014",152.621,"I19:6286_T30:2",
"AGO","FX:3363","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2013",11854.3,"I19:6286_T30:2",
"AGO","FX:3363","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2013",145.236,"I19:6286_T30:2",
"AGO","FX:3363","EAR_INEE_CUR_NB","CUR_TYPE_USD","2013",122.819,"I19:6286_T30:2",
"AGO","FX:3363","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2012",11854.3,"I19:6286_T30:2",
"AGO","FX:3363","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2012",148.831,"I19:6286_T30:2",
"AGO","FX:3363","EAR_INEE_CUR_NB","CUR_TYPE_USD","2012",124.17,"I19:6286_T30:2",
"AGO","FX:3363","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2011",9371,"I19:6286_T30:2",
"AGO","FX:3363","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2011",115.789,"I19:6286_T30:2",
"AGO","FX:3363","EAR_INEE_CUR_NB","CUR_TYPE_USD","2011",99.761,"I19:6286_T30:2",
"AGO","FX:3363","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2010",9371,"I19:6286_T30:2",
"AGO","FX:3363","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2010",127.379,"I19:6286_T30:2",
"AGO","FX:3363","EAR_INEE_CUR_NB","CUR_TYPE_USD","2010",101.963,"I19:6286_T30:2",
"AGO","FX:3363","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2009",8600,"I19:6286_T30:2",
"AGO","FX:3363","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2009",131.654,"I19:6286_T30:2",
"AGO","FX:3363","EAR_INEE_CUR_NB","CUR_TYPE_USD","2009",108.41,"I19:6286_T30:2",
"AGO","FX:3363","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2008",8600,"I19:6286_T30:2",
"AGO","FX:3363","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2008",150.265,"I19:6286_T30:2",
"AGO","FX:3363","EAR_INEE_CUR_NB","CUR_TYPE_USD","2008",114.616,"I19:6286_T30:2",
"AGO","FX:3363","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2007",6500,"T30:2","R1:2803"
"AGO","FX:3363","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2007",123.019,"T30:2","R1:2803"
"AGO","FX:3363","EAR_INEE_CUR_NB","CUR_TYPE_USD","2007",84.739,"T30:2","R1:2803"
"AGO","FX:3363","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2006",5200,"T30:2","R1:2803"
"AGO","FX:3363","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2006",107.408,"T30:2","R1:2803"
"AGO","FX:3363","EAR_INEE_CUR_NB","CUR_TYPE_USD","2006",64.702,"T30:2","R1:2803"
"AGO","FX:3363","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2005",5400,"T30:2","R1:2803"
"AGO","FX:3363","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2005",122.43,"T30:2","R1:2803"
"AGO","FX:3363","EAR_INEE_CUR_NB","CUR_TYPE_USD","2005",61.956,"T30:2","R1:2803"
"AGO","FX:3363","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2004",4250,"T30:2","R1:2803"
"AGO","FX:3363","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2004",114.587,"T30:2","R1:2803"
"AGO","FX:3363","EAR_INEE_CUR_NB","CUR_TYPE_USD","2004",50.873,"T30:2","R1:2803"
"AGO","FX:3363","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2003",4000,"T30:2","R1:2803"
"AGO","FX:3363","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2003",150.769,"T30:2","R1:2803"
"AGO","FX:3363","EAR_INEE_CUR_NB","CUR_TYPE_USD","2003",53.615,"T30:2","R1:2803"
"AGO","FX:3363","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2002",3000,"T30:2","R1:2803"
"AGO","FX:3363","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2002",219.17,"T30:2","R1:2803"
"AGO","FX:3363","EAR_INEE_CUR_NB","CUR_TYPE_USD","2002",68.918,"T30:2","R1:2803"
"AGO","FX:3363","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2001",600,"T30:2","R1:2803"
"AGO","FX:3363","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2001",90.138,"T30:2","R1:2803"
"AGO","FX:3363","EAR_INEE_CUR_NB","CUR_TYPE_USD","2001",27.201,"T30:2","R1:2803"
"AGO","FX:3363","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2000",600,"T30:2","R1:2803"
"AGO","FX:3363","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2000",221.398,"T30:2","R1:2803"
"AGO","FX:3363","EAR_INEE_CUR_NB","CUR_TYPE_USD","2000",59.758,"T30:2","R1:2803"
"ALB","FX:3278","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2025",40000,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2025",848.937,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2024",40000,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2024",872.166,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_CUR_NB","CUR_TYPE_USD","2024",429.538,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2023",40000,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2023",874.693,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_CUR_NB","CUR_TYPE_USD","2023",397.437,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2022",32000,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2022",654.808,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_CUR_NB","CUR_TYPE_USD","2022",283.082,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2021",30000,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2021",574.267,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_CUR_NB","CUR_TYPE_USD","2021",289.799,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2020",26000,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2020",503.619,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_CUR_NB","CUR_TYPE_USD","2020",239.3,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2019",26000,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2019",509.673,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_CUR_NB","CUR_TYPE_USD","2019",236.685,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2018",24000,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2018",455.941,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_CUR_NB","CUR_TYPE_USD","2018",222.244,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2017",24000,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2017",454.843,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_CUR_NB","CUR_TYPE_USD","2017",201.511,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2016",22000,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2016",415.989,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_CUR_NB","CUR_TYPE_USD","2016",177.216,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2015",22000,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2015",418.849,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_CUR_NB","CUR_TYPE_USD","2015",174.656,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2014",22000,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2014",405.516,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_CUR_NB","CUR_TYPE_USD","2014",208.57,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2013",22000,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2013",406.129,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_CUR_NB","CUR_TYPE_USD","2013",208.197,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2012",21000,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2012",389.88,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_CUR_NB","CUR_TYPE_USD","2012",194.113,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2011",20000,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2011",359.792,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_CUR_NB","CUR_TYPE_USD","2011",198.224,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2010",19000,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2010",334.542,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_CUR_NB","CUR_TYPE_USD","2010",182.804,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2009",18000,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2009",310.768,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_CUR_NB","CUR_TYPE_USD","2009",189.517,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2008",17000,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2008",294.875,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_CUR_NB","CUR_TYPE_USD","2008",202.635,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2007",14000,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2007",242.676,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_CUR_NB","CUR_TYPE_USD","2007",154.82,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2006",14000,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2006",244.705,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_CUR_NB","CUR_TYPE_USD","2006",142.707,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2005",11800,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2005",208.171,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_CUR_NB","CUR_TYPE_USD","2005",118.153,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2004",10800,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2004",190.311,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_CUR_NB","CUR_TYPE_USD","2004",105.079,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2003",10060,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2003",174.514,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_CUR_NB","CUR_TYPE_USD","2003",82.552,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2002",9400,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2002",162.465,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_CUR_NB","CUR_TYPE_USD","2002",67.069,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2001",7580,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2001",132.009,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_CUR_NB","CUR_TYPE_USD","2001",52.828,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2000",7000,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2000",122.064,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_CUR_NB","CUR_TYPE_USD","2000",48.709,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_CUR_NB","CUR_TYPE_LCU","1999",6380,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_CUR_NB","CUR_TYPE_PPP","1999",109.233,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_CUR_NB","CUR_TYPE_USD","1999",46.336,"I19:3444_T30:159","R1:2383_S3:18"
"ALB","FX:3278","EAR_INEE_CUR_NB","CUR_TYPE_LCU","1998",5800,"T30:159",
"ALB","FX:3278","EAR_INEE_CUR_NB","CUR_TYPE_PPP","1998",99.826,"T30:159",
"ALB","FX:3278","EAR_INEE_CUR_NB","CUR_TYPE_USD","1998",38.504,"T30:159",
"ALB","FX:3278","EAR_INEE_CUR_NB","CUR_TYPE_LCU","1997",4400,"T30:159",
"ALB","FX:3278","EAR_INEE_CUR_NB","CUR_TYPE_PPP","1997",88.588,"T30:159",
"ALB","FX:3278","EAR_INEE_CUR_NB","CUR_TYPE_USD","1997",29.544,"T30:159",
"ALB","FX:3278","EAR_INEE_CUR_NB","CUR_TYPE_LCU","1996",4400,"T30:159",
"ALB","FX:3278","EAR_INEE_CUR_NB","CUR_TYPE_PPP","1996",115.287,"T30:159",
"ALB","FX:3278","EAR_INEE_CUR_NB","CUR_TYPE_USD","1996",42.106,"T30:159",
"ALB","FX:3278","EAR_INEE_CUR_NB","CUR_TYPE_LCU","1995",3400,"T30:159",
"ALB","FX:3278","EAR_INEE_CUR_NB","CUR_TYPE_PPP","1995",97.562,"T30:159",
"ALB","FX:3278","EAR_INEE_CUR_NB","CUR_TYPE_USD","1995",36.678,"T30:159",
"AND","EA:98","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2024",1376.27,"I19:3444_T30:160",
"AND","EA:98","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2023",1286.13,"I19:3444_T30:160",
"AND","EA:98","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2022",1157.87,"I19:3444_T30:160",
"AND","EA:98","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2021",1121.47,"I19:3444_T30:160",
"AND","EA:98","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2021",1754.85,"I19:3444_T30:160",
"AND","EA:98","EAR_INEE_CUR_NB","CUR_TYPE_USD","2021",1326.592,"I19:3444_T30:160",
"AND","EA:98","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2020",1083.33,"I19:3444_T30:160",
"AND","EA:98","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2020",1631.627,"I19:3444_T30:160",
"AND","EA:98","EAR_INEE_CUR_NB","CUR_TYPE_USD","2020",1237.375,"I19:3444_T30:160",
"AND","EA:98","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2019",1286.13,"I19:3444_T30:160",
