"ref_area","source","indicator","sex","classif1","time","obs_value","obs_status","note_classif","note_indicator","note_source"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_T","ECO_SECTOR_NAG","2025",89.874,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_T","ECO_SECTOR_IND","2025",83.577,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_T","ECO_SECTOR_SER","2025",91.181,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_M","ECO_SECTOR_TOTAL","2025",91.468,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_M","ECO_SECTOR_AGR","2025",99.202,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_M","ECO_SECTOR_NAG","2025",86.086,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_M","ECO_SECTOR_IND","2025",82.146,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_M","ECO_SECTOR_SER","2025",87.564,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_F","ECO_SECTOR_TOTAL","2025",96.656,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_F","ECO_SECTOR_AGR","2025",99.818,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_F","ECO_SECTOR_NAG","2025",93.94,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_F","ECO_SECTOR_IND","2025",90.169,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_F","ECO_SECTOR_SER","2025",94.196,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_T","ECO_AGGREGATE_TOTAL","2025",94.09,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_T","ECO_AGGREGATE_AGR","2025",99.532,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_T","ECO_AGGREGATE_MAN","2025",89.028,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_T","ECO_AGGREGATE_CON","2025",85.302,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_T","ECO_AGGREGATE_MEL","2025",68.082,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_T","ECO_AGGREGATE_MKT","2025",89.434,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_T","ECO_AGGREGATE_PUB","2025",95.079,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_M","ECO_AGGREGATE_TOTAL","2025",91.468,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_M","ECO_AGGREGATE_AGR","2025",99.202,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_M","ECO_AGGREGATE_MAN","2025",85.467,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_M","ECO_AGGREGATE_CON","2025",86.505,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_M","ECO_AGGREGATE_MEL","2025",67.687,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_M","ECO_AGGREGATE_MKT","2025",83.832,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_M","ECO_AGGREGATE_PUB","2025",94.968,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_F","ECO_AGGREGATE_TOTAL","2025",96.656,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_F","ECO_AGGREGATE_AGR","2025",99.818,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_F","ECO_AGGREGATE_MAN","2025",95.399,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_F","ECO_AGGREGATE_CON","2025",39.855,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_F","ECO_AGGREGATE_MEL","2025",72.279,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_F","ECO_AGGREGATE_MKT","2025",93.795,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_F","ECO_AGGREGATE_PUB","2025",95.186,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_T","ECO_SECTOR_TOTAL","2024",94.915,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_T","ECO_SECTOR_AGR","2024",99.582,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_T","ECO_SECTOR_NAG","2024",91.212,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_T","ECO_SECTOR_IND","2024",86.338,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_T","ECO_SECTOR_SER","2024",92.096,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_M","ECO_SECTOR_TOTAL","2024",92.764,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_M","ECO_SECTOR_AGR","2024",99.308,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_M","ECO_SECTOR_NAG","2024",88.156,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_M","ECO_SECTOR_IND","2024",85.779,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_M","ECO_SECTOR_SER","2024",88.911,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_F","ECO_SECTOR_TOTAL","2024",97.027,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_F","ECO_SECTOR_AGR","2024",99.817,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_F","ECO_SECTOR_NAG","2024",94.54,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_F","ECO_SECTOR_IND","2024",88.858,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_F","ECO_SECTOR_SER","2024",94.892,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_T","ECO_AGGREGATE_TOTAL","2024",94.915,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_T","ECO_AGGREGATE_AGR","2024",99.582,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_T","ECO_AGGREGATE_MAN","2024",90.62,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_T","ECO_AGGREGATE_CON","2024",87.1,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_T","ECO_AGGREGATE_MEL","2024",74.944,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_T","ECO_AGGREGATE_MKT","2024",90.873,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_T","ECO_AGGREGATE_PUB","2024",94.878,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_M","ECO_AGGREGATE_TOTAL","2024",92.764,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_M","ECO_AGGREGATE_AGR","2024",99.308,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_M","ECO_AGGREGATE_MAN","2024",88.281,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_M","ECO_AGGREGATE_CON","2024",87.922,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_M","ECO_AGGREGATE_MEL","2024",76.268,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_M","ECO_AGGREGATE_MKT","2024",85.877,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_M","ECO_AGGREGATE_PUB","2024",94.598,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_F","ECO_AGGREGATE_TOTAL","2024",97.027,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_F","ECO_AGGREGATE_AGR","2024",99.817,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_F","ECO_AGGREGATE_MAN","2024",94.693,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_F","ECO_AGGREGATE_CON","2024",51.91,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_F","ECO_AGGREGATE_MEL","2024",65.709,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_F","ECO_AGGREGATE_MKT","2024",94.78,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_F","ECO_AGGREGATE_PUB","2024",95.197,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_T","ECO_SECTOR_TOTAL","2023",94.745,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_T","ECO_SECTOR_AGR","2023",99.72,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_T","ECO_SECTOR_NAG","2023",90.434,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_T","ECO_SECTOR_IND","2023",84.486,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_T","ECO_SECTOR_SER","2023",91.196,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_T","ECO_SECTOR_X","2023",100,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_M","ECO_SECTOR_TOTAL","2023",92.578,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_M","ECO_SECTOR_AGR","2023",99.497,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_M","ECO_SECTOR_NAG","2023",87.221,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_M","ECO_SECTOR_IND","2023",82.28,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_M","ECO_SECTOR_SER","2023",88.477,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_M","ECO_SECTOR_X","2023",100,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_F","ECO_SECTOR_TOTAL","2023",96.88,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_F","ECO_SECTOR_AGR","2023",99.916,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_F","ECO_SECTOR_NAG","2023",93.943,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_F","ECO_SECTOR_IND","2023",94.28,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_F","ECO_SECTOR_SER","2023",93.644,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_F","ECO_SECTOR_X","2023",100,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_T","ECO_AGGREGATE_TOTAL","2023",94.745,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_T","ECO_AGGREGATE_AGR","2023",99.72,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_T","ECO_AGGREGATE_MAN","2023",86.48,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_T","ECO_AGGREGATE_CON","2023",90.521,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_T","ECO_AGGREGATE_MEL","2023",68.16,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_T","ECO_AGGREGATE_MKT","2023",88.759,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_T","ECO_AGGREGATE_PUB","2023",96.067,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_T","ECO_AGGREGATE_X","2023",100,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_M","ECO_AGGREGATE_TOTAL","2023",92.578,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_M","ECO_AGGREGATE_AGR","2023",99.497,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_M","ECO_AGGREGATE_MAN","2023",81.494,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_M","ECO_AGGREGATE_CON","2023",90.436,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_M","ECO_AGGREGATE_MEL","2023",64.332,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_M","ECO_AGGREGATE_MKT","2023",84.344,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_M","ECO_AGGREGATE_PUB","2023",95.393,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_M","ECO_AGGREGATE_X","2023",100,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_F","ECO_AGGREGATE_TOTAL","2023",96.88,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_F","ECO_AGGREGATE_AGR","2023",99.916,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_F","ECO_AGGREGATE_MAN","2023",95.483,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_F","ECO_AGGREGATE_CON","2023",100,"U",,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_F","ECO_AGGREGATE_MEL","2023",87.967,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_F","ECO_AGGREGATE_MKT","2023",92.298,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_F","ECO_AGGREGATE_PUB","2023",96.83,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_F","ECO_AGGREGATE_X","2023",100,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_T","ECO_SECTOR_TOTAL","2022",91.181,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_T","ECO_SECTOR_AGR","2022",99.585,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_T","ECO_SECTOR_NAG","2022",83.615,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_T","ECO_SECTOR_IND","2022",83.938,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_T","ECO_SECTOR_SER","2022",83.557,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_T","ECO_SECTOR_X","2022",,"U",,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_M","ECO_SECTOR_TOTAL","2022",87.726,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_M","ECO_SECTOR_AGR","2022",99.351,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_M","ECO_SECTOR_NAG","2022",78.656,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_M","ECO_SECTOR_IND","2022",82.95,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_M","ECO_SECTOR_SER","2022",77.275,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_M","ECO_SECTOR_X","2022",,"U",,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_F","ECO_SECTOR_TOTAL","2022",94.687,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_F","ECO_SECTOR_AGR","2022",99.79,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_F","ECO_SECTOR_NAG","2022",89.38,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_F","ECO_SECTOR_IND","2022",91.273,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_F","ECO_SECTOR_SER","2022",89.304,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_F","ECO_SECTOR_X","2022",,"U",,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_T","ECO_AGGREGATE_TOTAL","2022",91.181,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_T","ECO_AGGREGATE_AGR","2022",99.585,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_T","ECO_AGGREGATE_MAN","2022",85.621,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_T","ECO_AGGREGATE_CON","2022",87.862,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_T","ECO_AGGREGATE_MEL","2022",70.252,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_T","ECO_AGGREGATE_MKT","2022",87.222,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_T","ECO_AGGREGATE_PUB","2022",75.756,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_T","ECO_AGGREGATE_X","2022",,"U",,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_M","ECO_AGGREGATE_TOTAL","2022",87.726,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_M","ECO_AGGREGATE_AGR","2022",99.351,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_M","ECO_AGGREGATE_MAN","2022",82.724,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_M","ECO_AGGREGATE_CON","2022",88,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_M","ECO_AGGREGATE_MEL","2022",69.204,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_M","ECO_AGGREGATE_MKT","2022",82.399,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_M","ECO_AGGREGATE_PUB","2022",68.682,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_M","ECO_AGGREGATE_X","2022",,"U",,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_F","ECO_AGGREGATE_TOTAL","2022",94.687,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_F","ECO_AGGREGATE_AGR","2022",99.79,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_F","ECO_AGGREGATE_MAN","2022",92.729,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_F","ECO_AGGREGATE_CON","2022",68.987,"U",,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_F","ECO_AGGREGATE_MEL","2022",84.899,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_F","ECO_AGGREGATE_MKT","2022",91.01,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_F","ECO_AGGREGATE_PUB","2022",84.699,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_F","ECO_AGGREGATE_X","2022",,"U",,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_T","ECO_SECTOR_TOTAL","2021",88.126,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_T","ECO_SECTOR_AGR","2021",99.642,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_T","ECO_SECTOR_NAG","2021",76.254,,,,"R1:3513"
"AGO","BA:13951","SDG_B831_SEX_ECO_RT","SEX_T","ECO_SECTOR_IND","2021",83.045,,,,"R1:3513"
